id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/8/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/10/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/14/value,qualifier/17/value,qualifier/15/value,qualifier/12/value
2797303153,34,1,1,5,10,doohk95o6e8pkqah8vkop51dg,1,64.7,68.4,2025-04-06T15:06:18.367Z,2025-04-06T15:06:19Z,44t0ew97eyl8ww00sgusx00a2,A. Sher,,,5630858475,56,Left,5630858481,212,15.7,5630858477,140,71.6,5630858479,141,88.8,5630858483,213,1.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797303223,35,1,1,5,11,doohk95o6e8pkqah8vkop51dg,1,71.6,88.8,2025-04-06T15:06:19.792Z,2025-04-06T15:06:22Z,6wwk8y9mklkh8x606ynhe1lp0,S. Ørjasæter,,,5630858759,141,70.6,5630858757,140,65.4,5630858753,56,Center,5630858761,212,14.0,5630858763,213,4.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797303251,36,1,1,5,14,doohk95o6e8pkqah8vkop51dg,1,66.1,68.2,2025-04-06T15:06:22.775Z,2025-04-06T15:06:25Z,44t0ew97eyl8ww00sgusx00a2,A. Sher,,,5630858945,56,Center,5630858951,212,15.0,5630858947,140,58.2,5630858949,141,49.9,5630858953,213,4.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797303287,37,1,1,5,16,doohk95o6e8pkqah8vkop51dg,1,59.0,50.2,2025-04-06T15:06:25.207Z,2025-04-06T15:06:27Z,4fkb8m4vdcyn1iwck0ukhofmc,F. Tebo Uchenna,,,5630859155,140,64.1,5630859161,213,1.06,5630859159,212,11.0,5630859157,141,64.3,5630859153,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797303333,38,1,1,5,18,doohk95o6e8pkqah8vkop51dg,0,66.0,65.2,2025-04-06T15:06:26.855Z,2025-04-06T15:06:29Z,44t0ew97eyl8ww00sgusx00a2,A. Sher,,,5630859419,213,0.19,5630859411,141,75.6,5630859415,212,37.2,5630859407,140,100.0,5630859403,56,Center,5630859421,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797303475,33,5,1,5,21,8q6cv8g4bd3xdl7m88kll16na,1,-0.8,26.0,2025-04-06T15:06:29.660Z,2025-04-06T17:41:56Z,2d9k8p22131is7op7vcn0arbp,V. Hedenstad,,,5630860209,346,,5630860207,56,Back,5630861327,233,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797303683,39,5,1,5,21,doohk95o6e8pkqah8vkop51dg,0,100.8,74.0,2025-04-06T15:06:29.660Z,2025-04-06T17:41:57Z,44t0ew97eyl8ww00sgusx00a2,A. Sher,,,5630861259,346,,5630861257,56,Center,5630861341,233,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797304009,34,1,1,5,54,8q6cv8g4bd3xdl7m88kll16na,0,5.5,51.3,2025-04-06T15:07:02.957Z,2025-04-06T15:09:17Z,b5kti1udidgdjke5raks6iezu,M. Sjøeng,,,5630862969,213,6.24,5630862967,212,36.8,5630862963,140,40.5,5630862971,1,,5630862975,74,,5630862959,124,,5630862961,56,Back,5630862965,141,48.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797304019,35,44,1,5,56,8q6cv8g4bd3xdl7m88kll16na,1,49.4,53.7,2025-04-06T15:07:04.879Z,2025-04-06T17:49:58Z,4krwgfspxdgpq1pli11b04iga,M. Brajanac,,,5630863147,233,40,5631687929,285,,5630863013,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797304031,40,44,1,5,56,doohk95o6e8pkqah8vkop51dg,0,50.6,46.3,2025-04-06T15:07:04.880Z,2025-04-06T17:49:58Z,azurrp6gm0xahdwntj9clyiac,V. Halvorsen,,,5630863077,56,Center,5630863167,233,35,5630863171,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797304033,36,61,1,5,57,8q6cv8g4bd3xdl7m88kll16na,1,40.5,48.7,2025-04-06T15:07:05.645Z,2025-04-06T15:10:27Z,4krwgfspxdgpq1pli11b04iga,M. Brajanac,,,5630863081,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797304103,42,1,1,5,57,doohk95o6e8pkqah8vkop51dg,0,44.3,45.8,2025-04-06T15:07:05.671Z,2025-04-06T17:27:05Z,azurrp6gm0xahdwntj9clyiac,V. Halvorsen,,,5630965537,233,196,5630863357,141,49.5,5630863359,212,2.9,5630863353,56,Back,5630863361,213,1.04,5630863355,140,45.7,5630965535,236,,5630965541,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797321263,196,74,1,5,57,8q6cv8g4bd3xdl7m88kll16na,1,53.8,53.0,2025-04-06T15:07:05.672Z,2025-04-06T17:28:40Z,bxafjt88zqj5wgvx5r71c6cid,H. Bjørdal,,,5630965503,56,Center,5630965595,233,42,5630965505,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797304043,41,43,1,5,57,doohk95o6e8pkqah8vkop51dg,1,0.0,0.0,2025-04-06T15:07:06.255Z,2025-04-06T15:07:34Z,azurrp6gm0xahdwntj9clyiac,V. Halvorsen,,,5630863117,56,Back,5630865461,144,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797307759,65,43,1,6,1,8q6cv8g4bd3xdl7m88kll16na,1,0.0,0.0,2025-04-06T15:07:09.909Z,2025-04-06T15:23:53Z,bxafjt88zqj5wgvx5r71c6cid,H. Bjørdal,,,5630883175,56,Center,5630883177,285,0,5630960673,144,74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797304161,43,59,1,6,4,doohk95o6e8pkqah8vkop51dg,1,27.4,48.0,2025-04-06T15:07:12.759Z,2025-04-06T15:07:13Z,16od5bk1t05mluydp8i4t2lg4,Mamour Ndiaye,,,5630863683,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797304175,44,1,1,6,5,doohk95o6e8pkqah8vkop51dg,0,27.4,48.0,2025-04-06T15:07:13.447Z,2025-04-06T15:07:14Z,16od5bk1t05mluydp8i4t2lg4,Mamour Ndiaye,,,5630863767,157,,5630863769,56,Left,5630863771,140,91.0,5630863775,212,75.8,5630863777,213,0.49,5630863779,1,,5630863773,141,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797304439,37,5,1,6,6,8q6cv8g4bd3xdl7m88kll16na,1,9.6,-0.6,2025-04-06T15:07:14.677Z,2025-04-06T17:41:57Z,rzfthr8qys67ormz869jrndg,H. Sjåtil,,,5630865193,56,Back,5630865249,233,45,5630865195,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797304185,45,5,1,6,6,doohk95o6e8pkqah8vkop51dg,0,90.4,100.6,2025-04-06T15:07:14.677Z,2025-04-06T17:41:57Z,16od5bk1t05mluydp8i4t2lg4,Mamour Ndiaye,,,5630865311,233,37,5630863805,347,,5630863803,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797304477,38,1,1,6,23,8q6cv8g4bd3xdl7m88kll16na,1,18.0,0.0,2025-04-06T15:07:32.245Z,2025-04-06T17:27:02Z,rzfthr8qys67ormz869jrndg,H. Sjåtil,,,5630865397,56,Back,5630865399,140,27.3,5630865403,212,16.5,5630865401,141,17.9,5630865405,213,0.94,5630865395,107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797304503,39,1,1,6,24,8q6cv8g4bd3xdl7m88kll16na,0,27.3,17.6,2025-04-06T15:07:33.157Z,2025-04-06T17:27:00Z,4krwgfspxdgpq1pli11b04iga,M. Brajanac,,,5630865523,141,24.9,5630865527,213,2.54,5630865521,140,20.4,5630865525,212,8.8,5630865519,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797304589,46,1,1,6,28,doohk95o6e8pkqah8vkop51dg,0,72.2,58.2,2025-04-06T15:07:36.508Z,2025-04-06T15:07:42Z,wamee1wd0fr552uv5507z0lx,J. Inge Berget,,,5630866207,236,,5630866209,233,40,5630865871,140,71.6,5630865869,56,Center,5630865875,212,1.5,5630865877,213,4.28,5630865873,141,56.2,5630866213,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797304545,40,74,1,6,28,8q6cv8g4bd3xdl7m88kll16na,1,21.1,41.9,2025-04-06T15:07:36.509Z,2025-04-06T15:07:41Z,3ga4zm8ifo0ohz7xe03jxswkp,S. Jarl,,,5630865711,56,Back,5630866239,233,46,5630866179,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797304625,41,12,1,6,30,8q6cv8g4bd3xdl7m88kll16na,1,21.1,36.4,2025-04-06T15:07:38.676Z,2025-04-06T15:07:40Z,fbd96sw3egypi2key2hxbnu2,A. Kiil Olsen,,,5630866089,141,36.3,5630866091,212,24.0,5630866087,140,44.0,5630866093,213,6.28,5630866085,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797304719,47,12,1,6,33,doohk95o6e8pkqah8vkop51dg,1,42.4,57.9,2025-04-06T15:07:41.735Z,2025-04-06T15:07:45Z,b4nxbfm6audv844unlocgbsgl,M. Koch,,,5630866559,213,0.14,5630866553,140,59.1,5630866557,212,17.7,5630866551,56,Center,5630866555,141,61.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797304819,42,4,1,6,37,8q6cv8g4bd3xdl7m88kll16na,1,35.0,35.8,2025-04-06T15:07:45.285Z,2025-04-06T17:26:59Z,2rny9fva4m8awyltbc4ipftw4,F. Ambina,,,5630867283,13,,5630867287,152,,5630983445,233,48,5630868909,294,,5630983449,286,,5630867285,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797304723,48,4,1,6,37,doohk95o6e8pkqah8vkop51dg,0,65.0,64.2,2025-04-06T15:07:45.286Z,2025-04-06T17:26:56Z,wamee1wd0fr552uv5507z0lx,J. Inge Berget,,,5630866615,56,Center,5630866897,285,,5630983179,294,,5630866613,13,,5630866617,152,,5630983463,233,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797304885,43,1,1,6,45,8q6cv8g4bd3xdl7m88kll16na,1,38.1,44.8,2025-04-06T15:07:53.461Z,2025-04-06T15:07:55Z,1w8gujxthv0lfjrn98paa1uga,C. Lange,,,5630867651,56,Back,5630867655,141,37.6,5630867647,5,,5630867649,152,,5630867659,213,3.53,5630867657,212,13.0,5630867653,140,26.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797304953,44,1,1,6,46,8q6cv8g4bd3xdl7m88kll16na,1,25.3,34.3,2025-04-06T15:07:54.862Z,2025-04-06T15:07:57Z,fbd96sw3egypi2key2hxbnu2,A. Kiil Olsen,,,5630867985,56,Back,5630867995,212,19.8,5630867989,140,26.7,5630867999,213,1.50,5630867993,141,63.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797305113,45,1,1,6,48,8q6cv8g4bd3xdl7m88kll16na,1,26.8,63.6,2025-04-06T15:07:57.172Z,2025-04-06T15:08:05Z,3ga4zm8ifo0ohz7xe03jxswkp,S. Jarl,,,5630868839,140,26.3,5630868837,56,Back,5630868841,141,36.3,5630868843,212,18.6,5630868847,213,4.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797305247,46,1,1,6,58,8q6cv8g4bd3xdl7m88kll16na,1,36.1,28.8,2025-04-06T15:08:06.923Z,2025-04-06T15:08:12Z,fbd96sw3egypi2key2hxbnu2,A. Kiil Olsen,,,5630869609,212,49.8,5630869607,141,81.5,5630869603,56,Left,5630869601,155,,5630869611,213,0.80,5630869605,140,69.0,5630869613,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797305259,47,1,1,7,3,8q6cv8g4bd3xdl7m88kll16na,0,69.2,86.3,2025-04-06T15:08:12.182Z,2025-04-06T15:08:12Z,9xxdec5pv5plas9ve4ehs4nop,E. Sørensen,,,5630869685,140,79.2,5630869683,56,Left,5630869691,213,5.96,5630869689,212,11.1,5630869687,141,81.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797305311,50,1,1,7,7,doohk95o6e8pkqah8vkop51dg,0,30.2,27.0,2025-04-06T15:08:15.471Z,2025-04-06T15:08:16Z,30ojg24sppf8bzngafnd4neg9,E. Wichne,,,5630870031,56,Back,5630870037,212,6.0,5630870039,213,0.80,5630870033,140,34.2,5630870035,141,33.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797305321,48,8,1,7,8,8q6cv8g4bd3xdl7m88kll16na,1,65.1,67.3,2025-04-06T15:08:16.445Z,2025-04-06T15:08:16Z,2rny9fva4m8awyltbc4ipftw4,F. Ambina,,,5630870067,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797305375,50,1,1,7,10,8q6cv8g4bd3xdl7m88kll16na,1,70.8,52.1,2025-04-06T15:08:18.348Z,2025-04-06T15:08:19Z,4krwgfspxdgpq1pli11b04iga,M. Brajanac,,,5630870375,213,4.03,5630870371,212,12.3,5630870367,140,63.4,5630870369,141,38.0,5630870365,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797305427,51,1,1,7,11,8q6cv8g4bd3xdl7m88kll16na,0,63.5,34.8,2025-04-06T15:08:19.598Z,2025-04-06T15:08:22Z,d5jihfuxjuw51jgt6k4zhmrmy,M. Riisnæs,,,5630870601,141,60.2,5630870595,56,Center,5630870607,213,0.58,5630870603,212,31.5,5630870597,140,88.6,5630870593,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797305503,51,12,1,7,15,doohk95o6e8pkqah8vkop51dg,1,6.3,28.2,2025-04-06T15:08:23.760Z,2025-04-06T15:08:27Z,azurrp6gm0xahdwntj9clyiac,V. Halvorsen,,,5630871159,15,,5630870985,212,20.8,5630870981,140,13.2,5630870979,56,Back,5630871053,167,,5630870983,141,0.0,5630870987,213,5.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797305517,52,5,1,7,16,doohk95o6e8pkqah8vkop51dg,0,13.6,-0.7,2025-04-06T15:08:25.246Z,2025-04-06T17:41:58Z,azurrp6gm0xahdwntj9clyiac,V. Halvorsen,,,5630871025,347,,5630873285,233,52,5630871023,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797305879,52,5,1,7,16,8q6cv8g4bd3xdl7m88kll16na,1,86.4,100.7,2025-04-06T15:08:25.246Z,2025-04-06T17:41:58Z,d5jihfuxjuw51jgt6k4zhmrmy,M. Riisnæs,,,5630873157,347,,5630873237,233,52,5630873155,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797305933,53,1,1,7,38,8q6cv8g4bd3xdl7m88kll16na,1,85.6,100.0,2025-04-06T15:08:46.629Z,2025-04-06T15:08:50Z,2d9k8p22131is7op7vcn0arbp,V. Hedenstad,,,5630873513,212,17.3,5630873505,107,,5630873515,213,3.68,5630873509,140,71.5,5630873507,56,Left,5630873511,141,88.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797305977,54,1,1,7,41,8q6cv8g4bd3xdl7m88kll16na,1,72.4,88.1,2025-04-06T15:08:49.885Z,2025-04-06T15:08:52Z,3ga4zm8ifo0ohz7xe03jxswkp,S. Jarl,,,5630873693,141,74.2,5630873697,213,5.12,5630873689,56,Center,5630873695,212,10.3,5630873691,140,76.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797305987,55,61,1,7,44,8q6cv8g4bd3xdl7m88kll16na,0,76.3,74.5,2025-04-06T15:08:52.469Z,2025-04-06T17:26:54Z,2rny9fva4m8awyltbc4ipftw4,F. Ambina,,,5630873751,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797306025,53,1,1,7,46,doohk95o6e8pkqah8vkop51dg,1,31.4,44.4,2025-04-06T15:08:54.438Z,2025-04-06T15:08:55Z,azurrp6gm0xahdwntj9clyiac,V. Halvorsen,,,5630874027,56,Back,5630874029,140,31.1,5630874031,141,49.0,5630874035,213,1.67,5630874033,212,3.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797306047,54,1,1,7,47,doohk95o6e8pkqah8vkop51dg,1,31.1,50.4,2025-04-06T15:08:55.822Z,2025-04-06T15:08:57Z,115owbh8c39gfwcja2wxuweay,H. Tangen,,,5630874165,213,6.11,5630874161,141,46.2,5630874157,56,Back,5630874159,140,46.5,5630874163,212,16.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797306083,56,1,1,7,49,doohk95o6e8pkqah8vkop51dg,0,46.5,46.2,2025-04-06T15:08:57.366Z,2025-04-06T15:08:59Z,wamee1wd0fr552uv5507z0lx,J. Inge Berget,,,5630874399,213,0.32,5630874393,140,73.8,5630874397,212,30.2,5630874391,56,Center,5630874395,141,60.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797306167,56,4,1,7,53,8q6cv8g4bd3xdl7m88kll16na,1,24.8,39.4,2025-04-06T15:09:02.236Z,2025-04-06T15:30:11Z,rzfthr8qys67ormz869jrndg,H. Sjåtil,,,5630874801,13,,5630874803,56,Back,5630874809,285,,5630876651,233,57,5630874805,152,,5630992125,294,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797306185,57,4,1,7,53,doohk95o6e8pkqah8vkop51dg,0,75.2,60.6,2025-04-06T15:09:02.237Z,2025-04-06T15:30:13Z,6wwk8y9mklkh8x606ynhe1lp0,S. Ørjasæter,,,5630874951,13,,5630874955,152,,5630876691,233,56,5630874953,56,Center,5630874959,286,,5630992351,294,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797306513,57,1,1,8,11,8q6cv8g4bd3xdl7m88kll16na,1,24.9,31.5,2025-04-06T15:09:19.749Z,2025-04-06T17:26:51Z,fbd96sw3egypi2key2hxbnu2,A. Kiil Olsen,,,5630876581,213,1.45,5630876569,140,27.4,5630876563,152,,5630876565,56,Back,5630876561,5,,5630995521,189,,5630876577,212,21.8,5630876573,141,63.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797306543,58,1,1,8,12,8q6cv8g4bd3xdl7m88kll16na,1,27.1,63.3,2025-04-06T15:09:20.586Z,2025-04-06T17:26:50Z,3ga4zm8ifo0ohz7xe03jxswkp,S. Jarl,,,5630876775,212,13.8,5630876771,140,40.2,5630876769,56,Back,5630876777,213,0.08,5630876773,141,64.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797306547,59,1,1,8,13,8q6cv8g4bd3xdl7m88kll16na,1,40.2,64.9,2025-04-06T15:09:21.365Z,2025-04-06T17:26:49Z,1w8gujxthv0lfjrn98paa1uga,C. Lange,,,5630876805,141,70.3,5630876807,212,11.0,5630876809,213,2.80,5630876803,140,30.3,5630876801,56,Back,5631177509,156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797306625,60,1,1,8,16,8q6cv8g4bd3xdl7m88kll16na,1,30.6,67.5,2025-04-06T15:09:24.668Z,2025-04-06T15:09:26Z,3ga4zm8ifo0ohz7xe03jxswkp,S. Jarl,,,5630877271,213,4.25,5630877267,141,34.0,5630877269,212,25.5,5630877263,56,Back,5630877265,140,19.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797306767,61,1,1,8,18,8q6cv8g4bd3xdl7m88kll16na,1,17.6,32.7,2025-04-06T15:09:26.709Z,2025-04-06T15:09:32Z,fbd96sw3egypi2key2hxbnu2,A. Kiil Olsen,,,5630877995,213,2.25,5630877969,56,Back,5630877981,141,59.4,5630877975,140,3.7,5630877987,212,23.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797306805,62,1,1,8,24,8q6cv8g4bd3xdl7m88kll16na,1,6.0,67.0,2025-04-06T15:09:32.343Z,2025-04-06T15:09:33Z,b5kti1udidgdjke5raks6iezu,M. Sjøeng,,,5630878129,155,,5630878131,56,Back,5630878135,141,73.9,5630878139,213,0.19,5630878137,212,24.5,5630878133,140,28.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797306843,63,1,1,8,25,8q6cv8g4bd3xdl7m88kll16na,0,28.9,73.9,2025-04-06T15:09:33.772Z,2025-04-06T15:09:35Z,9xxdec5pv5plas9ve4ehs4nop,E. Sørensen,,,5630878311,140,49.8,5630878315,212,23.7,5630878307,168,,5630878309,56,Back,5630878313,141,60.6,5630878317,213,5.89,5630878305,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797306975,59,1,1,8,27,doohk95o6e8pkqah8vkop51dg,1,38.3,39.6,2025-04-06T15:09:35.582Z,2025-04-06T15:09:42Z,4fkb8m4vdcyn1iwck0ukhofmc,F. Tebo Uchenna,,,5630879043,212,18.9,5630879037,56,Center,5630879039,140,55.5,5630879041,141,47.8,5630879045,213,0.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797307019,60,1,1,8,34,doohk95o6e8pkqah8vkop51dg,1,55.9,48.0,2025-04-06T15:09:42.566Z,2025-04-06T15:09:45Z,44t0ew97eyl8ww00sgusx00a2,A. Sher,,,5630879319,213,2.43,5630879317,212,18.1,5630879313,140,42.8,5630879311,56,Back,5630879315,141,65.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797307119,61,1,1,8,36,doohk95o6e8pkqah8vkop51dg,1,43.3,62.7,2025-04-06T15:09:44.990Z,2025-04-06T15:09:49Z,58zj1aw2i5mfyzb3knj72xk6i,S. Christiansen,,,5630879759,213,3.76,5630879747,56,Back,5630879749,140,30.5,5630879751,141,48.7,5630879755,212,16.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797307301,62,1,1,8,41,doohk95o6e8pkqah8vkop51dg,1,36.0,53.5,2025-04-06T15:09:49.494Z,2025-04-06T15:09:58Z,4fkb8m4vdcyn1iwck0ukhofmc,F. Tebo Uchenna,,,5630880753,213,0.42,5630880749,141,94.8,5630880747,140,95.5,5630880743,155,,5630880755,1,,5630880745,56,Left,5630880751,212,68.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797307321,63,4,1,8,49,doohk95o6e8pkqah8vkop51dg,1,94.4,84.4,2025-04-06T15:09:57.660Z,2025-04-06T17:26:47Z,115owbh8c39gfwcja2wxuweay,H. Tangen,,,5630880875,13,,5630880909,233,64,5630880883,286,,5631000717,295,,5630880879,152,,5630880877,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797307283,64,4,1,8,49,8q6cv8g4bd3xdl7m88kll16na,0,5.6,15.6,2025-04-06T15:09:57.661Z,2025-04-06T17:26:46Z,rzfthr8qys67ormz869jrndg,H. Sjåtil,,,5630880775,152,,5630880771,13,,5630880773,56,Back,5630880779,285,,5630880937,233,63,5631000421,295,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797307989,65,1,1,9,24,doohk95o6e8pkqah8vkop51dg,0,96.9,87.3,2025-04-06T15:10:33.215Z,2025-04-06T17:12:00Z,6wwk8y9mklkh8x606ynhe1lp0,S. Ørjasæter,,,5630884383,213,4.73,5630884379,141,45.7,5630884373,155,,5631518481,5,,5630884375,56,Center,5630884381,212,28.3,5630890633,233,72,5630884371,2,,5631518483,152,5630884377,140,97.3,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797307943,64,43,1,9,25,doohk95o6e8pkqah8vkop51dg,1,0.0,0.0,2025-04-06T15:10:33.726Z,2025-04-06T17:11:57Z,6wwk8y9mklkh8x606ynhe1lp0,S. Ørjasæter,,,5631518301,144,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797308913,72,41,1,9,26,8q6cv8g4bd3xdl7m88kll16na,0,5.7,52.1,2025-04-06T15:10:34.605Z,2025-04-06T15:11:45Z,b5kti1udidgdjke5raks6iezu,M. Sjøeng,,,5630890667,233,65,5630889297,141,56.6,5630889299,212,13.8,5630889301,213,0.22,5630889295,140,18.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797308029,66,1,1,9,27,doohk95o6e8pkqah8vkop51dg,0,85.6,49.8,2025-04-06T15:10:35.454Z,2025-04-06T15:10:36Z,115owbh8c39gfwcja2wxuweay,H. Tangen,,,5630884621,212,6.5,5630884615,56,Center,5630884623,213,6.09,5630884617,140,91.7,5630884619,141,48.0,5630884613,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797308039,66,12,1,9,27,8q6cv8g4bd3xdl7m88kll16na,1,14.9,53.9,2025-04-06T15:10:36.268Z,2025-04-06T15:10:37Z,4krwgfspxdgpq1pli11b04iga,M. Brajanac,,,5630884675,141,60.9,5630884713,15,,5630884679,213,0.42,5630884673,140,25.0,5630884677,212,11.6,5630884671,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797308079,67,12,1,9,29,8q6cv8g4bd3xdl7m88kll16na,1,24.8,60.5,2025-04-06T15:10:37.308Z,2025-04-06T15:11:54Z,1w8gujxthv0lfjrn98paa1uga,C. Lange,,,5630884887,213,0.73,5630884883,141,68.8,5630884877,56,Back,5630884879,140,30.8,5630884885,212,8.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
