id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/10/value,qualifier/11/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/14/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId
2794425883,27,1,1,2,54,8q6cv8g4bd3xdl7m88kll16na,1,55.1,83.9,2025-03-31T20:11:46.298Z,2025-03-31T20:11:47Z,c9a0owmk742hzaoxqlmxrruju,N. Pallas,,,5615046755,56,Left,5615046759,141,92.2,5615046761,212,15.1,5615046763,213,0.38,5615046757,140,68.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794425925,28,1,1,2,55,8q6cv8g4bd3xdl7m88kll16na,0,72.5,89.7,2025-03-31T20:11:47.674Z,2025-03-31T20:12:00Z,9xxdec5pv5plas9ve4ehs4nop,E. Sørensen,,,5615047007,56,Left,5615047019,213,6.12,5615047015,212,31.3,5615047009,140,100.0,5615047011,141,82.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794425931,29,5,1,3,1,8q6cv8g4bd3xdl7m88kll16na,0,100.9,78.2,2025-03-31T20:11:53.739Z,2025-03-31T21:26:19Z,c9a0owmk742hzaoxqlmxrruju,N. Pallas,,,5615047049,346,,5615047047,56,Center,5615047167,233,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794425943,37,5,1,3,1,bsykw9d70ffqe9atosc92n1e9,1,-0.9,21.8,2025-03-31T20:11:53.739Z,2025-03-31T21:26:19Z,cqwjwlsum5q92s2k80w3temi2,H. Heggheim,,,5615047109,56,Back,5615047111,346,,5615047149,233,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794426153,38,1,1,3,36,bsykw9d70ffqe9atosc92n1e9,1,3.6,48.4,2025-03-31T20:12:28.193Z,2025-03-31T20:12:32Z,cktx8pichvlnbdxizrosxckph,A. Østbø,,,5615048523,213,4.85,5615048521,212,23.8,5615048513,124,,5615048519,141,13.7,5615048515,56,Back,5615048527,237,,5615048517,140,6.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794426175,39,1,1,3,39,bsykw9d70ffqe9atosc92n1e9,0,6.7,13.4,2025-03-31T20:12:31.873Z,2025-03-31T20:12:36Z,cqwjwlsum5q92s2k80w3temi2,H. Heggheim,,,5615048645,213,0.20,5615048641,141,37.1,5615048639,140,80.7,5615048643,212,79.4,5615048637,56,Center,5615048647,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794426189,30,59,1,3,43,8q6cv8g4bd3xdl7m88kll16na,1,20.5,73.4,2025-03-31T20:12:35.842Z,2025-03-31T20:12:36Z,b5kti1udidgdjke5raks6iezu,M. Sjøeng,,,5615048737,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794426213,31,12,1,3,44,8q6cv8g4bd3xdl7m88kll16na,1,20.5,73.4,2025-03-31T20:12:36.506Z,2025-03-31T20:12:40Z,b5kti1udidgdjke5raks6iezu,M. Sjøeng,,,5615048923,212,14.9,5615048921,141,93.1,5615048917,56,Back,5615048919,140,26.7,5615048925,213,1.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794426217,32,61,1,3,47,8q6cv8g4bd3xdl7m88kll16na,0,26.7,93.1,2025-03-31T20:12:40.010Z,2025-03-31T20:13:32Z,2rny9fva4m8awyltbc4ipftw4,F. Ambina,,,5615048933,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794426237,40,1,1,3,49,bsykw9d70ffqe9atosc92n1e9,0,64.8,18.9,2025-03-31T20:12:41.633Z,2025-03-31T20:12:42Z,7ctsofo6904i5ysgpfh2sdv1m,C. Cappis,,,5615049057,141,36.1,5615049053,56,Center,5615049051,155,,5615049055,140,75.4,5615049061,213,0.81,5615049059,212,16.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794426259,33,1,1,3,50,8q6cv8g4bd3xdl7m88kll16na,1,21.7,67.5,2025-03-31T20:12:43.066Z,2025-03-31T20:12:45Z,fbd96sw3egypi2key2hxbnu2,A. Kiil Olsen,,,5615049197,213,3.70,5615049189,56,Back,5615049195,212,12.5,5615049187,3,,5615049193,141,57.8,5615049191,140,11.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794426347,35,1,1,4,2,8q6cv8g4bd3xdl7m88kll16na,1,13.5,43.2,2025-03-31T20:12:54.377Z,2025-03-31T20:12:59Z,b5kti1udidgdjke5raks6iezu,M. Sjøeng,,,5615049687,212,20.2,5615049681,56,Back,5615049683,140,21.7,5615049685,141,16.4,5615049689,213,5.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794426373,36,1,1,4,7,8q6cv8g4bd3xdl7m88kll16na,1,30.1,17.0,2025-03-31T20:12:59.113Z,2025-03-31T20:13:03Z,fbd96sw3egypi2key2hxbnu2,A. Kiil Olsen,,,5615049847,1,,5615049837,56,Center,5615049843,212,41.8,5615049841,141,53.8,5615049839,140,62.0,5615049835,155,,5615049845,213,0.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794426377,37,44,1,4,10,8q6cv8g4bd3xdl7m88kll16na,1,68.4,53.8,2025-03-31T20:13:02.808Z,2025-03-31T21:26:06Z,4krwgfspxdgpq1pli11b04iga,M. Brajanac,,,5615049865,286,,5615049863,56,Center,5615049877,233,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794426371,41,44,1,4,10,bsykw9d70ffqe9atosc92n1e9,0,31.6,46.2,2025-03-31T20:13:02.809Z,2025-03-31T21:26:07Z,rqzgkxjy310eosvc4w7red49,A. Bærtelsen,,,5615049833,285,,5615049831,56,Back,5615049881,233,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794426391,38,1,1,4,11,8q6cv8g4bd3xdl7m88kll16na,1,64.2,53.5,2025-03-31T20:13:03.521Z,2025-03-31T20:13:05Z,4krwgfspxdgpq1pli11b04iga,M. Brajanac,,,5615049947,56,Center,5615049953,212,12.3,5615049951,141,69.2,5615049943,3,,5615049945,168,,5615049949,140,70.1,5615049955,213,1.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794426399,39,4,1,4,12,8q6cv8g4bd3xdl7m88kll16na,1,71.2,68.6,2025-03-31T20:13:04.936Z,2025-03-31T20:13:08Z,9xxdec5pv5plas9ve4ehs4nop,E. Sørensen,,,5615050003,286,,5615049995,13,,5615050001,265,,5615049999,152,,5615050025,233,42,5615049997,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794426381,42,4,1,4,12,bsykw9d70ffqe9atosc92n1e9,0,28.8,31.4,2025-03-31T20:13:04.937Z,2025-03-31T22:37:33Z,cqwjwlsum5q92s2k80w3temi2,H. Heggheim,,,5615050173,55,43,5615049979,152,,5615049975,13,,5615049983,285,,5615049981,265,,5615049977,56,Back,5615050033,233,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794426417,43,17,1,4,18,bsykw9d70ffqe9atosc92n1e9,1,0.0,0.0,2025-03-31T20:13:10.373Z,2025-03-31T22:37:29Z,cqwjwlsum5q92s2k80w3temi2,H. Heggheim,,,5615050041,13,243,5615050039,392,,5615050169,55,42,5615050037,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794426861,40,1,1,5,19,8q6cv8g4bd3xdl7m88kll16na,0,76.1,74.6,2025-03-31T20:14:11.242Z,2025-03-31T20:14:13Z,1w8gujxthv0lfjrn98paa1uga,C. Lange,,,5615052719,213,5.33,5615052707,155,,5615052715,141,44.4,5615052713,140,89.9,5615052711,56,Center,5615052703,2,,5615052717,212,25.1,5615052709,152,,5615052705,5,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794426865,44,12,1,5,21,bsykw9d70ffqe9atosc92n1e9,1,11.8,46.7,2025-03-31T20:14:13.546Z,2025-03-31T20:14:14Z,b2isr7ljn9jmt19iiweudegyy,H. Falchener,,,5615052723,56,Back,5615052727,141,67.5,5615052747,15,,5615052725,140,19.9,5615052729,212,16.5,5615052731,213,1.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794426901,41,1,1,5,26,8q6cv8g4bd3xdl7m88kll16na,1,76.8,13.8,2025-03-31T20:14:18.257Z,2025-03-31T20:14:19Z,d5jihfuxjuw51jgt6k4zhmrmy,M. Riisnæs,,,5615052957,213,2.67,5615052953,141,24.8,5615052951,140,63.0,5615052949,56,Center,5615052955,212,16.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794426925,42,1,1,5,27,8q6cv8g4bd3xdl7m88kll16na,1,69.3,21.3,2025-03-31T20:14:19.569Z,2025-03-31T20:14:29Z,rzfthr8qys67ormz869jrndg,H. Sjåtil,1.0,,5615053127,1,,5615053117,56,Center,5615053121,141,61.5,5615053119,140,87.5,5615053323,154,,5615053125,213,0.96,5615053115,155,,5615053123,212,33.4,5615053113,2,,5615053321,210,13,,,,,,,,,,,,,,,,,,,,,,,
2794426929,43,13,1,5,29,8q6cv8g4bd3xdl7m88kll16na,1,87.9,61.2,2025-03-31T20:14:21.897Z,2025-03-31T20:14:29Z,fbd96sw3egypi2key2hxbnu2,A. Kiil Olsen,,,5615053359,103,18.1,5615053363,231,51.8,5615053351,154,,5615053357,102,41.0,5615053139,56,Center,5615053237,24,,5615053349,29,,5615053361,230,98.2,5615053353,55,42,5615053137,17,,5615053239,15,5615053243,328,5615053347,84,,,,,,,,,,,,,,,,,
2794426943,44,5,1,5,30,8q6cv8g4bd3xdl7m88kll16na,0,100.9,39.5,2025-03-31T20:14:22.921Z,2025-03-31T21:26:20Z,fbd96sw3egypi2key2hxbnu2,A. Kiil Olsen,,,5615053217,346,,5615053883,233,45,5615053215,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794427041,45,5,1,5,30,bsykw9d70ffqe9atosc92n1e9,1,-0.9,60.5,2025-03-31T20:14:22.921Z,2025-03-31T21:26:20Z,7ctsofo6904i5ysgpfh2sdv1m,C. Cappis,,,5615053837,56,Back,5615053873,233,44,5615053839,346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794427123,46,1,1,5,53,bsykw9d70ffqe9atosc92n1e9,1,3.2,49.1,2025-03-31T20:14:46.097Z,2025-03-31T20:14:50Z,cktx8pichvlnbdxizrosxckph,A. Østbø,,,5615054309,56,Center,5615054317,213,6.17,5615054323,74,,5615054313,141,40.1,5615054311,140,55.7,5615054315,212,55.5,5615054307,124,,5615054319,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794427129,47,4,1,5,58,bsykw9d70ffqe9atosc92n1e9,1,57.2,39.6,2025-03-31T20:14:50.568Z,2025-03-31T20:14:58Z,5xgcwr8alrcay5f5pf22pfaxg,H. Mikaelsson,,,5615054605,152,,5615054339,56,Center,5615054341,286,,5615054617,233,45,5615054601,13,,5615054603,294,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794427127,45,4,1,5,58,8q6cv8g4bd3xdl7m88kll16na,0,42.8,60.4,2025-03-31T20:14:50.569Z,2025-03-31T20:14:58Z,3ga4zm8ifo0ohz7xe03jxswkp,S. Jarl,,,5615054337,285,,5615054565,294,,5615054567,152,,5615054563,13,,5615054335,56,Back,5615054627,233,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794427147,48,43,1,5,58,bsykw9d70ffqe9atosc92n1e9,1,0.0,0.0,2025-03-31T20:14:50.904Z,2025-03-31T20:14:59Z,5xgcwr8alrcay5f5pf22pfaxg,H. Mikaelsson,,,5615054457,212,12.2,5615054447,3,0,5615054459,213,0.55,5615054681,144,1,5615054455,141,49.4,5615054449,168,0,5615054453,140,65.6,5615054451,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794427341,49,1,1,6,36,bsykw9d70ffqe9atosc92n1e9,1,55.6,50.1,2025-03-31T20:15:28.233Z,2025-03-31T20:15:30Z,bjqtzq0xcvtmbn54orj7rn5xx,Z. Tripić,,,5615055637,140,89.9,5615055643,213,5.92,5615055641,212,38.6,5615055639,141,29.8,5615055635,56,Center,5615055629,5,,5615055633,152,,5615055631,155,,5615055645,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794427357,50,1,1,6,38,bsykw9d70ffqe9atosc92n1e9,1,89.9,29.8,2025-03-31T20:15:30.162Z,2025-03-31T20:15:33Z,b2isr7ljn9jmt19iiweudegyy,H. Falchener,,,5615055737,212,13.9,5615055739,213,1.65,5615055735,141,50.1,5615055729,3,,5615055731,56,Center,5615055733,140,88.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794427359,51,44,1,6,39,bsykw9d70ffqe9atosc92n1e9,1,89.4,53.8,2025-03-31T20:15:31.536Z,2025-03-31T21:26:07Z,5xgcwr8alrcay5f5pf22pfaxg,H. Mikaelsson,,,5615055749,286,,5615055783,233,46,5615055747,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794427351,46,44,1,6,39,8q6cv8g4bd3xdl7m88kll16na,0,10.6,46.2,2025-03-31T20:15:31.537Z,2025-03-31T21:26:07Z,2rny9fva4m8awyltbc4ipftw4,F. Ambina,,,5615055705,56,Back,5615055799,233,51,5615055707,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794427363,52,1,1,6,40,bsykw9d70ffqe9atosc92n1e9,0,88.8,50.1,2025-03-31T20:15:32.146Z,2025-03-31T21:10:51Z,5xgcwr8alrcay5f5pf22pfaxg,H. Mikaelsson,,,5615055757,56,Center,5615055767,213,0.75,5615055765,212,5.7,5615055761,140,92.8,5615055763,141,55.8,5615055755,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794427403,47,12,1,6,41,8q6cv8g4bd3xdl7m88kll16na,1,3.8,44.2,2025-03-31T20:15:33.248Z,2025-03-31T20:15:38Z,fbd96sw3egypi2key2hxbnu2,A. Kiil Olsen,,,5615055983,140,33.2,5615055987,212,42.0,5615055981,56,Back,5615055985,141,2.4,5615055989,213,5.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794427441,49,1,1,6,47,8q6cv8g4bd3xdl7m88kll16na,0,39.6,4.6,2025-03-31T20:15:39.984Z,2025-03-31T20:15:41Z,d5jihfuxjuw51jgt6k4zhmrmy,M. Riisnæs,,,5615056189,140,52.8,5615056191,141,0.0,5615056193,212,14.3,5615056187,56,Right,5615056195,213,6.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794427447,50,5,1,6,49,8q6cv8g4bd3xdl7m88kll16na,0,54.2,-0.9,2025-03-31T20:15:41.639Z,2025-03-31T21:26:21Z,d5jihfuxjuw51jgt6k4zhmrmy,M. Riisnæs,,,5615056217,56,Right,5615056935,233,53,5615056219,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794427565,53,5,1,6,49,bsykw9d70ffqe9atosc92n1e9,1,45.8,100.9,2025-03-31T20:15:41.639Z,2025-03-31T21:26:21Z,5xgcwr8alrcay5f5pf22pfaxg,H. Mikaelsson,,,5615056909,347,,5615056907,56,Back,5615056919,233,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794427569,54,1,1,7,3,bsykw9d70ffqe9atosc92n1e9,0,43.4,100.0,2025-03-31T20:15:55.713Z,2025-03-31T20:16:10Z,18paxu0ihqdu4kbd2ddi5z1t5,M. Roseth,,,5615057379,189,,5615056957,213,4.16,5615056945,140,31.8,5615056961,1,,5615056949,141,72.4,5615056953,212,23.3,5615056939,107,,5615056941,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794427585,51,4,1,7,7,8q6cv8g4bd3xdl7m88kll16na,1,68.9,38.4,2025-03-31T20:15:59.921Z,2025-03-31T21:25:57Z,bxafjt88zqj5wgvx5r71c6cid,H. Bjørdal,,,5615057091,286,,5615057087,152,,5615057085,56,Center,5615057089,265,,5615057161,233,55,5615057083,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794427593,55,4,1,7,7,bsykw9d70ffqe9atosc92n1e9,0,31.1,61.6,2025-03-31T20:15:59.922Z,2025-03-31T21:25:57Z,bjqtzq0xcvtmbn54orj7rn5xx,Z. Tripić,,,5615057129,56,Back,5615057133,265,,5615057131,152,,5615057135,285,,5615057173,233,51,5615057127,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794427805,52,1,1,7,40,8q6cv8g4bd3xdl7m88kll16na,1,70.3,37.3,2025-03-31T20:16:32.560Z,2025-03-31T20:16:36Z,1w8gujxthv0lfjrn98paa1uga,C. Lange,,,5615058447,56,Center,5615058457,1,,5615058443,155,,5615058441,5,,5615058451,141,71.9,5615058453,212,34.2,5615058449,140,93.9,5615058455,213,0.76,5615058445,152,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794427815,53,1,1,7,42,8q6cv8g4bd3xdl7m88kll16na,0,94.9,72.2,2025-03-31T20:16:35.088Z,2025-03-31T21:16:41Z,2rny9fva4m8awyltbc4ipftw4,F. Ambina,,,5615058505,212,5.1,5615058499,56,Center,5615058507,213,4.75,5615058503,141,64.7,5615058501,140,95.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794427803,56,61,1,7,43,bsykw9d70ffqe9atosc92n1e9,1,7.3,31.2,2025-03-31T20:16:35.992Z,2025-03-31T20:16:36Z,cqwjwlsum5q92s2k80w3temi2,H. Heggheim,,,5615058427,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794427821,54,6,1,7,44,8q6cv8g4bd3xdl7m88kll16na,1,93.6,67.2,2025-03-31T20:16:36.842Z,2025-03-31T21:26:17Z,2rny9fva4m8awyltbc4ipftw4,F. Ambina,,,5615058557,73,,5615058563,233,57,5615058555,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794427819,57,6,1,7,44,bsykw9d70ffqe9atosc92n1e9,0,6.4,32.8,2025-03-31T20:16:36.842Z,2025-03-31T20:16:42Z,cqwjwlsum5q92s2k80w3temi2,H. Heggheim,,,5615058597,233,54,5615058551,56,Back,5615058553,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794428171,55,1,1,8,39,8q6cv8g4bd3xdl7m88kll16na,0,99.5,99.5,2025-03-31T20:17:32.048Z,2025-03-31T20:17:34Z,1w8gujxthv0lfjrn98paa1uga,C. Lange,,,5615060769,141,53.5,5615060765,56,Center,5615060763,223,,5615060761,155,,5615060759,6,,5615060757,2,,5615060767,140,97.2,5615060771,212,31.4,5615060773,213,4.64,,,,,,,,,,,,,,,,,,,,,,,,,,
2794428169,58,12,1,8,41,bsykw9d70ffqe9atosc92n1e9,1,5.5,48.1,2025-03-31T20:17:33.354Z,2025-03-31T20:17:45Z,b2isr7ljn9jmt19iiweudegyy,H. Falchener,,,5615060787,15,,5615060747,56,Back,5615060755,213,5.06,5615060749,140,11.4,5615060753,212,18.3,5615060751,141,22.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794428197,56,1,1,8,44,8q6cv8g4bd3xdl7m88kll16na,1,88.4,74.5,2025-03-31T20:17:36.383Z,2025-03-31T20:17:38Z,9xxdec5pv5plas9ve4ehs4nop,E. Sørensen,,,5615060935,212,11.1,5615060929,56,Left,5615060931,140,87.2,5615060937,213,1.68,5615060933,141,90.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794428215,57,1,1,8,46,8q6cv8g4bd3xdl7m88kll16na,1,87.1,90.6,2025-03-31T20:17:38.487Z,2025-03-31T20:17:41Z,1w8gujxthv0lfjrn98paa1uga,C. Lange,,,5615061011,213,5.80,5615061007,141,84.1,5615061009,212,9.6,5615061005,140,95.2,5615061003,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794428231,58,1,1,8,48,8q6cv8g4bd3xdl7m88kll16na,1,96.3,83.9,2025-03-31T20:17:40.944Z,2025-03-31T20:19:31Z,9xxdec5pv5plas9ve4ehs4nop,E. Sørensen,,,5615061131,2,,5615061133,155,,5615061135,56,Center,5615061141,212,21.0,5615061143,213,4.43,5615061139,141,54.3,5615061137,140,90.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794429131,81,61,1,8,50,8q6cv8g4bd3xdl7m88kll16na,0,92.5,49.5,2025-03-31T20:17:42.342Z,2025-03-31T20:55:54Z,fbd96sw3egypi2key2hxbnu2,A. Kiil Olsen,,,5615066291,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794428349,60,43,1,8,52,bsykw9d70ffqe9atosc92n1e9,1,0.0,0.0,2025-03-31T20:17:44.339Z,2025-03-31T20:19:12Z,b2isr7ljn9jmt19iiweudegyy,H. Falchener,,,5615061875,140,15.0,5615061879,212,3.5,5615065367,144,12,5615061881,213,5.58,5615061873,56,Back,5615061877,141,46.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794428267,59,12,1,8,53,bsykw9d70ffqe9atosc92n1e9,1,12.2,44.3,2025-03-31T20:17:45.250Z,2025-03-31T21:08:38Z,3h8jot3v5xxuwzukt6n15jwlx,J. Bell,,,5615061307,141,40.3,5615061303,56,Center,5615061305,140,54.4,5615061311,213,6.22,5615061309,212,44.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794428319,59,1,1,9,0,8q6cv8g4bd3xdl7m88kll16na,1,39.2,62.6,2025-03-31T20:17:52.544Z,2025-03-31T20:19:47Z,rzfthr8qys67ormz869jrndg,H. Sjåtil,,,5615061627,212,16.3,5615062825,189,,5615061623,141,47.5,5615061621,140,27.2,5615061631,213,3.83,5615061619,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794428347,60,1,1,9,5,8q6cv8g4bd3xdl7m88kll16na,0,31.1,47.1,2025-03-31T20:17:57.680Z,2025-03-31T20:18:01Z,b5kti1udidgdjke5raks6iezu,M. Sjøeng,,,5615061859,56,Left,5615061861,140,70.5,5615061863,141,81.1,5615061869,1,,5615061865,212,47.4,5615061867,213,0.51,5615061857,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794428353,61,44,1,9,8,bsykw9d70ffqe9atosc92n1e9,1,30.6,18.8,2025-03-31T20:18:00.118Z,2025-03-31T21:26:08Z,cqwjwlsum5q92s2k80w3temi2,H. Heggheim,,,5615061889,285,,5615061947,233,61,5615061887,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794428351,61,44,1,9,8,8q6cv8g4bd3xdl7m88kll16na,0,69.4,81.2,2025-03-31T20:18:00.119Z,2025-03-31T21:26:08Z,9xxdec5pv5plas9ve4ehs4nop,E. Sørensen,,,5615061883,56,Left,5615061885,286,,5615061963,233,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794428359,62,1,1,9,8,bsykw9d70ffqe9atosc92n1e9,0,32.5,18.5,2025-03-31T20:18:00.490Z,2025-03-31T20:18:01Z,cqwjwlsum5q92s2k80w3temi2,H. Heggheim,,,5615061921,213,0.03,5615061917,141,18.9,5615061911,3,,5615061913,56,Back,5615061915,140,41.3,5615061919,212,9.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794430065,107,61,1,9,9,8q6cv8g4bd3xdl7m88kll16na,1,75.9,87.4,2025-03-31T20:18:01.607Z,2025-03-31T20:21:51Z,9xxdec5pv5plas9ve4ehs4nop,E. Sørensen,,,5615071859,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794428397,63,1,1,9,12,bsykw9d70ffqe9atosc92n1e9,0,23.5,24.7,2025-03-31T20:18:04.242Z,2025-03-31T20:18:04Z,cqwjwlsum5q92s2k80w3temi2,H. Heggheim,,,5615062163,213,6.27,5615062161,212,12.8,5615062159,141,24.4,5615062155,56,Back,5615062157,140,35.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794428401,62,1,1,9,12,8q6cv8g4bd3xdl7m88kll16na,1,67.1,80.5,2025-03-31T20:18:04.495Z,2025-03-31T20:22:10Z,1w8gujxthv0lfjrn98paa1uga,C. Lange,,,5615062173,3,,5615062179,141,80.9,5615062175,56,Left,5615062181,212,5.6,5615062183,213,0.05,5615062177,140,72.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794430221,108,61,1,9,12,8q6cv8g4bd3xdl7m88kll16na,0,79.1,87.1,2025-03-31T20:18:04.705Z,2025-03-31T20:57:12Z,bxafjt88zqj5wgvx5r71c6cid,H. Bjørdal,,,5615072775,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794428437,64,1,1,9,13,8q6cv8g4bd3xdl7m88kll16na,1,63.7,78.7,2025-03-31T20:18:05.312Z,2025-03-31T20:57:50Z,2rny9fva4m8awyltbc4ipftw4,F. Ambina,,,5615062437,141,90.9,5615062435,140,67.8,5615062441,213,1.09,5615062439,212,9.3,5615062433,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794428413,63,43,1,9,14,8q6cv8g4bd3xdl7m88kll16na,1,0.0,0.0,2025-03-31T20:18:06.255Z,2025-03-31T20:56:57Z,2rny9fva4m8awyltbc4ipftw4,F. Ambina,,,5615142719,144,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794428443,65,1,1,9,14,8q6cv8g4bd3xdl7m88kll16na,1,67.8,90.9,2025-03-31T20:18:06.575Z,2025-03-31T20:57:52Z,c9a0owmk742hzaoxqlmxrruju,N. Pallas,,,5615062465,141,71.0,5615062469,213,4.73,5615062461,56,Center,5615062463,140,68.0,5615062467,212,13.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
