id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,assist,keyPass,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/9/value,qualifier/13/value,qualifier/14/value,qualifier/12/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value
2823835803,28,45,1,3,10,8q6cv8g4bd3xdl7m88kll16na,0,62.6,91.8,2025-06-22T12:34:10.435Z,2025-06-22T12:34:12Z,9xxdec5pv5plas9ve4ehs4nop,E. Sørensen,,,5777830783,233,35,5777830681,56,Left,5777830683,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823835817,35,3,1,3,10,45v50owpvshpijizwwlcw4lni,1,36.5,8.0,2025-06-22T12:34:10.435Z,2025-06-22T12:34:12Z,97aigdp5c2m2sd1eoq143q8kp,H. Stenevik,,,5777830757,233,28,5777830751,286,,5777830749,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823835827,36,1,1,3,11,45v50owpvshpijizwwlcw4lni,1,38.3,8.8,2025-06-22T12:34:11.220Z,2025-06-22T12:34:12Z,97aigdp5c2m2sd1eoq143q8kp,H. Stenevik,,,5777830819,56,Back,5777830825,212,12.0,5777830827,213,2.62,5777830823,141,17.6,5777830821,140,28.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823835859,37,1,1,3,12,45v50owpvshpijizwwlcw4lni,1,31.2,20.4,2025-06-22T12:34:12.635Z,2025-06-22T12:34:22Z,4v1zs5vyf4m4bbeop3n2msgve,C. Øyvann,,,5777831079,212,8.9,5777831081,213,1.43,5777831075,140,32.4,5777831073,56,Back,5777831077,141,33.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823835875,38,1,1,3,22,45v50owpvshpijizwwlcw4lni,1,46.8,50.4,2025-06-22T12:34:22.723Z,2025-06-22T13:01:06Z,5al9uyujlrlb17o4r5sapkkk4,M. Enggård,,,5777831165,213,1.97,5777831159,140,40.7,5777831161,141,72.6,5777831157,56,Back,5777831163,212,16.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823835897,39,1,1,3,25,45v50owpvshpijizwwlcw4lni,1,40.6,69.7,2025-06-22T12:34:25.684Z,2025-06-22T12:34:30Z,7m4f590x3kc3935gpg72xhg45,M. Eikrem,,,5777831301,141,11.1,5777831307,1,,5777831295,155,,5777831297,56,Right,5777831303,212,54.0,5777831305,213,5.45,5777831299,140,75.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823835911,40,1,1,3,30,45v50owpvshpijizwwlcw4lni,1,90.4,12.2,2025-06-22T12:34:30.659Z,2025-06-22T12:34:32Z,97aigdp5c2m2sd1eoq143q8kp,H. Stenevik,,,5777831393,141,33.1,5777831389,56,Center,5777831397,213,1.40,5777831391,140,92.8,5777831395,212,14.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823835913,41,1,1,3,32,45v50owpvshpijizwwlcw4lni,0,93.9,32.1,2025-06-22T12:34:32.284Z,2025-06-22T12:34:33Z,5p8387bgyjiuekkccl4j6kamt,E. Hestad,,,5777831411,212,8.0,5777831407,140,86.6,5777831413,213,3.43,5777831405,56,Center,5777831409,141,28.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823835931,30,1,1,3,34,8q6cv8g4bd3xdl7m88kll16na,1,12.7,71.2,2025-06-22T12:34:34.402Z,2025-06-22T12:34:39Z,c9a0owmk742hzaoxqlmxrruju,N. Pallas,,,5777831483,140,31.7,5777831487,212,21.5,5777831481,56,Back,5777831489,213,0.38,5777831485,141,82.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823835935,31,61,1,3,38,8q6cv8g4bd3xdl7m88kll16na,0,31.7,82.9,2025-06-22T12:34:38.892Z,2025-06-22T12:34:39Z,9xxdec5pv5plas9ve4ehs4nop,E. Sørensen,,,5777831505,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823835939,42,1,1,3,39,45v50owpvshpijizwwlcw4lni,0,68.2,23.6,2025-06-22T12:34:39.603Z,2025-06-22T12:34:41Z,7m4f590x3kc3935gpg72xhg45,M. Eikrem,,,5777831527,213,6.19,5777831583,236,,5777831521,140,69.6,5777831519,56,Center,5777831585,233,32,5777831523,141,23.4,5777831525,212,1.5,5777831589,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823835945,32,74,1,3,40,8q6cv8g4bd3xdl7m88kll16na,1,35.9,81.4,2025-06-22T12:34:40.922Z,2025-06-22T12:34:41Z,2rny9fva4m8awyltbc4ipftw4,F. Ambina,,,5777831553,56,Back,5777831607,233,42,5777831555,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823835959,33,1,1,3,42,8q6cv8g4bd3xdl7m88kll16na,1,36.8,80.6,2025-06-22T12:34:42.250Z,2025-06-22T14:39:39Z,2rny9fva4m8awyltbc4ipftw4,F. Ambina,,,5777831627,141,94.4,5777831631,213,0.45,5777831623,56,Left,5777831625,140,55.2,5777831629,212,21.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823835975,34,1,1,3,45,8q6cv8g4bd3xdl7m88kll16na,1,59.8,94.4,2025-06-22T12:34:45.243Z,2025-06-22T12:34:47Z,c9a0owmk742hzaoxqlmxrruju,N. Pallas,,,5777831715,140,73.1,5777831719,212,14.0,5777831717,141,92.7,5777831721,213,6.20,5777831713,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823835979,35,1,1,3,47,8q6cv8g4bd3xdl7m88kll16na,0,73.1,92.7,2025-06-22T12:34:47.618Z,2025-06-22T12:34:48Z,2rny9fva4m8awyltbc4ipftw4,F. Ambina,,,5777831731,212,13.9,5777831727,140,75.7,5777831733,213,4.91,5777831725,56,Center,5777831729,141,72.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823835991,43,1,1,3,50,45v50owpvshpijizwwlcw4lni,0,27.5,31.8,2025-06-22T12:34:50.723Z,2025-06-22T14:39:24Z,5al9uyujlrlb17o4r5sapkkk4,M. Enggård,,,5777831775,157,,5777831781,141,11.6,5777831779,140,41.4,5777831783,212,20.0,5777831787,1,,5777831785,213,5.53,5777831777,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823836001,36,1,1,3,53,8q6cv8g4bd3xdl7m88kll16na,1,63.6,92.1,2025-06-22T12:34:53.531Z,2025-06-22T12:34:56Z,1w8gujxthv0lfjrn98paa1uga,C. Lange,,,5777831849,212,15.0,5777831841,3,,5777831851,213,4.90,5777831847,141,70.5,5777831845,140,66.3,5777831843,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823836011,37,1,1,3,56,8q6cv8g4bd3xdl7m88kll16na,0,66.6,66.3,2025-06-22T12:34:56.570Z,2025-06-22T14:39:21Z,9xxdec5pv5plas9ve4ehs4nop,E. Sørensen,,,5777831897,140,89.7,5777831901,212,26.9,5777831899,141,49.1,5777831895,56,Center,5777831903,213,5.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823836043,45,1,1,4,1,45v50owpvshpijizwwlcw4lni,1,12.5,52.2,2025-06-22T12:35:01.579Z,2025-06-22T12:35:06Z,2y89r1uyyagwssn9m67ihdo7p,J. Karlstrøm,,,5777832071,56,Back,5777832069,123,,5777832077,212,14.9,5777832079,213,5.10,5777832073,140,17.8,5777832075,141,31.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823836053,46,1,1,4,6,45v50owpvshpijizwwlcw4lni,1,26.0,29.5,2025-06-22T12:35:06.708Z,2025-06-22T12:35:09Z,4v1zs5vyf4m4bbeop3n2msgve,C. Øyvann,,,5777832137,141,39.7,5777832139,212,14.8,5777832141,213,2.66,5777832133,56,Back,5777832135,140,13.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823836103,47,1,1,4,9,45v50owpvshpijizwwlcw4lni,1,14.4,39.5,2025-06-22T12:35:09.259Z,2025-06-22T12:35:16Z,2y89r1uyyagwssn9m67ihdo7p,J. Karlstrøm,,,5777832423,212,22.9,5777832417,56,Back,5777832421,141,71.7,5777832419,140,20.7,5777832425,213,1.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823836107,48,1,1,4,16,45v50owpvshpijizwwlcw4lni,1,26.0,72.4,2025-06-22T12:35:16.307Z,2025-06-22T12:35:17Z,9mt0cpw6rkuv6ndn4jbon6hg5,E. Haugan,,,5777832469,213,5.76,5777832465,141,67.0,5777832463,140,32.1,5777832467,212,7.4,5777832461,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823836115,49,1,1,4,17,45v50owpvshpijizwwlcw4lni,1,32.1,67.0,2025-06-22T12:35:17.595Z,2025-06-22T14:39:20Z,7m4f590x3kc3935gpg72xhg45,M. Eikrem,,,5777832509,213,2.28,5777832507,212,11.5,5777832501,56,Back,5777832505,141,79.9,5777832503,140,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823836135,50,1,1,4,21,45v50owpvshpijizwwlcw4lni,1,26.7,79.4,2025-06-22T12:35:21.803Z,2025-06-22T12:35:22Z,9mt0cpw6rkuv6ndn4jbon6hg5,E. Haugan,,,5777832607,56,Back,5777832611,141,69.7,5777832609,140,30.6,5777832613,212,7.8,5777832615,213,5.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823836137,51,1,1,4,22,45v50owpvshpijizwwlcw4lni,1,31.9,70.6,2025-06-22T12:35:22.539Z,2025-06-22T12:35:24Z,7m4f590x3kc3935gpg72xhg45,M. Eikrem,,,5777832621,140,32.2,5777832623,141,85.7,5777832627,213,1.54,5777832625,212,10.3,5777832619,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823836147,52,1,1,4,24,45v50owpvshpijizwwlcw4lni,1,33.4,82.3,2025-06-22T12:35:24.035Z,2025-06-22T12:35:26Z,9mt0cpw6rkuv6ndn4jbon6hg5,E. Haugan,,,5777832675,140,33.5,5777832681,213,4.72,5777832679,212,11.0,5777832677,141,66.1,5777832673,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823836165,53,1,1,4,26,45v50owpvshpijizwwlcw4lni,0,36.2,62.7,2025-06-22T12:35:26.261Z,2025-06-22T12:35:29Z,7m4f590x3kc3935gpg72xhg45,M. Eikrem,,,5777832813,140,87.0,5777832815,141,0.0,5777832811,56,Right,5777832807,155,,5777832817,212,68.5,5777832821,1,,5777832809,196,,5777832819,213,5.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823836167,54,5,1,4,29,45v50owpvshpijizwwlcw4lni,0,84.7,-0.9,2025-06-22T12:35:29.867Z,2025-06-22T12:35:44Z,7m4f590x3kc3935gpg72xhg45,M. Eikrem,,,5777832825,347,,5777833179,233,38,5777832823,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823836233,38,5,1,4,31,8q6cv8g4bd3xdl7m88kll16na,1,14.2,100.6,2025-06-22T12:35:31.690Z,2025-06-22T12:35:45Z,9xxdec5pv5plas9ve4ehs4nop,E. Sørensen,,,5777833159,56,Back,5777833161,347,,5777833163,233,54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823836251,39,1,1,4,48,8q6cv8g4bd3xdl7m88kll16na,0,16.2,100.0,2025-06-22T12:35:48.523Z,2025-06-22T12:35:52Z,c9a0owmk742hzaoxqlmxrruju,N. Pallas,,,5777833265,1,,5777833255,56,Back,5777833259,141,92.4,5777833257,140,35.9,5777833253,107,,5777833261,212,21.4,5777833263,213,6.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823836267,55,44,1,4,51,45v50owpvshpijizwwlcw4lni,1,63.6,7.3,2025-06-22T12:35:51.577Z,2025-06-22T12:35:56Z,4v1zs5vyf4m4bbeop3n2msgve,C. Øyvann,,,5777833339,286,,5777833361,233,40,5777833337,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823836255,40,44,1,4,51,8q6cv8g4bd3xdl7m88kll16na,0,36.8,93.0,2025-06-22T12:35:51.578Z,2025-06-22T12:35:56Z,dodkgckgbecal0vivr1jf0hzo,M. Rijks,,,5777833281,285,,5777833279,56,Back,5777833373,233,55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823836277,56,1,1,4,52,45v50owpvshpijizwwlcw4lni,0,61.7,5.3,2025-06-22T12:35:52.482Z,2025-06-22T14:39:16Z,4v1zs5vyf4m4bbeop3n2msgve,C. Øyvann,,,5777833391,3,,5777833401,213,5.61,5777833397,141,0.0,5777833393,56,Right,5777833395,140,66.7,5777833399,212,6.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823836321,41,5,1,4,52,8q6cv8g4bd3xdl7m88kll16na,1,34.2,100.9,2025-06-22T12:35:52.666Z,2025-06-22T12:36:07Z,dodkgckgbecal0vivr1jf0hzo,M. Rijks,,,5777833609,56,Back,5777833613,233,57,5777833611,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823836281,57,5,1,4,56,45v50owpvshpijizwwlcw4lni,0,65.0,-1.0,2025-06-22T12:35:56.095Z,2025-06-22T12:36:07Z,4v1zs5vyf4m4bbeop3n2msgve,C. Øyvann,,,5777833403,56,Right,5777833637,233,41,5777833405,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823836329,42,1,1,5,6,8q6cv8g4bd3xdl7m88kll16na,1,36.6,100.0,2025-06-22T12:36:06.618Z,2025-06-22T12:36:08Z,c9a0owmk742hzaoxqlmxrruju,N. Pallas,,,5777833641,107,,5777833647,141,84.2,5777833651,213,5.26,5777833649,212,13.5,5777833643,56,Back,5777833645,140,43.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823836337,43,1,1,5,8,8q6cv8g4bd3xdl7m88kll16na,1,43.3,84.2,2025-06-22T12:36:08.306Z,2025-06-22T12:36:11Z,dodkgckgbecal0vivr1jf0hzo,M. Rijks,,,5777833687,141,77.6,5777833689,212,6.7,5777833691,213,3.88,5777833683,56,Back,5777833685,140,38.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823836343,44,1,1,5,11,8q6cv8g4bd3xdl7m88kll16na,1,38.4,80.2,2025-06-22T12:36:11.337Z,2025-06-22T12:36:13Z,9xxdec5pv5plas9ve4ehs4nop,E. Sørensen,,,5777833719,56,Back,5777833725,212,6.5,5777833727,213,0.98,5777833723,141,88.1,5777833721,140,41.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823836347,45,61,1,5,13,8q6cv8g4bd3xdl7m88kll16na,0,41.8,88.1,2025-06-22T12:36:13.121Z,2025-06-22T12:36:13Z,1w8gujxthv0lfjrn98paa1uga,C. Lange,,,5777833743,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823836355,58,1,1,5,13,45v50owpvshpijizwwlcw4lni,1,54.6,12.3,2025-06-22T12:36:13.834Z,2025-06-22T12:36:15Z,4v1zs5vyf4m4bbeop3n2msgve,C. Øyvann,,,5777833803,213,0.18,5777833795,56,Right,5777833797,140,68.3,5777833801,212,14.6,5777833799,141,16.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823836357,59,1,1,5,15,45v50owpvshpijizwwlcw4lni,1,70.1,19.4,2025-06-22T12:36:15.555Z,2025-06-22T12:36:16Z,9fu1wk5unisycn8mt5j1p04ph,F. Gulbrandsen,,,5777833823,156,,5777833813,140,61.6,5777833815,141,19.4,5777833811,56,Right,5777833817,212,8.9,5777833819,213,3.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823836365,61,1,1,5,17,45v50owpvshpijizwwlcw4lni,1,64.8,19.5,2025-06-22T12:36:17.451Z,2025-06-22T12:36:18Z,5p8387bgyjiuekkccl4j6kamt,E. Hestad,,,5777833839,56,Center,5777833845,212,7.8,5777833841,140,62.0,5777833847,213,1.96,5777833843,141,30.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823836373,62,1,1,5,18,45v50owpvshpijizwwlcw4lni,1,61.8,31.2,2025-06-22T12:36:18.531Z,2025-06-22T12:36:19Z,cv38uxcibt3cwwj54m9ydg86i,E. Breivik,,,5777833887,213,6.12,5777833883,141,29.1,5777833879,56,Center,5777833881,140,69.9,5777833885,212,8.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823836377,63,1,1,5,19,45v50owpvshpijizwwlcw4lni,1,67.2,31.8,2025-06-22T12:36:19.715Z,2025-06-22T12:36:20Z,5p8387bgyjiuekkccl4j6kamt,E. Hestad,,,5777833895,141,37.3,5777833893,140,72.2,5777833899,213,0.62,5777833891,56,Center,5777833897,212,6.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823836381,64,1,1,5,20,45v50owpvshpijizwwlcw4lni,0,72.4,35.8,2025-06-22T12:36:20.602Z,2025-06-22T12:36:21Z,7m4f590x3kc3935gpg72xhg45,M. Eikrem,,,5777833925,140,76.4,5777833929,212,4.8,5777833931,213,5.78,5777833927,141,32.4,5777833923,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823836389,47,61,1,5,23,8q6cv8g4bd3xdl7m88kll16na,1,29.7,75.1,2025-06-22T12:36:23.409Z,2025-06-22T12:36:23Z,c9a0owmk742hzaoxqlmxrruju,N. Pallas,,,5777833963,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823836411,65,43,1,5,23,45v50owpvshpijizwwlcw4lni,1,0.0,0.0,2025-06-22T12:36:23.690Z,2025-06-22T12:36:32Z,7m4f590x3kc3935gpg72xhg45,M. Eikrem,,,5777834075,56,Right,5777834303,144,5,5777834077,347,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823836425,48,12,1,5,24,8q6cv8g4bd3xdl7m88kll16na,1,27.0,67.9,2025-06-22T12:36:24.482Z,2025-06-22T12:36:28Z,fbd96sw3egypi2key2hxbnu2,A. Kiil Olsen,,,5777834147,212,17.2,5777834143,140,26.5,5777834141,56,Back,5777834145,141,93.2,5777834149,213,1.60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823836423,66,61,1,5,26,45v50owpvshpijizwwlcw4lni,1,75.3,7.3,2025-06-22T12:36:26.346Z,2025-06-22T13:31:16Z,97aigdp5c2m2sd1eoq143q8kp,H. Stenevik,,,5777834129,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823836431,67,1,1,5,28,45v50owpvshpijizwwlcw4lni,1,82.2,13.4,2025-06-22T12:36:28.691Z,2025-06-22T13:31:24Z,5p8387bgyjiuekkccl4j6kamt,E. Hestad,,,5777899909,156,,5777834175,213,3.55,5777834173,212,5.8,5777834167,56,Right,5777834169,140,77.1,5777834171,141,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823844585,356,1,1,5,28,45v50owpvshpijizwwlcw4lni,0,65.0,14.1,2025-06-22T12:36:28.938Z,2025-06-22T13:10:43Z,97aigdp5c2m2sd1eoq143q8kp,H. Stenevik,,,5777882239,213,1.23,5777882235,141,27.6,5777882233,140,68.1,5777882237,212,9.7,5777882231,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823836437,49,8,1,5,29,8q6cv8g4bd3xdl7m88kll16na,1,21.3,79.4,2025-06-22T12:36:29.849Z,2025-06-22T13:09:49Z,2rny9fva4m8awyltbc4ipftw4,F. Ambina,,,5777834191,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823836467,51,1,1,5,31,8q6cv8g4bd3xdl7m88kll16na,1,20.7,88.6,2025-06-22T12:36:31.154Z,2025-06-22T12:36:34Z,2rny9fva4m8awyltbc4ipftw4,F. Ambina,,,5777834319,212,6.0,5777834315,140,26.4,5777834313,56,Back,5777834321,213,0.01,5777834317,141,88.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823836473,52,61,1,5,32,8q6cv8g4bd3xdl7m88kll16na,1,27.4,96.2,2025-06-22T12:36:32.250Z,2025-06-22T13:29:45Z,9xxdec5pv5plas9ve4ehs4nop,E. Sørensen,,,5777834339,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823847871,361,61,1,5,33,8q6cv8g4bd3xdl7m88kll16na,1,30.5,95.3,2025-06-22T12:36:32.997Z,2025-06-22T13:29:51Z,2rny9fva4m8awyltbc4ipftw4,F. Ambina,,,5777899161,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823847883,362,1,1,5,34,8q6cv8g4bd3xdl7m88kll16na,1,27.1,94.4,2025-06-22T12:36:33.997Z,2025-06-22T13:30:03Z,9xxdec5pv5plas9ve4ehs4nop,E. Sørensen,,,5777899237,141,87.1,5777899243,213,4.16,5777899239,212,5.8,5777899233,56,Back,5777899235,140,24.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823836479,53,1,1,5,35,8q6cv8g4bd3xdl7m88kll16na,1,24.1,84.8,2025-06-22T12:36:35.537Z,2025-06-22T12:36:36Z,c9a0owmk742hzaoxqlmxrruju,N. Pallas,,,5777834383,213,2.76,5777834375,56,Back,5777834379,141,91.2,5777834381,212,11.7,5777834377,140,13.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823836495,54,1,1,5,36,8q6cv8g4bd3xdl7m88kll16na,1,12.1,90.6,2025-06-22T12:36:36.618Z,2025-06-22T12:36:42Z,1w8gujxthv0lfjrn98paa1uga,C. Lange,,,5777834497,141,60.0,5777834493,56,Back,5777834501,213,4.44,5777834495,140,6.6,5777834499,212,21.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823836497,55,1,1,5,42,8q6cv8g4bd3xdl7m88kll16na,1,6.9,58.8,2025-06-22T12:36:42.139Z,2025-06-22T12:36:44Z,cpcjoijkj6xhmcbfnyuarh1hx,J. Storevik,,,5777834525,213,5.77,5777834515,155,,5777834519,140,41.0,5777834517,56,Back,5777834521,141,28.9,5777834523,212,41.2,5777834527,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823836499,56,61,1,5,44,8q6cv8g4bd3xdl7m88kll16na,0,41.9,29.5,2025-06-22T12:36:44.795Z,2025-06-22T12:36:45Z,3nl291loxoqoghj60c05rubro,F. Thorvaldsen,,,5777834531,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823836501,68,3,1,5,45,45v50owpvshpijizwwlcw4lni,0,57.4,68.6,2025-06-22T12:36:45.440Z,2025-06-22T12:36:48Z,cv38uxcibt3cwwj54m9ydg86i,E. Breivik,,,5777834535,286,,5777834551,233,57,5777834533,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823836503,57,7,1,5,45,8q6cv8g4bd3xdl7m88kll16na,1,42.4,30.4,2025-06-22T12:36:45.441Z,2025-06-22T12:36:49Z,3nl291loxoqoghj60c05rubro,F. Thorvaldsen,,,5777834547,233,68,5777834543,285,,5777834541,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823836505,58,61,1,5,47,8q6cv8g4bd3xdl7m88kll16na,1,38.7,39.4,2025-06-22T12:36:47.451Z,2025-06-22T12:38:28Z,bi90ts7bjqsllbei6qtmx6has,S. Sjøvold,,,5777834545,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823836521,59,1,1,5,51,8q6cv8g4bd3xdl7m88kll16na,1,70.7,63.1,2025-06-22T12:36:51.369Z,2025-06-22T12:36:56Z,3nl291loxoqoghj60c05rubro,F. Thorvaldsen,,,5777834643,56,Left,5777834647,141,85.4,5777834651,213,1.01,5777834649,212,17.9,5777834645,140,79.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823836531,60,1,1,5,56,8q6cv8g4bd3xdl7m88kll16na,1,89.9,88.1,2025-06-22T12:36:56.041Z,2025-06-22T12:36:58Z,c9a0owmk742hzaoxqlmxrruju,N. Pallas,,,5777834711,141,80.9,5777834707,56,Left,5777834709,140,85.3,5777834713,212,6.9,5777834715,213,3.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823836533,61,1,1,5,58,8q6cv8g4bd3xdl7m88kll16na,1,85.1,79.7,2025-06-22T12:36:58.153Z,2025-06-22T14:39:15Z,9xxdec5pv5plas9ve4ehs4nop,E. Sørensen,,,5777834723,140,94.2,5777834725,141,72.1,5777834721,56,Center,5777834727,212,10.9,5777834729,213,5.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823836545,62,1,1,5,59,8q6cv8g4bd3xdl7m88kll16na,0,94.2,72.1,2025-06-22T12:36:59.658Z,2025-06-22T14:39:12Z,1w8gujxthv0lfjrn98paa1uga,C. Lange,,,5777834813,140,91.2,5777834817,212,3.8,5777834811,56,Center,5777834819,213,3.73,5777834815,141,69.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
