id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/9/value,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/14/value
2808788129,30,1,1,3,45,4q0b35m26thti4c2on9a3npk0,0,50.4,55.3,2025-05-02T17:04:22.150Z,2025-05-02T17:04:23Z,c1jlypnkt4c9y9vdnjkvxa85x,R. Rasch,,5694333725,213,5.83,5694333799,236,,5694333723,212,3.7,5694333801,233,30,5694333719,140,53.6,5694333721,141,52.9,5694333717,56,Center,5694333805,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808788135,30,74,1,3,45,crlocdyqyb1fdhck54qxs65rl,1,55.7,37.9,2025-05-02T17:04:22.151Z,2025-05-02T19:19:27Z,bop1j9fi00opeyzscvsw6xpn8,A. Ødegård,,5694333753,285,,5694333751,56,Center,5694333845,233,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808788185,32,1,1,3,48,crlocdyqyb1fdhck54qxs65rl,1,58.4,42.8,2025-05-02T17:04:24.696Z,2025-05-02T17:04:27Z,a9guphf8p0im4it165fsqhud,P. Kirkevold,,5694334005,213,2.09,5694334003,212,19.4,5694333997,56,Back,5694334001,141,67.6,5694333999,140,49.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808788195,33,1,1,3,51,crlocdyqyb1fdhck54qxs65rl,1,58.4,79.1,2025-05-02T17:04:27.601Z,2025-05-02T17:04:29Z,c1p51x3fg0dgss14z9vozfqc4,A. Ekeroth,,5694334075,56,Back,5694334077,140,36.2,5694334083,213,3.32,5694334081,212,23.7,5694334079,141,72.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808788213,34,1,1,3,53,crlocdyqyb1fdhck54qxs65rl,1,37.0,70.0,2025-05-02T17:04:29.680Z,2025-05-02T17:04:32Z,dd53d1radlkv7y24724vkol49,B. Bjarnason,,5694334175,1,,5694334165,56,Center,5694334173,213,0.07,5694334167,140,72.6,5694334171,212,37.5,5694334169,141,73.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808788227,35,1,1,3,55,crlocdyqyb1fdhck54qxs65rl,1,72.6,73.6,2025-05-02T17:04:31.816Z,2025-05-02T17:04:33Z,a9guphf8p0im4it165fsqhud,P. Kirkevold,,5694334231,213,2.67,5694334223,56,Left,5694334225,140,53.8,5694334243,156,,5694334227,141,88.3,5694334229,212,22.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808788275,36,1,1,3,57,crlocdyqyb1fdhck54qxs65rl,1,53.8,88.3,2025-05-02T17:04:33.728Z,2025-05-02T17:04:38Z,c1p51x3fg0dgss14z9vozfqc4,A. Ekeroth,,5694334469,212,20.6,5694334471,213,3.46,5694334467,141,78.7,5694334465,140,35.2,5694334463,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808788335,37,1,1,4,2,crlocdyqyb1fdhck54qxs65rl,1,37.1,77.3,2025-05-02T17:04:38.496Z,2025-05-02T17:04:43Z,dd53d1radlkv7y24724vkol49,B. Bjarnason,,5694334769,212,54.3,5694334761,196,,5694334767,141,5.8,5694334771,213,5.18,5694334763,56,Right,5694334759,155,,5694334773,1,,5694334765,140,60.2,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808788339,38,1,1,4,6,crlocdyqyb1fdhck54qxs65rl,1,64.0,5.2,2025-05-02T17:04:43.263Z,2025-05-02T17:04:44Z,1t1ylf4iwrotj4jjf9qfzbieh,S. Strand Nilsen,,5694334797,140,61.9,5694334801,212,6.8,5694334799,141,14.7,5694334795,56,Right,5694334803,213,1.90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808788351,39,1,1,4,7,crlocdyqyb1fdhck54qxs65rl,1,61.9,14.7,2025-05-02T17:04:44.064Z,2025-05-02T17:04:46Z,5yhieehol1p5crvzjd55ac8wk,A. Potur,,5694334877,212,6.9,5694334871,56,Center,5694334873,140,59.9,5694334875,141,24.4,5694334879,213,1.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808788409,40,1,1,4,10,crlocdyqyb1fdhck54qxs65rl,1,59.8,27.7,2025-05-02T17:04:46.616Z,2025-05-02T17:04:50Z,bop1j9fi00opeyzscvsw6xpn8,A. Ødegård,,5694335141,213,1.92,5694335133,56,Center,5694335135,140,53.4,5694335139,212,19.5,5694335137,141,54.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808788431,41,1,1,4,13,crlocdyqyb1fdhck54qxs65rl,0,51.9,48.7,2025-05-02T17:04:50.089Z,2025-05-02T18:06:07Z,dd53d1radlkv7y24724vkol49,B. Bjarnason,,5694528437,286,,5694528431,236,,5694335241,141,45.4,5694528433,233,465,5694335245,213,5.19,5694335239,140,53.0,5694335243,212,2.5,5694335237,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808821577,465,74,1,4,13,4q0b35m26thti4c2on9a3npk0,1,49.9,40.5,2025-05-02T17:04:50.090Z,2025-05-02T19:19:27Z,dvrvgq5j49kb9vfergmluyxyi,D. Hickson,,5694513347,56,Back,5694513351,285,,5694528495,233,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808788487,42,83,1,4,18,crlocdyqyb1fdhck54qxs65rl,0,49.3,27.1,2025-05-02T17:04:55.048Z,2025-05-02T17:56:43Z,4m57qe3mtal1r68md5yj8xvc9,T. Sørås,,5694335631,399,aebliukutyz91pczaam39lolx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808788517,32,1,1,4,20,4q0b35m26thti4c2on9a3npk0,1,60.7,83.6,2025-05-02T17:04:56.894Z,2025-05-02T17:04:58Z,aebliukutyz91pczaam39lolx,Moussa Njie,,5694335599,212,21.5,5694335597,141,85.5,5694335601,213,3.08,5694335595,140,40.3,5694335593,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808788549,33,1,1,4,21,4q0b35m26thti4c2on9a3npk0,1,39.7,85.5,2025-05-02T17:04:58.311Z,2025-05-02T17:05:01Z,67nybn375tyqdqae4m1yk407o,M. Tønnessen,,5694335763,141,74.0,5694335765,212,7.8,5694335759,56,Back,5694335761,140,40.3,5694335767,213,4.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808788591,34,1,1,4,24,4q0b35m26thti4c2on9a3npk0,1,41.1,71.6,2025-05-02T17:05:01.255Z,2025-05-02T17:05:07Z,c1jlypnkt4c9y9vdnjkvxa85x,R. Rasch,,5694335999,213,4.56,5694335993,140,36.7,5694335997,212,30.3,5694335991,56,Back,5694335995,141,27.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808788603,35,1,1,4,30,4q0b35m26thti4c2on9a3npk0,1,53.9,22.5,2025-05-02T17:05:07.055Z,2025-05-02T17:05:08Z,5u4eoypx0tb3t0brk2dv8sm0a,F. Berglie,,5694336075,140,64.4,5694336073,56,Center,5694336079,212,11.1,5694336077,141,23.7,5694336081,213,0.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808788615,36,1,1,4,32,4q0b35m26thti4c2on9a3npk0,1,64.6,23.7,2025-05-02T17:05:08.584Z,2025-05-02T17:05:10Z,dvrvgq5j49kb9vfergmluyxyi,D. Hickson,,5694336139,212,11.1,5694336137,141,17.9,5694336141,213,3.50,5694336133,56,Right,5694336135,140,54.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808788627,37,1,1,4,33,4q0b35m26thti4c2on9a3npk0,1,55.1,18.2,2025-05-02T17:05:10.214Z,2025-05-02T17:05:13Z,5u4eoypx0tb3t0brk2dv8sm0a,F. Berglie,,5694336191,141,36.9,5694336189,140,50.0,5694336193,212,13.8,5694336187,56,Center,5694336195,213,1.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808788643,38,1,1,4,36,4q0b35m26thti4c2on9a3npk0,1,49.4,39.7,2025-05-02T17:05:12.832Z,2025-05-02T17:05:15Z,657z9s0rqlzub9nmdpb7ct82c,Momodou Njie,,5694336341,212,19.7,5694336343,213,1.26,5694336339,141,67.3,5694336335,56,Center,5694336337,140,55.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808788659,39,1,1,4,39,4q0b35m26thti4c2on9a3npk0,1,55.1,67.3,2025-05-02T17:05:15.455Z,2025-05-02T17:05:18Z,1pobxn4eg4l8phk4ug0t56t7u,A. Aleesami,,5694336457,212,13.1,5694336453,140,50.2,5694336451,56,Center,5694336455,141,49.6,5694336459,213,4.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808788683,40,1,1,4,41,4q0b35m26thti4c2on9a3npk0,1,52.3,48.6,2025-05-02T17:05:17.807Z,2025-05-02T17:05:19Z,657z9s0rqlzub9nmdpb7ct82c,Momodou Njie,,5694336561,141,25.2,5694336557,56,Center,5694336563,212,16.5,5694336565,213,4.99,5694336559,140,56.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808788709,41,1,1,4,43,4q0b35m26thti4c2on9a3npk0,1,56.7,25.1,2025-05-02T17:05:19.591Z,2025-05-02T17:05:22Z,5u4eoypx0tb3t0brk2dv8sm0a,F. Berglie,,5694336699,56,Back,5694336705,212,16.9,5694336701,140,49.5,5694336707,213,2.03,5694336703,141,47.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808788761,42,1,1,4,45,4q0b35m26thti4c2on9a3npk0,1,49.5,47.4,2025-05-02T17:05:21.935Z,2025-05-02T17:05:26Z,657z9s0rqlzub9nmdpb7ct82c,Momodou Njie,,5694337005,56,Center,5694337011,212,18.9,5694337013,213,1.36,5694337007,140,53.3,5694337009,141,74.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808788791,43,1,1,4,50,4q0b35m26thti4c2on9a3npk0,1,55.8,71.0,2025-05-02T17:05:26.711Z,2025-05-02T17:05:30Z,1pobxn4eg4l8phk4ug0t56t7u,A. Aleesami,,5694337155,56,Back,5694337157,140,47.3,5694337163,213,4.16,5694337161,212,17.1,5694337159,141,49.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808788853,44,1,1,4,53,4q0b35m26thti4c2on9a3npk0,1,45.9,45.4,2025-05-02T17:05:29.912Z,2025-05-02T17:05:34Z,657z9s0rqlzub9nmdpb7ct82c,Momodou Njie,,5694337437,56,Center,5694337445,212,19.6,5694337439,140,56.0,5694337443,141,21.2,5694337447,213,5.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808788873,45,1,1,4,58,4q0b35m26thti4c2on9a3npk0,1,59.4,17.8,2025-05-02T17:05:34.375Z,2025-05-02T17:05:36Z,dvrvgq5j49kb9vfergmluyxyi,D. Hickson,,5694337541,141,4.3,5694337543,212,13.2,5694337539,140,68.4,5694337545,213,5.51,5694337537,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808788905,46,1,1,5,0,4q0b35m26thti4c2on9a3npk0,1,68.4,4.3,2025-05-02T17:05:36.495Z,2025-05-02T17:05:40Z,c78cublmvb2gg8gzk999xn9hx,A. Nouri,,5694337709,213,2.24,5694337705,141,16.4,5694337701,56,Right,5694337707,212,10.5,5694337703,140,62.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808788917,47,1,1,5,3,4q0b35m26thti4c2on9a3npk0,1,60.9,14.5,2025-05-02T17:05:39.895Z,2025-05-02T18:04:57Z,c1jlypnkt4c9y9vdnjkvxa85x,R. Rasch,,5694337761,56,Center,5694337767,212,9.0,5694337769,213,0.95,5694337763,140,65.9,5694337765,141,25.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808823025,466,1,1,5,4,4q0b35m26thti4c2on9a3npk0,1,70.2,40.6,2025-05-02T17:05:40.362Z,2025-05-02T18:04:54Z,3usrzzduezg3zt3usvuayxxm2,S. Hestnes,,5694520493,140,76.2,5694520497,141,28.4,5694520501,212,10.4,5694520489,56,Center,5694520505,213,5.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808788971,48,1,1,5,7,4q0b35m26thti4c2on9a3npk0,1,67.1,22.7,2025-05-02T17:05:43.695Z,2025-05-02T17:05:45Z,dvrvgq5j49kb9vfergmluyxyi,D. Hickson,,5694338025,56,Right,5694338031,212,25.6,5694338029,141,9.5,5694338033,213,5.92,5694338027,140,89.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808788979,49,1,1,5,8,4q0b35m26thti4c2on9a3npk0,0,89.9,9.5,2025-05-02T17:05:45.303Z,2025-05-02T17:05:46Z,c78cublmvb2gg8gzk999xn9hx,A. Nouri,,5694338069,2,,5694338079,212,25.6,5694338075,140,92.5,5694338077,141,46.9,5694338073,56,Center,5694338071,155,,5694338081,213,1.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808789211,45,1,1,5,24,crlocdyqyb1fdhck54qxs65rl,0,13.6,37.1,2025-05-02T17:06:01.351Z,2025-05-02T17:06:06Z,6y6xobx7t2qx431s59kv8hk9h,M. Sandberg,,5694339189,198,,5694339195,141,24.1,5694339193,140,73.7,5694339187,157,,5694339199,213,6.14,5694339201,1,,5694339191,56,Center,5694339197,212,63.7,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808789215,50,8,1,5,30,4q0b35m26thti4c2on9a3npk0,1,33.8,70.0,2025-05-02T17:06:06.767Z,2025-05-02T18:00:05Z,1pobxn4eg4l8phk4ug0t56t7u,A. Aleesami,,5694339207,56,Back,5694339221,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808789241,52,43,1,5,32,4q0b35m26thti4c2on9a3npk0,1,0.0,0.0,2025-05-02T17:06:09.216Z,2025-05-02T17:06:53Z,c1jlypnkt4c9y9vdnjkvxa85x,R. Rasch,,5694339317,56,Back,5694341487,144,56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808789289,53,1,1,5,33,4q0b35m26thti4c2on9a3npk0,1,36.6,62.5,2025-05-02T17:06:10.280Z,2025-05-02T17:06:14Z,c1jlypnkt4c9y9vdnjkvxa85x,R. Rasch,,5694339583,141,19.8,5694339587,213,4.76,5694339581,140,38.0,5694339585,212,29.1,5694339579,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808789321,54,1,1,5,40,4q0b35m26thti4c2on9a3npk0,1,59.3,11.5,2025-05-02T17:06:16.409Z,2025-05-02T17:06:19Z,c78cublmvb2gg8gzk999xn9hx,A. Nouri,,5694339763,56,Back,5694339765,140,48.7,5694339767,141,27.2,5694339771,213,2.38,5694339769,212,15.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808789389,55,1,1,5,42,4q0b35m26thti4c2on9a3npk0,1,49.6,28.5,2025-05-02T17:06:18.816Z,2025-05-02T17:06:23Z,5u4eoypx0tb3t0brk2dv8sm0a,F. Berglie,,5694340107,141,70.9,5694340109,212,29.3,5694340111,213,1.39,5694340105,140,54.6,5694340103,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808789411,56,1,1,5,46,4q0b35m26thti4c2on9a3npk0,1,57.7,68.3,2025-05-02T17:06:23.248Z,2025-05-02T17:06:25Z,1pobxn4eg4l8phk4ug0t56t7u,A. Aleesami,,5694340215,213,4.15,5694340207,56,Center,5694340213,212,12.6,5694340209,140,51.3,5694340211,141,52.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808789429,57,1,1,5,49,4q0b35m26thti4c2on9a3npk0,1,47.9,51.3,2025-05-02T17:06:25.551Z,2025-05-02T17:06:28Z,657z9s0rqlzub9nmdpb7ct82c,Momodou Njie,,5694340317,141,25.8,5694340321,213,4.90,5694340319,212,17.7,5694340315,140,51.1,5694340313,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808789445,58,1,1,5,51,4q0b35m26thti4c2on9a3npk0,1,47.7,24.8,2025-05-02T17:06:27.816Z,2025-05-02T17:06:29Z,5u4eoypx0tb3t0brk2dv8sm0a,F. Berglie,,5694340423,213,1.65,5694340421,212,19.0,5694340419,141,52.6,5694340415,56,Back,5694340417,140,46.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808789461,59,1,1,5,53,4q0b35m26thti4c2on9a3npk0,1,46.2,52.6,2025-05-02T17:06:29.655Z,2025-05-02T17:06:32Z,657z9s0rqlzub9nmdpb7ct82c,Momodou Njie,,5694340509,141,76.1,5694340511,212,16.6,5694340513,213,1.85,5694340505,56,Back,5694340507,140,41.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808789471,60,1,1,5,55,4q0b35m26thti4c2on9a3npk0,1,39.9,74.9,2025-05-02T17:06:32.207Z,2025-05-02T17:06:33Z,1pobxn4eg4l8phk4ug0t56t7u,A. Aleesami,,5694340579,56,Back,5694340585,212,8.4,5694340587,213,0.70,5694340583,141,82.8,5694340581,140,46.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808789487,61,1,1,5,57,4q0b35m26thti4c2on9a3npk0,1,46.0,82.8,2025-05-02T17:06:33.552Z,2025-05-02T17:06:35Z,aebliukutyz91pczaam39lolx,Moussa Njie,,5694340689,212,11.9,5694340687,141,75.2,5694340685,140,56.2,5694340691,213,5.83,5694340683,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808789495,62,1,1,5,58,4q0b35m26thti4c2on9a3npk0,0,56.1,75.1,2025-05-02T17:06:34.847Z,2025-05-02T17:06:36Z,3usrzzduezg3zt3usvuayxxm2,S. Hestnes,,5694340725,141,100.0,5694340727,212,20.4,5694340721,56,Left,5694340723,140,65.6,5694340729,213,1.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808789545,46,5,1,5,59,crlocdyqyb1fdhck54qxs65rl,1,35.0,-1.5,2025-05-02T17:06:36.088Z,2025-05-02T19:19:37Z,6y6xobx7t2qx431s59kv8hk9h,M. Sandberg,,5694340987,233,63,5694340983,347,,5694340981,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808789499,63,5,1,5,59,4q0b35m26thti4c2on9a3npk0,0,65.0,101.5,2025-05-02T17:06:36.088Z,2025-05-02T19:19:37Z,3usrzzduezg3zt3usvuayxxm2,S. Hestnes,,5694340743,56,Left,5694341017,233,46,5694340745,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808789567,47,1,1,6,5,crlocdyqyb1fdhck54qxs65rl,1,36.2,0.0,2025-05-02T17:06:42.102Z,2025-05-02T17:06:45Z,1t1ylf4iwrotj4jjf9qfzbieh,S. Strand Nilsen,,5694341097,141,12.6,5694341091,107,,5694341099,212,17.7,5694341093,56,Back,5694341095,140,22.2,5694341101,213,2.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808789585,48,1,1,6,8,crlocdyqyb1fdhck54qxs65rl,1,22.2,12.6,2025-05-02T17:06:44.958Z,2025-05-02T17:06:47Z,2gbfwdmpk5gfmcc979aqfkyxh,G. Granath,,5694341217,212,20.4,5694341207,56,Back,5694341213,141,32.7,5694341209,140,7.8,5694341223,213,2.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808789611,49,1,1,6,10,crlocdyqyb1fdhck54qxs65rl,1,7.8,32.7,2025-05-02T17:06:47.359Z,2025-05-02T17:06:50Z,6y6xobx7t2qx431s59kv8hk9h,M. Sandberg,,5694341385,1,,5694341375,56,Center,5694341373,157,,5694341383,213,6.14,5694341377,140,57.4,5694341381,212,52.7,5694341379,141,21.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808789631,50,1,1,6,14,crlocdyqyb1fdhck54qxs65rl,1,57.4,21.3,2025-05-02T17:06:50.622Z,2025-05-02T17:06:54Z,a9guphf8p0im4it165fsqhud,P. Kirkevold,,5694341505,212,24.8,5694341503,141,16.8,5694341497,3,,5694341499,56,Back,5694341507,213,3.27,5694341501,140,34.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808789643,51,1,1,6,17,crlocdyqyb1fdhck54qxs65rl,1,40.8,15.2,2025-05-02T17:06:53.918Z,2025-05-02T17:06:55Z,2gbfwdmpk5gfmcc979aqfkyxh,G. Granath,,5694341541,141,2.5,5694341537,56,Back,5694341545,213,4.10,5694341543,212,10.6,5694341539,140,35.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808789657,52,1,1,6,19,crlocdyqyb1fdhck54qxs65rl,1,35.0,3.4,2025-05-02T17:06:55.422Z,2025-05-02T17:06:56Z,1t1ylf4iwrotj4jjf9qfzbieh,S. Strand Nilsen,,5694341631,56,Back,5694341637,141,9.1,5694341633,140,44.7,5694341643,213,0.36,5694341639,212,10.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808789677,53,1,1,6,20,crlocdyqyb1fdhck54qxs65rl,1,44.9,9.2,2025-05-02T17:06:56.647Z,2025-05-02T17:06:58Z,2gbfwdmpk5gfmcc979aqfkyxh,G. Granath,,5694341725,140,30.4,5694341731,213,3.44,5694341723,56,Back,5694341729,212,16.0,5694341727,141,2.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808789727,54,1,1,6,21,crlocdyqyb1fdhck54qxs65rl,1,30.4,2.2,2025-05-02T17:06:58.143Z,2025-05-02T17:07:03Z,1t1ylf4iwrotj4jjf9qfzbieh,S. Strand Nilsen,,5694342019,141,19.7,5694342027,213,1.12,5694342023,212,13.2,5694342013,56,Back,5694342015,140,35.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808789723,64,83,1,6,26,4q0b35m26thti4c2on9a3npk0,0,35.5,77.0,2025-05-02T17:07:02.376Z,2025-05-02T17:07:08Z,aebliukutyz91pczaam39lolx,Moussa Njie,,5694342279,399,4m57qe3mtal1r68md5yj8xvc9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808789763,55,1,1,6,26,crlocdyqyb1fdhck54qxs65rl,1,54.4,18.8,2025-05-02T17:07:02.950Z,2025-05-02T17:07:07Z,4m57qe3mtal1r68md5yj8xvc9,T. Sørås,,5694342233,212,12.5,5694342227,56,Back,5694342235,213,2.36,5694342229,140,46.0,5694342231,141,31.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808789769,56,1,1,6,30,crlocdyqyb1fdhck54qxs65rl,1,51.6,49.0,2025-05-02T17:07:07.278Z,2025-05-02T17:07:09Z,bop1j9fi00opeyzscvsw6xpn8,A. Ødegård,,5694342251,140,45.8,5694342257,213,1.87,5694342253,141,77.8,5694342249,56,Back,5694342255,212,20.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808789795,57,1,1,6,32,crlocdyqyb1fdhck54qxs65rl,1,46.4,70.9,2025-05-02T17:07:09.206Z,2025-05-02T17:07:11Z,dd53d1radlkv7y24724vkol49,B. Bjarnason,,5694342389,213,5.17,5694342385,141,47.2,5694342387,212,18.0,5694342383,140,54.0,5694342381,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808789819,58,1,1,6,34,crlocdyqyb1fdhck54qxs65rl,1,52.6,53.1,2025-05-02T17:07:10.824Z,2025-05-02T17:07:14Z,bop1j9fi00opeyzscvsw6xpn8,A. Ødegård,,5694342513,56,Back,5694342515,140,37.3,5694342519,212,21.2,5694342521,213,2.43,5694342517,141,73.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808789869,59,1,1,6,37,crlocdyqyb1fdhck54qxs65rl,1,30.8,85.1,2025-05-02T17:07:13.862Z,2025-05-02T17:07:18Z,dd53d1radlkv7y24724vkol49,B. Bjarnason,,5694342811,141,54.3,5694342815,213,3.98,5694342807,56,Back,5694342813,212,28.1,5694342809,140,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808789909,60,1,1,6,41,crlocdyqyb1fdhck54qxs65rl,0,13.1,49.4,2025-05-02T17:07:18.279Z,2025-05-02T17:07:21Z,6y6xobx7t2qx431s59kv8hk9h,M. Sandberg,,5694343047,157,,5694343053,141,53.3,5694343049,56,Center,5694343055,212,57.7,5694343059,1,,5694343051,140,68.0,5694343057,213,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808789949,65,1,1,6,46,4q0b35m26thti4c2on9a3npk0,1,26.6,68.6,2025-05-02T17:07:22.879Z,2025-05-02T17:07:25Z,657z9s0rqlzub9nmdpb7ct82c,Momodou Njie,,5694343251,3,,5694343263,141,78.7,5694343259,140,31.0,5694343255,56,Back,5694343267,212,8.3,5694343271,213,0.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808789957,66,1,1,6,49,4q0b35m26thti4c2on9a3npk0,0,31.0,78.7,2025-05-02T17:07:25.384Z,2025-05-02T17:07:26Z,67nybn375tyqdqae4m1yk407o,M. Tønnessen,,5694343305,213,0.09,5694343299,140,44.0,5694343303,212,13.7,5694343301,141,80.6,5694343297,56,Back,5694343295,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808789975,61,1,1,6,49,crlocdyqyb1fdhck54qxs65rl,1,41.2,12.3,2025-05-02T17:07:25.751Z,2025-05-02T17:07:27Z,2gbfwdmpk5gfmcc979aqfkyxh,G. Granath,,5694343391,141,6.4,5694343395,213,6.06,5694343393,212,18.3,5694343387,56,Right,5694343389,140,58.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808789979,62,50,1,6,50,crlocdyqyb1fdhck54qxs65rl,1,62.2,11.2,2025-05-02T17:07:27.262Z,2025-05-02T19:19:03Z,5yhieehol1p5crvzjd55ac8wk,A. Potur,,5694343513,233,67,5694343403,286,,5694343401,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808789987,67,7,1,6,50,4q0b35m26thti4c2on9a3npk0,1,37.8,88.8,2025-05-02T17:07:27.263Z,2025-05-02T19:19:03Z,1pobxn4eg4l8phk4ug0t56t7u,A. Aleesami,,5694343445,285,,5694343443,56,Back,5694343503,233,62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
