id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/8/value,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value
2820718709,33,1,1,2,4,6oxoag5c6zbnn09wx08vz4iak,1,69.8,20.1,2025-06-01T15:03:16.513Z,2025-06-01T15:16:09Z,gbeebtmqq3qerrs4u7ikq0ru,E. Kornvig,,,5760321235,141,16.1,5760321239,213,5.76,5760321237,212,5.5,5760321233,140,74.3,5760321231,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820718715,34,1,1,2,5,6oxoag5c6zbnn09wx08vz4iak,1,68.5,28.2,2025-06-01T15:03:17.225Z,2025-06-01T15:18:22Z,3m2o0t6siupip9y3sco71fe5m,E. Guðmundsson,,,5760321281,140,62.5,5760321279,56,Right,5760321283,141,19.9,5760321287,213,3.87,5760321285,212,8.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820718741,35,1,1,2,6,6oxoag5c6zbnn09wx08vz4iak,1,60.4,21.7,2025-06-01T15:03:17.968Z,2025-06-01T15:19:43Z,gbeebtmqq3qerrs4u7ikq0ru,E. Kornvig,,,5760321437,141,34.6,5760321435,140,65.0,5760321441,213,1.07,5760321439,212,10.0,5760321433,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820718761,36,1,1,2,9,6oxoag5c6zbnn09wx08vz4iak,1,64.0,34.2,2025-06-01T15:03:21.178Z,2025-06-01T15:20:27Z,195m3d6cnwm71j1d2rjo25sdl,F. Myhre,,,5760321555,212,9.5,5760321557,213,4.13,5760321549,56,Center,5760321553,141,22.5,5760321551,140,59.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820718781,37,1,1,2,11,6oxoag5c6zbnn09wx08vz4iak,1,62.4,32.3,2025-06-01T15:03:22.777Z,2025-06-01T15:20:25Z,gbeebtmqq3qerrs4u7ikq0ru,E. Kornvig,,,5760321667,141,68.5,5760321669,212,25.1,5760321665,140,57.6,5760321671,213,1.77,5760321661,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820724829,184,1,1,2,15,6oxoag5c6zbnn09wx08vz4iak,1,55.1,72.2,2025-06-01T15:03:26.662Z,2025-06-01T15:21:10Z,9se6a4pxhy13alu316ttx2vhl,J. Sery Larsen,,,5760357993,141,93.8,5760357991,140,77.1,5760357995,212,27.4,5760357997,213,0.57,5760357989,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820724821,183,1,1,2,17,6oxoag5c6zbnn09wx08vz4iak,1,77.9,96.7,2025-06-01T15:03:29.508Z,2025-06-01T16:10:23Z,1n9924y1nahaf0if575wgwonp,J. Soltvedt,,,5760358405,140,72.7,5760358409,212,12.3,5760358407,141,80.5,5760358403,56,Left,5760358411,213,4.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820718783,38,3,1,2,20,6oxoag5c6zbnn09wx08vz4iak,0,70.1,86.2,2025-06-01T15:03:31.768Z,2025-06-01T17:14:57Z,195m3d6cnwm71j1d2rjo25sdl,F. Myhre,,,5760321679,56,Left,5760321681,286,,5760322079,233,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820718821,26,7,1,2,20,uqspd1bx7f6mq8ohj50u1k1k,1,29.9,13.8,2025-06-01T15:03:31.769Z,2025-06-01T17:14:57Z,8qmrc7p7k4bod8ojxl5ib6ot0,D. Tufekčić,,,5760321903,56,Back,5760321905,285,,5760322063,233,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820718833,28,3,1,2,29,uqspd1bx7f6mq8ohj50u1k1k,0,40.4,17.9,2025-06-01T15:03:41.506Z,2025-06-01T15:03:42Z,8qmrc7p7k4bod8ojxl5ib6ot0,D. Tufekčić,,,5760321941,56,Back,5760321961,211,,5760321943,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820718881,40,1,1,2,35,6oxoag5c6zbnn09wx08vz4iak,1,21.8,80.6,2025-06-01T15:03:47.488Z,2025-06-01T15:22:12Z,ahe00hzfpxhe742i5db3mpe6s,E. Helland,,,5760322331,213,4.53,5760322323,56,Back,5760359591,189,,5760322325,140,18.1,5760322329,212,21.0,5760322327,141,50.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820718909,41,1,1,2,39,6oxoag5c6zbnn09wx08vz4iak,1,19.5,50.3,2025-06-01T15:03:51.553Z,2025-06-01T15:03:56Z,mh6rotmnlhe66f2y16c3vvmd,M. Dyngeland,,,5760322487,141,65.1,5760322485,140,23.2,5760322489,212,10.8,5760322491,213,1.20,5760322483,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820718929,42,1,1,2,44,6oxoag5c6zbnn09wx08vz4iak,1,27.0,63.6,2025-06-01T15:03:56.225Z,2025-06-01T15:04:01Z,9se6a4pxhy13alu316ttx2vhl,J. Sery Larsen,,,5760322633,212,14.5,5760322627,140,28.1,5760322625,56,Back,5760322637,213,4.79,5760322629,141,42.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820718951,43,1,1,2,49,6oxoag5c6zbnn09wx08vz4iak,0,34.0,40.0,2025-06-01T15:04:01.055Z,2025-06-01T15:04:04Z,ahe00hzfpxhe742i5db3mpe6s,E. Helland,,,5760322775,155,,5760322783,141,100.0,5760322779,56,Left,5760322781,140,77.7,5760322777,196,,5760322785,212,61.8,5760322789,1,,5760322787,213,0.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820718965,29,5,1,2,52,uqspd1bx7f6mq8ohj50u1k1k,1,20.2,-1.2,2025-06-01T15:04:04.095Z,2025-06-01T17:17:37Z,4zypjoj5r2y9fqpqxn8cd7o16,I. Hoffmann,,,5760322839,56,Back,5760322861,233,44,5760322841,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820718959,44,5,1,2,52,6oxoag5c6zbnn09wx08vz4iak,0,79.8,101.2,2025-06-01T15:04:04.095Z,2025-06-01T15:04:09Z,ahe00hzfpxhe742i5db3mpe6s,E. Helland,,,5760322869,233,29,5760322821,347,,5760322815,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820719019,30,1,1,3,3,uqspd1bx7f6mq8ohj50u1k1k,1,26.2,0.0,2025-06-01T15:04:15.357Z,2025-06-01T15:22:47Z,4zypjoj5r2y9fqpqxn8cd7o16,I. Hoffmann,,,5760323149,212,14.7,5760323145,140,32.8,5760323147,141,18.3,5760323143,56,Back,5760323151,213,1.08,5760360455,189,,5760323141,107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820719023,31,4,1,3,6,uqspd1bx7f6mq8ohj50u1k1k,1,30.6,16.2,2025-06-01T15:04:17.714Z,2025-06-01T15:04:25Z,bqcjd0macjc7hmtz7zx34ym6t,R. Çorlu,,,5760323255,265,,5760323257,285,,5760323253,152,,5760323249,13,,5760323275,233,45,5760323251,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820719011,45,4,1,3,6,6oxoag5c6zbnn09wx08vz4iak,0,69.4,83.8,2025-06-01T15:04:17.715Z,2025-06-01T15:04:26Z,1n9924y1nahaf0if575wgwonp,J. Soltvedt,,,5760323293,233,31,5760323127,152,,5760323125,56,Left,5760323129,265,,5760323131,286,,5760323123,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820719075,32,1,1,3,11,uqspd1bx7f6mq8ohj50u1k1k,1,31.4,26.8,2025-06-01T15:04:23.418Z,2025-06-01T15:05:26Z,bqcjd0macjc7hmtz7zx34ym6t,R. Çorlu,,,5760323501,140,30.2,5760325107,189,,5760323493,5,,5760323503,141,79.9,5760323495,155,,5760323507,213,1.61,5760323499,56,Back,5760323497,152,,5760323509,1,5760323505,212,36.1,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820719093,33,1,1,3,17,uqspd1bx7f6mq8ohj50u1k1k,1,59.9,87.4,2025-06-01T15:04:28.947Z,2025-06-01T15:05:30Z,6hzeyz7yomlqkb0aukl4ms6j8,M. Rakneberg,,,5760323585,140,54.7,5760323589,212,7.3,5760323587,141,80.2,5760323591,213,3.87,5760323583,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820719107,34,1,1,3,21,uqspd1bx7f6mq8ohj50u1k1k,1,69.8,74.2,2025-06-01T15:04:32.851Z,2025-06-01T15:04:37Z,94s19kazaywfzrg007vsha6wa,R. Alte,,,5760323669,213,0.46,5760323665,141,86.8,5760323667,212,19.1,5760323663,140,86.1,5760323661,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820719115,35,1,1,3,25,uqspd1bx7f6mq8ohj50u1k1k,1,87.9,83.8,2025-06-01T15:04:37.002Z,2025-06-01T15:04:45Z,6hzeyz7yomlqkb0aukl4ms6j8,M. Rakneberg,1.0,,5760323701,56,Center,5760323851,210,15,5760323695,2,,5760323717,213,4.89,5760323853,154,,5760323705,140,91.4,5760323713,212,20.3,5760323709,141,54.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820719121,36,15,1,3,26,uqspd1bx7f6mq8ohj50u1k1k,1,92.0,54.2,2025-06-01T15:04:37.739Z,2025-06-01T20:44:03Z,7fsqcwqftmk6lms6f6u8lpdlg,S. Kilen,,,5760323749,17,,5760453765,76,,5760323869,29,,5760323881,328,,5760323877,102,53.8,5760323889,233,46,5760323883,146,98.2,5760323873,55,35,5760323747,22,5760323801,72,,5760323879,103,17.7,5760323751,56,Center,5760323885,147,52.5,5760323871,154,,,,,,,,,,,,,,,,
2820719111,46,10,1,3,26,6oxoag5c6zbnn09wx08vz4iak,1,2.2,46.8,2025-06-01T15:04:37.839Z,2025-06-01T15:24:33Z,mh6rotmnlhe66f2y16c3vvmd,M. Dyngeland,,,5760323691,56,Back,5760323907,233,36,5760323759,177,,5760323761,179,,5760323689,182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820719145,48,1,1,3,32,6oxoag5c6zbnn09wx08vz4iak,1,12.2,47.2,2025-06-01T15:04:44.048Z,2025-06-01T15:04:46Z,mh6rotmnlhe66f2y16c3vvmd,M. Dyngeland,,,5760323897,140,22.0,5760323899,141,70.0,5760323895,56,Back,5760323903,213,0.98,5760323893,123,,5760323901,212,18.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820719151,49,1,1,3,35,6oxoag5c6zbnn09wx08vz4iak,1,22.6,67.6,2025-06-01T15:04:46.704Z,2025-06-01T15:24:57Z,9se6a4pxhy13alu316ttx2vhl,J. Sery Larsen,,,5760364257,189,,5760323971,212,13.9,5760323965,56,Back,5760323969,141,85.4,5760323967,140,29.1,5760323973,213,1.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820719157,50,1,1,3,36,6oxoag5c6zbnn09wx08vz4iak,0,32.2,87.8,2025-06-01T15:04:48.455Z,2025-06-01T15:04:50Z,1n9924y1nahaf0if575wgwonp,J. Soltvedt,,,5760323997,56,Back,5760323999,140,45.4,5760324005,213,6.21,5760324001,141,86.3,5760324003,212,13.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820719177,37,61,1,3,41,uqspd1bx7f6mq8ohj50u1k1k,1,21.9,18.9,2025-06-01T15:04:52.754Z,2025-06-01T15:04:52Z,bqcjd0macjc7hmtz7zx34ym6t,R. Çorlu,,,5760324123,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820719193,39,1,1,3,42,uqspd1bx7f6mq8ohj50u1k1k,1,22.0,18.8,2025-06-01T15:04:53.954Z,2025-06-01T15:04:55Z,2vkztwfo5zi3rbsnlmwsgfjvu,M. Olsen,,,5760324181,141,13.4,5760324177,56,Back,5760324179,140,27.6,5760324183,212,6.9,5760324185,213,5.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820719213,40,1,1,3,43,uqspd1bx7f6mq8ohj50u1k1k,0,27.6,13.4,2025-06-01T15:04:55.003Z,2025-06-01T15:04:58Z,bqcjd0macjc7hmtz7zx34ym6t,R. Çorlu,,,5760324283,1,,5760324271,141,54.3,5760324275,212,33.1,5760324279,213,2.14,5760324265,56,Back,5760324267,140,10.5,5760324263,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820719219,51,44,1,3,46,6oxoag5c6zbnn09wx08vz4iak,1,85.2,46.8,2025-06-01T15:04:57.737Z,2025-06-01T17:17:12Z,3vuirsh6wmbhingygy27f0hqt,M. Sande,,,5760324305,286,,5760324359,233,41,5760324303,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820719225,41,44,1,3,46,uqspd1bx7f6mq8ohj50u1k1k,0,14.8,53.2,2025-06-01T15:04:57.738Z,2025-06-01T17:17:12Z,3sfh0fq729hxtea9rzfke9979,D. Ulvestad,,,5760324321,56,Back,5760324325,285,,5760324373,233,51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820719243,52,1,1,3,46,6oxoag5c6zbnn09wx08vz4iak,0,77.9,48.7,2025-06-01T15:04:58.088Z,2025-06-01T15:26:17Z,3vuirsh6wmbhingygy27f0hqt,M. Sande,,,5760324427,140,85.5,5760324435,212,8.2,5760324439,213,0.23,5760324419,3,,5760324431,141,51.5,5760324423,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820719433,43,61,1,3,47,uqspd1bx7f6mq8ohj50u1k1k,1,14.2,46.0,2025-06-01T15:04:59.292Z,2025-06-01T17:11:03Z,3sfh0fq729hxtea9rzfke9979,D. Ulvestad,,,5760325559,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820719247,53,15,1,3,48,6oxoag5c6zbnn09wx08vz4iak,1,86.2,51.9,2025-06-01T15:05:00.032Z,2025-06-01T16:14:19Z,ce1q0p0ifilrb8wx6rmkcaeol,B. Finne,,,5760456417,79,,5760331859,103,20.3,5760331861,458,,5760331869,233,42,5760331863,146,97.7,5760324455,56,Center,5760331857,102,50.3,5760456419,328,,5760324451,22,5760331783,20,,5760331865,147,49.6,5760365639,108,,5760324453,17,,,,,,,,,,,,,,,,,,,
2820719261,42,10,1,3,48,uqspd1bx7f6mq8ohj50u1k1k,1,1.9,46.3,2025-06-01T15:05:00.132Z,2025-06-01T15:08:30Z,45d87fg5d9k6rvgkkoqcdr384,A. Sæther,,,5760324513,182,,5760331903,233,53,5760324667,174,,5760324511,178,,5760324515,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820719395,54,16,1,3,50,6oxoag5c6zbnn09wx08vz4iak,1,94.3,68.1,2025-06-01T15:05:01.687Z,2025-06-01T15:08:31Z,ce1q0p0ifilrb8wx6rmkcaeol,B. Finne,,,5760326041,102,52.6,5760325897,374,2025-06-01 16:05:00.866,5760325301,65,,5760326049,231,54.3,5760325303,56,Center,5760326043,103,10.1,5760325893,72,,5760326039,76,,5760326047,230,5760325901,375,03:49.310,5760326045,458,,5760325299,22,,,,,,,100,,,,,,,,,,,,,,,
2820719515,44,1,1,4,51,uqspd1bx7f6mq8ohj50u1k1k,1,51.0,50.6,2025-06-01T15:06:03.171Z,2025-06-01T17:11:00Z,94s19kazaywfzrg007vsha6wa,R. Alte,,,5760326083,140,32.4,5760368453,189,,5760326085,141,40.7,5760326089,213,3.47,5760326087,212,20.7,5760326091,279,G,5760326081,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820719521,45,1,1,4,52,uqspd1bx7f6mq8ohj50u1k1k,1,32.4,40.7,2025-06-01T15:06:04.314Z,2025-06-01T17:11:01Z,15823p8n34f7coivq6wq687is,W. Igor,,,5760326111,140,60.4,5760326113,141,70.8,5760326109,56,Center,5760326107,157,,5760368555,189,,5760326119,1,,5760326115,212,35.8,5760326117,213,0.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820727101,192,1,1,4,53,uqspd1bx7f6mq8ohj50u1k1k,0,71.8,70.9,2025-06-01T15:06:05.224Z,2025-06-01T15:28:42Z,7fsqcwqftmk6lms6f6u8lpdlg,S. Kilen,,,5760370203,212,6.4,5760370197,56,Center,5760370195,168,,5760370205,213,5.71,5760370199,140,76.9,5760370201,141,65.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820742973,504,1,1,4,54,6oxoag5c6zbnn09wx08vz4iak,1,28.3,43.4,2025-06-01T15:06:05.947Z,2025-06-01T16:17:55Z,9se6a4pxhy13alu316ttx2vhl,J. Sery Larsen,,,5760465241,141,34.2,5760465239,140,37.0,5760465237,56,Back,5760465243,212,11.1,5760465245,213,5.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820719523,46,43,1,4,54,uqspd1bx7f6mq8ohj50u1k1k,1,0.0,0.0,2025-06-01T15:06:06.234Z,2025-06-01T15:06:08Z,15823p8n34f7coivq6wq687is,W. Igor,,,5760326139,56,Center,5760326199,144,56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820719539,56,61,1,4,55,6oxoag5c6zbnn09wx08vz4iak,1,45.7,15.3,2025-06-01T15:06:06.784Z,2025-06-01T16:16:39Z,d4ye48utus6dfrp5jxhipjo8a,A. Heggebø,,,5760326219,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820726821,228,1,1,4,57,6oxoag5c6zbnn09wx08vz4iak,1,37.3,11.1,2025-06-01T15:06:08.586Z,2025-06-01T16:17:20Z,3m2o0t6siupip9y3sco71fe5m,E. Guðmundsson,,,5760378497,141,5.6,5760367783,56,Back,5760378499,212,10.8,5760378495,140,27.6,5760378501,213,3.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820719559,57,1,1,4,57,6oxoag5c6zbnn09wx08vz4iak,1,35.1,11.1,2025-06-01T15:06:08.799Z,2025-06-01T15:33:40Z,adthn237lwxewaxsrgd6hlu51,T. Pedersen,,,5760326333,56,Back,5760326339,212,6.7,5760326341,213,1.48,5760326335,140,35.7,5760326337,141,20.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820719631,58,1,1,4,59,6oxoag5c6zbnn09wx08vz4iak,1,36.1,19.8,2025-06-01T15:06:11.351Z,2025-06-01T15:06:21Z,gbeebtmqq3qerrs4u7ikq0ru,E. Kornvig,,,5760326791,212,42.0,5760326789,141,76.1,5760326785,56,Center,5760326787,140,52.6,5760326795,1,,5760326783,155,,5760326793,213,1.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820719657,59,1,1,5,9,6oxoag5c6zbnn09wx08vz4iak,1,57.0,72.3,2025-06-01T15:06:21.183Z,2025-06-01T15:06:25Z,1n9924y1nahaf0if575wgwonp,J. Soltvedt,,,5760326933,213,3.18,5760326925,56,Back,5760326929,141,71.5,5760326927,140,43.7,5760326931,212,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820719667,60,1,1,5,13,6oxoag5c6zbnn09wx08vz4iak,1,45.1,65.7,2025-06-01T15:06:25.103Z,2025-06-01T15:06:26Z,9se6a4pxhy13alu316ttx2vhl,J. Sery Larsen,,,5760327007,56,Back,5760327011,140,46.9,5760327013,141,43.1,5760327017,213,4.83,5760327015,212,15.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820719675,61,1,1,5,15,6oxoag5c6zbnn09wx08vz4iak,1,46.9,43.1,2025-06-01T15:06:26.679Z,2025-06-01T15:06:29Z,ahe00hzfpxhe742i5db3mpe6s,E. Helland,,,5760327073,213,1.79,5760327065,56,Back,5760327069,141,64.8,5760327067,140,43.7,5760327071,212,15.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820719691,62,1,1,5,17,6oxoag5c6zbnn09wx08vz4iak,1,43.4,66.3,2025-06-01T15:06:28.887Z,2025-06-01T15:06:31Z,9se6a4pxhy13alu316ttx2vhl,J. Sery Larsen,,,5760327163,56,Back,5760327171,213,1.60,5760327169,212,15.8,5760327165,140,43.0,5760327167,141,89.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820719783,63,1,1,5,20,6oxoag5c6zbnn09wx08vz4iak,1,43.0,89.6,2025-06-01T15:06:31.671Z,2025-06-01T15:06:44Z,1n9924y1nahaf0if575wgwonp,J. Soltvedt,,,5760327625,213,6.22,5760327627,1,,5760327623,212,51.8,5760327617,56,Left,5760327615,155,,5760327619,140,92.2,5760327621,141,84.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820719789,64,1,1,5,32,6oxoag5c6zbnn09wx08vz4iak,0,88.2,81.5,2025-06-01T15:06:44.192Z,2025-06-01T15:06:45Z,ce1q0p0ifilrb8wx6rmkcaeol,B. Finne,,,5760327671,141,68.7,5760327673,212,9.9,5760327667,56,Center,5760327675,213,5.20,5760327669,140,92.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820744563,534,61,1,5,33,uqspd1bx7f6mq8ohj50u1k1k,1,6.1,21.3,2025-06-01T15:06:45.171Z,2025-06-01T16:20:39Z,4zypjoj5r2y9fqpqxn8cd7o16,I. Hoffmann,,,5760471003,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820719801,47,43,1,5,35,uqspd1bx7f6mq8ohj50u1k1k,1,0.0,0.0,2025-06-01T15:06:46.586Z,2025-06-01T16:20:32Z,bqcjd0macjc7hmtz7zx34ym6t,R. Çorlu,,,5760327735,56,Back,5760470675,144,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820719865,49,1,1,5,37,uqspd1bx7f6mq8ohj50u1k1k,1,5.1,27.6,2025-06-01T15:06:48.970Z,2025-06-01T15:06:55Z,bqcjd0macjc7hmtz7zx34ym6t,R. Çorlu,,,5760328071,212,33.3,5760328073,213,0.76,5760328067,140,28.0,5760328065,56,Back,5760328075,1,,5760328069,141,61.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820719869,50,3,1,5,43,uqspd1bx7f6mq8ohj50u1k1k,0,41.8,90.6,2025-06-01T15:06:55.066Z,2025-06-01T15:07:00Z,33upoxyyqkh71m6d0b2nsn95g,M. Ubandoma,,,5760328099,286,,5760328097,56,Back,5760328191,233,65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820719875,65,7,1,5,43,6oxoag5c6zbnn09wx08vz4iak,1,58.2,9.4,2025-06-01T15:06:55.067Z,2025-06-01T15:06:59Z,adthn237lwxewaxsrgd6hlu51,T. Pedersen,,,5760328119,285,,5760328115,167,,5760328175,233,50,5760328117,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820719933,51,5,1,5,44,uqspd1bx7f6mq8ohj50u1k1k,1,51.6,101.4,2025-06-01T15:06:55.878Z,2025-06-01T17:17:37Z,33upoxyyqkh71m6d0b2nsn95g,M. Ubandoma,,,5760328467,347,,5760328465,56,Left,5760328513,233,66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820719881,66,5,1,5,44,6oxoag5c6zbnn09wx08vz4iak,0,48.4,-1.4,2025-06-01T15:06:55.878Z,2025-06-01T15:07:07Z,adthn237lwxewaxsrgd6hlu51,T. Pedersen,,,5760328157,347,,5760328557,233,51,5760328155,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820720049,52,1,1,6,5,uqspd1bx7f6mq8ohj50u1k1k,1,59.2,100.0,2025-06-01T15:07:16.604Z,2025-06-01T15:07:21Z,6hzeyz7yomlqkb0aukl4ms6j8,M. Rakneberg,,,5760329059,56,Left,5760329067,213,5.35,5760329057,107,,5760329065,212,9.5,5760329061,140,64.6,5760329063,141,90.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820720053,53,1,1,6,7,uqspd1bx7f6mq8ohj50u1k1k,0,61.1,89.7,2025-06-01T15:07:18.602Z,2025-06-01T16:28:54Z,7fsqcwqftmk6lms6f6u8lpdlg,S. Kilen,,,5760329085,140,66.4,5760329097,213,0.52,5760329089,141,94.4,5760329083,56,Left,5760329093,212,6.4,5760473159,168,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820720063,67,1,1,6,8,6oxoag5c6zbnn09wx08vz4iak,0,25.0,5.6,2025-06-01T15:07:20.214Z,2025-06-01T15:07:23Z,ahe00hzfpxhe742i5db3mpe6s,E. Helland,,,5760329155,1,,5760329153,213,0.40,5760329149,141,23.0,5760329145,56,Center,5760329147,140,51.5,5760329143,157,,5760329151,212,30.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820720075,54,1,1,6,12,uqspd1bx7f6mq8ohj50u1k1k,0,35.8,73.8,2025-06-01T15:07:23.706Z,2025-06-01T15:39:00Z,2vkztwfo5zi3rbsnlmwsgfjvu,M. Olsen,,,5760329211,56,Center,5760329213,140,55.7,5760329209,3,,5760329217,212,21.0,5760329219,213,0.07,5760329215,141,76.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820720119,68,1,1,6,13,6oxoag5c6zbnn09wx08vz4iak,1,29.9,22.5,2025-06-01T15:07:25.423Z,2025-06-01T16:26:29Z,gbeebtmqq3qerrs4u7ikq0ru,E. Kornvig,,,5760329435,213,0.12,5760329437,1,,5760329433,212,34.5,5760329427,56,Center,5760329429,140,62.5,5760329425,157,,5760329431,141,28.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
