id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/12/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value
2804655991,22,1,1,3,21,45v50owpvshpijizwwlcw4lni,1,43.0,100.0,2025-04-21T17:19:06.897Z,2025-04-21T17:19:09Z,6hfh81884cw22q8ekjmiezq39,K. Haugen,,,5671344127,56,Left,5671344133,212,14.1,5671344131,141,86.5,5671344135,213,5.44,5671344125,107,,5671344129,140,51.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804656017,23,1,1,3,24,45v50owpvshpijizwwlcw4lni,1,44.9,84.7,2025-04-21T17:19:09.432Z,2025-04-21T19:49:18Z,cv38uxcibt3cwwj54m9ydg86i,E. Breivik,,,5671344285,140,27.7,5671344291,213,3.26,5671344283,56,Back,5671344287,141,81.5,5671344289,212,18.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804656041,24,1,1,3,26,45v50owpvshpijizwwlcw4lni,1,26.2,77.9,2025-04-21T17:19:11.952Z,2025-04-21T17:19:15Z,2i92r2eksw9ty9kis974k3uqy,V. Lund,,,5671344437,141,43.9,5671344441,213,4.69,5671344433,56,Back,5671344435,140,25.6,5671344439,212,23.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804656063,25,1,1,3,31,45v50owpvshpijizwwlcw4lni,1,26.4,35.5,2025-04-21T17:19:16.216Z,2025-04-21T17:19:18Z,9mt0cpw6rkuv6ndn4jbon6hg5,E. Haugan,,,5671344577,212,10.2,5671344575,141,35.1,5671344573,140,36.1,5671344571,56,Back,5671344579,213,6.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804656093,26,1,1,3,33,45v50owpvshpijizwwlcw4lni,1,35.3,28.2,2025-04-21T17:19:18.720Z,2025-04-21T17:19:22Z,5al9uyujlrlb17o4r5sapkkk4,M. Enggård,,,5671344737,56,Back,5671344745,213,3.29,5671344743,212,9.6,5671344741,141,26.1,5671344739,140,26.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804656111,27,1,1,3,37,45v50owpvshpijizwwlcw4lni,1,28.9,31.5,2025-04-21T17:19:22.352Z,2025-04-21T17:19:24Z,9mt0cpw6rkuv6ndn4jbon6hg5,E. Haugan,,,5671344817,56,Back,5671344821,141,55.1,5671344823,212,16.3,5671344825,213,1.76,5671344819,140,26.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804656145,28,1,1,3,39,45v50owpvshpijizwwlcw4lni,1,26.2,56.1,2025-04-21T17:19:24.393Z,2025-04-21T17:19:28Z,2y89r1uyyagwssn9m67ihdo7p,J. Karlstrøm,,,5671344999,213,1.30,5671344995,141,83.5,5671344993,140,31.2,5671344991,56,Back,5671344997,212,19.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804656175,29,1,1,3,42,45v50owpvshpijizwwlcw4lni,1,31.3,81.8,2025-04-21T17:19:27.872Z,2025-04-21T17:19:32Z,2i92r2eksw9ty9kis974k3uqy,V. Lund,,,5671345187,140,31.5,5671345189,141,37.4,5671345191,212,30.2,5671345193,213,4.72,5671345185,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804656201,30,1,1,3,46,45v50owpvshpijizwwlcw4lni,1,42.0,21.3,2025-04-21T17:19:32.113Z,2025-04-21T17:19:34Z,9mt0cpw6rkuv6ndn4jbon6hg5,E. Haugan,,,5671345289,140,58.7,5671345299,213,5.76,5671345293,141,6.4,5671345287,56,Right,5671345297,212,20.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804656213,31,1,1,3,49,45v50owpvshpijizwwlcw4lni,1,58.7,6.4,2025-04-21T17:19:34.528Z,2025-04-21T17:19:35Z,5p8387bgyjiuekkccl4j6kamt,E. Hestad,,,5671345337,141,7.9,5671345341,213,3.08,5671345333,56,Back,5671345335,140,44.0,5671345339,212,15.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804656233,32,1,1,3,50,45v50owpvshpijizwwlcw4lni,1,43.4,7.4,2025-04-21T17:19:35.576Z,2025-04-21T17:19:38Z,864mk13xqt9p7s22wdsdhnpat,M. Linnes,,,5671345461,212,19.3,5671345463,213,2.31,5671345455,56,Back,5671345457,140,31.0,5671345459,141,28.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804656245,33,1,1,3,53,45v50owpvshpijizwwlcw4lni,1,31.1,27.7,2025-04-21T17:19:38.504Z,2025-04-21T17:19:40Z,9mt0cpw6rkuv6ndn4jbon6hg5,E. Haugan,,,5671345509,140,25.5,5671345507,56,Back,5671345511,141,49.6,5671345513,212,16.0,5671345515,213,1.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804656267,34,1,1,3,55,45v50owpvshpijizwwlcw4lni,1,25.7,52.8,2025-04-21T17:19:40.248Z,2025-04-21T17:19:44Z,2y89r1uyyagwssn9m67ihdo7p,J. Karlstrøm,,,5671345629,56,Back,5671345637,213,1.08,5671345635,212,20.5,5671345633,141,79.4,5671345631,140,34.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804656301,35,1,1,3,58,45v50owpvshpijizwwlcw4lni,1,40.7,80.6,2025-04-21T17:19:43.888Z,2025-04-21T17:19:49Z,2i92r2eksw9ty9kis974k3uqy,V. Lund,,,5671345817,212,23.6,5671345815,141,90.5,5671345813,140,62.2,5671345811,56,Left,5671345819,213,0.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804656307,36,1,1,4,4,45v50owpvshpijizwwlcw4lni,0,70.1,89.0,2025-04-21T17:19:49.648Z,2025-04-21T19:49:15Z,cv38uxcibt3cwwj54m9ydg86i,E. Breivik,,,5671345865,212,36.4,5671345855,2,,5671345861,140,94.0,5671345863,141,50.3,5671345859,56,Center,5671345869,1,,5671345857,155,,5671345867,213,5.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804656397,38,1,1,4,13,ctvzi2jbl1q6xzq0s3sexj73g,1,13.6,53.4,2025-04-21T17:19:58.546Z,2025-04-21T17:20:00Z,bjgxlgzxbm2fj3c2xq6mtsru1,N. Haikin,,,5671346367,141,32.5,5671346363,56,Back,5671346361,123,,5671346365,140,14.5,5671346369,212,14.2,5671346371,213,4.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804656409,39,1,1,4,15,ctvzi2jbl1q6xzq0s3sexj73g,1,14.5,32.5,2025-04-21T17:20:00.763Z,2025-04-21T17:20:03Z,7gqecbxztxxovmo1b6zqqcgve,O. Bjørtuft,,,5671346439,212,21.9,5671346437,141,64.6,5671346441,213,1.63,5671346433,56,Back,5671346435,140,13.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804656427,40,1,1,4,17,ctvzi2jbl1q6xzq0s3sexj73g,1,13.2,66.9,2025-04-21T17:20:03.130Z,2025-04-21T17:20:06Z,38qnvrvf3y1xs22tovwy21jv9,J. Gundersen,,,5671346579,141,51.6,5671346581,212,12.7,5671346585,213,4.10,5671346577,140,6.3,5671346575,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804656447,41,1,1,4,21,ctvzi2jbl1q6xzq0s3sexj73g,1,6.3,51.6,2025-04-21T17:20:06.249Z,2025-04-21T17:20:08Z,bjgxlgzxbm2fj3c2xq6mtsru1,N. Haikin,,,5671346659,56,Back,5671346667,213,4.94,5671346665,212,14.8,5671346663,141,30.4,5671346661,140,9.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804656493,42,1,1,4,23,ctvzi2jbl1q6xzq0s3sexj73g,1,9.5,30.4,2025-04-21T17:20:08.250Z,2025-04-21T17:20:15Z,7gqecbxztxxovmo1b6zqqcgve,O. Bjørtuft,,,5671346909,140,14.2,5671346907,56,Back,5671346913,212,18.7,5671346911,141,3.8,5671346915,213,4.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804656495,43,61,1,4,29,ctvzi2jbl1q6xzq0s3sexj73g,0,22.0,7.0,2025-04-21T17:20:15.098Z,2025-04-21T17:20:15Z,dgki9si023s93nymhod74jlzo,F. Sjøvold,,,5671346919,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804656555,37,5,1,4,30,45v50owpvshpijizwwlcw4lni,1,76.1,101.8,2025-04-21T17:20:15.425Z,2025-04-21T19:54:34Z,7m4f590x3kc3935gpg72xhg45,M. Eikrem,,,5671347289,233,44,5671347251,56,Left,5671347253,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804656497,44,5,1,4,30,ctvzi2jbl1q6xzq0s3sexj73g,0,23.9,-1.8,2025-04-21T17:20:15.425Z,2025-04-21T19:54:34Z,dgki9si023s93nymhod74jlzo,F. Sjøvold,,,5671347313,233,37,5671346925,347,,5671346923,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804656573,38,1,1,4,40,45v50owpvshpijizwwlcw4lni,1,70.8,100.0,2025-04-21T17:20:25.600Z,2025-04-21T17:20:27Z,6hfh81884cw22q8ekjmiezq39,K. Haugen,,,5671347355,107,,5671347365,141,88.1,5671347363,140,55.0,5671347367,212,19.1,5671347369,213,3.66,5671347359,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804656599,39,1,1,4,41,45v50owpvshpijizwwlcw4lni,1,54.7,85.7,2025-04-21T17:20:26.944Z,2025-04-21T17:20:30Z,2i92r2eksw9ty9kis974k3uqy,V. Lund,,,5671347537,140,51.6,5671347543,213,4.54,5671347541,212,18.8,5671347535,56,Center,5671347539,141,58.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804656623,40,1,1,4,44,45v50owpvshpijizwwlcw4lni,1,51.7,57.8,2025-04-21T17:20:30.096Z,2025-04-21T17:20:33Z,9mt0cpw6rkuv6ndn4jbon6hg5,E. Haugan,,,5671347683,213,1.33,5671347681,212,12.5,5671347679,141,75.6,5671347675,56,Center,5671347677,140,54.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804656651,41,1,1,4,47,45v50owpvshpijizwwlcw4lni,1,53.6,74.4,2025-04-21T17:20:33.145Z,2025-04-21T17:20:38Z,2i92r2eksw9ty9kis974k3uqy,V. Lund,,,5671347887,140,48.0,5671347889,141,50.6,5671347891,212,17.2,5671347893,213,4.36,5671347885,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804656661,42,1,1,4,53,45v50owpvshpijizwwlcw4lni,1,56.4,27.0,2025-04-21T17:20:38.272Z,2025-04-21T17:20:40Z,9mt0cpw6rkuv6ndn4jbon6hg5,E. Haugan,,,5671347959,213,5.01,5671347957,212,15.2,5671347949,56,Right,5671347955,141,5.6,5671347953,140,60.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804656685,43,1,1,4,55,45v50owpvshpijizwwlcw4lni,1,57.6,10.7,2025-04-21T17:20:40.400Z,2025-04-21T19:49:10Z,864mk13xqt9p7s22wdsdhnpat,M. Linnes,,,5671348091,56,Back,5671348093,140,40.2,5671348095,141,27.4,5671348097,212,21.5,5671348099,213,2.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804656717,44,1,1,5,1,45v50owpvshpijizwwlcw4lni,1,35.4,36.6,2025-04-21T17:20:46.992Z,2025-04-21T17:20:51Z,2y89r1uyyagwssn9m67ihdo7p,J. Karlstrøm,,,5671348257,213,1.47,5671348251,140,37.4,5671348253,141,68.5,5671348249,56,Back,5671348255,212,21.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804656729,45,1,1,5,6,45v50owpvshpijizwwlcw4lni,1,41.6,68.4,2025-04-21T17:20:51.328Z,2025-04-21T17:20:54Z,2i92r2eksw9ty9kis974k3uqy,V. Lund,,,5671348375,212,10.8,5671348369,56,Back,5671348371,140,35.8,5671348373,141,55.2,5671348377,213,4.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804656749,46,1,1,5,9,45v50owpvshpijizwwlcw4lni,1,35.0,50.9,2025-04-21T17:20:54.240Z,2025-04-21T17:20:56Z,2y89r1uyyagwssn9m67ihdo7p,J. Karlstrøm,,,5671348509,56,Back,5671348517,213,4.78,5671348511,140,35.9,5671348513,141,29.8,5671348515,212,14.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804656765,47,1,1,5,11,45v50owpvshpijizwwlcw4lni,1,44.1,23.0,2025-04-21T17:20:56.688Z,2025-04-21T17:20:59Z,9mt0cpw6rkuv6ndn4jbon6hg5,E. Haugan,,,5671348619,213,5.58,5671348617,212,16.0,5671348615,141,7.7,5671348613,140,55.7,5671348611,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804656785,48,1,1,5,14,45v50owpvshpijizwwlcw4lni,1,57.4,6.2,2025-04-21T17:20:59.608Z,2025-04-21T17:21:03Z,864mk13xqt9p7s22wdsdhnpat,M. Linnes,,,5671348727,213,0.57,5671348719,56,Center,5671348725,212,37.1,5671348723,141,35.7,5671348721,140,87.1,5671348729,1,,5671348717,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804679899,424,44,1,5,16,45v50owpvshpijizwwlcw4lni,1,71.1,33.3,2025-04-21T17:21:02.096Z,2025-04-21T19:51:24Z,5w0p51an11m21e5hnpjtukx04,J. Abdullai,,,5671771653,286,,5671484523,56,Center,5671771663,233,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804656783,45,44,1,5,16,ctvzi2jbl1q6xzq0s3sexj73g,0,28.9,66.7,2025-04-21T17:21:02.097Z,2025-04-21T19:51:24Z,7gqecbxztxxovmo1b6zqqcgve,O. Bjørtuft,,,5671348709,56,Back,5671771681,233,424,5671348711,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804656787,49,1,1,5,17,45v50owpvshpijizwwlcw4lni,0,87.2,35.7,2025-04-21T17:21:02.904Z,2025-04-21T19:46:06Z,5w0p51an11m21e5hnpjtukx04,J. Abdullai,,,5671348739,140,90.5,5671348735,168,,5671348733,3,,5671348741,141,50.9,5671348743,212,10.9,5671348737,56,Center,5671348745,213,1.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804656857,47,1,1,5,24,ctvzi2jbl1q6xzq0s3sexj73g,1,15.3,52.8,2025-04-21T17:21:10.144Z,2025-04-21T17:21:13Z,bjgxlgzxbm2fj3c2xq6mtsru1,N. Haikin,,,5671349245,140,15.3,5671349243,56,Back,5671349241,123,,5671349251,213,4.71,5671349247,141,39.7,5671349249,212,8.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804656879,48,1,1,5,28,ctvzi2jbl1q6xzq0s3sexj73g,1,17.8,37.9,2025-04-21T17:21:13.273Z,2025-04-21T17:21:16Z,7gqecbxztxxovmo1b6zqqcgve,O. Bjørtuft,,,5671349365,141,69.4,5671349363,140,12.6,5671349361,56,Back,5671349369,213,1.82,5671349367,212,22.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804656913,49,1,1,5,30,ctvzi2jbl1q6xzq0s3sexj73g,1,13.5,77.3,2025-04-21T17:21:16.113Z,2025-04-21T17:21:21Z,38qnvrvf3y1xs22tovwy21jv9,J. Gundersen,,,5671349575,213,1.37,5671349567,56,Back,5671349571,141,93.9,5671349573,212,11.5,5671349569,140,15.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804656933,50,1,1,5,36,ctvzi2jbl1q6xzq0s3sexj73g,1,24.3,92.7,2025-04-21T17:21:21.433Z,2025-04-21T17:21:24Z,dnw3y6r7bk0aqbta2s7ttivhl,F. Bjørkan,,,5671349699,141,72.9,5671349697,140,30.8,5671349701,212,15.1,5671349703,213,5.18,5671349695,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804656943,51,1,1,5,39,ctvzi2jbl1q6xzq0s3sexj73g,0,39.2,77.9,2025-04-21T17:21:24.217Z,2025-04-21T19:48:57Z,do2fwr0qn3kg0qb40e3i36q51,P. Berg,,,5671349759,212,30.9,5671349757,141,76.4,5671349755,140,68.6,5671349761,213,6.25,5671349753,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804656979,51,1,1,5,43,45v50owpvshpijizwwlcw4lni,1,22.1,24.0,2025-04-21T17:21:28.384Z,2025-04-21T17:21:31Z,9mt0cpw6rkuv6ndn4jbon6hg5,E. Haugan,,,5671349963,213,2.35,5671349961,212,21.9,5671349955,56,Back,5671349957,140,7.5,5671349959,141,47.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804656989,52,1,1,5,45,45v50owpvshpijizwwlcw4lni,0,7.5,48.4,2025-04-21T17:21:30.897Z,2025-04-21T17:21:32Z,2y89r1uyyagwssn9m67ihdo7p,J. Karlstrøm,,,5671350015,155,,5671350017,56,Back,5671350023,212,33.5,5671350021,141,77.3,5671350025,213,0.63,5671350027,1,,5671350019,140,33.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804657011,53,43,1,5,50,45v50owpvshpijizwwlcw4lni,1,0.0,0.0,2025-04-21T17:21:35.240Z,2025-04-21T17:21:55Z,6hfh81884cw22q8ekjmiezq39,K. Haugen,,,5671350097,56,Back,5671350099,285,0,5671350853,144,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804657089,53,15,1,5,53,ctvzi2jbl1q6xzq0s3sexj73g,1,93.7,36.4,2025-04-21T17:21:38.737Z,2025-04-21T20:03:29Z,b2ibeioms7t9vb3au7tpqys4p,H. Evjen,,,5671779565,458,,5671359267,82,,5671363251,146,94.7,5671811645,215,,5671350555,63,,5671363247,100,,5671363233,80,,5671350553,22,,5671363257,231,46.8,5671777055,233,54,5671363253,147,39.0,5671363255,230,99.0,5671363231,72,5671363243,102,47.1,5671363245,103,19,5671350557,56,Center,,,,,,,,,,
2804657055,54,10,1,5,53,45v50owpvshpijizwwlcw4lni,1,5.3,61.0,2025-04-21T17:21:38.837Z,2025-04-21T19:48:09Z,2i92r2eksw9ty9kis974k3uqy,V. Lund,,,5671777039,94,,5671350339,56,Back,5671777065,233,53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804657189,54,6,1,5,55,ctvzi2jbl1q6xzq0s3sexj73g,1,96.0,40.0,2025-04-21T17:21:40.857Z,2025-04-21T19:50:52Z,b2ibeioms7t9vb3au7tpqys4p,H. Evjen,,,5671351289,75,,5671783721,233,55,5671351287,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804657065,55,6,1,5,55,45v50owpvshpijizwwlcw4lni,0,4.0,60.0,2025-04-21T17:21:40.857Z,2025-04-21T19:50:53Z,2i92r2eksw9ty9kis974k3uqy,V. Lund,,,5671783729,233,54,5671350437,73,,5671350435,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804657225,55,1,1,6,25,ctvzi2jbl1q6xzq0s3sexj73g,1,99.5,0.5,2025-04-21T17:22:11.081Z,2025-04-21T19:49:04Z,do2fwr0qn3kg0qb40e3i36q51,P. Berg,1.0,,5671351487,213,1.76,5671351479,56,Center,5671351481,140,93.0,5671779791,210,15,5671351473,6,,5671351475,155,,5671351483,141,53.6,5671351485,212,36.7,5671351477,224,,5671351489,1,,5671351471,2,,5671779793,154,,,,,,,,,,,,,,,,,,,,,,
2804657235,56,15,1,6,28,ctvzi2jbl1q6xzq0s3sexj73g,1,94.0,46.2,2025-04-21T17:22:14.056Z,2025-04-21T20:04:43Z,38qnvrvf3y1xs22tovwy21jv9,J. Gundersen,,,5671366497,146,98.0,5671366487,80,,5671814421,328,,5671366491,103,19,5671779795,29,,5671351541,56,Center,5671366499,147,45.8,5671366489,102,45.7,5671358859,82,,5671366503,231,48.2,5671779797,154,,5671366501,230,98.8,5671366485,25,5671366495,100,,5671358855,20,,5671779799,55,55,5671366525,233,56,5671351539,17,,,,,
2804657243,56,10,1,6,28,45v50owpvshpijizwwlcw4lni,1,3.2,49.5,2025-04-21T17:22:14.156Z,2025-04-21T19:48:28Z,5w0p51an11m21e5hnpjtukx04,J. Abdullai,,,5671351577,94,,5671366535,233,56,5671351579,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804657249,57,1,1,6,31,ctvzi2jbl1q6xzq0s3sexj73g,0,92.9,10.0,2025-04-21T17:22:16.825Z,2025-04-21T17:22:17Z,do2fwr0qn3kg0qb40e3i36q51,P. Berg,,,5671351593,155,,5671351591,2,,5671351595,56,Center,5671351597,140,92.4,5671351601,212,20.4,5671351603,213,1.60,5671351599,141,40.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804657261,57,12,1,6,32,45v50owpvshpijizwwlcw4lni,1,2.9,53.7,2025-04-21T17:22:17.256Z,2025-04-21T17:22:19Z,cv38uxcibt3cwwj54m9ydg86i,E. Breivik,,,5671351661,212,20.1,5671351663,213,1.37,5671351655,56,Back,5671351657,140,6.7,5671351659,141,82.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804657263,58,12,1,6,33,45v50owpvshpijizwwlcw4lni,1,11.1,49.1,2025-04-21T17:22:18.816Z,2025-04-21T17:22:20Z,5w0p51an11m21e5hnpjtukx04,J. Abdullai,,,5671351679,212,29.4,5671351681,213,1.24,5671351689,15,,5671351677,141,90.0,5671351675,140,20.2,5671351673,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804657323,60,1,1,6,38,45v50owpvshpijizwwlcw4lni,1,40.7,90.8,2025-04-21T17:22:23.456Z,2025-04-21T17:22:29Z,cv38uxcibt3cwwj54m9ydg86i,E. Breivik,,,5671352051,141,85.4,5671352053,212,28.5,5671352047,56,Left,5671352055,213,6.15,5671352049,140,67.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804657325,61,1,1,6,44,45v50owpvshpijizwwlcw4lni,0,82.1,84.2,2025-04-21T17:22:29.392Z,2025-04-21T19:50:19Z,5w0p51an11m21e5hnpjtukx04,J. Abdullai,,,5671352069,212,3.3,5671352071,213,5.07,5671767425,236,,5671352063,56,Left,5671767431,286,,5671352065,140,83.2,5671352067,141,79.7,5671767427,233,58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804657377,58,74,1,6,44,ctvzi2jbl1q6xzq0s3sexj73g,1,15.6,27.0,2025-04-21T17:22:29.393Z,2025-04-21T19:55:47Z,dgki9si023s93nymhod74jlzo,F. Sjøvold,,,5671352469,285,,5671352465,56,Back,5671767461,233,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804657403,59,6,1,6,47,ctvzi2jbl1q6xzq0s3sexj73g,0,6.0,18.3,2025-04-21T17:22:32.305Z,2025-04-21T19:55:09Z,dgki9si023s93nymhod74jlzo,F. Sjøvold,,,5671352629,56,Back,5671783921,233,62,5671352631,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804657341,62,6,1,6,47,45v50owpvshpijizwwlcw4lni,1,94.0,81.7,2025-04-21T17:22:32.305Z,2025-04-21T19:55:08Z,5w0p51an11m21e5hnpjtukx04,J. Abdullai,,,5671352273,56,Left,5671352275,73,,5671783911,233,59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804657625,63,1,1,7,20,45v50owpvshpijizwwlcw4lni,1,99.5,99.5,2025-04-21T17:23:05.552Z,2025-04-21T17:27:03Z,5al9uyujlrlb17o4r5sapkkk4,M. Enggård,,,5671353819,140,96.7,5671353825,213,4.01,5671353823,212,4.5,5671353821,141,94.4,5671353817,56,Left,5671353815,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804657629,64,1,1,7,22,45v50owpvshpijizwwlcw4lni,1,96.7,94.4,2025-04-21T17:23:08.185Z,2025-04-21T17:27:01Z,cdqa1j5yeh8u9ll0ijx28oyj9,M. Møller Dæhli,,,5671353845,56,Left,5671353851,212,1.4,5671353853,213,2.99,5671353847,140,95.4,5671353849,141,94.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804657631,65,1,1,7,23,45v50owpvshpijizwwlcw4lni,1,94.6,92.4,2025-04-21T17:23:09.104Z,2025-04-21T17:27:09Z,5al9uyujlrlb17o4r5sapkkk4,M. Enggård,,,5671353859,155,,5671353869,213,4.73,5671353857,2,,5671353867,212,25.5,5671353865,141,54.9,5671353861,56,Center,5671353863,140,95.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804659167,107,1,1,7,24,45v50owpvshpijizwwlcw4lni,1,95.7,66.4,2025-04-21T17:23:10.024Z,2025-04-21T17:27:10Z,9mt0cpw6rkuv6ndn4jbon6hg5,E. Haugan,1.0,,5671363315,56,Center,5671363323,213,3.19,5671363321,212,9.4,5671364365,210,15,5671363319,141,65.8,5671364367,154,,5671363317,140,86.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
