id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/9/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/10/value,qualifier/11/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/14/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId
2803841991,42,5,1,2,17,80hgdmpkvdrhw1ge9nks2kxvy,0,82.6,100.9,2025-04-20T12:33:59.933Z,2025-04-20T14:46:26Z,ebkhyti8l579bl8amir9zgl5g,J. Romsaas,,,5666909779,347,,5666910029,233,15,5666909777,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803842203,16,1,1,2,30,uqspd1bx7f6mq8ohj50u1k1k,1,25.9,0.0,2025-04-20T12:34:12.886Z,2025-04-20T12:34:14Z,4zypjoj5r2y9fqpqxn8cd7o16,I. Hoffmann,,,5666910863,213,0.70,5666910853,107,,5666910855,56,Back,5666910861,212,12.0,5666910857,140,34.6,5666910859,141,10.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803842209,17,61,1,2,32,uqspd1bx7f6mq8ohj50u1k1k,0,34.6,10.9,2025-04-20T12:34:14.669Z,2025-04-20T12:34:15Z,8jn4wq3d1ro8f89lttw4b9rzd,A. Ndour,,,5666910883,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803842235,43,1,1,2,33,80hgdmpkvdrhw1ge9nks2kxvy,1,67.6,79.3,2025-04-20T12:34:15.774Z,2025-04-20T12:34:16Z,5mvddfxv6aqzohz87gopwl990,J. Hjertø-Dahl,,,5666911021,141,84.5,5666911017,56,Left,5666911019,140,67.2,5666911023,212,3.6,5666911025,213,1.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803842251,45,1,1,2,34,80hgdmpkvdrhw1ge9nks2kxvy,1,67.2,84.5,2025-04-20T12:34:16.567Z,2025-04-20T12:34:17Z,b0zkcgl6f68noauzpuhzjm4tl,A. Jenssen,,,5666911101,140,73.4,5666911099,56,Center,5666911107,213,5.36,5666911105,212,10.8,5666911103,141,71.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803842297,46,1,1,2,35,80hgdmpkvdrhw1ge9nks2kxvy,1,73.4,71.8,2025-04-20T12:34:17.327Z,2025-04-20T12:34:19Z,1qeetk4waatuxev4mqvbxx87p,R. Jenssen,,,5666911337,56,Back,5666911343,212,37.9,5666911347,1,,5666911345,213,3.24,5666911341,141,66.1,5666911339,140,37.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803842339,47,1,1,2,37,80hgdmpkvdrhw1ge9nks2kxvy,1,37.5,66.1,2025-04-20T12:34:19.615Z,2025-04-20T12:34:22Z,1gwemllvgcore4shqy79qu82y,V. Skjærvik,,,5666911559,140,36.8,5666911563,212,10.1,5666911565,213,1.64,5666911561,141,80.9,5666911557,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803842399,48,1,1,2,40,80hgdmpkvdrhw1ge9nks2kxvy,1,35.7,72.6,2025-04-20T12:34:22.414Z,2025-04-20T12:34:25Z,9l89pnte9uhyc8jnads2lintg,T. Guddal,,,5666911853,56,Back,5666911861,213,3.85,5666911857,141,56.0,5666911855,140,23.1,5666911859,212,17.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803842491,49,1,1,2,43,80hgdmpkvdrhw1ge9nks2kxvy,1,23.2,56.3,2025-04-20T12:34:25.367Z,2025-04-20T12:34:29Z,451kwpccebq3457c7jw8toz4l,J. Haugaard,,,5666912291,141,84.4,5666912287,56,Back,5666912289,140,29.2,5666912293,212,20.1,5666912295,213,1.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803842619,50,1,1,2,47,80hgdmpkvdrhw1ge9nks2kxvy,1,33.7,84.7,2025-04-20T12:34:29.519Z,2025-04-20T12:34:36Z,9l89pnte9uhyc8jnads2lintg,T. Guddal,,,5666913019,140,28.7,5666913023,212,13.5,5666913025,213,4.31,5666913017,56,Back,5666913021,141,66.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803842701,51,1,1,2,54,80hgdmpkvdrhw1ge9nks2kxvy,1,38.4,62.4,2025-04-20T12:34:36.486Z,2025-04-20T12:34:41Z,1qeetk4waatuxev4mqvbxx87p,R. Jenssen,,,5666913441,213,4.69,5666913437,141,37.1,5666913435,140,38.0,5666913431,56,Back,5666913439,212,17.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803842813,52,1,1,2,58,80hgdmpkvdrhw1ge9nks2kxvy,1,44.7,47.0,2025-04-20T12:34:40.798Z,2025-04-20T12:34:47Z,9l89pnte9uhyc8jnads2lintg,T. Guddal,,,5666913933,140,57.4,5666913937,212,13.5,5666913935,141,43.6,5666913931,56,Center,5666913939,213,6.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803842861,53,1,1,3,4,80hgdmpkvdrhw1ge9nks2kxvy,1,60.0,34.8,2025-04-20T12:34:47.214Z,2025-04-20T12:34:51Z,5mvddfxv6aqzohz87gopwl990,J. Hjertø-Dahl,,,5666914209,213,2.16,5666914201,56,Center,5666914207,212,11.1,5666914205,141,48.4,5666914203,140,54.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803842883,54,1,1,3,8,80hgdmpkvdrhw1ge9nks2kxvy,1,54.1,54.8,2025-04-20T12:34:51.062Z,2025-04-20T12:34:53Z,9l89pnte9uhyc8jnads2lintg,T. Guddal,,,5666914331,140,47.7,5666914329,56,Back,5666914337,213,2.05,5666914335,212,14.6,5666914333,141,73.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803842941,55,1,1,3,10,80hgdmpkvdrhw1ge9nks2kxvy,1,46.8,77.3,2025-04-20T12:34:53.094Z,2025-04-20T12:34:57Z,b0zkcgl6f68noauzpuhzjm4tl,A. Jenssen,,,5666914649,212,20.2,5666914653,213,0.61,5666914643,56,Left,5666914645,140,62.5,5666914647,141,94.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803842955,56,1,1,3,15,80hgdmpkvdrhw1ge9nks2kxvy,0,74.0,93.3,2025-04-20T12:34:57.694Z,2025-04-20T12:34:59Z,766yz5r437tgwjkn0ey8j2wwk,R. Norheim,,,5666914693,140,79.7,5666914695,141,77.2,5666914697,212,12.5,5666914691,56,Center,5666914699,213,5.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803842999,19,1,1,3,18,uqspd1bx7f6mq8ohj50u1k1k,1,16.3,31.6,2025-04-20T12:35:00.390Z,2025-04-20T12:35:01Z,2vkztwfo5zi3rbsnlmwsgfjvu,M. Olsen,,,5666914939,56,Back,5666914951,213,4.46,5666914949,212,10.2,5666914941,140,13.9,5666914945,141,17.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803843039,20,1,1,3,19,uqspd1bx7f6mq8ohj50u1k1k,1,13.9,17.0,2025-04-20T12:35:01.462Z,2025-04-20T12:35:03Z,4zypjoj5r2y9fqpqxn8cd7o16,I. Hoffmann,,,5666915157,212,9.7,5666915161,1,,5666915155,141,14.6,5666915153,140,23.0,5666915159,213,6.11,5666915151,56,Back,5666915149,157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803843111,21,1,1,3,20,uqspd1bx7f6mq8ohj50u1k1k,1,24.3,14.6,2025-04-20T12:35:03.262Z,2025-04-20T12:35:07Z,bqcjd0macjc7hmtz7zx34ym6t,R. Çorlu,,,5666915509,141,3.8,5666915513,213,4.91,5666915503,3,,5666915507,140,25.7,5666915511,212,7.5,5666915505,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803843043,57,83,1,3,21,80hgdmpkvdrhw1ge9nks2kxvy,0,75.7,81.5,2025-04-20T12:35:03.486Z,2025-04-20T12:35:09Z,cd0g5e95qabgsw4gl3b8ijoid,K. Antonsen,,,5666915633,399,8qmrc7p7k4bod8ojxl5ib6ot0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803843119,22,3,1,3,23,uqspd1bx7f6mq8ohj50u1k1k,0,27.4,4.9,2025-04-20T12:35:05.693Z,2025-04-20T13:30:45Z,8qmrc7p7k4bod8ojxl5ib6ot0,D. Tufekčić,,,5666915563,233,58,5666915539,56,Back,5666915541,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803843091,58,7,1,3,23,80hgdmpkvdrhw1ge9nks2kxvy,1,72.6,95.1,2025-04-20T12:35:05.694Z,2025-04-20T13:30:45Z,b0zkcgl6f68noauzpuhzjm4tl,A. Jenssen,,,5666915431,56,Left,5666915551,233,22,5666915429,167,,5666915433,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803843203,23,5,1,3,24,uqspd1bx7f6mq8ohj50u1k1k,1,32.3,-1.4,2025-04-20T12:35:06.566Z,2025-04-20T14:46:27Z,8qmrc7p7k4bod8ojxl5ib6ot0,D. Tufekčić,,,5666916055,347,,5666916053,56,Back,5666916099,233,59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803843103,59,5,1,3,24,80hgdmpkvdrhw1ge9nks2kxvy,0,67.7,101.4,2025-04-20T12:35:06.566Z,2025-04-20T14:46:27Z,b0zkcgl6f68noauzpuhzjm4tl,A. Jenssen,,,5666915453,56,Left,5666915455,347,,5666916161,233,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803843197,60,43,1,3,31,80hgdmpkvdrhw1ge9nks2kxvy,1,0.0,0.0,2025-04-20T12:35:14.182Z,2025-04-20T12:53:47Z,5mvddfxv6aqzohz87gopwl990,J. Hjertø-Dahl,,,5667020089,144,61,5666916015,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803843225,24,1,1,3,32,uqspd1bx7f6mq8ohj50u1k1k,1,27.4,0.0,2025-04-20T12:35:14.637Z,2025-04-20T12:35:16Z,4zypjoj5r2y9fqpqxn8cd7o16,I. Hoffmann,,,5666916189,107,,5666916201,213,1.27,5666916193,140,29.9,5666916197,212,9.0,5666916195,141,11.3,5666916191,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803843235,25,1,1,3,33,uqspd1bx7f6mq8ohj50u1k1k,1,29.9,11.3,2025-04-20T12:35:15.686Z,2025-04-20T12:39:39Z,bqcjd0macjc7hmtz7zx34ym6t,R. Çorlu,,,5666941067,155,,5666916239,56,Back,5666916241,140,34.4,5666916245,212,15.9,5666916247,213,1.27,5666916243,141,33.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803843303,26,1,1,3,36,uqspd1bx7f6mq8ohj50u1k1k,1,59.6,76.7,2025-04-20T12:35:18.287Z,2025-04-20T12:35:21Z,94s19kazaywfzrg007vsha6wa,R. Alte,,,5666916639,141,93.2,5666916643,213,0.90,5666916641,212,14.3,5666916635,56,Left,5666916637,140,68.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803843317,27,1,1,3,39,uqspd1bx7f6mq8ohj50u1k1k,0,83.5,82.0,2025-04-20T12:35:21.614Z,2025-04-20T12:35:22Z,7fsqcwqftmk6lms6f6u8lpdlg,S. Kilen,,,5666916717,2,,5666916721,56,Center,5666916729,213,5.06,5666916723,140,88.5,5666916725,141,60.9,5666916727,212,15.3,5666916719,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803843357,61,12,1,3,40,80hgdmpkvdrhw1ge9nks2kxvy,1,10.0,39.7,2025-04-20T12:35:22.510Z,2025-04-20T12:35:25Z,9l89pnte9uhyc8jnads2lintg,T. Guddal,,,5666916909,213,0.21,5666916901,56,Back,5666916905,141,43.3,5666916907,212,11.5,5666916903,140,20.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803843349,28,15,1,3,42,uqspd1bx7f6mq8ohj50u1k1k,1,81.1,52.8,2025-04-20T12:35:24.534Z,2025-04-20T15:35:05Z,bqcjd0macjc7hmtz7zx34ym6t,R. Çorlu,,,5666916865,22,,5666948285,230,98.6,5666948283,147,51.8,5666948263,72,,5666948273,102,47.8,5666948275,103,19,5666948279,458,,5666916867,18,,5667247167,233,62,5666948287,231,5666948269,80,5666948277,328,5666916869,56,Center,5666948281,146,84.9,50.7,5666923557,82,,,,,,,,,,,
2803843363,62,10,1,3,42,80hgdmpkvdrhw1ge9nks2kxvy,1,15.1,48.2,2025-04-20T12:35:24.634Z,2025-04-20T13:32:08Z,1qeetk4waatuxev4mqvbxx87p,R. Jenssen,,,5666916943,56,Back,5667247223,233,28,5667247107,94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803843443,63,12,1,3,44,80hgdmpkvdrhw1ge9nks2kxvy,1,15.7,44.0,2025-04-20T12:35:27.110Z,2025-04-20T12:35:29Z,b02g29dknl89wywv3l61fgueh,V. Erlien,,,5666917331,140,21.9,5666917333,141,38.2,5666917337,213,5.74,5666917329,56,Back,5666917335,212,7.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803843411,29,83,1,3,45,uqspd1bx7f6mq8ohj50u1k1k,0,71.6,59.1,2025-04-20T12:35:27.686Z,2025-04-20T13:34:14Z,15823p8n34f7coivq6wq687is,W. Igor,,,5666917477,399,ebkhyti8l579bl8amir9zgl5g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803843453,64,1,1,3,46,80hgdmpkvdrhw1ge9nks2kxvy,0,26.4,36.2,2025-04-20T12:35:28.854Z,2025-04-20T13:32:47Z,ebkhyti8l579bl8amir9zgl5g,J. Romsaas,,,5667250643,141,34.6,5667250645,212,1.9,5667250647,213,3.75,5667250703,236,,5667250705,233,30,5666917365,56,Back,5667250709,286,,5667250641,140,24.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803843503,30,74,1,3,46,uqspd1bx7f6mq8ohj50u1k1k,1,74.8,62.8,2025-04-20T12:35:28.855Z,2025-04-20T13:32:47Z,bqcjd0macjc7hmtz7zx34ym6t,R. Çorlu,,,5667250775,233,64,5666917591,56,Center,5667250001,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803908631,430,1,1,3,46,80hgdmpkvdrhw1ge9nks2kxvy,0,22.5,43.3,2025-04-20T12:35:29.280Z,2025-04-20T13:34:37Z,1qeetk4waatuxev4mqvbxx87p,R. Jenssen,,,5667257443,56,Back,5667257447,141,43.3,5667257445,140,28.3,5667259591,286,,5667259585,236,,5667259587,233,406,5667257449,212,6.1,5667257451,213,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803907719,406,74,1,3,47,uqspd1bx7f6mq8ohj50u1k1k,1,75.2,57.6,2025-04-20T12:35:29.281Z,2025-04-20T13:34:35Z,bqcjd0macjc7hmtz7zx34ym6t,R. Çorlu,,,5667252259,56,Center,5667252261,285,,5667259673,233,430,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803843625,32,1,1,3,51,uqspd1bx7f6mq8ohj50u1k1k,1,65.2,59.4,2025-04-20T12:35:33.998Z,2025-04-20T12:35:37Z,15823p8n34f7coivq6wq687is,W. Igor,,,5666918231,212,14.7,5666918225,56,Center,5666918227,140,55.5,5666918229,141,75.0,5666918233,213,2.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803843691,33,1,1,3,54,uqspd1bx7f6mq8ohj50u1k1k,1,55.3,72.9,2025-04-20T12:35:36.629Z,2025-04-20T12:35:39Z,3sfh0fq729hxtea9rzfke9979,D. Ulvestad,,,5666918551,56,Center,5666918559,213,4.66,5666918555,141,31.9,5666918557,212,27.9,5666918553,140,54.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803843709,34,1,1,3,57,uqspd1bx7f6mq8ohj50u1k1k,1,58.8,30.6,2025-04-20T12:35:39.518Z,2025-04-20T12:35:41Z,2vkztwfo5zi3rbsnlmwsgfjvu,M. Olsen,,,5666918645,212,16.2,5666918647,213,5.24,5666918643,141,10.0,5666918641,140,66.5,5666918639,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803843747,35,1,1,3,58,uqspd1bx7f6mq8ohj50u1k1k,1,64.1,6.8,2025-04-20T12:35:40.782Z,2025-04-20T12:35:43Z,4zypjoj5r2y9fqpqxn8cd7o16,I. Hoffmann,,,5666918907,140,56.6,5666918911,212,11.8,5666918905,56,Right,5666918913,213,2.30,5666918909,141,19.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803843829,36,1,1,4,0,uqspd1bx7f6mq8ohj50u1k1k,1,56.4,19.7,2025-04-20T12:35:43.117Z,2025-04-20T12:35:58Z,2vkztwfo5zi3rbsnlmwsgfjvu,M. Olsen,1.0,,5666919369,56,Center,5666920515,210,15,5666919371,140,68.5,5666919373,141,27.4,5666919377,213,0.39,5666919375,212,13.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803843837,37,15,1,4,4,uqspd1bx7f6mq8ohj50u1k1k,1,76.5,44.8,2025-04-20T12:35:46.718Z,2025-04-20T15:35:41Z,bqcjd0macjc7hmtz7zx34ym6t,R. Çorlu,,,5666920537,102,50.9,5666920529,78,,5666919425,56,Center,5666919423,18,,5666919889,72,,5666920541,215,,5666920531,29,,5666920563,233,67,5666920539,103,3.2,5666920533,55,5666920545,147,5666920543,146,5666919421,22,,,,,36,,,50.5,98.4,,,,,,,,,
2803843857,67,10,1,4,4,80hgdmpkvdrhw1ge9nks2kxvy,1,3.2,49.1,2025-04-20T12:35:46.818Z,2025-04-20T12:35:59Z,451kwpccebq3457c7jw8toz4l,J. Haugaard,,,5666919543,182,,5666920141,177,,5666919545,56,Back,5666920145,180,,5666920619,233,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803844231,70,1,1,4,24,80hgdmpkvdrhw1ge9nks2kxvy,1,13.5,53.0,2025-04-20T12:36:06.341Z,2025-04-20T12:36:09Z,451kwpccebq3457c7jw8toz4l,J. Haugaard,,,5666921521,56,Back,5666921561,189,,5666921529,213,5.46,5666921523,140,24.1,5666921525,141,35.4,5666921527,212,16.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803844347,71,1,1,4,28,80hgdmpkvdrhw1ge9nks2kxvy,1,18.7,23.4,2025-04-20T12:36:10.501Z,2025-04-20T12:36:16Z,9l89pnte9uhyc8jnads2lintg,T. Guddal,,,5666922139,140,12.7,5666922141,141,52.8,5666922137,56,Back,5666922145,213,1.88,5666922143,212,21.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803844365,72,1,1,4,34,80hgdmpkvdrhw1ge9nks2kxvy,1,21.3,54.2,2025-04-20T12:36:16.294Z,2025-04-20T12:36:17Z,451kwpccebq3457c7jw8toz4l,J. Haugaard,,,5666922251,140,34.1,5666922253,141,40.7,5666922249,56,Back,5666922257,213,5.68,5666922255,212,16.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803844377,73,1,1,4,35,80hgdmpkvdrhw1ge9nks2kxvy,1,34.1,40.7,2025-04-20T12:36:17.725Z,2025-04-20T12:36:23Z,1qeetk4waatuxev4mqvbxx87p,R. Jenssen,,,5666922315,213,4.11,5666922313,212,12.8,5666922307,56,Back,5666922333,156,,5666922311,141,25.2,5666922309,140,27.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803844583,74,1,1,4,40,80hgdmpkvdrhw1ge9nks2kxvy,1,34.3,31.8,2025-04-20T12:36:23.005Z,2025-04-20T12:36:29Z,9l89pnte9uhyc8jnads2lintg,T. Guddal,,,5666923319,56,Back,5666923323,141,27.4,5666923325,212,8.1,5666923327,213,5.91,5666923321,140,41.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803844617,75,1,1,4,47,80hgdmpkvdrhw1ge9nks2kxvy,1,63.0,23.9,2025-04-20T12:36:29.429Z,2025-04-20T12:36:31Z,5mvddfxv6aqzohz87gopwl990,J. Hjertø-Dahl,,,5666923535,141,9.5,5666923537,212,11.3,5666923533,140,68.3,5666923531,56,Right,5666923539,213,5.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803844671,76,1,1,4,49,80hgdmpkvdrhw1ge9nks2kxvy,1,68.4,9.7,2025-04-20T12:36:31.309Z,2025-04-20T12:36:34Z,1gwemllvgcore4shqy79qu82y,V. Skjærvik,,,5666923799,213,0.42,5666923791,56,Right,5666923793,140,80.9,5666923795,141,18.3,5666923797,212,14.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803844679,77,1,1,4,52,80hgdmpkvdrhw1ge9nks2kxvy,0,84.3,20.0,2025-04-20T12:36:34.404Z,2025-04-20T12:36:35Z,ebkhyti8l579bl8amir9zgl5g,J. Romsaas,,,5666923853,212,7.2,5666923857,213,1.41,5666923839,56,Center,5666923837,155,,5666923833,2,,5666923847,141,30.4,5666923843,140,85.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803844697,38,12,1,4,52,uqspd1bx7f6mq8ohj50u1k1k,1,11.5,66.0,2025-04-20T12:36:35.118Z,2025-04-20T12:36:36Z,3sfh0fq729hxtea9rzfke9979,D. Ulvestad,,,5666923959,140,12.5,5666924009,15,,5666923963,141,74.5,5666923967,212,5.9,5666923971,213,1.39,5666923955,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803844795,40,1,1,4,55,uqspd1bx7f6mq8ohj50u1k1k,0,11.8,73.8,2025-04-20T12:36:37.766Z,2025-04-20T12:54:42Z,15823p8n34f7coivq6wq687is,W. Igor,,,5666924455,1,,5666924453,213,0.37,5666924445,56,Left,5666924447,140,58.3,5666924449,141,100.0,5666924439,157,,5666924451,212,52.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803844799,41,5,1,4,59,uqspd1bx7f6mq8ohj50u1k1k,0,59.4,101.4,2025-04-20T12:36:41.604Z,2025-04-20T14:46:28Z,15823p8n34f7coivq6wq687is,W. Igor,,,5666924475,347,,5666924473,56,Left,5666924663,233,78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803844821,78,5,1,4,59,80hgdmpkvdrhw1ge9nks2kxvy,1,40.6,-1.4,2025-04-20T12:36:41.604Z,2025-04-20T12:36:45Z,ebkhyti8l579bl8amir9zgl5g,J. Romsaas,,,5666924571,56,Back,5666924617,233,41,5666924573,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803844981,79,1,1,5,7,80hgdmpkvdrhw1ge9nks2kxvy,1,40.1,0.0,2025-04-20T12:36:49.764Z,2025-04-20T12:37:15Z,1gwemllvgcore4shqy79qu82y,V. Skjærvik,,,5666925475,1,,5666925473,213,2.20,5666925469,141,24.1,5666925471,212,22.0,5666925463,107,,5666925467,140,27.7,5666925465,56,Back,5666927481,189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803845065,80,1,1,5,9,80hgdmpkvdrhw1ge9nks2kxvy,1,31.4,31.5,2025-04-20T12:36:51.948Z,2025-04-20T12:36:57Z,451kwpccebq3457c7jw8toz4l,J. Haugaard,,,5666925873,212,52.1,5666925877,1,,5666925875,213,0.81,5666925869,140,65.7,5666925871,141,86.9,5666925867,56,Left,5666925865,157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803845101,81,44,1,5,12,80hgdmpkvdrhw1ge9nks2kxvy,1,60.7,90.4,2025-04-20T12:36:54.517Z,2025-04-20T13:30:54Z,766yz5r437tgwjkn0ey8j2wwk,R. Norheim,,,5666926095,233,42,5666926077,286,,5666926075,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803845035,42,44,1,5,12,uqspd1bx7f6mq8ohj50u1k1k,0,39.3,9.6,2025-04-20T12:36:54.518Z,2025-04-20T13:30:55Z,4zypjoj5r2y9fqpqxn8cd7o16,I. Hoffmann,,,5666925739,285,,5666925737,56,Back,5666926149,233,81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803845125,82,61,1,5,12,80hgdmpkvdrhw1ge9nks2kxvy,0,64.1,91.5,2025-04-20T12:36:54.988Z,2025-04-20T13:31:27Z,766yz5r437tgwjkn0ey8j2wwk,R. Norheim,,,5666926199,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803845159,43,5,1,5,16,uqspd1bx7f6mq8ohj50u1k1k,1,30.0,-1.3,2025-04-20T12:36:58.638Z,2025-04-20T13:31:19Z,4zypjoj5r2y9fqpqxn8cd7o16,I. Hoffmann,,,5666926425,233,83,5666926395,56,Back,5666926397,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803845129,83,5,1,5,16,80hgdmpkvdrhw1ge9nks2kxvy,0,70.0,101.3,2025-04-20T12:36:58.638Z,2025-04-20T14:46:28Z,766yz5r437tgwjkn0ey8j2wwk,R. Norheim,,,5666926455,233,43,5666926225,56,Left,5666926227,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803845217,44,1,1,5,20,uqspd1bx7f6mq8ohj50u1k1k,1,36.4,0.0,2025-04-20T12:37:03.246Z,2025-04-20T12:37:06Z,4zypjoj5r2y9fqpqxn8cd7o16,I. Hoffmann,,,5666926643,140,37.3,5666926645,141,8.6,5666926647,212,6.7,5666926639,107,,5666926649,213,1.43,5666926641,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803845239,45,1,1,5,24,uqspd1bx7f6mq8ohj50u1k1k,1,39.6,11.4,2025-04-20T12:37:06.407Z,2025-04-20T12:37:07Z,8qmrc7p7k4bod8ojxl5ib6ot0,D. Tufekčić,,,5666926751,213,3.65,5666926749,212,8.1,5666926747,141,5.6,5666926745,140,32.9,5666926743,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
