id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/8/value,qualifier/9/value,qualifier/10/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value
2823857511,40,1,1,1,56,d8w1m5j3jbd1eva8524dv4a20,0,71.6,55.7,2025-06-22T15:03:04.207Z,2025-06-22T15:03:05Z,1s3v8iujq9j1qbhccuun62jft,J. Eskesen,,5777953835,140,83.4,5777953831,155,,5777953839,212,26.4,5777953837,141,21.5,5777953841,213,5.20,5777953833,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823857547,23,1,1,2,2,btaf9fuj3xctycyjeqwereaow,0,23.6,93.6,2025-06-22T15:03:10.414Z,2025-06-22T15:03:12Z,92xhspr6bl1jyhqru3tsbjvqi,C. Cheng,,5777954005,213,5.98,5777953995,157,,5777954003,212,44.5,5777953997,56,Center,5777954007,1,,5777953999,140,64.1,5777954001,141,74.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823857573,42,1,1,2,6,d8w1m5j3jbd1eva8524dv4a20,1,35.2,31.8,2025-06-22T15:03:13.912Z,2025-06-22T15:03:17Z,14ypgy7ikxp4yubgkr3yhh90p,O. Krusnell,,5777954127,141,33.9,5777954131,213,0.10,5777954123,56,Back,5777954129,212,14.1,5777954125,140,48.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823857587,43,1,1,2,9,d8w1m5j3jbd1eva8524dv4a20,1,46.2,33.0,2025-06-22T15:03:17.584Z,2025-06-22T15:03:20Z,7wiychyw6gd8lw6zakd3swmlm,P. Bizoza,,5777954223,213,4.43,5777954215,56,Back,5777954219,141,19.1,5777954217,140,43.6,5777954221,212,9.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823857619,44,1,1,2,12,d8w1m5j3jbd1eva8524dv4a20,1,43.4,25.3,2025-06-22T15:03:20.160Z,2025-06-22T15:03:25Z,446klv47srbtz97yk7vgakbft,Bruno Leite,,5777954389,212,18.2,5777954385,140,30.8,5777954383,56,Back,5777954391,213,2.39,5777954387,141,43.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823857635,45,1,1,2,17,d8w1m5j3jbd1eva8524dv4a20,1,30.3,43.4,2025-06-22T15:03:25.065Z,2025-06-22T15:03:27Z,14ypgy7ikxp4yubgkr3yhh90p,O. Krusnell,,5777954445,56,Center,5777954451,212,31.3,5777954449,141,41.9,5777954447,140,60.1,5777954453,213,6.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823857649,46,1,1,2,20,d8w1m5j3jbd1eva8524dv4a20,1,56.0,38.6,2025-06-22T15:03:27.800Z,2025-06-22T15:03:30Z,6yj33ghw3e2x8lv9mtvqyg7x0,S. Diarra,,5777954531,56,Right,5777954535,141,7.9,5777954539,213,5.23,5777954537,212,24.0,5777954533,140,67.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823857663,47,1,1,2,22,d8w1m5j3jbd1eva8524dv4a20,1,71.6,3.4,2025-06-22T15:03:30.599Z,2025-06-22T15:03:33Z,4bhecy0vioxwdpmw64uyek3ro,S. Innvær,,5777954585,213,1.05,5777954581,141,16.2,5777954579,140,76.4,5777954583,212,10.1,5777954577,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823857673,48,1,1,2,25,d8w1m5j3jbd1eva8524dv4a20,1,74.1,6.5,2025-06-22T15:03:33.304Z,2025-06-22T15:03:34Z,b402113ae9zjswote8zxlzmc5,M. Konradsen,,5777954631,140,66.8,5777954635,212,14.5,5777954637,213,2.13,5777954629,56,Center,5777954633,141,24.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823857681,49,1,1,2,26,d8w1m5j3jbd1eva8524dv4a20,1,64.3,22.2,2025-06-22T15:03:34.696Z,2025-06-22T15:03:35Z,446klv47srbtz97yk7vgakbft,Bruno Leite,,5777954681,212,12.1,5777954679,141,29.2,5777954675,56,Center,5777954683,213,0.40,5777954677,140,74.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823857693,50,1,1,2,27,d8w1m5j3jbd1eva8524dv4a20,1,75.4,29.7,2025-06-22T15:03:35.424Z,2025-06-22T15:03:37Z,7wiychyw6gd8lw6zakd3swmlm,P. Bizoza,,5777954745,56,Center,5777954751,212,15.2,5777954749,141,32.8,5777954747,140,61.1,5777954753,213,3.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823857707,51,1,1,2,29,d8w1m5j3jbd1eva8524dv4a20,1,59.9,31.3,2025-06-22T15:03:37.649Z,2025-06-22T15:03:41Z,446klv47srbtz97yk7vgakbft,Bruno Leite,,5777954837,56,Center,5777954845,213,0.65,5777954841,141,44.8,5777954839,140,71.4,5777954843,212,15.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823857697,24,83,1,2,30,btaf9fuj3xctycyjeqwereaow,0,31.0,68.8,2025-06-22T15:03:38.407Z,2025-06-22T18:03:28Z,c57cmqsy5y46vndbsqq3pyu7e,R. Dzabic,,5777954981,399,7wiychyw6gd8lw6zakd3swmlm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823857719,52,1,1,2,33,d8w1m5j3jbd1eva8524dv4a20,1,72.6,39.5,2025-06-22T15:03:41.704Z,2025-06-22T15:03:44Z,7wiychyw6gd8lw6zakd3swmlm,P. Bizoza,,5777954907,56,Center,5777954911,141,43.7,5777954915,213,2.89,5777954909,140,61.9,5777954913,212,11.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823857709,25,43,1,2,34,btaf9fuj3xctycyjeqwereaow,1,0.0,0.0,2025-06-22T15:03:41.880Z,2025-06-22T15:14:57Z,c57cmqsy5y46vndbsqq3pyu7e,R. Dzabic,,5777971393,144,83,5777954979,399,446klv47srbtz97yk7vgakbft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823857723,53,43,1,2,36,d8w1m5j3jbd1eva8524dv4a20,1,0.0,0.0,2025-06-22T15:03:44.169Z,2025-06-22T15:03:55Z,446klv47srbtz97yk7vgakbft,Bruno Leite,,5777954923,56,Center,5777955323,144,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823857721,26,43,1,2,36,btaf9fuj3xctycyjeqwereaow,1,0.0,0.0,2025-06-22T15:03:44.455Z,2025-06-22T15:04:17Z,c57cmqsy5y46vndbsqq3pyu7e,R. Dzabic,,5777955705,144,83,5777955169,399,446klv47srbtz97yk7vgakbft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823857741,54,4,1,2,39,d8w1m5j3jbd1eva8524dv4a20,1,62.2,41.4,2025-06-22T15:03:47.393Z,2025-06-22T16:01:45Z,446klv47srbtz97yk7vgakbft,Bruno Leite,,5777955043,152,,5777955047,286,,5777955041,56,Center,5777955071,233,27,5777955039,13,,5777955045,265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823857747,27,4,1,2,39,btaf9fuj3xctycyjeqwereaow,0,37.8,58.6,2025-06-22T15:03:47.394Z,2025-06-22T16:01:45Z,c57cmqsy5y46vndbsqq3pyu7e,R. Dzabic,,5777955105,233,54,5777955065,152,,5777955063,56,Back,5777955067,265,,5777955069,285,,5777955061,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823857901,55,1,1,3,15,d8w1m5j3jbd1eva8524dv4a20,1,60.7,41.3,2025-06-22T15:04:23.489Z,2025-06-22T15:04:26Z,1s3v8iujq9j1qbhccuun62jft,J. Eskesen,,5777955943,56,Center,5777955947,141,71.4,5777955953,1,,5777955949,212,38.2,5777955951,213,0.57,5777955941,152,,5777955939,155,,5777955945,140,91.4,5777955937,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823857903,56,1,1,3,18,d8w1m5j3jbd1eva8524dv4a20,0,89.6,72.6,2025-06-22T15:04:26.201Z,2025-06-22T17:24:36Z,14ypgy7ikxp4yubgkr3yhh90p,O. Krusnell,,5777955963,212,11.0,5777955959,140,89.6,5777955965,213,4.71,5777955957,56,Center,5777955961,141,56.4,5777956381,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823857917,28,12,1,3,20,btaf9fuj3xctycyjeqwereaow,1,4.7,37.1,2025-06-22T15:04:27.935Z,2025-06-22T15:04:37Z,7zy4bzry9weswip0jogur6fbo,Z. Smajlović,,5777956019,213,5.12,5777956015,141,14.7,5777956011,56,Back,5777956013,140,11.0,5777956025,15,,5777956017,212,16.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823857955,57,1,1,3,25,d8w1m5j3jbd1eva8524dv4a20,1,90.6,87.2,2025-06-22T15:04:33.058Z,2025-06-22T15:04:50Z,14ypgy7ikxp4yubgkr3yhh90p,O. Krusnell,1.0,5777956245,212,15.3,5777956605,210,13,5777956239,56,Center,5777956241,140,77.7,5777956247,213,3.63,5777956607,154,,5777956243,141,76.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823857957,58,13,1,3,28,d8w1m5j3jbd1eva8524dv4a20,1,77.8,72.6,2025-06-22T15:04:36.306Z,2025-06-22T15:04:51Z,b402113ae9zjswote8zxlzmc5,M. Konradsen,,5777956625,24,,5777956643,231,51.6,5777956637,102,59.2,5777956457,20,,5777956633,55,57,5777956627,83,,5777956641,230,98.4,5777956257,56,Center,5777956629,29,5777956255,18,5777956631,154,5777956639,103,15.3,,,,,,,,,,,,,,,,,,,,,
2823858043,29,5,1,3,29,btaf9fuj3xctycyjeqwereaow,1,-1.2,42.4,2025-06-22T15:04:37.641Z,2025-06-22T17:02:27Z,7zy4bzry9weswip0jogur6fbo,Z. Smajlović,,5777956773,233,59,5777956759,56,Back,5777956761,346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823857971,59,5,1,3,29,d8w1m5j3jbd1eva8524dv4a20,0,101.2,57.6,2025-06-22T15:04:37.641Z,2025-06-22T15:04:56Z,b402113ae9zjswote8zxlzmc5,M. Konradsen,,5777956377,56,Center,5777956379,346,,5777956777,233,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823858099,30,1,1,3,59,btaf9fuj3xctycyjeqwereaow,1,3.7,38.8,2025-06-22T15:05:07.230Z,2025-06-22T15:05:10Z,7zy4bzry9weswip0jogur6fbo,Z. Smajlović,,5777957065,213,1.40,5777957057,56,Back,5777957059,140,5.5,5777957061,141,55.4,5777957069,237,,5777957055,124,,5777957063,212,11.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823858107,31,1,1,4,2,btaf9fuj3xctycyjeqwereaow,0,4.5,54.9,2025-06-22T15:05:09.934Z,2025-06-22T15:05:11Z,9l1jrghczcsus55hd9hx6gdzp,Elias Hadaya,,5777957105,56,Back,5777957109,141,62.0,5777957113,213,0.20,5777957111,212,24.7,5777957107,140,27.6,5777957103,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823858117,60,8,1,4,4,d8w1m5j3jbd1eva8524dv4a20,1,67.8,39.8,2025-06-22T15:05:12.209Z,2025-06-22T15:05:12Z,7wiychyw6gd8lw6zakd3swmlm,P. Bizoza,,5777957143,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823858125,32,83,1,4,5,btaf9fuj3xctycyjeqwereaow,0,29.4,62.3,2025-06-22T15:05:13.015Z,2025-06-22T18:03:27Z,v3hnsgptqqi0ystvybqtpyzu,J. Dunsby,,5777957247,399,7wiychyw6gd8lw6zakd3swmlm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823858127,62,1,1,4,6,d8w1m5j3jbd1eva8524dv4a20,1,68.9,40.6,2025-06-22T15:05:13.785Z,2025-06-22T15:18:13Z,7wiychyw6gd8lw6zakd3swmlm,P. Bizoza,,5777957189,213,3.90,5777957181,56,Center,5777957183,140,57.8,5777957187,212,16.0,5777957185,141,24.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823858131,33,83,1,4,7,btaf9fuj3xctycyjeqwereaow,0,29.2,63.3,2025-06-22T15:05:15.430Z,2025-06-22T15:18:24Z,92xhspr6bl1jyhqru3tsbjvqi,C. Cheng,,5777957355,399,446klv47srbtz97yk7vgakbft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823858135,63,1,1,4,7,d8w1m5j3jbd1eva8524dv4a20,1,58.7,17.3,2025-06-22T15:05:15.714Z,2025-06-22T15:05:16Z,446klv47srbtz97yk7vgakbft,Bruno Leite,,5777957227,212,16.0,5777957223,140,73.1,5777957221,56,Right,5777957225,141,9.7,5777957229,213,5.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823858147,64,1,1,4,10,d8w1m5j3jbd1eva8524dv4a20,0,77.5,7.1,2025-06-22T15:05:17.954Z,2025-06-22T15:05:20Z,4bhecy0vioxwdpmw64uyek3ro,S. Innvær,,5777957293,212,21.6,5777957289,140,93.4,5777957295,213,0.69,5777957291,141,27.3,5777957287,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823858175,34,1,1,4,13,btaf9fuj3xctycyjeqwereaow,1,6.2,67.5,2025-06-22T15:05:21.230Z,2025-06-22T15:05:23Z,6wygyy5z5i0okllr83e9ej8ph,F. Ottosson,,5777957387,140,18.9,5777957391,212,17.2,5777957385,56,Back,5777957393,213,0.68,5777957389,141,83.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823858185,36,1,1,4,15,btaf9fuj3xctycyjeqwereaow,1,18.9,83.5,2025-06-22T15:05:23.207Z,2025-06-22T15:05:23Z,92xhspr6bl1jyhqru3tsbjvqi,C. Cheng,,5777957423,141,78.7,5777957419,56,Back,5777957427,213,4.71,5777957421,140,18.9,5777957425,212,3.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823858195,37,1,1,4,16,btaf9fuj3xctycyjeqwereaow,0,18.9,78.7,2025-06-22T15:05:23.792Z,2025-06-22T18:03:19Z,3e1tqerfmnsaqicofczjljo8a,S. Mørk,,5777957479,56,Back,5777957481,140,30.1,5777957485,212,14.7,5777957487,213,0.64,5777957483,141,91.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823858197,38,45,1,4,18,btaf9fuj3xctycyjeqwereaow,0,29.9,91.8,2025-06-22T15:05:25.857Z,2025-06-22T18:03:15Z,92xhspr6bl1jyhqru3tsbjvqi,C. Cheng,,5777959157,233,65,5777957493,285,,5777957491,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823858203,65,3,1,4,18,d8w1m5j3jbd1eva8524dv4a20,1,70.1,8.2,2025-06-22T15:05:25.857Z,2025-06-22T16:04:01Z,446klv47srbtz97yk7vgakbft,Bruno Leite,,5777957535,286,,5777959153,233,38,5777957533,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823858211,67,1,1,4,20,d8w1m5j3jbd1eva8524dv4a20,1,70.7,7.4,2025-06-22T15:05:28.770Z,2025-06-22T15:05:30Z,446klv47srbtz97yk7vgakbft,Bruno Leite,,5777957565,141,15.2,5777957561,56,Right,5777957569,213,0.28,5777957567,212,19.1,5777957563,140,88.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823858215,68,1,1,4,22,d8w1m5j3jbd1eva8524dv4a20,1,93.2,15.0,2025-06-22T15:05:30.090Z,2025-06-22T15:05:31Z,4bhecy0vioxwdpmw64uyek3ro,S. Innvær,,5777957595,141,17.7,5777957593,140,77.3,5777957597,212,16.8,5777957599,213,3.03,5777957591,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823858223,69,1,1,4,23,d8w1m5j3jbd1eva8524dv4a20,1,86.0,16.7,2025-06-22T15:05:31.626Z,2025-06-22T15:05:46Z,b402113ae9zjswote8zxlzmc5,M. Konradsen,1.0,5777957675,2,,5777957687,213,1.22,5777957683,141,67.2,5777957685,212,36.6,5777957961,154,,5777957677,155,,5777957681,140,98.0,5777957689,1,,5777957959,210,5777957679,56,,,,,,13,Center,,,,,,,,,,,,,,,,,,,
2823858225,70,13,1,4,26,d8w1m5j3jbd1eva8524dv4a20,1,91.2,62.2,2025-06-22T15:05:34.699Z,2025-06-22T15:05:46Z,1s3v8iujq9j1qbhccuun62jft,J. Eskesen,,5777957981,29,,5777957989,102,58.2,5777957849,17,,5777957979,77,,5777957693,22,,5777957991,103,62.5,5777957697,56,Center,5777957847,15,,5777957853,328,5777957983,154,5777957997,231,5777957985,55,69,,,50.9,5777957993,230,98.9,,,,,,,,,,,,,,,
2823858239,39,5,1,4,27,btaf9fuj3xctycyjeqwereaow,1,-1.6,37.5,2025-06-22T15:05:35.143Z,2025-06-22T17:02:27Z,92xhspr6bl1jyhqru3tsbjvqi,C. Cheng,,5777957753,346,,5777957843,233,73,5777957751,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823858259,73,5,1,4,27,d8w1m5j3jbd1eva8524dv4a20,0,101.6,62.5,2025-06-22T15:05:35.143Z,2025-06-22T17:02:27Z,1s3v8iujq9j1qbhccuun62jft,J. Eskesen,,5777957839,56,Center,5777957841,346,,5777957855,233,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823858303,40,1,1,4,45,btaf9fuj3xctycyjeqwereaow,1,0.9,41.2,2025-06-22T15:05:52.893Z,2025-06-22T15:06:04Z,7zy4bzry9weswip0jogur6fbo,Z. Smajlović,,5777958127,56,Back,5777958139,237,,5777958131,141,48.2,5777958133,212,4.8,5777958129,140,1.7,5777958135,213,1.40,5777958125,124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823858307,41,1,1,4,45,btaf9fuj3xctycyjeqwereaow,1,1.7,48.2,2025-06-22T15:05:53.607Z,2025-06-22T15:05:54Z,9l1jrghczcsus55hd9hx6gdzp,Elias Hadaya,,5777958155,56,Back,5777958163,213,4.88,5777958161,212,5.8,5777958159,141,39.8,5777958157,140,2.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823858311,42,1,1,4,46,btaf9fuj3xctycyjeqwereaow,1,2.6,39.8,2025-06-22T15:05:54.224Z,2025-06-22T15:06:07Z,7zy4bzry9weswip0jogur6fbo,Z. Smajlović,,5777958185,212,9.2,5777958179,56,Back,5777958181,140,5.6,5777958187,213,1.22,5777958183,141,52.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823858323,43,1,1,4,47,btaf9fuj3xctycyjeqwereaow,1,5.6,52.5,2025-06-22T15:05:54.951Z,2025-06-22T15:05:57Z,9l1jrghczcsus55hd9hx6gdzp,Elias Hadaya,,5777958273,213,0.26,5777958267,140,15.6,5777958269,141,56.6,5777958271,212,10.9,5777958265,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823858335,44,1,1,4,49,btaf9fuj3xctycyjeqwereaow,1,15.6,56.6,2025-06-22T15:05:56.927Z,2025-06-22T15:05:59Z,3e1tqerfmnsaqicofczjljo8a,S. Mørk,,5777958345,141,54.3,5777958341,56,Back,5777958349,213,3.43,5777958347,212,5.5,5777958343,140,10.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823858339,45,12,1,4,52,btaf9fuj3xctycyjeqwereaow,1,8.8,55.1,2025-06-22T15:05:59.838Z,2025-06-22T15:06:01Z,9l1jrghczcsus55hd9hx6gdzp,Elias Hadaya,,5777958377,212,34.9,5777958373,140,22.4,5777958375,141,100.0,5777958371,56,Back,5777958379,213,1.15,5777958385,167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823858341,46,5,1,4,53,btaf9fuj3xctycyjeqwereaow,0,19.8,101.8,2025-06-22T15:06:00.865Z,2025-06-22T17:02:28Z,9l1jrghczcsus55hd9hx6gdzp,Elias Hadaya,,5777958381,56,Back,5777958383,347,,5777958439,233,74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823858347,74,5,1,4,53,d8w1m5j3jbd1eva8524dv4a20,1,80.2,-1.8,2025-06-22T15:06:00.865Z,2025-06-22T17:02:28Z,4bhecy0vioxwdpmw64uyek3ro,S. Innvær,,5777958423,233,46,5777958419,56,Right,5777958421,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823858365,75,1,1,4,57,d8w1m5j3jbd1eva8524dv4a20,1,84.3,0.0,2025-06-22T15:06:04.915Z,2025-06-22T15:06:07Z,4bhecy0vioxwdpmw64uyek3ro,S. Innvær,,5777958525,212,16.3,5777958521,140,71.4,5777958517,107,,5777958527,213,2.55,5777958519,56,Right,5777958523,141,11.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823858377,76,1,1,4,59,d8w1m5j3jbd1eva8524dv4a20,1,66.0,9.4,2025-06-22T15:06:07.619Z,2025-06-22T15:06:11Z,e20bu4y05cuuxz7zx3hl0erdg,M. Dia,,5777958607,140,48.5,5777958611,212,19.7,5777958605,56,Back,5777958613,213,2.77,5777958609,141,19.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823858381,77,1,1,5,3,d8w1m5j3jbd1eva8524dv4a20,1,45.0,22.1,2025-06-22T15:06:11.170Z,2025-06-22T15:06:15Z,5ezedgrsrflkr1gi8o6eu7j3e,M. Fischer,,5777958665,213,2.47,5777958657,56,Back,5777958661,141,49.7,5777958663,212,30.3,5777958659,140,22.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823858389,78,1,1,5,7,d8w1m5j3jbd1eva8524dv4a20,0,21.3,43.9,2025-06-22T15:06:15.091Z,2025-06-22T15:06:18Z,3hb7wwsfbna4xsgibrfrxcep6,J. Torkildsen,,5777958761,1,,5777958757,212,65.4,5777958753,140,83.4,5777958749,157,,5777958751,56,Center,5777958755,141,51.9,5777958759,213,0.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823858401,48,1,1,5,12,btaf9fuj3xctycyjeqwereaow,1,22.2,44.5,2025-06-22T15:06:19.991Z,2025-06-22T15:06:20Z,9l1jrghczcsus55hd9hx6gdzp,Elias Hadaya,,5777958813,140,24.9,5777958817,212,3.8,5777958819,213,5.54,5777958811,56,Back,5777958815,141,40.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823858425,49,1,1,5,15,btaf9fuj3xctycyjeqwereaow,1,25.1,40.0,2025-06-22T15:06:23.239Z,2025-06-22T15:06:28Z,7zy4bzry9weswip0jogur6fbo,Z. Smajlović,,5777958975,140,29.0,5777958981,213,1.15,5777958979,212,10.1,5777958977,141,53.6,5777958973,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823858445,50,1,1,5,20,btaf9fuj3xctycyjeqwereaow,1,33.4,55.4,2025-06-22T15:06:27.992Z,2025-06-22T15:06:32Z,865wj533fx1l6pf8jd40uya6s,S. Kristiansen,,5777959075,141,80.8,5777959077,212,20.3,5777959073,140,43.6,5777959071,56,Back,5777959079,213,1.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823858451,51,1,1,5,24,btaf9fuj3xctycyjeqwereaow,1,43.6,80.8,2025-06-22T15:06:32.399Z,2025-06-22T15:06:34Z,6wygyy5z5i0okllr83e9ej8ph,F. Ottosson,,5777959115,140,61.0,5777959119,212,18.3,5777959117,141,81.2,5777959121,213,0.01,5777959113,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823858461,52,1,1,5,26,btaf9fuj3xctycyjeqwereaow,1,61.5,83.8,2025-06-22T15:06:34.489Z,2025-06-22T15:06:39Z,92xhspr6bl1jyhqru3tsbjvqi,C. Cheng,,5777959191,140,46.1,5777959195,212,16.6,5777959197,213,3.37,5777959189,56,Back,5777959193,141,78.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823858471,53,1,1,5,31,btaf9fuj3xctycyjeqwereaow,1,56.7,81.4,2025-06-22T15:06:39.639Z,2025-06-22T15:06:41Z,6wygyy5z5i0okllr83e9ej8ph,F. Ottosson,,5777959265,141,72.0,5777959263,140,45.3,5777959267,212,13.6,5777959269,213,3.63,5777959261,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823858475,54,1,1,5,33,btaf9fuj3xctycyjeqwereaow,1,45.3,72.0,2025-06-22T15:06:41.458Z,2025-06-22T15:06:43Z,865wj533fx1l6pf8jd40uya6s,S. Kristiansen,,5777959297,140,54.7,5777959303,213,5.67,5777959301,212,12.1,5777959299,141,61.7,5777959295,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823858485,55,1,1,5,35,btaf9fuj3xctycyjeqwereaow,1,54.7,61.7,2025-06-22T15:06:42.945Z,2025-06-22T15:06:44Z,c57cmqsy5y46vndbsqq3pyu7e,R. Dzabic,,5777959365,56,Back,5777959369,141,65.8,5777959371,212,12.5,5777959373,213,2.92,5777959367,140,43.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823858501,56,1,1,5,36,btaf9fuj3xctycyjeqwereaow,1,43.1,65.8,2025-06-22T15:06:44.343Z,2025-06-22T15:06:47Z,865wj533fx1l6pf8jd40uya6s,S. Kristiansen,,5777959463,140,54.3,5777959467,212,15.5,5777959469,213,0.71,5777959461,56,Left,5777959465,141,80.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
