id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/8/value,qualifier/9/value,qualifier/11/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/15/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/20/id,qualifier/20/qualifierId
2737153233,18,5,1,2,42,9qsmopgutr7ut5g6workk8w4i,0,59.6,101.4,2024-10-21T17:04:35.655Z,2024-10-21T17:06:40Z,chteizjcvxpvze9p77gcttcoa,N. Vallys,,5302985341,56,Left,5302985359,233,39,5302985343,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2737153237,39,5,1,2,42,5rz9enoyknpg8ji78za5b82p0,1,40.4,-1.4,2024-10-21T17:04:35.655Z,2024-10-21T17:04:40Z,61sojkdsmaz9hbwaskt4rws15,M. Anderson,,5302985351,347,,5302985353,233,18,5302985349,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2737153293,40,1,1,2,44,5rz9enoyknpg8ji78za5b82p0,1,44.8,0.0,2024-10-21T17:04:37.943Z,2024-10-21T17:04:44Z,3gemcjqban843su9c9y5l2sk4,J. Andersen,,5302985603,140,31.6,5302985607,212,16.0,5302985601,56,Back,5302985599,107,,5302985609,213,2.62,5302985605,141,10.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2737153309,41,1,1,2,50,5rz9enoyknpg8ji78za5b82p0,1,30.7,13.6,2024-10-21T17:04:44.103Z,2024-10-21T17:04:46Z,aswmi1pnkzkvkexp8ngief6j9,F. Beijmo,,5302985703,140,26.5,5302985701,56,Back,5302985709,212,16.8,5302985713,213,1.84,5302985705,141,37.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2737153353,42,1,1,2,52,5rz9enoyknpg8ji78za5b82p0,1,26.6,39.0,2024-10-21T17:04:46.071Z,2024-10-21T17:04:52Z,6my7s0ezr6jldotm1w6nk7b9x,F. Tingager,,5302985959,56,Back,5302985965,212,21.7,5302985967,213,1.37,5302985963,141,70.2,5302985961,140,30.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2737153345,19,45,1,2,57,9qsmopgutr7ut5g6workk8w4i,0,68.8,22.4,2024-10-21T17:04:50.540Z,2024-10-21T21:48:51Z,94didhw8o1blxonn4amoahcr9,J. Radošević,,5303652537,56,Center,5303728777,286,,5303728773,233,764,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2737272015,764,3,1,2,57,5rz9enoyknpg8ji78za5b82p0,1,31.2,77.6,2024-10-21T17:04:50.540Z,2024-10-21T21:48:51Z,cgkvw4q8ddcjl0po181upzwx6,E. Kahl,,5303652447,464,,5303652443,56,Back,5303728757,233,19,5303652445,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2737153381,43,1,1,2,59,5rz9enoyknpg8ji78za5b82p0,1,26.9,71.3,2024-10-21T17:04:52.438Z,2024-10-21T17:04:55Z,cgkvw4q8ddcjl0po181upzwx6,E. Kahl,,5302986077,212,11.1,5302986073,140,21.2,5302986071,56,Back,5302986079,213,4.14,5302986075,141,57.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2737153383,44,1,1,3,1,5rz9enoyknpg8ji78za5b82p0,1,22.2,54.2,2024-10-21T17:04:55.191Z,2024-10-21T17:05:01Z,6my7s0ezr6jldotm1w6nk7b9x,F. Tingager,,5302986089,140,26.1,5302986095,213,4.89,5302986093,212,22.8,5302986087,56,Back,5302986091,141,21.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2737153449,45,1,1,3,8,5rz9enoyknpg8ji78za5b82p0,1,30.5,6.5,2024-10-21T17:05:01.367Z,2024-10-21T17:05:03Z,aswmi1pnkzkvkexp8ngief6j9,F. Beijmo,,5302986435,213,5.93,5302986427,56,Back,5302986431,141,1.5,5302986433,212,9.8,5302986429,140,39.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2737153485,46,1,1,3,10,5rz9enoyknpg8ji78za5b82p0,1,38.9,2.5,2024-10-21T17:05:03.367Z,2024-10-21T17:05:07Z,3gemcjqban843su9c9y5l2sk4,J. Andersen,,5302986649,213,2.45,5302986651,1,,5302986645,141,39.3,5302986643,140,10.4,5302986647,212,39.0,5302986641,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2737153515,47,1,1,3,14,5rz9enoyknpg8ji78za5b82p0,1,11.3,49.0,2024-10-21T17:05:07.655Z,2024-10-21T17:05:11Z,1h31bvtbae4q0edlp0u672hn9,J. Hansen,,5302986821,56,Back,5302986825,141,82.0,5302986823,140,25.3,5302986827,212,26.8,5302986829,213,0.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2737153557,48,1,1,3,18,5rz9enoyknpg8ji78za5b82p0,1,33.6,89.0,2024-10-21T17:05:11.607Z,2024-10-21T17:05:16Z,cgkvw4q8ddcjl0po181upzwx6,E. Kahl,,5302987081,1,,5302987071,56,Center,5302987077,212,63.7,5302987073,140,93.8,5302987075,141,77.0,5302987069,155,,5302987079,213,6.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2737153603,49,1,1,3,22,5rz9enoyknpg8ji78za5b82p0,1,91.5,76.7,2024-10-21T17:05:16.055Z,2024-10-21T20:35:37Z,43q9ytkbmtk5y3tgv77v7pmg9,M. Madsen,,5303653537,224,,5302987343,141,3.1,5302987347,213,4.69,5302987341,140,90.3,5303653539,72,,5302987339,56,Right,5302987349,1,,5302987345,212,50.1,5303653365,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2737153607,50,3,1,3,29,5rz9enoyknpg8ji78za5b82p0,0,97.8,10.8,2024-10-21T17:05:23.126Z,2024-10-21T20:35:44Z,3gemcjqban843su9c9y5l2sk4,J. Andersen,,5302987369,56,Right,5303653833,465,,5302987371,286,,5302987429,233,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2737153613,20,7,1,3,29,9qsmopgutr7ut5g6workk8w4i,1,2.2,89.2,2024-10-21T17:05:23.127Z,2024-10-21T20:35:46Z,1gr0k94d0nh7msa32f6728aok,C. Bischoff,,5302987405,233,50,5303653953,385,,5302987387,167,,5302987391,285,,5302987389,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2737153625,21,6,1,3,30,9qsmopgutr7ut5g6workk8w4i,0,0.1,89.4,2024-10-21T17:05:24.071Z,2024-10-21T20:35:53Z,1gr0k94d0nh7msa32f6728aok,C. Bischoff,,5302987459,73,,5302987503,233,51,5302987457,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2737153611,51,6,1,3,30,5rz9enoyknpg8ji78za5b82p0,1,99.9,10.6,2024-10-21T17:05:24.071Z,2024-10-21T17:06:40Z,3gemcjqban843su9c9y5l2sk4,J. Andersen,,5302987423,75,,5302987421,56,Right,5302987489,233,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2737153907,52,1,1,4,14,5rz9enoyknpg8ji78za5b82p0,0,99.5,0.5,2024-10-21T17:06:07.926Z,2024-10-21T20:35:57Z,4vmgmzg2004twoc39sk7zkzqh,G. Links,,5302989005,223,,5302989011,141,41.6,5302989009,140,94.2,5302989013,212,28.5,5302988999,2,,5302989015,213,1.77,5302989001,6,,5303654313,72,,5302989007,56,5302989003,155,,,,,,,,,Center,,,,,,,,,,,,,,,,,,,,,,,,,
2737153921,22,12,1,4,16,9qsmopgutr7ut5g6workk8w4i,1,8.5,55.4,2024-10-21T17:06:09.980Z,2024-10-21T17:06:11Z,91suopiz6irxqevhzv8lx76ne,M. Rajović,,5302989057,141,44.8,5302989053,56,Back,5302989061,213,6.00,5302989059,212,25.8,5302989065,15,,5302989055,140,32.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2737153941,53,1,1,4,18,5rz9enoyknpg8ji78za5b82p0,0,77.6,58.7,2024-10-21T17:06:11.766Z,2024-10-21T17:06:13Z,cgkvw4q8ddcjl0po181upzwx6,E. Kahl,,5302989145,56,Center,5302989151,212,16.5,5302989153,213,5.91,5302989149,141,49.8,5302989143,3,,5302989147,140,92.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2737153961,23,12,1,4,20,9qsmopgutr7ut5g6workk8w4i,1,9.6,49.0,2024-10-21T17:06:13.996Z,2024-10-21T17:06:14Z,bnar4f48vnx4oaz2lzch48es5,J. Rasmussen,,5302989245,212,16.5,5302989241,140,22.5,5302989239,56,Back,5302989247,213,5.68,5302989243,141,35.2,5302989269,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2737153971,54,61,1,4,22,5rz9enoyknpg8ji78za5b82p0,0,74.1,69.8,2024-10-21T17:06:15.534Z,2024-10-21T17:06:18Z,3gemcjqban843su9c9y5l2sk4,J. Andersen,,5302989309,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2737154007,25,1,1,4,29,9qsmopgutr7ut5g6workk8w4i,1,56.8,6.7,2024-10-21T17:06:22.684Z,2024-10-21T17:06:26Z,53nd6a4o02ebb0w2s12prijje,Y. Suzuki,,5302989569,140,33.9,5302989575,213,3.13,5302989573,212,24.0,5302989571,141,7.1,5302989567,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2737154033,26,1,1,4,33,9qsmopgutr7ut5g6workk8w4i,1,35.8,17.4,2024-10-21T17:06:26.571Z,2024-10-21T17:06:28Z,chteizjcvxpvze9p77gcttcoa,N. Vallys,,5302989715,140,35.6,5302989719,212,17.5,5302989721,213,1.58,5302989717,141,43.1,5302989713,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2737154045,27,1,1,4,35,9qsmopgutr7ut5g6workk8w4i,1,35.6,44.8,2024-10-21T17:06:28.716Z,2024-10-21T17:06:31Z,aa0888u38mjc1euhofseazb2t,S. Spierings,,5302989841,140,40.2,5302989843,141,72.4,5302989847,213,1.32,5302989845,212,19.4,5302989839,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2737154077,28,1,1,4,38,9qsmopgutr7ut5g6workk8w4i,1,40.2,75.7,2024-10-21T17:06:31.548Z,2024-10-21T17:06:36Z,bnar4f48vnx4oaz2lzch48es5,J. Rasmussen,,5302990061,141,90.8,5302990063,212,11.7,5302990057,56,Back,5302990065,213,1.07,5302990059,140,45.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2737154083,29,4,1,4,42,9qsmopgutr7ut5g6workk8w4i,1,38.2,80.6,2024-10-21T17:06:36.075Z,2024-10-21T17:06:42Z,1gr0k94d0nh7msa32f6728aok,C. Bischoff,,5302990085,265,,5302990079,13,,5302990081,56,Back,5302990135,233,55,5302990087,286,,5302990083,152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2737154079,55,4,1,4,42,5rz9enoyknpg8ji78za5b82p0,0,61.8,19.4,2024-10-21T17:06:36.076Z,2024-10-21T17:06:42Z,4vmgmzg2004twoc39sk7zkzqh,G. Links,,5302990143,233,29,5302990123,56,Right,5302990127,265,,5302990129,285,,5302990121,13,,5302990125,152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2737154185,30,1,1,4,50,9qsmopgutr7ut5g6workk8w4i,1,33.4,84.7,2024-10-21T17:06:43.531Z,2024-10-21T17:06:48Z,bnar4f48vnx4oaz2lzch48es5,J. Rasmussen,,5302990753,5,,5302990757,56,Center,5302990763,212,25.9,5302990761,141,73.6,5302990759,140,57.0,5302990755,152,,5302990765,213,5.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2737154193,31,3,1,4,54,9qsmopgutr7ut5g6workk8w4i,0,58.6,75.6,2024-10-21T17:06:48.237Z,2024-10-21T20:36:56Z,chteizjcvxpvze9p77gcttcoa,N. Vallys,,5302990793,286,,5302990921,233,56,5303656863,464,,5302990791,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2737154211,56,7,1,4,54,5rz9enoyknpg8ji78za5b82p0,1,41.4,24.4,2024-10-21T17:06:48.238Z,2024-10-21T20:36:58Z,61sojkdsmaz9hbwaskt4rws15,M. Anderson,,5302990889,285,,5302990899,233,31,5302990887,56,Back,5303656937,384,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2737154219,58,1,1,4,58,5rz9enoyknpg8ji78za5b82p0,0,57.8,33.3,2024-10-21T17:06:51.302Z,2024-10-21T17:06:52Z,3uytpqx0e0jr6zgbfl1znsm7e,T. Bech,,5302990929,141,24.3,5302990933,213,5.89,5302990927,140,71.8,5302990925,56,Center,5302990931,212,15.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2737154251,33,1,1,5,0,9qsmopgutr7ut5g6workk8w4i,1,32.5,71.8,2024-10-21T17:06:53.739Z,2024-10-21T17:06:56Z,bnar4f48vnx4oaz2lzch48es5,J. Rasmussen,,5302991061,56,Back,5302991063,140,39.2,5302991067,212,19.2,5302991065,141,45.5,5302991069,213,5.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2737154291,34,1,1,5,2,9qsmopgutr7ut5g6workk8w4i,1,44.3,33.4,2024-10-21T17:06:56.139Z,2024-10-21T17:07:01Z,94didhw8o1blxonn4amoahcr9,J. Radošević,,5302991315,141,8.5,5302991319,213,5.83,5302991311,56,Right,5302991321,1,,5302991317,212,38.8,5302991313,140,77.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2737154343,35,1,1,5,7,9qsmopgutr7ut5g6workk8w4i,1,70.8,12.3,2024-10-21T17:07:00.891Z,2024-10-21T17:07:05Z,hsobzlp177f9755mpsi7szmy,S. Sebulonsen,,5302991599,56,Right,5302991605,212,5.8,5302991603,141,10.3,5302991607,213,3.38,5302991601,140,65.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2737154371,36,1,1,5,11,9qsmopgutr7ut5g6workk8w4i,1,66.3,12.2,2024-10-21T17:07:05.146Z,2024-10-21T17:07:08Z,94didhw8o1blxonn4amoahcr9,J. Radošević,,5302991765,140,52.6,5302991769,212,15.8,5302991771,213,2.71,5302991763,56,Center,5302991767,141,21.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2737154399,37,1,1,5,14,9qsmopgutr7ut5g6workk8w4i,1,53.6,21.6,2024-10-21T17:07:08.219Z,2024-10-21T17:07:10Z,56sjqxlsf5iitgww0hogez8ph,J. Vanlerberghe,,5302991911,212,16.3,5302991905,56,Center,5302991907,140,69.1,5302991909,141,23.6,5302991913,213,0.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2737154419,38,1,1,5,17,9qsmopgutr7ut5g6workk8w4i,1,67.3,23.6,2024-10-21T17:07:10.428Z,2024-10-21T17:07:12Z,53nd6a4o02ebb0w2s12prijje,Y. Suzuki,,5302992021,141,11.3,5302992023,212,14.1,5302992017,56,Right,5302992025,213,5.65,5302992019,140,78.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2737154425,39,1,1,5,18,9qsmopgutr7ut5g6workk8w4i,1,78.1,11.3,2024-10-21T17:07:12.011Z,2024-10-21T17:07:12Z,hsobzlp177f9755mpsi7szmy,S. Sebulonsen,,5302992061,213,2.16,5302992053,56,Right,5302992057,141,19.8,5302992055,140,74.4,5302992059,212,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2737154439,40,1,1,5,19,9qsmopgutr7ut5g6workk8w4i,1,72.8,20.0,2024-10-21T17:07:12.699Z,2024-10-21T17:07:15Z,53nd6a4o02ebb0w2s12prijje,Y. Suzuki,,5302992147,140,69.7,5302992149,141,10.1,5302992153,213,4.26,5302992145,56,Right,5302992151,212,7.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2737154449,41,1,1,5,21,9qsmopgutr7ut5g6workk8w4i,1,58.9,11.9,2024-10-21T17:07:15.099Z,2024-10-21T17:07:16Z,94didhw8o1blxonn4amoahcr9,J. Radošević,,5302992199,141,31.8,5302992201,212,21.7,5302992195,56,Back,5302992203,213,2.47,5302992197,140,42.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2737154469,42,1,1,5,22,9qsmopgutr7ut5g6workk8w4i,1,38.7,31.9,2024-10-21T17:07:16.107Z,2024-10-21T17:07:18Z,506kxojakimt5s0v2c4q6b33e,F. Alves,,5302992293,212,7.8,5302992291,141,20.4,5302992289,140,38.1,5302992295,213,4.63,5302992285,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2737154521,43,1,1,5,24,9qsmopgutr7ut5g6workk8w4i,1,36.4,23.7,2024-10-21T17:07:17.902Z,2024-10-21T17:07:23Z,56sjqxlsf5iitgww0hogez8ph,J. Vanlerberghe,,5302992581,56,Back,5302992585,141,53.9,5302992583,140,23.8,5302992587,212,24.4,5302992589,213,2.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2737154571,44,1,1,5,29,9qsmopgutr7ut5g6workk8w4i,1,26.8,66.0,2024-10-21T17:07:22.732Z,2024-10-21T17:07:28Z,4ilnnpfgjfz35lni9ppzd93v9,P. Pentz,,5302992891,212,46.3,5302992893,213,0.20,5302992883,157,,5302992887,140,70.0,5302992885,56,Left,5302992895,1,,5302992889,141,79.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2737154577,45,61,1,5,34,9qsmopgutr7ut5g6workk8w4i,0,70.9,80.9,2024-10-21T17:07:27.964Z,2024-10-21T17:07:28Z,91suopiz6irxqevhzv8lx76ne,M. Rajović,,5302992925,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2737154605,59,4,1,5,36,5rz9enoyknpg8ji78za5b82p0,1,25.8,8.6,2024-10-21T17:07:29.386Z,2024-10-21T17:07:34Z,6my7s0ezr6jldotm1w6nk7b9x,F. Tingager,,5302993161,294,,5302993165,152,,5302993173,233,46,5302993163,56,Back,5302993167,285,,5302993159,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2737154595,46,4,1,5,36,9qsmopgutr7ut5g6workk8w4i,0,74.2,91.4,2024-10-21T17:07:29.387Z,2024-10-21T17:07:35Z,91suopiz6irxqevhzv8lx76ne,M. Rajović,,5302993077,56,Left,5302993073,13,,5302993083,286,,5302993183,233,59,5302993079,152,,5302993075,294,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2737154733,60,1,1,5,57,5rz9enoyknpg8ji78za5b82p0,1,25.5,5.3,2024-10-21T17:07:50.790Z,2024-10-21T17:07:52Z,aswmi1pnkzkvkexp8ngief6j9,F. Beijmo,,5302993821,5,,5302993833,212,47.9,5302993837,1,,5302993841,189,,5302993825,152,,5302993823,155,,5302993827,56,Right,5302993835,213,0.00,5302993829,140,5302993831,141,,,,,,,,,71.1,5.6,,,,,,,,,,,,,,,,,,,,,,,,
2737154797,61,1,1,6,7,5rz9enoyknpg8ji78za5b82p0,1,68.4,14.2,2024-10-21T17:08:01.205Z,2024-10-21T17:08:05Z,61sojkdsmaz9hbwaskt4rws15,M. Anderson,,5302994205,212,13.6,5302994201,140,78.7,5302994199,56,Right,5302994203,141,2.1,5302994207,213,5.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2737154825,62,1,1,6,11,5rz9enoyknpg8ji78za5b82p0,1,76.9,3.1,2024-10-21T17:08:05.045Z,2024-10-21T17:08:08Z,aswmi1pnkzkvkexp8ngief6j9,F. Beijmo,,5302994351,212,14.6,5302994345,56,Right,5302994347,140,67.8,5302994349,141,19.3,5302994353,213,2.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2737154853,63,1,1,6,15,5rz9enoyknpg8ji78za5b82p0,1,68.0,18.6,2024-10-21T17:08:08.727Z,2024-10-21T17:08:12Z,8og8nxbkcb63van4llvpkbe8l,N. Poulsen,,5302994495,56,Right,5302994499,141,1.6,5302994503,213,5.60,5302994501,212,18.2,5302994497,140,81.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2737154873,64,1,1,6,18,5rz9enoyknpg8ji78za5b82p0,1,80.4,2.2,2024-10-21T17:08:12.102Z,2024-10-21T17:08:15Z,3gemcjqban843su9c9y5l2sk4,J. Andersen,,5302994601,141,5.6,5302994597,56,Right,5302994603,212,17.2,5302994605,213,3.01,5302994599,140,64.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2737154881,65,1,1,6,21,5rz9enoyknpg8ji78za5b82p0,1,66.0,6.8,2024-10-21T17:08:15.062Z,2024-10-21T17:08:16Z,aswmi1pnkzkvkexp8ngief6j9,F. Beijmo,,5302994661,213,0.55,5302994657,141,14.5,5302994653,56,Right,5302994655,140,74.1,5302994659,212,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2737154895,66,1,1,6,23,5rz9enoyknpg8ji78za5b82p0,1,74.1,14.5,2024-10-21T17:08:16.517Z,2024-10-21T20:38:22Z,43q9ytkbmtk5y3tgv77v7pmg9,M. Madsen,,5302994723,213,3.77,5302994717,140,63.8,5302994721,212,13.3,5303660149,156,,5302994719,141,3.0,5302994715,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2737154907,67,1,1,6,25,5rz9enoyknpg8ji78za5b82p0,1,66.2,2.5,2024-10-21T17:08:18.725Z,2024-10-21T17:08:20Z,aswmi1pnkzkvkexp8ngief6j9,F. Beijmo,,5302994811,141,15.6,5302994813,212,12.3,5302994809,140,74.3,5302994815,213,0.81,5302994807,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2737154909,68,1,1,6,26,5rz9enoyknpg8ji78za5b82p0,0,74.3,15.6,2024-10-21T17:08:19.277Z,2024-10-21T20:39:32Z,61sojkdsmaz9hbwaskt4rws15,M. Anderson,,5302994827,213,5.39,5302994823,141,5.4,5302994819,56,Right,5302994825,212,8.9,5302994821,140,79.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2737154929,47,1,1,6,27,9qsmopgutr7ut5g6workk8w4i,0,20.4,91.1,2024-10-21T17:08:20.263Z,2024-10-21T20:39:28Z,1gr0k94d0nh7msa32f6728aok,C. Bischoff,,5302994955,140,24.1,5302994959,212,6.6,5302994951,157,,5302994961,213,5.34,5302994963,1,,5302994953,56,Back,5302994957,141,83.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2737273605,765,61,1,6,28,5rz9enoyknpg8ji78za5b82p0,1,82.9,13.7,2024-10-21T17:08:21.314Z,2024-10-21T20:38:49Z,61sojkdsmaz9hbwaskt4rws15,M. Anderson,,5303660989,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2737154935,69,1,1,6,29,5rz9enoyknpg8ji78za5b82p0,1,69.1,18.1,2024-10-21T17:08:23.109Z,2024-10-21T17:08:33Z,8og8nxbkcb63van4llvpkbe8l,N. Poulsen,1.0,5302995001,56,Center,5302995331,210,13,5302995005,141,28.1,5302995003,140,78.5,5302995007,212,12.0,5302995009,213,0.60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2737154937,70,13,1,6,30,5rz9enoyknpg8ji78za5b82p0,1,78.5,28.1,2024-10-21T17:08:23.517Z,2024-10-21T20:40:01Z,43q9ytkbmtk5y3tgv77v7pmg9,M. Madsen,,5302995355,102,56.0,5302995347,86,,5302995015,18,,5302995351,55,69,5302995349,29,,5302995363,231,47.5,5302995193,72,,5302995359,215,,5302995013,22,5302995017,56,5302995361,230,99.3,5302995357,103,,,,,Center,59.7,,,,,,,,,,,,,,,,,,,,,,,
2737155017,48,5,1,6,32,9qsmopgutr7ut5g6workk8w4i,1,-1.2,32.5,2024-10-21T17:08:25.813Z,2024-10-21T17:18:51Z,1gr0k94d0nh7msa32f6728aok,C. Bischoff,,5302995457,346,,5302995469,233,71,5302995455,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2737154943,71,5,1,6,32,5rz9enoyknpg8ji78za5b82p0,0,101.2,67.5,2024-10-21T17:08:25.813Z,2024-10-21T17:18:51Z,43q9ytkbmtk5y3tgv77v7pmg9,M. Madsen,,5302995511,233,48,5302995039,346,,5302995037,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2737155073,49,1,1,6,51,9qsmopgutr7ut5g6workk8w4i,1,3.5,39.4,2024-10-21T17:08:45.051Z,2024-10-21T17:08:48Z,506kxojakimt5s0v2c4q6b33e,F. Alves,,5302995805,56,Back,5302995811,212,2.9,5302995809,141,43.6,5302995815,213,1.68,5302995819,237,,5302995807,140,3.2,5302995803,124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
