id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/12/value,qualifier/13/value,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId
2731657547,29,68,1,3,30,5rz9enoyknpg8ji78za5b82p0,1,30.0,20.9,2024-10-06T14:04:07.458Z,2024-10-06T19:32:30Z,,,,,5275093821,189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2731657583,30,1,1,3,31,5rz9enoyknpg8ji78za5b82p0,1,31.5,29.5,2024-10-06T14:04:08.642Z,2024-10-06T19:32:33Z,aswmi1pnkzkvkexp8ngief6j9,F. Beijmo,,,5272963063,213,0.62,5272963059,141,36.6,5272963061,212,8.3,5272963057,140,37.9,5272963055,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2731657619,31,1,1,3,32,5rz9enoyknpg8ji78za5b82p0,1,37.8,32.0,2024-10-06T14:04:09.705Z,2024-10-06T14:04:11Z,7je01bs3a4q6c2gd02ee6da3u,K. Arnstad,,,5272963289,56,Back,5272963303,213,1.09,5272963297,141,53.3,5272963301,212,16.3,5272963291,140,45.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2731657639,32,1,1,3,33,5rz9enoyknpg8ji78za5b82p0,1,43.6,51.5,2024-10-06T14:04:11.130Z,2024-10-06T19:32:44Z,8og8nxbkcb63van4llvpkbe8l,N. Poulsen,,,5272963435,141,25.2,5272963437,212,19.0,5272963431,56,Back,5272963439,213,5.06,5272963433,140,49.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2731657675,33,1,1,3,34,5rz9enoyknpg8ji78za5b82p0,1,49.0,25.2,2024-10-06T14:04:12.138Z,2024-10-06T19:32:50Z,3uytpqx0e0jr6zgbfl1znsm7e,T. Bech,,,5272963653,212,14.6,5272963651,141,28.9,5272963647,56,Back,5272963649,140,35.3,5272963655,213,2.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2731657723,34,1,1,3,36,5rz9enoyknpg8ji78za5b82p0,1,36.8,23.6,2024-10-06T14:04:13.665Z,2024-10-06T14:04:15Z,7je01bs3a4q6c2gd02ee6da3u,K. Arnstad,,,5272963795,141,4.6,5272963797,212,14.5,5272963793,140,43.0,5272963799,213,5.18,5272963791,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2731657805,35,1,1,3,37,5rz9enoyknpg8ji78za5b82p0,1,45.7,13.3,2024-10-06T14:04:15.050Z,2024-10-06T19:33:00Z,3gemcjqban843su9c9y5l2sk4,J. Andersen,,,5272964237,56,Back,5272964245,213,2.13,5272964241,141,51.9,5272964239,140,30.1,5272964243,212,30.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2731657897,36,1,1,3,41,5rz9enoyknpg8ji78za5b82p0,1,34.7,44.9,2024-10-06T14:04:18.810Z,2024-10-06T14:04:24Z,6my7s0ezr6jldotm1w6nk7b9x,F. Tingager,,,5272964761,213,1.30,5272964757,141,83.0,5272964755,140,41.6,5272964753,56,Back,5272964759,212,26.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2731657913,37,1,1,3,46,5rz9enoyknpg8ji78za5b82p0,1,54.4,76.7,2024-10-06T14:04:24.074Z,2024-10-06T19:33:10Z,cgkvw4q8ddcjl0po181upzwx6,E. Kahl,,,5272964841,140,51.1,5272964839,56,Center,5272964843,141,67.9,5272964847,213,4.19,5272964845,212,6.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2731658003,38,1,1,3,47,5rz9enoyknpg8ji78za5b82p0,1,49.2,68.9,2024-10-06T14:04:24.955Z,2024-10-06T14:04:28Z,8og8nxbkcb63van4llvpkbe8l,N. Poulsen,,,5272965289,212,27.9,5272965281,56,Back,5272965283,140,41.5,5272965291,213,4.42,5272965285,141,29.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2731658025,39,1,1,3,51,5rz9enoyknpg8ji78za5b82p0,1,45.2,29.5,2024-10-06T14:04:28.618Z,2024-10-06T14:04:30Z,aswmi1pnkzkvkexp8ngief6j9,F. Beijmo,,,5272965453,213,0.68,5272965449,212,11.5,5272965441,140,53.7,5272965439,56,Center,5272965443,141,40.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2731658073,40,1,1,3,52,5rz9enoyknpg8ji78za5b82p0,1,53.8,37.3,2024-10-06T14:04:30.066Z,2024-10-06T14:04:32Z,7je01bs3a4q6c2gd02ee6da3u,K. Arnstad,,,5272965723,212,11.2,5272965719,140,59.4,5272965721,141,23.3,5272965725,213,5.27,5272965717,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2731658101,41,1,1,3,55,5rz9enoyknpg8ji78za5b82p0,1,59.4,28.0,2024-10-06T14:04:32.378Z,2024-10-06T14:04:33Z,3uytpqx0e0jr6zgbfl1znsm7e,T. Bech,,,5272965861,212,6.8,5272965855,56,Center,5272965857,140,59.0,5272965859,141,38.0,5272965863,213,1.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2731658117,42,1,1,3,56,5rz9enoyknpg8ji78za5b82p0,1,59.1,37.1,2024-10-06T14:04:33.746Z,2024-10-06T14:04:35Z,7je01bs3a4q6c2gd02ee6da3u,K. Arnstad,,,5272965949,56,Center,5272965957,213,2.22,5272965955,212,9.5,5272965953,141,48.2,5272965951,140,53.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2731658173,43,1,1,3,57,5rz9enoyknpg8ji78za5b82p0,1,56.4,46.6,2024-10-06T14:04:34.890Z,2024-10-06T19:33:23Z,8og8nxbkcb63van4llvpkbe8l,N. Poulsen,,,5272966265,213,4.48,5272966253,140,53.3,5272966261,212,14.4,5272966257,141,26.0,5272966249,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2731658251,44,1,1,4,0,5rz9enoyknpg8ji78za5b82p0,1,53.6,25.6,2024-10-06T14:04:37.402Z,2024-10-06T19:33:30Z,aswmi1pnkzkvkexp8ngief6j9,F. Beijmo,,,5272966731,212,32.3,5272966733,213,1.62,5272966727,140,52.1,5272966725,56,Center,5272966729,141,73.0,5275098661,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2731658295,45,1,1,4,3,5rz9enoyknpg8ji78za5b82p0,1,54.3,66.8,2024-10-06T14:04:40.514Z,2024-10-06T14:04:42Z,cgkvw4q8ddcjl0po181upzwx6,E. Kahl,,,5272966977,56,Left,5272966991,213,1.07,5272966985,141,89.9,5272966981,140,62.4,5272966989,212,17.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2731658365,46,1,1,4,5,5rz9enoyknpg8ji78za5b82p0,1,59.9,88.1,2024-10-06T14:04:42.474Z,2024-10-06T14:58:15Z,43q9ytkbmtk5y3tgv77v7pmg9,M. Madsen,,,5272967461,140,80.4,5272967467,213,5.57,5272967465,212,28.6,5272967463,141,60.5,5272967459,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2731658437,47,1,1,4,8,5rz9enoyknpg8ji78za5b82p0,1,80.7,62.6,2024-10-06T14:04:45.658Z,2024-10-06T14:04:48Z,3sadup8mjwu4dc96wz6lmixn9,P. Mortensen,,,5272967807,56,Center,5272967815,213,1.23,5272967811,141,71.3,5272967813,212,6.3,5272967809,140,82.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2731658449,48,50,1,4,9,5rz9enoyknpg8ji78za5b82p0,1,81.0,68.0,2024-10-06T14:04:46.741Z,2024-10-06T15:39:20Z,61sojkdsmaz9hbwaskt4rws15,M. Anderson,,,5272968405,233,29,5272967871,286,,5272967869,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2731658497,29,7,1,4,9,cftj6g399tknheudaxsdpfdgb,1,19.0,32.0,2024-10-06T14:04:46.742Z,2024-10-06T19:33:53Z,bitixkzgt5p65rlo2bnllcf6x,J. Mbom,,,5272968231,56,Back,5272968337,233,48,5275100143,384,,5272968233,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2732046339,847,12,1,4,9,cftj6g399tknheudaxsdpfdgb,1,8.0,32.9,2024-10-06T14:04:47.154Z,2024-10-06T19:34:22Z,auk14ut8cwaqop549u2zmfgt1,N. Bürgy,,,5275101961,140,10.8,5275101967,213,5.17,5275101965,212,6.6,5275101959,56,Back,5275101963,141,24.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2731658503,49,1,1,4,13,5rz9enoyknpg8ji78za5b82p0,0,98.2,84.5,2024-10-06T14:04:50.898Z,2024-10-06T14:04:51Z,61sojkdsmaz9hbwaskt4rws15,M. Anderson,,,5272968261,140,88.4,5272968259,56,Center,5272968263,141,62.4,5272968267,213,4.11,5272968265,212,18.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2731658865,30,12,1,4,14,cftj6g399tknheudaxsdpfdgb,1,10.7,45.4,2024-10-06T14:04:51.542Z,2024-10-06T19:34:14Z,5f3wfx327z9hef9k9l37c90wl,J. Grønning,,,5272970131,140,43.8,5272970139,213,5.90,5272970127,56,Back,5272970137,212,37.5,5272970135,141,24.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2731658605,50,1,1,4,17,5rz9enoyknpg8ji78za5b82p0,1,55.1,70.4,2024-10-06T14:04:54.915Z,2024-10-06T14:04:55Z,6my7s0ezr6jldotm1w6nk7b9x,F. Tingager,,,5272968807,213,0.05,5272968805,212,13.1,5272968799,56,Center,5272968797,3,,5272968803,141,71.4,5272968801,140,67.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2731658675,51,1,1,4,18,5rz9enoyknpg8ji78za5b82p0,1,67.6,71.4,2024-10-06T14:04:55.699Z,2024-10-06T14:04:58Z,8og8nxbkcb63van4llvpkbe8l,N. Poulsen,,,5272969181,212,13.6,5272969179,141,70.1,5272969183,213,3.21,5272969175,56,Center,5272969177,140,54.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2731658735,52,1,1,4,20,5rz9enoyknpg8ji78za5b82p0,1,56.5,68.6,2024-10-06T14:04:58.083Z,2024-10-06T14:05:00Z,6my7s0ezr6jldotm1w6nk7b9x,F. Tingager,,,5272969441,140,65.2,5272969445,212,20.0,5272969447,213,1.10,5272969439,56,Left,5272969443,141,94.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2731658827,53,1,1,4,22,5rz9enoyknpg8ji78za5b82p0,1,59.7,92.6,2024-10-06T14:05:00.123Z,2024-10-06T14:05:04Z,cgkvw4q8ddcjl0po181upzwx6,E. Kahl,,,5272969959,212,15.5,5272969953,56,Left,5272969961,213,0.12,5272969955,140,74.4,5272969957,141,95.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2731658873,54,1,1,4,23,5rz9enoyknpg8ji78za5b82p0,1,74.4,95.3,2024-10-06T14:05:01.051Z,2024-10-06T19:35:13Z,61sojkdsmaz9hbwaskt4rws15,M. Anderson,,,5272970167,56,Left,5272970175,213,4.85,5272970171,141,81.5,5272970173,212,9.5,5272970169,140,75.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2732046971,821,1,1,4,25,5rz9enoyknpg8ji78za5b82p0,0,74.1,77.5,2024-10-06T14:05:03.134Z,2024-10-06T19:42:12Z,43q9ytkbmtk5y3tgv77v7pmg9,M. Madsen,,,5275106857,286,,5275106855,236,,5275105757,212,4.6,5275105755,141,81.3,5275137785,233,848,5275105753,140,77.7,5275105759,213,0.60,5275105751,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2732047123,848,74,1,4,25,cftj6g399tknheudaxsdpfdgb,1,25.5,18.5,2024-10-06T14:05:03.135Z,2024-10-06T19:42:12Z,auk14ut8cwaqop549u2zmfgt1,N. Bürgy,,,5275106687,56,Back,5275106689,285,,5275137805,233,821,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2731658893,31,1,1,4,28,cftj6g399tknheudaxsdpfdgb,0,33.3,9.1,2024-10-06T14:05:05.765Z,2024-10-06T14:05:06Z,6d8194j12jdzgqk5uwcemecr8,C. Nouck,,,5272970297,212,10.8,5272970295,141,19.3,5272970293,140,41.2,5272970299,213,0.70,5272970291,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2731659043,55,1,1,4,31,5rz9enoyknpg8ji78za5b82p0,0,65.7,74.1,2024-10-06T14:05:08.563Z,2024-10-06T14:05:12Z,8og8nxbkcb63van4llvpkbe8l,N. Poulsen,,,5272971111,140,100.0,5272971119,1,,5272971109,56,Right,5272971113,141,10.0,5272971107,196,,5272971105,155,,5272971115,212,57.4,5272971117,213,5.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2731660061,32,5,1,4,34,cftj6g399tknheudaxsdpfdgb,1,-1.2,81.2,2024-10-06T14:05:11.390Z,2024-10-06T15:29:19Z,9qskwuil30g48xr3ax5p9j6j9,I. Näsberg,,,5272977019,346,,5273565697,233,56,5272977015,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2731659049,56,5,1,4,34,5rz9enoyknpg8ji78za5b82p0,0,101.2,18.8,2024-10-06T14:05:11.390Z,2024-10-06T15:29:20Z,8og8nxbkcb63van4llvpkbe8l,N. Poulsen,,,5272971135,346,,5272971133,56,Right,5273565737,233,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2731660085,33,1,1,5,16,cftj6g399tknheudaxsdpfdgb,1,4.6,54.6,2024-10-06T14:05:54.085Z,2024-10-06T15:00:00Z,dk9nlp77b6q38p751f8w3o8np,O. Hedvall,,,5272977153,212,10.1,5272977145,124,,5272977159,237,,5272977147,56,Back,5272977151,141,68.8,5272977155,213,1.27,5272977149,140,7.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2731660103,34,1,1,5,17,cftj6g399tknheudaxsdpfdgb,0,5.0,83.0,2024-10-06T14:05:55.189Z,2024-10-06T19:37:18Z,9qskwuil30g48xr3ax5p9j6j9,I. Näsberg,,,5272977351,212,54.7,5272977345,56,Center,5272977347,140,55.1,5272977353,213,6.00,5272977343,157,,5272977355,1,,5272977349,141,60.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2732048833,822,1,1,5,20,5rz9enoyknpg8ji78za5b82p0,1,45.8,33.1,2024-10-06T14:05:57.656Z,2024-10-06T19:37:35Z,6my7s0ezr6jldotm1w6nk7b9x,F. Tingager,,,5275116353,3,,5275116359,141,45.5,5275116357,140,53.6,5275116355,56,Center,5275116361,212,11.8,5275116363,213,0.80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2731660767,57,2,1,5,20,5rz9enoyknpg8ji78za5b82p0,1,54.6,42.7,2024-10-06T14:05:58.117Z,2024-10-06T19:37:57Z,8og8nxbkcb63van4llvpkbe8l,N. Poulsen,,,5272980931,56,Center,5272980929,7,3sadup8mjwu4dc96wz6lmixn9,5272980811,141,45.4,5272980809,140,73.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2731660781,36,1,1,5,42,cftj6g399tknheudaxsdpfdgb,1,27.8,59.0,2024-10-06T14:06:19.701Z,2024-10-06T14:06:21Z,9qskwuil30g48xr3ax5p9j6j9,I. Näsberg,,,5272980863,5,,5272980897,189,,5272980871,141,37.5,5272980873,212,15.2,5272980869,140,31.7,5272980865,241,,5272980867,56,Back,5272980875,213,4.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2731660887,37,1,1,5,45,cftj6g399tknheudaxsdpfdgb,1,37.0,38.0,2024-10-06T14:06:22.997Z,2024-10-06T19:38:21Z,auk14ut8cwaqop549u2zmfgt1,N. Bürgy,,,5272981405,213,1.98,5272981399,140,28.2,5272981403,212,23.5,5272981397,56,Back,5272981401,141,69.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2731660919,38,1,1,5,48,cftj6g399tknheudaxsdpfdgb,1,26.8,70.6,2024-10-06T14:06:25.830Z,2024-10-06T14:06:27Z,9qskwuil30g48xr3ax5p9j6j9,I. Näsberg,,,5272981569,213,1.03,5272981561,56,Back,5272981563,140,32.3,5272981567,212,11.1,5272981565,141,84.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2731660945,39,1,1,5,49,cftj6g399tknheudaxsdpfdgb,1,33.0,89.3,2024-10-06T14:06:26.949Z,2024-10-06T19:38:32Z,4n3t1p3zn5yzjv4w0clo3xvjd,D. Anyembe,,,5272981721,212,13.5,5272981713,56,Back,5272981717,141,84.8,5272981715,140,20.5,5272981725,213,3.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2731661041,40,1,1,5,50,cftj6g399tknheudaxsdpfdgb,1,19.2,78.5,2024-10-06T14:06:28.181Z,2024-10-06T19:38:38Z,9qskwuil30g48xr3ax5p9j6j9,I. Näsberg,,,5272982237,140,9.0,5272982241,212,22.6,5272982235,56,Back,5272982239,141,49.3,5272982243,213,4.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2731661199,41,1,1,5,54,cftj6g399tknheudaxsdpfdgb,1,11.4,56.6,2024-10-06T14:06:31.478Z,2024-10-06T14:06:37Z,dk9nlp77b6q38p751f8w3o8np,O. Hedvall,,,5272983151,56,Back,5272983153,140,17.8,5272983157,212,16.3,5272983155,141,34.8,5272983161,213,5.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2731661261,42,1,1,5,59,cftj6g399tknheudaxsdpfdgb,1,28.3,40.7,2024-10-06T14:06:37.094Z,2024-10-06T14:06:40Z,auk14ut8cwaqop549u2zmfgt1,N. Bürgy,,,5272983489,141,61.3,5272983497,213,1.41,5272983493,212,14.2,5272983479,56,Back,5272983485,140,30.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2731661335,43,1,1,6,2,cftj6g399tknheudaxsdpfdgb,1,34.3,66.8,2024-10-06T14:06:39.973Z,2024-10-06T14:06:43Z,9qskwuil30g48xr3ax5p9j6j9,I. Näsberg,,,5272983927,213,6.23,5272983919,141,66.2,5272983921,212,8.1,5272983915,56,Back,5272983917,140,42.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2731661351,44,1,1,6,6,cftj6g399tknheudaxsdpfdgb,1,42.0,66.2,2024-10-06T14:06:43.286Z,2024-10-06T19:38:48Z,4n3t1p3zn5yzjv4w0clo3xvjd,D. Anyembe,,,5275122257,156,,5272984045,213,3.00,5272984035,56,Back,5272984037,140,33.6,5272984043,212,8.9,5272984039,141,68.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2731661407,45,1,1,6,6,cftj6g399tknheudaxsdpfdgb,1,33.6,68.0,2024-10-06T14:06:43.990Z,2024-10-06T14:06:45Z,9qskwuil30g48xr3ax5p9j6j9,I. Näsberg,,,5272984365,213,4.50,5272984359,141,34.1,5272984357,140,28.9,5272984355,56,Back,5272984361,212,23.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2731661561,46,1,1,6,8,cftj6g399tknheudaxsdpfdgb,1,29.1,34.1,2024-10-06T14:06:45.526Z,2024-10-06T14:06:50Z,auk14ut8cwaqop549u2zmfgt1,N. Bürgy,,,5272985181,213,5.71,5272985177,141,25.0,5272985175,140,38.2,5272985179,212,11.4,5272985173,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2731661629,47,1,1,6,13,cftj6g399tknheudaxsdpfdgb,1,54.4,19.3,2024-10-06T14:06:50.566Z,2024-10-06T14:06:53Z,vrzye4jqrafujmjw3wakjpxw,T. Jørgensen,,,5272985553,56,Center,5272985575,212,11.5,5272985567,141,32.5,5272985581,213,0.89,5272985557,140,61.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2731661689,48,1,1,6,16,cftj6g399tknheudaxsdpfdgb,1,63.6,30.5,2024-10-06T14:06:53.398Z,2024-10-06T14:06:55Z,akxcr1xe62dyl5jmh3ataq13o,Renato Júnior,,,5272985841,212,11.0,5272985835,56,Center,5272985837,140,69.9,5272985845,213,0.92,5272985839,141,43.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2731661701,49,61,1,6,18,cftj6g399tknheudaxsdpfdgb,0,69.9,43.4,2024-10-06T14:06:55.654Z,2024-10-06T14:06:55Z,3bvc29bootgmo9tsapvygvnu2,M. Westergaard,,,5272985903,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2731661801,58,1,1,6,19,5rz9enoyknpg8ji78za5b82p0,1,27.0,45.4,2024-10-06T14:06:56.838Z,2024-10-06T14:06:59Z,7je01bs3a4q6c2gd02ee6da3u,K. Arnstad,,,5272986455,213,1.23,5272986449,212,19.3,5272986435,140,33.1,5272986429,56,Back,5272986439,141,72.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2731661817,59,1,1,6,22,5rz9enoyknpg8ji78za5b82p0,1,27.8,68.7,2024-10-06T14:06:59.456Z,2024-10-06T19:39:35Z,61sojkdsmaz9hbwaskt4rws15,M. Anderson,,,5272986547,56,Back,5272986545,157,,5272986551,141,55.0,5272986553,212,9.4,5272986549,140,29.1,5272986557,1,,5272986555,213,4.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2732050373,824,61,1,6,22,5rz9enoyknpg8ji78za5b82p0,0,32.5,55.0,2024-10-06T14:07:00.160Z,2024-10-06T19:39:31Z,43q9ytkbmtk5y3tgv77v7pmg9,M. Madsen,,,5275125263,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2731661937,50,1,1,6,25,cftj6g399tknheudaxsdpfdgb,1,67.0,49.7,2024-10-06T14:07:02.758Z,2024-10-06T19:39:50Z,3bvc29bootgmo9tsapvygvnu2,M. Westergaard,,,5272987227,212,20.2,5272987225,141,79.4,5272987229,213,1.61,5272987221,140,66.3,5272987217,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2731662067,51,1,1,6,28,cftj6g399tknheudaxsdpfdgb,1,67.9,89.0,2024-10-06T14:07:05.270Z,2024-10-06T14:07:08Z,73lwz4he5erpp25zi8crjvztg,I. Jensen,,,5272987925,213,3.69,5272987911,56,Left,5272987923,212,6.6,5272987919,141,83.9,5272987913,140,62.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2731662097,52,1,1,6,31,cftj6g399tknheudaxsdpfdgb,1,61.4,83.5,2024-10-06T14:07:08.789Z,2024-10-06T14:09:15Z,4n3t1p3zn5yzjv4w0clo3xvjd,D. Anyembe,,,5272988103,141,89.3,5272988107,213,2.16,5272988105,212,4.7,5272988099,56,Left,5272988101,140,58.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2731662195,53,1,1,6,35,cftj6g399tknheudaxsdpfdgb,1,57.4,85.4,2024-10-06T14:07:12.502Z,2024-10-06T19:40:11Z,73lwz4he5erpp25zi8crjvztg,I. Jensen,,,5272988639,212,15.7,5272988633,56,Back,5272988635,140,43.9,5272988641,213,3.59,5272988637,141,75.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2731662217,54,1,1,6,36,cftj6g399tknheudaxsdpfdgb,1,40.9,71.5,2024-10-06T14:07:13.526Z,2024-10-06T14:07:14Z,9qskwuil30g48xr3ax5p9j6j9,I. Näsberg,,,5272988805,56,Back,5272988811,212,22.2,5272988807,140,40.3,5272988809,141,38.9,5272988813,213,4.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2731662291,55,1,1,6,37,cftj6g399tknheudaxsdpfdgb,1,40.3,38.9,2024-10-06T14:07:14.454Z,2024-10-06T14:07:17Z,auk14ut8cwaqop549u2zmfgt1,N. Bürgy,,,5272989211,213,1.89,5272989195,56,Back,5272989207,212,16.1,5272989203,141,61.4,5272989199,140,35.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2731662349,56,1,1,6,39,cftj6g399tknheudaxsdpfdgb,1,33.2,69.8,2024-10-06T14:07:17.158Z,2024-10-06T14:07:20Z,9qskwuil30g48xr3ax5p9j6j9,I. Näsberg,,,5272989547,213,3.94,5272989545,212,21.1,5272989543,141,47.6,5272989539,56,Back,5272989541,140,19.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2731662417,57,1,1,6,42,cftj6g399tknheudaxsdpfdgb,1,19.9,48.3,2024-10-06T14:07:20.038Z,2024-10-06T14:07:22Z,dk9nlp77b6q38p751f8w3o8np,O. Hedvall,,,5272989901,213,5.78,5272989899,212,9.9,5272989893,56,Back,5272989897,141,41.3,5272989895,140,28.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2731662637,58,1,1,6,45,cftj6g399tknheudaxsdpfdgb,1,31.0,38.4,2024-10-06T14:07:22.822Z,2024-10-06T14:07:30Z,auk14ut8cwaqop549u2zmfgt1,N. Bürgy,,,5272991045,212,16.0,5272991043,141,18.9,5272991039,56,Back,5272991041,140,39.6,5272991049,213,5.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2731662709,59,1,1,6,53,cftj6g399tknheudaxsdpfdgb,1,46.5,26.7,2024-10-06T14:07:30.774Z,2024-10-06T19:40:34Z,bitixkzgt5p65rlo2bnllcf6x,J. Mbom,,,5272991441,56,Back,5272991453,213,2.34,5272991451,212,14.7,5272991445,140,36.8,5272991447,141,42.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
