id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/8/value,qualifier/9/value,qualifier/12/value,qualifier/10/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/14/value,qualifier/15/value,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value
2746814387,31,1,1,2,14,9w3sjm5ml4sjr2v81oxzdrt8v,1,84.8,2.7,2024-11-10T13:02:26.588Z,2024-11-10T17:10:22Z,6m5ftd7c68b2d4d2931xs5srt,O. Olsen,,,5355736827,140,82.3,5355736831,141,9.2,5355736835,213,2.11,5355736825,56,Right,5355736833,212,5.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2746814401,32,50,1,2,16,9w3sjm5ml4sjr2v81oxzdrt8v,1,75.2,15.9,2024-11-10T13:02:28.332Z,2024-11-10T13:53:54Z,6w9yjs87tue7noq71ftksxez8,T. Bany,,,5355737235,233,25,5355736897,56,Right,5355736899,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2746814453,25,7,1,2,16,ahnt9ejgwj58ul8auzdvi3czf,0,24.8,84.1,2024-11-10T13:02:28.333Z,2024-11-10T17:11:05Z,bplpqy3ierwlm12d1f3prue7e,P. Mattsson,,,5355737131,56,Back,5355737175,233,32,5355737133,285,,5357505643,385,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2747141807,956,3,1,2,17,9w3sjm5ml4sjr2v81oxzdrt8v,0,78.1,15.4,2024-11-10T13:02:29.737Z,2024-11-10T19:12:22Z,6w9yjs87tue7noq71ftksxez8,T. Bany,,,5357506783,286,,5357506779,56,Right,5358199085,233,26,5357506785,464,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2746814459,26,7,1,2,17,ahnt9ejgwj58ul8auzdvi3czf,1,21.9,84.6,2024-11-10T13:02:29.738Z,2024-11-10T19:12:22Z,bb8q9cgqzw9n2tmkl8s3bth0q,Y. Bakiz,,,5357507693,384,,5358199039,233,956,5357507569,56,Back,5357507571,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2746814499,27,43,1,2,19,ahnt9ejgwj58ul8auzdvi3czf,1,0.0,0.0,2024-11-10T13:02:31.712Z,2024-11-10T17:11:18Z,bb8q9cgqzw9n2tmkl8s3bth0q,Y. Bakiz,,,5355737369,140,33.0,5355737371,141,68.2,5355737367,56,Back,5357507159,144,1,5355737375,213,5.36,5355737373,212,14.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2746830391,207,1,1,2,21,ahnt9ejgwj58ul8auzdvi3czf,1,18.9,89.3,2024-11-10T13:02:33.330Z,2024-11-10T17:11:39Z,bplpqy3ierwlm12d1f3prue7e,P. Mattsson,,,5355824687,56,Back,5355824695,213,5.44,5355824691,141,68.9,5355824693,212,18.5,5355824689,140,30.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2746814617,28,1,1,2,21,ahnt9ejgwj58ul8auzdvi3czf,1,26.2,65.4,2024-11-10T13:02:33.839Z,2024-11-10T17:11:49Z,349g9rdismqpb1aarjp011bd,C. McCowatt,,,5355737983,141,29.5,5355737979,56,Back,5355737987,213,4.94,5355737985,212,25.0,5355737981,140,31.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2746814707,29,1,1,2,28,ahnt9ejgwj58ul8auzdvi3czf,1,30.8,23.6,2024-11-10T13:02:40.526Z,2024-11-10T13:02:46Z,55u45p7vwom7civ3xy3hdf71m,O. Sonne,,,5355738391,213,4.83,5355738387,141,11.6,5355738385,140,31.7,5355738389,212,8.2,5355738383,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2746814793,30,1,1,2,34,ahnt9ejgwj58ul8auzdvi3czf,1,36.5,20.3,2024-11-10T13:02:46.110Z,2024-11-10T17:11:58Z,6wrch4yhbs6utcc0doguj90q,M. Larsen,,,5355738835,212,15.4,5355738831,140,32.5,5355738837,213,1.85,5355738829,56,Back,5355738833,141,42.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2746814867,31,1,1,2,38,ahnt9ejgwj58ul8auzdvi3czf,1,32.8,51.9,2024-11-10T13:02:50.607Z,2024-11-10T17:12:10Z,bplpqy3ierwlm12d1f3prue7e,P. Mattsson,,,5355739217,213,1.82,5355739215,212,14.9,5355739209,56,Back,5355739211,140,29.3,5355739213,141,73.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2746822175,124,1,1,2,39,ahnt9ejgwj58ul8auzdvi3czf,1,27.3,66.4,2024-11-10T13:02:51.753Z,2024-11-10T13:11:57Z,4qo7eu3xwhkpssbuyk4n70fe1,Pedro Ganchas,,,5355780029,140,37.6,5355780037,213,0.83,5355780027,56,Back,5355780035,212,16.0,5355780031,141,83.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2746822171,123,1,1,2,42,ahnt9ejgwj58ul8auzdvi3czf,1,36.3,86.9,2024-11-10T13:02:54.480Z,2024-11-10T13:12:00Z,9zhmwx3g0m6xi2oh57g4z35nu,R. Østrøm,,,5355782117,141,70.9,5355782115,140,29.6,5355782121,213,4.14,5355782119,212,13.0,5355782113,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2746814957,32,1,1,2,42,ahnt9ejgwj58ul8auzdvi3czf,1,26.8,64.2,2024-11-10T13:02:54.574Z,2024-11-10T17:12:23Z,4qo7eu3xwhkpssbuyk4n70fe1,Pedro Ganchas,,,5355739663,140,27.8,5355739669,213,4.76,5355739667,212,21.2,5355739665,141,33.1,5355739661,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2746815003,33,1,1,2,47,ahnt9ejgwj58ul8auzdvi3czf,1,24.8,26.5,2024-11-10T13:02:59.278Z,2024-11-10T13:03:02Z,cw6s5hf1tytvb98vjuosz9r6d,R. Thelander,,,5355739883,212,14.3,5355739879,140,29.0,5355739877,56,Back,5355739885,213,5.03,5355739881,141,6.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2746815047,34,1,1,2,49,ahnt9ejgwj58ul8auzdvi3czf,1,29.2,8.5,2024-11-10T13:03:01.919Z,2024-11-10T13:03:05Z,55u45p7vwom7civ3xy3hdf71m,O. Sonne,,,5355740119,212,30.4,5355740113,56,Back,5355740117,141,41.8,5355740115,140,9.9,5355740121,213,2.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2746815111,35,1,1,2,52,ahnt9ejgwj58ul8auzdvi3czf,1,5.8,39.3,2024-11-10T13:03:04.895Z,2024-11-10T17:12:32Z,b2492j7qzdo7g3ysxz6gq4g5x,N. Larsen,,,5355740485,140,22.9,5355740487,141,75.2,5355740491,213,0.94,5355740489,212,30.3,5355740483,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2746815147,36,1,1,2,57,ahnt9ejgwj58ul8auzdvi3czf,1,29.0,81.8,2024-11-10T13:03:09.215Z,2024-11-10T13:03:11Z,4qo7eu3xwhkpssbuyk4n70fe1,Pedro Ganchas,,,5355740643,56,Center,5355740649,212,30.9,5355740647,141,69.9,5355740651,213,6.02,5355740645,140,57.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2746815163,37,1,1,2,59,ahnt9ejgwj58ul8auzdvi3czf,0,57.4,69.9,2024-11-10T13:03:11.647Z,2024-11-10T13:12:25Z,n2annzbap7hll02zo2v0ccgk,T. Adamsen,,,5355740725,140,44.6,5355740727,141,66.1,5355740731,213,3.33,5355740729,212,13.7,5355740723,56,Back,5355790269,156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2746815265,34,1,1,3,1,9w3sjm5ml4sjr2v81oxzdrt8v,1,60.4,35.4,2024-11-10T13:03:13.581Z,2024-11-10T17:12:44Z,6w9yjs87tue7noq71ftksxez8,T. Bany,1.0,,5355741249,140,68.8,5355741245,56,Center,5355743031,210,15,5355741253,141,54.8,5355741261,213,0.98,5355741257,212,15.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2746815283,35,15,1,3,6,9w3sjm5ml4sjr2v81oxzdrt8v,1,80.8,55.0,2024-11-10T13:03:18.884Z,2024-11-10T17:12:59Z,606hufq6dapf3qxcgilbc8tt5,S. Nordli,,,5355743083,103,19,5355743089,230,98.4,5355743087,147,55.2,5355743085,146,83.4,5357518509,215,,5355743111,233,38,5355743075,55,34,5355743081,102,51.8,5355743065,76,5355743069,29,5355741351,22,5355741359,56,Center,5355741961,82,5355743091,231,50.2,5355741957,72,5355741355,18,,,,,,,,,,,,,,,
2746815275,38,10,1,3,7,ahnt9ejgwj58ul8auzdvi3czf,1,16.6,44.8,2024-11-10T13:03:18.984Z,2024-11-10T17:12:49Z,cw6s5hf1tytvb98vjuosz9r6d,R. Thelander,,,5355741325,94,,5355743151,233,35,5355741329,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2746815297,36,6,1,3,8,9w3sjm5ml4sjr2v81oxzdrt8v,1,100.0,62.1,2024-11-10T13:03:20.127Z,2024-11-10T13:57:02Z,606hufq6dapf3qxcgilbc8tt5,S. Nordli,,,5355741797,233,39,5355741593,56,Center,5355741595,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2746815309,39,6,1,3,8,ahnt9ejgwj58ul8auzdvi3czf,0,0.0,37.9,2024-11-10T13:03:20.127Z,2024-11-10T17:13:32Z,cw6s5hf1tytvb98vjuosz9r6d,R. Thelander,,,5355741807,233,36,5355741505,56,Back,5355741781,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2746815721,37,1,1,3,32,9w3sjm5ml4sjr2v81oxzdrt8v,1,99.5,99.5,2024-11-10T13:03:44.830Z,2024-11-10T13:03:48Z,606hufq6dapf3qxcgilbc8tt5,S. Nordli,,,5355743745,56,Center,5355743751,212,27.6,5355743747,140,77.6,5355743743,6,,5355743749,141,77.0,5355743753,213,3.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2746815733,38,1,1,3,34,9w3sjm5ml4sjr2v81oxzdrt8v,1,83.9,72.0,2024-11-10T13:03:46.492Z,2024-11-10T17:13:28Z,6w9yjs87tue7noq71ftksxez8,T. Bany,,,5355743813,56,Left,5355743819,212,12.3,5355743817,141,86.1,5355743821,213,0.89,5355743815,140,91.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2746815739,39,1,1,3,35,9w3sjm5ml4sjr2v81oxzdrt8v,0,89.9,89.9,2024-11-10T13:03:47.293Z,2024-11-10T17:13:50Z,606hufq6dapf3qxcgilbc8tt5,S. Nordli,,,5355743847,56,Center,5355743851,141,68.7,5355743849,140,90.9,5355743843,2,,5355743855,213,4.79,5357524199,20,,5357524197,223,,5355743853,212,14.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2747145147,938,61,1,3,35,ahnt9ejgwj58ul8auzdvi3czf,1,10.8,36.0,2024-11-10T13:03:47.519Z,2024-11-10T17:13:58Z,n2annzbap7hll02zo2v0ccgk,T. Adamsen,,,5357525015,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2746816075,40,12,1,3,35,ahnt9ejgwj58ul8auzdvi3czf,1,10.7,40.0,2024-11-10T13:03:47.887Z,2024-11-10T13:04:09Z,cuufy3ioo1kio56er2cfn0mqc,M. Freundlich,,,5355745573,56,Back,5355745579,212,36.3,5355745581,213,6.07,5355745577,141,28.8,5355745575,140,44.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2746815955,40,1,1,3,41,9w3sjm5ml4sjr2v81oxzdrt8v,1,57.9,62.3,2024-11-10T13:03:52.925Z,2024-11-10T13:04:02Z,60z63hezwwosjnhvamcwxtre1,N. Dyhr,,,5355744983,212,31.3,5355744979,140,29.3,5355744977,56,Back,5355744985,213,3.43,5355744981,141,49.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2746816057,41,1,1,3,50,9w3sjm5ml4sjr2v81oxzdrt8v,0,35.7,40.6,2024-11-10T13:04:02.365Z,2024-11-10T13:04:08Z,dmxzug2enscx331w5vmdzn2s5,P. Izzo,,,5355745507,157,,5355745519,1,,5355745513,141,87.5,5355745515,212,52.3,5355745509,56,Left,5355745511,140,75.2,5355745517,213,0.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2746816111,41,1,1,3,57,ahnt9ejgwj58ul8auzdvi3czf,0,18.3,5.5,2024-11-10T13:04:09.343Z,2024-11-10T13:04:12Z,55u45p7vwom7civ3xy3hdf71m,O. Sonne,,,5355745825,1,,5355745823,213,0.42,5355745821,212,44.9,5355745815,56,Center,5355745817,140,57.4,5355745813,157,,5355745819,141,32.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2746816155,42,1,1,4,2,9w3sjm5ml4sjr2v81oxzdrt8v,1,45.2,72.2,2024-11-10T13:04:13.934Z,2024-11-10T17:14:36Z,8cox96ikk1k4c24f0y5ef45x,W. Dammers,,,5355746059,3,,5355746069,213,3.86,5355746063,140,30.6,5355746065,141,52.6,5355746061,56,Back,5355746067,212,20.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2746816191,43,1,1,4,4,9w3sjm5ml4sjr2v81oxzdrt8v,1,28.3,52.1,2024-11-10T13:04:16.349Z,2024-11-10T13:04:19Z,dmxzug2enscx331w5vmdzn2s5,P. Izzo,,,5355746271,56,Back,5355746275,141,36.0,5355746277,212,12.1,5355746273,140,33.3,5355746279,213,5.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2746816227,44,1,1,4,7,9w3sjm5ml4sjr2v81oxzdrt8v,1,33.6,37.0,2024-11-10T13:04:19.229Z,2024-11-10T13:04:21Z,effgiwtme6eu08o1ninlnqqqd,D. Høegh,,,5355746481,141,16.1,5355746485,213,5.26,5355746477,56,Back,5355746483,212,16.6,5355746479,140,41.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2746816245,45,1,1,4,9,9w3sjm5ml4sjr2v81oxzdrt8v,1,41.5,13.5,2024-11-10T13:04:21.389Z,2024-11-10T13:04:22Z,6m5ftd7c68b2d4d2931xs5srt,O. Olsen,,,5355746569,56,Back,5355746577,213,2.62,5355746575,212,17.9,5355746571,140,26.7,5355746573,141,26.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2746816295,46,1,1,4,10,9w3sjm5ml4sjr2v81oxzdrt8v,1,34.2,25.8,2024-11-10T13:04:22.637Z,2024-11-10T17:14:53Z,effgiwtme6eu08o1ninlnqqqd,D. Høegh,,,5355746859,140,55.8,5355746863,212,24.2,5355746865,213,5.92,5355746861,141,13.3,5355746857,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2746816321,47,1,1,4,13,9w3sjm5ml4sjr2v81oxzdrt8v,1,55.6,13.1,2024-11-10T13:04:25.437Z,2024-11-10T17:14:56Z,6m5ftd7c68b2d4d2931xs5srt,O. Olsen,,,5355747013,140,35.0,5355747021,212,22.2,5355747017,141,20.5,5355747009,56,Back,5355747025,213,2.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2746816373,48,1,1,4,15,9w3sjm5ml4sjr2v81oxzdrt8v,1,36.8,11.6,2024-11-10T13:04:27.324Z,2024-11-10T13:04:31Z,effgiwtme6eu08o1ninlnqqqd,D. Høegh,,,5355747263,212,31.3,5355747259,141,57.6,5355747255,56,Back,5355747265,213,1.57,5355747257,140,36.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2746816399,49,1,1,4,19,9w3sjm5ml4sjr2v81oxzdrt8v,1,39.4,62.1,2024-11-10T13:04:31.101Z,2024-11-10T13:04:33Z,8cox96ikk1k4c24f0y5ef45x,W. Dammers,,,5355747337,141,88.3,5355747335,140,47.1,5355747333,56,Back,5355747341,213,1.14,5355747339,212,19.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2746816451,50,1,1,4,21,9w3sjm5ml4sjr2v81oxzdrt8v,1,39.9,88.9,2024-11-10T13:04:33.181Z,2024-11-10T17:15:19Z,60z63hezwwosjnhvamcwxtre1,N. Dyhr,,,5355747597,213,0.30,5355747591,140,57.6,5355747595,212,19.4,5355747593,141,97.3,5355747589,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2746816491,51,1,1,4,24,9w3sjm5ml4sjr2v81oxzdrt8v,1,58.8,98.1,2024-11-10T13:04:36.013Z,2024-11-10T17:15:21Z,606hufq6dapf3qxcgilbc8tt5,S. Nordli,,,5355747835,140,55.0,5355747837,141,75.8,5355747841,213,4.46,5355747839,212,15.7,5355747833,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2746816537,52,1,1,4,27,9w3sjm5ml4sjr2v81oxzdrt8v,1,62.7,69.3,2024-11-10T13:04:39.148Z,2024-11-10T13:04:42Z,2mawaijd9czgtd5jh9myk434l,A. Rømer,,,5355748055,213,0.28,5355748051,141,75.1,5355748047,56,Center,5355748049,140,76.0,5355748053,212,14.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2747147061,939,83,1,4,27,ahnt9ejgwj58ul8auzdvi3czf,1,35.3,28.0,2024-11-10T13:04:39.487Z,2024-11-10T18:25:54Z,bb8q9cgqzw9n2tmkl8s3bth0q,Y. Bakiz,,,5357536047,399,6w9yjs87tue7noq71ftksxez8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2747148215,957,3,1,4,29,9w3sjm5ml4sjr2v81oxzdrt8v,0,56.6,68.3,2024-11-10T13:04:41.256Z,2024-11-10T17:16:37Z,6w9yjs87tue7noq71ftksxez8,T. Bany,,,5357542201,286,,5357542205,467,cuufy3ioo1kio56er2cfn0mqc,5357542199,56,Center,5357542203,465,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2746816593,54,4,1,4,30,9w3sjm5ml4sjr2v81oxzdrt8v,1,67.5,66.4,2024-11-10T13:04:42.063Z,2024-11-10T17:15:52Z,6w9yjs87tue7noq71ftksxez8,T. Bany,,,5357537371,295,,5355748459,233,42,5355748371,13,,5355748379,286,,5355748373,56,Center,5355748375,152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2746816591,42,4,1,4,30,ahnt9ejgwj58ul8auzdvi3czf,0,32.5,33.6,2024-11-10T13:04:42.064Z,2024-11-10T17:15:55Z,bplpqy3ierwlm12d1f3prue7e,P. Mattsson,,,5357537685,295,,5355748441,285,,5355748435,56,Back,5355748437,152,,5355748467,233,54,5355748433,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2746816547,53,43,1,4,30,9w3sjm5ml4sjr2v81oxzdrt8v,1,0.0,0.0,2024-11-10T13:04:42.784Z,2024-11-10T13:04:49Z,6w9yjs87tue7noq71ftksxez8,T. Bany,,,5355748565,144,3,5355748095,286,0,5355748093,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2746816821,55,1,1,4,47,9w3sjm5ml4sjr2v81oxzdrt8v,1,67.5,66.1,2024-11-10T13:04:59.389Z,2024-11-10T17:16:48Z,6uj3c69lgu6boblkjiuhoy6eh,J. Björkengren,,,5355749497,213,4.50,5355749485,5,,5355749539,189,,5355749495,212,22.7,5355749487,152,,5355749493,141,33.4,5355749489,56,Center,5355749491,140,63.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2746816839,56,1,1,4,50,9w3sjm5ml4sjr2v81oxzdrt8v,0,58.8,31.6,2024-11-10T13:05:02.125Z,2024-11-10T13:05:02Z,effgiwtme6eu08o1ninlnqqqd,D. Høegh,,,5355749573,213,0.15,5355749567,140,70.3,5355749565,56,Center,5355749569,141,34.2,5355749571,212,12.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2746816965,44,1,1,4,52,ahnt9ejgwj58ul8auzdvi3czf,1,34.8,71.5,2024-11-10T13:05:04.175Z,2024-11-10T17:17:13Z,9zhmwx3g0m6xi2oh57g4z35nu,R. Østrøm,,,5355750237,140,43.6,5355750243,213,0.95,5355750235,56,Back,5355750239,141,90.5,5355750241,212,15.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2746836895,265,61,1,4,53,ahnt9ejgwj58ul8auzdvi3czf,0,40.0,86.1,2024-11-10T13:05:05.029Z,2024-11-10T17:17:11Z,bb8q9cgqzw9n2tmkl8s3bth0q,Y. Bakiz,,,5355858197,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2746816959,58,1,1,4,55,9w3sjm5ml4sjr2v81oxzdrt8v,1,68.2,18.6,2024-11-10T13:05:07.837Z,2024-11-10T13:05:10Z,6m5ftd7c68b2d4d2931xs5srt,O. Olsen,,,5355750213,213,0.51,5355750207,140,76.9,5355750205,56,Center,5355750211,212,10.5,5355750209,141,26.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2746817021,46,45,1,4,58,ahnt9ejgwj58ul8auzdvi3czf,0,17.7,80.0,2024-11-10T13:05:10.045Z,2024-11-10T17:17:29Z,4qo7eu3xwhkpssbuyk4n70fe1,Pedro Ganchas,,,5355750593,233,59,5355750521,285,,5355750517,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2746816995,59,3,1,4,58,9w3sjm5ml4sjr2v81oxzdrt8v,1,82.3,20.0,2024-11-10T13:05:10.045Z,2024-11-10T17:17:21Z,6w9yjs87tue7noq71ftksxez8,T. Bany,,,5355750567,233,46,5357546853,465,,5355750383,56,Right,5355750385,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2746816999,60,61,1,4,59,9w3sjm5ml4sjr2v81oxzdrt8v,0,89.3,21.6,2024-11-10T13:05:11.821Z,2024-11-10T17:17:37Z,6w9yjs87tue7noq71ftksxez8,T. Bany,,,5355750393,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2746816977,45,43,1,5,0,ahnt9ejgwj58ul8auzdvi3czf,1,0.0,0.0,2024-11-10T13:05:12.079Z,2024-11-10T17:17:50Z,bplpqy3ierwlm12d1f3prue7e,P. Mattsson,,,5355750301,141,87.5,5355750305,213,3.75,5355750299,140,33.2,5355750303,212,5.7,5355750295,155,0,5357550029,144,1,5355750297,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2746817083,47,12,1,5,4,ahnt9ejgwj58ul8auzdvi3czf,1,6.0,70.5,2024-11-10T13:05:16.511Z,2024-11-10T13:20:23Z,9zhmwx3g0m6xi2oh57g4z35nu,R. Østrøm,,,5355750819,56,Back,5355750823,141,83.9,5355750821,140,0.0,5355750825,212,11.8,5355750827,213,2.26,5355750903,167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2746817093,48,6,1,5,5,ahnt9ejgwj58ul8auzdvi3czf,0,0.0,85.6,2024-11-10T13:05:17.079Z,2024-11-10T17:18:03Z,9zhmwx3g0m6xi2oh57g4z35nu,R. Østrøm,,,5355752171,233,61,5355752105,56,Back,5355752107,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2746817063,61,6,1,5,5,9w3sjm5ml4sjr2v81oxzdrt8v,1,100.0,14.4,2024-11-10T13:05:17.079Z,2024-11-10T13:57:02Z,6w9yjs87tue7noq71ftksxez8,T. Bany,,,5355750883,75,,5355752137,233,48,5355750881,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2746817523,62,1,1,5,29,9w3sjm5ml4sjr2v81oxzdrt8v,0,99.5,0.5,2024-11-10T13:05:41.007Z,2024-11-10T17:18:07Z,606hufq6dapf3qxcgilbc8tt5,S. Nordli,,,5355753165,155,,5355753171,140,88.9,5355753169,56,Center,5355753163,6,,5357552139,224,,5355753161,2,,5355753179,213,1.93,5355753173,141,43.6,5355753177,212,5357552143,20,,,,,,,,,,,,,,,31.4,,,,,,,,,,,,,,
2746817919,49,12,1,5,34,ahnt9ejgwj58ul8auzdvi3czf,1,4.9,77.2,2024-11-10T13:05:46.607Z,2024-11-10T17:18:41Z,n2annzbap7hll02zo2v0ccgk,T. Adamsen,,,5355755193,212,45.6,5355755189,140,46.8,5355755191,141,59.6,5355755195,213,6.02,5355755187,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2746817777,63,1,1,5,36,9w3sjm5ml4sjr2v81oxzdrt8v,1,54.3,50.5,2024-11-10T13:05:48.333Z,2024-11-10T17:18:47Z,60z63hezwwosjnhvamcwxtre1,N. Dyhr,,,5355754401,213,3.16,5355754397,141,49.9,5355754395,140,29.9,5355754393,56,Back,5355754399,212,25.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2746817813,64,1,1,5,42,9w3sjm5ml4sjr2v81oxzdrt8v,1,32.1,44.9,2024-11-10T13:05:54.766Z,2024-11-10T13:05:56Z,dmxzug2enscx331w5vmdzn2s5,P. Izzo,,,5355754599,141,66.3,5355754593,56,Back,5355754605,213,1.52,5355754597,140,32.8,5355754601,212,14.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
