id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/8/value,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/11/value,qualifier/10/value,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/14/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/16/value
2816489893,24,1,1,1,41,anga7587r1zv4ey71ge9zxol3,0,67.8,10.5,2025-05-18T14:03:17.167Z,2025-05-18T14:03:17Z,8822s8ns7oyvjqade4oaxzg0l,O. Buur,,,5736705109,141,11.3,5736705103,3,,5736705105,56,Right,5736705107,140,73.7,5736705113,213,0.09,5736705111,212,6.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816489919,34,1,1,1,41,aljua8crr0vkwit0j3m59jw9j,0,19.9,93.8,2025-05-18T14:03:17.717Z,2025-05-18T14:03:18Z,1902oagnhlo7x9xpumxvg1t78,L. Björklund,,,5736705249,56,Back,5736705255,212,13.6,5736705251,140,32.6,5736705253,141,97.5,5736705247,3,,5736705257,213,0.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816489935,25,61,1,1,43,anga7587r1zv4ey71ge9zxol3,0,71.6,4.8,2025-05-18T14:03:19.439Z,2025-05-18T17:24:10Z,8822s8ns7oyvjqade4oaxzg0l,O. Buur,,,5736705333,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816489949,26,5,1,1,43,anga7587r1zv4ey71ge9zxol3,0,76.8,-2.0,2025-05-18T14:03:19.797Z,2025-05-18T16:27:27Z,8822s8ns7oyvjqade4oaxzg0l,O. Buur,,,5736705659,233,35,5736705375,56,Right,5736705377,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816489991,35,5,1,1,43,aljua8crr0vkwit0j3m59jw9j,1,23.2,102.0,2025-05-18T14:03:19.797Z,2025-05-18T16:27:27Z,1902oagnhlo7x9xpumxvg1t78,L. Björklund,,,5736705575,347,,5736705607,233,26,5736705573,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816490199,36,1,1,1,50,aljua8crr0vkwit0j3m59jw9j,1,24.1,100.0,2025-05-18T14:03:25.892Z,2025-05-18T14:03:30Z,7sbdudf1vycn8hinw0giakpyi,E. Duru,,,5736706685,140,6.1,5736706677,107,,5736706693,213,3.59,5736706689,141,88.7,5736706691,212,21.0,5736706681,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816490247,37,1,1,1,54,aljua8crr0vkwit0j3m59jw9j,1,6.6,79.7,2025-05-18T14:03:30.715Z,2025-05-18T14:03:32Z,33sxiwcjeqcop3ukuok86ujmd,M. Dal Hende,,,5736706891,140,2.2,5736706889,56,Back,5736706893,141,69.9,5736706897,213,4.11,5736706895,212,8.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816490301,38,1,1,1,56,aljua8crr0vkwit0j3m59jw9j,0,2.2,69.7,2025-05-18T14:03:32.545Z,2025-05-18T14:03:34Z,dcocgxtuabo0rwzwukvqky9uy,M. Bundgaard,,,5736707127,56,Back,5736707135,213,6.26,5736707125,157,,5736707137,1,,5736707131,141,68.7,5736707133,212,31.0,5736707129,140,31.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816490375,27,1,1,1,59,anga7587r1zv4ey71ge9zxol3,1,70.9,41.4,2025-05-18T14:03:35.615Z,2025-05-18T14:03:38Z,b13l1wrb747y9cdc8wqltan6d,M. Hebo,,,5736707471,56,Center,5736707469,3,,5736707483,212,6.1,5736707479,141,40.3,5736707485,213,6.16,5736707475,140,76.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816490473,28,2,1,2,2,anga7587r1zv4ey71ge9zxol3,1,81.1,37.8,2025-05-18T14:03:38.270Z,2025-05-18T17:24:59Z,6d0lxiep13vdv32bdb0xwyrys,L. Sandgrav,,,5736707979,7,bpw4cd5vmghjhelb3uxupmqjt,5736707921,141,56.2,5736707919,140,85.3,5736707985,56,Center,5737763821,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816491027,40,1,1,2,25,aljua8crr0vkwit0j3m59jw9j,1,14.5,47.5,2025-05-18T14:04:01.492Z,2025-05-18T14:04:02Z,dcocgxtuabo0rwzwukvqky9uy,M. Bundgaard,,,5736710337,141,10.0,5736710359,189,,5736710341,213,5.90,5736710343,1,,5736710329,241,,5736710333,56,Right,5736710325,157,,5736710339,212,68.0,5736710323,5,5736710335,140,74.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816491167,41,1,1,2,29,aljua8crr0vkwit0j3m59jw9j,1,72.4,24.3,2025-05-18T14:04:05.796Z,2025-05-18T14:04:09Z,adg5dfvzxjrzlz1n2jsfeyx3o,M. Agger,,,5736711055,213,1.56,5736711049,140,72.7,5736711047,56,Center,5736711053,212,28.2,5736711051,141,65.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816491179,42,61,1,2,33,aljua8crr0vkwit0j3m59jw9j,0,72.7,65.7,2025-05-18T14:04:09.220Z,2025-05-18T14:53:05Z,3ejggtt1du1cui3wc1f8oqx62,L. Qamili,,,5736711111,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816491343,30,1,1,2,35,anga7587r1zv4ey71ge9zxol3,1,18.7,48.3,2025-05-18T14:04:10.911Z,2025-05-18T14:04:16Z,cw6s5hf1tytvb98vjuosz9r6d,R. Thelander,,,5736711855,212,14.5,5736711849,140,26.0,5736711851,141,30.2,5736711847,56,Back,5736711859,213,5.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816491381,31,1,1,2,40,anga7587r1zv4ey71ge9zxol3,0,43.5,6.3,2025-05-18T14:04:16.030Z,2025-05-18T14:04:18Z,8822s8ns7oyvjqade4oaxzg0l,O. Buur,,,5736712087,141,25.3,5736712081,155,,5736712083,56,Center,5736712085,140,78.5,5736712093,1,,5736712091,213,0.34,5736712089,212,39.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816691199,909,59,1,2,41,aljua8crr0vkwit0j3m59jw9j,1,20.1,70.3,2025-05-18T14:04:17.369Z,2025-05-18T17:28:09Z,dcocgxtuabo0rwzwukvqky9uy,M. Bundgaard,,,5737778611,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816491431,44,61,1,2,42,aljua8crr0vkwit0j3m59jw9j,1,19.7,84.8,2025-05-18T14:04:18.723Z,2025-05-18T14:53:16Z,dcocgxtuabo0rwzwukvqky9uy,M. Bundgaard,,,5736712355,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816491521,45,1,1,2,44,aljua8crr0vkwit0j3m59jw9j,1,21.5,96.8,2025-05-18T14:04:20.804Z,2025-05-18T14:04:23Z,7sbdudf1vycn8hinw0giakpyi,E. Duru,,,5736712785,141,78.7,5736712789,213,5.51,5736712787,212,17.6,5736712783,140,33.5,5736712781,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816491635,46,1,1,2,47,aljua8crr0vkwit0j3m59jw9j,1,32.7,79.0,2025-05-18T14:04:22.900Z,2025-05-18T14:04:26Z,5jdkdvxssuc8gvzwwrq5bs76y,T. Sommer,,,5736713347,140,20.1,5736713351,141,80.5,5736713355,212,13.3,5736713341,56,Back,5736713361,213,3.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816491753,47,1,1,2,51,aljua8crr0vkwit0j3m59jw9j,1,19.8,70.9,2025-05-18T14:04:27.860Z,2025-05-18T17:28:09Z,33sxiwcjeqcop3ukuok86ujmd,M. Dal Hende,,,5736713895,140,21.7,5736713897,141,34.8,5736713901,213,4.79,5736713899,212,24.6,5736713893,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816491815,48,1,1,2,54,aljua8crr0vkwit0j3m59jw9j,1,21.1,32.8,2025-05-18T14:04:30.052Z,2025-05-18T14:04:32Z,6rd849oap6uh93wdwjk8590q1,M. Soulas,,,5736714205,56,Back,5736714209,141,38.8,5736714213,213,0.48,5736714211,212,8.8,5736714207,140,28.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816491873,49,1,1,2,56,aljua8crr0vkwit0j3m59jw9j,1,22.9,31.1,2025-05-18T14:04:32.504Z,2025-05-18T17:28:19Z,5jdkdvxssuc8gvzwwrq5bs76y,T. Sommer,,,5736714485,140,25.6,5736714495,213,4.87,5736714491,141,4.5,5736714493,212,18.3,5736714483,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816491951,50,1,1,2,58,aljua8crr0vkwit0j3m59jw9j,1,22.6,3.2,2025-05-18T14:04:34.589Z,2025-05-18T14:04:36Z,3361cs2j60yxzy9mir80byqc5,A. Oggesen,,,5736714881,213,1.21,5736714873,141,18.2,5736714869,140,26.3,5736714877,212,10.9,5736714865,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816492039,51,1,1,3,0,aljua8crr0vkwit0j3m59jw9j,0,26.5,18.3,2025-05-18T14:04:36.507Z,2025-05-18T17:28:26Z,5jdkdvxssuc8gvzwwrq5bs76y,T. Sommer,,,5736715355,1,,5736715341,56,Right,5736715343,140,80.1,5736715347,212,56.3,5736715345,141,14.4,5737779623,155,,5736715351,213,6.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816492141,32,1,1,3,5,anga7587r1zv4ey71ge9zxol3,1,20.9,85.3,2025-05-18T14:04:41.646Z,2025-05-18T14:04:44Z,5is9bcj143orulo4biogwxzl6,L. Lissens,,,5736715839,213,4.04,5736715835,141,53.7,5736715831,56,Back,5736715833,140,4.5,5736715837,212,27.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816492293,34,1,1,3,10,anga7587r1zv4ey71ge9zxol3,1,4.4,52.8,2025-05-18T14:04:46.095Z,2025-05-18T14:04:49Z,52vwj2s29n7wngablotd7pboq,J. Ægidius,,,5736716511,56,Back,5736716513,140,44.3,5736716507,157,,5736716519,213,5.93,5736716521,1,,5736716517,212,44.6,5736716515,141,30.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816492331,35,44,1,3,12,anga7587r1zv4ey71ge9zxol3,1,44.4,23.6,2025-05-18T14:04:48.151Z,2025-05-18T16:22:18Z,6zhj070huc77sl5o5bx6ey5g4,G. Fraulo,,,5736716717,56,Back,5736716719,285,,5736716849,233,52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816492273,52,44,1,3,12,aljua8crr0vkwit0j3m59jw9j,0,55.6,76.4,2025-05-18T14:04:48.152Z,2025-05-18T16:22:18Z,1902oagnhlo7x9xpumxvg1t78,L. Björklund,,,5736716943,233,35,5736716415,56,Center,5736716417,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816492341,36,1,1,3,12,anga7587r1zv4ey71ge9zxol3,0,44.6,29.8,2025-05-18T14:04:48.758Z,2025-05-18T17:28:46Z,6zhj070huc77sl5o5bx6ey5g4,G. Fraulo,,,5736716779,141,28.9,5736716775,56,Back,5736716767,3,,5736716783,213,5.65,5736716781,212,1.0,5736716771,168,,5736716777,140,45.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816492307,53,61,1,3,13,aljua8crr0vkwit0j3m59jw9j,1,55.8,80.0,2025-05-18T14:04:49.371Z,2025-05-18T14:04:50Z,1902oagnhlo7x9xpumxvg1t78,L. Björklund,,,5736716679,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816492347,54,43,1,3,14,aljua8crr0vkwit0j3m59jw9j,1,0.0,0.0,2025-05-18T14:04:50.572Z,2025-05-18T17:29:15Z,1902oagnhlo7x9xpumxvg1t78,L. Björklund,,,5736717573,399,79b0b6eqck5vn4b3fawxsaok,5737783043,144,83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816492505,37,1,1,3,16,anga7587r1zv4ey71ge9zxol3,1,46.9,28.9,2025-05-18T14:04:52.558Z,2025-05-18T14:04:56Z,79b0b6eqck5vn4b3fawxsaok,P. Langhoff,,,5736717519,155,,5736717527,212,47.7,5736717523,140,73.9,5736717521,56,Left,5736717525,141,85.3,5736717531,1,,5736717529,213,0.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816492591,38,1,1,3,21,anga7587r1zv4ey71ge9zxol3,1,76.3,84.1,2025-05-18T14:04:57.838Z,2025-05-18T14:05:00Z,6d0lxiep13vdv32bdb0xwyrys,L. Sandgrav,,,5736717999,212,19.1,5736718001,213,0.07,5736717995,140,94.4,5736717993,56,Left,5736717997,141,86.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816492645,39,1,1,3,24,anga7587r1zv4ey71ge9zxol3,0,89.9,83.2,2025-05-18T14:04:59.950Z,2025-05-18T17:29:31Z,8ydi45wh0naevno6aos78vi09,L. Klassen,,,5737784227,224,,5736718259,140,92.7,5736718255,56,Center,5736718249,2,,5736718265,141,47.1,5736718253,155,,5736718271,213,4.83,5736718269,212,24.7,5737784231,72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816492675,55,12,1,3,26,aljua8crr0vkwit0j3m59jw9j,1,8.3,55.1,2025-05-18T14:05:01.917Z,2025-05-18T14:05:04Z,33sxiwcjeqcop3ukuok86ujmd,M. Dal Hende,,,5736718407,56,Back,5736718419,213,5.26,5736718475,15,,5736718417,212,12.5,5736718409,140,14.5,5736718415,141,39.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816492777,56,12,1,3,28,aljua8crr0vkwit0j3m59jw9j,1,14.5,39.4,2025-05-18T14:05:04.547Z,2025-05-18T14:53:38Z,5jdkdvxssuc8gvzwwrq5bs76y,T. Sommer,,,5736718945,213,6.15,5736718937,56,Back,5736718943,212,19.1,5736718941,141,35.8,5736718939,140,32.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816492919,40,1,1,3,33,anga7587r1zv4ey71ge9zxol3,1,67.7,67.4,2025-05-18T14:05:09.423Z,2025-05-18T14:05:11Z,79b0b6eqck5vn4b3fawxsaok,P. Langhoff,,,5736719611,213,1.89,5736719605,140,63.6,5736719607,141,86.7,5736719603,56,Left,5736719609,212,13.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816492953,41,1,1,3,35,anga7587r1zv4ey71ge9zxol3,1,64.2,84.9,2025-05-18T14:05:11.598Z,2025-05-18T14:05:12Z,5is9bcj143orulo4biogwxzl6,L. Lissens,,,5736719761,212,14.9,5736719763,213,0.11,5736719755,56,Left,5736719759,141,87.3,5736719757,140,78.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816492977,42,1,1,3,36,anga7587r1zv4ey71ge9zxol3,1,78.6,89.0,2025-05-18T14:05:12.654Z,2025-05-18T14:05:13Z,8ydi45wh0naevno6aos78vi09,L. Klassen,,,5736719885,141,80.2,5736719889,213,4.49,5736719887,212,6.1,5736719883,140,77.3,5736719881,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816493013,43,1,1,3,37,anga7587r1zv4ey71ge9zxol3,1,77.3,80.1,2025-05-18T14:05:13.646Z,2025-05-18T14:05:15Z,6d0lxiep13vdv32bdb0xwyrys,L. Sandgrav,,,5736720081,141,72.7,5736720079,140,73.5,5736720083,212,6.4,5736720077,56,Center,5736720085,213,4.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816493071,44,1,1,3,39,anga7587r1zv4ey71ge9zxol3,0,73.5,65.6,2025-05-18T14:05:15.295Z,2025-05-18T14:05:17Z,b13l1wrb747y9cdc8wqltan6d,M. Hebo,,,5736720395,141,69.4,5736720397,212,29.0,5736720401,213,0.09,5736720393,140,100.0,5736720389,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816493829,45,5,1,3,41,anga7587r1zv4ey71ge9zxol3,0,101.0,69.0,2025-05-18T14:05:17.276Z,2025-05-18T16:27:27Z,b13l1wrb747y9cdc8wqltan6d,M. Hebo,,,5736724313,56,Center,5736724315,346,,5736724383,233,57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816493617,57,5,1,3,41,aljua8crr0vkwit0j3m59jw9j,1,-1.0,31.0,2025-05-18T14:05:17.276Z,2025-05-18T16:27:27Z,7foqorbwhgqjghtxa2nax6kgk,A. Lyng,,,5736723173,56,Back,5736724341,233,45,5736723175,346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816493669,58,1,1,4,0,aljua8crr0vkwit0j3m59jw9j,1,4.1,61.1,2025-05-18T14:05:35.979Z,2025-05-18T14:54:02Z,33sxiwcjeqcop3ukuok86ujmd,M. Dal Hende,,,5736723425,213,4.76,5736723429,237,,5736723417,56,Back,5736723419,140,4.4,5736723423,212,6.4,5736723421,141,51.7,5736723415,124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816550071,436,1,1,4,3,aljua8crr0vkwit0j3m59jw9j,1,5.0,50.5,2025-05-18T14:05:38.878Z,2025-05-18T14:54:18Z,dcocgxtuabo0rwzwukvqky9uy,M. Bundgaard,,,5737010811,213,6.01,5737010807,141,43.6,5737010805,140,20.8,5737010803,56,Back,5737010809,212,17.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816493739,59,1,1,4,6,aljua8crr0vkwit0j3m59jw9j,1,19.7,33.9,2025-05-18T14:05:42.242Z,2025-05-18T14:05:43Z,5jdkdvxssuc8gvzwwrq5bs76y,T. Sommer,,,5736723863,140,16.8,5736723861,56,Back,5736723867,212,19.6,5736723869,213,4.56,5736723865,141,5.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816493803,60,1,1,4,7,aljua8crr0vkwit0j3m59jw9j,0,16.7,5.3,2025-05-18T14:05:43.427Z,2025-05-18T14:05:46Z,3361cs2j60yxzy9mir80byqc5,A. Oggesen,,,5736724189,1,,5736724181,140,63.4,5736724179,56,Center,5736724183,141,43.6,5736724187,213,0.49,5736724185,212,55.5,5736724177,157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816493935,47,1,1,4,13,anga7587r1zv4ey71ge9zxol3,1,37.0,57.6,2025-05-18T14:05:49.663Z,2025-05-18T14:05:51Z,cw6s5hf1tytvb98vjuosz9r6d,R. Thelander,,,5736724827,141,80.9,5736724825,140,34.4,5736724831,213,1.74,5736724823,56,Back,5736724829,212,16.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816494035,48,1,1,4,15,anga7587r1zv4ey71ge9zxol3,1,35.5,79.5,2025-05-18T14:05:51.486Z,2025-05-18T17:31:24Z,5is9bcj143orulo4biogwxzl6,L. Lissens,,,5736725341,213,4.57,5736725339,212,20.1,5736725335,140,32.8,5736725333,56,Back,5736725337,141,50.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816494171,49,1,1,4,19,anga7587r1zv4ey71ge9zxol3,1,37.4,44.8,2025-05-18T14:05:55.055Z,2025-05-18T14:06:00Z,cw6s5hf1tytvb98vjuosz9r6d,R. Thelander,,,5736726121,140,76.5,5736726123,141,83.3,5736726127,213,0.57,5736726119,56,Left,5736726117,155,,5736726129,1,,5736726125,212,48.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816494195,50,1,1,4,24,anga7587r1zv4ey71ge9zxol3,1,76.5,83.5,2025-05-18T14:06:00.590Z,2025-05-18T14:06:02Z,6ul2nma4j0a7e2li6wyyrpal1,M. Jensen,,,5736726259,212,5.4,5736726253,56,Left,5736726257,141,89.7,5736726255,140,73.3,5736726261,213,2.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816494209,51,50,1,4,26,anga7587r1zv4ey71ge9zxol3,1,73.8,89.7,2025-05-18T14:06:02.078Z,2025-05-18T16:34:05Z,8ydi45wh0naevno6aos78vi09,L. Klassen,,,5736726309,56,Left,5736726541,233,61,5736726311,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816494249,61,7,1,4,26,aljua8crr0vkwit0j3m59jw9j,1,26.2,10.3,2025-05-18T14:06:02.079Z,2025-05-18T17:31:42Z,adg5dfvzxjrzlz1n2jsfeyx3o,M. Agger,,,5736726529,233,51,5736726503,56,Back,5736726505,285,,5737794347,178,,5737794345,383,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816494283,62,1,1,4,27,aljua8crr0vkwit0j3m59jw9j,0,25.7,8.3,2025-05-18T14:06:02.987Z,2025-05-18T17:31:45Z,adg5dfvzxjrzlz1n2jsfeyx3o,M. Agger,,,5736726655,56,Back,5736726657,140,21.9,5736726663,213,3.14,5736726661,212,4.0,5736726659,141,8.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816494243,52,61,1,4,27,anga7587r1zv4ey71ge9zxol3,1,76.4,90.1,2025-05-18T14:06:03.586Z,2025-05-18T14:06:03Z,6d0lxiep13vdv32bdb0xwyrys,L. Sandgrav,,,5736726481,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816494299,53,1,1,4,29,anga7587r1zv4ey71ge9zxol3,1,71.9,91.0,2025-05-18T14:06:05.758Z,2025-05-18T17:32:01Z,8ydi45wh0naevno6aos78vi09,L. Klassen,,,5736726757,56,Left,5736726761,141,85.7,5736726763,212,3.7,5736726759,140,72.5,5736726765,213,4.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816494325,54,1,1,4,30,anga7587r1zv4ey71ge9zxol3,1,67.0,84.9,2025-05-18T14:06:06.254Z,2025-05-18T14:06:07Z,b13l1wrb747y9cdc8wqltan6d,M. Hebo,,,5736726875,213,0.14,5736726867,56,Left,5736726873,212,5.3,5736726869,140,72.0,5736726871,141,86.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816494433,55,1,1,4,31,anga7587r1zv4ey71ge9zxol3,1,72.0,86.0,2025-05-18T14:06:06.894Z,2025-05-18T14:06:11Z,6d0lxiep13vdv32bdb0xwyrys,L. Sandgrav,,,5736727545,212,10.4,5736727537,140,81.2,5736727531,56,Left,5736727541,141,91.5,5736727549,213,0.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816494479,56,1,1,4,35,anga7587r1zv4ey71ge9zxol3,1,82.3,94.0,2025-05-18T14:06:11.342Z,2025-05-18T14:06:13Z,8ydi45wh0naevno6aos78vi09,L. Klassen,,,5736727745,212,12.9,5736727739,56,Left,5736727743,141,91.4,5736727741,140,70.1,5736727747,213,3.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816494659,57,1,1,4,37,anga7587r1zv4ey71ge9zxol3,1,69.9,86.7,2025-05-18T14:06:13.054Z,2025-05-18T17:32:17Z,5is9bcj143orulo4biogwxzl6,L. Lissens,,,5736728627,155,,5736728635,141,7.6,5736728639,213,5.23,5736728641,1,,5736728637,212,61.9,5736728629,196,,5736728631,56,Right,5736728633,140,99.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816494671,58,1,1,4,44,anga7587r1zv4ey71ge9zxol3,0,98.2,7.6,2025-05-18T14:06:20.062Z,2025-05-18T14:06:20Z,6ul2nma4j0a7e2li6wyyrpal1,M. Jensen,,,5736728737,212,6.3,5736728735,141,12.7,5736728739,213,2.56,5736728731,56,Right,5736728733,140,93.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816494727,63,50,1,4,46,aljua8crr0vkwit0j3m59jw9j,1,12.0,90.5,2025-05-18T14:06:21.933Z,2025-05-18T16:34:06Z,94560hgwsjkx8qgz48f7gzitw,O. Hyseni,,,5736729199,233,59,5736728987,285,,5736728985,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816494757,59,7,1,4,46,anga7587r1zv4ey71ge9zxol3,1,88.0,9.5,2025-05-18T14:06:21.934Z,2025-05-18T17:32:32Z,8822s8ns7oyvjqade4oaxzg0l,O. Buur,,,5737798117,383,,5736729149,56,Right,5736729151,286,,5736729175,233,63,5737798119,178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816494775,64,83,1,4,46,aljua8crr0vkwit0j3m59jw9j,0,22.7,94.2,2025-05-18T14:06:22.108Z,2025-05-18T17:32:54Z,94560hgwsjkx8qgz48f7gzitw,O. Hyseni,,,5737523385,399,8822s8ns7oyvjqade4oaxzg0l,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816494959,60,1,1,4,46,anga7587r1zv4ey71ge9zxol3,1,93.9,63.8,2025-05-18T14:06:22.742Z,2025-05-18T16:27:58Z,8822s8ns7oyvjqade4oaxzg0l,O. Buur,,,5736730283,56,Right,5736730287,141,13.3,5737523507,1,,5736730289,212,40.9,5736730291,213,4.14,5736730285,140,72.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
