id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/9/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/15/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId
2754014637,42,1,1,2,45,anga7587r1zv4ey71ge9zxol3,1,4.6,60.9,2024-12-01T13:05:17.979Z,2024-12-01T13:05:21Z,15fo180vixn0lb65fujttit3p,J. Storch,,,5395009271,141,8.5,5395009275,213,5.23,5395009265,123,,5395009267,56,Back,5395009313,287,,5395009269,140,23.9,5395009273,212,41.0,5395009277,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2754014747,43,1,1,2,54,anga7587r1zv4ey71ge9zxol3,1,36.9,9.2,2024-12-01T13:05:26.555Z,2024-12-01T13:05:31Z,6v4ykv7aw86ql22oksh682kus,W. Kumado,,,5395009939,140,27.9,5395009937,56,Back,5395009943,212,15.5,5395009945,213,2.23,5395009941,141,27.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2754014787,44,1,1,2,59,anga7587r1zv4ey71ge9zxol3,1,27.8,28.3,2024-12-01T13:05:31.819Z,2024-12-01T13:05:35Z,6ul2nma4j0a7e2li6wyyrpal1,M. Jensen,,,5395010165,212,18.2,5395010161,140,38.7,5395010159,56,Back,5395010167,213,5.39,5395010163,141,7.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2754014807,45,1,1,3,2,anga7587r1zv4ey71ge9zxol3,0,39.4,7.1,2024-12-01T13:05:35.083Z,2024-12-01T13:05:37Z,6v4ykv7aw86ql22oksh682kus,W. Kumado,,,5395010281,140,93.9,5395010279,56,Right,5395010285,212,57.8,5395010287,213,0.14,5395010289,1,,5395010283,141,18.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2754014833,18,4,1,3,7,aljua8crr0vkwit0j3m59jw9j,1,11.4,85.4,2024-12-01T13:05:39.146Z,2024-12-01T13:05:42Z,czpstoiy12awqpasz573ckp91,D. Grétarsson,,,5395010539,285,,5395010537,152,,5395010533,294,,5395010531,13,,5395010541,233,46,5395010535,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2754014829,46,4,1,3,7,anga7587r1zv4ey71ge9zxol3,0,88.6,14.6,2024-12-01T13:05:39.147Z,2024-12-01T13:05:43Z,39f0bq9uk4etkf75uzu6qyrmy,M. Abubakari,,,5395010509,294,,5395010507,13,,5395010547,233,18,5395010513,152,,5395010511,56,Right,5395010515,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2754015067,19,1,1,3,27,aljua8crr0vkwit0j3m59jw9j,1,10.5,91.3,2024-12-01T13:05:59.289Z,2024-12-01T13:06:05Z,czpstoiy12awqpasz573ckp91,D. Grétarsson,,,5395011707,157,,5395011709,152,,5395011719,213,5.06,5395011717,212,60.2,5395011713,140,29.8,5395011721,1,,5395011711,56,Back,5395011715,141,8.0,5395011705,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2754015109,20,1,1,3,33,aljua8crr0vkwit0j3m59jw9j,1,33.6,7.6,2024-12-01T13:06:05.369Z,2024-12-01T13:06:10Z,3361cs2j60yxzy9mir80byqc5,A. Oggesen,,,5395012031,141,28.5,5395012035,213,1.53,5395012033,212,14.2,5395012029,140,34.2,5395012027,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2754015139,21,1,1,3,38,aljua8crr0vkwit0j3m59jw9j,1,33.3,29.0,2024-12-01T13:06:10.680Z,2024-12-01T14:04:41Z,5jdkdvxssuc8gvzwwrq5bs76y,T. Sommer,,,5395012199,212,28.1,5395012193,56,Back,5395012197,141,35.4,5395012201,213,2.99,5395012195,140,6.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2754015141,22,1,1,3,40,aljua8crr0vkwit0j3m59jw9j,1,6.9,35.4,2024-12-01T13:06:12.696Z,2024-12-01T14:04:41Z,c7gwbtdqptxjtu3tn3xctvit,J. Busk,,,5395012219,212,6.7,5395012213,56,Back,5395012217,141,28.7,5395012215,140,11.6,5395012221,213,5.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2754015159,23,1,1,3,41,aljua8crr0vkwit0j3m59jw9j,1,11.6,28.7,2024-12-01T13:06:13.224Z,2024-12-01T14:04:42Z,6rd849oap6uh93wdwjk8590q1,M. Soulas,,,5395012327,213,1.70,5395012319,56,Back,5395012323,141,65.5,5395012321,140,8.6,5395012325,212,25.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2754015175,24,1,1,3,42,aljua8crr0vkwit0j3m59jw9j,1,9.3,69.0,2024-12-01T13:06:14.984Z,2024-12-01T13:06:16Z,czpstoiy12awqpasz573ckp91,D. Grétarsson,,,5395012441,140,15.9,5395012445,212,15.7,5395012447,213,1.11,5395012443,141,89.7,5395012439,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2754015189,25,43,1,3,44,aljua8crr0vkwit0j3m59jw9j,1,0.0,0.0,2024-12-01T13:06:16.744Z,2024-12-01T16:30:31Z,7sbdudf1vycn8hinw0giakpyi,E. Duru,,,5395012535,285,0,5396167039,144,3,5395012533,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2754015177,47,83,1,3,44,anga7587r1zv4ey71ge9zxol3,0,77.0,8.2,2024-12-01T13:06:16.744Z,2024-12-01T16:30:30Z,diwrq7ulrey4juxk4dafct0q1,M. Warming,,,5396166935,399,7sbdudf1vycn8hinw0giakpyi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2754015199,26,4,1,3,45,aljua8crr0vkwit0j3m59jw9j,1,25.4,92.2,2024-12-01T13:06:18.009Z,2024-12-01T13:58:32Z,7sbdudf1vycn8hinw0giakpyi,E. Duru,,,5395012629,285,,5395012627,152,,5395012619,295,,5395012623,56,Back,5395012617,13,,5395012689,233,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2754015191,48,4,1,3,45,anga7587r1zv4ey71ge9zxol3,0,74.6,7.8,2024-12-01T13:06:18.010Z,2024-12-01T13:58:32Z,diwrq7ulrey4juxk4dafct0q1,M. Warming,,,5395012651,56,Right,5395012655,286,,5395012707,233,26,5395012653,152,,5395012649,295,,5395012647,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2754015455,27,1,1,4,8,aljua8crr0vkwit0j3m59jw9j,1,31.7,86.0,2024-12-01T13:06:40.584Z,2024-12-01T16:30:42Z,7sbdudf1vycn8hinw0giakpyi,E. Duru,,,5395013945,213,4.68,5395013935,152,,5396168189,189,,5395013941,141,61.2,5395013939,140,31.2,5395013937,56,Back,5395013933,5,,5395013943,212,16.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2754015487,28,1,1,4,9,aljua8crr0vkwit0j3m59jw9j,1,31.7,64.2,2024-12-01T13:06:41.624Z,2024-12-01T13:06:43Z,5j9d1plbsd5ic01r3ggziutwp,R. Vinderslev,,,5395014047,213,0.87,5395014043,141,90.2,5395014039,56,Back,5395014045,212,23.1,5395014041,140,45.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2754015499,29,61,1,4,11,aljua8crr0vkwit0j3m59jw9j,1,45.4,86.0,2024-12-01T13:06:43.608Z,2024-12-01T16:31:01Z,7sbdudf1vycn8hinw0giakpyi,E. Duru,,,5395014093,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2754015505,49,43,1,4,11,anga7587r1zv4ey71ge9zxol3,1,0.0,0.0,2024-12-01T13:06:43.609Z,2024-12-01T16:31:02Z,diwrq7ulrey4juxk4dafct0q1,M. Warming,,,5395014109,285,0,5395014107,56,Right,5396170723,144,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2754015555,30,1,1,4,13,aljua8crr0vkwit0j3m59jw9j,1,43.6,71.0,2024-12-01T13:06:45.224Z,2024-12-01T13:06:48Z,5j9d1plbsd5ic01r3ggziutwp,R. Vinderslev,,,5395014411,141,63.9,5395014405,157,,5395014415,213,6.08,5395014419,1,,5395014413,212,24.2,5395014407,56,Center,5395014409,140,66.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2754015543,50,83,1,4,13,anga7587r1zv4ey71ge9zxol3,0,35.7,33.1,2024-12-01T13:06:45.658Z,2024-12-01T13:15:49Z,5is9bcj143orulo4biogwxzl6,L. Lissens,,,5395014569,399,3ejggtt1du1cui3wc1f8oqx62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2754015561,31,1,1,4,14,aljua8crr0vkwit0j3m59jw9j,0,66.0,67.9,2024-12-01T13:06:46.520Z,2024-12-01T13:06:50Z,3ejggtt1du1cui3wc1f8oqx62,L. Qamili,,,5395014459,141,69.7,5395014453,56,Center,5395014455,140,70.2,5395014463,212,4.6,5395014467,213,0.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2754015581,51,1,1,4,18,anga7587r1zv4ey71ge9zxol3,1,30.2,22.1,2024-12-01T13:06:50.186Z,2024-12-01T13:06:51Z,6ul2nma4j0a7e2li6wyyrpal1,M. Jensen,,,5395014591,213,0.76,5395014589,212,10.4,5395014583,56,Back,5395014587,141,32.7,5395014585,140,37.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2754015605,53,1,1,4,19,anga7587r1zv4ey71ge9zxol3,1,37.4,32.7,2024-12-01T13:06:51.914Z,2024-12-01T13:06:53Z,5733iw16239m83syv5dm8huj9,M. Rømer,,,5395014709,212,17.6,5395014707,141,10.4,5395014703,56,Back,5395014711,213,4.18,5395014705,140,28.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2754015641,54,1,1,4,21,anga7587r1zv4ey71ge9zxol3,1,28.8,10.0,2024-12-01T13:06:53.147Z,2024-12-01T13:06:57Z,6v4ykv7aw86ql22oksh682kus,W. Kumado,,,5395014939,212,31.5,5395014941,213,2.22,5395014929,140,10.6,5395014925,56,Back,5395014935,141,46.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2754015671,55,1,1,4,24,anga7587r1zv4ey71ge9zxol3,1,10.6,46.9,2024-12-01T13:06:56.938Z,2024-12-01T13:06:59Z,15fo180vixn0lb65fujttit3p,J. Storch,,,5395015135,213,0.93,5395015131,141,67.2,5395015127,56,Back,5395015129,140,20.4,5395015133,212,17.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2754015719,56,1,1,4,27,anga7587r1zv4ey71ge9zxol3,1,20.4,67.2,2024-12-01T13:06:59.706Z,2024-12-01T13:07:04Z,5is9bcj143orulo4biogwxzl6,L. Lissens,,,5395015345,140,29.9,5395015351,213,1.06,5395015349,212,20.5,5395015343,56,Back,5395015347,141,93.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2754015735,57,1,1,4,31,anga7587r1zv4ey71ge9zxol3,1,29.4,80.2,2024-12-01T13:07:04.042Z,2024-12-01T13:07:06Z,8ydi45wh0naevno6aos78vi09,L. Klassen,,,5395015421,56,Back,5395015425,141,54.9,5395015429,213,5.47,5395015427,212,23.7,5395015423,140,44.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2754015749,58,1,1,4,33,anga7587r1zv4ey71ge9zxol3,1,44.9,54.8,2024-12-01T13:07:05.978Z,2024-12-01T13:07:10Z,39f0bq9uk4etkf75uzu6qyrmy,M. Abubakari,,,5395015527,56,Back,5395015529,140,25.4,5395015537,1,,5395015533,212,38.5,5395015531,141,6.8,5395015713,156,,5395015535,213,4.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2754015757,59,61,1,4,36,anga7587r1zv4ey71ge9zxol3,0,25.2,6.8,2024-12-01T13:07:08.123Z,2024-12-01T13:07:08Z,6v4ykv7aw86ql22oksh682kus,W. Kumado,,,5395015575,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2754015959,32,5,1,4,36,aljua8crr0vkwit0j3m59jw9j,1,76.2,101.8,2024-12-01T13:07:08.666Z,2024-12-01T13:58:15Z,3ejggtt1du1cui3wc1f8oqx62,L. Qamili,,,5395016663,56,Left,5395016719,233,60,5395016665,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2754015763,60,5,1,4,36,anga7587r1zv4ey71ge9zxol3,0,23.8,-1.8,2024-12-01T13:07:08.666Z,2024-12-01T13:58:15Z,6v4ykv7aw86ql22oksh682kus,W. Kumado,,,5395015597,347,,5395016749,233,32,5395015595,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2754015987,33,1,1,4,50,aljua8crr0vkwit0j3m59jw9j,1,71.2,100.0,2024-12-01T13:07:23.064Z,2024-12-01T13:07:24Z,7sbdudf1vycn8hinw0giakpyi,E. Duru,,,5395016791,213,4.32,5395016781,107,,5395016787,141,76.0,5395016789,212,18.8,5395016783,56,Center,5395016785,140,64.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2754016009,34,1,1,4,52,aljua8crr0vkwit0j3m59jw9j,1,64.5,76.0,2024-12-01T13:07:24.215Z,2024-12-01T13:07:25Z,5jdkdvxssuc8gvzwwrq5bs76y,T. Sommer,,,5395016921,213,1.42,5395016915,140,65.9,5395016913,56,Left,5395016917,141,89.8,5395016919,212,9.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2754016015,35,1,1,4,53,aljua8crr0vkwit0j3m59jw9j,0,65.9,90.6,2024-12-01T13:07:25.704Z,2024-12-01T13:07:26Z,1902oagnhlo7x9xpumxvg1t78,L. Björklund,,,5395016945,140,70.0,5395016951,213,5.89,5395016949,212,4.7,5395016947,141,88.0,5395016943,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2754016043,61,1,1,4,55,anga7587r1zv4ey71ge9zxol3,1,26.8,14.4,2024-12-01T13:07:27.178Z,2024-12-01T13:07:28Z,diwrq7ulrey4juxk4dafct0q1,M. Warming,,,5395017101,56,Back,5395017107,212,16.2,5395017109,213,0.22,5395017103,140,41.9,5395017105,141,19.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2754016061,62,61,1,4,56,anga7587r1zv4ey71ge9zxol3,1,41.9,19.5,2024-12-01T13:07:28.554Z,2024-12-01T16:31:48Z,39f0bq9uk4etkf75uzu6qyrmy,M. Abubakari,,,5395017239,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2754016075,63,1,1,4,58,anga7587r1zv4ey71ge9zxol3,0,33.5,11.7,2024-12-01T13:07:30.250Z,2024-12-01T13:07:31Z,diwrq7ulrey4juxk4dafct0q1,M. Warming,,,5395017299,141,33.3,5395017301,212,25.5,5395017297,140,53.4,5395017303,213,0.61,5395017295,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2754016103,36,1,1,4,58,aljua8crr0vkwit0j3m59jw9j,1,41.7,64.4,2024-12-01T13:07:31Z,2024-12-01T13:07:33Z,6rd849oap6uh93wdwjk8590q1,M. Soulas,,,5395017435,56,Center,5395017441,212,14.6,5395017437,140,54.5,5395017439,141,56.1,5395017443,213,5.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2754016105,37,61,1,5,0,aljua8crr0vkwit0j3m59jw9j,0,55.1,56.1,2024-12-01T13:07:32.951Z,2024-12-01T13:07:33Z,5x8064b3yr7txk0czddfjtffu,S. Emini,,,5395017447,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2754230095,886,3,1,5,1,anga7587r1zv4ey71ge9zxol3,0,46.6,51.0,2024-12-01T13:07:33.316Z,2024-12-01T16:32:03Z,5733iw16239m83syv5dm8huj9,M. Rømer,,,5396178259,467,5x8064b3yr7txk0czddfjtffu,5396178257,464,,5396178253,56,Back,5396178255,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2754016121,64,4,1,5,1,anga7587r1zv4ey71ge9zxol3,1,45.2,49.2,2024-12-01T13:07:33.559Z,2024-12-01T13:07:39Z,5733iw16239m83syv5dm8huj9,M. Rømer,,,5395017575,265,,5395017571,56,Back,5395017569,13,,5395017573,152,,5395017577,286,,5395017579,233,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2754016111,38,4,1,5,1,aljua8crr0vkwit0j3m59jw9j,0,54.8,50.8,2024-12-01T13:07:33.560Z,2024-12-01T13:07:39Z,5x8064b3yr7txk0czddfjtffu,S. Emini,,,5395017453,13,,5395017459,265,,5395017457,152,,5395017597,233,64,5395017461,285,,5395017455,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2754016703,65,1,1,5,40,anga7587r1zv4ey71ge9zxol3,1,45.1,54.2,2024-12-01T13:08:12.618Z,2024-12-01T16:32:25Z,5733iw16239m83syv5dm8huj9,M. Rømer,,,5395020445,155,,5395020451,140,73.0,5395020459,1,,5395020453,141,96.8,5395020457,213,0.78,5396180689,189,,5395020455,212,41.2,5395020443,5,,5395020449,56,Left,5395020447,152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2754016747,66,1,1,5,45,anga7587r1zv4ey71ge9zxol3,1,73.0,96.8,2024-12-01T13:08:17.402Z,2024-12-01T13:08:19Z,8ydi45wh0naevno6aos78vi09,L. Klassen,,,5395020683,212,15.8,5395020679,140,88.0,5395020673,3,,5395020677,56,Left,5395020681,141,94.5,5395020685,213,6.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2754016679,39,83,1,5,46,aljua8crr0vkwit0j3m59jw9j,0,10.5,13.2,2024-12-01T13:08:18.407Z,2024-12-01T16:32:39Z,5x8064b3yr7txk0czddfjtffu,S. Emini,,,5395020719,399,9pnirb3qt48zeui3su8cvu1ka,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2754016759,67,1,1,5,47,anga7587r1zv4ey71ge9zxol3,1,86.4,93.9,2024-12-01T13:08:19.770Z,2024-12-01T13:08:21Z,9pnirb3qt48zeui3su8cvu1ka,J. Amon,,,5395020751,213,3.83,5395020745,140,75.1,5395020749,212,15.4,5395020743,56,Left,5395020747,141,79.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2754016767,68,1,1,5,48,anga7587r1zv4ey71ge9zxol3,1,75.1,79.4,2024-12-01T13:08:21.034Z,2024-12-01T13:08:23Z,d854rlweyk5wq6d2veyviukq2,C. Winther,,,5395020785,140,73.7,5395020787,141,94.7,5395020789,212,10.5,5395020783,56,Left,5395020791,213,1.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2754016879,69,1,1,5,50,anga7587r1zv4ey71ge9zxol3,1,73.6,94.7,2024-12-01T13:08:23.018Z,2024-12-01T13:08:29Z,8ydi45wh0naevno6aos78vi09,L. Klassen,,,5395021403,212,23.7,5395021399,141,79.7,5395021395,140,53.2,5395021391,56,Left,5395021405,213,3.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2754016933,70,1,1,5,56,anga7587r1zv4ey71ge9zxol3,1,53.3,76.4,2024-12-01T13:08:28.858Z,2024-12-01T13:08:31Z,5is9bcj143orulo4biogwxzl6,L. Lissens,,,5395021775,56,Back,5395021781,212,23.7,5395021779,141,48.1,5395021777,140,40.2,5395021783,213,4.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2754016955,71,1,1,5,59,anga7587r1zv4ey71ge9zxol3,0,44.2,46.4,2024-12-01T13:08:31.611Z,2024-12-01T13:08:33Z,6ul2nma4j0a7e2li6wyyrpal1,M. Jensen,,,5395021911,56,Left,5395021921,1,,5395021915,141,100.0,5395021917,212,53.1,5395021919,213,0.78,5395021913,140,80.0,5395021909,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2754017059,40,5,1,6,1,aljua8crr0vkwit0j3m59jw9j,1,23.8,-1.6,2024-12-01T13:08:33.152Z,2024-12-01T13:58:15Z,3ejggtt1du1cui3wc1f8oqx62,L. Qamili,,,5395022393,56,Back,5395022395,347,,5395022439,233,72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2754016961,72,5,1,6,1,anga7587r1zv4ey71ge9zxol3,0,76.2,101.6,2024-12-01T13:08:33.152Z,2024-12-01T13:58:15Z,6ul2nma4j0a7e2li6wyyrpal1,M. Jensen,,,5395021941,347,,5395022443,233,40,5395021939,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2754017195,41,1,1,6,14,aljua8crr0vkwit0j3m59jw9j,1,28.4,0.0,2024-12-01T13:08:46.599Z,2024-12-01T13:08:47Z,3361cs2j60yxzy9mir80byqc5,A. Oggesen,,,5395023063,213,1.81,5395023055,56,Back,5395023061,212,6.1,5395023059,141,6.9,5395023053,107,,5395023057,140,27.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2754017315,42,1,1,6,15,aljua8crr0vkwit0j3m59jw9j,0,27.0,7.1,2024-12-01T13:08:47.767Z,2024-12-01T13:08:56Z,5jdkdvxssuc8gvzwwrq5bs76y,T. Sommer,,,5395023679,212,77.7,5395023667,157,,5395023669,56,Right,5395023671,140,100.0,5395023681,213,0.01,5395023685,1,,5395023675,141,7.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2754017693,43,5,1,6,23,aljua8crr0vkwit0j3m59jw9j,0,101.0,7.2,2024-12-01T13:08:56.057Z,2024-12-01T13:58:16Z,5jdkdvxssuc8gvzwwrq5bs76y,T. Sommer,,,5395025703,346,,5395025773,233,73,5395025701,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2754017459,73,5,1,6,23,anga7587r1zv4ey71ge9zxol3,1,-1.0,92.8,2024-12-01T13:08:56.057Z,2024-12-01T13:58:16Z,5is9bcj143orulo4biogwxzl6,L. Lissens,,,5395025725,233,43,5395024471,56,Back,5395024473,346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2754017497,74,1,1,6,35,anga7587r1zv4ey71ge9zxol3,1,1.9,53.1,2024-12-01T13:09:07.225Z,2024-12-01T13:09:11Z,15fo180vixn0lb65fujttit3p,J. Storch,,,5395024631,56,Back,5395024635,141,71.2,5395024633,140,9.3,5395024639,213,1.01,5395024637,212,14.6,5395024643,237,,5395024629,124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2754017527,75,1,1,6,38,anga7587r1zv4ey71ge9zxol3,1,9.3,71.2,2024-12-01T13:09:11.050Z,2024-12-01T13:09:13Z,5is9bcj143orulo4biogwxzl6,L. Lissens,,,5395024793,212,29.3,5395024787,56,Back,5395024789,140,14.4,5395024795,213,4.90,5395024791,141,28.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2754017593,76,1,1,6,41,anga7587r1zv4ey71ge9zxol3,1,20.0,28.2,2024-12-01T13:09:13.675Z,2024-12-01T13:09:19Z,6ul2nma4j0a7e2li6wyyrpal1,M. Jensen,,,5395025161,212,19.0,5395025163,213,5.18,5395025155,56,Back,5395025157,140,28.1,5395025159,141,3.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2754017613,77,1,1,6,46,anga7587r1zv4ey71ge9zxol3,1,40.5,5.3,2024-12-01T13:09:18.922Z,2024-12-01T13:09:20Z,6v4ykv7aw86ql22oksh682kus,W. Kumado,,,5395025261,140,46.6,5395025271,213,1.09,5395025267,212,13.9,5395025263,141,23.4,5395025257,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2754017637,78,1,1,6,47,anga7587r1zv4ey71ge9zxol3,1,46.6,23.6,2024-12-01T13:09:20.075Z,2024-12-01T13:11:30Z,b13l1wrb747y9cdc8wqltan6d,M. Hebo,,,5395025431,140,41.8,5395025427,56,Back,5395025441,213,4.37,5395025439,212,15.0,5395025435,141,2.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2754017665,79,1,1,6,49,anga7587r1zv4ey71ge9zxol3,1,41.8,2.9,2024-12-01T13:09:21.338Z,2024-12-01T13:09:23Z,6v4ykv7aw86ql22oksh682kus,W. Kumado,,,5395025599,213,1.89,5395025593,140,38.2,5395025597,212,12.2,5395025595,141,20.0,5395025591,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2754017669,80,1,1,6,51,anga7587r1zv4ey71ge9zxol3,0,35.5,20.7,2024-12-01T13:09:23.402Z,2024-12-01T18:17:32Z,5733iw16239m83syv5dm8huj9,M. Rømer,,,5396197033,141,23.5,5396197037,213,2.58,5396197903,236,,5396724637,233,44,5395025615,56,Back,5396197031,140,32.6,5396197905,286,,5396197035,212,3.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2754017707,44,74,1,6,51,aljua8crr0vkwit0j3m59jw9j,1,65.7,76.7,2024-12-01T13:09:23.403Z,2024-12-01T18:17:32Z,adg5dfvzxjrzlz1n2jsfeyx3o,M. Agger,,,5395025769,56,Center,5395025811,285,,5396724649,233,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
