id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/8/value,qualifier/10/value,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/9/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/11/value,qualifier/17/value
2751202203,26,1,1,2,47,36g6ifzjliec1jqnbtf7yesme,1,28.3,43.3,2024-11-24T13:05:18.209Z,2024-11-24T13:05:20Z,7yst1mucy7jynmpzu1thox2i,L. Kramer,,5379732919,141,66.1,5379732921,212,15.5,5379732915,56,Back,5379732923,213,1.51,5379732917,140,29.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751202273,27,1,1,2,49,36g6ifzjliec1jqnbtf7yesme,1,29.3,66.4,2024-11-24T13:05:20.318Z,2024-11-24T13:05:23Z,8vi3l756ez0e96k7muvg4ekbu,B. Pudel,,5379733251,140,27.5,5379733255,212,20.7,5379733253,141,36.1,5379733249,56,Back,5379733257,213,4.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751202289,28,1,1,2,53,36g6ifzjliec1jqnbtf7yesme,1,27.2,28.9,2024-11-24T13:05:23.599Z,2024-11-24T13:05:25Z,7yst1mucy7jynmpzu1thox2i,L. Kramer,,5379733351,140,12.0,5379733349,56,Back,5379733353,141,48.7,5379733355,212,20.9,5379733357,213,2.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751202349,29,1,1,2,54,36g6ifzjliec1jqnbtf7yesme,1,12.0,48.7,2024-11-24T13:05:25.052Z,2024-11-24T13:05:29Z,a2l4ep71txn2edtjjcgewai5m,V. Müller,,5379733607,212,21.2,5379733601,56,Back,5379733605,141,75.3,5379733609,213,1.02,5379733603,140,22.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751202391,30,1,1,2,58,36g6ifzjliec1jqnbtf7yesme,1,27.4,78.4,2024-11-24T13:05:29.412Z,2024-11-24T13:05:31Z,8vi3l756ez0e96k7muvg4ekbu,B. Pudel,,5379733785,213,0.91,5379733783,212,13.7,5379733779,140,35.4,5379733777,56,Back,5379733781,141,94.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751202395,31,1,1,3,1,36g6ifzjliec1jqnbtf7yesme,0,35.4,94.4,2024-11-24T13:05:31.755Z,2024-11-24T13:48:16Z,1arzd8hqj73byhduozscqz5uy,M. Jørgensen,,5379733801,141,91.5,5379733807,213,5.32,5379733791,56,Back,5379733803,212,2.4,5379733795,140,36.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751202413,32,61,1,3,3,cftj6g399tknheudaxsdpfdgb,1,68.1,6.1,2024-11-24T13:05:33.598Z,2024-11-24T13:05:33Z,bitixkzgt5p65rlo2bnllcf6x,J. Mbom,,5379733883,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751202437,33,83,1,3,5,cftj6g399tknheudaxsdpfdgb,0,59.9,37.1,2024-11-24T13:05:35.693Z,2024-11-24T13:05:40Z,3bvc29bootgmo9tsapvygvnu2,M. Westergaard,,5379734405,399,6v1kpakd3t0jhnoh1eh75ev4k,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751401261,835,3,1,3,6,36g6ifzjliec1jqnbtf7yesme,0,44.0,70.6,2024-11-24T13:05:37.482Z,2024-11-24T16:13:45Z,6v1kpakd3t0jhnoh1eh75ev4k,K. Davidsen,,5380803417,464,,5380803411,56,Back,5380803413,286,,5380803421,467,5f3wfx327z9hef9k9l37c90wl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751202491,32,4,1,3,7,36g6ifzjliec1jqnbtf7yesme,1,39.0,68.9,2024-11-24T13:05:38.425Z,2024-11-24T13:58:18Z,6v1kpakd3t0jhnoh1eh75ev4k,K. Davidsen,,5379734333,233,34,5379734337,286,,5379734263,13,,5379734269,265,,5379734265,56,Back,5379734267,152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751202497,34,4,1,3,7,cftj6g399tknheudaxsdpfdgb,0,61.0,31.1,2024-11-24T13:05:38.426Z,2024-11-24T13:58:18Z,5f3wfx327z9hef9k9l37c90wl,J. Grønning,,5379734297,13,,5379734301,56,Center,5379734345,233,32,5379734311,285,,5379734305,152,,5379734309,265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751203117,39,1,1,3,10,36g6ifzjliec1jqnbtf7yesme,1,46.6,75.6,2024-11-24T13:05:41.274Z,2024-11-24T16:14:01Z,8bi1tlz62rjwyak4pnnzgp562,A. Jasson,,5379737677,152,,5379737123,56,Back,5379737125,140,33.9,5379737129,212,13.4,5379737133,213,3.21,5379737127,141,74.2,5379737675,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751202593,33,1,1,3,13,36g6ifzjliec1jqnbtf7yesme,1,35.3,72.0,2024-11-24T13:05:43.893Z,2024-11-24T16:14:03Z,8vi3l756ez0e96k7muvg4ekbu,B. Pudel,,5379734703,56,Back,5379734709,212,20.5,5379734705,140,33.0,5379734707,141,42.1,5379734711,213,4.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751202675,34,1,1,3,17,36g6ifzjliec1jqnbtf7yesme,1,33.4,40.3,2024-11-24T13:05:47.752Z,2024-11-24T13:05:50Z,7yst1mucy7jynmpzu1thox2i,L. Kramer,,5379735111,213,1.33,5379735101,141,63.3,5379735107,212,16.1,5379735097,56,Back,5379735099,140,37.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751202717,35,1,1,3,20,36g6ifzjliec1jqnbtf7yesme,1,37.1,62.0,2024-11-24T13:05:50.752Z,2024-11-24T13:05:53Z,8vi3l756ez0e96k7muvg4ekbu,B. Pudel,,5379735311,141,35.5,5379735307,56,Back,5379735315,213,4.57,5379735313,212,18.2,5379735309,140,34.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751202765,36,1,1,3,22,36g6ifzjliec1jqnbtf7yesme,1,35.3,32.7,2024-11-24T13:05:53.118Z,2024-11-24T13:05:55Z,7yst1mucy7jynmpzu1thox2i,L. Kramer,,5379735537,140,40.5,5379735549,213,5.14,5379735545,212,13.2,5379735541,141,15.0,5379735533,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751202837,37,1,1,3,24,36g6ifzjliec1jqnbtf7yesme,1,39.4,14.7,2024-11-24T13:05:55.383Z,2024-11-24T13:06:00Z,de0dokhb6u6hts2hu5aupgiga,K. Jørgensen,,5379735857,140,33.0,5379735861,212,29.7,5379735859,141,57.2,5379735855,56,Back,5379735863,213,1.80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751202893,38,1,1,3,29,36g6ifzjliec1jqnbtf7yesme,0,34.0,60.3,2024-11-24T13:06:00.039Z,2024-11-24T13:06:02Z,8vi3l756ez0e96k7muvg4ekbu,B. Pudel,,5379736159,141,70.3,5379736155,56,Center,5379736153,155,,5379736157,140,70.7,5379736161,212,39.1,5379736165,1,,5379736163,213,0.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751202917,35,61,1,3,32,cftj6g399tknheudaxsdpfdgb,1,24.7,29.4,2024-11-24T13:06:02.925Z,2024-11-24T16:14:20Z,4n3t1p3zn5yzjv4w0clo3xvjd,D. Anyembe,,5379736263,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751202945,37,1,1,3,33,cftj6g399tknheudaxsdpfdgb,1,32.7,20.9,2024-11-24T13:06:04.110Z,2024-11-24T13:06:05Z,bitixkzgt5p65rlo2bnllcf6x,J. Mbom,,5379736373,212,11.3,5379736375,213,1.74,5379736369,140,30.9,5379736367,56,Back,5379736371,141,37.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751203045,38,1,1,3,34,cftj6g399tknheudaxsdpfdgb,1,31.3,37.1,2024-11-24T13:06:05.070Z,2024-11-24T13:06:09Z,5f3wfx327z9hef9k9l37c90wl,J. Grønning,,5379736789,213,1.83,5379736785,141,72.6,5379736783,140,25.2,5379736781,56,Back,5379736787,212,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751203137,39,1,1,3,39,cftj6g399tknheudaxsdpfdgb,1,22.2,73.2,2024-11-24T13:06:09.645Z,2024-11-24T13:06:14Z,acp1ba2irpv5wfmxke7ucmaga,O. Bundgaard,,5379737207,56,Back,5379737223,212,23.7,5379737225,213,3.80,5379737219,141,51.8,5379737213,140,4.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751203197,40,1,1,3,44,cftj6g399tknheudaxsdpfdgb,1,6.8,50.0,2024-11-24T13:06:14.797Z,2024-11-24T13:06:18Z,dk9nlp77b6q38p751f8w3o8np,O. Hedvall,,5379737521,140,13.2,5379737519,56,Back,5379737527,213,1.16,5379737523,141,72.4,5379737525,212,16.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751203243,41,1,1,3,47,cftj6g399tknheudaxsdpfdgb,1,19.1,72.4,2024-11-24T13:06:18.396Z,2024-11-24T13:06:22Z,9qskwuil30g48xr3ax5p9j6j9,I. Näsberg,,5379737853,141,71.7,5379737855,212,11.5,5379737849,56,Back,5379737857,213,6.24,5379737851,140,30.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751203263,40,83,1,3,50,36g6ifzjliec1jqnbtf7yesme,0,68.0,12.9,2024-11-24T13:06:21.289Z,2024-11-24T13:06:26Z,8mkrj5bnkyhx8kutc4656cy96,M. Jiménez,,5379738293,399,3bvc29bootgmo9tsapvygvnu2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751203271,42,1,1,3,51,cftj6g399tknheudaxsdpfdgb,1,28.1,76.0,2024-11-24T13:06:22.493Z,2024-11-24T13:06:23Z,3bvc29bootgmo9tsapvygvnu2,M. Westergaard,,5379737993,141,95.3,5379737995,212,13.5,5379737997,213,1.34,5379737989,56,Back,5379737991,140,31.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751203281,43,1,1,3,52,cftj6g399tknheudaxsdpfdgb,1,31.1,95.3,2024-11-24T13:06:23.341Z,2024-11-24T13:06:24Z,acp1ba2irpv5wfmxke7ucmaga,O. Bundgaard,,5379738101,140,15.9,5379738105,141,85.1,5379738097,56,Back,5379738107,212,17.4,5379738111,213,3.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751203343,44,1,1,3,53,cftj6g399tknheudaxsdpfdgb,1,15.9,85.1,2024-11-24T13:06:24.221Z,2024-11-24T13:06:28Z,9qskwuil30g48xr3ax5p9j6j9,I. Näsberg,,5379738441,212,19.7,5379738435,56,Back,5379738439,141,61.7,5379738437,140,4.8,5379738443,213,4.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751203361,45,1,1,3,57,cftj6g399tknheudaxsdpfdgb,0,5.7,64.9,2024-11-24T13:06:28.348Z,2024-11-24T13:06:30Z,dk9nlp77b6q38p751f8w3o8np,O. Hedvall,,5379738573,213,5.40,5379738575,1,,5379738567,140,36.1,5379738571,212,50.4,5379738563,155,,5379738565,56,Back,5379738569,141,7.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751203399,41,1,1,4,0,36g6ifzjliec1jqnbtf7yesme,0,62.2,92.4,2024-11-24T13:06:31.062Z,2024-11-24T13:06:32Z,1arzd8hqj73byhduozscqz5uy,M. Jørgensen,,5379738755,213,6.25,5379738743,140,78.2,5379738747,141,91.5,5379738751,212,16.8,5379738735,3,,5379738739,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751203479,46,1,1,4,3,cftj6g399tknheudaxsdpfdgb,1,15.7,6.2,2024-11-24T13:06:34.189Z,2024-11-24T13:06:36Z,4n3t1p3zn5yzjv4w0clo3xvjd,D. Anyembe,,5379739163,56,Back,5379739169,212,14.7,5379739165,140,29.5,5379739167,141,2.9,5379739171,213,6.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751203505,47,1,1,4,6,cftj6g399tknheudaxsdpfdgb,1,30.4,3.4,2024-11-24T13:06:36.813Z,2024-11-24T13:06:39Z,bitixkzgt5p65rlo2bnllcf6x,J. Mbom,,5379739317,56,Back,5379739323,212,15.7,5379739325,213,0.75,5379739319,140,41.4,5379739321,141,19.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751203557,48,1,1,4,8,cftj6g399tknheudaxsdpfdgb,1,39.9,19.8,2024-11-24T13:06:39.420Z,2024-11-24T13:06:43Z,akxcr1xe62dyl5jmh3ataq13o,Renato Júnior,,5379739551,141,27.0,5379739547,140,38.2,5379739545,56,Back,5379739553,212,5.2,5379739555,213,1.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751203549,42,43,1,4,12,36g6ifzjliec1jqnbtf7yesme,1,0.0,0.0,2024-11-24T13:06:42.569Z,2024-11-24T13:06:46Z,7yst1mucy7jynmpzu1thox2i,L. Kramer,,5379739613,399,vrzye4jqrafujmjw3wakjpxw,5379739781,144,83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751203567,43,43,1,4,12,36g6ifzjliec1jqnbtf7yesme,1,0.0,0.0,2024-11-24T13:06:43.037Z,2024-11-24T16:15:02Z,7yst1mucy7jynmpzu1thox2i,L. Kramer,,5380810367,144,45,5379739619,56,Center,5379739621,285,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751203563,49,43,1,4,12,cftj6g399tknheudaxsdpfdgb,1,0.0,0.0,2024-11-24T13:06:43.037Z,2024-11-24T16:15:01Z,vrzye4jqrafujmjw3wakjpxw,T. Jørgensen,,5379739597,56,Back,5380810313,144,3,5379739623,233,43,5379739599,286,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751203645,50,1,1,4,14,cftj6g399tknheudaxsdpfdgb,1,61.5,47.0,2024-11-24T13:06:44.941Z,2024-11-24T16:15:20Z,vrzye4jqrafujmjw3wakjpxw,T. Jørgensen,1.0,5379740033,140,75.5,5379740035,141,65.4,5379740039,213,0.71,5379740037,212,19.3,5379740031,56,Center,5379742491,210,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751203649,51,15,1,4,19,cftj6g399tknheudaxsdpfdgb,1,89.4,62.0,2024-11-24T13:06:50.044Z,2024-11-24T16:15:20Z,73lwz4he5erpp25zi8crjvztg,I. Jensen,,5379742561,147,60.3,5379742557,215,,5379756325,80,,5379742025,72,,5379742559,146,91.2,5379740055,22,,5379742537,29,,5379742565,231,51.4,5379742563,230,5379742035,82,5379742555,103,5379742029,17,5379742553,102,99.0,4.2,46.9,5379742545,55,50,5379740059,56,Center,5379742585,233,44,,,,,,,,,,,
2751203653,44,10,1,4,19,36g6ifzjliec1jqnbtf7yesme,1,8.8,39.7,2024-11-24T13:06:50.144Z,2024-11-24T13:07:22Z,de0dokhb6u6hts2hu5aupgiga,K. Jørgensen,,5379742621,233,51,5379740077,94,,5379740079,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751203671,45,6,1,4,20,36g6ifzjliec1jqnbtf7yesme,0,10.8,36.7,2024-11-24T13:06:51.374Z,2024-11-24T16:15:25Z,de0dokhb6u6hts2hu5aupgiga,K. Jørgensen,,5379740239,233,52,5379740145,56,Back,5379740147,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751203665,52,6,1,4,20,cftj6g399tknheudaxsdpfdgb,1,89.2,63.3,2024-11-24T13:06:51.374Z,2024-11-24T13:58:14Z,73lwz4he5erpp25zi8crjvztg,I. Jensen,,5379740209,233,45,5379740137,56,Center,5379740139,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751204213,53,1,1,4,52,cftj6g399tknheudaxsdpfdgb,1,99.5,99.5,2024-11-24T13:07:23.261Z,2024-11-24T16:15:37Z,73lwz4he5erpp25zi8crjvztg,I. Jensen,,5379742885,141,31.2,5379742883,140,95.1,5379742879,223,,5379742877,155,,5379742881,56,Center,5379742889,213,4.61,5379742873,2,,5379742875,6,,5379742887,212,5379742891,1,5380813545,20,,,,,46.7,,,,,,,,,,,,,,,,,,,,,,
2751204227,54,1,1,4,54,cftj6g399tknheudaxsdpfdgb,1,95.1,31.2,2024-11-24T13:07:25.360Z,2024-11-24T13:18:55Z,3bvc29bootgmo9tsapvygvnu2,M. Westergaard,1.0,5379742971,212,15.0,5379742967,140,95.1,5379742965,56,Center,5379742969,141,53.3,5379783643,210,15,5379783645,154,,5379742973,213,1.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751204231,55,15,1,4,55,cftj6g399tknheudaxsdpfdgb,1,95.2,51.4,2024-11-24T13:07:26.222Z,2024-11-24T16:15:59Z,5f3wfx327z9hef9k9l37c90wl,J. Grønning,,5379783697,146,96.7,5379783681,154,,5379783699,147,50.7,5379783221,20,,5379783683,55,54,5379783723,233,46,5379783695,100,,5379783703,231,48.2,5379742991,56,5379783701,230,5379742989,16,5379783225,82,5379783677,78,Center,,,5379783219,25,,5379783679,29,,5379783693,328,,99.8,5379783687,102,49.2,5379783691,108,5379783689,103,19,,
2751204219,46,10,1,4,55,36g6ifzjliec1jqnbtf7yesme,1,2.7,49.3,2024-11-24T13:07:26.322Z,2024-11-24T13:48:38Z,1arzd8hqj73byhduozscqz5uy,M. Jørgensen,,5379742925,94,,5379783731,233,55,5379742927,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751204285,47,12,1,4,58,36g6ifzjliec1jqnbtf7yesme,1,13.3,40.6,2024-11-24T13:07:28.963Z,2024-11-24T13:07:52Z,5lz41celw55rz3zh8pohclw5w,O. Ross,,5379743247,212,15.5,5379743241,56,Back,5379743269,15,,5379743249,213,5.60,5379743245,141,26.2,5379743243,140,24.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751204341,56,1,1,4,59,cftj6g399tknheudaxsdpfdgb,1,74.5,79.0,2024-11-24T13:07:29.964Z,2024-11-24T13:07:32Z,7w7ufa4v85hmj1qxnmqc4zgiy,I. Said,,5379743451,56,Left,5379743459,213,0.98,5379743455,141,94.1,5379743453,140,81.1,5379743457,212,12.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751204373,57,1,1,5,1,cftj6g399tknheudaxsdpfdgb,1,82.4,94.7,2024-11-24T13:07:32.540Z,2024-11-24T13:07:34Z,73lwz4he5erpp25zi8crjvztg,I. Jensen,,5379743575,213,5.93,5379743573,212,8.1,5379743569,140,89.6,5379743571,141,90.6,5379743567,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751204399,58,1,1,5,3,cftj6g399tknheudaxsdpfdgb,1,90.3,91.1,2024-11-24T13:07:34.124Z,2024-11-24T13:07:35Z,7w7ufa4v85hmj1qxnmqc4zgiy,I. Said,,5379743731,212,6.7,5379743729,141,85.0,5379743725,56,Left,5379743727,140,85.3,5379743733,213,3.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751204417,59,1,1,5,5,cftj6g399tknheudaxsdpfdgb,0,85.2,84.7,2024-11-24T13:07:35.788Z,2024-11-24T16:16:18Z,5f3wfx327z9hef9k9l37c90wl,J. Grønning,,5379743861,2,,5379743873,213,4.97,5379743867,140,90.6,5380817471,20,,5379743871,212,22.3,5379743865,56,Center,5379743869,141,53.0,5380817469,223,,5379743863,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751204453,48,12,1,5,7,36g6ifzjliec1jqnbtf7yesme,1,14.4,45.7,2024-11-24T13:07:38.384Z,2024-11-24T13:48:56Z,7yst1mucy7jynmpzu1thox2i,L. Kramer,,5379744069,140,34.4,5379744067,56,Back,5379744119,15,,5379744075,212,32.9,5379744073,141,82.9,5379744077,213,0.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751204543,60,1,1,5,11,cftj6g399tknheudaxsdpfdgb,1,77.4,13.8,2024-11-24T13:07:41.804Z,2024-11-24T14:01:47Z,bitixkzgt5p65rlo2bnllcf6x,J. Mbom,1.0,5379744571,213,1.88,5379744567,212,19.4,5379988843,210,13,5379744565,141,40.9,5379744563,140,71.7,5379744561,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751204635,61,1,1,5,14,cftj6g399tknheudaxsdpfdgb,1,71.9,40.9,2024-11-24T13:07:44.668Z,2024-11-24T14:01:47Z,vrzye4jqrafujmjw3wakjpxw,T. Jørgensen,,5379744943,213,5.40,5379744931,56,Center,5379744939,141,23.9,5379744935,140,81.0,5379744941,212,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751204667,62,13,1,5,19,cftj6g399tknheudaxsdpfdgb,1,78.7,25.0,2024-11-24T13:07:50.268Z,2024-11-24T16:17:11Z,acp1ba2irpv5wfmxke7ucmaga,O. Bundgaard,,5379986765,29,,5379791881,102,99.8,5379791885,215,,5379791883,103,2.8,5379791879,73,,5379791205,72,,5379791895,231,47.3,5379791893,230,99.0,5379986767,55,5379791889,146,5379786695,18,5379988847,22,5379791209,153,60,,,5379745041,56,Center,5379791891,147,27.1,,,,79.2,,,,,,,,,,
2751204853,50,61,1,5,20,36g6ifzjliec1jqnbtf7yesme,1,26.8,67.2,2024-11-24T13:07:50.939Z,2024-11-24T14:01:06Z,8bi1tlz62rjwyak4pnnzgp562,A. Jasson,,5379745873,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751204657,49,5,1,5,21,36g6ifzjliec1jqnbtf7yesme,0,17.0,-1.3,2024-11-24T13:07:51.587Z,2024-11-24T14:01:09Z,7yst1mucy7jynmpzu1thox2i,L. Kramer,,5379744989,56,Back,5379745125,233,63,5379744993,347,,5379785909,361,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751204673,63,5,1,5,21,cftj6g399tknheudaxsdpfdgb,1,83.0,101.3,2024-11-24T13:07:51.587Z,2024-11-24T14:01:08Z,acp1ba2irpv5wfmxke7ucmaga,O. Bundgaard,,5379745087,347,,5379745143,233,49,5379745085,56,Left,5379790781,361,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751205053,64,1,1,5,38,cftj6g399tknheudaxsdpfdgb,1,84.8,100.0,2024-11-24T13:08:09.324Z,2024-11-24T13:08:12Z,acp1ba2irpv5wfmxke7ucmaga,O. Bundgaard,,5379746877,56,Left,5379746881,141,94.5,5379746885,213,3.49,5379746883,212,14.0,5379746879,140,72.3,5379746875,107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751205071,65,1,1,5,41,cftj6g399tknheudaxsdpfdgb,1,70.0,94.7,2024-11-24T13:08:12.156Z,2024-11-24T13:08:13Z,bitixkzgt5p65rlo2bnllcf6x,J. Mbom,,5379746985,56,Left,5379746989,141,96.9,5379746993,213,0.19,5379746991,212,8.1,5379746987,140,77.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751205183,66,2,1,5,42,cftj6g399tknheudaxsdpfdgb,1,77.6,96.9,2024-11-24T13:08:12.972Z,2024-11-24T13:08:18Z,acp1ba2irpv5wfmxke7ucmaga,O. Bundgaard,,5379747473,7,73lwz4he5erpp25zi8crjvztg,5379747437,141,90.3,5379747475,56,Left,5379747435,140,86.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751205331,52,1,1,5,51,36g6ifzjliec1jqnbtf7yesme,1,17.6,13.2,2024-11-24T13:08:22.011Z,2024-11-24T13:08:25Z,de0dokhb6u6hts2hu5aupgiga,K. Jørgensen,,5379747969,140,13.8,5379747965,241,,5379747963,5,,5379747967,56,Back,5379747971,141,57.2,5379747975,213,1.70,5379747973,212,30.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751205441,53,1,1,5,54,36g6ifzjliec1jqnbtf7yesme,1,23.1,66.7,2024-11-24T13:08:25.214Z,2024-11-24T13:08:31Z,8vi3l756ez0e96k7muvg4ekbu,B. Pudel,,5379748517,141,92.4,5379748513,56,Back,5379748515,140,32.1,5379748521,213,1.08,5379748519,212,19.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751205469,54,1,1,6,0,36g6ifzjliec1jqnbtf7yesme,1,32.1,92.4,2024-11-24T13:08:31.448Z,2024-11-24T13:08:33Z,dj2f6zk2cd8u9lt6odoei9cdl,A. Bruus,,5379748703,140,26.2,5379748705,141,70.0,5379748709,213,4.33,5379748701,56,Back,5379748707,212,16.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751205513,55,1,1,6,2,36g6ifzjliec1jqnbtf7yesme,1,27.5,67.3,2024-11-24T13:08:33.198Z,2024-11-24T13:08:35Z,8vi3l756ez0e96k7muvg4ekbu,B. Pudel,,5379748903,213,4.76,5379748901,212,23.6,5379748895,56,Back,5379748899,141,32.7,5379748897,140,28.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751205531,56,1,1,6,4,36g6ifzjliec1jqnbtf7yesme,1,28.5,32.4,2024-11-24T13:08:35.088Z,2024-11-24T13:08:36Z,7yst1mucy7jynmpzu1thox2i,L. Kramer,,5379749011,56,Back,5379749019,213,4.94,5379749015,141,10.7,5379749013,140,31.7,5379749017,212,15.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
