id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/10/value,qualifier/11/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/16/value
2794309223,17,1,1,2,14,9w3sjm5ml4sjr2v81oxzdrt8v,1,10.6,66.7,2025-03-31T17:05:04.894Z,2025-03-31T17:05:06Z,2mawaijd9czgtd5jh9myk434l,A. Rømer,,,5614389849,140,8.4,5614389851,141,77.2,5614389845,56,Back,5614389855,212,7.5,5614389857,213,1.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794309483,18,12,1,2,15,9w3sjm5ml4sjr2v81oxzdrt8v,1,8.4,77.3,2025-03-31T17:05:06.044Z,2025-03-31T17:05:35Z,o7nooyu95nab78ys541e3uuh,F. Lauenborg,,,5614391487,56,Back,5614391493,212,16.1,5614391491,141,69.3,5614391489,140,22.8,5614391495,213,5.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794309269,45,1,1,2,18,b3r6d8ydtmtjckam6pku9y400,1,76.6,22.9,2025-03-31T17:05:08.848Z,2025-03-31T20:48:16Z,ftw3io63hk5vuoa3lyfgowes,W. Clem,,,5614390095,140,78.2,5614390099,212,14.9,5614390097,141,1.1,5614390093,56,Right,5614390101,213,4.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794309301,46,1,1,2,19,b3r6d8ydtmtjckam6pku9y400,1,77.8,0.9,2025-03-31T17:05:10.224Z,2025-03-31T20:48:19Z,c9u2w9ikckbrra8vln2ucbf9w,V. Froholdt,,,5614390307,141,2.3,5614390303,56,Right,5614390311,213,3.01,5614390305,140,71.1,5614390309,212,7.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794309315,47,1,1,2,22,b3r6d8ydtmtjckam6pku9y400,1,70.5,13.7,2025-03-31T17:05:13.392Z,2025-03-31T17:05:15Z,aahyom322jdc6f21960ycuzth,J. Larsson,,,5614390435,56,Center,5614390449,213,1.57,5614390439,141,24.1,5614390437,140,70.5,5614390443,212,7.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794309359,48,1,1,2,24,b3r6d8ydtmtjckam6pku9y400,1,72.2,24.7,2025-03-31T17:05:14.879Z,2025-03-31T17:05:20Z,ftw3io63hk5vuoa3lyfgowes,W. Clem,,,5614390677,213,5.10,5614390669,56,Right,5614390673,141,5.2,5614390671,140,77.4,5614390675,212,14.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794309389,49,1,1,2,29,b3r6d8ydtmtjckam6pku9y400,1,77.8,8.6,2025-03-31T17:05:19.935Z,2025-03-31T17:05:22Z,c9u2w9ikckbrra8vln2ucbf9w,V. Froholdt,,,5614390839,141,21.2,5614390841,212,8.7,5614390843,213,1.76,5614390835,56,Center,5614390837,140,76.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794309393,50,1,1,2,31,b3r6d8ydtmtjckam6pku9y400,1,77.7,24.7,2025-03-31T17:05:22.320Z,2025-03-31T17:05:23Z,8inyievyp1az6q3dtlkpynf56,M. Mattsson,,,5614390883,140,77.0,5614390887,212,2.4,5614390885,141,21.3,5614390889,213,4.40,5614390881,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794309405,51,1,1,2,32,b3r6d8ydtmtjckam6pku9y400,1,77.0,21.3,2025-03-31T17:05:22.975Z,2025-03-31T17:05:25Z,ftw3io63hk5vuoa3lyfgowes,W. Clem,,,5614390961,140,43.5,5614390965,212,36.9,5614390959,56,Back,5614390967,213,2.83,5614390963,141,37.7,5614390991,156,,5614390969,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794309461,52,1,1,2,38,b3r6d8ydtmtjckam6pku9y400,1,44.9,37.1,2025-03-31T17:05:28.703Z,2025-03-31T17:05:33Z,f2ibn3ej2doay3b4u8ezeix62,D. Ramaj,,,5614391341,141,97.5,5614391345,212,52.8,5614391349,213,0.89,5614391331,196,,5614391335,140,76.5,5614391353,1,,5614391329,155,,5614391333,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794309479,53,1,1,2,42,b3r6d8ydtmtjckam6pku9y400,0,76.7,97.5,2025-03-31T17:05:33.311Z,2025-03-31T17:05:35Z,ssluj1c3ft94nkfs58dc8cq2,E. Achouri,,,5614391469,140,81.9,5614391473,212,18.0,5614391465,3,,5614391475,213,5.02,5614391467,56,Center,5614391471,141,72.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794309491,19,1,1,2,45,9w3sjm5ml4sjr2v81oxzdrt8v,1,19.9,20.7,2025-03-31T17:05:35.628Z,2025-03-31T17:05:36Z,effgiwtme6eu08o1ninlnqqqd,D. Høegh,,,5614391537,140,19.5,5614391535,56,Back,5614391543,213,4.65,5614391541,212,6.8,5614391539,141,10.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794309513,21,1,1,2,46,9w3sjm5ml4sjr2v81oxzdrt8v,1,19.4,11.1,2025-03-31T17:05:37.103Z,2025-03-31T17:05:38Z,6m5ftd7c68b2d4d2931xs5srt,O. Olsen,,,5614391631,140,29.2,5614391635,212,13.8,5614391629,56,Back,5614391637,213,0.73,5614391633,141,24.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794309515,22,1,1,2,47,9w3sjm5ml4sjr2v81oxzdrt8v,0,29.5,25.8,2025-03-31T17:05:38.427Z,2025-03-31T20:48:42Z,2mawaijd9czgtd5jh9myk434l,A. Rømer,,,5614391647,140,30.2,5614391689,286,,5614391645,56,Back,5614391685,233,54,5614391653,213,0.51,5614391683,236,,5614391649,141,26.4,5614391651,212,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794309519,54,74,1,2,47,b3r6d8ydtmtjckam6pku9y400,1,69.4,73.8,2025-03-31T17:05:38.428Z,2025-03-31T17:07:25Z,ftw3io63hk5vuoa3lyfgowes,W. Clem,,,5614391665,285,,5614391695,233,22,5614391663,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794309523,23,1,1,2,49,9w3sjm5ml4sjr2v81oxzdrt8v,0,26.4,44.2,2025-03-31T17:05:39.708Z,2025-03-31T20:48:58Z,6uj3c69lgu6boblkjiuhoy6eh,J. Björkengren,,,5614391743,286,,5614391739,233,55,5614391709,213,1.38,5614391707,212,1.1,5614391703,140,26.6,5614391737,236,,5614391705,141,45.8,5614391701,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794309527,55,74,1,2,49,b3r6d8ydtmtjckam6pku9y400,1,73.5,53.4,2025-03-31T17:05:39.709Z,2025-03-31T20:49:01Z,aahyom322jdc6f21960ycuzth,J. Larsson,,,5614391725,56,Center,5614391727,285,,5614391751,233,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794309561,24,1,1,2,51,9w3sjm5ml4sjr2v81oxzdrt8v,1,19.1,34.0,2025-03-31T17:05:42.155Z,2025-03-31T20:49:19Z,effgiwtme6eu08o1ninlnqqqd,D. Høegh,,,5614391895,56,Back,5614391897,140,24.6,5614391899,141,74.4,5614391901,212,28.1,5614391903,213,1.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794309583,25,1,1,2,54,9w3sjm5ml4sjr2v81oxzdrt8v,0,26.6,77.3,2025-03-31T17:05:44.972Z,2025-03-31T17:05:48Z,o7nooyu95nab78ys541e3uuh,F. Lauenborg,,,5614392029,155,,5614392037,212,54.2,5614392033,140,73.8,5614392031,56,Center,5614392035,141,44.9,5614392039,213,5.86,5614392041,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794309599,56,59,1,2,59,b3r6d8ydtmtjckam6pku9y400,1,31.5,51.8,2025-03-31T17:05:49.951Z,2025-03-31T17:05:51Z,f2ibn3ej2doay3b4u8ezeix62,D. Ramaj,,,5614392123,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794309615,57,12,1,3,0,b3r6d8ydtmtjckam6pku9y400,1,31.5,51.8,2025-03-31T17:05:51.056Z,2025-03-31T17:05:52Z,f2ibn3ej2doay3b4u8ezeix62,D. Ramaj,,,5614392199,212,32.2,5614392195,140,54.9,5614392201,213,0.70,5614392197,141,82.3,5614392193,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794309613,26,83,1,3,1,9w3sjm5ml4sjr2v81oxzdrt8v,0,54.7,19.1,2025-03-31T17:05:52.331Z,2025-03-31T17:05:53Z,8domjmewnw5h6b19vef8w0afp,M. Greve,,,5614392251,399,ssluj1c3ft94nkfs58dc8cq2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794309617,58,43,1,3,1,b3r6d8ydtmtjckam6pku9y400,1,0.0,0.0,2025-03-31T17:05:52.464Z,2025-03-31T20:50:15Z,ssluj1c3ft94nkfs58dc8cq2,E. Achouri,,,5615132105,144,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794309621,59,50,1,3,2,b3r6d8ydtmtjckam6pku9y400,1,46.7,80.9,2025-03-31T17:05:53.071Z,2025-03-31T17:19:15Z,ssluj1c3ft94nkfs58dc8cq2,E. Achouri,,,5614392227,56,Back,5614392229,286,,5614392375,233,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794309639,27,7,1,3,2,9w3sjm5ml4sjr2v81oxzdrt8v,1,53.3,19.1,2025-03-31T17:05:53.072Z,2025-03-31T20:49:40Z,6m5ftd7c68b2d4d2931xs5srt,O. Olsen,,,5615131033,384,,5614392349,233,59,5615131035,178,,5614392321,285,,5614392319,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794309645,28,43,1,3,4,9w3sjm5ml4sjr2v81oxzdrt8v,1,0.0,0.0,2025-03-31T17:05:54.732Z,2025-03-31T20:50:17Z,8domjmewnw5h6b19vef8w0afp,M. Greve,,,5615132115,144,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794309667,29,1,1,3,5,9w3sjm5ml4sjr2v81oxzdrt8v,1,69.9,15.6,2025-03-31T17:05:56.492Z,2025-03-31T17:05:58Z,8domjmewnw5h6b19vef8w0afp,M. Greve,,,5614392489,140,78.1,5614392493,212,10.5,5614392487,56,Right,5614392495,213,5.68,5614392491,141,6.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794309681,30,1,1,3,8,9w3sjm5ml4sjr2v81oxzdrt8v,1,78.7,6.7,2025-03-31T17:05:58.699Z,2025-03-31T17:06:00Z,6m5ftd7c68b2d4d2931xs5srt,O. Olsen,,,5614392573,140,69.5,5614392577,212,10.1,5614392575,141,11.1,5614392579,213,2.84,5614392571,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794309717,31,1,1,3,9,9w3sjm5ml4sjr2v81oxzdrt8v,1,65.8,8.9,2025-03-31T17:06:00.140Z,2025-03-31T17:06:04Z,8domjmewnw5h6b19vef8w0afp,M. Greve,,,5614392779,141,15.9,5614392781,212,10.8,5614392777,140,56.6,5614392783,213,2.68,5614392775,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794309697,60,83,1,3,11,b3r6d8ydtmtjckam6pku9y400,0,41.6,89.4,2025-03-31T17:06:02.240Z,2025-03-31T17:06:09Z,ssluj1c3ft94nkfs58dc8cq2,E. Achouri,,,5614393091,399,2mawaijd9czgtd5jh9myk434l,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794309747,32,1,1,3,13,9w3sjm5ml4sjr2v81oxzdrt8v,1,64.6,9.5,2025-03-31T17:06:04.539Z,2025-03-31T17:06:06Z,2mawaijd9czgtd5jh9myk434l,A. Rømer,,,5614392973,213,5.76,5614392969,141,3.5,5614392965,56,Right,5614392967,140,71.4,5614392971,212,8.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794309757,33,1,1,3,16,9w3sjm5ml4sjr2v81oxzdrt8v,1,74.8,4.3,2025-03-31T17:06:06.684Z,2025-03-31T17:06:08Z,8domjmewnw5h6b19vef8w0afp,M. Greve,,,5614393063,56,Right,5614393067,141,2.6,5614393065,140,81.0,5614393071,213,6.11,5614393069,212,6.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794309759,34,1,1,3,17,9w3sjm5ml4sjr2v81oxzdrt8v,1,81.0,2.6,2025-03-31T17:06:08.075Z,2025-03-31T17:06:08Z,6m5ftd7c68b2d4d2931xs5srt,O. Olsen,,,5614393083,141,8.3,5614393087,213,2.84,5614393079,56,Right,5614393085,212,13.1,5614393081,140,69.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794309795,35,1,1,3,20,9w3sjm5ml4sjr2v81oxzdrt8v,1,71.9,13.5,2025-03-31T17:06:11.276Z,2025-03-31T17:06:12Z,2mawaijd9czgtd5jh9myk434l,A. Rømer,,,5614393297,212,10.7,5614393293,140,79.6,5614393291,56,Right,5614393295,141,3.2,5614393299,213,5.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794309833,36,1,1,3,22,9w3sjm5ml4sjr2v81oxzdrt8v,1,79.8,3.2,2025-03-31T17:06:12.604Z,2025-03-31T17:06:16Z,6m5ftd7c68b2d4d2931xs5srt,O. Olsen,,,5614393471,140,70.8,5614393475,141,10.1,5614393483,213,2.68,5614393467,56,Right,5614393479,212,10.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794309851,37,1,1,3,25,9w3sjm5ml4sjr2v81oxzdrt8v,1,70.3,14.9,2025-03-31T17:06:16.523Z,2025-03-31T17:06:19Z,2mawaijd9czgtd5jh9myk434l,A. Rømer,,,5614393599,213,2.74,5614393591,56,Center,5614393595,141,24.7,5614393597,212,17.2,5614393593,140,55.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794309865,38,1,1,3,28,9w3sjm5ml4sjr2v81oxzdrt8v,1,55.2,24.7,2025-03-31T17:06:18.907Z,2025-03-31T17:06:21Z,effgiwtme6eu08o1ninlnqqqd,D. Høegh,,,5614393677,213,1.73,5614393673,141,53.7,5614393669,56,Center,5614393675,212,20.0,5614393671,140,52.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794309901,39,1,1,3,30,9w3sjm5ml4sjr2v81oxzdrt8v,1,53.9,53.9,2025-03-31T17:06:21.211Z,2025-03-31T17:06:24Z,8cox96ikk1k4c24f0y5ef45x,W. Dammers,,,5614393871,56,Left,5614393875,141,93.6,5614393881,213,1.03,5614393873,140,69.4,5614393877,212,31.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794309925,40,1,1,3,34,9w3sjm5ml4sjr2v81oxzdrt8v,1,68.6,89.7,2025-03-31T17:06:24.651Z,2025-03-31T17:06:26Z,o7nooyu95nab78ys541e3uuh,F. Lauenborg,,,5614394011,141,74.2,5614394007,56,Center,5614394015,213,4.63,5614394013,212,10.6,5614394009,140,67.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794309943,41,1,1,3,35,9w3sjm5ml4sjr2v81oxzdrt8v,1,67.8,74.2,2025-03-31T17:06:26.060Z,2025-03-31T17:06:36Z,6uj3c69lgu6boblkjiuhoy6eh,J. Björkengren,,,5614394081,140,64.9,5614394085,212,8.7,5614394087,213,1.93,5614394083,141,86.2,5614394079,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794309961,42,61,1,3,38,9w3sjm5ml4sjr2v81oxzdrt8v,0,64.9,85.7,2025-03-31T17:06:28.691Z,2025-03-31T17:19:25Z,o7nooyu95nab78ys541e3uuh,F. Lauenborg,,,5614394199,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794309973,62,1,1,3,39,b3r6d8ydtmtjckam6pku9y400,1,39.5,28.9,2025-03-31T17:06:29.775Z,2025-03-31T20:51:25Z,aahyom322jdc6f21960ycuzth,J. Larsson,,,5614394271,140,45.3,5614394275,212,7.4,5614394273,141,35.0,5614394277,213,0.60,5614394269,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794309979,63,50,1,3,40,b3r6d8ydtmtjckam6pku9y400,1,51.0,30.4,2025-03-31T17:06:31.056Z,2025-03-31T22:26:00Z,8inyievyp1az6q3dtlkpynf56,M. Mattsson,,,5614394295,286,,5615267769,233,43,5614394293,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794309985,43,7,1,3,40,9w3sjm5ml4sjr2v81oxzdrt8v,1,49.0,69.6,2025-03-31T17:06:31.057Z,2025-03-31T22:26:00Z,effgiwtme6eu08o1ninlnqqqd,D. Høegh,,,5614394411,167,,5615267761,233,63,5615134603,385,,5614394415,285,,5615134605,178,,5614394413,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794310001,44,5,1,3,42,9w3sjm5ml4sjr2v81oxzdrt8v,0,48.2,101.4,2025-03-31T17:06:32.698Z,2025-03-31T17:06:38Z,effgiwtme6eu08o1ninlnqqqd,D. Høegh,,,5614394509,347,,5614394507,56,Back,5614394565,233,64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794310005,64,5,1,3,42,b3r6d8ydtmtjckam6pku9y400,1,51.8,-1.4,2025-03-31T17:06:32.698Z,2025-03-31T19:07:15Z,8inyievyp1az6q3dtlkpynf56,M. Mattsson,,,5614394557,233,44,5614394533,347,,5614394531,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794310083,65,1,1,3,51,b3r6d8ydtmtjckam6pku9y400,1,45.9,0.0,2025-03-31T17:06:42.431Z,2025-03-31T20:51:47Z,6b8vhoisrfwkljhz4u7pduej8,R. Huescas,,,5614395035,140,32.3,5614395029,107,,5614395037,141,14.8,5614395033,56,Back,5614395039,212,18.0,5614395041,213,2.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794310135,66,1,1,3,57,b3r6d8ydtmtjckam6pku9y400,1,34.1,18.0,2025-03-31T17:06:47.855Z,2025-03-31T17:06:51Z,ayqy2vql1oumokqly9ahfrnx1,P. Hatzidiakos,,,5614395347,56,Back,5614395353,212,22.8,5614395349,140,32.5,5614395351,141,51.5,5614395355,213,1.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794310189,67,1,1,4,0,b3r6d8ydtmtjckam6pku9y400,1,34.1,52.4,2025-03-31T17:06:51.566Z,2025-03-31T17:06:56Z,7xc0qldxpidl07vij2wgu1sk5,K. Diks,,,5614395581,155,,5614395585,140,75.2,5614395591,213,5.73,5614395593,1,,5614395587,141,13.5,5614395583,56,Right,5614395589,212,50.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794310199,68,1,1,4,6,b3r6d8ydtmtjckam6pku9y400,1,81.5,14.9,2025-03-31T17:06:56.591Z,2025-03-31T17:06:57Z,aahyom322jdc6f21960ycuzth,J. Larsson,,,5614395671,213,0.59,5614395669,212,12.9,5614395663,56,Center,5614395667,141,25.5,5614395665,140,91.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794310219,69,1,1,4,7,b3r6d8ydtmtjckam6pku9y400,1,91.7,25.5,2025-03-31T17:06:57.791Z,2025-03-31T17:06:59Z,8inyievyp1az6q3dtlkpynf56,M. Mattsson,,,5614395791,213,2.02,5614395785,140,90.3,5614395789,212,3.4,5614395787,141,30.0,5614395783,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794310231,45,83,1,4,8,9w3sjm5ml4sjr2v81oxzdrt8v,0,5.4,63.6,2025-03-31T17:06:58.715Z,2025-03-31T17:19:30Z,6uj3c69lgu6boblkjiuhoy6eh,J. Björkengren,,,5614427345,399,6b8vhoisrfwkljhz4u7pduej8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794310223,70,61,1,4,9,b3r6d8ydtmtjckam6pku9y400,0,95.3,34.4,2025-03-31T17:06:59.807Z,2025-03-31T20:52:03Z,6b8vhoisrfwkljhz4u7pduej8,R. Huescas,,,5614395817,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794310379,46,5,1,4,10,9w3sjm5ml4sjr2v81oxzdrt8v,1,-0.8,65.6,2025-03-31T17:07:00.948Z,2025-03-31T20:52:34Z,6uj3c69lgu6boblkjiuhoy6eh,J. Björkengren,,,5614396737,233,71,5614396741,346,,5614396735,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794310235,71,5,1,4,10,b3r6d8ydtmtjckam6pku9y400,0,100.8,34.4,2025-03-31T17:07:00.948Z,2025-03-31T20:52:35Z,6b8vhoisrfwkljhz4u7pduej8,R. Huescas,,,5614395907,346,,5614396757,233,46,5614395905,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794310481,47,1,1,4,41,9w3sjm5ml4sjr2v81oxzdrt8v,1,4.3,49.9,2025-03-31T17:07:31.708Z,2025-03-31T17:07:35Z,dmxzug2enscx331w5vmdzn2s5,P. Izzo,,,5614397379,212,20.4,5614397381,213,0.99,5614397385,237,,5614397373,56,Back,5614397377,141,75.0,5614397397,189,,5614397371,124,,5614397375,140,14.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794310495,48,1,1,4,44,9w3sjm5ml4sjr2v81oxzdrt8v,1,14.9,77.0,2025-03-31T17:07:35.371Z,2025-03-31T17:07:36Z,8cox96ikk1k4c24f0y5ef45x,W. Dammers,,,5614397441,213,0.62,5614397439,212,19.0,5614397433,56,Back,5614397437,141,93.2,5614397435,140,29.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794310505,49,1,1,4,45,9w3sjm5ml4sjr2v81oxzdrt8v,1,29.6,93.2,2025-03-31T17:07:36.427Z,2025-03-31T17:07:38Z,o7nooyu95nab78ys541e3uuh,F. Lauenborg,,,5614397509,56,Back,5614397513,141,86.0,5614397517,213,5.70,5614397511,140,36.6,5614397515,212,8.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794310511,50,61,1,4,47,9w3sjm5ml4sjr2v81oxzdrt8v,0,35.6,89.1,2025-03-31T17:07:38.427Z,2025-03-31T17:07:38Z,606hufq6dapf3qxcgilbc8tt5,S. Nordli,,,5614397521,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794310515,51,83,1,4,49,9w3sjm5ml4sjr2v81oxzdrt8v,0,35.1,82.6,2025-03-31T17:07:39.931Z,2025-03-31T17:07:41Z,o7nooyu95nab78ys541e3uuh,F. Lauenborg,,,5614397569,399,6b8vhoisrfwkljhz4u7pduej8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794310521,73,1,1,4,50,b3r6d8ydtmtjckam6pku9y400,1,58.1,22.5,2025-03-31T17:07:40.591Z,2025-03-31T17:07:43Z,6b8vhoisrfwkljhz4u7pduej8,R. Huescas,,,5614397565,213,3.56,5614397561,141,16.5,5614397563,212,10.0,5614397559,140,49.4,5614397557,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794310537,74,61,1,4,52,b3r6d8ydtmtjckam6pku9y400,1,49.4,16.5,2025-03-31T17:07:43.215Z,2025-03-31T17:07:43Z,ftw3io63hk5vuoa3lyfgowes,W. Clem,,,5614397675,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794310545,75,1,1,4,53,b3r6d8ydtmtjckam6pku9y400,1,50.8,15.9,2025-03-31T17:07:44.111Z,2025-03-31T17:07:45Z,ayqy2vql1oumokqly9ahfrnx1,P. Hatzidiakos,,,5614397735,212,13.1,5614397731,140,63.3,5614397737,213,6.27,5614397733,141,15.6,5614397729,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794310565,76,1,1,4,54,b3r6d8ydtmtjckam6pku9y400,1,63.3,15.6,2025-03-31T17:07:44.927Z,2025-03-31T17:58:37Z,6b8vhoisrfwkljhz4u7pduej8,R. Huescas,,,5614397823,213,4.27,5614397819,141,6.7,5614397821,212,6.7,5614397817,140,60.6,5614397815,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794310601,77,1,1,4,57,b3r6d8ydtmtjckam6pku9y400,1,69.2,5.5,2025-03-31T17:07:47.775Z,2025-03-31T17:07:50Z,c9u2w9ikckbrra8vln2ucbf9w,V. Froholdt,,,5614397927,56,Right,5614397935,213,6.11,5614397931,141,2.9,5614397933,212,10.1,5614397929,140,78.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794310603,52,45,1,5,0,9w3sjm5ml4sjr2v81oxzdrt8v,0,15.5,83.2,2025-03-31T17:07:50.783Z,2025-03-31T20:53:34Z,o7nooyu95nab78ys541e3uuh,F. Lauenborg,,,5614397941,56,Back,5614398049,233,78,5614397943,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
