id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/10/value,qualifier/12/value,qualifier/13/value,qualifier/15/value,qualifier/16/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/14/value,qualifier/18/value,qualifier/20/id,qualifier/20/qualifierId,qualifier/20/value
2795597003,32,61,1,2,11,9w3sjm5ml4sjr2v81oxzdrt8v,1,46.8,20.4,2025-04-04T17:04:03.159Z,2025-04-04T20:14:51Z,ag40mk09zc8tzbkr7dnnqumay,N. Campbell,,,5622809335,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2795597059,34,1,1,2,14,9w3sjm5ml4sjr2v81oxzdrt8v,0,38.7,16.4,2025-04-04T17:04:06.352Z,2025-04-04T17:04:07Z,3cdo7b8vwb5kzeoaxzqm6esk4,S. Hansen,,,5621670005,1,,5621669991,157,,5621670001,212,28.2,5621669997,140,62.9,5621670003,213,5.83,5621669995,56,Right,5621669999,141,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2795597069,24,5,1,2,14,59as3grjvj19voay31j3yfgni,1,39.6,101.8,2025-04-04T17:04:06.967Z,2025-04-04T17:04:10Z,a87w6l9zsbahdi4knm1347zs9,M. Bech,,,5621670067,233,35,5621670043,347,,5621670041,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2795597063,35,5,1,2,14,9w3sjm5ml4sjr2v81oxzdrt8v,0,60.4,-1.8,2025-04-04T17:04:06.967Z,2025-04-04T19:16:29Z,3cdo7b8vwb5kzeoaxzqm6esk4,S. Hansen,,,5621670113,233,24,5621670013,347,,5621670011,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2795597109,25,43,1,2,15,59as3grjvj19voay31j3yfgni,1,0.0,0.0,2025-04-04T17:04:07.766Z,2025-04-04T17:05:43Z,a87w6l9zsbahdi4knm1347zs9,M. Bech,,,5621670217,141,100.0,5621670219,212,3.6,5621670215,140,40.2,5621670221,213,3.37,5621676405,144,1,5621670213,56,Back,5621670211,107,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2795597179,26,43,1,2,23,59as3grjvj19voay31j3yfgni,1,0.0,0.0,2025-04-04T17:04:15.411Z,2025-04-04T17:05:44Z,a87w6l9zsbahdi4knm1347zs9,M. Bech,,,5621676441,144,5,5621670515,56,Back,5621670517,347,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2795597199,27,1,1,2,23,59as3grjvj19voay31j3yfgni,1,40.2,100.0,2025-04-04T17:04:15.830Z,2025-04-04T17:05:47Z,ajhd3cqclubmexhscpd4w4ez9,Paulinho,,,5621676573,107,,5621670621,140,43.0,5621670623,141,89.3,5621670627,213,5.07,5621670619,56,Back,5621670625,212,8.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2795597233,28,1,1,2,25,59as3grjvj19voay31j3yfgni,1,43.0,89.3,2025-04-04T17:04:17.799Z,2025-04-04T17:04:23Z,drlp4xtkta08jiu0px6m4ocq2,O. Sørensen,,,5621670743,140,32.6,5621670741,56,Back,5621670747,212,11.3,5621670745,141,93.8,5621670749,213,2.87,5621670967,156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2795597263,29,1,1,2,27,59as3grjvj19voay31j3yfgni,1,36.8,95.1,2025-04-04T17:04:20.006Z,2025-04-04T20:15:20Z,ajhd3cqclubmexhscpd4w4ez9,Paulinho,,,5621670945,213,4.34,5621670947,1,,5621670937,56,Back,5621670935,196,,5621670939,140,20.5,5621670943,212,47.1,5621670941,141,30.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2795597371,30,1,1,2,33,59as3grjvj19voay31j3yfgni,1,36.7,18.9,2025-04-04T17:04:25.366Z,2025-04-04T17:04:32Z,ddl5g7raihnc9s4u3wetz8v10,O. Diao,,,5621671477,141,3.4,5621671479,212,13.7,5621671475,140,45.0,5621671481,213,5.40,5621671473,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2795597387,36,83,1,2,39,9w3sjm5ml4sjr2v81oxzdrt8v,0,49.1,93.6,2025-04-04T17:04:31.394Z,2025-04-04T21:50:16Z,6uj3c69lgu6boblkjiuhoy6eh,J. Björkengren,,,5621871457,399,djlyi0ad4x1p0k4thn8n0axw4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2795597615,31,61,1,2,40,59as3grjvj19voay31j3yfgni,0,47.5,6.2,2025-04-04T17:04:32.246Z,2025-04-04T20:17:13Z,djlyi0ad4x1p0k4thn8n0axw4,D. Osorio,,,5621672953,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2795597621,32,5,1,2,43,59as3grjvj19voay31j3yfgni,0,53.4,-1.6,2025-04-04T17:04:35.569Z,2025-04-04T17:13:11Z,bwfg9frq2ecbzg7wlzqjtnv2s,P. Bravo,,,5621674101,233,37,5621672989,56,Right,5621672991,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2795597453,37,5,1,2,43,9w3sjm5ml4sjr2v81oxzdrt8v,1,46.6,101.6,2025-04-04T17:04:35.569Z,2025-04-04T17:13:10Z,6uj3c69lgu6boblkjiuhoy6eh,J. Björkengren,,,5621671977,347,,5621674097,233,32,5621671975,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2795597627,38,1,1,3,2,9w3sjm5ml4sjr2v81oxzdrt8v,1,52.0,100.0,2025-04-04T17:04:54.209Z,2025-04-04T17:04:56Z,6m5ftd7c68b2d4d2931xs5srt,O. Olsen,,,5621673017,140,61.6,5621673019,141,86.3,5621673015,56,Left,5621673021,212,14.4,5621673023,213,5.49,5621673013,107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2795597649,39,1,1,3,4,9w3sjm5ml4sjr2v81oxzdrt8v,1,61.6,86.3,2025-04-04T17:04:56.289Z,2025-04-04T19:16:46Z,606hufq6dapf3qxcgilbc8tt5,S. Nordli,,,5621673119,213,2.27,5621673115,141,95.2,5621673117,212,7.9,5621673111,56,Left,5621673149,156,,5621673113,140,56.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2795597705,40,1,1,3,6,9w3sjm5ml4sjr2v81oxzdrt8v,0,56.8,95.2,2025-04-04T17:04:58.306Z,2025-04-04T20:17:35Z,6m5ftd7c68b2d4d2931xs5srt,O. Olsen,,,5621673395,141,85.6,5621673399,213,6.09,5621673397,212,33.8,5621673401,1,,5622820647,157,,5621673393,140,88.4,5621673391,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2795597735,34,1,1,3,9,59as3grjvj19voay31j3yfgni,1,7.9,12.9,2025-04-04T17:05:01.399Z,2025-04-04T17:05:04Z,ddl5g7raihnc9s4u3wetz8v10,O. Diao,,,5621673573,140,17.9,5621673571,56,Back,5621673579,213,5.75,5621673575,141,3.7,5621673577,212,12.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2795597737,35,61,1,3,11,59as3grjvj19voay31j3yfgni,0,19.7,2.5,2025-04-04T17:05:03.881Z,2025-04-04T17:05:04Z,fwu0bja02waqct7l682s5mfp,K. Mbabu,,,5621673583,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2795597745,36,5,1,3,12,59as3grjvj19voay31j3yfgni,0,23.8,-1.4,2025-04-04T17:05:04.439Z,2025-04-04T17:13:11Z,fwu0bja02waqct7l682s5mfp,K. Mbabu,,,5621673635,56,Back,5621673637,347,,5621674053,233,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2795597815,41,5,1,3,12,9w3sjm5ml4sjr2v81oxzdrt8v,1,76.2,101.4,2025-04-04T17:05:04.439Z,2025-04-04T17:13:11Z,6m5ftd7c68b2d4d2931xs5srt,O. Olsen,,,5621674037,233,36,5621674009,347,,5621674007,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2795597919,42,1,1,3,21,9w3sjm5ml4sjr2v81oxzdrt8v,1,81.8,100.0,2025-04-04T17:05:13.378Z,2025-04-04T19:16:52Z,6m5ftd7c68b2d4d2931xs5srt,O. Olsen,,,5621674525,213,5.46,5621674517,140,93.1,5621674515,56,Left,5622450627,189,,5621674521,141,82.2,5621674523,212,17.5,5621674513,107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2795597933,43,1,1,3,23,9w3sjm5ml4sjr2v81oxzdrt8v,0,97.6,69.6,2025-04-04T17:05:15.402Z,2025-04-04T17:53:46Z,54ipja7wrxji6kn8yw5uhr6ga,F. Danho,,,5621674595,141,64.7,5621674599,213,4.13,5621674597,212,4.0,5621674591,56,Center,5621674593,140,95.5,5621674673,195,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2795597909,37,61,1,3,23,59as3grjvj19voay31j3yfgni,1,5.4,33.0,2025-04-04T17:05:15.715Z,2025-04-04T17:05:15Z,drlp4xtkta08jiu0px6m4ocq2,O. Sørensen,,,5621674493,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2795597917,38,6,1,3,23,59as3grjvj19voay31j3yfgni,0,5.0,34.0,2025-04-04T17:05:16.089Z,2025-04-04T20:17:57Z,drlp4xtkta08jiu0px6m4ocq2,O. Sørensen,,,5621674629,56,Back,5621674631,73,,5621674825,233,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2795597965,44,6,1,3,23,9w3sjm5ml4sjr2v81oxzdrt8v,1,95.0,66.0,2025-04-04T17:05:16.089Z,2025-04-04T19:16:55Z,54ipja7wrxji6kn8yw5uhr6ga,F. Danho,,,5621674793,73,,5621674791,56,Center,5621674799,233,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2795598341,45,1,1,3,55,9w3sjm5ml4sjr2v81oxzdrt8v,0,99.5,99.5,2025-04-04T17:05:47.731Z,2025-04-04T20:18:03Z,606hufq6dapf3qxcgilbc8tt5,S. Nordli,,,5621676741,155,,5621676761,213,4.56,5622822925,20,,5621676757,212,27.3,5621676737,2,,5621676753,141,59.9,5621676751,140,95.5,5621676739,6,,5621676745,223,,5621676749,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2795598347,39,12,1,3,57,59as3grjvj19voay31j3yfgni,1,5.4,41.9,2025-04-04T17:05:49.722Z,2025-04-04T17:05:52Z,1sdsqfn743j5tqem8ra7sppn8,Franculino Djú,,,5621676797,140,28.7,5621676819,15,,5621676799,141,31.3,5621676795,56,Back,5621676803,213,6.00,5621676801,212,25.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2795598395,46,50,1,4,0,9w3sjm5ml4sjr2v81oxzdrt8v,1,73.2,69.6,2025-04-04T17:05:52.296Z,2025-04-04T19:17:13Z,8domjmewnw5h6b19vef8w0afp,M. Greve,,,5621677033,233,40,5621676999,286,,5621676997,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2795598379,40,7,1,4,0,59as3grjvj19voay31j3yfgni,1,26.8,30.4,2025-04-04T17:05:52.297Z,2025-04-04T20:18:17Z,djlyi0ad4x1p0k4thn8n0axw4,D. Osorio,,,5622824055,178,,5622824053,383,,5621677007,233,46,5621676941,56,Back,5621676943,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2795598435,42,1,1,4,3,59as3grjvj19voay31j3yfgni,0,48.9,28.2,2025-04-04T17:05:55.737Z,2025-04-04T17:06:28Z,djlyi0ad4x1p0k4thn8n0axw4,D. Osorio,,,5621677193,140,67.7,5621677191,56,Center,5621677197,212,25.1,5621677195,141,50.9,5621677199,213,0.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2795598475,47,1,1,4,7,9w3sjm5ml4sjr2v81oxzdrt8v,1,34.5,44.9,2025-04-04T17:05:59.459Z,2025-04-04T17:06:01Z,ag40mk09zc8tzbkr7dnnqumay,N. Campbell,,,5621677387,140,12.8,5621677385,56,Back,5621677393,213,3.03,5621677389,141,48.8,5621677391,212,22.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2795598527,49,1,1,4,10,9w3sjm5ml4sjr2v81oxzdrt8v,1,12.9,48.8,2025-04-04T17:06:02.708Z,2025-04-04T17:06:05Z,dmxzug2enscx331w5vmdzn2s5,P. Izzo,,,5621677673,213,5.21,5621677663,56,Back,5621677667,141,13.5,5621677665,140,25.3,5621677669,212,27.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2795598545,50,1,1,4,15,9w3sjm5ml4sjr2v81oxzdrt8v,1,25.0,15.5,2025-04-04T17:06:07.203Z,2025-04-04T17:06:08Z,ag40mk09zc8tzbkr7dnnqumay,N. Campbell,,,5621677791,140,30.0,5621677793,141,4.5,5621677789,56,Back,5621677795,212,9.1,5621677797,213,5.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2795598569,51,1,1,4,16,9w3sjm5ml4sjr2v81oxzdrt8v,1,30.0,4.5,2025-04-04T17:06:08.580Z,2025-04-04T17:06:11Z,3cdo7b8vwb5kzeoaxzqm6esk4,S. Hansen,,,5621677927,140,27.6,5621677931,141,34.4,5621677939,213,1.69,5621677935,212,20.5,5621677923,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2795598597,52,1,1,4,19,9w3sjm5ml4sjr2v81oxzdrt8v,1,28.3,34.4,2025-04-04T17:06:11.475Z,2025-04-04T17:06:13Z,brsecgiiou4wcogoimzawyhp0,L. Pedersen,,,5621678041,140,25.1,5621678043,141,14.3,5621678045,212,14.1,5621678047,213,4.47,5621678039,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2795598629,53,1,1,4,20,9w3sjm5ml4sjr2v81oxzdrt8v,1,25.4,16.6,2025-04-04T17:06:13.060Z,2025-04-04T17:06:15Z,3cdo7b8vwb5kzeoaxzqm6esk4,S. Hansen,,,5621678191,141,51.6,5621678189,140,19.7,5621678193,212,24.5,5621678187,56,Back,5621678195,213,1.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2795598645,54,1,1,4,23,9w3sjm5ml4sjr2v81oxzdrt8v,1,23.0,50.7,2025-04-04T17:06:15.684Z,2025-04-04T17:06:17Z,8cox96ikk1k4c24f0y5ef45x,W. Dammers,,,5621678273,140,33.5,5621678271,56,Back,5621678277,212,11.1,5621678279,213,0.13,5621678275,141,52.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2795598675,55,1,1,4,25,9w3sjm5ml4sjr2v81oxzdrt8v,1,33.5,52.8,2025-04-04T17:06:17.220Z,2025-04-04T17:06:19Z,6uj3c69lgu6boblkjiuhoy6eh,J. Björkengren,,,5621678527,213,3.08,5621678519,141,53.6,5621678515,140,25.7,5621678523,212,8.2,5621678513,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2795598831,56,1,1,4,27,9w3sjm5ml4sjr2v81oxzdrt8v,1,25.7,53.6,2025-04-04T17:06:19.460Z,2025-04-04T17:06:32Z,8cox96ikk1k4c24f0y5ef45x,W. Dammers,,,5621679361,212,14.0,5621679357,141,33.0,5621679365,213,4.72,5621679351,56,Back,5621679353,140,25.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2795598845,57,1,1,4,37,9w3sjm5ml4sjr2v81oxzdrt8v,0,26.4,32.7,2025-04-04T17:06:29.436Z,2025-04-04T19:17:41Z,effgiwtme6eu08o1ninlnqqqd,D. Høegh,,,5621679423,56,Center,5621679421,157,,5622457143,189,,5621679433,1,,5621679431,213,6.27,5621679425,140,73.3,5621679429,212,49.2,5621679427,141,32.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2795598909,44,61,1,4,40,59as3grjvj19voay31j3yfgni,1,28.6,78.8,2025-04-04T17:06:32.502Z,2025-04-04T17:06:39Z,a87w6l9zsbahdi4knm1347zs9,M. Bech,,,5621679821,189,,5621679751,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2795598869,58,44,1,4,42,9w3sjm5ml4sjr2v81oxzdrt8v,1,57.8,9.8,2025-04-04T17:06:34.180Z,2025-04-04T17:46:10Z,effgiwtme6eu08o1ninlnqqqd,D. Høegh,,,5621679535,286,,5621679533,56,Right,5621679607,233,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2795598881,43,44,1,4,42,59as3grjvj19voay31j3yfgni,0,42.2,90.2,2025-04-04T17:06:34.181Z,2025-04-04T17:46:10Z,4zrsiizdbzwwkmit3ta0f0dbe,A. Şimşir,,,5621679643,233,58,5621679595,56,Back,5621679597,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2795598901,59,1,1,4,42,9w3sjm5ml4sjr2v81oxzdrt8v,0,58.3,8.4,2025-04-04T17:06:34.661Z,2025-04-04T17:07:11Z,effgiwtme6eu08o1ninlnqqqd,D. Høegh,,,5621679707,213,0.25,5621679705,212,2.2,5621679697,3,,5621679699,56,Right,5621679701,140,60.3,5621679703,141,9.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2795599471,51,61,1,4,42,59as3grjvj19voay31j3yfgni,1,42.1,92.0,2025-04-04T17:06:34.687Z,2025-04-04T20:19:15Z,4zrsiizdbzwwkmit3ta0f0dbe,A. Şimşir,,,5621682803,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2795598929,60,1,1,4,44,9w3sjm5ml4sjr2v81oxzdrt8v,0,62.1,27.8,2025-04-04T17:06:36.244Z,2025-04-04T17:06:39Z,brsecgiiou4wcogoimzawyhp0,L. Pedersen,,,5621679885,56,Right,5621679889,141,20.7,5621679893,213,6.14,5621679891,212,34.4,5621679887,140,94.5,5621679895,1,,5621679883,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2795598991,46,1,1,4,50,59as3grjvj19voay31j3yfgni,1,7.2,75.4,2025-04-04T17:06:42.619Z,2025-04-04T17:06:45Z,7yim2aepctujr2m4p20a97755,E. Ólafsson,,,5621680195,141,34.2,5621680199,213,5.20,5621680197,212,31.6,5621680193,140,21.2,5621680191,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2795599029,47,1,1,4,52,59as3grjvj19voay31j3yfgni,1,22.8,28.0,2025-04-04T17:06:45.067Z,2025-04-04T17:06:47Z,ddl5g7raihnc9s4u3wetz8v10,O. Diao,,,5621680385,212,15.3,5621680387,213,4.94,5621680379,56,Back,5621680381,140,26.1,5621680383,141,6.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2795599119,48,1,1,4,55,59as3grjvj19voay31j3yfgni,1,26.7,5.0,2025-04-04T17:06:47.147Z,2025-04-04T17:06:53Z,fwu0bja02waqct7l682s5mfp,K. Mbabu,,,5621680819,212,20.3,5621680815,140,46.0,5621680817,141,5.0,5621680813,56,Back,5621680821,213,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2795599061,61,83,1,4,58,9w3sjm5ml4sjr2v81oxzdrt8v,0,70.4,83.3,2025-04-04T17:06:50.437Z,2025-04-04T17:06:58Z,brsecgiiou4wcogoimzawyhp0,L. Pedersen,,,5621680973,399,bwfg9frq2ecbzg7wlzqjtnv2s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2795599123,49,4,1,5,0,59as3grjvj19voay31j3yfgni,1,40.8,8.4,2025-04-04T17:06:53.076Z,2025-04-04T17:06:58Z,bwfg9frq2ecbzg7wlzqjtnv2s,P. Bravo,,,5621680949,233,62,5621680933,152,,5621680931,56,Back,5621680927,13,,5621680929,295,,5621680935,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2795599109,62,4,1,5,0,9w3sjm5ml4sjr2v81oxzdrt8v,0,59.2,91.6,2025-04-04T17:06:53.077Z,2025-04-04T17:06:58Z,brsecgiiou4wcogoimzawyhp0,L. Pedersen,,,5621680955,233,49,5621680905,56,Left,5621680909,285,,5621680907,152,,5621680903,295,,5621680901,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2795599365,50,1,1,5,20,59as3grjvj19voay31j3yfgni,0,39.6,8.2,2025-04-04T17:07:12.828Z,2025-04-04T17:07:14Z,1qcf5gb8wf8f4tu94xh96yqy,Dani Silva,,,5621682199,152,,5621682203,140,58.1,5621682201,56,Right,5621682197,5,,5621682207,212,19.8,5621682209,213,0.19,5621682205,141,13.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2795599367,63,8,1,5,22,9w3sjm5ml4sjr2v81oxzdrt8v,1,41.1,73.9,2025-04-04T17:07:14.326Z,2025-04-04T20:20:06Z,8cox96ikk1k4c24f0y5ef45x,W. Dammers,,,5622832579,384,,5621682215,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2795599399,64,1,1,5,23,9w3sjm5ml4sjr2v81oxzdrt8v,1,42.6,81.4,2025-04-04T17:07:15.990Z,2025-04-04T17:07:17Z,6uj3c69lgu6boblkjiuhoy6eh,J. Björkengren,,,5621682417,140,34.2,5621682419,141,57.1,5621682415,56,Back,5621682423,213,4.22,5621682421,212,18.7,5621682413,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2795599497,66,1,1,5,28,9w3sjm5ml4sjr2v81oxzdrt8v,1,32.3,50.5,2025-04-04T17:07:20.789Z,2025-04-04T17:07:27Z,effgiwtme6eu08o1ninlnqqqd,D. Høegh,,,5621682937,212,17.6,5621682939,213,3.29,5621682935,141,46.7,5621682933,140,15.7,5621682931,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2795599531,67,1,1,5,34,9w3sjm5ml4sjr2v81oxzdrt8v,0,22.3,42.9,2025-04-04T17:07:27.126Z,2025-04-04T17:07:31Z,dmxzug2enscx331w5vmdzn2s5,P. Izzo,,,5621683119,140,74.3,5621683127,1,,5621683115,157,,5621683117,56,Center,5621683125,213,6.06,5621683121,141,24.3,5621683123,212,56.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2795599539,52,12,1,5,39,59as3grjvj19voay31j3yfgni,1,24.5,73.5,2025-04-04T17:07:31.165Z,2025-04-04T17:07:34Z,ajhd3cqclubmexhscpd4w4ez9,Paulinho,,,5621683171,56,Back,5621683173,140,43.7,5621683183,15,,5621683175,141,60.6,5621683179,213,5.87,5621683177,212,22.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2795599587,53,1,1,5,42,59as3grjvj19voay31j3yfgni,1,43.7,60.6,2025-04-04T17:07:34.589Z,2025-04-04T20:20:28Z,bwfg9frq2ecbzg7wlzqjtnv2s,P. Bravo,,,5621683379,56,Back,5621683377,3,,5621683383,141,85.6,5621683381,140,37.1,5621683385,212,18.4,5621683387,213,1.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2795599611,68,43,1,5,44,9w3sjm5ml4sjr2v81oxzdrt8v,1,0.0,0.0,2025-04-04T17:07:36.999Z,2025-04-04T20:20:39Z,8domjmewnw5h6b19vef8w0afp,M. Greve,,,5622835085,144,83,5621683745,399,drlp4xtkta08jiu0px6m4ocq2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2795599661,55,1,1,5,48,59as3grjvj19voay31j3yfgni,1,20.6,79.6,2025-04-04T17:07:40.732Z,2025-04-04T17:07:43Z,drlp4xtkta08jiu0px6m4ocq2,O. Sørensen,,,5621683723,56,Back,5621683725,140,8.8,5621683729,212,16.9,5621683727,141,62.7,5621683731,213,3.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2795599767,56,1,1,5,51,59as3grjvj19voay31j3yfgni,1,9.2,61.4,2025-04-04T17:07:43.757Z,2025-04-04T17:07:49Z,7yim2aepctujr2m4p20a97755,E. Ólafsson,,,5621684175,56,Back,5621684179,141,36.6,5621684177,140,14.2,5621684181,212,17.7,5621684183,213,5.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2795599781,57,1,1,5,57,59as3grjvj19voay31j3yfgni,0,19.4,29.2,2025-04-04T17:07:49.357Z,2025-04-04T17:07:51Z,ddl5g7raihnc9s4u3wetz8v10,O. Diao,,,5621684265,140,48.9,5621684269,212,32.4,5621684267,141,43.0,5621684263,56,Back,5621684261,157,,5621684273,1,,5621684271,213,0.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
