id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/8/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/12/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value
2750086437,22,12,1,4,35,5rz9enoyknpg8ji78za5b82p0,1,27.3,3.4,2024-11-22T18:06:47.929Z,2024-11-22T20:49:53Z,e9lrzsiy94y46h62rnawi3sgl,H. Dalsgaard,,5373850675,140,28.1,5373850677,141,0.0,5373850681,213,4.94,5373850721,167,,5373850679,212,3.8,5373850673,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2750086447,23,5,1,4,35,5rz9enoyknpg8ji78za5b82p0,0,27.0,-1.8,2024-11-22T18:06:48.122Z,2024-11-22T18:06:53Z,6my7s0ezr6jldotm1w6nk7b9x,F. Tingager,,5373850715,347,,5373850871,233,32,5373850713,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2750086467,32,5,1,4,35,77tfx9me4aaqhzv78bmgsy9bg,1,73.0,101.8,2024-11-22T18:06:48.122Z,2024-11-22T18:11:37Z,2rvx2wlfj2rxzcgye6wiw0v84,L. Høgsberg,,5373850835,347,,5373850837,233,23,5373850833,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2750086563,33,1,1,4,44,77tfx9me4aaqhzv78bmgsy9bg,1,75.0,100.0,2024-11-22T18:06:56.685Z,2024-11-22T18:07:00Z,2rvx2wlfj2rxzcgye6wiw0v84,L. Høgsberg,,5373851255,56,Center,5373851257,140,79.2,5373851263,213,4.93,5373851261,212,20.8,5373851259,141,71.8,5373851253,107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2750086577,24,83,1,4,47,5rz9enoyknpg8ji78za5b82p0,0,21.9,43.3,2024-11-22T18:07:00.497Z,2024-11-22T20:51:10Z,43q9ytkbmtk5y3tgv77v7pmg9,M. Madsen,,5373851525,399,4rgz5z372h6sbwhpxl69cb6c5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2750086575,34,1,1,4,48,77tfx9me4aaqhzv78bmgsy9bg,1,79.2,71.8,2024-11-22T18:07:00.686Z,2024-11-22T18:07:01Z,4rgz5z372h6sbwhpxl69cb6c5,M. Ingvartsen,,5373851329,140,71.0,5373851335,212,8.9,5373851337,213,2.89,5373851325,56,Center,5373851331,141,75.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2750086587,35,1,1,4,48,77tfx9me4aaqhzv78bmgsy9bg,1,71.0,75.1,2024-11-22T18:07:01.390Z,2024-11-22T18:07:03Z,etfoa7t308eq1xdmo9m2gfcgl,J. Tverskov,,5373851383,141,50.0,5373851381,140,70.3,5373851379,56,Center,5373851387,213,4.67,5373851385,212,17.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2750086615,36,1,1,4,51,77tfx9me4aaqhzv78bmgsy9bg,1,70.2,47.9,2024-11-22T18:07:03.613Z,2024-11-22T23:49:13Z,5r1v2w303bvj0vv1893qr5d5h,M. Brink,1.0,5373851505,141,29.4,5373851507,212,13.3,5373851713,210,13,5373851501,56,Center,5373851509,213,5.04,5373851503,140,74.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2750086621,37,13,1,4,53,77tfx9me4aaqhzv78bmgsy9bg,1,75.1,26.4,2024-11-22T18:07:05.630Z,2024-11-22T20:51:37Z,7cpkykvmy8ujrahzdz7ksk2c5,P. Ankersen,,5373851721,55,36,5373851719,29,,5373851725,102,57.3,5373851729,215,,5373851533,56,Center,5373851593,20,,5373851531,18,,5373851727,103,52.8,5373851529,22,5374550287,86,,5373851733,231,48.2,5373851731,230,98.4,,,,,,,,,,,,,,,,,,,,,,,,,
2750086799,25,5,1,4,54,5rz9enoyknpg8ji78za5b82p0,1,-1.0,41.8,2024-11-22T18:07:07.534Z,2024-11-22T18:11:37Z,43q9ytkbmtk5y3tgv77v7pmg9,M. Madsen,,5373852395,233,38,5373852377,346,,5373852375,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2750086625,38,5,1,4,54,77tfx9me4aaqhzv78bmgsy9bg,0,101.0,58.2,2024-11-22T18:07:07.534Z,2024-11-22T18:11:37Z,7cpkykvmy8ujrahzdz7ksk2c5,P. Ankersen,,5373852413,233,25,5373851549,346,,5373851547,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2750086819,26,1,1,5,12,5rz9enoyknpg8ji78za5b82p0,1,3.9,54.9,2024-11-22T18:07:25.355Z,2024-11-22T18:07:27Z,cgkvw4q8ddcjl0po181upzwx6,E. Kahl,,5373852479,56,Back,5373852487,213,4.80,5373852485,212,20.3,5373852483,141,25.2,5373852477,124,,5373852481,140,5.5,5373852491,237,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2750086837,27,1,1,5,14,5rz9enoyknpg8ji78za5b82p0,1,5.5,25.2,2024-11-22T18:07:26.921Z,2024-11-22T18:07:28Z,6my7s0ezr6jldotm1w6nk7b9x,F. Tingager,,5373852557,56,Back,5373852559,140,9.6,5373852563,212,14.6,5373852565,213,5.01,5373852561,141,4.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2750086867,28,1,1,5,15,5rz9enoyknpg8ji78za5b82p0,0,9.8,5.8,2024-11-22T18:07:28.552Z,2024-11-22T22:37:17Z,e9lrzsiy94y46h62rnawi3sgl,H. Dalsgaard,,5373852695,140,33.7,5373852699,212,25.1,5373852697,141,3.7,5373852693,56,Back,5373852701,213,6.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2750086869,29,43,1,5,17,5rz9enoyknpg8ji78za5b82p0,1,0.0,0.0,2024-11-22T18:07:30.220Z,2024-11-22T22:37:18Z,61sojkdsmaz9hbwaskt4rws15,M. Anderson,,5373852735,233,39,5374555031,465,0,5373852707,286,0,5374674725,144,3,5373852705,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2750086851,39,43,1,5,17,77tfx9me4aaqhzv78bmgsy9bg,1,0.0,0.0,2024-11-22T18:07:30.221Z,2024-11-22T22:37:20Z,etfoa7t308eq1xdmo9m2gfcgl,J. Tverskov,,5373852619,56,Left,5374674747,144,7,5373852621,285,0,5373852617,167,0,5374555137,385,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2750087009,30,5,1,5,18,5rz9enoyknpg8ji78za5b82p0,1,34.0,-2.0,2024-11-22T18:07:30.605Z,2024-11-22T18:11:38Z,61sojkdsmaz9hbwaskt4rws15,M. Anderson,,5373853369,233,40,5373853351,347,,5373853349,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2750086855,40,5,1,5,18,77tfx9me4aaqhzv78bmgsy9bg,0,66.0,102.0,2024-11-22T18:07:30.605Z,2024-11-22T18:11:38Z,etfoa7t308eq1xdmo9m2gfcgl,J. Tverskov,,5373852627,56,Left,5373853399,233,30,5373852629,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2750087043,31,1,1,5,31,5rz9enoyknpg8ji78za5b82p0,1,34.6,0.0,2024-11-22T18:07:44.056Z,2024-11-22T18:07:46Z,aswmi1pnkzkvkexp8ngief6j9,F. Beijmo,,5373853513,107,,5373853523,213,2.67,5373853519,141,8.5,5373853521,212,15.4,5373853517,140,21.5,5373853515,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2750087063,32,1,1,5,34,5rz9enoyknpg8ji78za5b82p0,0,21.5,8.5,2024-11-22T18:07:46.792Z,2024-11-22T18:07:49Z,e9lrzsiy94y46h62rnawi3sgl,H. Dalsgaard,,5373853597,157,,5373853603,141,33.3,5373853609,1,,5373853601,140,48.5,5373853599,56,Back,5373853605,212,33.0,5373853607,213,0.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2750087073,41,1,1,5,36,77tfx9me4aaqhzv78bmgsy9bg,1,50.9,65.8,2024-11-22T18:07:49.341Z,2024-11-22T18:07:50Z,ddsv1cx4vopu1xis5xwkx2qz8,L. Hey,,5373853639,140,55.0,5373853637,56,Center,5373853643,212,8.0,5373853641,141,75.7,5373853645,213,1.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2750087095,42,1,1,5,37,77tfx9me4aaqhzv78bmgsy9bg,1,55.0,75.7,2024-11-22T18:07:50.013Z,2024-11-22T18:07:52Z,etfoa7t308eq1xdmo9m2gfcgl,J. Tverskov,,5373853771,213,5.49,5373853763,56,Center,5373853765,140,67.1,5373853769,212,18.1,5373853767,141,56.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2750087105,44,1,1,5,39,77tfx9me4aaqhzv78bmgsy9bg,0,67.1,56.7,2024-11-22T18:07:51.733Z,2024-11-22T18:12:33Z,7a1vtc0e7ubua2t0dwx9ufk7o,S. Egeli,,5373853819,140,77.2,5373853821,141,70.5,5373853817,56,Center,5373853815,155,,5373853825,213,0.72,5373853823,212,14.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2750087139,33,1,1,5,40,5rz9enoyknpg8ji78za5b82p0,1,21.5,33.4,2024-11-22T18:07:52.680Z,2024-11-22T18:07:56Z,e9lrzsiy94y46h62rnawi3sgl,H. Dalsgaard,,5373853967,140,9.9,5373853969,141,48.2,5373853973,213,2.45,5373853965,56,Back,5373853963,3,,5373853971,212,15.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2750087255,35,1,1,5,49,5rz9enoyknpg8ji78za5b82p0,1,9.9,56.3,2024-11-22T18:08:02.008Z,2024-11-22T18:08:06Z,1h31bvtbae4q0edlp0u672hn9,J. Hansen,,5373854463,141,88.7,5373854461,140,20.7,5373854459,56,Back,5373854467,213,1.10,5373854465,212,24.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2750087289,36,1,1,5,53,5rz9enoyknpg8ji78za5b82p0,1,20.7,88.7,2024-11-22T18:08:06.057Z,2024-11-22T18:08:08Z,cgkvw4q8ddcjl0po181upzwx6,E. Kahl,,5373854661,212,19.5,5373854659,141,75.9,5373854663,213,5.82,5373854657,140,37.3,5373854655,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2750087295,37,1,1,5,55,5rz9enoyknpg8ji78za5b82p0,1,37.8,78.2,2024-11-22T18:08:08.264Z,2024-11-22T20:54:48Z,3uytpqx0e0jr6zgbfl1znsm7e,T. Bech,,5373854681,140,31.5,5373854683,141,78.5,5373854687,213,3.11,5373854685,212,6.6,5373854679,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2750087313,38,1,1,5,56,5rz9enoyknpg8ji78za5b82p0,1,29.1,80.6,2024-11-22T18:08:09.528Z,2024-11-22T18:08:10Z,7je01bs3a4q6c2gd02ee6da3u,K. Arnstad,,5373854803,141,92.1,5373854799,56,Back,5373854801,140,28.3,5373854805,212,7.9,5373854807,213,1.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2750087317,39,1,1,5,57,5rz9enoyknpg8ji78za5b82p0,0,28.3,92.1,2024-11-22T18:08:10.408Z,2024-11-22T18:08:11Z,43q9ytkbmtk5y3tgv77v7pmg9,M. Madsen,,5373854859,286,,5373854825,140,30.8,5373854827,141,91.5,5373854831,213,6.13,5373854853,236,,5373854829,212,2.7,5373854855,233,45,5373854823,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2750087315,45,74,1,5,57,77tfx9me4aaqhzv78bmgsy9bg,1,66.6,6.2,2024-11-22T18:08:10.409Z,2024-11-22T18:08:11Z,5r1v2w303bvj0vv1893qr5d5h,M. Brink,,5373854817,285,,5373854815,56,Right,5373854887,233,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2750087389,46,1,1,6,0,77tfx9me4aaqhzv78bmgsy9bg,1,68.2,2.8,2024-11-22T18:08:12.606Z,2024-11-22T18:08:16Z,5r1v2w303bvj0vv1893qr5d5h,M. Brink,,5373855185,56,Right,5373855187,140,69.6,5373855193,213,1.42,5373855183,3,,5373855191,212,10.0,5373855189,141,17.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2750087375,40,83,1,6,3,5rz9enoyknpg8ji78za5b82p0,0,30.3,87.4,2024-11-22T18:08:15.736Z,2024-11-22T18:08:17Z,cgkvw4q8ddcjl0po181upzwx6,E. Kahl,,5373855239,399,7a1vtc0e7ubua2t0dwx9ufk7o,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2750087393,47,61,1,6,3,77tfx9me4aaqhzv78bmgsy9bg,0,69.4,17.6,2024-11-22T18:08:16.461Z,2024-11-22T18:08:16Z,7a1vtc0e7ubua2t0dwx9ufk7o,S. Egeli,,5373855199,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2750087411,42,1,1,6,4,5rz9enoyknpg8ji78za5b82p0,0,34.0,88.4,2024-11-22T18:08:17.272Z,2024-11-22T18:08:18Z,3uytpqx0e0jr6zgbfl1znsm7e,T. Bech,,5373855281,212,9.1,5373855275,56,Back,5373855283,213,4.57,5373855277,140,32.8,5373855279,141,75.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2750087431,48,8,1,6,7,77tfx9me4aaqhzv78bmgsy9bg,1,59.3,35.2,2024-11-22T18:08:20.045Z,2024-11-22T20:55:47Z,c9e54hwefvwos94ri459uylbe,D. Svensson,,5373855379,56,Center,5374563971,384,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2750087437,49,61,1,6,8,77tfx9me4aaqhzv78bmgsy9bg,0,63.7,46.0,2024-11-22T18:08:21.305Z,2024-11-22T18:08:36Z,5uqf7a0y0fd1hf2rrmgx11tuy,B. Nygren,,5373855397,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2750087533,43,1,1,6,9,5rz9enoyknpg8ji78za5b82p0,1,27.1,33.9,2024-11-22T18:08:21.880Z,2024-11-22T18:08:31Z,e9lrzsiy94y46h62rnawi3sgl,H. Dalsgaard,,5373855871,212,20.7,5373855867,140,39.2,5373855869,141,9.8,5373855873,213,5.37,5373855865,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2750087561,44,1,1,6,16,5rz9enoyknpg8ji78za5b82p0,1,63.7,2.5,2024-11-22T18:08:29.048Z,2024-11-22T20:56:40Z,aswmi1pnkzkvkexp8ngief6j9,F. Beijmo,,5373855973,56,Right,5373855979,212,13.4,5373855981,213,0.04,5373855977,141,3.2,5373855975,140,76.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2750087563,45,4,1,6,18,5rz9enoyknpg8ji78za5b82p0,1,78.4,3.2,2024-11-22T18:08:30.588Z,2024-11-22T20:56:43Z,61sojkdsmaz9hbwaskt4rws15,M. Anderson,,5373856013,265,,5373856011,152,,5373856009,56,Right,5373856015,286,,5373856007,13,,5373856021,233,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2750087559,50,4,1,6,18,77tfx9me4aaqhzv78bmgsy9bg,0,21.6,96.8,2024-11-22T18:08:30.589Z,2024-11-22T20:56:45Z,2rvx2wlfj2rxzcgye6wiw0v84,L. Høgsberg,,5373855999,265,,5373855993,13,,5373856037,233,45,5373856001,285,,5373855997,152,,5373855995,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2750087935,46,1,1,6,57,5rz9enoyknpg8ji78za5b82p0,1,78.6,5.5,2024-11-22T18:09:10.040Z,2024-11-22T20:57:26Z,aswmi1pnkzkvkexp8ngief6j9,F. Beijmo,,5373857797,213,1.20,5373857785,155,,5373857787,152,,5373857795,212,37.8,5374568673,224,,5373857799,1,,5373857791,140,91.7,5374568675,20,,5373857789,56,5373857781,2,,5373857793,141,57.3,5373857783,5,,Center,,,,,,,,,,,,,,,,,,,,,,,,
2750087939,47,44,1,7,1,5rz9enoyknpg8ji78za5b82p0,1,90.0,60.4,2024-11-22T18:09:13.912Z,2024-11-22T18:10:32Z,6my7s0ezr6jldotm1w6nk7b9x,F. Tingager,,5373857809,286,,5373857807,56,Center,5373857947,233,51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2750087959,51,44,1,7,1,77tfx9me4aaqhzv78bmgsy9bg,0,10.0,39.6,2024-11-22T18:09:13.913Z,2024-11-22T18:10:33Z,7cpkykvmy8ujrahzdz7ksk2c5,P. Ankersen,,5373857925,56,Back,5373857927,285,,5373857955,233,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2750087953,48,1,1,7,1,5rz9enoyknpg8ji78za5b82p0,1,90.9,58.7,2024-11-22T18:09:14.184Z,2024-11-22T18:09:15Z,6my7s0ezr6jldotm1w6nk7b9x,F. Tingager,,5373857903,141,29.5,5373857901,140,85.7,5373857897,3,,5373857907,213,4.44,5373857899,56,Center,5373857905,212,20.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2750087971,49,1,1,7,2,5rz9enoyknpg8ji78za5b82p0,1,85.7,29.5,2024-11-22T18:09:15.399Z,2024-11-22T18:09:17Z,43q9ytkbmtk5y3tgv77v7pmg9,M. Madsen,,5373858009,141,34.0,5373858011,212,12.4,5373858013,213,2.89,5373858005,56,Center,5373858007,140,74.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2750087985,50,1,1,7,4,5rz9enoyknpg8ji78za5b82p0,1,74.3,34.0,2024-11-22T18:09:17.015Z,2024-11-22T18:09:19Z,cgkvw4q8ddcjl0po181upzwx6,E. Kahl,,5373858061,212,15.2,5373858063,213,4.75,5373858059,141,11.6,5373858057,140,74.8,5373858055,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2750088009,51,1,1,7,7,5rz9enoyknpg8ji78za5b82p0,1,72.3,10.7,2024-11-22T18:09:19.768Z,2024-11-22T18:09:22Z,aswmi1pnkzkvkexp8ngief6j9,F. Beijmo,,5373858197,141,29.7,5373858199,212,18.9,5373858195,140,59.2,5373858201,213,2.39,5373858193,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2750088033,52,1,1,7,9,5rz9enoyknpg8ji78za5b82p0,1,56.6,25.6,2024-11-22T18:09:22.120Z,2024-11-22T18:09:25Z,cgkvw4q8ddcjl0po181upzwx6,E. Kahl,,5373858337,213,2.46,5373858335,212,28.7,5373858329,56,Back,5373858331,140,35.3,5373858333,141,52.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2750088091,53,1,1,7,12,5rz9enoyknpg8ji78za5b82p0,1,37.6,57.5,2024-11-22T18:09:25.240Z,2024-11-22T18:09:30Z,1h31bvtbae4q0edlp0u672hn9,J. Hansen,,5373858635,212,25.4,5373858639,213,1.20,5373858631,140,46.4,5373858629,56,Back,5373858633,141,92.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2750088157,54,1,1,7,17,5rz9enoyknpg8ji78za5b82p0,1,39.1,83.9,2024-11-22T18:09:30.296Z,2024-11-22T18:09:36Z,4vmgmzg2004twoc39sk7zkzqh,G. Links,,5373859035,141,65.2,5373859031,56,Back,5373859039,213,3.82,5373859037,212,20.2,5373859033,140,24.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2750088185,55,1,1,7,24,5rz9enoyknpg8ji78za5b82p0,1,15.4,50.1,2024-11-22T18:09:36.824Z,2024-11-22T20:58:36Z,1h31bvtbae4q0edlp0u672hn9,J. Hansen,,5373859193,212,14.1,5373859187,56,Back,5373859195,213,5.90,5373859189,140,27.8,5373859191,141,42.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2750088273,56,1,1,7,26,5rz9enoyknpg8ji78za5b82p0,1,27.4,46.3,2024-11-22T18:09:38.984Z,2024-11-22T18:09:45Z,7je01bs3a4q6c2gd02ee6da3u,K. Arnstad,,5373859541,141,14.6,5373859545,213,3.94,5373859543,212,30.0,5373859537,56,Back,5373859539,140,7.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2750088299,57,1,1,7,32,5rz9enoyknpg8ji78za5b82p0,1,10.8,3.7,2024-11-22T18:09:45.095Z,2024-11-22T18:09:47Z,6my7s0ezr6jldotm1w6nk7b9x,F. Tingager,,5373859649,155,,5373859657,212,23.9,5373859655,141,14.3,5373859653,140,32.5,5373859651,56,Back,5373859659,213,0.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2750088313,58,1,1,7,34,5rz9enoyknpg8ji78za5b82p0,1,33.7,17.6,2024-11-22T18:09:47.224Z,2024-11-22T18:09:49Z,61sojkdsmaz9hbwaskt4rws15,M. Anderson,,5373859743,141,28.2,5373859741,140,31.5,5373859739,56,Back,5373859747,213,1.88,5373859745,212,7.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2750088401,59,1,1,7,37,5rz9enoyknpg8ji78za5b82p0,1,36.2,38.9,2024-11-22T18:09:49.912Z,2024-11-22T18:09:58Z,7je01bs3a4q6c2gd02ee6da3u,K. Arnstad,,5373860183,140,30.4,5373860191,213,1.73,5373860189,212,38.8,5373860181,56,Back,5373860179,155,,5373860185,141,95.3,5373860195,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2750088409,60,1,1,7,46,5rz9enoyknpg8ji78za5b82p0,1,44.1,91.4,2024-11-22T18:09:58.744Z,2024-11-22T18:09:59Z,4vmgmzg2004twoc39sk7zkzqh,G. Links,,5373860235,213,4.21,5373860231,141,78.4,5373860227,56,Back,5373860229,140,39.5,5373860233,212,10.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2750088425,61,1,1,7,46,5rz9enoyknpg8ji78za5b82p0,1,39.5,78.4,2024-11-22T18:09:59.399Z,2024-11-22T18:10:01Z,7je01bs3a4q6c2gd02ee6da3u,K. Arnstad,,5373860351,213,1.16,5373860347,141,95.1,5373860349,212,12.4,5373860345,140,44.2,5373860343,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2750088457,62,1,1,7,49,5rz9enoyknpg8ji78za5b82p0,1,42.5,92.0,2024-11-22T18:10:01.703Z,2024-11-22T18:10:04Z,4vmgmzg2004twoc39sk7zkzqh,G. Links,,5373860511,212,8.1,5373860509,141,85.6,5373860513,213,3.71,5373860507,140,36.0,5373860505,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2750088475,63,1,1,7,51,5rz9enoyknpg8ji78za5b82p0,1,36.9,78.2,2024-11-22T18:10:04.248Z,2024-11-22T18:10:06Z,cgkvw4q8ddcjl0po181upzwx6,E. Kahl,,5373860613,56,Back,5373860615,140,31.1,5373860619,212,18.5,5373860621,213,4.38,5373860617,141,52.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2750088527,64,1,1,7,53,5rz9enoyknpg8ji78za5b82p0,0,28.7,50.6,2024-11-22T18:10:06.231Z,2024-11-22T18:10:11Z,6my7s0ezr6jldotm1w6nk7b9x,F. Tingager,,5373860875,141,6.4,5373860877,212,53.9,5373860881,1,,5373860879,213,5.69,5373860871,56,Right,5373860869,155,,5373860873,140,71.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2750088513,52,44,1,7,57,77tfx9me4aaqhzv78bmgsy9bg,1,31.6,92.0,2024-11-22T18:10:09.868Z,2024-11-22T18:50:53Z,2rvx2wlfj2rxzcgye6wiw0v84,L. Høgsberg,,5373860823,56,Back,5373860973,233,65,5373860825,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2750088547,65,44,1,7,57,5rz9enoyknpg8ji78za5b82p0,0,68.4,8.0,2024-11-22T18:10:09.869Z,2024-11-22T18:50:54Z,aswmi1pnkzkvkexp8ngief6j9,F. Beijmo,,5373860933,56,Right,5373860989,233,52,5373860935,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2750088531,53,12,1,7,57,77tfx9me4aaqhzv78bmgsy9bg,1,36.6,89.3,2024-11-22T18:10:10.429Z,2024-11-22T18:10:13Z,2rvx2wlfj2rxzcgye6wiw0v84,L. Høgsberg,,5373860887,140,41.7,5373860885,56,Back,5373861023,15,,5373860941,167,,5373860889,141,100.0,5373860891,212,10.1,5373860893,213,1.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2750088543,54,5,1,7,58,77tfx9me4aaqhzv78bmgsy9bg,0,38.8,101.5,2024-11-22T18:10:10.789Z,2024-11-22T18:11:38Z,2rvx2wlfj2rxzcgye6wiw0v84,L. Høgsberg,,5373861289,233,66,5373860923,56,Back,5373860927,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
