id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,assist,keyPass,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/12/value,qualifier/13/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId
2814172705,24,83,1,2,25,czkf5t3ai00ghwbga03i5aqxw,0,29.3,27.7,2025-05-12T17:12:52.876Z,2025-05-12T17:22:36Z,6051gs5j7d6zss35h2twoqnd,H. Finndell,,,5723878487,399,ckwgkqxv6u28byqau4rz47efp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814172701,23,83,1,2,25,czkf5t3ai00ghwbga03i5aqxw,0,29.3,27.7,2025-05-12T17:12:53.541Z,2025-05-12T17:12:58Z,6051gs5j7d6zss35h2twoqnd,H. Finndell,,,5723878221,399,ckwgkqxv6u28byqau4rz47efp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814172723,38,1,1,2,25,evf5hhqgnjhwjsth1m6pawxdp,1,67.9,77.8,2025-05-12T17:12:53.595Z,2025-05-12T17:12:57Z,ckwgkqxv6u28byqau4rz47efp,A. Trondsen,,,5723878201,213,2.88,5723878199,212,12.8,5723878193,56,Left,5723878197,141,82.7,5723878195,140,56.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814172741,39,1,1,2,29,evf5hhqgnjhwjsth1m6pawxdp,1,61.7,67.5,2025-05-12T17:12:57.443Z,2025-05-12T17:12:59Z,3tbz518udos9vb9bqypn9il7t,A. Erlingmark,,,5723878287,56,Center,5723878289,140,69.6,5723878293,212,8.6,5723878291,141,64.2,5723878295,213,6.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814172761,40,1,1,2,31,evf5hhqgnjhwjsth1m6pawxdp,1,69.6,62.4,2025-05-12T17:12:59.234Z,2025-05-12T17:13:01Z,80s55a7uw8kypoikefwhtdm5m,M. Fenger,,,5723878413,56,Center,5723878417,141,56.7,5723878415,140,64.6,5723878419,212,6.5,5723878421,213,3.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814172765,41,1,1,2,33,evf5hhqgnjhwjsth1m6pawxdp,1,65.2,50.1,2025-05-12T17:13:01.739Z,2025-05-12T17:22:59Z,3tbz518udos9vb9bqypn9il7t,A. Erlingmark,,,5723878439,213,5.25,5723911941,155,,5723878435,141,12.3,5723878433,140,79.8,5723878437,212,29.9,5723878431,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814172819,42,1,1,2,39,evf5hhqgnjhwjsth1m6pawxdp,1,75.5,25.5,2025-05-12T17:13:06.939Z,2025-05-12T17:13:08Z,4w0adddkbx4642lkebbcmxbzd,E. Marković,,,5723878817,140,58.6,5723878819,141,39.7,5723878821,212,20.2,5723878823,213,2.64,5723878815,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814172837,43,1,1,2,40,evf5hhqgnjhwjsth1m6pawxdp,1,59.8,39.1,2025-05-12T17:13:08.619Z,2025-05-12T17:13:12Z,2erjnb3l5mngpxyicnzhk7phx,G. Svensson,,,5723878913,213,5.28,5723878909,141,13.7,5723878911,212,20.4,5723878905,56,Right,5723878907,140,70.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814172841,44,1,1,2,44,evf5hhqgnjhwjsth1m6pawxdp,0,70.4,25.9,2025-05-12T17:13:12.307Z,2025-05-12T17:13:13Z,2vfhae70oyyzm0qttlckworqi,A. Carlén,,,5723878977,141,65.5,5723878973,56,Center,5723878971,155,,5723878975,140,86.8,5723878981,213,1.00,5723878979,212,32.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814172869,25,1,1,2,47,czkf5t3ai00ghwbga03i5aqxw,1,15.7,30.9,2025-05-12T17:13:15.012Z,2025-05-12T17:13:17Z,csd7qb9u0a9am2ltse9w31uz8,T. Bergvall,,,5723879147,212,11.2,5723879143,140,7.9,5723879141,56,Back,5723879139,3,,5723879149,213,2.39,5723879145,141,42.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814172929,27,1,1,2,50,czkf5t3ai00ghwbga03i5aqxw,1,7.9,42.1,2025-05-12T17:13:18.493Z,2025-05-12T17:13:23Z,d5jgrd0clyl4rskqu6j8hcwkp,F. Manojlović,,,5723879473,213,1.21,5723879459,123,,5723879465,141,69.6,5723879461,56,Back,5723879467,212,20.0,5723879463,140,14.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814172983,28,1,1,2,55,czkf5t3ai00ghwbga03i5aqxw,1,14.7,69.6,2025-05-12T17:13:23.852Z,2025-05-12T17:13:26Z,23p0dby12ymf55wwi0xz2fnx1,M. Danielson,,,5723879721,213,4.18,5723879719,212,18.3,5723879715,140,5.9,5723879717,141,46.3,5723879713,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814173003,29,1,1,2,58,czkf5t3ai00ghwbga03i5aqxw,1,6.1,45.1,2025-05-12T17:13:26.812Z,2025-05-12T17:13:29Z,d5jgrd0clyl4rskqu6j8hcwkp,F. Manojlović,,,5723879839,212,14.7,5723879835,140,10.2,5723879841,213,5.01,5723879833,56,Back,5723879837,141,24.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814173013,30,1,1,3,1,czkf5t3ai00ghwbga03i5aqxw,0,10.4,16.7,2025-05-12T17:13:29.109Z,2025-05-12T17:13:30Z,ebhyx7fm13sy9qjf4vylzg89h,J. Une Larsson,,,5723879873,141,5.5,5723879877,213,5.79,5723879869,56,Back,5723879871,140,23.8,5723879875,212,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814173017,45,8,1,3,3,evf5hhqgnjhwjsth1m6pawxdp,1,80.2,86.8,2025-05-12T17:13:31.267Z,2025-05-12T17:13:31Z,d9ta7wtarys9urr5lzoxqv3d,T. Heintz,,,5723879897,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814173095,47,1,1,3,7,evf5hhqgnjhwjsth1m6pawxdp,1,87.1,91.1,2025-05-12T17:13:35.531Z,2025-05-12T17:25:03Z,d9ta7wtarys9urr5lzoxqv3d,T. Heintz,,,5723880351,212,14.1,5723880353,213,4.27,5723880349,141,72.4,5723880343,155,,5723880347,140,81.3,5723880345,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814173101,48,1,1,3,10,evf5hhqgnjhwjsth1m6pawxdp,1,78.1,73.0,2025-05-12T17:13:37.987Z,2025-05-12T17:13:39Z,4w0adddkbx4642lkebbcmxbzd,E. Marković,,,5723880417,140,77.7,5723880415,56,Left,5723880421,212,6.6,5723880423,213,1.63,5723880419,141,82.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814173121,49,1,1,3,11,evf5hhqgnjhwjsth1m6pawxdp,1,77.4,82.0,2025-05-12T17:13:39.499Z,2025-05-12T17:13:41Z,2vfhae70oyyzm0qttlckworqi,A. Carlén,,,5723880539,141,90.9,5723880541,212,6.3,5723880543,213,1.83,5723880535,56,Left,5723880537,140,75.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814173139,50,1,1,3,12,evf5hhqgnjhwjsth1m6pawxdp,1,75.9,90.8,2025-05-12T17:13:40.747Z,2025-05-12T17:13:43Z,bm0bafkutd9qb9qee06cys9re,I. Jagne,,,5723880595,56,Left,5723880597,140,72.3,5723880603,213,4.09,5723880601,212,6.5,5723880599,141,83.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814173169,51,1,1,3,15,evf5hhqgnjhwjsth1m6pawxdp,1,73.6,80.8,2025-05-12T17:13:43.208Z,2025-05-12T17:13:48Z,ckwgkqxv6u28byqau4rz47efp,A. Trondsen,,,5723880755,213,4.56,5723880749,140,72.8,5723880753,212,5.4,5723880751,141,72.9,5723880747,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814173159,31,83,1,3,18,czkf5t3ai00ghwbga03i5aqxw,0,36.4,56.6,2025-05-12T17:13:45.876Z,2025-05-12T17:13:48Z,2zjl0xu23wp9j6ciq25irsq38,I. Alemayehu,,,5723880829,399,1dy0207jxgg8gvuygsd95wdn8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814173177,52,1,1,3,20,evf5hhqgnjhwjsth1m6pawxdp,1,67.5,33.8,2025-05-12T17:13:47.876Z,2025-05-12T17:25:34Z,1dy0207jxgg8gvuygsd95wdn8,D. Kruse,,,5723880817,56,Right,5723880815,155,,5723880825,213,4.94,5723880819,140,71.4,5723880823,212,18.1,5723880821,141,7.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814180165,154,61,1,3,21,evf5hhqgnjhwjsth1m6pawxdp,0,66.4,7.2,2025-05-12T17:13:48.919Z,2025-05-12T17:25:52Z,1vla5l510mtb859zevvplneju,F. Eriksson,,,5723921501,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814173199,32,5,1,3,22,czkf5t3ai00ghwbga03i5aqxw,1,19.4,101.8,2025-05-12T17:13:50.350Z,2025-05-12T17:56:43Z,2zjl0xu23wp9j6ciq25irsq38,I. Alemayehu,,,5723880939,56,Back,5723880947,233,53,5723880943,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814173195,53,5,1,3,22,evf5hhqgnjhwjsth1m6pawxdp,0,80.6,-1.8,2025-05-12T17:13:50.350Z,2025-05-12T17:13:53Z,1dy0207jxgg8gvuygsd95wdn8,D. Kruse,,,5723880933,56,Right,5723880983,233,32,5723880935,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814173247,33,1,1,3,26,czkf5t3ai00ghwbga03i5aqxw,1,24.7,100.0,2025-05-12T17:13:54.229Z,2025-05-12T17:13:55Z,ab3og2sas7q4czd31wbdbnro,K. Kosugi,,,5723881219,141,86.8,5723881221,212,10.5,5723881223,213,4.43,5723881213,107,,5723881217,140,21.9,5723881215,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814173283,34,1,1,3,27,czkf5t3ai00ghwbga03i5aqxw,1,21.9,86.8,2025-05-12T17:13:55.444Z,2025-05-12T17:13:58Z,dkc69jkzi4e9ysgmwldz249as,M. Siltanen,,,5723881395,213,5.52,5723881391,212,10.6,5723881387,141,76.1,5723881381,56,Back,5723881385,140,29.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814173293,35,1,1,3,30,czkf5t3ai00ghwbga03i5aqxw,1,29.2,76.1,2025-05-12T17:13:58.067Z,2025-05-12T17:13:59Z,2zjl0xu23wp9j6ciq25irsq38,I. Alemayehu,,,5723881501,212,18.1,5723881495,140,12.2,5723881493,56,Back,5723881497,141,80.9,5723881505,213,2.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814173327,36,1,1,3,31,czkf5t3ai00ghwbga03i5aqxw,1,11.8,72.9,2025-05-12T17:13:59.852Z,2025-05-12T17:14:02Z,23p0dby12ymf55wwi0xz2fnx1,M. Danielson,,,5723881657,140,13.6,5723881661,212,21.8,5723881663,213,4.80,5723881659,141,40.9,5723881655,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814173351,37,1,1,3,34,czkf5t3ai00ghwbga03i5aqxw,1,14.8,60.1,2025-05-12T17:14:02.220Z,2025-05-12T18:00:40Z,ebhyx7fm13sy9qjf4vylzg89h,J. Une Larsson,,,5723881801,213,0.53,5723881799,212,11.5,5723881797,141,68.7,5723881793,140,24.2,5723881789,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814173431,38,1,1,3,37,czkf5t3ai00ghwbga03i5aqxw,1,22.4,60.6,2025-05-12T17:14:05.100Z,2025-05-12T17:14:12Z,dkc69jkzi4e9ysgmwldz249as,M. Siltanen,,,5723882275,213,5.12,5723882269,140,36.3,5723882271,141,11.1,5723882273,212,36.7,5723882277,1,,5723882267,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814173489,39,1,1,3,44,czkf5t3ai00ghwbga03i5aqxw,1,58.9,17.6,2025-05-12T17:14:11.900Z,2025-05-12T17:14:20Z,csd7qb9u0a9am2ltse9w31uz8,T. Bergvall,,,5723882635,141,4.1,5723882639,213,5.94,5723882637,212,27.3,5723882633,140,83.4,5723882631,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814180783,130,3,1,3,50,czkf5t3ai00ghwbga03i5aqxw,1,86.8,5.3,2025-05-12T17:14:17.913Z,2025-05-12T17:27:01Z,a3jetivxcnpp4z36nhboz5ysq,S. Haarala,,,5723925647,233,168,5723925263,56,Right,5723925265,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814180757,168,45,1,3,50,evf5hhqgnjhwjsth1m6pawxdp,0,12.1,95.4,2025-05-12T17:14:17.913Z,2025-05-12T17:27:01Z,ckwgkqxv6u28byqau4rz47efp,A. Trondsen,,,5723925639,285,,5723925671,233,130,5723925637,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814173793,40,1,1,3,52,czkf5t3ai00ghwbga03i5aqxw,1,91.5,22.2,2025-05-12T17:14:19.932Z,2025-05-12T17:18:36Z,a3jetivxcnpp4z36nhboz5ysq,S. Haarala,1.0,,5723884345,56,Center,5723885199,22,,5723884347,140,87.5,5723896697,195,,5723885197,154,,5723884349,141,34.8,5723884353,213,2.03,5723885195,210,16,5723884351,212,9.5,,,,,,,,,,,,,,,,,,,,,,,
2814173795,41,16,1,3,53,czkf5t3ai00ghwbga03i5aqxw,1,91.8,34.4,2025-05-12T17:14:21.340Z,2025-05-12T18:01:49Z,dvl8q7nwvz3o6d73220d1ag2d,T. Nguen,,,5723885219,103,17.7,5723885223,230,96.9,5723884375,22,,5723884377,63,,5723927305,76,,5723884379,56,Center,5723885217,102,54.0,5723886251,214,,5723885209,29,,5723885225,231,43.1,5723885233,375,03:52.659,5723885213,55,40,5723885211,154,5723885205,20,5723885229,374,2025-05-12 18:14:20.520,,,,,,,
2814174059,54,1,1,4,50,evf5hhqgnjhwjsth1m6pawxdp,1,49.9,50.0,2025-05-12T17:15:18.859Z,2025-05-12T17:15:21Z,80s55a7uw8kypoikefwhtdm5m,M. Fenger,,,5723885829,141,50.1,5723885835,279,G,5723885827,140,40.0,5723885825,56,Back,5723885833,213,3.14,5723885831,212,10.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814174079,55,1,1,4,53,evf5hhqgnjhwjsth1m6pawxdp,1,38.1,45.4,2025-05-12T17:15:21.179Z,2025-05-12T17:15:23Z,1dy0207jxgg8gvuygsd95wdn8,D. Kruse,,,5723885925,140,33.0,5723885931,213,4.43,5723885927,141,18.3,5723885923,56,Back,5723885929,212,19.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814174147,56,1,1,4,55,evf5hhqgnjhwjsth1m6pawxdp,1,33.0,21.5,2025-05-12T17:15:23.099Z,2025-05-12T17:15:30Z,1vla5l510mtb859zevvplneju,F. Eriksson,,,5723886299,141,40.1,5723886297,140,27.1,5723886301,212,14.1,5723886303,213,2.03,5723886295,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814174151,57,1,1,5,1,evf5hhqgnjhwjsth1m6pawxdp,0,33.3,27.3,2025-05-12T17:15:29.723Z,2025-05-12T17:15:30Z,2erjnb3l5mngpxyicnzhk7phx,G. Svensson,,,5723886325,141,35.8,5723886331,1,,5723886319,157,,5723886321,56,Center,5723886327,212,40.6,5723886323,140,71.6,5723886329,213,0.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814174165,42,1,1,5,4,czkf5t3ai00ghwbga03i5aqxw,0,30.4,76.1,2025-05-12T17:15:32.133Z,2025-05-12T17:15:32Z,23p0dby12ymf55wwi0xz2fnx1,M. Danielson,,,5723886413,212,10.3,5723886411,141,63.0,5723886409,140,35.3,5723886405,3,,5723886407,56,Back,5723886415,213,5.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814174199,58,1,1,5,5,evf5hhqgnjhwjsth1m6pawxdp,0,69.4,46.0,2025-05-12T17:15:33.540Z,2025-05-12T17:15:36Z,bm0bafkutd9qb9qee06cys9re,I. Jagne,,,5723886609,213,4.85,5723886599,3,,5723886601,56,Right,5723886603,140,73.7,5723886607,212,32.7,5723886605,141,0.0,5723886611,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814174207,43,5,1,5,8,czkf5t3ai00ghwbga03i5aqxw,1,25.8,101.8,2025-05-12T17:15:36.609Z,2025-05-12T17:56:44Z,23p0dby12ymf55wwi0xz2fnx1,M. Danielson,,,5723886641,233,59,5723886635,56,Back,5723886637,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814174203,59,5,1,5,8,evf5hhqgnjhwjsth1m6pawxdp,0,74.2,-1.8,2025-05-12T17:15:36.609Z,2025-05-12T17:15:39Z,bm0bafkutd9qb9qee06cys9re,I. Jagne,,,5723886649,233,43,5723886629,56,Right,5723886631,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814174365,44,1,1,5,23,czkf5t3ai00ghwbga03i5aqxw,1,24.3,100.0,2025-05-12T17:15:51.477Z,2025-05-12T17:15:54Z,ab3og2sas7q4czd31wbdbnro,K. Kosugi,,,5723887495,212,12.0,5723887497,213,5.70,5723887491,140,33.9,5723887493,141,92.3,5723887489,56,Back,5723887487,107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814174387,45,1,1,5,26,czkf5t3ai00ghwbga03i5aqxw,0,44.7,87.3,2025-05-12T17:15:53.979Z,2025-05-12T17:18:09Z,3bepi58wwope38a478y7jwlxw,A. Priske,,,5723887685,140,50.1,5723887689,212,8.4,5723887691,213,5.45,5723887683,56,Center,5723887687,141,78.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814174393,46,43,1,5,29,czkf5t3ai00ghwbga03i5aqxw,1,0.0,0.0,2025-05-12T17:15:56.979Z,2025-05-12T17:18:16Z,dvl8q7nwvz3o6d73220d1ag2d,T. Nguen,,,5723887713,56,Center,5723895689,144,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814174413,60,8,1,5,29,evf5hhqgnjhwjsth1m6pawxdp,1,50.6,21.5,2025-05-12T17:15:56.980Z,2025-05-12T17:18:50Z,2erjnb3l5mngpxyicnzhk7phx,G. Svensson,,,5723887803,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814176643,102,1,1,5,30,evf5hhqgnjhwjsth1m6pawxdp,1,48.6,24.6,2025-05-12T17:15:58.598Z,2025-05-12T17:20:04Z,1dy0207jxgg8gvuygsd95wdn8,D. Kruse,,,5723902005,56,Back,5723902013,213,4.31,5723902011,212,8.8,5723902009,141,12.7,5723902007,140,45.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814174427,61,1,1,5,31,evf5hhqgnjhwjsth1m6pawxdp,0,29.3,25.6,2025-05-12T17:15:59.123Z,2025-05-12T17:16:01Z,1vla5l510mtb859zevvplneju,F. Eriksson,,,5723887909,233,47,5723887879,213,6.01,5723887913,286,,5723887869,56,Back,5723887877,212,8.1,5723887873,140,36.7,5723887875,141,22.4,5723887907,236,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814174409,47,74,1,5,31,czkf5t3ai00ghwbga03i5aqxw,1,61.0,90.5,2025-05-12T17:15:59.124Z,2025-05-12T17:16:01Z,3bepi58wwope38a478y7jwlxw,A. Priske,,,5723887933,233,61,5723887789,285,,5723887787,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814174467,48,1,1,5,38,czkf5t3ai00ghwbga03i5aqxw,0,90.0,75.3,2025-05-12T17:16:06.363Z,2025-05-12T17:16:08Z,dvl8q7nwvz3o6d73220d1ag2d,T. Nguen,,,5723888107,140,92.1,5723888111,212,4.6,5723888113,213,5.21,5723888109,141,69.4,5723888105,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814174509,62,12,1,5,41,evf5hhqgnjhwjsth1m6pawxdp,1,8.7,28.6,2025-05-12T17:16:09.435Z,2025-05-12T17:20:44Z,1vla5l510mtb859zevvplneju,F. Eriksson,,,5723888311,140,22.6,5723888309,56,Back,5723888315,141,11.6,5723888321,213,5.61,5723888319,212,18.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814174511,49,83,1,5,44,czkf5t3ai00ghwbga03i5aqxw,0,78.5,85.6,2025-05-12T17:16:12.403Z,2025-05-12T17:16:21Z,ab3og2sas7q4czd31wbdbnro,K. Kosugi,,,5723888825,399,4w0adddkbx4642lkebbcmxbzd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814174563,50,83,1,5,48,czkf5t3ai00ghwbga03i5aqxw,0,81.3,88.4,2025-05-12T17:16:16.331Z,2025-05-12T17:16:20Z,ab3og2sas7q4czd31wbdbnro,K. Kosugi,,,5723888809,399,4w0adddkbx4642lkebbcmxbzd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814174601,64,1,1,5,50,evf5hhqgnjhwjsth1m6pawxdp,1,9.7,9.2,2025-05-12T17:16:18.820Z,2025-05-12T17:16:20Z,4w0adddkbx4642lkebbcmxbzd,E. Marković,,,5723888781,157,,5723888803,213,0.44,5723888805,1,,5723888785,56,Back,5723888793,141,25.8,5723888797,212,26.8,5723888789,140,32.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814174619,51,83,1,5,53,czkf5t3ai00ghwbga03i5aqxw,0,68.5,75.7,2025-05-12T17:16:21.524Z,2025-05-12T17:21:33Z,6051gs5j7d6zss35h2twoqnd,H. Finndell,,,5723889247,399,2vfhae70oyyzm0qttlckworqi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814174647,65,4,1,5,56,evf5hhqgnjhwjsth1m6pawxdp,1,32.4,18.6,2025-05-12T17:16:23.939Z,2025-05-12T17:16:29Z,2vfhae70oyyzm0qttlckworqi,A. Carlén,,,5723889155,233,52,5723889129,56,Back,5723889133,265,,5723889131,152,,5723889135,285,,5723889127,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814174631,52,4,1,5,56,czkf5t3ai00ghwbga03i5aqxw,0,67.6,81.4,2025-05-12T17:16:23.940Z,2025-05-12T17:16:29Z,2zjl0xu23wp9j6ciq25irsq38,I. Alemayehu,,,5723889167,233,65,5723889037,13,,5723889045,286,,5723889041,152,,5723889043,265,,5723889039,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814174729,66,1,1,6,5,evf5hhqgnjhwjsth1m6pawxdp,1,31.8,14.1,2025-05-12T17:16:33.316Z,2025-05-12T17:16:37Z,1dy0207jxgg8gvuygsd95wdn8,D. Kruse,,,5723889647,5,,5723889659,213,1.72,5723889653,140,27.2,5723889657,212,31.7,5723889651,56,Back,5723889649,152,,5723889655,141,60.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814174771,67,1,1,6,9,evf5hhqgnjhwjsth1m6pawxdp,1,38.6,63.9,2025-05-12T17:16:37.116Z,2025-05-12T17:16:42Z,3tbz518udos9vb9bqypn9il7t,A. Erlingmark,,,5723889923,140,46.0,5723889927,212,17.6,5723889921,56,Back,5723889925,141,87.1,5723889929,213,1.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814174835,68,1,1,6,14,evf5hhqgnjhwjsth1m6pawxdp,1,43.9,71.1,2025-05-12T17:16:42.565Z,2025-05-12T17:16:48Z,ckwgkqxv6u28byqau4rz47efp,A. Trondsen,,,5723890247,56,Right,5723890243,155,,5723890261,1,,5723890259,213,5.19,5723890257,212,44.3,5723890251,140,63.2,5723890255,141,13.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814174887,69,1,1,6,20,evf5hhqgnjhwjsth1m6pawxdp,1,47.2,23.6,2025-05-12T17:16:48.700Z,2025-05-12T17:16:54Z,4w0adddkbx4642lkebbcmxbzd,E. Marković,,,5723890541,140,31.2,5723890543,141,34.8,5723890539,56,Back,5723890549,213,2.72,5723890545,212,18.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814174949,70,1,1,6,25,evf5hhqgnjhwjsth1m6pawxdp,1,37.5,28.3,2025-05-12T17:16:53.797Z,2025-05-12T17:17:00Z,2erjnb3l5mngpxyicnzhk7phx,G. Svensson,,,5723890809,141,17.3,5723890805,56,Right,5723890811,212,61.3,5723890813,213,6.16,5723890815,1,,5723890803,155,,5723890807,140,95.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814175077,71,1,1,6,30,evf5hhqgnjhwjsth1m6pawxdp,0,96.7,18.0,2025-05-12T17:16:58.188Z,2025-05-12T17:22:20Z,1vla5l510mtb859zevvplneju,F. Eriksson,,,5723909881,233,54,5723891585,56,Right,5723891587,140,97.7,5723891583,155,,5723891581,2,,5723909885,286,,5723909879,236,,5723891591,212,1.8,5723891593,213,0.94,5723891589,141,20.1,,,,,,,,,,,,,,,,,,,,
2814175117,54,12,1,6,30,czkf5t3ai00ghwbga03i5aqxw,1,7.6,85.1,2025-05-12T17:16:58.288Z,2025-05-12T17:22:23Z,23p0dby12ymf55wwi0xz2fnx1,M. Danielson,,,5723909887,233,71,5723909829,185,,5723891833,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814174957,53,6,1,6,32,czkf5t3ai00ghwbga03i5aqxw,0,0.0,79.3,2025-05-12T17:17:00.491Z,2025-05-12T17:56:42Z,23p0dby12ymf55wwi0xz2fnx1,M. Danielson,,,5723900401,233,72,5723890865,56,Back,5723891729,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814175091,72,6,1,6,32,evf5hhqgnjhwjsth1m6pawxdp,1,100.0,20.7,2025-05-12T17:17:00.491Z,2025-05-12T17:56:42Z,1vla5l510mtb859zevvplneju,F. Eriksson,,,5723891749,75,,5723891747,56,Right,5723900397,233,53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
