id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/9/value,qualifier/14/value,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value
2796085735,33,5,1,1,44,czkf5t3ai00ghwbga03i5aqxw,0,33.2,-1.2,2025-04-05T13:02:17.751Z,2025-04-05T13:44:56Z,bv57jiquzqjnzuxzw5r663aad,A. Ståhl,,,5624310995,56,Back,5624311027,233,28,5624310997,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796085803,29,1,1,1,48,4jg5vd59i24chckyua90dr1lg,1,66.4,100.0,2025-04-05T13:02:21.600Z,2025-04-05T13:02:25Z,77767sxrg8n7kfm58qf1wq32s,S. Mamatsashvili,,,5624311447,1,,5624311441,141,83.2,5624311443,212,29.6,5624311431,107,,5624311437,140,40.6,5624311445,213,3.56,5624311433,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796085855,30,1,1,1,52,4jg5vd59i24chckyua90dr1lg,1,32.2,76.3,2025-04-05T13:02:25.519Z,2025-04-05T13:02:29Z,10lj2qekb1e4c8ful68b1pazt,T. Anker,,,5624311715,141,53.6,5624311713,140,11.6,5624311719,213,3.76,5624311717,212,26.6,5624311711,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796085921,31,1,1,1,56,4jg5vd59i24chckyua90dr1lg,0,13.4,53.0,2025-04-05T13:02:29.471Z,2025-04-05T13:02:34Z,dsw7clrtv93nkdnppqhfm1n9,I. Diawara,,,5624312083,157,,5624312095,212,43.9,5624312087,56,Center,5624312093,141,43.1,5624312091,140,54.7,5624312099,1,,5624312097,213,6.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796085943,34,1,1,2,1,czkf5t3ai00ghwbga03i5aqxw,0,49.7,54.6,2025-04-05T13:02:34.694Z,2025-04-05T13:02:36Z,7pel84swlqfux6obt6lznze1h,R. Schüller,,,5624312183,212,25.1,5624312175,3,,5624312185,213,1.73,5624312179,140,45.9,5624312177,56,Back,5624312181,141,91.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796085957,32,3,1,2,4,4jg5vd59i24chckyua90dr1lg,0,58.3,9.6,2025-04-05T13:02:37.223Z,2025-04-05T13:54:48Z,451liwl34giar3r8y7b295w16,M. Lindberg,,,5624312299,56,Right,5624312553,233,35,5624312301,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796085989,35,7,1,2,4,czkf5t3ai00ghwbga03i5aqxw,1,41.7,90.4,2025-04-05T13:02:37.224Z,2025-04-05T13:54:48Z,5t5ib5l818gj98xrztrj0kbca,O. Fallenius,,,5624312431,285,,5624312429,56,Back,5624312515,233,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796086047,37,1,1,2,7,czkf5t3ai00ghwbga03i5aqxw,1,44.5,75.7,2025-04-05T13:02:40.615Z,2025-04-05T13:02:43Z,ab3og2sas7q4czd31wbdbnro,K. Kosugi,,,5624312803,56,Back,5624312807,141,89.3,5624312809,212,18.4,5624312811,213,2.61,5624312805,140,29.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796086107,38,1,1,2,9,czkf5t3ai00ghwbga03i5aqxw,1,29.5,86.5,2025-04-05T13:02:43.118Z,2025-04-05T13:02:46Z,dkc69jkzi4e9ysgmwldz249as,M. Siltanen,,,5624313143,140,24.5,5624313147,212,9.6,5624313149,213,4.13,5624313141,56,Back,5624313145,141,74.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796086147,39,1,1,2,13,czkf5t3ai00ghwbga03i5aqxw,1,24.5,75.4,2025-04-05T13:02:46.351Z,2025-04-05T13:02:48Z,ebhyx7fm13sy9qjf4vylzg89h,J. Une Larsson,,,5624313383,213,1.00,5624313375,56,Back,5624313377,140,30.0,5624313379,141,88.7,5624313381,212,10.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796086193,40,1,1,2,15,czkf5t3ai00ghwbga03i5aqxw,1,35.0,85.7,2025-04-05T13:02:48.534Z,2025-04-05T13:02:50Z,dkc69jkzi4e9ysgmwldz249as,M. Siltanen,,,5624313581,212,25.7,5624313579,141,85.0,5624313577,140,59.5,5624313573,56,Left,5624313583,213,6.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796086269,41,1,1,2,17,czkf5t3ai00ghwbga03i5aqxw,1,66.2,86.9,2025-04-05T13:02:50.270Z,2025-04-05T13:14:38Z,5t5ib5l818gj98xrztrj0kbca,O. Fallenius,,,5624314017,140,64.2,5624314019,141,72.6,5624314021,212,9.9,5624314015,56,Center,5624314023,213,4.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796086275,42,1,1,2,20,czkf5t3ai00ghwbga03i5aqxw,1,66.0,59.7,2025-04-05T13:02:54.062Z,2025-04-05T13:14:40Z,370kkwnidcltqyooh51z6uzqi,T. Gulliksen,,,5624386539,140,66.8,5624386545,213,4.74,5624386547,1,,5624386541,141,5.8,5624386543,212,36.7,5624314047,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796086299,43,43,1,2,21,czkf5t3ai00ghwbga03i5aqxw,1,0.0,0.0,2025-04-05T13:02:54.438Z,2025-04-05T13:14:36Z,5t5ib5l818gj98xrztrj0kbca,O. Fallenius,,,5624314155,140,64.3,5624314165,1,0,5624314161,213,4.93,5624314157,141,12.6,5624314159,212,38.4,5624388009,144,1,5624314153,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796086333,44,1,1,2,22,czkf5t3ai00ghwbga03i5aqxw,1,64.8,12.5,2025-04-05T13:02:55.951Z,2025-04-05T13:02:57Z,bv57jiquzqjnzuxzw5r663aad,A. Ståhl,,,5624314329,212,8.7,5624314331,213,1.56,5624314327,141,25.3,5624314323,56,Center,5624314325,140,64.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796086363,45,1,1,2,24,czkf5t3ai00ghwbga03i5aqxw,1,64.9,25.3,2025-04-05T13:02:57.822Z,2025-04-05T13:02:59Z,7pel84swlqfux6obt6lznze1h,R. Schüller,,,5624314521,56,Right,5624314527,212,13.9,5624314529,213,5.15,5624314523,140,70.5,5624314525,141,6.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796086455,46,1,1,2,25,czkf5t3ai00ghwbga03i5aqxw,1,70.2,7.0,2025-04-05T13:02:58.975Z,2025-04-05T13:03:04Z,bv57jiquzqjnzuxzw5r663aad,A. Ståhl,,,5624314985,141,15.9,5624314987,212,22.0,5624314989,213,2.86,5624314981,56,Right,5624314983,140,50.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796086525,47,1,1,2,30,czkf5t3ai00ghwbga03i5aqxw,1,55.0,30.0,2025-04-05T13:03:04.118Z,2025-04-05T13:03:07Z,5jos8v6hr086q8at9iuyhwded,M. Tenho,,,5624315283,56,Back,5624315285,140,43.1,5624315291,213,2.21,5624315287,141,54.6,5624315289,212,20.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796086557,48,1,1,2,34,czkf5t3ai00ghwbga03i5aqxw,1,44.2,55.7,2025-04-05T13:03:07.758Z,2025-04-05T13:03:09Z,ebhyx7fm13sy9qjf4vylzg89h,J. Une Larsson,,,5624315443,141,26.2,5624315441,140,55.7,5624315447,213,5.25,5624315445,212,23.4,5624315439,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796086579,49,1,1,2,36,czkf5t3ai00ghwbga03i5aqxw,1,55.7,26.2,2025-04-05T13:03:09.231Z,2025-04-05T13:03:11Z,7pel84swlqfux6obt6lznze1h,R. Schüller,,,5624315555,212,17.2,5624315549,56,Center,5624315553,141,23.4,5624315551,140,72.0,5624315557,213,6.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796086609,50,1,1,2,37,czkf5t3ai00ghwbga03i5aqxw,1,72.0,23.4,2025-04-05T13:03:10.894Z,2025-04-05T13:03:11Z,370kkwnidcltqyooh51z6uzqi,T. Gulliksen,,,5624315693,212,13.4,5624315695,213,4.45,5624315691,141,4.3,5624315689,140,68.7,5624315687,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796086671,51,1,1,2,38,czkf5t3ai00ghwbga03i5aqxw,1,69.4,4.3,2025-04-05T13:03:11.734Z,2025-04-05T13:03:14Z,bv57jiquzqjnzuxzw5r663aad,A. Ståhl,,,5624316065,56,Right,5624316073,213,2.29,5624316071,212,14.8,5624316069,141,20.6,5624316067,140,60.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796086707,52,1,1,2,41,czkf5t3ai00ghwbga03i5aqxw,0,60.3,20.6,2025-04-05T13:03:14.502Z,2025-04-05T13:03:16Z,7pel84swlqfux6obt6lznze1h,R. Schüller,,,5624316265,140,82.3,5624316261,155,,5624316269,212,35.2,5624316271,213,0.85,5624316267,141,59.6,5624316263,56,Center,5624316273,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796086741,33,12,1,2,44,4jg5vd59i24chckyua90dr1lg,1,16.5,34.3,2025-04-05T13:03:17.512Z,2025-04-05T13:03:18Z,bdgqvvkpadpthmlm40wa6dcyx,B. Milovanov,,,5624316449,213,0.29,5624316439,140,25.1,5624316441,141,38.2,5624316437,56,Back,5624316445,212,9.4,5624316465,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796086809,35,1,1,2,46,4jg5vd59i24chckyua90dr1lg,0,30.4,31.8,2025-04-05T13:03:19.911Z,2025-04-05T13:03:22Z,451liwl34giar3r8y7b295w16,M. Lindberg,,,5624316761,213,5.78,5624316749,140,54.2,5624316757,212,28.6,5624316753,141,11.4,5624316745,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796086869,53,1,1,2,49,czkf5t3ai00ghwbga03i5aqxw,1,45.0,90.2,2025-04-05T13:03:23.078Z,2025-04-05T13:03:25Z,ebhyx7fm13sy9qjf4vylzg89h,J. Une Larsson,,,5624317085,213,0.11,5624317075,56,Left,5624317083,212,21.0,5624317081,141,93.5,5624317079,140,64.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796086891,54,1,1,2,51,czkf5t3ai00ghwbga03i5aqxw,1,64.9,93.5,2025-04-05T13:03:24.958Z,2025-04-05T13:03:26Z,5t5ib5l818gj98xrztrj0kbca,O. Fallenius,,,5624317181,140,48.9,5624317179,56,Back,5624317189,212,18.5,5624317243,156,,5624317185,141,82.1,5624317191,213,3.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796086969,56,1,1,2,54,czkf5t3ai00ghwbga03i5aqxw,1,45.3,76.4,2025-04-05T13:03:27.814Z,2025-04-05T13:03:29Z,dkc69jkzi4e9ysgmwldz249as,M. Siltanen,,,5624317599,141,68.5,5624317597,140,53.0,5624317603,213,5.70,5624317595,56,Center,5624317601,212,9.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796086995,57,1,1,2,56,czkf5t3ai00ghwbga03i5aqxw,1,53.0,68.5,2025-04-05T13:03:29.541Z,2025-04-05T13:03:31Z,7pel84swlqfux6obt6lznze1h,R. Schüller,,,5624317711,141,70.3,5624317713,212,12.3,5624317709,140,41.3,5624317707,56,Back,5624317715,213,3.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796087039,58,1,1,2,57,czkf5t3ai00ghwbga03i5aqxw,1,41.3,70.3,2025-04-05T13:03:31.077Z,2025-04-05T13:03:33Z,dkc69jkzi4e9ysgmwldz249as,M. Siltanen,,,5624317941,213,0.81,5624317939,212,19.4,5624317937,141,91.1,5624317933,56,Left,5624317935,140,54.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796087089,59,1,1,3,0,czkf5t3ai00ghwbga03i5aqxw,1,53.7,89.3,2025-04-05T13:03:33.510Z,2025-04-05T13:03:36Z,5t5ib5l818gj98xrztrj0kbca,O. Fallenius,,,5624318221,212,13.3,5624318217,140,65.6,5624318219,141,95.9,5624318223,213,0.34,5624318215,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796087107,60,1,1,3,2,czkf5t3ai00ghwbga03i5aqxw,0,68.6,94.5,2025-04-05T13:03:35.998Z,2025-04-05T13:03:37Z,ab3og2sas7q4czd31wbdbnro,K. Kosugi,,,5624318325,140,72.2,5624318323,56,Left,5624318331,213,5.17,5624318329,212,8.6,5624318327,141,83.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796087115,36,8,1,3,4,4jg5vd59i24chckyua90dr1lg,1,26.6,17.3,2025-04-05T13:03:37.904Z,2025-04-05T13:03:38Z,3xrja99d4b0jewfjzelq4rspg,A. Vikman,,,5624318375,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796087151,38,1,1,3,6,4jg5vd59i24chckyua90dr1lg,0,25.5,12.8,2025-04-05T13:03:39.951Z,2025-04-05T13:16:11Z,bdgqvvkpadpthmlm40wa6dcyx,B. Milovanov,,,5624318545,213,0.01,5624318543,212,4.9,5624397693,155,,5624318541,141,12.9,5624318537,56,Back,5624318539,140,30.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796087195,61,61,1,3,8,czkf5t3ai00ghwbga03i5aqxw,1,67.3,90.9,2025-04-05T13:03:41.206Z,2025-04-05T13:03:47Z,ab3og2sas7q4czd31wbdbnro,K. Kosugi,,,5624318751,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796087207,39,5,1,3,9,4jg5vd59i24chckyua90dr1lg,1,41.2,-2.0,2025-04-05T13:03:42.968Z,2025-04-05T13:44:56Z,bdgqvvkpadpthmlm40wa6dcyx,B. Milovanov,,,5624318813,347,,5624319063,233,63,5624318811,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796087251,63,5,1,3,9,czkf5t3ai00ghwbga03i5aqxw,0,58.8,102.0,2025-04-05T13:03:42.968Z,2025-04-05T13:44:57Z,ab3og2sas7q4czd31wbdbnro,K. Kosugi,,,5624319015,347,,5624319097,233,39,5624319011,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796087235,62,43,1,3,10,czkf5t3ai00ghwbga03i5aqxw,1,0.0,0.0,2025-04-05T13:03:44.141Z,2025-04-05T13:03:47Z,ab3og2sas7q4czd31wbdbnro,K. Kosugi,,,5624318949,56,Left,5624318951,347,0,5624319291,144,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796087685,40,1,1,3,33,4jg5vd59i24chckyua90dr1lg,1,43.0,0.0,2025-04-05T13:04:06.280Z,2025-04-05T13:18:29Z,bdgqvvkpadpthmlm40wa6dcyx,B. Milovanov,,,5624321483,141,8.2,5624321477,107,,5624321479,56,Right,5624321481,140,65.6,5624321489,1,,5624321487,213,0.28,5624321485,212,24.7,5624323381,189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796087691,41,61,1,3,34,4jg5vd59i24chckyua90dr1lg,1,64.1,10.0,2025-04-05T13:04:07.648Z,2025-04-05T13:18:27Z,9mvwnz2zlvx54nggvvw3l9ega,R. Ure,,,5624323437,189,,5624321523,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796102275,158,1,1,3,35,czkf5t3ai00ghwbga03i5aqxw,1,31.2,94.2,2025-04-05T13:04:09.152Z,2025-04-05T13:18:26Z,ab3og2sas7q4czd31wbdbnro,K. Kosugi,,,5624406275,141,91.2,5624406271,56,Back,5624406269,3,,5624406277,212,9.5,5624406279,213,6.07,5624406273,140,40.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796087723,64,1,1,3,36,czkf5t3ai00ghwbga03i5aqxw,0,34.8,88.9,2025-04-05T13:04:09.367Z,2025-04-05T13:18:31Z,dkc69jkzi4e9ysgmwldz249as,M. Siltanen,,,5624408785,141,88.7,5624409701,236,,5624409707,286,,5624409703,233,42,5624408783,140,34.2,5624408787,212,0.6,5624408789,213,3.35,5624321681,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796087739,42,74,1,3,36,4jg5vd59i24chckyua90dr1lg,1,59.3,10.0,2025-04-05T13:04:09.368Z,2025-04-05T13:18:25Z,21ht7s882is4sisnr8dpf61yi,J. Persson,,,5624321727,285,,5624321725,56,Right,5624409723,233,64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796087791,68,61,1,3,37,czkf5t3ai00ghwbga03i5aqxw,1,34.6,79.9,2025-04-05T13:04:10.367Z,2025-04-05T13:18:34Z,7pel84swlqfux6obt6lznze1h,R. Schüller,,,5624322039,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796087765,66,1,1,3,40,czkf5t3ai00ghwbga03i5aqxw,1,36.9,87.5,2025-04-05T13:04:13.374Z,2025-04-05T13:19:12Z,dkc69jkzi4e9ysgmwldz249as,M. Siltanen,,,5624413263,140,30.5,5624413269,213,3.12,5624413267,212,6.7,5624321875,56,Back,5624413265,141,87.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796087783,67,1,1,3,40,czkf5t3ai00ghwbga03i5aqxw,0,30.9,88.7,2025-04-05T13:04:13.782Z,2025-04-05T13:19:15Z,ab3og2sas7q4czd31wbdbnro,K. Kosugi,,,5624321977,56,Back,5624321979,140,34.8,5624321981,141,87.1,5624415155,155,,5624321983,212,4.2,5624415515,233,43,5624415519,286,,5624415513,236,,5624321985,213,6.02,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796087805,43,74,1,3,40,4jg5vd59i24chckyua90dr1lg,1,64.8,6.7,2025-04-05T13:04:13.783Z,2025-04-05T13:54:44Z,451liwl34giar3r8y7b295w16,M. Lindberg,,,5624322117,285,,5624415533,233,67,5624322115,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796087827,44,5,1,3,42,4jg5vd59i24chckyua90dr1lg,0,63.8,-1.8,2025-04-05T13:04:16.157Z,2025-04-05T13:44:57Z,451liwl34giar3r8y7b295w16,M. Lindberg,,,5624322231,347,,5624322229,56,Right,5624322273,233,69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796087821,69,5,1,3,42,czkf5t3ai00ghwbga03i5aqxw,1,36.2,101.8,2025-04-05T13:04:16.157Z,2025-04-05T13:44:57Z,ab3og2sas7q4czd31wbdbnro,K. Kosugi,,,5624322247,233,44,5624322217,347,,5624322215,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796087895,70,1,1,3,46,czkf5t3ai00ghwbga03i5aqxw,1,35.2,100.0,2025-04-05T13:04:19.678Z,2025-04-05T13:04:22Z,ab3og2sas7q4czd31wbdbnro,K. Kosugi,,,5624322611,56,Back,5624322619,213,3.61,5624322617,212,17.3,5624322613,140,20.5,5624322609,107,,5624322615,141,90.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796087969,71,1,1,3,49,czkf5t3ai00ghwbga03i5aqxw,1,22.3,89.9,2025-04-05T13:04:22.230Z,2025-04-05T13:04:25Z,ebhyx7fm13sy9qjf4vylzg89h,J. Une Larsson,,,5624323053,56,Back,5624323073,1,,5624323061,141,49.3,5624323057,140,6.1,5624323069,213,4.16,5624323065,212,32.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796088017,72,1,1,3,52,czkf5t3ai00ghwbga03i5aqxw,1,7.6,47.9,2025-04-05T13:04:25.405Z,2025-04-05T13:04:27Z,d5jgrd0clyl4rskqu6j8hcwkp,F. Manojlović,,,5624323301,212,18.5,5624323293,56,Back,5624323299,141,28.9,5624323303,213,5.51,5624323295,140,20.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796088073,73,1,1,3,54,czkf5t3ai00ghwbga03i5aqxw,1,21.4,30.9,2025-04-05T13:04:27.678Z,2025-04-05T13:04:32Z,5jos8v6hr086q8at9iuyhwded,M. Tenho,,,5624323677,56,Back,5624323679,140,5.2,5624323681,141,50.0,5624323685,213,2.49,5624323683,212,21.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796088159,74,1,1,3,59,czkf5t3ai00ghwbga03i5aqxw,1,12.0,51.3,2025-04-05T13:04:32.230Z,2025-04-05T13:04:36Z,d5jgrd0clyl4rskqu6j8hcwkp,F. Manojlović,,,5624324103,213,5.07,5624324097,140,18.4,5624324099,141,25.0,5624324101,212,19.1,5624324095,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796088169,75,1,1,4,3,czkf5t3ai00ghwbga03i5aqxw,0,18.3,17.0,2025-04-05T13:04:36.454Z,2025-04-05T13:04:37Z,5jos8v6hr086q8at9iuyhwded,M. Tenho,,,5624324159,56,Back,5624324167,212,22.1,5624324169,213,0.10,5624324165,141,20.3,5624324163,140,39.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796088179,45,8,1,4,4,4jg5vd59i24chckyua90dr1lg,1,56.1,77.6,2025-04-05T13:04:37.248Z,2025-04-05T13:04:37Z,3xrja99d4b0jewfjzelq4rspg,A. Vikman,,,5624324215,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796088381,47,1,1,4,12,4jg5vd59i24chckyua90dr1lg,1,6.6,85.4,2025-04-05T13:04:45.680Z,2025-04-05T13:04:48Z,10lj2qekb1e4c8ful68b1pazt,T. Anker,,,5624325365,140,30.4,5624325363,56,Back,5624325361,155,,5624325369,212,25.2,5624325367,141,90.2,5624325371,213,0.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796088389,48,61,1,4,15,4jg5vd59i24chckyua90dr1lg,1,31.8,89.3,2025-04-05T13:04:48.528Z,2025-04-05T13:05:09Z,di0z3rihhkz11o1ccqo2b654a,L. Walta,,,5624325399,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796088443,49,3,1,4,16,4jg5vd59i24chckyua90dr1lg,1,30.8,81.8,2025-04-05T13:04:50.088Z,2025-04-05T13:19:46Z,77767sxrg8n7kfm58qf1wq32s,S. Mamatsashvili,,,5624325693,233,76,5624325701,285,,5624325661,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796088441,76,45,1,4,16,czkf5t3ai00ghwbga03i5aqxw,0,69.2,18.2,2025-04-05T13:04:50.088Z,2025-04-05T13:19:47Z,1utyorvutnk14hp6dr079t1m2,Z. Sawo,,,5624325655,286,,5624325653,56,Right,5624325729,233,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796088513,50,44,1,4,18,4jg5vd59i24chckyua90dr1lg,1,31.2,79.6,2025-04-05T13:04:51.797Z,2025-04-05T15:00:02Z,77767sxrg8n7kfm58qf1wq32s,S. Mamatsashvili,,,5624326871,233,78,5624326015,56,Back,5624326017,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796088579,78,44,1,4,18,czkf5t3ai00ghwbga03i5aqxw,0,68.8,20.4,2025-04-05T13:04:51.798Z,2025-04-05T15:00:02Z,dkc69jkzi4e9ysgmwldz249as,M. Siltanen,,,5624326385,286,,5624326899,233,50,5624326383,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796088517,51,1,1,4,19,4jg5vd59i24chckyua90dr1lg,1,32.0,77.5,2025-04-05T13:04:52.520Z,2025-04-05T13:04:55Z,77767sxrg8n7kfm58qf1wq32s,S. Mamatsashvili,,,5624326037,56,Back,5624326041,141,74.4,5624326039,140,40.8,5624326045,213,6.06,5624326043,212,9.5,5624326035,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796088521,52,43,1,4,19,4jg5vd59i24chckyua90dr1lg,1,0.0,0.0,2025-04-05T13:04:52.896Z,2025-04-05T13:04:56Z,77767sxrg8n7kfm58qf1wq32s,S. Mamatsashvili,,,5624326061,56,Back,5624326125,144,7,5624326063,285,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796088525,53,4,1,4,21,4jg5vd59i24chckyua90dr1lg,1,35.0,69.8,2025-04-05T13:04:54.312Z,2025-04-05T13:05:26Z,9mvwnz2zlvx54nggvvw3l9ega,R. Ure,,,5624326099,13,,5624326147,233,77,5624329249,294,,5624326103,152,,5624326101,56,Back,5624326107,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796088501,77,4,1,4,21,czkf5t3ai00ghwbga03i5aqxw,0,65.0,30.2,2025-04-05T13:04:54.313Z,2025-04-05T13:20:16Z,1utyorvutnk14hp6dr079t1m2,Z. Sawo,,,5624326073,152,,5624328915,294,,5624326255,233,53,5624326069,13,,5624326071,56,Center,5624326077,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796089151,54,1,1,4,54,4jg5vd59i24chckyua90dr1lg,0,42.4,72.9,2025-04-05T13:05:27.416Z,2025-04-05T13:05:30Z,di0z3rihhkz11o1ccqo2b654a,L. Walta,,,5624329607,1,,5624329601,141,25.3,5624329593,152,,5624329599,140,85.7,5624329603,212,55.8,5624329583,5,,5624329595,56,Center,5624329605,213,5.66,5624329589,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796089169,79,44,1,4,56,czkf5t3ai00ghwbga03i5aqxw,1,14.6,74.2,2025-04-05T13:05:29.272Z,2025-04-05T13:05:31Z,ab3og2sas7q4czd31wbdbnro,K. Kosugi,,,5624329727,285,,5624329773,233,55,5624329725,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
