id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/8/value,qualifier/14/value,qualifier/15/value,qualifier/16/value
2814693769,41,3,1,2,55,2nnlsjfbcea40t4jeclcbw9lk,0,30.6,81.8,2025-05-14T17:04:09.517Z,2025-05-14T17:04:14Z,9s3boszvqn3fzsx0r1xswqyqy,V. Eriksson,,,5726852587,285,,5726852585,56,Back,5726852615,233,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814693771,19,7,1,2,55,4jg5vd59i24chckyua90dr1lg,0,69.4,18.2,2025-05-14T17:04:09.518Z,2025-05-14T17:04:13Z,21ht7s882is4sisnr8dpf61yi,J. Persson,,,5726852593,286,,5726852609,233,41,5726852591,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814693775,42,61,1,2,56,2nnlsjfbcea40t4jeclcbw9lk,1,32.4,81.4,2025-05-14T17:04:10.339Z,2025-05-14T17:04:10Z,9s3boszvqn3fzsx0r1xswqyqy,V. Eriksson,,,5726852607,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814693809,44,1,1,2,58,2nnlsjfbcea40t4jeclcbw9lk,0,29.6,89.7,2025-05-14T17:04:12.204Z,2025-05-14T17:04:14Z,b1sztx2xd79amygbbvdia24et,S. Strand,,,5726852763,140,62.0,5726852759,157,,5726852769,213,6.17,5726852771,1,,5726852767,212,34.2,5726852765,141,84.1,5726852761,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814693821,20,1,1,3,0,4jg5vd59i24chckyua90dr1lg,0,33.3,8.2,2025-05-14T17:04:14.756Z,2025-05-14T17:18:29Z,4ly7t29cozmc49wu7avkvv3yt,T. Carlsson,,,5726852853,141,26.8,5726852847,157,,5726852859,1,,5726852849,56,Center,5726852855,212,38.6,5726852851,140,68.0,5726852857,213,0.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814693853,45,1,1,3,4,2nnlsjfbcea40t4jeclcbw9lk,1,34.5,87.2,2025-05-14T17:04:18.476Z,2025-05-14T17:04:19Z,cyfvxg9z9aqfsoydhz7sr3qxg,M. Karlsson,,,5726853069,141,92.1,5726853073,213,0.35,5726853067,140,43.1,5726853065,56,Back,5726853071,212,9.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814693861,46,1,1,3,5,2nnlsjfbcea40t4jeclcbw9lk,1,43.1,92.1,2025-05-14T17:04:19.340Z,2025-05-14T17:04:20Z,83uml6n0wlgtirmi30sa2ihd6,S. Tounekti,,,5726853141,213,5.25,5726853137,212,9.6,5726853125,56,Back,5726853133,141,80.0,5726853129,140,47.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814693867,47,61,1,3,6,2nnlsjfbcea40t4jeclcbw9lk,0,47.8,80.0,2025-05-14T17:04:20.348Z,2025-05-14T17:04:20Z,5ib5990rsa8y9pf2bu4risjqh,A. Boudah,,,5726853153,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814693893,21,1,1,3,7,4jg5vd59i24chckyua90dr1lg,1,36.8,34.0,2025-05-14T17:04:21.604Z,2025-05-14T17:04:23Z,6lykrd3hzedl7xljr167gow5x,S. Sandberg,,,5726853283,141,15.9,5726853287,213,5.85,5726853279,56,Right,5726853285,212,29.6,5726853281,140,62.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814693903,22,1,1,3,9,4jg5vd59i24chckyua90dr1lg,1,63.3,18.6,2025-05-14T17:04:23.467Z,2025-05-14T17:04:26Z,21ht7s882is4sisnr8dpf61yi,J. Persson,,,5726853333,140,71.4,5726853339,213,1.14,5726853335,141,45.5,5726853337,212,20.2,5726853331,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814693919,24,1,1,3,11,4jg5vd59i24chckyua90dr1lg,1,72.1,46.3,2025-05-14T17:04:25.972Z,2025-05-14T17:04:27Z,2cvq4wyrr0xtelibpirkxqpsk,N. Milleskog,,,5726853393,140,72.0,5726853399,213,1.58,5726853395,141,60.0,5726853397,212,9.3,5726853391,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814693909,48,43,1,3,12,2nnlsjfbcea40t4jeclcbw9lk,1,0.0,0.0,2025-05-14T17:04:26.828Z,2025-05-14T17:19:03Z,cp6wq9yycl773piudi3we5b84,W. Uhrström,,,5726853439,399,9mvwnz2zlvx54nggvvw3l9ega,5726886821,144,83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814693923,25,1,1,3,13,4jg5vd59i24chckyua90dr1lg,1,71.7,60.0,2025-05-14T17:04:27.828Z,2025-05-14T17:04:47Z,9mvwnz2zlvx54nggvvw3l9ega,R. Ure,1.0,,5726853423,213,4.75,5726853419,141,43.4,5726853421,212,11.3,5726853417,140,72.1,5726853415,56,Center,5726854123,210,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814693965,26,3,1,3,15,4jg5vd59i24chckyua90dr1lg,1,73.1,41.6,2025-05-14T17:04:29.516Z,2025-05-14T17:56:37Z,21ht7s882is4sisnr8dpf61yi,J. Persson,,,5726853663,56,Center,5726853665,286,,5726853681,233,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814693937,49,45,1,3,15,2nnlsjfbcea40t4jeclcbw9lk,0,26.9,58.4,2025-05-14T17:04:29.516Z,2025-05-14T17:56:37Z,b1sztx2xd79amygbbvdia24et,S. Strand,,,5726853539,56,Back,5726853685,233,26,5726853541,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814693967,27,15,1,3,18,4jg5vd59i24chckyua90dr1lg,1,86.4,44.0,2025-05-14T17:04:32.940Z,2025-05-14T17:19:25Z,21ht7s882is4sisnr8dpf61yi,J. Persson,,,5726853809,20,,5726854151,215,,5726854181,233,50,5726854157,147,47.1,5726854159,230,98.8,5726854143,55,25,5726853815,82,,5726853667,22,,5726853669,17,5726854149,103,19,5726854161,231,49.5,5726854147,102,53.0,5726853671,56,Center,5726854155,146,91.1,5726887671,76,5726854141,29,,,,,,
2814693975,50,10,1,3,18,2nnlsjfbcea40t4jeclcbw9lk,1,4.5,52.5,2025-05-14T17:04:33.040Z,2025-05-14T17:04:58Z,5s647zr10m1nxt4xxpxkpgmw9,P. Vagić,,,5726853695,56,Back,5726854185,233,27,5726853693,94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814693971,28,6,1,3,21,4jg5vd59i24chckyua90dr1lg,1,88.6,51.4,2025-05-14T17:04:35.260Z,2025-05-14T17:55:00Z,21ht7s882is4sisnr8dpf61yi,J. Persson,,,5726853699,56,Center,5726853701,75,,5726853739,233,51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814693977,51,6,1,3,21,2nnlsjfbcea40t4jeclcbw9lk,0,11.4,48.6,2025-05-14T17:04:35.260Z,2025-05-14T17:55:01Z,5s647zr10m1nxt4xxpxkpgmw9,P. Vagić,,,5726853765,233,28,5726853713,73,,5726853709,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814694215,29,1,1,3,54,4jg5vd59i24chckyua90dr1lg,0,99.5,0.5,2025-05-14T17:05:08.819Z,2025-05-14T17:05:13Z,cdlngd5oc988etq8dp8bh4s7p,D. Widgren,,,5726855135,140,94.2,5726855127,6,,5726855137,141,50.4,5726855125,2,,5726855129,155,,5726855139,212,34.4,5726855143,1,,5726855133,56,Center,5726855131,223,5726855141,213,1.73,,,,,,,,,,,,,,,,,,,,,,
2814694221,52,44,1,3,55,2nnlsjfbcea40t4jeclcbw9lk,1,5.4,49.6,2025-05-14T17:05:09.940Z,2025-05-14T17:09:52Z,9s3boszvqn3fzsx0r1xswqyqy,V. Eriksson,,,5726855237,233,30,5726855171,285,,5726855167,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814694223,30,44,1,3,55,4jg5vd59i24chckyua90dr1lg,0,94.6,50.4,2025-05-14T17:05:09.941Z,2025-05-14T17:09:53Z,6lykrd3hzedl7xljr167gow5x,S. Sandberg,,,5726855241,233,52,5726855183,286,,5726855181,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814694225,53,12,1,3,56,2nnlsjfbcea40t4jeclcbw9lk,1,6.5,48.1,2025-05-14T17:05:10.292Z,2025-05-14T17:20:20Z,9s3boszvqn3fzsx0r1xswqyqy,V. Eriksson,,,5726855191,140,7.1,5726855211,15,,5726855195,212,1.1,5726855189,56,Back,5726855197,213,0.99,5726855193,141,49.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814700429,124,61,1,3,57,4jg5vd59i24chckyua90dr1lg,1,92.9,48.9,2025-05-14T17:05:11.236Z,2025-05-14T17:21:12Z,6lykrd3hzedl7xljr167gow5x,S. Sandberg,,,5726892293,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814694499,54,12,1,3,57,2nnlsjfbcea40t4jeclcbw9lk,1,10.0,62.7,2025-05-14T17:05:11.781Z,2025-05-14T17:09:59Z,5ib5990rsa8y9pf2bu4risjqh,A. Boudah,,,5726856821,212,13.7,5726856815,56,Back,5726856817,140,19.7,5726856823,213,5.55,5726856819,141,49.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814694739,32,1,1,3,58,4jg5vd59i24chckyua90dr1lg,1,78.6,64.0,2025-05-14T17:05:12.836Z,2025-05-14T17:10:01Z,4ly7t29cozmc49wu7avkvv3yt,T. Carlsson,,1.0,5726863007,210,16,5726858219,140,80.6,5726858221,141,41.9,5726863009,25,,5726858217,56,Center,5726858223,212,15.2,5726858225,213,4.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814694485,31,16,1,4,2,4jg5vd59i24chckyua90dr1lg,1,81.8,44.2,2025-05-14T17:05:16.699Z,2025-05-14T17:56:39Z,2cvq4wyrr0xtelibpirkxqpsk,N. Milleskog,,,5726856915,375,04:01.398,5726893749,133,,5726857225,230,98.9,5726856907,72,,5726856741,56,Center,5726857217,102,47.8,5726857219,103,5.1,5726863013,55,32,5726857221,328,5726856911,374,2025-05-14 18:05:15.528,5726864741,273,,5726857227,231,49.6,5726863011,29,,5726856905,25,,5726857215,80,5726864737,18,5726864739,138,,,,
2814694571,55,1,1,4,56,2nnlsjfbcea40t4jeclcbw9lk,1,50.2,50.1,2025-05-14T17:06:10.141Z,2025-05-14T17:06:12Z,2v1tnyzorjyx7pyf3auj73ytw,Montader Madjed,,,5726857263,56,Back,5726857269,212,11.4,5726857273,279,G,5726857265,140,39.9,5726857267,141,55.2,5726857271,213,2.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814694595,56,1,1,4,58,2nnlsjfbcea40t4jeclcbw9lk,1,39.9,55.2,2025-05-14T17:06:12.749Z,2025-05-14T17:06:15Z,cp6wq9yycl773piudi3we5b84,W. Uhrström,,,5726857397,56,Back,5726857403,212,11.0,5726857401,141,70.6,5726857405,213,1.25,5726857399,140,43.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814694613,57,1,1,5,1,2nnlsjfbcea40t4jeclcbw9lk,1,53.3,79.9,2025-05-14T17:06:15.501Z,2025-05-14T17:06:18Z,b1sztx2xd79amygbbvdia24et,S. Strand,,,5726857545,140,60.2,5726857547,141,96.2,5726857549,212,13.2,5726857551,213,0.99,5726857543,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814694629,58,1,1,5,3,2nnlsjfbcea40t4jeclcbw9lk,1,57.1,93.0,2025-05-14T17:06:17.918Z,2025-05-14T17:06:20Z,83uml6n0wlgtirmi30sa2ihd6,S. Tounekti,,,5726857633,141,88.0,5726857629,56,Back,5726857635,212,14.5,5726857631,140,43.7,5726857637,213,3.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814694651,59,1,1,5,6,2nnlsjfbcea40t4jeclcbw9lk,1,43.7,88.0,2025-05-14T17:06:20.685Z,2025-05-14T17:06:23Z,b1sztx2xd79amygbbvdia24et,S. Strand,,,5726857763,212,25.3,5726857759,140,32.0,5726857761,141,55.4,5726857765,213,4.21,5726857757,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814694683,60,1,1,5,9,2nnlsjfbcea40t4jeclcbw9lk,1,30.5,49.7,2025-05-14T17:06:23.246Z,2025-05-14T17:06:26Z,9s3boszvqn3fzsx0r1xswqyqy,V. Eriksson,,,5726857921,141,22.7,5726857925,213,5.16,5726857917,56,Back,5726857923,212,20.4,5726857919,140,39.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814694707,61,1,1,5,12,2nnlsjfbcea40t4jeclcbw9lk,1,40.7,16.7,2025-05-14T17:06:26.574Z,2025-05-14T17:06:30Z,1ojl4m8rsuzsjufucdotav4es,H. Skoglund,,,5726858073,213,5.75,5726858065,56,Right,5726858067,140,53.5,5726858069,141,5.0,5726858071,212,15.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814694733,62,1,1,5,16,2nnlsjfbcea40t4jeclcbw9lk,1,52.1,14.3,2025-05-14T17:06:30.717Z,2025-05-14T17:06:34Z,2v1tnyzorjyx7pyf3auj73ytw,Montader Madjed,,,5726858177,56,Center,5726858183,212,11.0,5726858185,213,0.82,5726858181,141,26.1,5726858179,140,59.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814694773,63,1,1,5,19,2nnlsjfbcea40t4jeclcbw9lk,1,60.4,26.2,2025-05-14T17:06:34.029Z,2025-05-14T17:06:42Z,cyfvxg9z9aqfsoydhz7sr3qxg,M. Karlsson,,,5726858465,1,,5726858457,140,64.8,5726858455,56,Left,5726858453,196,,5726858459,141,89.0,5726858463,213,1.46,5726858461,212,43.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814694813,64,1,1,5,28,2nnlsjfbcea40t4jeclcbw9lk,1,70.7,89.4,2025-05-14T17:06:42.605Z,2025-05-14T17:06:47Z,cp6wq9yycl773piudi3we5b84,W. Uhrström,,,5726858641,140,64.6,5726858645,212,8.8,5726858647,213,3.89,5726858643,141,80.6,5726858639,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814694831,65,1,1,5,33,2nnlsjfbcea40t4jeclcbw9lk,1,70.8,66.6,2025-05-14T17:06:47.790Z,2025-05-14T17:06:49Z,b1sztx2xd79amygbbvdia24et,S. Strand,,,5726858733,56,Center,5726858739,212,6.6,5726858735,140,66.4,5726858741,213,3.94,5726858737,141,59.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814694839,66,1,1,5,35,2nnlsjfbcea40t4jeclcbw9lk,1,66.4,59.6,2025-05-14T17:06:49.678Z,2025-05-14T17:06:52Z,cyfvxg9z9aqfsoydhz7sr3qxg,M. Karlsson,,,5726858799,212,21.9,5726858793,56,Center,5726858795,140,67.2,5726858797,141,27.4,5726858801,213,4.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814694867,67,1,1,5,37,2nnlsjfbcea40t4jeclcbw9lk,1,67.2,27.4,2025-05-14T17:06:51.886Z,2025-05-14T17:06:56Z,1ojl4m8rsuzsjufucdotav4es,H. Skoglund,,,5726858977,141,2.5,5726858975,140,74.4,5726858981,213,5.13,5726858979,212,18.5,5726858973,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814694885,68,1,1,5,42,2nnlsjfbcea40t4jeclcbw9lk,1,80.2,8.5,2025-05-14T17:06:56.253Z,2025-05-14T17:06:58Z,2v1tnyzorjyx7pyf3auj73ytw,Montader Madjed,,,5726859057,212,11.7,5726859055,141,11.3,5726859051,56,Right,5726859053,140,69.2,5726859059,213,2.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814694903,69,1,1,5,44,2nnlsjfbcea40t4jeclcbw9lk,1,69.2,11.3,2025-05-14T17:06:58.334Z,2025-05-14T17:07:01Z,1ojl4m8rsuzsjufucdotav4es,H. Skoglund,,,5726859171,212,5.9,5726859167,140,70.1,5726859165,56,Right,5726859173,213,1.41,5726859169,141,19.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814694913,70,1,1,5,46,2nnlsjfbcea40t4jeclcbw9lk,1,70.5,21.3,2025-05-14T17:07:00.974Z,2025-05-14T17:26:10Z,cyfvxg9z9aqfsoydhz7sr3qxg,M. Karlsson,1.0,,5726859231,213,0.49,5726905181,154,,5726905179,210,15,5726859229,212,19.3,5726859223,56,Center,5726859227,141,34.8,5726859225,140,86.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814694915,71,15,1,5,48,2nnlsjfbcea40t4jeclcbw9lk,1,86.2,38.8,2025-05-14T17:07:03.053Z,2025-05-14T17:49:44Z,chzhwdk4l54t2kf606bkuiaqd,N. Besara,,,5726860525,146,87.7,5726905193,29,,5726860527,147,39.9,5726859239,22,,5726860529,230,97.8,5726859243,56,Center,5726859241,17,,5726967531,72,,5726860531,231,5726860517,102,48.7,5726860515,78,,5726860519,103,19,5726899459,233,140,5726905197,55,70,5726905195,154,5726860379,82,,,47.5,,,
2814694927,33,43,1,5,49,4jg5vd59i24chckyua90dr1lg,1,0.0,0.0,2025-05-14T17:07:03.153Z,2025-05-14T17:12:19Z,6lykrd3hzedl7xljr167gow5x,S. Sandberg,,,5726859301,94,0,5726870615,144,10,5726860539,233,71,5726859303,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814701691,140,10,1,5,49,4jg5vd59i24chckyua90dr1lg,1,0.5,51.4,2025-05-14T17:07:03.153Z,2025-05-14T17:23:53Z,6lykrd3hzedl7xljr167gow5x,S. Sandberg,,,5726899427,94,,5726899475,233,71,5726899429,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814694923,72,61,1,5,50,2nnlsjfbcea40t4jeclcbw9lk,1,86.2,38.8,2025-05-14T17:07:04.542Z,2025-05-14T17:07:04Z,chzhwdk4l54t2kf606bkuiaqd,N. Besara,,,5726859283,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814701695,141,12,1,5,50,4jg5vd59i24chckyua90dr1lg,1,11.2,63.0,2025-05-14T17:07:04.875Z,2025-05-14T17:24:22Z,546vmchsyl1wt10pr13r5oup6,M. Heier,,,5726900609,140,14.8,5726900611,141,61.1,5726900615,213,5.95,5726900613,212,4.0,5726900605,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814702545,284,61,1,5,51,2nnlsjfbcea40t4jeclcbw9lk,1,87.2,36.8,2025-05-14T17:07:05.685Z,2025-05-14T17:25:35Z,chzhwdk4l54t2kf606bkuiaqd,N. Besara,,,5726903711,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814702179,147,61,1,5,52,4jg5vd59i24chckyua90dr1lg,1,13.2,61.1,2025-05-14T17:07:06.326Z,2025-05-14T17:24:51Z,6lykrd3hzedl7xljr167gow5x,S. Sandberg,,,5726901909,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814694945,73,61,1,5,53,2nnlsjfbcea40t4jeclcbw9lk,1,89.8,58.5,2025-05-14T17:07:07.390Z,2025-05-14T17:25:15Z,5ib5990rsa8y9pf2bu4risjqh,A. Boudah,,,5726859385,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814694961,74,1,1,5,54,2nnlsjfbcea40t4jeclcbw9lk,1,86.1,62.6,2025-05-14T17:07:08.446Z,2025-05-14T17:07:10Z,cp6wq9yycl773piudi3we5b84,W. Uhrström,,,5726859473,140,88.6,5726859479,213,1.14,5726859477,212,6.3,5726859475,141,71.1,5726859471,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814694969,75,1,1,5,56,2nnlsjfbcea40t4jeclcbw9lk,1,93.1,71.4,2025-05-14T17:07:10.366Z,2025-05-14T17:50:14Z,83uml6n0wlgtirmi30sa2ihd6,S. Tounekti,1.0,,5726860263,210,15,5726859541,212,13.2,5726859535,56,Center,5726859537,140,84.7,5726859543,213,3.98,5726968267,195,,5726859539,141,56.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814694973,76,15,1,5,58,2nnlsjfbcea40t4jeclcbw9lk,1,84.7,56.9,2025-05-14T17:07:12.702Z,2025-05-14T17:50:23Z,cp6wq9yycl773piudi3we5b84,W. Uhrström,,,5726904905,233,148,5726860291,215,,5726860281,29,,5726860283,55,75,5726860167,82,,5726860293,146,91.9,5726968469,328,,5726859569,56,Center,5726859565,22,5726860279,78,,5726859567,17,,5726860163,20,,5726860295,147,54.0,5726860289,103,19,5726860297,230,5726860287,102,5726860299,231,,98.4,50.7,51.1
2814694983,34,43,1,5,58,4jg5vd59i24chckyua90dr1lg,1,0.0,0.0,2025-05-14T17:07:12.802Z,2025-05-14T17:12:17Z,451liwl34giar3r8y7b295w16,M. Lindberg,,,5726870575,144,10,5726859617,94,0,5726859619,56,Back,5726860323,233,76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814702187,148,10,1,5,58,4jg5vd59i24chckyua90dr1lg,1,8.1,46.0,2025-05-14T17:07:12.802Z,2025-05-14T17:26:06Z,451liwl34giar3r8y7b295w16,M. Lindberg,,,5726904943,233,76,5726904859,94,,5726904861,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814695023,77,1,1,6,2,2nnlsjfbcea40t4jeclcbw9lk,1,87.0,21.5,2025-05-14T17:07:17.022Z,2025-05-14T17:07:21Z,2v1tnyzorjyx7pyf3auj73ytw,Montader Madjed,,,5726859859,56,Center,5726859863,141,30.3,5726859865,212,6.3,5726859861,140,88.9,5726859867,213,1.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814695027,78,61,1,6,6,2nnlsjfbcea40t4jeclcbw9lk,1,88.9,30.3,2025-05-14T17:07:20.954Z,2025-05-14T17:07:42Z,chzhwdk4l54t2kf606bkuiaqd,N. Besara,1.0,,5726859885,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814695033,79,15,1,6,8,2nnlsjfbcea40t4jeclcbw9lk,1,86.0,33.1,2025-05-14T17:07:22.157Z,2025-05-14T17:50:46Z,cyfvxg9z9aqfsoydhz7sr3qxg,M. Karlsson,,,5726860105,103,19,5726860107,328,,5726860111,147,35.9,5726859993,20,,5726860109,146,88.6,5726860113,230,99.1,5726859997,82,,5726860099,55,78,5726860095,80,5726860097,29,,5726860103,102,48.1,5726860119,233,35,5726859917,63,,5726859915,22,,5726860115,231,5726859919,56,,,,48.4,Center,
2814695045,35,10,1,6,8,4jg5vd59i24chckyua90dr1lg,1,11.4,64.1,2025-05-14T17:07:22.257Z,2025-05-14T17:26:40Z,451liwl34giar3r8y7b295w16,M. Lindberg,,,5726859953,94,,5726860123,233,79,5726859955,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814695051,36,6,1,6,9,4jg5vd59i24chckyua90dr1lg,0,12.8,59.2,2025-05-14T17:07:23.213Z,2025-05-14T17:55:01Z,451liwl34giar3r8y7b295w16,M. Lindberg,,,5726860001,73,,5726860023,233,80,5726859999,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814695041,80,6,1,6,9,2nnlsjfbcea40t4jeclcbw9lk,1,87.2,40.8,2025-05-14T17:07:23.213Z,2025-05-14T17:55:01Z,cyfvxg9z9aqfsoydhz7sr3qxg,M. Karlsson,,,5726859951,75,,5726859949,56,Center,5726860019,233,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814695237,81,1,1,6,47,2nnlsjfbcea40t4jeclcbw9lk,0,99.8,99.8,2025-05-14T17:08:01.926Z,2025-05-14T17:28:19Z,chzhwdk4l54t2kf606bkuiaqd,N. Besara,,,5726861273,2,,5726861281,56,Center,5726861291,1,,5726861283,140,98.1,5726861359,233,37,5726861279,223,,5726861275,6,,5726861277,155,,5726861287,212,5726861285,141,46.6,5726861289,213,4.66,,,,,,,,,,,,,,,,36.2,,,
2814703381,176,44,1,6,48,4jg5vd59i24chckyua90dr1lg,1,3.3,52.2,2025-05-14T17:08:02.669Z,2025-05-14T17:56:41Z,dsw7clrtv93nkdnppqhfm1n9,I. Diawara,,,5726908965,285,,5726908963,56,Back,5726909731,233,303,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814703401,303,44,1,6,48,2nnlsjfbcea40t4jeclcbw9lk,0,96.7,47.8,2025-05-14T17:08:02.670Z,2025-05-14T17:56:41Z,9s3boszvqn3fzsx0r1xswqyqy,V. Eriksson,,,5726909743,233,176,5726909715,56,Center,5726909717,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814695243,37,41,1,6,49,4jg5vd59i24chckyua90dr1lg,1,3.0,48.4,2025-05-14T17:08:03.555Z,2025-05-14T17:27:35Z,dsw7clrtv93nkdnppqhfm1n9,I. Diawara,,,5726861363,233,81,5726861349,212,27.2,5726861351,213,1.36,5726861345,140,8.3,5726861347,141,87.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814695319,39,1,1,6,52,4jg5vd59i24chckyua90dr1lg,1,12.5,96.5,2025-05-14T17:08:06.883Z,2025-05-14T17:54:02Z,9mvwnz2zlvx54nggvvw3l9ega,R. Ure,1.0,,5726861835,140,65.3,5726861837,141,83.6,5726861839,212,56.1,5726861843,1,,5726861833,56,Left,5726861831,155,,5726861841,213,6.13,5726973329,210,13,,,,,,,,,,,,,,,,,,,,,,,,,,,
