id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/8/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/11/value,qualifier/13/value,qualifier/14/value,qualifier/10/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value
2794313913,21,12,1,3,33,33hzf6j2rd9r50g2n4agsytkd,1,33.8,86.0,2025-03-31T17:15:11.719Z,2025-03-31T17:15:19Z,7wesnkwthjcluc9b83s8ab1g4,O. Ågren,,,5614416941,56,Left,5614416947,212,28.2,5614416943,140,58.7,5614416949,213,0.39,5614416945,141,100.0,5614416979,167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794313917,22,5,1,3,36,33hzf6j2rd9r50g2n4agsytkd,0,60.6,101.8,2025-03-31T17:15:14.425Z,2025-03-31T17:22:44Z,7wesnkwthjcluc9b83s8ab1g4,O. Ågren,,,5614416963,56,Left,5614417065,233,40,5614416965,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794313929,40,5,1,3,36,5mbo4f0vps12dr0fcvjn3wyp5,1,39.4,-1.8,2025-03-31T17:15:14.425Z,2025-03-31T17:15:25Z,99i96gbkvesmh3wspv8rl1ln9,A. Salétros,,,5614417031,56,Back,5614417033,347,,5614417059,233,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794314001,41,1,1,3,38,5mbo4f0vps12dr0fcvjn3wyp5,1,34.3,0.0,2025-03-31T17:15:16.777Z,2025-03-31T17:15:23Z,eahcgnvlq1tkswvjuovyzxxw5,F. Benković,,,5614417399,140,29.4,5614417401,141,15.2,5614417395,107,,5614417403,212,12.8,5614417405,213,1.99,5614417397,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794314055,42,1,1,3,44,5mbo4f0vps12dr0fcvjn3wyp5,0,31.1,23.9,2025-03-31T17:15:22.271Z,2025-03-31T17:15:30Z,cwkz9uxtres4bockr3spd4hxx,S. Papagiannopoulos,,,5614417757,140,87.9,5614417763,213,6.06,5614417753,155,,5614417761,212,61.2,5614417755,56,Right,5614417759,141,3.8,5614417765,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794314057,23,59,1,3,50,33hzf6j2rd9r50g2n4agsytkd,1,17.1,88.7,2025-03-31T17:15:28.936Z,2025-03-31T17:15:30Z,kod0xzh15xxa52700ufz7kyd,M. Krasniqi,,,5614417769,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794314061,24,12,1,3,51,33hzf6j2rd9r50g2n4agsytkd,1,17.1,88.7,2025-03-31T17:15:29.551Z,2025-03-31T17:24:32Z,kod0xzh15xxa52700ufz7kyd,M. Krasniqi,,,5614417789,56,Back,5614417795,212,22.9,5614417821,167,,5614417791,140,37.1,5614417797,213,0.41,5614417793,141,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794314065,25,5,1,3,53,33hzf6j2rd9r50g2n4agsytkd,0,34.7,102.0,2025-03-31T17:15:31.105Z,2025-03-31T17:24:34Z,kod0xzh15xxa52700ufz7kyd,M. Krasniqi,,,5614438405,233,43,5614417815,56,Back,5614417817,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794314071,43,5,1,3,53,5mbo4f0vps12dr0fcvjn3wyp5,1,65.3,-2.0,2025-03-31T17:15:31.105Z,2025-03-31T17:24:35Z,cwkz9uxtres4bockr3spd4hxx,S. Papagiannopoulos,,,5614417847,56,Right,5614438417,233,25,5614417849,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794314243,44,1,1,4,15,5mbo4f0vps12dr0fcvjn3wyp5,0,75.0,0.0,2025-03-31T17:15:53.041Z,2025-03-31T17:15:56Z,b11ffe62rpm020r3u6t1lhvx1,M. Thychosen,,,5614418779,213,1.05,5614418777,212,32.1,5614418773,140,90.3,5614418775,141,39.1,5614418781,1,,5614418769,107,,5614418771,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794314245,26,12,1,4,17,33hzf6j2rd9r50g2n4agsytkd,1,11.4,52.5,2025-03-31T17:15:55.641Z,2025-03-31T17:16:09Z,b3jbj4ayr4x1x0ynt9dcu5u6s,F. Beckman,,,5614418795,213,0.30,5614418789,140,27.7,5614418793,212,17.9,5614418801,15,,5614418791,141,60.3,5614418787,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794314293,45,1,1,4,21,5mbo4f0vps12dr0fcvjn3wyp5,1,72.5,23.6,2025-03-31T17:15:58.960Z,2025-03-31T17:16:02Z,99i96gbkvesmh3wspv8rl1ln9,A. Salétros,,,5614419141,213,2.85,5614419135,140,50.6,5614419139,212,24.0,5614419133,56,Center,5614419137,141,33.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794314317,46,1,1,4,24,5mbo4f0vps12dr0fcvjn3wyp5,1,50.6,33.7,2025-03-31T17:16:02.001Z,2025-03-31T17:16:06Z,cwkz9uxtres4bockr3spd4hxx,S. Papagiannopoulos,,,5614419273,140,52.3,5614419271,56,Right,5614419277,212,16.6,5614419275,141,9.5,5614419279,213,4.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794314347,27,83,1,4,27,33hzf6j2rd9r50g2n4agsytkd,0,50.0,50.0,2025-03-31T17:16:05.514Z,2025-03-31T17:25:02Z,7d9e5tvw9ghew36m4mh2nr23u,W. Milovanovic,,,5614420751,399,99i96gbkvesmh3wspv8rl1ln9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794314333,47,1,1,4,28,5mbo4f0vps12dr0fcvjn3wyp5,1,54.7,17.0,2025-03-31T17:16:06.401Z,2025-03-31T17:16:08Z,99i96gbkvesmh3wspv8rl1ln9,A. Salétros,,,5614419373,140,73.5,5614419371,56,Center,5614419377,141,23.4,5614419381,213,0.22,5614419379,212,20.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794314357,48,1,1,4,30,5mbo4f0vps12dr0fcvjn3wyp5,1,73.5,23.4,2025-03-31T17:16:08.448Z,2025-03-31T17:25:12Z,azvjk1schroxi2dq22hwnqr1m,A. Kakoullis,,,5614439885,156,,5614419497,140,68.9,5614419501,212,14.9,5614419503,213,4.38,5614419495,56,Right,5614419499,141,2.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794314383,49,1,1,4,32,5mbo4f0vps12dr0fcvjn3wyp5,1,68.9,2.6,2025-03-31T17:16:10.831Z,2025-03-31T17:16:13Z,b11ffe62rpm020r3u6t1lhvx1,M. Thychosen,,,5614419633,1,,5614419621,155,,5614419625,140,86.4,5614419623,56,Center,5614419631,213,0.98,5614419627,141,42.8,5614419619,2,,5614419629,212,32.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794314391,50,1,1,4,35,5mbo4f0vps12dr0fcvjn3wyp5,1,86.4,42.8,2025-03-31T17:16:13.681Z,2025-03-31T17:25:28Z,alxccjq2y6il5yjw108a0axnt,J. Hove,,,5614419673,212,11.3,5614419665,168,,5614419671,141,57.8,5614419663,3,,5614419667,56,Center,5614419675,213,1.13,5614419669,140,91.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794314395,51,61,1,4,36,5mbo4f0vps12dr0fcvjn3wyp5,0,91.2,58.5,2025-03-31T17:16:14.056Z,2025-03-31T17:25:43Z,67w8t2dyivgz6muc431ofsb2s,A. Redkin,,,5614419683,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794314407,28,12,1,4,37,33hzf6j2rd9r50g2n4agsytkd,1,10.4,39.5,2025-03-31T17:16:15.496Z,2025-03-31T17:25:58Z,4nx0njulsjs2hegiee011dxpl,R. Frej,,,5614419793,213,5.90,5614419791,212,16.1,5614419787,140,24.6,5614419785,56,Back,5614419789,141,30.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794314455,29,61,1,4,38,33hzf6j2rd9r50g2n4agsytkd,0,24.9,36.0,2025-03-31T17:16:16.194Z,2025-03-31T17:25:56Z,6ivuk1j53ybmv5hhzp55ybzzd,G. Lundgren,,,5614441641,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794314427,52,1,1,4,41,5mbo4f0vps12dr0fcvjn3wyp5,1,72.9,67.5,2025-03-31T17:16:19.520Z,2025-03-31T17:16:20Z,8ez1awevbmegf1z0kgjtp048a,Á. Csongvai,,,5614419937,212,14.5,5614419933,140,59.1,5614419939,213,3.07,5614419931,56,Center,5614419935,141,69.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794314447,53,1,1,4,42,5mbo4f0vps12dr0fcvjn3wyp5,1,59.1,69.1,2025-03-31T17:16:20.529Z,2025-03-31T17:16:22Z,eqfhoh81e8uj2as95ev3yfnx1,T. Isherwood,,,5614420043,213,4.30,5614420041,212,17.8,5614420035,56,Center,5614420039,141,45.2,5614420037,140,52.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794314467,54,1,1,4,44,5mbo4f0vps12dr0fcvjn3wyp5,1,52.0,44.8,2025-03-31T17:16:22.289Z,2025-03-31T17:16:24Z,cwkz9uxtres4bockr3spd4hxx,S. Papagiannopoulos,,,5614420169,141,19.8,5614420165,56,Right,5614420171,212,17.2,5614420167,140,54.5,5614420173,213,4.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794314491,55,1,1,4,47,5mbo4f0vps12dr0fcvjn3wyp5,1,54.5,20.4,2025-03-31T17:16:25.920Z,2025-03-31T17:16:27Z,b11ffe62rpm020r3u6t1lhvx1,M. Thychosen,,,5614420345,213,2.44,5614420337,56,Back,5614420343,212,19.2,5614420341,141,38.5,5614420339,140,40.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794314545,56,1,1,4,49,5mbo4f0vps12dr0fcvjn3wyp5,1,40.1,38.5,2025-03-31T17:16:27.648Z,2025-03-31T17:16:35Z,cwkz9uxtres4bockr3spd4hxx,S. Papagiannopoulos,,,5614420635,213,5.81,5614420629,140,46.2,5614420631,141,33.7,5614420633,212,7.2,5614420627,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794314577,57,1,1,4,57,5mbo4f0vps12dr0fcvjn3wyp5,1,48.7,32.4,2025-03-31T17:16:35.200Z,2025-03-31T17:16:38Z,99i96gbkvesmh3wspv8rl1ln9,A. Salétros,,,5614420797,140,40.4,5614420803,213,2.64,5614420801,212,10.0,5614420795,56,Back,5614420799,141,39.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794314601,58,1,1,5,0,5mbo4f0vps12dr0fcvjn3wyp5,1,43.2,41.2,2025-03-31T17:16:38.641Z,2025-03-31T17:16:42Z,cwkz9uxtres4bockr3spd4hxx,S. Papagiannopoulos,,,5614420917,56,Back,5614420923,212,14.3,5614420919,140,40.2,5614420921,141,20.7,5614420925,213,4.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794314607,59,1,1,5,3,5mbo4f0vps12dr0fcvjn3wyp5,1,40.2,22.2,2025-03-31T17:16:41.889Z,2025-03-31T17:16:43Z,eahcgnvlq1tkswvjuovyzxxw5,F. Benković,,,5614420967,56,Back,5614420973,212,9.0,5614420971,141,29.2,5614420969,140,47.5,5614420975,213,0.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794314625,60,1,1,5,5,5mbo4f0vps12dr0fcvjn3wyp5,1,46.2,25.5,2025-03-31T17:16:43.505Z,2025-03-31T17:16:47Z,99i96gbkvesmh3wspv8rl1ln9,A. Salétros,,,5614421081,212,16.2,5614421075,56,Back,5614421079,141,2.3,5614421083,213,4.93,5614421077,140,49.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794314655,61,1,1,5,9,5mbo4f0vps12dr0fcvjn3wyp5,1,53.9,2.5,2025-03-31T17:16:47.265Z,2025-03-31T17:16:51Z,b11ffe62rpm020r3u6t1lhvx1,M. Thychosen,,,5614421285,212,11.5,5614421281,140,44.4,5614421279,56,Back,5614421287,213,2.62,5614421283,141,10.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794314679,62,1,1,5,13,5mbo4f0vps12dr0fcvjn3wyp5,1,43.1,13.5,2025-03-31T17:16:51.217Z,2025-03-31T17:16:54Z,eahcgnvlq1tkswvjuovyzxxw5,F. Benković,,,5614421385,141,38.6,5614421389,212,17.4,5614421381,56,Back,5614421383,140,40.1,5614421393,213,1.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794314685,63,1,1,5,16,5mbo4f0vps12dr0fcvjn3wyp5,1,43.0,39.5,2025-03-31T17:16:54.337Z,2025-03-31T17:16:55Z,cwkz9uxtres4bockr3spd4hxx,S. Papagiannopoulos,,,5614421463,212,10.1,5614421457,56,Back,5614421461,141,25.3,5614421459,140,45.8,5614421465,213,5.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794314703,64,1,1,5,17,5mbo4f0vps12dr0fcvjn3wyp5,1,45.4,26.7,2025-03-31T17:16:55.825Z,2025-03-31T17:16:57Z,99i96gbkvesmh3wspv8rl1ln9,A. Salétros,,,5614421523,56,Back,5614421531,213,2.43,5614421527,141,42.5,5614421525,140,33.6,5614421529,212,16.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794314713,65,1,1,5,19,5mbo4f0vps12dr0fcvjn3wyp5,1,33.6,42.5,2025-03-31T17:16:57.632Z,2025-03-31T17:16:59Z,cwkz9uxtres4bockr3spd4hxx,S. Papagiannopoulos,,,5614421611,213,4.75,5614421605,140,34.2,5614421609,212,15.4,5614421607,141,19.8,5614421603,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794314733,66,1,1,5,21,5mbo4f0vps12dr0fcvjn3wyp5,1,34.9,22.1,2025-03-31T17:16:59.760Z,2025-03-31T17:17:04Z,eahcgnvlq1tkswvjuovyzxxw5,F. Benković,,,5614421731,140,29.1,5614421735,212,16.6,5614421729,56,Back,5614421737,213,1.95,5614421733,141,44.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794314747,67,1,1,5,26,5mbo4f0vps12dr0fcvjn3wyp5,0,31.1,45.2,2025-03-31T17:17:04.624Z,2025-03-31T17:17:08Z,cwkz9uxtres4bockr3spd4hxx,S. Papagiannopoulos,,,5614421833,155,,5614421837,140,74.1,5614421845,1,,5614421843,213,5.96,5614421835,56,Center,5614421841,212,47.7,5614421839,141,22.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794314753,30,12,1,5,31,33hzf6j2rd9r50g2n4agsytkd,1,20.8,72.9,2025-03-31T17:17:09.609Z,2025-03-31T17:17:16Z,5ijbt4bhic3y1zasavky12311,A. Wängberg,,,5614421875,141,67.3,5614421879,213,6.13,5614421873,140,43.6,5614421877,212,24.2,5614421871,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794314763,31,1,1,5,32,33hzf6j2rd9r50g2n4agsytkd,0,32.0,74.5,2025-03-31T17:17:10.256Z,2025-03-31T17:17:15Z,7d9e5tvw9ghew36m4mh2nr23u,W. Milovanovic,,,5614421935,56,Back,5614421943,213,6.02,5614421931,3,,5614421941,212,15.0,5614421939,141,68.7,5614421937,140,45.8,5614421933,168,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794314797,68,1,1,5,38,5mbo4f0vps12dr0fcvjn3wyp5,1,52.8,26.5,2025-03-31T17:17:16.080Z,2025-03-31T17:17:17Z,eahcgnvlq1tkswvjuovyzxxw5,F. Benković,,,5614422165,56,Back,5614422169,141,55.8,5614422171,212,21.1,5614422167,140,46.3,5614422173,213,1.90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794314813,69,1,1,5,39,5mbo4f0vps12dr0fcvjn3wyp5,1,46.2,55.8,2025-03-31T17:17:17.713Z,2025-03-31T17:17:20Z,eqfhoh81e8uj2as95ev3yfnx1,T. Isherwood,,,5614422253,140,39.1,5614422257,212,17.9,5614422259,213,4.28,5614422251,56,Back,5614422255,141,31.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794314819,70,1,1,5,42,5mbo4f0vps12dr0fcvjn3wyp5,1,39.2,31.8,2025-03-31T17:17:20.352Z,2025-03-31T17:17:22Z,cwkz9uxtres4bockr3spd4hxx,S. Papagiannopoulos,,,5614422285,56,Back,5614422289,141,29.7,5614422293,213,6.10,5614422287,140,46.7,5614422291,212,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794314853,71,1,1,5,43,5mbo4f0vps12dr0fcvjn3wyp5,1,46.5,28.9,2025-03-31T17:17:21.937Z,2025-03-31T17:17:27Z,99i96gbkvesmh3wspv8rl1ln9,A. Salétros,,,5614422471,212,19.5,5614422473,213,3.77,5614422467,140,31.5,5614422465,56,Back,5614422469,141,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794314893,72,1,1,5,49,5mbo4f0vps12dr0fcvjn3wyp5,1,31.8,24.1,2025-03-31T17:17:27.025Z,2025-03-31T17:17:32Z,eahcgnvlq1tkswvjuovyzxxw5,F. Benković,,,5614422719,56,Back,5614422727,213,2.28,5614422723,141,40.1,5614422725,212,14.3,5614422721,140,22.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794314917,73,1,1,5,54,5mbo4f0vps12dr0fcvjn3wyp5,1,19.8,33.7,2025-03-31T17:17:32.833Z,2025-03-31T17:17:36Z,cwkz9uxtres4bockr3spd4hxx,S. Papagiannopoulos,,,5614422849,140,17.6,5614422855,213,4.60,5614422853,212,21.3,5614422847,56,Back,5614422851,141,2.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794314953,74,1,1,5,58,5mbo4f0vps12dr0fcvjn3wyp5,1,17.6,2.5,2025-03-31T17:17:36.576Z,2025-03-31T17:17:40Z,eahcgnvlq1tkswvjuovyzxxw5,F. Benković,,,5614423041,141,2.3,5614423031,56,Back,5614423035,140,30.6,5614423047,213,6.27,5614423043,212,13.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794314987,75,1,1,6,2,5mbo4f0vps12dr0fcvjn3wyp5,0,32.4,0.8,2025-03-31T17:17:40.178Z,2025-03-31T17:17:43Z,b11ffe62rpm020r3u6t1lhvx1,M. Thychosen,,,5614423203,213,0.28,5614423197,140,68.0,5614423201,212,38.9,5614423193,155,,5614423195,56,Right,5614423199,141,16.7,5614423205,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794314991,32,12,1,6,5,33hzf6j2rd9r50g2n4agsytkd,1,19.6,78.8,2025-03-31T17:17:43.272Z,2025-03-31T17:17:49Z,7wesnkwthjcluc9b83s8ab1g4,O. Ågren,,,5614423223,141,80.9,5614423227,213,0.09,5614423219,56,Back,5614423229,15,,5614423221,140,33.9,5614423225,212,15.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794315027,76,1,1,6,8,5mbo4f0vps12dr0fcvjn3wyp5,0,63.8,14.1,2025-03-31T17:17:46.160Z,2025-03-31T17:28:17Z,alxccjq2y6il5yjw108a0axnt,J. Hove,,,5614423403,213,0.70,5614423395,56,Center,5614447319,155,,5614423399,141,26.6,5614423401,212,13.3,5614423397,140,73.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794315037,33,8,1,6,9,33hzf6j2rd9r50g2n4agsytkd,1,27.9,71.4,2025-03-31T17:17:46.989Z,2025-03-31T17:18:08Z,7wesnkwthjcluc9b83s8ab1g4,O. Ågren,,,5614424323,15,,5614423979,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794315051,34,1,1,6,12,33hzf6j2rd9r50g2n4agsytkd,1,27.1,51.5,2025-03-31T17:17:49.992Z,2025-03-31T17:18:15Z,4nx0njulsjs2hegiee011dxpl,R. Frej,,,5614423531,141,53.4,5614423533,212,19.3,5614423527,56,Back,5614423535,213,3.07,5614423529,140,8.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794315073,36,1,1,6,14,33hzf6j2rd9r50g2n4agsytkd,0,7.4,54.4,2025-03-31T17:17:52.567Z,2025-03-31T17:28:35Z,kod0xzh15xxa52700ufz7kyd,M. Krasniqi,,,5614423665,213,0.65,5614423659,140,47.5,5614423655,157,,5614423667,1,,5614423661,141,100.0,5614423663,212,52.9,5614423657,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794315079,37,5,1,6,15,33hzf6j2rd9r50g2n4agsytkd,0,45.2,101.6,2025-03-31T17:17:53.648Z,2025-03-31T17:22:45Z,kod0xzh15xxa52700ufz7kyd,M. Krasniqi,,,5614423719,233,77,5614423683,347,,5614423681,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794315083,77,5,1,6,15,5mbo4f0vps12dr0fcvjn3wyp5,1,54.8,-1.6,2025-03-31T17:17:53.648Z,2025-03-31T17:17:56Z,6oaqk4pdojnlefa3zubsysmvp,J. Uronen,,,5614423703,233,37,5614423691,56,Right,5614423695,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794315139,78,1,1,6,23,5mbo4f0vps12dr0fcvjn3wyp5,1,58.2,0.0,2025-03-31T17:18:01.032Z,2025-03-31T17:18:26Z,b11ffe62rpm020r3u6t1lhvx1,M. Thychosen,,,5614424041,140,42.5,5614424039,56,Back,5614424037,107,,5614424045,212,16.8,5614424043,141,3.2,5614424047,213,2.95,5614424065,189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794315181,79,1,1,6,25,5mbo4f0vps12dr0fcvjn3wyp5,1,43.5,5.5,2025-03-31T17:18:03.161Z,2025-03-31T17:18:25Z,eahcgnvlq1tkswvjuovyzxxw5,F. Benković,,,5614424267,213,2.10,5614424257,140,35.3,5614424265,212,17.1,5614424255,56,Back,5614424261,141,27.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794315219,80,1,1,6,30,5mbo4f0vps12dr0fcvjn3wyp5,1,35.3,30.0,2025-03-31T17:18:07.984Z,2025-03-31T17:18:14Z,cwkz9uxtres4bockr3spd4hxx,S. Papagiannopoulos,,,5614424537,141,73.9,5614424533,56,Back,5614424539,212,30.1,5614424541,213,1.70,5614424535,140,31.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794315247,81,1,1,6,36,5mbo4f0vps12dr0fcvjn3wyp5,0,58.1,94.1,2025-03-31T17:18:14.208Z,2025-03-31T17:18:18Z,eqfhoh81e8uj2as95ev3yfnx1,T. Isherwood,,,5614424673,213,6.12,5614424665,56,Left,5614424671,212,43.4,5614424663,155,,5614424667,140,98.9,5614424675,1,,5614424669,141,83.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794315307,39,1,1,6,50,33hzf6j2rd9r50g2n4agsytkd,1,12.2,39.5,2025-03-31T17:18:28.442Z,2025-03-31T17:29:21Z,kod0xzh15xxa52700ufz7kyd,M. Krasniqi,,,5614425005,141,8.5,5614425001,56,Back,5614425009,213,5.16,5614425003,140,21.9,5614425007,212,23.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794315323,40,1,1,6,53,33hzf6j2rd9r50g2n4agsytkd,0,26.1,7.4,2025-03-31T17:18:31.114Z,2025-03-31T17:29:29Z,5ijbt4bhic3y1zasavky12311,A. Wängberg,,,5614425077,155,,5614425089,1,,5614425083,141,28.9,5614425087,213,0.28,5614425079,56,Center,5614425085,212,52.5,5614425081,140,74.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794315345,83,59,1,6,55,5mbo4f0vps12dr0fcvjn3wyp5,1,21.2,75.4,2025-03-31T17:18:33.473Z,2025-03-31T17:18:43Z,a0vo94v0vvnojrnvvscd7zp3p,K. Nordfeldt,,,5614425215,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794315369,85,12,1,6,59,5mbo4f0vps12dr0fcvjn3wyp5,1,26.5,78.1,2025-03-31T17:18:37.344Z,2025-03-31T17:29:36Z,a0vo94v0vvnojrnvvscd7zp3p,K. Nordfeldt,,,5614425311,213,0.60,5614425309,212,28.7,5614425305,140,49.0,5614451113,167,,5614425307,141,100.0,5614425303,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794315397,41,5,1,7,1,33hzf6j2rd9r50g2n4agsytkd,1,53.8,-1.8,2025-03-31T17:18:39.798Z,2025-03-31T17:22:45Z,5ijbt4bhic3y1zasavky12311,A. Wängberg,,,5614425451,56,Right,5614425461,233,86,5614425453,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794315371,86,5,1,7,1,5mbo4f0vps12dr0fcvjn3wyp5,0,46.2,101.8,2025-03-31T17:18:39.798Z,2025-03-31T17:22:45Z,a0vo94v0vvnojrnvvscd7zp3p,K. Nordfeldt,,,5614425319,56,Back,5614425465,233,41,5614425321,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794315413,42,1,1,7,5,33hzf6j2rd9r50g2n4agsytkd,1,58.7,0.0,2025-03-31T17:18:43.192Z,2025-03-31T17:18:45Z,5ijbt4bhic3y1zasavky12311,A. Wängberg,,,5614425505,107,,5614425511,141,11.3,5614425509,140,60.8,5614425513,212,9.0,5614425515,213,1.32,5614425507,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
