id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/8/value,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/13/value,qualifier/14/value,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value
2815028949,33,1,1,3,32,1939bnru25svvgv15k2c7tw2y,0,60.0,0.5,2025-05-15T17:04:06.175Z,2025-05-15T17:18:22Z,25ytwmg2c5xcqp5ta12oznm22,A. Sigurpálsson,,,5728786291,212,3.7,5728786289,141,3.1,5728752867,56,Right,5728786287,140,63.1,5728786293,213,0.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815028957,31,43,1,3,32,ac8jow4mdkvnsv5s0och4qqm,1,0.0,0.0,2025-05-15T17:04:06.176Z,2025-05-15T17:18:25Z,c9qk8n9d4130okk9go1brzskq,K. Ackermann,,,5728786365,144,7,5728752921,285,0,5728752919,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815028979,33,1,1,3,35,ac8jow4mdkvnsv5s0och4qqm,1,37.5,92.3,2025-05-15T17:04:08.921Z,2025-05-15T17:04:11Z,c9qk8n9d4130okk9go1brzskq,K. Ackermann,,,5728753055,56,Back,5728753061,212,9.4,5728753059,141,80.3,5728753063,213,4.19,5728753057,140,33.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815029003,34,1,1,3,37,ac8jow4mdkvnsv5s0och4qqm,1,32.3,80.0,2025-05-15T17:04:10.969Z,2025-05-15T17:18:49Z,7qgiqoaaarr6c2bs4yffqwju2,V. Lind,,,5728753205,213,3.84,5728753201,141,73.0,5728753203,212,7.4,5728753197,56,Back,5728753199,140,26.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815029041,35,1,1,3,40,ac8jow4mdkvnsv5s0och4qqm,1,26.9,73.0,2025-05-15T17:04:13.914Z,2025-05-15T17:04:22Z,8unnvgvft6knxupbp9oxh621h,E. Hovland,,,5728753471,141,38.0,5728753467,56,Back,5728753473,212,23.8,5728753475,213,4.77,5728753469,140,28.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815029053,36,1,1,3,48,ac8jow4mdkvnsv5s0och4qqm,1,39.3,28.0,2025-05-15T17:04:21.889Z,2025-05-15T17:04:23Z,253za05jf3mmaqkjndm10d2lm,H. Karlsson,,,5728753523,141,13.1,5728753519,56,Back,5728753525,212,10.5,5728753527,213,4.97,5728753521,140,41.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815029065,37,1,1,3,49,ac8jow4mdkvnsv5s0och4qqm,1,41.8,13.1,2025-05-15T17:04:23.361Z,2025-05-15T17:04:25Z,ci5y030e6r9umgyjbupwske7d,Daleho Irandust,,,5728753589,56,Back,5728753593,141,30.1,5728753591,140,29.3,5728753597,213,2.42,5728753595,212,17.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815029081,38,1,1,3,51,ac8jow4mdkvnsv5s0och4qqm,1,27.0,30.0,2025-05-15T17:04:25.497Z,2025-05-15T17:04:27Z,253za05jf3mmaqkjndm10d2lm,H. Karlsson,,,5728753685,56,Back,5728753691,212,20.5,5728753689,141,59.7,5728753693,213,1.75,5728753687,140,23.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815029089,39,1,1,3,53,ac8jow4mdkvnsv5s0och4qqm,1,23.3,65.1,2025-05-15T17:04:27.513Z,2025-05-15T17:04:30Z,8unnvgvft6knxupbp9oxh621h,E. Hovland,,,5728753753,212,13.9,5728753749,140,27.1,5728753755,213,1.28,5728753751,141,84.7,5728753747,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815029103,40,1,1,3,57,ac8jow4mdkvnsv5s0och4qqm,1,26.8,84.5,2025-05-15T17:04:30.729Z,2025-05-15T17:04:34Z,2lyhi7j3id7emsh54ehdva3ca,O. Zandén,,,5728753841,212,36.7,5728753833,155,,5728753845,1,,5728753837,140,61.0,5728753839,141,73.6,5728753843,213,6.08,5728753835,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815029109,41,61,1,4,0,ac8jow4mdkvnsv5s0och4qqm,0,61.0,73.6,2025-05-15T17:04:34.017Z,2025-05-15T17:04:34Z,9niqy9wbsy6b03fa5iyx22gic,E. Alladoh,,,5728753873,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815029117,34,1,1,4,1,1939bnru25svvgv15k2c7tw2y,1,36.3,33.7,2025-05-15T17:04:35.295Z,2025-05-15T17:04:36Z,21abg7evjtjt6kzisu43jckmi,B. Zeneli,,,5728753931,213,1.74,5728753923,141,44.5,5728753917,140,35.1,5728753927,212,7.5,5728753915,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815029141,36,1,1,4,5,1939bnru25svvgv15k2c7tw2y,0,35.7,18.9,2025-05-15T17:04:38.880Z,2025-05-15T17:04:40Z,60fbyywnjiz6l8n7gmi2mjld5,S. Olsson,,,5728754047,56,Center,5728754051,141,26.8,5728754055,213,0.32,5728754053,212,17.1,5728754049,140,51.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815029145,42,8,1,4,7,ac8jow4mdkvnsv5s0och4qqm,1,45.3,81.1,2025-05-15T17:04:40.881Z,2025-05-15T17:04:41Z,c9qk8n9d4130okk9go1brzskq,K. Ackermann,,,5728754085,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815029153,44,1,1,4,7,ac8jow4mdkvnsv5s0och4qqm,1,46.6,84.8,2025-05-15T17:04:41.418Z,2025-05-15T17:04:43Z,c9qk8n9d4130okk9go1brzskq,K. Ackermann,,,5728754147,56,Back,5728754151,141,96.8,5728754149,140,39.0,5728754153,212,11.4,5728754155,213,2.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815029177,45,1,1,4,9,ac8jow4mdkvnsv5s0och4qqm,1,36.5,94.5,2025-05-15T17:04:43.329Z,2025-05-15T17:04:45Z,2lyhi7j3id7emsh54ehdva3ca,O. Zandén,,,5728754293,56,Back,5728754309,213,4.08,5728754305,212,13.0,5728754301,141,79.1,5728754297,140,29.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815029201,46,1,1,4,11,ac8jow4mdkvnsv5s0och4qqm,1,29.2,69.7,2025-05-15T17:04:45.450Z,2025-05-15T17:04:49Z,8unnvgvft6knxupbp9oxh621h,E. Hovland,,,5728754475,141,36.7,5728754479,213,4.91,5728754477,212,22.9,5728754471,56,Back,5728754473,140,33.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815029223,47,1,1,4,15,ac8jow4mdkvnsv5s0och4qqm,1,39.9,39.1,2025-05-15T17:04:49.673Z,2025-05-15T17:04:53Z,253za05jf3mmaqkjndm10d2lm,H. Karlsson,,,5728754609,213,1.66,5728754605,141,55.8,5728754607,212,11.4,5728754601,56,Back,5728754603,140,38.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815029239,48,1,1,4,19,ac8jow4mdkvnsv5s0och4qqm,1,41.1,28.5,2025-05-15T17:04:53.473Z,2025-05-15T17:04:56Z,aw75jdzi3u012jkwj7t0eln2s,W. Odefalk,,,5728754703,212,17.1,5728754705,213,5.58,5728754701,141,12.3,5728754695,56,Right,5728754699,140,53.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815029263,49,1,1,4,22,ac8jow4mdkvnsv5s0och4qqm,1,44.2,12.3,2025-05-15T17:04:55.889Z,2025-05-15T17:04:58Z,ci5y030e6r9umgyjbupwske7d,Daleho Irandust,,,5728754877,141,26.8,5728754879,212,17.1,5728754881,213,2.53,5728754875,140,30.9,5728754873,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815029299,50,1,1,4,24,ac8jow4mdkvnsv5s0och4qqm,1,31.1,31.2,2025-05-15T17:04:58.625Z,2025-05-15T17:20:23Z,253za05jf3mmaqkjndm10d2lm,H. Karlsson,,,5728755099,1,,5728755097,213,1.17,5728755083,196,,5728755087,140,47.7,5728755093,212,44.7,5728755085,56,Back,5728755089,141,91.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815029335,51,1,1,4,31,ac8jow4mdkvnsv5s0och4qqm,1,54.6,89.9,2025-05-15T17:05:05.177Z,2025-05-15T17:05:08Z,2lyhi7j3id7emsh54ehdva3ca,O. Zandén,,,5728755271,140,61.0,5728755277,213,0.50,5728755269,56,Left,5728755275,212,7.7,5728755273,141,95.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815029345,52,1,1,4,33,ac8jow4mdkvnsv5s0och4qqm,1,61.0,95.3,2025-05-15T17:05:06.769Z,2025-05-15T17:20:55Z,7qgiqoaaarr6c2bs4yffqwju2,V. Lind,,,5728755333,141,78.8,5728755331,140,53.6,5728755337,213,4.11,5728755329,56,Center,5728792585,156,,5728755335,212,13.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815029331,37,45,1,4,34,1939bnru25svvgv15k2c7tw2y,0,34.2,36.4,2025-05-15T17:05:08.049Z,2025-05-15T17:52:02Z,60fbyywnjiz6l8n7gmi2mjld5,S. Olsson,,,5728755253,56,Back,5728755255,285,,5728755381,233,53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815029351,53,3,1,4,34,ac8jow4mdkvnsv5s0och4qqm,1,65.8,63.6,2025-05-15T17:05:08.049Z,2025-05-15T17:52:02Z,c9qk8n9d4130okk9go1brzskq,K. Ackermann,,,5728755371,286,,5728755373,233,37,5728755369,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815029357,54,1,1,4,38,ac8jow4mdkvnsv5s0och4qqm,1,64.9,82.3,2025-05-15T17:05:12.161Z,2025-05-15T17:05:13Z,c9qk8n9d4130okk9go1brzskq,K. Ackermann,,,5728755407,213,0.34,5728755401,140,90.3,5728755405,212,28.3,5728755399,56,Left,5728755403,141,96.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815029387,55,1,1,4,39,ac8jow4mdkvnsv5s0och4qqm,1,92.6,94.2,2025-05-15T17:05:13.257Z,2025-05-15T17:05:16Z,hm7w2b4a6j0q3bprq118r5uy,A. Jakobsen,,,5728755555,212,18.1,5728755551,140,75.4,5728755557,213,3.20,5728755549,56,Left,5728755553,141,92.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815029395,56,1,1,4,42,ac8jow4mdkvnsv5s0och4qqm,0,75.4,92.6,2025-05-15T17:05:16.409Z,2025-05-15T17:05:17Z,7qgiqoaaarr6c2bs4yffqwju2,V. Lind,,,5728755617,141,28.3,5728755623,1,,5728755611,155,,5728755619,212,51.6,5728755615,140,100.0,5728755621,213,5.27,5728755609,2,,5728755613,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815029401,38,5,1,4,44,1939bnru25svvgv15k2c7tw2y,1,-1.3,71.0,2025-05-15T17:05:17.732Z,2025-05-15T17:51:44Z,amgtzrnw9lmo9o506a0mhzip6,R. Wikström,,,5728755657,56,Back,5728755681,233,57,5728755659,346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815029405,57,5,1,4,44,ac8jow4mdkvnsv5s0och4qqm,0,101.3,29.0,2025-05-15T17:05:17.732Z,2025-05-15T17:51:44Z,7qgiqoaaarr6c2bs4yffqwju2,V. Lind,,,5728755677,346,,5728755713,233,38,5728755675,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815029637,39,1,1,5,19,1939bnru25svvgv15k2c7tw2y,0,5.5,58.5,2025-05-15T17:05:52.848Z,2025-05-15T17:05:58Z,2qac7z5bt0grylf296n67j384,S. Eriksson,,,5728756971,124,,5728756983,1,,5728756977,141,73.2,5728756979,212,69.5,5728756975,140,71.0,5728756973,56,Center,5728756987,74,,5728756981,213,0.14,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815029633,58,1,1,5,22,ac8jow4mdkvnsv5s0och4qqm,1,34.2,9.5,2025-05-15T17:05:56.064Z,2025-05-15T17:05:57Z,9niqy9wbsy6b03fa5iyx22gic,E. Alladoh,,,5728756947,3,,5728756953,141,21.3,5728756949,56,Back,5728756957,213,1.58,5728756951,140,34.1,5728756955,212,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815029643,40,43,1,5,23,1939bnru25svvgv15k2c7tw2y,1,0.0,0.0,2025-05-15T17:05:57.519Z,2025-05-15T17:06:01Z,116vh3v105pa9vyw10hpvuwdm,F. Ihler,,,5728757003,286,0,5728757153,144,44,5728756999,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815029655,60,1,1,5,23,ac8jow4mdkvnsv5s0och4qqm,1,34.1,21.3,2025-05-15T17:05:57.601Z,2025-05-15T17:05:59Z,c9qk8n9d4130okk9go1brzskq,K. Ackermann,,,5728757049,140,32.5,5728757053,212,6.0,5728757055,213,4.43,5728757051,141,12.9,5728757047,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815029663,61,1,1,5,25,ac8jow4mdkvnsv5s0och4qqm,0,32.6,12.9,2025-05-15T17:05:59.256Z,2025-05-15T17:22:16Z,aw75jdzi3u012jkwj7t0eln2s,W. Odefalk,,,5728757137,140,76.4,5728757135,56,Center,5728757143,213,0.48,5728757139,141,47.9,5728757141,212,51.8,5728757145,1,,5728757133,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815029693,42,1,1,5,30,1939bnru25svvgv15k2c7tw2y,1,22.4,50.7,2025-05-15T17:06:03.807Z,2025-05-15T17:06:06Z,2qac7z5bt0grylf296n67j384,S. Eriksson,,,5728757349,213,0.84,5728757345,141,63.0,5728757343,140,29.6,5728757347,212,11.3,5728757341,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815029699,43,1,1,5,32,1939bnru25svvgv15k2c7tw2y,0,29.8,62.9,2025-05-15T17:06:06.336Z,2025-05-15T17:06:07Z,6legryh9z8lvc4bq4s456m09h,S. Holmén,,,5728757363,56,Center,5728757369,212,22.2,5728757365,140,50.9,5728757361,155,,5728757371,213,0.01,5728757367,141,63.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815029749,63,1,1,5,35,ac8jow4mdkvnsv5s0och4qqm,1,52.7,44.0,2025-05-15T17:06:09.417Z,2025-05-15T17:06:13Z,aw75jdzi3u012jkwj7t0eln2s,W. Odefalk,,,5728757573,141,28.8,5728757575,212,14.6,5728757569,56,Center,5728757577,213,5.50,5728757571,140,62.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815029755,64,1,1,5,39,ac8jow4mdkvnsv5s0och4qqm,0,62.3,35.2,2025-05-15T17:06:13.136Z,2025-05-15T17:23:02Z,ci5y030e6r9umgyjbupwske7d,Daleho Irandust,,,5728757601,212,8.2,5728757593,140,64.9,5728757597,141,46.6,5728757591,56,Center,5728757605,213,1.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815029761,44,8,1,5,40,1939bnru25svvgv15k2c7tw2y,1,31.3,46.1,2025-05-15T17:06:14.337Z,2025-05-15T17:06:14Z,21abg7evjtjt6kzisu43jckmi,B. Zeneli,,,5728757647,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815029781,65,13,1,5,44,ac8jow4mdkvnsv5s0och4qqm,1,75.6,55.6,2025-05-15T17:06:17.865Z,2025-05-15T17:25:48Z,9niqy9wbsy6b03fa5iyx22gic,E. Alladoh,,,5728802943,231,50,5728798015,458,,5728758039,146,98.4,5728802941,230,98.1,5728758035,215,,5728758009,72,,5728757791,18,,5728757795,56,Center,5728758031,103,5728802937,84,9.7,,5728802939,153,,5728758041,147,43.7,5728757787,22,,5728758027,102,,,,,42.4,,,,,
2815029785,45,10,1,5,45,1939bnru25svvgv15k2c7tw2y,1,2.6,55.5,2025-05-15T17:06:19.649Z,2025-05-15T17:25:29Z,2qac7z5bt0grylf296n67j384,S. Eriksson,,,5728757815,178,,5728757819,182,,5728757895,190,,5728757811,173,,5728757823,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815029835,47,43,1,5,54,1939bnru25svvgv15k2c7tw2y,1,0.0,0.0,2025-05-15T17:06:28.383Z,2025-05-15T17:06:33Z,2qac7z5bt0grylf296n67j384,S. Eriksson,,,5728758371,144,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815029899,48,1,1,6,0,1939bnru25svvgv15k2c7tw2y,1,6.4,60.0,2025-05-15T17:06:34.112Z,2025-05-15T17:06:36Z,2qac7z5bt0grylf296n67j384,S. Eriksson,,,5728758515,56,Back,5728758519,141,73.3,5728758517,140,3.9,5728758523,213,1.85,5728758513,123,,5728758521,212,9.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815029943,49,1,1,6,2,1939bnru25svvgv15k2c7tw2y,1,9.8,74.5,2025-05-15T17:06:36Z,2025-05-15T17:06:40Z,agsollzstr45ee0z17tle8d1w,T. Yegbe,,,5728758701,213,6.20,5728758695,140,30.8,5728758699,212,22.1,5728758697,141,71.7,5728758691,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815029947,50,1,1,6,6,1939bnru25svvgv15k2c7tw2y,1,26.3,64.9,2025-05-15T17:06:39.904Z,2025-05-15T17:06:40Z,60fbyywnjiz6l8n7gmi2mjld5,S. Olsson,,,5728758721,141,74.8,5728758725,213,0.90,5728758719,140,31.4,5728758717,56,Back,5728758723,212,8.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815029979,51,1,1,6,7,1939bnru25svvgv15k2c7tw2y,1,31.4,74.8,2025-05-15T17:06:40.816Z,2025-05-15T17:06:44Z,21abg7evjtjt6kzisu43jckmi,B. Zeneli,,,5728758867,213,1.38,5728758859,56,Back,5728758861,140,33.7,5728758865,212,12.5,5728758863,141,92.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815030019,52,1,1,6,10,1939bnru25svvgv15k2c7tw2y,1,35.8,93.0,2025-05-15T17:06:44.322Z,2025-05-15T17:06:50Z,2d1dh619cfgvel4bv7tpfxjo5,N. Hult,,,5728759043,1,,5728759035,140,86.8,5728759039,212,70.4,5728759031,196,,5728759029,155,,5728759037,141,25.9,5728759033,56,Center,5728759041,213,5.58,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815030047,53,1,1,6,16,1939bnru25svvgv15k2c7tw2y,1,88.3,24.6,2025-05-15T17:06:50.032Z,2025-05-15T17:06:54Z,25ytwmg2c5xcqp5ta12oznm22,A. Sigurpálsson,,,5728759183,140,80.7,5728759187,212,8.0,5728759181,56,Center,5728759185,141,25.9,5728759189,213,3.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815030049,54,1,1,6,18,1939bnru25svvgv15k2c7tw2y,0,86.4,24.4,2025-05-15T17:06:52.448Z,2025-05-15T17:52:24Z,5l4q2q8nszqp6k8exo9eyqnrp,S. Hedlund,,,5728759199,140,89.3,5728759195,155,,5728759197,56,Center,5728759203,212,7.4,5728759193,2,,5728759201,141,34.3,5728759205,213,1.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815030053,66,12,1,6,19,ac8jow4mdkvnsv5s0och4qqm,1,5.7,52.7,2025-05-15T17:06:53.680Z,2025-05-15T17:06:55Z,c9qk8n9d4130okk9go1brzskq,K. Ackermann,,,5728759221,140,7.1,5728759219,56,Back,5728759227,213,1.35,5728759223,141,62.4,5728759225,212,6.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815030059,67,61,1,6,21,ac8jow4mdkvnsv5s0och4qqm,1,7.1,62.4,2025-05-15T17:06:55.095Z,2025-05-15T17:06:55Z,2lyhi7j3id7emsh54ehdva3ca,O. Zandén,,,5728759253,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815030077,55,1,1,6,23,1939bnru25svvgv15k2c7tw2y,0,95.5,13.1,2025-05-15T17:06:57.233Z,2025-05-15T17:06:57Z,25ytwmg2c5xcqp5ta12oznm22,A. Sigurpálsson,,,5728759345,213,1.18,5728759333,2,,5728759341,141,18.0,5728759335,155,,5728759343,212,3.6,5728759339,140,96.8,5728759337,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815030081,68,61,1,6,24,ac8jow4mdkvnsv5s0och4qqm,1,7.0,79.4,2025-05-15T17:06:58.161Z,2025-05-15T17:06:58Z,2lyhi7j3id7emsh54ehdva3ca,O. Zandén,,,5728759359,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815030113,56,1,1,6,25,1939bnru25svvgv15k2c7tw2y,1,94.9,15.8,2025-05-15T17:06:58.976Z,2025-05-15T17:08:39Z,25ytwmg2c5xcqp5ta12oznm22,A. Sigurpálsson,1.0,,5728759533,212,13.5,5728763049,210,15,5728759531,141,18.0,5728763051,154,,5728759529,140,82.1,5728759527,56,Right,5728759535,213,3.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815030115,57,15,1,6,28,1939bnru25svvgv15k2c7tw2y,1,86.0,26.2,2025-05-15T17:07:02.048Z,2025-05-15T17:55:27Z,5l4q2q8nszqp6k8exo9eyqnrp,S. Hedlund,,,5728763081,103,26.6,5728763073,154,,5728759547,56,Center,5728763087,146,97.5,5728856259,230,99.0,5728763089,147,46.6,5728759545,63,,5728763079,102,52.2,5728857325,72,5728763075,55,,56,5728759543,22,,5728857327,77,,5728763133,233,69,5728763071,29,5728856261,231,,,,48.6,,,,
2815030137,69,10,1,6,28,ac8jow4mdkvnsv5s0och4qqm,1,1.5,51.0,2025-05-15T17:07:02.148Z,2025-05-15T17:09:03Z,8vl4hue7ixvxh4dtner52sfrp,D. Blažević,,,5728759657,178,,5728763163,233,57,5728759737,174,,5728759661,56,Back,5728759659,182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815030143,58,16,1,6,30,1939bnru25svvgv15k2c7tw2y,1,97.5,55.1,2025-05-15T17:07:04.543Z,2025-05-15T19:02:19Z,2d1dh619cfgvel4bv7tpfxjo5,N. Hult,,,5728760339,72,,5728761635,76,,5728761639,102,52.3,5728760345,374,2025-05-15 18:07:04.282,5728760349,375,06:30.559,5728761645,108,,5728761649,458,,5728761653,231,51.1,5728759681,56,5728761643,214,Center,,5728761637,133,,5728761641,103,2.5,5728761647,328,,5728760341,16,5728759677,22,5728761651,230,,,99.1,,,
2815030481,70,1,1,7,29,ac8jow4mdkvnsv5s0och4qqm,1,49.9,50.0,2025-05-15T17:08:02.960Z,2025-05-15T17:08:05Z,9niqy9wbsy6b03fa5iyx22gic,E. Alladoh,,,5728761617,189,,5728761599,56,Back,5728761603,141,61.4,5728761601,140,35.1,5728761607,213,2.68,5728761609,279,G,5728761605,212,17.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815030531,71,1,1,7,35,ac8jow4mdkvnsv5s0och4qqm,1,39.9,58.1,2025-05-15T17:08:09.248Z,2025-05-15T17:08:12Z,8unnvgvft6knxupbp9oxh621h,E. Hovland,,,5728761867,141,92.6,5728761871,212,24.5,5728761859,56,Back,5728761873,213,1.28,5728761863,140,46.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815030537,72,1,1,7,39,ac8jow4mdkvnsv5s0och4qqm,0,46.7,92.6,2025-05-15T17:08:12.752Z,2025-05-15T17:26:39Z,2lyhi7j3id7emsh54ehdva3ca,O. Zandén,,,5728761911,56,Left,5728761917,212,10.3,5728761913,140,56.5,5728761919,213,6.24,5728761915,141,92.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815030545,59,8,1,7,40,1939bnru25svvgv15k2c7tw2y,1,36.5,10.0,2025-05-15T17:08:14.192Z,2025-05-15T17:08:14Z,5l4q2q8nszqp6k8exo9eyqnrp,S. Hedlund,,,5728761957,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815037355,190,1,1,7,42,1939bnru25svvgv15k2c7tw2y,1,46.2,1.9,2025-05-15T17:08:16.197Z,2025-05-15T17:27:48Z,5l4q2q8nszqp6k8exo9eyqnrp,S. Hedlund,,,5728807785,140,59.0,5728807791,213,1.05,5728807789,212,26.8,5728807783,56,Center,5728807787,141,36.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815030585,60,3,1,7,45,1939bnru25svvgv15k2c7tw2y,0,60.2,25.1,2025-05-15T17:08:19.395Z,2025-05-15T17:28:45Z,21abg7evjtjt6kzisu43jckmi,B. Zeneli,,,5728808677,211,,5728762181,56,Center,5728762183,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815030605,73,1,1,7,46,ac8jow4mdkvnsv5s0och4qqm,1,44.9,73.0,2025-05-15T17:08:20.396Z,2025-05-15T17:28:58Z,aw75jdzi3u012jkwj7t0eln2s,W. Odefalk,,,5728808921,212,20.3,5728762321,56,Back,5728808923,213,3.63,5728808917,140,27.9,5728808919,141,58.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815030609,74,4,1,7,50,ac8jow4mdkvnsv5s0och4qqm,1,22.1,59.3,2025-05-15T17:08:23.760Z,2025-05-15T17:29:01Z,253za05jf3mmaqkjndm10d2lm,H. Karlsson,,,5728762519,233,61,5728762379,56,Back,5728762377,13,,5728809567,294,,5728762381,152,,5728762385,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815030619,61,4,1,7,50,1939bnru25svvgv15k2c7tw2y,0,77.9,40.7,2025-05-15T17:08:23.761Z,2025-05-15T17:29:04Z,21abg7evjtjt6kzisu43jckmi,B. Zeneli,,,5728762567,233,74,5728762495,286,,5728762487,13,,5728809419,294,,5728762491,152,,5728762489,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
