id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/10/value,qualifier/9/value,qualifier/12/value,qualifier/14/value,qualifier/16/id,qualifier/16/qualifierId
2813116041,40,1,1,2,24,5h878vnmkbuy2ummddprusxgq,1,47.9,52.1,2025-05-11T00:09:48.913Z,2025-05-11T00:09:51Z,7ajceczjsu9ci4nqv9gg2860a,F. Daroma,,,5718167851,140,28.0,5718167845,56,Back,5718167855,141,87.3,5718167863,213,2.29,5718167859,212,31.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813116067,41,1,1,2,26,5h878vnmkbuy2ummddprusxgq,1,28.0,89.4,2025-05-11T00:09:51.185Z,2025-05-11T00:09:52Z,28cixms5w9uu1e38kcc8o2j9w,N. Dollenmayer,,,5718167995,212,17.4,5718167997,213,0.11,5718167991,140,44.5,5718167993,141,92.1,5718167989,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813116079,42,1,1,2,27,5h878vnmkbuy2ummddprusxgq,0,44.5,92.1,2025-05-11T00:09:52.601Z,2025-05-11T00:09:53Z,7vs1eqm82fwwuhwfqodb3dyw9,R. Ruiz,,,5718168055,56,Back,5718168069,213,4.74,5718168057,140,44.8,5718168061,141,76.7,5718168065,212,10.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813116121,24,1,1,2,29,aj8ytsr2ap33tod0hd8ofzaw9,0,56.8,19.2,2025-05-11T00:09:54.683Z,2025-05-11T00:09:55Z,1e1wh213cg8q6lsqa3kvbjdka,G. Colli,,,5718168263,212,4.1,5718168257,56,Center,5718168259,140,60.5,5718168261,141,21.3,5718168265,213,0.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813116191,44,1,1,2,32,5h878vnmkbuy2ummddprusxgq,1,34.6,82.5,2025-05-11T00:09:57.665Z,2025-05-11T00:09:58Z,28cixms5w9uu1e38kcc8o2j9w,N. Dollenmayer,,,5718168551,141,76.2,5718168555,213,3.59,5718168549,140,26.1,5718168553,212,9.9,5718168547,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813116267,45,1,1,2,33,5h878vnmkbuy2ummddprusxgq,1,26.1,76.2,2025-05-11T00:09:58.393Z,2025-05-11T00:10:02Z,2dbik29e0m9bil2ofn2yhrget,T. Alfaro,,,5718168887,141,66.3,5718168889,212,16.9,5718168883,56,Back,5718168891,213,5.87,5718168885,140,40.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813116317,46,1,1,2,37,5h878vnmkbuy2ummddprusxgq,1,33.3,64.8,2025-05-11T00:10:02.234Z,2025-05-11T00:10:05Z,7ajceczjsu9ci4nqv9gg2860a,F. Daroma,,,5718169109,56,Back,5718169115,212,39.6,5718169117,213,5.03,5718169111,140,44.9,5718169107,155,,5718169119,1,,5718169113,141,9.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813116363,47,1,1,2,40,5h878vnmkbuy2ummddprusxgq,1,44.9,9.4,2025-05-11T00:10:05.185Z,2025-05-11T00:10:08Z,1jhs3g95t0ah1hx3fwlo14kmi,G. Diaz,,,5718169345,213,1.46,5718169341,141,25.7,5718169343,212,11.2,5718169337,56,Back,5718169339,140,46.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813116375,48,1,1,2,43,5h878vnmkbuy2ummddprusxgq,1,46.0,26.2,2025-05-11T00:10:08.049Z,2025-05-11T00:10:09Z,c4g35kho1qirnu4q420knnl9m,R. Coronado,,,5718169415,212,11.0,5718169409,140,49.5,5718169417,213,5.05,5718169407,56,Back,5718169411,141,10.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813116385,49,1,1,2,44,5h878vnmkbuy2ummddprusxgq,1,49.5,10.9,2025-05-11T00:10:09.144Z,2025-05-11T00:10:09Z,1jhs3g95t0ah1hx3fwlo14kmi,G. Diaz,,,5718169461,212,5.9,5718169457,140,44.8,5718169459,141,15.7,5718169463,213,2.56,5718169455,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813116403,50,1,1,2,44,5h878vnmkbuy2ummddprusxgq,1,44.8,15.7,2025-05-11T00:10:09.737Z,2025-05-11T02:15:28Z,7ctc1xui7wk89o5v00z8ijqw9,E. Calvillo,,,5718169551,140,40.1,5718169555,212,11.2,5718169559,213,2.03,5718169549,56,Back,5718169553,141,30.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813116511,51,1,1,2,50,5h878vnmkbuy2ummddprusxgq,1,41.4,39.2,2025-05-11T00:10:14.977Z,2025-05-11T00:10:18Z,7ajceczjsu9ci4nqv9gg2860a,F. Daroma,,,5718170195,212,20.8,5718170197,213,5.00,5718170191,140,47.0,5718170193,141,9.8,5718170189,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813116535,52,1,1,2,53,5h878vnmkbuy2ummddprusxgq,0,52.5,10.3,2025-05-11T00:10:18.664Z,2025-05-11T00:10:20Z,1jhs3g95t0ah1hx3fwlo14kmi,G. Diaz,,,5718170321,140,81.6,5718170329,213,0.19,5718170317,56,Right,5718170325,141,18.8,5718170311,155,,5718170327,212,31.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813116559,25,61,1,2,57,aj8ytsr2ap33tod0hd8ofzaw9,0,22.9,69.4,2025-05-11T00:10:22.717Z,2025-05-11T01:03:44Z,8td51fzpdl6c1yrz6r0igle22,D. Pierre,,,5718170491,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813116609,53,50,1,2,58,5h878vnmkbuy2ummddprusxgq,1,81.6,23.9,2025-05-11T00:10:23.721Z,2025-05-11T02:10:38Z,2mgcta30puk8kuwb5mo4zvcnp,A. Moreno,,,5718170705,56,Center,5718170707,286,,5718170773,233,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813116605,26,7,1,2,58,aj8ytsr2ap33tod0hd8ofzaw9,1,18.4,76.1,2025-05-11T00:10:23.722Z,2025-05-11T01:07:14Z,8td51fzpdl6c1yrz6r0igle22,D. Pierre,,,5718170731,233,53,5718170697,285,,5718170695,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813116615,27,4,1,3,1,aj8ytsr2ap33tod0hd8ofzaw9,1,19.9,74.9,2025-05-11T00:10:25.790Z,2025-05-11T00:10:39Z,8td51fzpdl6c1yrz6r0igle22,D. Pierre,,,5718171511,233,54,5718170883,152,,5718170887,285,,5718170879,13,,5718170885,265,,5718170881,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813116657,54,4,1,3,1,5h878vnmkbuy2ummddprusxgq,0,80.1,25.1,2025-05-11T00:10:25.791Z,2025-05-11T02:15:29Z,2mgcta30puk8kuwb5mo4zvcnp,A. Moreno,,,5718171467,13,,5718171473,265,,5718171527,233,27,5718171471,152,,5718171469,56,Center,5718171475,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813117195,28,1,1,3,31,aj8ytsr2ap33tod0hd8ofzaw9,0,24.2,77.3,2025-05-11T00:10:56.195Z,2025-05-11T00:11:23Z,6j9gbfyvpr5lqp6aak54597ca,J. Peñaranda,,,5718173737,5,,5718173743,140,28.3,5718173751,213,0.65,5718173741,56,Back,5718173739,152,,5718173747,212,5.4,5718173745,141,82.1,5718174709,155,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813117225,55,44,1,3,42,5h878vnmkbuy2ummddprusxgq,1,31.9,36.2,2025-05-11T00:11:07.369Z,2025-05-11T00:11:11Z,8gy9wgqywaqi9uy6i31i0q21h,A. Ortíz,,,5718173895,285,,5718173893,56,Back,5718173977,233,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813117205,29,44,1,3,42,aj8ytsr2ap33tod0hd8ofzaw9,0,72.4,55.2,2025-05-11T00:11:07.370Z,2025-05-11T00:11:11Z,am6xykrxjymw2qpqli6upysq,A. Touré,,,5718173803,56,Center,5718174041,233,55,5718173805,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813117239,56,1,1,3,42,5h878vnmkbuy2ummddprusxgq,0,19.1,62.0,2025-05-11T00:11:07.447Z,2025-05-11T03:16:24Z,8gy9wgqywaqi9uy6i31i0q21h,A. Ortíz,,,5718173945,141,70.8,5718173947,212,6.4,5718173939,3,,5718173941,56,Back,5718173949,213,1.22,5718173943,140,21.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813117231,30,44,1,3,44,aj8ytsr2ap33tod0hd8ofzaw9,1,58.0,79.2,2025-05-11T00:11:09.346Z,2025-05-11T03:16:19Z,2giowiodzndu5m2gwn79iiui1,L. Batista,,,5718173913,56,Left,5718173915,286,,5718757163,233,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813114409,5,44,1,3,44,5h878vnmkbuy2ummddprusxgq,0,41.9,27.6,2025-05-11T00:11:09.347Z,2025-05-11T03:16:19Z,3lndo247f4br8t6xxdvlij4a2,W. Cabrera,,,5718159623,189,,5718757167,233,30,5718757147,285,,5718159551,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813117257,31,1,1,3,45,aj8ytsr2ap33tod0hd8ofzaw9,0,58.4,58.7,2025-05-11T00:11:09.859Z,2025-05-11T00:11:10Z,2giowiodzndu5m2gwn79iiui1,L. Batista,,,5718174021,56,Center,5718174025,140,61.3,5718174031,213,0.32,5718174029,212,3.2,5718174027,141,60.2,5718174017,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813117301,57,1,1,3,46,5h878vnmkbuy2ummddprusxgq,1,14.9,73.5,2025-05-11T00:11:11.016Z,2025-05-11T03:17:31Z,2dbik29e0m9bil2ofn2yhrget,T. Alfaro,,,5718174263,3,,5718174269,141,66.9,5718174273,213,6.02,5718174267,140,30.9,5718174265,56,Back,5718174271,212,17.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813203271,922,61,1,3,47,5h878vnmkbuy2ummddprusxgq,1,26.8,49.3,2025-05-11T00:11:11.784Z,2025-05-11T03:17:26Z,7ajceczjsu9ci4nqv9gg2860a,F. Daroma,,,5718637605,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813117323,32,1,1,3,47,aj8ytsr2ap33tod0hd8ofzaw9,0,59.1,58.8,2025-05-11T00:11:12.514Z,2025-05-11T00:11:14Z,do5q14naxm61jw8px8qvacn4k,B. Diallo,,,5718174391,213,1.14,5718174381,155,,5718174385,140,71.9,5718174393,1,,5718174389,212,32.2,5718174387,141,100.0,5718174383,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813117333,33,5,1,3,49,aj8ytsr2ap33tod0hd8ofzaw9,0,81.8,101.8,2025-05-11T00:11:14.742Z,2025-05-11T00:11:22Z,do5q14naxm61jw8px8qvacn4k,B. Diallo,,,5718174873,233,58,5718174425,56,Left,5718174427,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813117401,58,5,1,3,52,5h878vnmkbuy2ummddprusxgq,1,23.2,-1.8,2025-05-11T00:11:16.831Z,2025-05-11T00:11:22Z,2dbik29e0m9bil2ofn2yhrget,T. Alfaro,,,5718174813,56,Back,5718174815,347,,5718174835,233,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813117447,59,1,1,3,56,5h878vnmkbuy2ummddprusxgq,1,14.5,0.0,2025-05-11T00:11:21.511Z,2025-05-11T00:11:25Z,1jhs3g95t0ah1hx3fwlo14kmi,G. Diaz,,,5718175075,212,13.4,5718175069,56,Back,5718175077,213,1.41,5718175071,140,16.5,5718175073,141,17.8,5718175067,107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813117491,60,1,1,4,0,5h878vnmkbuy2ummddprusxgq,1,29.6,10.1,2025-05-11T00:11:25.297Z,2025-05-11T00:11:28Z,7ajceczjsu9ci4nqv9gg2860a,F. Daroma,,,5718175331,56,Back,5718175335,141,6.4,5718175339,212,16.1,5718175333,140,44.7,5718175343,213,6.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813117555,34,45,1,4,2,aj8ytsr2ap33tod0hd8ofzaw9,0,59.4,91.8,2025-05-11T00:11:27.568Z,2025-05-11T01:02:45Z,64amlcisr3cr924jwy25rjs9h,L. Stauffer,,,5718175691,56,Left,5718175773,233,61,5718175693,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813117553,61,3,1,4,2,5h878vnmkbuy2ummddprusxgq,1,40.6,8.2,2025-05-11T00:11:27.568Z,2025-05-11T03:10:42Z,3lndo247f4br8t6xxdvlij4a2,W. Cabrera,,,5718175733,233,34,5718175679,286,,5718175677,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813154851,509,50,1,4,2,5h878vnmkbuy2ummddprusxgq,1,41.8,5.1,2025-05-11T00:11:27.783Z,2025-05-11T01:07:15Z,3lndo247f4br8t6xxdvlij4a2,W. Cabrera,,,5718388037,233,308,5718387973,286,,5718387971,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813154825,308,7,1,4,3,aj8ytsr2ap33tod0hd8ofzaw9,0,58.2,94.9,2025-05-11T00:11:27.784Z,2025-05-11T01:07:15Z,2giowiodzndu5m2gwn79iiui1,L. Batista,,,5718387793,285,,5718387999,233,509,5718387789,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813154953,510,3,1,4,4,5h878vnmkbuy2ummddprusxgq,0,37.2,9.9,2025-05-11T00:11:28.784Z,2025-05-11T01:07:16Z,3lndo247f4br8t6xxdvlij4a2,W. Cabrera,,,5718388693,233,35,5718388565,56,Back,5718388567,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813117581,35,7,1,4,4,aj8ytsr2ap33tod0hd8ofzaw9,0,62.8,90.1,2025-05-11T00:11:28.785Z,2025-05-11T01:07:16Z,dks0ibq4b4i2w3bcc05v8rhn8,A. Dalou,,,5718388673,285,,5718388621,233,510,5718175829,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813155025,511,43,1,4,5,5h878vnmkbuy2ummddprusxgq,1,0.0,0.0,2025-05-11T00:11:29.784Z,2025-05-11T01:03:11Z,3lndo247f4br8t6xxdvlij4a2,W. Cabrera,,,5718389625,144,61,5718389003,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813117559,62,1,1,4,6,5h878vnmkbuy2ummddprusxgq,0,44.1,6.5,2025-05-11T00:11:31.459Z,2025-05-11T00:11:32Z,3lndo247f4br8t6xxdvlij4a2,W. Cabrera,,,5718175703,141,7.4,5718175699,56,Back,5718175707,213,2.81,5718175705,212,1.9,5718175701,140,42.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813117617,63,1,1,4,7,5h878vnmkbuy2ummddprusxgq,1,42.4,7.4,2025-05-11T00:11:32.357Z,2025-05-11T02:12:36Z,7ctc1xui7wk89o5v00z8ijqw9,E. Calvillo,,,5718175985,141,15.2,5718175981,56,Back,5718175983,140,33.4,5718175989,213,2.63,5718175987,212,10.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813117677,65,50,1,4,8,5h878vnmkbuy2ummddprusxgq,1,30.2,9.6,2025-05-11T00:11:33.677Z,2025-05-11T01:07:17Z,1jhs3g95t0ah1hx3fwlo14kmi,G. Diaz,,,5718176373,233,37,5718176287,285,,5718176285,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813117687,37,7,1,4,8,aj8ytsr2ap33tod0hd8ofzaw9,1,69.8,90.4,2025-05-11T00:11:33.678Z,2025-05-11T01:07:17Z,dks0ibq4b4i2w3bcc05v8rhn8,A. Dalou,,,5718176327,286,,5718176349,233,65,5718176323,56,Left,5718176319,167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813117667,64,43,1,4,11,5h878vnmkbuy2ummddprusxgq,1,0.0,0.0,2025-05-11T00:11:36.015Z,2025-05-11T02:12:50Z,c4g35kho1qirnu4q420knnl9m,R. Coronado,,,5718639475,144,1,5718176229,141,7.9,5718176227,140,30.8,5718176233,213,4.04,5718176225,56,Back,5718176231,212,7.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813117625,36,43,1,4,11,aj8ytsr2ap33tod0hd8ofzaw9,1,0.0,0.0,2025-05-11T00:11:36.195Z,2025-05-11T00:11:44Z,dks0ibq4b4i2w3bcc05v8rhn8,A. Dalou,,,5718176689,399,1jhs3g95t0ah1hx3fwlo14kmi,5718176735,144,83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813117691,66,5,1,4,15,5h878vnmkbuy2ummddprusxgq,1,27.9,-1.8,2025-05-11T00:11:40.063Z,2025-05-11T00:11:45Z,1jhs3g95t0ah1hx3fwlo14kmi,G. Diaz,,,5718176333,56,Back,5718176743,233,38,5718176335,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813117757,38,5,1,4,15,aj8ytsr2ap33tod0hd8ofzaw9,0,71.4,101.6,2025-05-11T00:11:40.074Z,2025-05-11T00:11:45Z,dks0ibq4b4i2w3bcc05v8rhn8,A. Dalou,,,5718176779,233,66,5718176707,347,,5718176705,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813117715,67,1,1,4,15,5h878vnmkbuy2ummddprusxgq,1,30.0,0.0,2025-05-11T00:11:40.343Z,2025-05-11T00:11:42Z,1jhs3g95t0ah1hx3fwlo14kmi,G. Diaz,,,5718176445,107,,5718176463,213,1.58,5718176449,56,Back,5718176453,140,29.9,5718176457,141,16.6,5718176461,212,12.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813117727,68,1,1,4,17,5h878vnmkbuy2ummddprusxgq,1,29.9,16.6,2025-05-11T00:11:41.983Z,2025-05-11T00:11:43Z,c4g35kho1qirnu4q420knnl9m,R. Coronado,,,5718176533,212,22.9,5718176517,155,,5718176529,141,48.5,5718176535,213,1.24,5718176525,140,37.0,5718176521,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813117747,69,1,1,4,18,5h878vnmkbuy2ummddprusxgq,1,37.0,48.5,2025-05-11T00:11:42.791Z,2025-05-11T00:11:44Z,7vs1eqm82fwwuhwfqodb3dyw9,R. Ruiz,,,5718176639,140,26.1,5718176647,141,72.6,5718176631,3,,5718176649,212,20.0,5718176635,56,Back,5718176651,213,2.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813117839,70,1,1,4,20,5h878vnmkbuy2ummddprusxgq,1,26.3,76.5,2025-05-11T00:11:45.095Z,2025-05-11T00:11:49Z,28cixms5w9uu1e38kcc8o2j9w,N. Dollenmayer,,,5718177125,155,,5718177131,141,79.2,5718177135,213,0.09,5718177127,56,Back,5718177129,140,46.0,5718177133,212,20.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813117849,71,50,1,4,23,5h878vnmkbuy2ummddprusxgq,1,44.7,78.9,2025-05-11T00:11:48.345Z,2025-05-11T02:13:35Z,2mgcta30puk8kuwb5mo4zvcnp,A. Moreno,,,5718177151,56,Back,5718177213,233,39,5718177153,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813117845,39,7,1,4,23,aj8ytsr2ap33tod0hd8ofzaw9,1,55.3,21.1,2025-05-11T00:11:48.346Z,2025-05-11T01:07:17Z,5ku33b8dbb20fhqdg8h83rdyi,A. Rogers,,,5718177175,233,71,5718177147,56,Right,5718177149,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813117929,41,1,1,4,29,aj8ytsr2ap33tod0hd8ofzaw9,0,86.6,22.7,2025-05-11T00:11:53.852Z,2025-05-11T00:14:17Z,5ku33b8dbb20fhqdg8h83rdyi,A. Rogers,,,5718177587,56,Center,5718177589,140,86.8,5718177593,212,12.2,5718177803,155,,5718177595,213,1.55,5718177591,141,40.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813117987,72,12,1,4,32,5h878vnmkbuy2ummddprusxgq,1,14.3,56.0,2025-05-11T00:11:57.328Z,2025-05-11T00:11:58Z,8gy9wgqywaqi9uy6i31i0q21h,A. Ortíz,,,5718177865,56,Back,5718177869,140,44.0,5718177873,141,50.0,5718177877,212,31.5,5718177881,213,6.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813118233,74,1,1,4,36,5h878vnmkbuy2ummddprusxgq,1,53.4,34.4,2025-05-11T00:12:00.889Z,2025-05-11T00:12:21Z,7ajceczjsu9ci4nqv9gg2860a,F. Daroma,1.0,,5718179219,141,10.4,5718179223,213,5.56,5718179217,140,71.1,5718179215,56,Right,5718179221,212,24.7,5718179835,210,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813118243,75,13,1,4,48,5h878vnmkbuy2ummddprusxgq,1,73.1,36.4,2025-05-11T00:12:13.335Z,2025-05-11T03:26:50Z,3lndo247f4br8t6xxdvlij4a2,W. Cabrera,,,5718179847,86,,5718179859,215,,5718179861,230,98.5,5718179263,56,Center,5718179857,103,58.3,5718179855,102,56.3,5718179849,29,,5718673519,23,,5718179261,18,,5718179593,72,5718179851,55,5718179863,231,48.7,,,,,,,,,,,74,,,,,
2813118299,76,5,1,4,50,5h878vnmkbuy2ummddprusxgq,0,101.2,53.2,2025-05-11T00:12:14.887Z,2025-05-11T03:16:08Z,3lndo247f4br8t6xxdvlij4a2,W. Cabrera,,,5718756947,233,42,5718179553,346,,5718179549,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813118345,42,5,1,4,50,aj8ytsr2ap33tod0hd8ofzaw9,1,-1.2,44.4,2025-05-11T00:12:15.670Z,2025-05-11T03:16:09Z,5ku33b8dbb20fhqdg8h83rdyi,A. Rogers,,,5718179821,346,,5718756943,233,76,5718179819,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813118741,44,1,1,5,19,aj8ytsr2ap33tod0hd8ofzaw9,0,4.3,51.8,2025-05-11T00:12:44.697Z,2025-05-11T00:12:49Z,6j9gbfyvpr5lqp6aak54597ca,J. Peñaranda,,,5718181917,141,76.6,5718181923,1,,5718181915,140,64.8,5718181921,213,0.26,5718181919,212,65.7,5718181913,56,Center,5718181925,74,,5718181911,124,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813118835,77,12,1,5,26,5h878vnmkbuy2ummddprusxgq,1,27.0,9.5,2025-05-11T00:12:51.063Z,2025-05-11T00:12:56Z,1jhs3g95t0ah1hx3fwlo14kmi,G. Diaz,,,5718182407,56,Back,5718182411,141,5.5,5718182409,140,46.2,5718182417,213,6.15,5718182413,212,20.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813118841,78,4,1,5,28,5h878vnmkbuy2ummddprusxgq,1,42.0,13.8,2025-05-11T00:12:53.680Z,2025-05-11T00:13:01Z,3lndo247f4br8t6xxdvlij4a2,W. Cabrera,,,5718182453,152,,5718182449,13,,5718182451,56,Back,5718182457,286,,5718182467,233,45,5718182455,265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813118789,45,4,1,5,28,aj8ytsr2ap33tod0hd8ofzaw9,0,58.0,86.2,2025-05-11T00:12:53.681Z,2025-05-11T00:13:02Z,do5q14naxm61jw8px8qvacn4k,B. Diallo,,,5718182509,233,78,5718182403,265,,5718182397,13,,5718182401,152,,5718182399,56,Left,5718182405,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813118935,79,1,1,5,37,5h878vnmkbuy2ummddprusxgq,1,46.5,8.0,2025-05-11T00:13:02.166Z,2025-05-11T00:13:04Z,1jhs3g95t0ah1hx3fwlo14kmi,G. Diaz,,,5718182931,141,26.6,5718182925,152,,5718182933,212,21.6,5718182927,56,Back,5718182935,213,2.52,5718182923,5,,5718182953,189,,5718182929,140,29.8,,,,,,,,,,,,,,,,,,,,,,,,,,
2813118977,80,1,1,5,39,5h878vnmkbuy2ummddprusxgq,1,29.8,26.6,2025-05-11T00:13:04.358Z,2025-05-11T00:13:07Z,8gy9wgqywaqi9uy6i31i0q21h,A. Ortíz,,,5718183211,140,27.5,5718183213,141,57.0,5718183209,56,Back,5718183215,212,20.8,5718183217,213,1.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813119017,81,1,1,5,42,5h878vnmkbuy2ummddprusxgq,1,29.7,60.2,2025-05-11T00:13:07.478Z,2025-05-11T00:13:10Z,2dbik29e0m9bil2ofn2yhrget,T. Alfaro,,,5718183433,140,32.7,5718183437,212,18.2,5718183439,213,4.89,5718183435,141,33.8,5718183431,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813119033,82,1,1,5,45,5h878vnmkbuy2ummddprusxgq,0,34.9,31.3,2025-05-11T00:13:10.263Z,2025-05-11T00:13:11Z,8gy9wgqywaqi9uy6i31i0q21h,A. Ortíz,,,5718183531,141,13.0,5718183535,213,6.00,5718183525,155,,5718183537,1,,5718183533,212,45.0,5718183527,56,Right,5718183529,140,76.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813119065,46,1,1,5,48,aj8ytsr2ap33tod0hd8ofzaw9,0,28.5,86.9,2025-05-11T00:13:13.482Z,2025-05-11T00:13:14Z,2giowiodzndu5m2gwn79iiui1,L. Batista,,,5718183707,140,59.0,5718183711,212,33.5,5718183705,56,Left,5718183709,141,100.0,5718183721,1,,5718183703,157,,5718183717,213,0.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813119147,83,5,1,5,48,5h878vnmkbuy2ummddprusxgq,1,42.7,-1.4,2025-05-11T00:13:13.583Z,2025-05-11T00:13:23Z,8gy9wgqywaqi9uy6i31i0q21h,A. Ortíz,,,5718184117,56,Back,5718184119,347,,5718184169,233,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
