id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/8/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/14/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/15/value
2793224201,30,1,1,3,23,8cpjplodpphtkbt0hq8sr8mqs,1,22.8,70.6,2025-03-29T23:10:51.061Z,2025-03-29T23:10:56Z,54yx5xkqrktd2hp0sxjx6hm8l,J. Musa,,,5608513637,141,87.8,5608513633,56,Left,5608513635,140,58.7,5608513643,1,,5608513639,212,39.5,5608513641,213,0.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793224209,31,61,1,3,24,8cpjplodpphtkbt0hq8sr8mqs,0,67.9,88.0,2025-03-29T23:10:52.790Z,2025-03-30T01:45:25Z,7ad4uvgwiwtjy23nt3yjsmctm,O. Brynéus,,,5608513693,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793224243,33,1,1,3,28,ak0rmms5xl49w57i2rvid1tk9,1,29.6,5.8,2025-03-29T23:10:56.711Z,2025-03-29T23:10:59Z,ody1ty0csq2lnatvjwdrrv11,J. Fjeldberg,,,5608513883,212,10.2,5608513881,141,13.4,5608513877,56,Back,5608513885,213,2.61,5608513879,140,21.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793224247,34,4,1,3,31,ak0rmms5xl49w57i2rvid1tk9,1,20.8,13.4,2025-03-29T23:10:59.645Z,2025-03-29T23:11:03Z,2h53fzt0ubszmkuwfnez8n622,A. Ward,,,5608514129,285,,5608514121,152,,5608514113,13,,5608514151,233,32,5608514119,56,Back,5608514125,265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793224251,32,4,1,3,31,8cpjplodpphtkbt0hq8sr8mqs,0,79.2,86.6,2025-03-29T23:10:59.646Z,2025-03-29T23:11:04Z,7ad4uvgwiwtjy23nt3yjsmctm,O. Brynéus,,,5608514041,265,,5608514029,13,,5608514045,286,,5608514037,152,,5608514033,56,Left,5608514191,233,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793224325,35,1,1,3,34,ak0rmms5xl49w57i2rvid1tk9,1,21.2,13.4,2025-03-29T23:11:02.724Z,2025-03-30T00:24:36Z,2h53fzt0ubszmkuwfnez8n622,A. Ward,,,5608514381,141,33.4,5608514379,140,27.3,5608514383,212,15.0,5608514375,152,,5608514377,56,Back,5608514373,5,,5608514385,213,1.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793224407,36,1,1,3,36,ak0rmms5xl49w57i2rvid1tk9,1,27.3,33.4,2025-03-29T23:11:04.181Z,2025-03-29T23:11:10Z,drbcpa8qvrgin42q3it10nieh,Z. Zandi,,,5608514813,141,31.0,5608514811,140,18.4,5608514817,213,3.31,5608514809,56,Back,5608514815,212,9.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793224459,37,1,1,3,43,ak0rmms5xl49w57i2rvid1tk9,1,19.4,37.3,2025-03-29T23:11:11.213Z,2025-03-29T23:11:12Z,dqekbs06e79n3vapj437pwyc,G. Metusala,,,5608515115,141,15.3,5608515119,213,4.98,5608515113,140,23.3,5608515111,56,Back,5608515117,212,15.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793224527,38,1,1,3,44,ak0rmms5xl49w57i2rvid1tk9,1,23.3,15.3,2025-03-29T23:11:12.700Z,2025-03-30T00:24:48Z,6lehq7bt5okf4y9lbxan577x1,C. Adams,,,5608515539,141,2.5,5608515541,212,9.2,5608515537,140,26.0,5608515543,213,5.03,5608515535,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793224621,39,1,1,3,51,ak0rmms5xl49w57i2rvid1tk9,1,22.0,26.8,2025-03-29T23:11:19.020Z,2025-03-29T23:11:25Z,2h53fzt0ubszmkuwfnez8n622,A. Ward,,,5608516093,213,2.15,5608516083,56,Back,5608516087,141,59.7,5608516085,140,8.2,5608516091,212,26.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793224653,40,1,1,3,57,ak0rmms5xl49w57i2rvid1tk9,1,7.3,58.2,2025-03-29T23:11:25.805Z,2025-03-29T23:11:28Z,8m19c2e0raanzp3dzf7aaf6jt,A. Romero,,,5608516271,212,16.0,5608516275,213,4.86,5608516267,141,34.9,5608516259,56,Back,5608516263,140,9.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793224683,41,1,1,4,0,ak0rmms5xl49w57i2rvid1tk9,0,22.4,27.7,2025-03-29T23:11:28.204Z,2025-03-29T23:11:30Z,dqekbs06e79n3vapj437pwyc,G. Metusala,,,5608516465,141,42.2,5608516471,1,,5608516461,56,Center,5608516459,155,,5608516467,212,49.0,5608516469,213,0.20,5608516463,140,68.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793224725,34,1,1,4,3,8cpjplodpphtkbt0hq8sr8mqs,1,30.0,66.9,2025-03-29T23:11:31.404Z,2025-03-29T23:11:33Z,54yx5xkqrktd2hp0sxjx6hm8l,J. Musa,,,5608516745,56,Back,5608516743,3,,5608516747,140,44.3,5608516751,212,15.6,5608516753,213,6.00,5608516749,141,60.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793224773,35,1,1,4,4,8cpjplodpphtkbt0hq8sr8mqs,1,44.3,60.5,2025-03-29T23:11:32.900Z,2025-03-29T23:11:35Z,9tispdm7tc3te31awsfcmd905,A. Quinn,,,5608517033,213,5.29,5608517025,56,Center,5608517027,140,54.9,5608517031,212,20.5,5608517029,141,35.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793224779,36,61,1,4,7,8cpjplodpphtkbt0hq8sr8mqs,0,54.9,35.2,2025-03-29T23:11:35.428Z,2025-03-29T23:11:35Z,8delieh6jv1cgaukmgcwfjsic,E. Kizza,,,5608517073,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793224825,42,1,1,4,8,ak0rmms5xl49w57i2rvid1tk9,1,46.7,59.3,2025-03-29T23:11:36.486Z,2025-03-29T23:11:38Z,cnqxbvy77blk2ulx06t65it49,A. Fontana,,,5608517355,212,15.3,5608517349,56,Back,5608517353,141,73.2,5608517357,213,2.48,5608517351,140,35.2,5608517347,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793224875,43,1,1,4,10,ak0rmms5xl49w57i2rvid1tk9,0,35.2,73.2,2025-03-29T23:11:38.229Z,2025-03-30T01:29:25Z,6oj55tf7cdnnnft350f9fyhnt,M. Real,,,5608517697,1,,5608517693,212,52.0,5608517695,213,6.19,5608517685,56,Center,5608517691,141,66.0,5608517681,155,,5608517689,140,84.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793224913,37,1,1,4,12,8cpjplodpphtkbt0hq8sr8mqs,1,17.9,26.4,2025-03-29T23:11:40.837Z,2025-03-29T23:11:43Z,97d0drjb3zqkh5ozfufg17nys,P. Hogan,,,5608517921,140,7.2,5608517927,213,2.81,5608517923,141,32.1,5608517925,212,11.9,5608517919,56,Back,5608517917,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793224995,39,1,1,4,17,8cpjplodpphtkbt0hq8sr8mqs,1,6.9,40.7,2025-03-29T23:11:45.364Z,2025-03-29T23:11:50Z,d38osra1p83cgtmrwqt6w60yy,H. Sulte,,,5608518373,213,1.39,5608518369,141,69.6,5608518365,56,Back,5608518371,212,20.0,5608518367,140,10.3,5608518363,123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793225041,40,1,1,4,22,8cpjplodpphtkbt0hq8sr8mqs,0,19.6,74.8,2025-03-29T23:11:50.084Z,2025-03-29T23:11:53Z,54yx5xkqrktd2hp0sxjx6hm8l,J. Musa,,,5608518671,140,47.3,5608518665,155,,5608518679,212,32.0,5608518667,56,Back,5608518675,141,55.1,5608518683,213,5.85,5608518687,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793225071,44,44,1,4,25,ak0rmms5xl49w57i2rvid1tk9,1,51.0,45.6,2025-03-29T23:11:53.051Z,2025-03-30T01:55:54Z,6lehq7bt5okf4y9lbxan577x1,C. Adams,,,5608518863,286,,5608518809,56,Center,5608518859,233,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793225055,41,44,1,4,25,8cpjplodpphtkbt0hq8sr8mqs,0,49.0,54.4,2025-03-29T23:11:53.052Z,2025-03-30T01:55:55Z,8delieh6jv1cgaukmgcwfjsic,E. Kizza,,,5608518747,285,,5608518875,233,44,5608518745,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793225097,45,1,1,4,25,ak0rmms5xl49w57i2rvid1tk9,1,47.8,47.0,2025-03-29T23:11:53.613Z,2025-03-30T01:45:19Z,6lehq7bt5okf4y9lbxan577x1,C. Adams,,,5608518995,213,1.79,5608518985,3,,5608518993,212,13.7,5608518987,56,Back,5608518989,140,44.9,5608518991,141,66.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793225157,47,1,1,4,29,ak0rmms5xl49w57i2rvid1tk9,1,53.2,71.8,2025-03-29T23:11:57.197Z,2025-03-29T23:12:01Z,6oj55tf7cdnnnft350f9fyhnt,M. Real,,,5608519313,212,13.3,5608519311,141,86.8,5608519309,140,61.3,5608519307,56,Left,5608519315,213,0.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793225181,48,1,1,4,33,ak0rmms5xl49w57i2rvid1tk9,1,60.9,85.0,2025-03-29T23:12:01.516Z,2025-03-30T01:29:51Z,dio84sg1k4gsedcpordxs69lg,Q. Huerman,,,5608519437,141,78.5,5608519439,212,21.3,5608519433,56,Back,5608519435,140,41.1,5608519441,213,3.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793225339,49,1,1,4,39,ak0rmms5xl49w57i2rvid1tk9,0,44.8,57.2,2025-03-29T23:12:07.202Z,2025-03-29T23:12:11Z,7i29w1zl3m6xdnurdll08jsvd,M. Mahoney,,,5608520283,212,45.5,5608520275,56,Right,5608520287,213,5.41,5608520277,140,72.6,5608520273,155,,5608520289,1,,5608520279,141,5.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793225333,42,44,1,4,42,8cpjplodpphtkbt0hq8sr8mqs,1,26.2,94.8,2025-03-29T23:12:10.228Z,2025-03-30T01:55:55Z,637c2iedo7modc3ekt36c2m7d,A. Stanley,,,5608520267,285,,5608520475,233,50,5608520265,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793225347,50,44,1,4,42,ak0rmms5xl49w57i2rvid1tk9,0,73.8,5.2,2025-03-29T23:12:10.229Z,2025-03-30T01:55:55Z,2h53fzt0ubszmkuwfnez8n622,A. Ward,,,5608520523,233,42,5608520331,286,,5608520329,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793225343,43,12,1,4,42,8cpjplodpphtkbt0hq8sr8mqs,1,24.3,95.9,2025-03-29T23:12:10.468Z,2025-03-29T23:12:14Z,637c2iedo7modc3ekt36c2m7d,A. Stanley,,,5608520301,140,33.5,5608520299,56,Back,5608520305,212,9.7,5608520365,15,,5608520303,141,95.7,5608520307,213,6.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793225409,44,44,1,4,46,8cpjplodpphtkbt0hq8sr8mqs,1,33.1,95.6,2025-03-29T23:12:14.196Z,2025-03-30T01:55:56Z,637c2iedo7modc3ekt36c2m7d,A. Stanley,,,5608520823,233,51,5608520673,56,Back,5608520675,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793225437,51,44,1,4,46,ak0rmms5xl49w57i2rvid1tk9,0,66.9,4.4,2025-03-29T23:12:14.197Z,2025-03-30T01:55:56Z,ody1ty0csq2lnatvjwdrrv11,J. Fjeldberg,,,5608520819,286,,5608520817,56,Right,5608520851,233,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793225455,45,1,1,4,46,8cpjplodpphtkbt0hq8sr8mqs,1,33.5,96.6,2025-03-29T23:12:14.532Z,2025-03-29T23:12:17Z,637c2iedo7modc3ekt36c2m7d,A. Stanley,,,5608520899,212,10.2,5608520893,56,Back,5608520891,3,,5608520897,141,90.6,5608520895,140,42.4,5608520901,213,5.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793225471,46,1,1,4,48,8cpjplodpphtkbt0hq8sr8mqs,0,42.4,90.5,2025-03-29T23:12:16.291Z,2025-03-30T01:17:23Z,2co6fedrz8anjzy9ise76dplh,J. Blake,,,5608521013,1,,5608521005,140,59.9,5608521011,213,5.12,5608521009,212,46.5,5608521003,56,Center,5608521001,157,,5608521007,141,27.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793225541,52,1,1,4,51,ak0rmms5xl49w57i2rvid1tk9,1,32.6,71.7,2025-03-29T23:12:19.221Z,2025-03-29T23:12:22Z,6oj55tf7cdnnnft350f9fyhnt,M. Real,,,5608521435,141,92.1,5608521429,3,,5608521431,56,Back,5608521437,212,18.6,5608521439,213,0.84,5608521433,140,44.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793225553,53,1,1,4,54,ak0rmms5xl49w57i2rvid1tk9,1,44.4,92.1,2025-03-29T23:12:22.092Z,2025-03-30T01:28:24Z,dio84sg1k4gsedcpordxs69lg,Q. Huerman,,,5608521531,213,3.46,5608521525,140,35.4,5608521523,56,Back,5608521529,212,10.0,5608521527,141,87.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793225597,55,1,1,4,56,ak0rmms5xl49w57i2rvid1tk9,1,35.4,87.5,2025-03-29T23:12:24.900Z,2025-03-30T01:28:27Z,6oj55tf7cdnnnft350f9fyhnt,M. Real,,,5608521785,140,32.8,5608521787,141,85.9,5608521783,56,Back,5608521791,213,3.52,5608521789,212,2.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793225635,56,1,1,4,58,ak0rmms5xl49w57i2rvid1tk9,1,32.8,85.9,2025-03-29T23:12:26.772Z,2025-03-29T23:12:28Z,dio84sg1k4gsedcpordxs69lg,Q. Huerman,,,5608521995,56,Back,5608522003,213,3.93,5608521999,141,68.5,5608522001,212,16.8,5608521997,140,21.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793225687,57,1,1,5,0,ak0rmms5xl49w57i2rvid1tk9,1,21.3,66.0,2025-03-29T23:12:28.285Z,2025-03-29T23:12:31Z,7i29w1zl3m6xdnurdll08jsvd,M. Mahoney,,,5608522255,140,23.1,5608522257,141,30.0,5608522263,213,4.79,5608522261,212,24.6,5608522253,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793225757,58,1,1,5,3,ak0rmms5xl49w57i2rvid1tk9,1,29.8,19.7,2025-03-29T23:12:31.189Z,2025-03-29T23:12:34Z,dqekbs06e79n3vapj437pwyc,G. Metusala,,,5608522693,213,0.29,5608522687,140,43.7,5608522685,56,Back,5608522689,141,26.1,5608522691,212,15.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793225803,59,1,1,5,6,ak0rmms5xl49w57i2rvid1tk9,1,53.5,24.4,2025-03-29T23:12:34.636Z,2025-03-29T23:12:36Z,ody1ty0csq2lnatvjwdrrv11,J. Fjeldberg,,,5608522869,141,4.3,5608522873,213,5.11,5608522867,140,59.0,5608522865,56,Right,5608522871,212,14.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793225869,60,1,1,5,8,ak0rmms5xl49w57i2rvid1tk9,1,59.0,4.3,2025-03-29T23:12:36.501Z,2025-03-29T23:12:40Z,2h53fzt0ubszmkuwfnez8n622,A. Ward,,,5608523241,141,30.3,5608523243,212,18.4,5608523245,213,1.86,5608523233,56,Center,5608523239,140,54.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793225895,61,1,1,5,11,ak0rmms5xl49w57i2rvid1tk9,1,60.1,28.8,2025-03-29T23:12:39.861Z,2025-03-29T23:12:41Z,6lehq7bt5okf4y9lbxan577x1,C. Adams,,,5608523383,212,9.0,5608523381,141,38.6,5608523377,56,Center,5608523379,140,65.8,5608523385,213,0.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793225935,62,1,1,5,13,ak0rmms5xl49w57i2rvid1tk9,1,66.7,39.7,2025-03-29T23:12:41.460Z,2025-03-29T23:12:43Z,4ccmn07kk0thmg6apfxgivmc5,J. Dhillon,,,5608523645,212,12.8,5608523637,56,Center,5608523643,141,58.4,5608523647,213,1.69,5608523641,140,65.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793225987,63,1,1,5,15,ak0rmms5xl49w57i2rvid1tk9,1,67.0,63.1,2025-03-29T23:12:43.788Z,2025-03-29T23:12:47Z,cnqxbvy77blk2ulx06t65it49,A. Fontana,,,5608523897,140,80.7,5608523895,56,Left,5608523901,212,21.7,5608523899,141,86.9,5608523903,213,0.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793226051,64,1,1,5,18,ak0rmms5xl49w57i2rvid1tk9,1,83.8,89.1,2025-03-29T23:12:46.893Z,2025-03-29T23:12:51Z,6oj55tf7cdnnnft350f9fyhnt,M. Real,,,5608524269,212,22.3,5608524263,56,Center,5608524259,2,,5608524261,155,,5608524267,141,57.5,5608524265,140,89.5,5608524271,213,4.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793226057,65,61,1,5,23,ak0rmms5xl49w57i2rvid1tk9,0,89.5,57.5,2025-03-29T23:12:51.429Z,2025-03-29T23:12:51Z,4ccmn07kk0thmg6apfxgivmc5,J. Dhillon,,,5608524299,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793226121,47,12,1,5,27,8cpjplodpphtkbt0hq8sr8mqs,1,13.2,39.7,2025-03-29T23:12:55.875Z,2025-03-30T01:17:49Z,e93nozniig2wriw9doit6a4tl,J. Murphy,,,5608524745,56,Back,5608524751,212,47.0,5608524835,167,,5608524747,140,32.5,5608524749,141,100.0,5608524753,213,1.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793226131,48,5,1,5,28,8cpjplodpphtkbt0hq8sr8mqs,0,35.0,101.8,2025-03-29T23:12:56.174Z,2025-03-30T01:56:11Z,e93nozniig2wriw9doit6a4tl,J. Murphy,,,5608524799,56,Back,5608524801,347,,5608525185,233,66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793226185,66,5,1,5,28,ak0rmms5xl49w57i2rvid1tk9,1,65.0,-1.8,2025-03-29T23:12:56.174Z,2025-03-30T01:45:15Z,4ccmn07kk0thmg6apfxgivmc5,J. Dhillon,,,5608525171,233,48,5608525147,56,Right,5608525149,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793226277,67,1,1,5,33,ak0rmms5xl49w57i2rvid1tk9,1,62.9,0.0,2025-03-29T23:13:01.340Z,2025-03-29T23:13:06Z,2h53fzt0ubszmkuwfnez8n622,A. Ward,,,5608525577,141,15.2,5608525571,107,,5608525573,56,Right,5608525579,212,16.0,5608525575,140,52.5,5608525581,213,2.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793226323,68,1,1,5,37,ak0rmms5xl49w57i2rvid1tk9,1,57.0,18.3,2025-03-29T23:13:05.844Z,2025-03-29T23:13:08Z,dqekbs06e79n3vapj437pwyc,G. Metusala,,,5608525803,56,Center,5608525807,141,31.6,5608525813,213,1.99,5608525805,140,53.2,5608525809,212,9.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793226387,69,1,1,5,39,ak0rmms5xl49w57i2rvid1tk9,1,53.2,31.6,2025-03-29T23:13:07.988Z,2025-03-29T23:13:13Z,6lehq7bt5okf4y9lbxan577x1,C. Adams,,,5608526155,140,40.2,5608526153,56,Back,5608526157,141,66.1,5608526159,212,27.1,5608526161,213,2.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793226403,70,1,1,5,45,ak0rmms5xl49w57i2rvid1tk9,0,48.3,72.1,2025-03-29T23:13:13.284Z,2025-03-30T01:45:12Z,7i29w1zl3m6xdnurdll08jsvd,M. Mahoney,,,5608526235,213,6.02,5608526227,56,Center,5608526229,140,63.7,5608526231,141,65.7,5608526233,212,16.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793226411,71,43,1,5,46,ak0rmms5xl49w57i2rvid1tk9,1,0.0,0.0,2025-03-29T23:13:15.011Z,2025-03-30T01:28:00Z,4ccmn07kk0thmg6apfxgivmc5,J. Dhillon,,,5608526269,56,Center,5609076839,144,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793226573,50,1,1,5,48,8cpjplodpphtkbt0hq8sr8mqs,1,27.4,53.3,2025-03-29T23:13:16.811Z,2025-03-29T23:13:26Z,9tispdm7tc3te31awsfcmd905,A. Quinn,,,5608527255,213,5.63,5608527253,212,32.8,5608527249,140,52.3,5608527257,1,,5608527247,56,Center,5608527251,141,24.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793226581,51,1,1,5,58,8cpjplodpphtkbt0hq8sr8mqs,0,86.4,25.8,2025-03-29T23:13:26.147Z,2025-03-30T01:54:36Z,d50x000h9o6i8kd8aihie4lx,M. Foster,,,5608527933,233,72,5608527301,141,28.2,5608527299,140,87.4,5608527931,236,,5608527297,56,Center,5608527303,212,1.9,5608527937,286,,5608527305,213,1.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793226571,72,74,1,5,58,ak0rmms5xl49w57i2rvid1tk9,1,10.4,66.6,2025-03-29T23:13:26.148Z,2025-03-30T01:54:42Z,7i29w1zl3m6xdnurdll08jsvd,M. Mahoney,,,5608527243,56,Back,5608527961,233,51,5608527887,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793226677,52,1,1,6,1,8cpjplodpphtkbt0hq8sr8mqs,1,83.4,3.7,2025-03-29T23:13:29.618Z,2025-03-29T23:13:31Z,d50x000h9o6i8kd8aihie4lx,M. Foster,,,5608527809,140,71.6,5608527807,56,Right,5608527815,213,2.85,5608527813,212,12.9,5608527811,141,9.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793226719,53,1,1,6,3,8cpjplodpphtkbt0hq8sr8mqs,1,70.8,8.5,2025-03-29T23:13:31.714Z,2025-03-30T01:20:16Z,arxprecroj7kqwx1tmkhhfsdm,B. Ofeimu,,,5608528055,213,6.01,5608528049,140,79.5,5608528053,212,9.5,5608528051,141,4.7,5608528047,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793226777,54,1,1,6,6,8cpjplodpphtkbt0hq8sr8mqs,1,76.1,6.1,2025-03-29T23:13:34.914Z,2025-03-29T23:13:39Z,d50x000h9o6i8kd8aihie4lx,M. Foster,,,5608528409,212,14.1,5608528407,141,13.7,5608528401,56,Right,5608528411,213,2.77,5608528405,140,63.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793226875,55,1,1,6,11,8cpjplodpphtkbt0hq8sr8mqs,1,69.0,11.9,2025-03-29T23:13:39.034Z,2025-03-29T23:13:44Z,e93nozniig2wriw9doit6a4tl,J. Murphy,,,5608529017,212,57.8,5608529013,140,81.8,5608529015,141,94.5,5608529007,155,,5608529021,1,,5608529011,56,Left,5608529019,213,1.34,5608529009,196,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793226899,56,1,1,6,16,8cpjplodpphtkbt0hq8sr8mqs,1,87.3,94.1,2025-03-29T23:13:44.098Z,2025-03-29T23:13:46Z,637c2iedo7modc3ekt36c2m7d,A. Stanley,,,5608529135,141,77.8,5608529133,140,94.5,5608529139,213,5.31,5608529137,212,13.4,5608529131,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793226911,57,1,1,6,17,8cpjplodpphtkbt0hq8sr8mqs,0,94.5,77.8,2025-03-29T23:13:45.970Z,2025-03-29T23:13:47Z,7ad4uvgwiwtjy23nt3yjsmctm,O. Brynéus,,,5608529203,212,2.7,5608529327,236,,5608529337,286,,5608529333,233,73,5608529205,213,4.67,5608529201,141,73.9,5608529197,140,94.4,5608529195,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793226923,73,74,1,6,17,ak0rmms5xl49w57i2rvid1tk9,1,6.2,24.6,2025-03-29T23:13:45.971Z,2025-03-30T01:45:42Z,ody1ty0csq2lnatvjwdrrv11,J. Fjeldberg,,,5608529365,233,57,5608529271,56,Back,5608529273,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793227039,74,1,1,6,25,ak0rmms5xl49w57i2rvid1tk9,0,2.3,7.1,2025-03-29T23:13:53.830Z,2025-03-30T01:45:02Z,ody1ty0csq2lnatvjwdrrv11,J. Fjeldberg,,,5608529991,213,6.05,5608529981,157,,5608529989,212,16.5,5608529985,140,17.6,5608529987,141,1.6,5608529983,56,Back,5608529993,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793227081,58,1,1,6,28,8cpjplodpphtkbt0hq8sr8mqs,1,85.9,97.5,2025-03-29T23:13:56.809Z,2025-03-29T23:13:59Z,9tispdm7tc3te31awsfcmd905,A. Quinn,,,5608530245,140,80.0,5608530247,141,73.9,5608530251,213,4.34,5608530243,56,Center,5608530249,212,17.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
