id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/8/value,qualifier/9/value,qualifier/10/value,qualifier/13/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/16/value,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId
2822657999,41,1,1,2,27,daicfonrbj124lu2la2rctxck,1,13.4,49.0,2025-06-14T23:08:46.341Z,2025-06-14T23:08:49Z,a3l8f3a6rr93qyyaxhdfqq1yi,J. Lee,,,5771213943,157,,5771213953,213,0.03,5771213947,140,44.7,5771213955,1,,5771213945,56,Back,5771213951,212,32.9,5771213949,141,50.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822658001,42,44,1,2,29,daicfonrbj124lu2la2rctxck,1,41.8,46.8,2025-06-14T23:08:48.486Z,2025-06-15T01:09:36Z,9txqixk3uycvort3ntzkva1g5,Z. Herivaux,,,5771213973,233,21,5771213959,56,Back,5771213961,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822657997,21,44,1,2,29,6597wqy6gmpv3zjx7rp8cdj46,0,58.2,53.2,2025-06-14T23:08:48.487Z,2025-06-15T01:09:36Z,1tsiml56f2xxym8h4tfjmho2c,M. Maldonado,,,5771214003,233,42,5771213939,56,Center,5771213941,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822658017,43,1,1,2,30,daicfonrbj124lu2la2rctxck,0,43.8,49.0,2025-06-14T23:08:48.548Z,2025-06-14T23:21:26Z,9txqixk3uycvort3ntzkva1g5,Z. Herivaux,,,5771214055,140,54.7,5771214059,212,11.5,5771214061,213,0.09,5771214051,168,,5771214053,56,Center,5771214057,141,50.6,5771214049,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822658013,22,1,1,2,31,6597wqy6gmpv3zjx7rp8cdj46,0,53.9,56.0,2025-06-14T23:08:50.430Z,2025-06-14T23:08:50Z,6jdsh8ubirqphhurw5rr7kz8q,B. Washington,,,5771214025,3,,5771214035,213,0.51,5771214029,140,62.5,5771214033,212,10.3,5771214027,56,Center,5771214031,141,63.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822658029,44,1,1,2,33,daicfonrbj124lu2la2rctxck,0,48.2,30.6,2025-06-14T23:08:52.292Z,2025-06-14T23:08:55Z,4vdbw63j0s7npezknabq6p7xm,J. Brito,,,5771214107,56,Center,5771214113,212,28.2,5771214111,141,41.8,5771214105,155,,5771214115,213,0.27,5771214109,140,74.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822658071,23,12,1,2,38,6597wqy6gmpv3zjx7rp8cdj46,1,31.3,56.4,2025-06-14T23:08:56.966Z,2025-06-14T23:09:01Z,6jdsh8ubirqphhurw5rr7kz8q,B. Washington,,,5771214323,56,Back,5771214327,141,58.1,5771214331,213,0.08,5771214329,212,13.7,5771214325,140,44.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822658075,24,50,1,2,42,6597wqy6gmpv3zjx7rp8cdj46,1,44.0,56.0,2025-06-14T23:09:00.796Z,2025-06-15T01:10:55Z,f21web74a70mly9i28jpa1yvp,C. Martin,,,5771214333,56,Back,5771214385,233,45,5771214335,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822658069,45,7,1,2,42,daicfonrbj124lu2la2rctxck,0,56.0,44.0,2025-06-14T23:09:00.797Z,2025-06-15T01:09:17Z,1diaoqi51gzx23j4d5f8xc8b8,A. Shapiro-Thompson,,,5771214319,285,,5771214347,233,24,5771214317,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822658085,46,1,1,2,43,daicfonrbj124lu2la2rctxck,0,60.7,36.3,2025-06-14T23:09:01.885Z,2025-06-14T23:09:03Z,9txqixk3uycvort3ntzkva1g5,Z. Herivaux,,,5771214415,213,0.62,5771214409,140,72.2,5771214411,141,49.1,5771214413,212,14.9,5771214407,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822663195,125,1,1,2,44,6597wqy6gmpv3zjx7rp8cdj46,0,28.3,29.1,2025-06-14T23:09:02.596Z,2025-06-15T01:12:26Z,vg3ha8h2d35wgexer2i6ao0k,F. Sundstrom,,,5771244151,56,Back,5771244153,140,44.9,5771244157,212,33.9,5771244149,157,,5771244155,141,71.8,5771244159,213,1.03,5771244161,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822658121,47,1,1,2,46,daicfonrbj124lu2la2rctxck,1,50.1,13.4,2025-06-14T23:09:04.877Z,2025-06-14T23:22:41Z,bug5x187ehj0apzl11lrl3ip6,R. Hope-Gund,,,5771214593,140,78.5,5771239957,155,,5771214591,56,Right,5771214597,212,29.8,5771214595,141,13.4,5771214599,213,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822658123,48,61,1,2,50,daicfonrbj124lu2la2rctxck,0,80.9,11.9,2025-06-14T23:09:08.828Z,2025-06-14T23:25:15Z,9txqixk3uycvort3ntzkva1g5,Z. Herivaux,,,5771214603,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822658119,25,61,1,2,51,6597wqy6gmpv3zjx7rp8cdj46,1,34.4,93.0,2025-06-14T23:09:10.489Z,2025-06-14T23:09:10Z,9tknltys66s9j8ljchwu5efv9,P. Craig,,,5771214587,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822658131,26,1,1,2,53,6597wqy6gmpv3zjx7rp8cdj46,1,35.0,93.9,2025-06-14T23:09:11.549Z,2025-06-14T23:09:12Z,blkq1t8y0wnos6jxb0uwowwk5,P. Burner,,,5771214651,56,Back,5771214653,140,34.3,5771214657,212,4.0,5771214655,141,88.1,5771214659,213,4.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822658143,28,1,1,2,54,6597wqy6gmpv3zjx7rp8cdj46,0,34.3,88.1,2025-06-14T23:09:12.862Z,2025-06-14T23:09:15Z,f21web74a70mly9i28jpa1yvp,C. Martin,,,5771214729,141,100.0,5771214725,56,Left,5771214733,213,0.30,5771214731,212,29.8,5771214727,140,61.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822658145,29,5,1,2,57,6597wqy6gmpv3zjx7rp8cdj46,0,58.8,101.1,2025-06-14T23:09:15.538Z,2025-06-15T01:09:23Z,f21web74a70mly9i28jpa1yvp,C. Martin,,,5771214737,347,,5771214735,56,Left,5771214803,233,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822658157,49,5,1,2,57,daicfonrbj124lu2la2rctxck,1,41.2,-1.1,2025-06-14T23:09:15.538Z,2025-06-15T01:09:23Z,9txqixk3uycvort3ntzkva1g5,Z. Herivaux,,,5771214791,347,,5771214789,56,Back,5771214797,233,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822658185,50,1,1,2,59,daicfonrbj124lu2la2rctxck,1,44.4,0.0,2025-06-14T23:09:17.907Z,2025-06-14T23:09:22Z,3tb7ycl6z32sevjo8rxa590,A. Mabika,,,5771214977,1,,5771214971,141,30.7,5771214975,213,2.27,5771214969,140,27.0,5771214965,107,,5771214973,212,28.4,5771214967,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822658207,51,1,1,3,3,daicfonrbj124lu2la2rctxck,1,27.2,34.2,2025-06-14T23:09:22.005Z,2025-06-14T23:09:26Z,a3l8f3a6rr93qyyaxhdfqq1yi,J. Lee,,,5771215113,141,79.4,5771215119,1,,5771215109,56,Back,5771215115,212,34.2,5771215111,140,41.4,5771215117,213,1.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822658227,52,1,1,3,8,daicfonrbj124lu2la2rctxck,1,56.4,86.0,2025-06-14T23:09:26.760Z,2025-06-14T23:09:30Z,eg5pbxm7emj77mdcub4xp6m3u,A. Sanchez,,,5771215237,56,Left,5771215245,213,0.51,5771215239,140,63.4,5771215241,141,92.1,5771215243,212,8.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822658239,53,1,1,3,11,daicfonrbj124lu2la2rctxck,1,63.4,92.1,2025-06-14T23:09:30.243Z,2025-06-14T23:09:32Z,9ch7zgxlcjiio0xbo2hhl2yvo,N. Fuson,,,5771215321,212,8.8,5771215317,140,57.0,5771215323,213,3.84,5771215315,56,Left,5771215319,141,83.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822658245,54,1,1,3,13,daicfonrbj124lu2la2rctxck,0,57.2,83.9,2025-06-14T23:09:32.260Z,2025-06-14T23:09:33Z,711t32tk6qwl567dngcldfw15,M. Rodriguez,,,5771215357,140,74.9,5771215363,213,0.20,5771215361,212,18.9,5771215359,141,89.3,5771215355,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822658251,30,8,1,3,17,6597wqy6gmpv3zjx7rp8cdj46,1,27.1,36.7,2025-06-14T23:09:35.734Z,2025-06-15T01:12:21Z,7ejohb009byubwiqv36vag5jo,Pedro Dolabella,,,5771215389,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822658269,32,1,1,3,19,6597wqy6gmpv3zjx7rp8cdj46,1,29.7,36.1,2025-06-14T23:09:38.223Z,2025-06-15T01:10:26Z,7ejohb009byubwiqv36vag5jo,Pedro Dolabella,,,5771215485,212,23.1,5771215479,56,Center,5771215483,141,35.8,5771215481,140,51.7,5771215487,213,6.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822658281,33,1,1,3,21,6597wqy6gmpv3zjx7rp8cdj46,1,51.7,35.8,2025-06-14T23:09:39.701Z,2025-06-14T23:09:42Z,f21web74a70mly9i28jpa1yvp,C. Martin,,,5771215539,213,5.27,5771215535,141,14.7,5771215537,212,17.0,5771215533,140,60.3,5771215531,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822658291,34,1,1,3,24,6597wqy6gmpv3zjx7rp8cdj46,1,64.9,17.7,2025-06-14T23:09:42.853Z,2025-06-14T23:09:44Z,1tsiml56f2xxym8h4tfjmho2c,M. Maldonado,,,5771215595,141,16.7,5771215599,213,3.19,5771215597,212,13.5,5771215591,56,Right,5771215593,140,52.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822658299,35,1,1,3,26,6597wqy6gmpv3zjx7rp8cdj46,1,48.5,17.6,2025-06-14T23:09:44.806Z,2025-06-14T23:09:47Z,411grh3cytippnnanb767qvsa,Rafa Mentzingen,,,5771215643,56,Center,5771215645,140,53.7,5771215651,213,0.94,5771215649,212,9.2,5771215647,141,28.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822658305,36,1,1,3,28,6597wqy6gmpv3zjx7rp8cdj46,1,56.0,27.7,2025-06-14T23:09:47.277Z,2025-06-14T23:09:48Z,f21web74a70mly9i28jpa1yvp,C. Martin,,,5771215689,56,Back,5771215697,213,3.19,5771215691,140,47.2,5771215693,141,27.1,5771215695,212,9.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822658319,37,1,1,3,29,6597wqy6gmpv3zjx7rp8cdj46,1,47.0,27.1,2025-06-14T23:09:48.301Z,2025-06-14T23:09:50Z,vg3ha8h2d35wgexer2i6ao0k,F. Sundstrom,,,5771215795,140,37.6,5771215799,212,18.5,5771215797,141,50.1,5771215801,213,2.13,5771215793,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822658345,38,1,1,3,32,6597wqy6gmpv3zjx7rp8cdj46,1,36.8,49.3,2025-06-14T23:09:50.589Z,2025-06-14T23:09:53Z,6jdsh8ubirqphhurw5rr7kz8q,B. Washington,,,5771215947,213,5.22,5771215939,56,Back,5771215943,141,30.6,5771215941,140,43.6,5771215945,212,14.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822658361,39,1,1,3,35,6597wqy6gmpv3zjx7rp8cdj46,1,43.6,30.4,2025-06-14T23:09:53.829Z,2025-06-14T23:09:57Z,vg3ha8h2d35wgexer2i6ao0k,F. Sundstrom,,,5771216033,141,9.2,5771216031,140,60.2,5771216037,213,5.59,5771216029,56,Right,5771216035,212,22.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822658369,40,1,1,3,38,6597wqy6gmpv3zjx7rp8cdj46,1,65.2,9.1,2025-06-14T23:09:57.238Z,2025-06-14T23:09:59Z,411grh3cytippnnanb767qvsa,Rafa Mentzingen,,,5771216067,212,10.7,5771216063,140,70.9,5771216061,56,Center,5771216065,141,22.2,5771216069,213,0.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822658379,41,1,1,3,40,6597wqy6gmpv3zjx7rp8cdj46,0,68.8,20.9,2025-06-14T23:09:59.053Z,2025-06-14T23:26:52Z,7ejohb009byubwiqv36vag5jo,Pedro Dolabella,,,5771216153,213,6.12,5771216145,56,Right,5771216151,212,21.1,5771216149,141,15.8,5771216147,140,88.6,5771247887,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822658389,55,43,1,3,44,daicfonrbj124lu2la2rctxck,1,0.0,0.0,2025-06-14T23:10:03.228Z,2025-06-14T23:10:15Z,eg5pbxm7emj77mdcub4xp6m3u,A. Sanchez,,,5771216499,144,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822658405,42,43,1,3,47,6597wqy6gmpv3zjx7rp8cdj46,1,0.0,0.0,2025-06-14T23:10:05.982Z,2025-06-14T23:10:23Z,411grh3cytippnnanb767qvsa,Rafa Mentzingen,,,5771216673,144,7,5771216273,286,0,5771216271,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822658415,43,1,1,3,50,6597wqy6gmpv3zjx7rp8cdj46,1,90.4,28.6,2025-06-14T23:10:09.012Z,2025-06-14T23:10:19Z,411grh3cytippnnanb767qvsa,Rafa Mentzingen,1.0,,5771216597,210,13,5771216337,213,2.17,5771216333,141,34.5,5771216331,140,87.8,5771216329,56,Center,5771216335,212,4.9,5771216599,154,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822658423,44,13,1,3,51,6597wqy6gmpv3zjx7rp8cdj46,1,86.5,41.7,2025-06-14T23:10:10.006Z,2025-06-15T01:19:42Z,69wq859yz6wzirpbvpnt3n8bt,L. Perez,,,5771216505,20,,5771216603,29,,5771569307,81,,5771216605,154,,5771216611,102,36.8,5771216617,230,98.9,5771216613,103,69.4,5771216369,56,Center,5771249251,17,5771216365,22,5771216615,328,5771216619,231,48.0,5771216607,55,43,,,,,,,,,,,,,,,,,,,,
2822658441,45,5,1,3,52,6597wqy6gmpv3zjx7rp8cdj46,0,101.0,41.0,2025-06-14T23:10:11.429Z,2025-06-14T23:10:20Z,7ejohb009byubwiqv36vag5jo,Pedro Dolabella,,,5771216503,346,,5771216501,56,Center,5771216587,233,56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822658455,56,5,1,3,52,daicfonrbj124lu2la2rctxck,1,-1.0,59.0,2025-06-14T23:10:11.429Z,2025-06-15T01:09:24Z,eg5pbxm7emj77mdcub4xp6m3u,A. Sanchez,,,5771216577,233,45,5771216571,56,Back,5771216573,346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822658499,57,1,1,4,9,daicfonrbj124lu2la2rctxck,1,3.6,50.3,2025-06-14T23:10:28.169Z,2025-06-14T23:10:34Z,a3l8f3a6rr93qyyaxhdfqq1yi,J. Lee,,,5771216891,56,Back,5771216897,212,13.1,5771216889,124,,5771216895,141,31.9,5771216899,213,5.01,5771216893,140,7.3,5771216903,237,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822658513,58,1,1,4,15,daicfonrbj124lu2la2rctxck,1,10.4,27.7,2025-06-14T23:10:33.908Z,2025-06-14T23:10:37Z,3tb7ycl6z32sevjo8rxa590,A. Mabika,,,5771216987,212,14.1,5771216981,56,Back,5771216983,140,22.7,5771216989,213,0.41,5771216985,141,36.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822658541,59,1,1,4,18,daicfonrbj124lu2la2rctxck,1,26.0,43.1,2025-06-14T23:10:37.147Z,2025-06-14T23:10:45Z,1diaoqi51gzx23j4d5f8xc8b8,A. Shapiro-Thompson,,,5771217193,1,,5771217181,56,Back,5771217187,141,93.6,5771217189,212,35.0,5771217191,213,1.37,5771217185,140,32.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822658577,60,1,1,4,26,daicfonrbj124lu2la2rctxck,1,37.8,92.1,2025-06-14T23:10:44.901Z,2025-06-14T23:10:49Z,eg5pbxm7emj77mdcub4xp6m3u,A. Sanchez,,,5771217373,56,Back,5771217375,140,41.6,5771217379,212,9.2,5771217377,141,79.9,5771217381,213,5.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822658603,61,1,1,4,30,daicfonrbj124lu2la2rctxck,1,35.7,72.9,2025-06-14T23:10:49.396Z,2025-06-14T23:10:56Z,1diaoqi51gzx23j4d5f8xc8b8,A. Shapiro-Thompson,,,5771217535,56,Back,5771217543,213,3.35,5771217541,212,10.7,5771217539,141,69.6,5771217537,140,25.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822658607,62,1,1,4,37,daicfonrbj124lu2la2rctxck,1,30.3,75.6,2025-06-14T23:10:56.189Z,2025-06-15T00:01:16Z,3tb7ycl6z32sevjo8rxa590,A. Mabika,,,5771217579,213,0.91,5771217575,141,97.7,5771217577,212,19.0,5771217573,140,41.4,5771217571,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822658627,63,1,1,4,40,daicfonrbj124lu2la2rctxck,1,41.4,97.7,2025-06-14T23:10:58.852Z,2025-06-14T23:11:01Z,eg5pbxm7emj77mdcub4xp6m3u,A. Sanchez,,,5771217699,140,54.2,5771217701,141,77.6,5771217703,212,19.2,5771217705,213,5.49,5771217697,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822658635,64,1,1,4,42,daicfonrbj124lu2la2rctxck,1,54.1,79.1,2025-06-14T23:11:01.302Z,2025-06-14T23:11:03Z,711t32tk6qwl567dngcldfw15,M. Rodriguez,,,5771217755,212,13.6,5771217753,141,95.6,5771217751,140,61.5,5771217757,213,0.97,5771217749,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822658643,65,1,1,4,45,daicfonrbj124lu2la2rctxck,0,62.6,95.0,2025-06-14T23:11:03.628Z,2025-06-14T23:11:04Z,9ch7zgxlcjiio0xbo2hhl2yvo,N. Fuson,,,5771217795,141,93.5,5771217799,213,6.18,5771217797,212,10.2,5771217791,56,Left,5771217793,140,72.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822658653,46,61,1,4,45,6597wqy6gmpv3zjx7rp8cdj46,1,35.4,5.2,2025-06-14T23:11:03.757Z,2025-06-14T23:28:09Z,411grh3cytippnnanb767qvsa,Rafa Mentzingen,,,5771217839,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822658655,47,5,1,4,46,6597wqy6gmpv3zjx7rp8cdj46,0,31.6,-1.3,2025-06-14T23:11:05.187Z,2025-06-15T01:09:24Z,411grh3cytippnnanb767qvsa,Rafa Mentzingen,,,5771218045,233,66,5771217857,347,,5771217855,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822658683,66,5,1,4,46,daicfonrbj124lu2la2rctxck,1,68.4,101.3,2025-06-14T23:11:05.187Z,2025-06-15T01:09:24Z,9ch7zgxlcjiio0xbo2hhl2yvo,N. Fuson,,,5771218009,347,,5771218007,56,Left,5771218029,233,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822658723,67,1,1,4,53,daicfonrbj124lu2la2rctxck,1,68.0,100.0,2025-06-14T23:11:11.685Z,2025-06-14T23:11:17Z,eg5pbxm7emj77mdcub4xp6m3u,A. Sanchez,,,5771218243,212,29.8,5771218237,56,Back,5771218245,213,3.50,5771218235,107,,5771218247,1,,5771218239,140,41.4,5771218241,141,86.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822658731,68,1,1,4,58,daicfonrbj124lu2la2rctxck,1,40.6,77.0,2025-06-14T23:11:16.934Z,2025-06-14T23:11:19Z,3tb7ycl6z32sevjo8rxa590,A. Mabika,,,5771218323,140,36.6,5771218325,141,41.8,5771218329,213,4.54,5771218321,56,Back,5771218327,212,24.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822658755,69,1,1,5,0,daicfonrbj124lu2la2rctxck,1,36.6,40.3,2025-06-14T23:11:18.933Z,2025-06-14T23:11:21Z,c8svt3yazcfaq478j0cpbmbfu,K. Yao,,,5771218447,212,15.1,5771218441,56,Back,5771218445,141,18.3,5771218449,213,4.84,5771218443,140,38.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822658765,70,1,1,5,2,daicfonrbj124lu2la2rctxck,1,38.2,19.7,2025-06-14T23:11:21.163Z,2025-06-14T23:11:23Z,bug5x187ehj0apzl11lrl3ip6,R. Hope-Gund,,,5771218517,212,31.2,5771218513,140,34.6,5771218511,56,Back,5771218519,213,1.69,5771218515,141,65.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822658795,71,1,1,5,4,daicfonrbj124lu2la2rctxck,1,34.6,65.2,2025-06-14T23:11:23.138Z,2025-06-14T23:11:27Z,3tb7ycl6z32sevjo8rxa590,A. Mabika,,,5771218699,56,Back,5771218707,213,4.24,5771218701,140,22.6,5771218703,141,29.1,5771218705,212,27.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822658799,72,1,1,5,8,daicfonrbj124lu2la2rctxck,1,23.3,25.3,2025-06-14T23:11:27.243Z,2025-06-14T23:11:28Z,c8svt3yazcfaq478j0cpbmbfu,K. Yao,,,5771218731,213,5.25,5771218723,56,Back,5771218725,140,26.6,5771218729,212,6.7,5771218727,141,16.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822658815,73,1,1,5,9,daicfonrbj124lu2la2rctxck,1,26.5,16.8,2025-06-14T23:11:28.179Z,2025-06-14T23:11:30Z,bug5x187ehj0apzl11lrl3ip6,R. Hope-Gund,,,5771218815,213,0.97,5771218809,140,32.9,5771218813,212,11.9,5771218811,141,31.3,5771218807,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822658841,74,1,1,5,11,daicfonrbj124lu2la2rctxck,1,31.5,31.9,2025-06-14T23:11:30.162Z,2025-06-14T23:11:33Z,1diaoqi51gzx23j4d5f8xc8b8,A. Shapiro-Thompson,,,5771218965,212,21.9,5771218961,140,13.6,5771218963,141,48.4,5771218967,213,2.60,5771218959,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822658865,75,1,1,5,14,daicfonrbj124lu2la2rctxck,1,13.8,53.4,2025-06-14T23:11:33.321Z,2025-06-14T23:11:40Z,a3l8f3a6rr93qyyaxhdfqq1yi,J. Lee,,,5771219109,1,,5771219099,56,Back,5771219105,212,36.0,5771219103,141,96.3,5771219101,140,33.9,5771219107,213,0.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822658875,76,1,1,5,21,daicfonrbj124lu2la2rctxck,1,62.9,96.0,2025-06-14T23:11:40.301Z,2025-06-14T23:11:42Z,eg5pbxm7emj77mdcub4xp6m3u,A. Sanchez,,,5771219133,56,Left,5771219137,141,81.2,5771219135,140,71.4,5771219139,212,13.5,5771219141,213,5.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822658877,77,61,1,5,23,daicfonrbj124lu2la2rctxck,0,71.4,81.2,2025-06-14T23:11:42.122Z,2025-06-14T23:11:42Z,9ch7zgxlcjiio0xbo2hhl2yvo,N. Fuson,,,5771219145,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822658883,78,61,1,5,24,daicfonrbj124lu2la2rctxck,1,70.4,81.1,2025-06-14T23:11:42.903Z,2025-06-14T23:11:43Z,9ch7zgxlcjiio0xbo2hhl2yvo,N. Fuson,,,5771219165,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822658889,48,1,1,5,25,6597wqy6gmpv3zjx7rp8cdj46,0,33.2,27.7,2025-06-14T23:11:43.733Z,2025-06-14T23:11:44Z,vg3ha8h2d35wgexer2i6ao0k,F. Sundstrom,,,5771219205,140,34.7,5771219209,212,1.6,5771219207,141,27.6,5771219203,56,Back,5771219211,213,6.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822658899,50,1,1,5,26,6597wqy6gmpv3zjx7rp8cdj46,1,31.4,25.8,2025-06-14T23:11:45.356Z,2025-06-14T23:11:46Z,411grh3cytippnnanb767qvsa,Rafa Mentzingen,,,5771219243,212,6.6,5771219245,213,5.99,5771219237,56,Back,5771219241,141,23.0,5771219239,140,37.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822658905,51,1,1,5,28,6597wqy6gmpv3zjx7rp8cdj46,1,36.6,18.8,2025-06-14T23:11:46.572Z,2025-06-14T23:11:47Z,7ejohb009byubwiqv36vag5jo,Pedro Dolabella,,,5771219289,212,6.3,5771219291,213,0.88,5771219285,140,40.4,5771219287,141,25.9,5771219283,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
