id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/8/value,qualifier/11/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/12/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value
2809953455,41,1,1,3,34,bk3zg8yaj5uoqhxzwons3bo8a,0,32.1,89.4,2025-05-04T01:11:20.675Z,2025-05-04T01:11:23Z,52rcg38mijjjusfwqxa2l7hex,J. Lindsey,,,5700674475,212,62.0,5700674473,141,45.8,5700674471,140,84.0,5700674467,155,,5700674469,56,Center,5700674477,213,5.78,5700674479,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809953541,26,1,1,3,38,5h878vnmkbuy2ummddprusxgq,1,12.9,52.3,2025-05-04T01:11:25.125Z,2025-05-04T01:11:28Z,8y556fvv7asmfouaica4nbai1,J. Waite,,,5700674933,141,31.0,5700674927,123,,5700674929,56,Back,5700674935,212,18.9,5700674937,213,5.41,5700674931,140,24.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809953583,27,1,1,3,41,5h878vnmkbuy2ummddprusxgq,1,23.5,31.3,2025-05-04T01:11:28.593Z,2025-05-04T01:11:31Z,2mxaagzu9rb92z9880yjllbzd,W. Ackwei,,,5700675181,212,22.2,5700675175,56,Back,5700675179,141,57.6,5700675183,213,2.20,5700675177,140,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809953667,28,1,1,3,44,5h878vnmkbuy2ummddprusxgq,1,11.0,57.6,2025-05-04T01:11:31.179Z,2025-05-04T01:11:38Z,8y556fvv7asmfouaica4nbai1,J. Waite,,,5700675707,213,1.17,5700675703,141,79.6,5700675705,212,16.2,5700675699,56,Back,5700675701,140,17.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809953671,29,61,1,3,51,5h878vnmkbuy2ummddprusxgq,0,30.9,94.6,2025-05-04T01:11:37.769Z,2025-05-04T01:11:38Z,dowfebdy2qnsz8hkj0ilrux62,K. Twumasi,,,5700675713,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809953689,30,5,1,3,52,5h878vnmkbuy2ummddprusxgq,0,34.3,101.8,2025-05-04T01:11:38.683Z,2025-05-04T03:31:03Z,dowfebdy2qnsz8hkj0ilrux62,K. Twumasi,,,5700675793,347,,5700676073,233,42,5700675791,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809953725,42,5,1,3,52,bk3zg8yaj5uoqhxzwons3bo8a,1,65.7,-1.8,2025-05-04T01:11:38.683Z,2025-05-04T03:15:05Z,3nvijn3ctkplajtt1dd23wycp,M. Gaines,,,5700676013,56,Right,5700676051,233,30,5700676015,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809953787,43,1,1,3,55,bk3zg8yaj5uoqhxzwons3bo8a,1,61.3,0.0,2025-05-04T01:11:42.442Z,2025-05-04T02:09:20Z,caxfn5xu1taewgtxil6ah2rjd,Z. Bailey,,,5700676313,56,Right,5700676323,213,1.89,5700676315,140,57.8,5700676317,141,14.3,5700676319,212,11.6,5700676311,107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809953811,44,1,1,3,59,bk3zg8yaj5uoqhxzwons3bo8a,1,57.8,14.3,2025-05-04T01:11:45.906Z,2025-05-04T01:11:47Z,bhzsz7pbe6pbwojtc1mi8m28l,M. Akale,,,5700676431,56,Back,5700676437,212,40.1,5700676439,213,2.31,5700676441,1,,5700676435,141,57.8,5700676433,140,32.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809953835,45,1,1,4,0,bk3zg8yaj5uoqhxzwons3bo8a,1,32.0,57.8,2025-05-04T01:11:47.186Z,2025-05-04T02:09:29Z,cvdn34vl3zje5uq54nvg77sut,K. Ryden,,,5700676539,56,Back,5700676541,140,43.4,5700676549,212,25.1,5700676553,213,1.07,5700676545,141,90.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809953849,46,43,1,4,1,bk3zg8yaj5uoqhxzwons3bo8a,1,0.0,0.0,2025-05-04T01:11:48.530Z,2025-05-04T02:08:50Z,52rcg38mijjjusfwqxa2l7hex,J. Lindsey,,,5700881965,144,56,5700676615,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809953945,47,1,1,4,5,bk3zg8yaj5uoqhxzwons3bo8a,1,51.3,93.9,2025-05-04T01:11:51.634Z,2025-05-04T01:11:55Z,52rcg38mijjjusfwqxa2l7hex,J. Lindsey,,,5700677139,56,Center,5700677141,140,54.8,5700677145,212,13.2,5700677143,141,75.3,5700677147,213,5.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809954081,48,1,1,4,8,bk3zg8yaj5uoqhxzwons3bo8a,1,59.1,59.1,2025-05-04T01:11:55.442Z,2025-05-04T01:12:04Z,7b346y8ad54mkc0h1343ybs2x,Luiz Fernando,,,5700677915,1,,5700677905,56,Right,5700677913,213,4.99,5700677911,212,35.6,5700677907,140,68.4,5700677909,141,8.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809954089,49,3,1,4,17,bk3zg8yaj5uoqhxzwons3bo8a,0,77.0,15.5,2025-05-04T01:12:04.306Z,2025-05-04T01:12:05Z,3nvijn3ctkplajtt1dd23wycp,M. Gaines,,,5700677995,211,,5700677973,56,Right,5700677975,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809954203,31,12,1,4,19,5h878vnmkbuy2ummddprusxgq,1,9.2,83.5,2025-05-04T01:12:06.196Z,2025-05-04T01:12:14Z,6fgxgq77v66va16tcuqvyn6x,Gabi Torres,,,5700678841,233,50,5700678571,141,84.7,5700678567,56,Back,5700678575,213,0.71,5700678569,140,10.1,5700678573,212,1.2,5700678835,397,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809954107,50,74,1,4,19,bk3zg8yaj5uoqhxzwons3bo8a,1,88.3,15.5,2025-05-04T01:12:06.197Z,2025-05-04T01:12:14Z,3nvijn3ctkplajtt1dd23wycp,M. Gaines,,,5700678797,397,,5700678511,285,,5700678909,233,31,5700678075,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809954427,32,5,1,4,20,5h878vnmkbuy2ummddprusxgq,1,-1.3,83.0,2025-05-04T01:12:07.538Z,2025-05-04T03:31:03Z,6fgxgq77v66va16tcuqvyn6x,Gabi Torres,,,5700679771,56,Back,5700679847,233,51,5700679773,346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809954179,51,5,1,4,20,bk3zg8yaj5uoqhxzwons3bo8a,0,101.3,17.0,2025-05-04T01:12:07.538Z,2025-05-04T03:31:03Z,3nvijn3ctkplajtt1dd23wycp,M. Gaines,,,5700678437,56,Right,5700678439,346,,5700679945,233,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809954605,33,1,1,4,42,5h878vnmkbuy2ummddprusxgq,0,3.7,54.7,2025-05-04T01:12:29.617Z,2025-05-04T01:12:38Z,8y556fvv7asmfouaica4nbai1,J. Waite,,,5700680741,140,71.9,5700680739,56,Left,5700680737,124,,5700680747,213,0.34,5700680749,1,,5700680751,74,,5700680745,212,75.9,5700680743,141,91.9,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809954617,52,12,1,4,51,bk3zg8yaj5uoqhxzwons3bo8a,1,35.5,14.9,2025-05-04T01:12:38.330Z,2025-05-04T01:12:40Z,2o86bp6u8hbr8q43mea7srco9,W. Seymore,,,5700680851,213,5.07,5700680847,141,0.0,5700680893,15,,5700680849,212,12.2,5700680843,56,Back,5700680845,140,39.6,5700680991,167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809954777,34,5,1,4,52,5h878vnmkbuy2ummddprusxgq,1,62.5,101.7,2025-05-04T01:12:39.561Z,2025-05-04T03:31:04Z,2mgcta30puk8kuwb5mo4zvcnp,A. Moreno,,,5700681739,56,Left,5700681741,347,,5700681755,233,53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809954635,53,5,1,4,52,bk3zg8yaj5uoqhxzwons3bo8a,0,37.5,-1.7,2025-05-04T01:12:39.561Z,2025-05-04T03:31:04Z,2o86bp6u8hbr8q43mea7srco9,W. Seymore,,,5700681819,233,34,5700680961,56,Back,5700680963,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809954843,35,1,1,5,3,5h878vnmkbuy2ummddprusxgq,1,55.4,100.0,2025-05-04T01:12:49.817Z,2025-05-04T01:12:54Z,7vs1eqm82fwwuhwfqodb3dyw9,R. Ruiz,,,5700682187,56,Left,5700682191,141,92.1,5700682189,140,67.3,5700682195,213,5.84,5700682193,212,13.9,5700682185,107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809954849,36,61,1,5,7,5h878vnmkbuy2ummddprusxgq,0,68.7,88.3,2025-05-04T01:12:54.441Z,2025-05-04T01:13:32Z,2mgcta30puk8kuwb5mo4zvcnp,A. Moreno,,,5700682229,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809992043,407,1,1,5,10,bk3zg8yaj5uoqhxzwons3bo8a,1,36.0,24.1,2025-05-04T01:12:56.626Z,2025-05-04T02:09:19Z,akgtib8zyv5lrvh9mxunj2rdg,T. Pondeca,,,5700883331,213,1.24,5700883321,140,40.4,5700883323,141,44.0,5700883327,212,14.3,5700883319,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809954937,56,50,1,5,10,bk3zg8yaj5uoqhxzwons3bo8a,1,43.5,47.1,2025-05-04T01:12:57.071Z,2025-05-04T03:28:40Z,7b346y8ad54mkc0h1343ybs2x,Luiz Fernando,,,5700682655,56,Back,5700682657,286,,5700682753,233,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809954913,37,7,1,5,10,5h878vnmkbuy2ummddprusxgq,1,56.5,52.9,2025-05-04T01:12:57.072Z,2025-05-04T03:28:40Z,7ll9dqayz9698v71x2pvgrspg,Á. Quezada,,,5700682551,56,Center,5700682553,285,,5700682697,233,56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809954987,39,4,1,5,15,5h878vnmkbuy2ummddprusxgq,1,53.5,61.6,2025-05-04T01:13:01.761Z,2025-05-04T03:28:19Z,7ll9dqayz9698v71x2pvgrspg,Á. Quezada,,,5700683021,13,,5700683027,265,,5700683029,286,,5700683175,233,57,5700683025,152,,5700683023,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809954991,57,4,1,5,15,bk3zg8yaj5uoqhxzwons3bo8a,0,46.5,38.4,2025-05-04T01:13:01.762Z,2025-05-04T03:28:19Z,akgtib8zyv5lrvh9mxunj2rdg,T. Pondeca,,,5700683203,233,39,5700683143,152,,5700683147,285,,5700683141,56,Back,5700683139,13,,5700683145,265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809955523,40,1,1,5,52,5h878vnmkbuy2ummddprusxgq,1,51.3,63.3,2025-05-04T01:13:39.416Z,2025-05-04T01:13:40Z,7ajceczjsu9ci4nqv9gg2860a,F. Daroma,,,5700686131,152,,5700686141,212,18.1,5700686137,141,43.9,5700686135,140,39.5,5700686145,213,3.96,5700686133,56,Back,5700686129,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809955541,41,1,1,5,53,5h878vnmkbuy2ummddprusxgq,1,39.5,43.9,2025-05-04T01:13:40.080Z,2025-05-04T01:13:41Z,c4g35kho1qirnu4q420knnl9m,R. Coronado,,,5700686249,140,55.2,5700686247,56,Center,5700686251,141,49.8,5700686253,212,17.0,5700686255,213,0.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810016705,718,1,1,5,54,5h878vnmkbuy2ummddprusxgq,1,38.1,47.4,2025-05-04T01:13:40.626Z,2025-05-04T03:11:14Z,2mxaagzu9rb92z9880yjllbzd,W. Ackwei,,,5701018225,140,63.1,5701018231,213,5.88,5701018229,212,28.5,5701018227,141,31.0,5701018223,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810016805,719,1,1,5,55,5h878vnmkbuy2ummddprusxgq,1,69.1,32.9,2025-05-04T01:13:41.626Z,2025-05-04T03:12:21Z,6fgxgq77v66va16tcuqvyn6x,Gabi Torres,,,5701018871,212,21.1,5701018867,140,49.0,5701018869,141,34.0,5701018873,213,3.11,5701018865,56,Back,5701018863,156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810017025,720,1,1,5,56,5h878vnmkbuy2ummddprusxgq,0,52.1,48.1,2025-05-04T01:13:42.626Z,2025-05-04T03:28:01Z,7ajceczjsu9ci4nqv9gg2860a,F. Daroma,,,5701020137,140,50.2,5701020139,141,64.6,5701020141,212,11.4,5701020143,213,1.75,5701020135,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809955789,60,1,1,6,0,bk3zg8yaj5uoqhxzwons3bo8a,1,64.8,18.5,2025-05-04T01:13:47.288Z,2025-05-04T01:13:54Z,3nvijn3ctkplajtt1dd23wycp,M. Gaines,,,5700687517,213,2.80,5700687513,212,9.1,5700687509,141,23.0,5700687499,56,Center,5700687503,140,56.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809955647,43,83,1,6,0,5h878vnmkbuy2ummddprusxgq,0,36.0,84.0,2025-05-04T01:13:47.600Z,2025-05-04T02:07:22Z,c4g35kho1qirnu4q420knnl9m,R. Coronado,,,5700687847,399,caxfn5xu1taewgtxil6ah2rjd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809955801,61,1,1,6,7,bk3zg8yaj5uoqhxzwons3bo8a,1,57.7,15.4,2025-05-04T01:13:54.573Z,2025-05-04T02:07:20Z,caxfn5xu1taewgtxil6ah2rjd,Z. Bailey,,,5700878461,212,23.1,5700878459,141,27.8,5700878457,140,37.2,5700878455,56,Back,5700878463,213,2.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809955811,62,1,1,6,8,bk3zg8yaj5uoqhxzwons3bo8a,1,40.7,33.8,2025-05-04T01:13:54.737Z,2025-05-04T02:07:58Z,9imj5ig0i01uljnd3gd2cz1m,T. Maples,,,5700880031,56,Left,5700880041,1,,5700880039,213,0.98,5700880037,212,36.9,5700880035,141,78.9,5700880033,140,60.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809955843,63,1,1,6,9,bk3zg8yaj5uoqhxzwons3bo8a,1,59.4,92.9,2025-05-04T01:13:55.944Z,2025-05-04T01:13:57Z,52rcg38mijjjusfwqxa2l7hex,J. Lindsey,,,5700687769,141,78.5,5700687767,140,67.2,5700687771,212,12.8,5700687765,56,Center,5700687773,213,5.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809955853,64,1,1,6,11,bk3zg8yaj5uoqhxzwons3bo8a,1,67.2,78.5,2025-05-04T01:13:57.649Z,2025-05-04T01:14:00Z,7b346y8ad54mkc0h1343ybs2x,Luiz Fernando,,,5700687811,141,57.9,5700687807,56,Center,5700687809,140,61.3,5700687815,213,4.30,5700687813,212,15.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809955919,65,1,1,6,13,bk3zg8yaj5uoqhxzwons3bo8a,0,60.3,59.3,2025-05-04T01:13:59.929Z,2025-05-04T01:14:01Z,caxfn5xu1taewgtxil6ah2rjd,Z. Bailey,,,5700688161,1,,5700688159,213,5.42,5700688157,212,32.6,5700688153,140,80.4,5700688155,141,22.7,5700688151,56,Center,5700688149,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809956001,44,1,1,6,18,5h878vnmkbuy2ummddprusxgq,1,15.9,71.4,2025-05-04T01:14:04.761Z,2025-05-04T01:14:06Z,7vs1eqm82fwwuhwfqodb3dyw9,R. Ruiz,,,5700688625,141,76.0,5700688621,140,25.0,5700688631,213,0.32,5700688629,212,10.1,5700688613,3,,5700688617,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809956011,45,4,1,6,19,5h878vnmkbuy2ummddprusxgq,1,29.4,81.8,2025-05-04T01:14:05.943Z,2025-05-04T03:28:20Z,6fgxgq77v66va16tcuqvyn6x,Gabi Torres,,,5700688705,152,,5700688703,56,Back,5700688769,233,66,5700688701,13,,5700688709,285,,5700688707,265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809955989,66,4,1,6,19,bk3zg8yaj5uoqhxzwons3bo8a,0,70.6,18.2,2025-05-04T01:14:05.944Z,2025-05-04T03:28:20Z,2o86bp6u8hbr8q43mea7srco9,W. Seymore,,,5700688783,233,45,5700688723,56,Right,5700688731,265,,5700688719,13,,5700688727,152,,5700688735,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809956275,46,1,1,6,35,5h878vnmkbuy2ummddprusxgq,1,23.2,70.8,2025-05-04T01:14:22.081Z,2025-05-04T01:14:23Z,dowfebdy2qnsz8hkj0ilrux62,K. Twumasi,,,5700690143,213,3.90,5700690129,152,,5700690127,5,,5700690133,56,Back,5700690141,212,22.8,5700690139,141,47.7,5700690137,140,7.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809956337,47,1,1,6,37,5h878vnmkbuy2ummddprusxgq,1,8.3,48.1,2025-05-04T01:14:23.672Z,2025-05-04T01:14:27Z,8y556fvv7asmfouaica4nbai1,J. Waite,,,5700690357,140,15.4,5700690359,141,77.2,5700690361,212,21.1,5700690363,213,1.21,5700690355,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809956371,48,1,1,6,40,5h878vnmkbuy2ummddprusxgq,1,13.4,85.0,2025-05-04T01:14:26.777Z,2025-05-04T01:14:29Z,dowfebdy2qnsz8hkj0ilrux62,K. Twumasi,,,5700690527,212,13.1,5700690523,140,24.0,5700690529,213,0.55,5700690521,56,Back,5700690525,141,95.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809956419,49,1,1,6,42,5h878vnmkbuy2ummddprusxgq,0,23.5,94.5,2025-05-04T01:14:29.352Z,2025-05-04T01:14:32Z,7vs1eqm82fwwuhwfqodb3dyw9,R. Ruiz,,,5700690813,141,85.2,5700690823,1,,5700690815,212,40.7,5700690819,213,6.13,5700690809,56,Left,5700690807,155,,5700690811,140,61.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809956497,68,1,1,6,48,bk3zg8yaj5uoqhxzwons3bo8a,1,31.0,16.9,2025-05-04T01:14:34.888Z,2025-05-04T01:14:37Z,9imj5ig0i01uljnd3gd2cz1m,T. Maples,,,5700691187,212,23.9,5700691189,213,2.68,5700691181,56,Back,5700691183,140,10.6,5700691185,141,32.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809956525,69,1,1,6,50,bk3zg8yaj5uoqhxzwons3bo8a,0,8.2,34.1,2025-05-04T01:14:37.625Z,2025-05-04T01:14:40Z,zczt4alpawz5522hff8x39p1,A. Tambakis,,,5700691397,212,47.4,5700691393,140,38.1,5700691399,213,0.85,5700691401,1,,5700691391,56,Back,5700691395,141,86.3,5700691389,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809956589,51,1,1,6,56,5h878vnmkbuy2ummddprusxgq,1,65.1,14.2,2025-05-04T01:14:42.995Z,2025-05-04T01:14:45Z,7ajceczjsu9ci4nqv9gg2860a,F. Daroma,,,5700691805,141,9.4,5700691801,56,Right,5700691809,213,3.47,5700691803,140,55.9,5700691807,212,10.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809956623,52,1,1,6,58,5h878vnmkbuy2ummddprusxgq,1,55.6,9.4,2025-05-04T01:14:45.168Z,2025-05-04T01:14:47Z,3lndo247f4br8t6xxdvlij4a2,W. Cabrera,,,5700692005,213,1.48,5700691999,140,57.9,5700691997,56,Center,5700692003,212,26.2,5700692001,141,47.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809956645,53,1,1,7,0,5h878vnmkbuy2ummddprusxgq,1,57.9,47.7,2025-05-04T01:14:47.048Z,2025-05-04T01:14:48Z,c4g35kho1qirnu4q420knnl9m,R. Coronado,,,5700692173,140,53.6,5700692175,141,31.0,5700692177,212,12.2,5700692179,213,4.33,5700692171,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809956679,54,1,1,7,1,5h878vnmkbuy2ummddprusxgq,1,53.7,31.0,2025-05-04T01:14:48.456Z,2025-05-04T01:14:50Z,7ajceczjsu9ci4nqv9gg2860a,F. Daroma,,,5700692317,212,10.3,5700692319,213,1.18,5700692311,56,Center,5700692313,140,57.4,5700692315,141,45.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809956749,55,1,1,7,3,5h878vnmkbuy2ummddprusxgq,1,55.4,44.4,2025-05-04T01:14:49.855Z,2025-05-04T01:14:52Z,c4g35kho1qirnu4q420knnl9m,R. Coronado,,,5700692653,141,77.1,5700692657,213,2.10,5700692655,212,25.8,5700692651,140,43.0,5700692649,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809956767,56,1,1,7,6,5h878vnmkbuy2ummddprusxgq,1,42.7,77.5,2025-05-04T01:14:52.655Z,2025-05-04T01:14:54Z,7vs1eqm82fwwuhwfqodb3dyw9,R. Ruiz,,,5700692743,140,59.2,5700692747,212,20.2,5700692749,213,0.54,5700692741,56,Left,5700692745,141,92.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809956821,57,1,1,7,8,5h878vnmkbuy2ummddprusxgq,1,59.3,93.3,2025-05-04T01:14:54.736Z,2025-05-04T01:14:59Z,6fgxgq77v66va16tcuqvyn6x,Gabi Torres,,,5700693047,212,29.0,5700693043,140,85.6,5700693049,213,5.98,5700693041,56,Left,5700693039,155,,5700693045,141,80.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809956865,58,1,1,7,12,5h878vnmkbuy2ummddprusxgq,1,95.2,69.5,2025-05-04T01:14:59.183Z,2025-05-04T03:16:14Z,2mgcta30puk8kuwb5mo4zvcnp,A. Moreno,1.0,,5700693275,212,12.7,5701026833,154,,5700693937,210,13,5700693273,141,53.6,5700693269,56,Center,5700693271,140,88.9,5700694387,195,,5700693277,213,4.16,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809956869,59,13,1,7,15,5h878vnmkbuy2ummddprusxgq,1,88.5,37.5,2025-05-04T01:15:01.767Z,2025-05-04T03:15:24Z,7ll9dqayz9698v71x2pvgrspg,Á. Quezada,,,5700693313,22,,5700694013,102,59.8,5700694005,77,,5701026847,154,,5700694007,29,,5700694009,55,58,5700693797,20,,5700694015,103,48.6,5700693315,17,5700694019,231,50,5700693317,56,Center,5700694017,230,,,,99.1,,,,,,,,,,,,,
2809956941,60,5,1,7,16,5h878vnmkbuy2ummddprusxgq,0,101.1,59.8,2025-05-04T01:15:02.640Z,2025-05-04T03:31:05Z,7ll9dqayz9698v71x2pvgrspg,Á. Quezada,,,5701029023,233,70,5700693727,346,,5700693725,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809956883,70,5,1,7,16,bk3zg8yaj5uoqhxzwons3bo8a,1,-1.1,40.2,2025-05-04T01:15:02.640Z,2025-05-04T03:16:30Z,52rcg38mijjjusfwqxa2l7hex,J. Lindsey,,,5701028987,346,,5701029001,233,60,5700693417,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809957243,73,1,1,7,43,bk3zg8yaj5uoqhxzwons3bo8a,1,3.4,55.2,2025-05-04T01:15:30.463Z,2025-05-04T01:15:51Z,zczt4alpawz5522hff8x39p1,A. Tambakis,,,5700695473,212,15.7,5700696245,189,,5700696121,237,,5700696119,124,,5700695475,213,1.31,5700695469,140,7.2,5700695467,56,Back,5700695471,141,77.6,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809957249,74,1,1,7,45,bk3zg8yaj5uoqhxzwons3bo8a,1,7.2,77.6,2025-05-04T01:15:32.375Z,2025-05-04T01:15:33Z,cvdn34vl3zje5uq54nvg77sut,K. Ryden,,,5700695513,140,17.4,5700695515,141,90.6,5700695519,213,0.69,5700695517,212,13.9,5700695511,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809957259,75,1,1,7,46,bk3zg8yaj5uoqhxzwons3bo8a,1,17.4,90.6,2025-05-04T01:15:33.143Z,2025-05-04T01:15:35Z,52rcg38mijjjusfwqxa2l7hex,J. Lindsey,,,5700695591,212,11.6,5700695587,141,82.4,5700695579,140,27.1,5700695577,56,Back,5700695597,213,5.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809957299,76,1,1,7,48,bk3zg8yaj5uoqhxzwons3bo8a,0,22.5,83.2,2025-05-04T01:15:34.872Z,2025-05-04T01:15:47Z,akgtib8zyv5lrvh9mxunj2rdg,T. Pondeca,,,5700695811,213,0.19,5700695801,155,,5700695805,140,67.5,5700695807,141,96.3,5700695803,56,Left,5700695809,212,48.1,5700695813,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809957303,77,43,1,7,49,bk3zg8yaj5uoqhxzwons3bo8a,1,0.0,0.0,2025-05-04T01:15:36.492Z,2025-05-04T01:15:44Z,akgtib8zyv5lrvh9mxunj2rdg,T. Pondeca,,,5700695819,56,Left,5700696451,144,5,5700695821,347,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809957429,62,1,1,7,55,5h878vnmkbuy2ummddprusxgq,1,22.0,11.2,2025-05-04T01:15:42.439Z,2025-05-04T01:15:46Z,2mxaagzu9rb92z9880yjllbzd,W. Ackwei,,,5700696535,56,Back,5700696543,213,1.96,5700696541,212,18.9,5700696539,141,36.9,5700696537,140,15.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809957465,63,1,1,7,59,5h878vnmkbuy2ummddprusxgq,1,13.2,50.2,2025-05-04T01:15:46.145Z,2025-05-04T01:15:48Z,8y556fvv7asmfouaica4nbai1,J. Waite,,,5700696713,140,24.9,5700696715,141,72.7,5700696719,213,0.89,5700696717,212,19.6,5700696711,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
