id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/8/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/15/value
2823738207,23,5,1,2,49,c9xffml4i7ihblp1qhus9w3fu,1,-1.1,78.2,2025-06-22T00:11:49.499Z,2025-06-22T01:09:49Z,bxlh35ww96wgrsgfc8blou50p,M. Mensah,,5777279545,346,,5777279551,233,34,5777279543,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823738061,34,5,1,2,49,b5l2e3csycjb8twvq9ek0j5gq,0,101.1,21.8,2025-06-22T00:11:49.499Z,2025-06-22T01:09:50Z,653qyopyxl1qrfmul2n3m5g16,M. Doner,,5777279555,233,23,5777278599,56,Center,5777278601,346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823738259,24,1,1,3,14,c9xffml4i7ihblp1qhus9w3fu,0,3.7,52.7,2025-06-22T00:12:14.672Z,2025-06-22T00:12:21Z,dlcxvrsqhiz8ce0nqnh6h6dw5,M. Van Oekel,,5777279819,212,64.0,5777279815,140,60.6,5777279827,74,,5777279821,213,0.37,5777279817,141,86.6,5777279811,124,,5777279813,56,Left,5777279823,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823738269,35,44,1,3,20,b5l2e3csycjb8twvq9ek0j5gq,1,38.8,15.2,2025-06-22T00:12:20.648Z,2025-06-22T00:56:08Z,4e47ixpbc8x9qzn7l3aeej0tl,K. Greene,,5777279853,56,Back,5777279855,285,,5777279873,233,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823738267,25,44,1,3,20,c9xffml4i7ihblp1qhus9w3fu,0,61.2,84.8,2025-06-22T00:12:20.649Z,2025-06-22T00:56:08Z,7drelguz6c1htw10sq7zyxh0q,D. Trejo,,5777279851,286,,5777279905,233,35,5777279849,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823738287,36,1,1,3,20,b5l2e3csycjb8twvq9ek0j5gq,0,37.6,18.1,2025-06-22T00:12:20.944Z,2025-06-22T00:12:23Z,4e47ixpbc8x9qzn7l3aeej0tl,K. Greene,,5777279959,141,25.2,5777279963,213,0.14,5777279961,212,34.4,5777279965,1,,5777279955,56,Center,5777279957,140,70.0,5777279953,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823738323,26,1,1,3,23,c9xffml4i7ihblp1qhus9w3fu,1,42.6,84.8,2025-06-22T00:12:23.863Z,2025-06-22T00:12:27Z,9i7vyapra7fjdtv6xd9sms2ne,A. Paterson,,5777280155,56,Back,5777280157,140,47.1,5777280153,3,,5777280163,213,0.50,5777280159,141,88.6,5777280161,212,5.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823738307,37,83,1,3,25,b5l2e3csycjb8twvq9ek0j5gq,0,71.6,27.3,2025-06-22T00:12:25.938Z,2025-06-22T00:12:28Z,e0879u9ckqe6xv1h2j8bqto9g,A. Elmasnaouy,,5777280203,399,bxlh35ww96wgrsgfc8blou50p,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823738327,27,1,1,3,27,c9xffml4i7ihblp1qhus9w3fu,1,41.8,88.7,2025-06-22T00:12:27.168Z,2025-06-22T00:12:28Z,bxlh35ww96wgrsgfc8blou50p,M. Mensah,,5777280179,56,Back,5777280181,140,34.9,5777280187,213,3.06,5777280185,212,7.3,5777280183,141,89.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823738345,28,1,1,3,28,c9xffml4i7ihblp1qhus9w3fu,1,31.9,89.6,2025-06-22T00:12:28.047Z,2025-06-22T00:12:29Z,9i7vyapra7fjdtv6xd9sms2ne,A. Paterson,,5777280277,56,Back,5777280285,213,5.75,5777280281,141,81.5,5777280283,212,10.8,5777280279,140,40.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823738349,29,1,1,3,29,c9xffml4i7ihblp1qhus9w3fu,0,40.2,73.9,2025-06-22T00:12:29.400Z,2025-06-22T00:12:31Z,9etod4kwf9f5ye7jzc5ez0e3u,E. Laszo,,5777280323,212,19.7,5777280321,141,67.2,5777280319,140,58.5,5777280317,56,Center,5777280325,213,6.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823738401,39,1,1,3,31,b5l2e3csycjb8twvq9ek0j5gq,0,47.9,44.5,2025-06-22T00:12:31.522Z,2025-06-22T00:12:36Z,2w7w1l7lwhu2u6nhvqg1bnd2h,N. Hackshaw,,5777280609,1,,5777280603,141,0.0,5777280605,212,40.0,5777280607,213,5.38,5777280601,140,71.5,5777280599,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823738413,30,5,1,3,34,c9xffml4i7ihblp1qhus9w3fu,1,29.2,101.6,2025-06-22T00:12:34.945Z,2025-06-22T00:12:40Z,9etod4kwf9f5ye7jzc5ez0e3u,E. Laszo,,5777280651,233,40,5777280649,347,,5777280647,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823738409,40,5,1,3,34,b5l2e3csycjb8twvq9ek0j5gq,0,70.8,-1.6,2025-06-22T00:12:34.945Z,2025-06-22T01:09:50Z,2w7w1l7lwhu2u6nhvqg1bnd2h,N. Hackshaw,,5777280645,347,,5777280677,233,30,5777280643,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823738583,31,1,1,3,50,c9xffml4i7ihblp1qhus9w3fu,1,28.9,100.0,2025-06-22T00:12:50.768Z,2025-06-22T00:13:23Z,bxlh35ww96wgrsgfc8blou50p,M. Mensah,,5777281669,56,Back,5777281671,140,31.6,5777281677,213,5.01,5777281667,107,,5777282965,189,,5777281675,212,9.6,5777281673,141,88.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823738705,35,1,1,3,52,c9xffml4i7ihblp1qhus9w3fu,1,34.8,83.2,2025-06-22T00:12:52.240Z,2025-06-22T00:13:20Z,7drelguz6c1htw10sq7zyxh0q,D. Trejo,,5777282397,140,34.5,5777282395,56,Back,5777282399,141,32.3,5777282403,213,4.70,5777282401,212,34.6,5777282405,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823738617,32,1,1,3,54,c9xffml4i7ihblp1qhus9w3fu,1,32.8,20.9,2025-06-22T00:12:54Z,2025-06-22T00:12:58Z,beq6yluq1raxsrvxo77qlrf56,S. Turnbull,,5777281865,140,62.7,5777281869,212,32.0,5777281867,141,11.9,5777281871,213,6.09,5777281863,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823738649,33,1,1,3,58,c9xffml4i7ihblp1qhus9w3fu,0,72.9,9.7,2025-06-22T00:12:58.792Z,2025-06-22T00:13:03Z,e6uww9a9ssp0n20ksoolesa8l,E. Martínez,,5777282069,212,66.0,5777282059,155,,5777282063,56,Left,5777282073,1,,5777282071,213,1.25,5777282061,196,,5777282067,141,100.0,5777282065,140,92.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823738653,34,5,1,4,3,c9xffml4i7ihblp1qhus9w3fu,0,90.1,101.6,2025-06-22T00:13:03.186Z,2025-06-22T01:09:51Z,e6uww9a9ssp0n20ksoolesa8l,E. Martínez,,5777282083,56,Left,5777282947,233,41,5777282085,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823738785,41,5,1,4,3,b5l2e3csycjb8twvq9ek0j5gq,1,9.9,-1.6,2025-06-22T00:13:03.186Z,2025-06-22T01:09:50Z,4e47ixpbc8x9qzn7l3aeej0tl,K. Greene,,5777282911,347,,5777282943,233,34,5777282909,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823738801,42,1,1,4,20,b5l2e3csycjb8twvq9ek0j5gq,0,18.8,0.0,2025-06-22T00:13:20.828Z,2025-06-22T00:35:05Z,4e47ixpbc8x9qzn7l3aeej0tl,K. Greene,,5777283027,1,,5777283021,141,16.6,5777283017,56,Back,5777283015,107,,5777283025,213,0.56,5777283023,212,23.6,5777283019,140,37.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823749181,230,44,1,4,24,c9xffml4i7ihblp1qhus9w3fu,1,62.0,86.9,2025-06-22T00:13:24.476Z,2025-06-22T00:56:08Z,9etod4kwf9f5ye7jzc5ez0e3u,E. Laszo,,5777343055,286,,5777343053,56,Left,5777343061,233,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823738803,43,44,1,4,24,b5l2e3csycjb8twvq9ek0j5gq,0,38.0,13.1,2025-06-22T00:13:24.477Z,2025-06-22T00:56:09Z,e0879u9ckqe6xv1h2j8bqto9g,A. Elmasnaouy,,5777283031,56,Back,5777343067,233,230,5777283033,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823749467,233,1,1,4,25,c9xffml4i7ihblp1qhus9w3fu,0,61.4,90.6,2025-06-22T00:13:25.220Z,2025-06-22T00:36:46Z,9etod4kwf9f5ye7jzc5ez0e3u,E. Laszo,,5777345855,212,1.9,5777345851,140,63.2,5777345857,213,6.21,5777345853,141,90.4,5777345849,3,,5777345429,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823738821,44,61,1,4,25,b5l2e3csycjb8twvq9ek0j5gq,1,37.9,16.6,2025-06-22T00:13:25.247Z,2025-06-22T01:04:40Z,e0879u9ckqe6xv1h2j8bqto9g,A. Elmasnaouy,,5777283159,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823738829,45,1,1,4,28,b5l2e3csycjb8twvq9ek0j5gq,1,44.0,28.1,2025-06-22T00:13:28.171Z,2025-06-22T01:04:39Z,cclpvd1z3yyruciida1q3x4o9,P. Wilson,,5777283203,141,36.0,5777415677,156,,5777283207,213,2.56,5777283199,56,Back,5777283201,140,36.2,5777283205,212,9.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823738843,46,1,1,4,30,b5l2e3csycjb8twvq9ek0j5gq,0,37.5,30.8,2025-06-22T00:13:30.490Z,2025-06-22T01:04:38Z,e0879u9ckqe6xv1h2j8bqto9g,A. Elmasnaouy,,5777283273,213,0.40,5777283275,1,,5777283265,56,Center,5777283271,212,35.0,5777283269,141,50.7,5777283267,140,68.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823738933,37,1,1,4,38,c9xffml4i7ihblp1qhus9w3fu,0,31.2,39.5,2025-06-22T00:13:38.200Z,2025-06-22T00:13:40Z,dlcxvrsqhiz8ce0nqnh6h6dw5,M. Van Oekel,,5777283803,140,76.5,5777283807,212,55.1,5777283801,56,Right,5777283805,141,0.0,5777283811,1,,5777283809,213,5.75,5777283799,157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823738937,38,5,1,4,40,c9xffml4i7ihblp1qhus9w3fu,0,74.4,-1.2,2025-06-22T00:13:40.074Z,2025-06-22T01:09:51Z,dlcxvrsqhiz8ce0nqnh6h6dw5,M. Van Oekel,,5777283833,56,Right,5777283835,347,,5777283909,233,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823738941,47,5,1,4,40,b5l2e3csycjb8twvq9ek0j5gq,1,25.6,101.2,2025-06-22T00:13:40.074Z,2025-06-22T00:13:45Z,2w7w1l7lwhu2u6nhvqg1bnd2h,N. Hackshaw,,5777283853,347,,5777283851,56,Back,5777283901,233,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823739079,48,1,1,4,51,b5l2e3csycjb8twvq9ek0j5gq,1,30.6,100.0,2025-06-22T00:13:51.458Z,2025-06-22T00:13:53Z,2w7w1l7lwhu2u6nhvqg1bnd2h,N. Hackshaw,,5777284585,213,5.89,5777284577,56,Left,5777284581,141,82.5,5777284587,1,,5777284575,107,,5777284583,212,33.6,5777284579,140,60.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823739085,49,61,1,4,53,b5l2e3csycjb8twvq9ek0j5gq,1,60.1,82.5,2025-06-22T00:13:53.417Z,2025-06-22T00:13:56Z,doseo9fbdr1a1srm0jhdqmr55,J. Sinisterra,,5777284741,189,,5777284613,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823739213,39,1,1,4,54,c9xffml4i7ihblp1qhus9w3fu,0,37.3,28.0,2025-06-22T00:13:54.641Z,2025-06-22T00:39:44Z,9etod4kwf9f5ye7jzc5ez0e3u,E. Laszo,,5777352793,56,Back,5777352795,140,40.3,5777352801,213,0.04,5777352799,212,3.2,5777352797,141,28.2,5777352791,168,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823739133,50,1,1,4,56,b5l2e3csycjb8twvq9ek0j5gq,1,46.9,71.3,2025-06-22T00:13:56.186Z,2025-06-22T00:13:58Z,4jq1xl8ott88bxfdo4bjm47hl,T. Gibson,,5777284865,140,43.0,5777284871,213,4.51,5777284867,141,42.0,5777284869,212,20.3,5777284863,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823739151,51,1,1,4,57,b5l2e3csycjb8twvq9ek0j5gq,1,43.0,42.0,2025-06-22T00:13:57.595Z,2025-06-22T00:14:00Z,4e47ixpbc8x9qzn7l3aeej0tl,K. Greene,,5777285003,212,29.6,5777284997,56,Right,5777285005,213,5.54,5777285001,141,12.5,5777284999,140,63.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823739171,52,1,1,4,59,b5l2e3csycjb8twvq9ek0j5gq,1,63.6,12.2,2025-06-22T00:13:59.930Z,2025-06-22T00:14:02Z,653qyopyxl1qrfmul2n3m5g16,M. Doner,,5777285095,141,21.9,5777285091,56,Center,5777285099,213,1.55,5777285097,212,6.6,5777285093,140,63.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823739187,53,1,1,5,2,b5l2e3csycjb8twvq9ek0j5gq,1,61.2,16.4,2025-06-22T00:14:02.251Z,2025-06-22T00:14:04Z,e0879u9ckqe6xv1h2j8bqto9g,A. Elmasnaouy,,5777285193,212,17.5,5777285187,56,Back,5777285191,141,18.2,5777285195,213,3.07,5777285189,140,44.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823739227,54,1,1,5,4,b5l2e3csycjb8twvq9ek0j5gq,1,44.6,18.2,2025-06-22T00:14:03.970Z,2025-06-22T00:14:08Z,4e47ixpbc8x9qzn7l3aeej0tl,K. Greene,,5777285409,56,Back,5777285415,212,19.1,5777285411,140,36.5,5777285417,213,2.03,5777285413,141,43.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823739245,55,1,1,5,8,b5l2e3csycjb8twvq9ek0j5gq,1,43.8,46.8,2025-06-22T00:14:08.274Z,2025-06-22T00:14:11Z,ei30dsbb51ri88sr7aku2t13p,G. Margvelashvili,,5777285513,140,44.2,5777285515,141,74.9,5777285517,212,19.1,5777285511,56,Back,5777285519,213,1.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823739265,56,1,1,5,11,b5l2e3csycjb8twvq9ek0j5gq,1,44.7,80.3,2025-06-22T00:14:10.994Z,2025-06-22T00:14:13Z,2w7w1l7lwhu2u6nhvqg1bnd2h,N. Hackshaw,,5777285625,56,Left,5777285631,212,8.1,5777285627,140,51.5,5777285633,213,0.50,5777285629,141,86.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823739277,57,1,1,5,13,b5l2e3csycjb8twvq9ek0j5gq,1,46.7,86.3,2025-06-22T00:14:13.538Z,2025-06-22T00:14:14Z,evk0esdocrzt5zxqmv4ostdcl,J. Damm,,5777285683,213,4.22,5777285681,212,15.6,5777285675,56,Back,5777285679,141,66.1,5777285677,140,39.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823739309,58,1,1,5,14,b5l2e3csycjb8twvq9ek0j5gq,1,39.7,66.1,2025-06-22T00:14:14.466Z,2025-06-22T00:14:18Z,4jq1xl8ott88bxfdo4bjm47hl,T. Gibson,,5777285903,213,2.07,5777285899,141,84.0,5777285901,212,13.9,5777285897,140,33.4,5777285895,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823739325,59,1,1,5,18,b5l2e3csycjb8twvq9ek0j5gq,1,33.4,77.8,2025-06-22T00:14:18.098Z,2025-06-22T00:14:20Z,2w7w1l7lwhu2u6nhvqg1bnd2h,N. Hackshaw,,5777286029,212,28.5,5777286025,140,13.7,5777286031,213,3.90,5777286027,141,48.9,5777286023,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823739341,60,1,1,5,20,b5l2e3csycjb8twvq9ek0j5gq,1,12.1,41.8,2025-06-22T00:14:20.250Z,2025-06-22T00:14:23Z,6j38lv6xa3gnzzsn5x2i35rdh,K. McIntosh,,5777286149,213,0.08,5777286145,141,44.7,5777286147,212,25.4,5777286141,56,Back,5777286143,140,36.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823739385,61,1,1,5,22,b5l2e3csycjb8twvq9ek0j5gq,1,34.3,47.2,2025-06-22T00:14:22.810Z,2025-06-22T00:14:27Z,e0879u9ckqe6xv1h2j8bqto9g,A. Elmasnaouy,,5777286399,140,26.7,5777286403,212,22.2,5777286401,141,77.6,5777286405,213,1.94,5777286397,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823739399,62,1,1,5,26,b5l2e3csycjb8twvq9ek0j5gq,1,28.7,81.5,2025-06-22T00:14:26.834Z,2025-06-22T00:14:29Z,2w7w1l7lwhu2u6nhvqg1bnd2h,N. Hackshaw,,5777286495,212,33.9,5777286491,140,56.7,5777286497,213,5.76,5777286493,141,56.7,5777286487,155,,5777286499,1,,5777286489,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823739405,63,1,1,5,28,b5l2e3csycjb8twvq9ek0j5gq,0,56.7,56.7,2025-06-22T00:14:28.619Z,2025-06-22T00:14:29Z,cclpvd1z3yyruciida1q3x4o9,P. Wilson,,5777286541,213,2.59,5777286533,56,Back,5777286537,141,64.0,5777286539,212,9.4,5777286531,3,,5777286535,140,49.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823739423,41,3,1,5,30,c9xffml4i7ihblp1qhus9w3fu,1,51.4,33.2,2025-06-22T00:14:30.742Z,2025-06-22T00:14:35Z,5uv1a9rj5wot3wcgefjoxhkdm,J. Rufe,,5777286679,233,64,5777286667,286,,5777286665,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823739421,64,45,1,5,30,b5l2e3csycjb8twvq9ek0j5gq,0,48.6,66.8,2025-06-22T00:14:30.742Z,2025-06-22T00:14:35Z,doseo9fbdr1a1srm0jhdqmr55,J. Sinisterra,,5777286663,285,,5777286703,233,41,5777286661,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823739459,42,3,1,5,32,c9xffml4i7ihblp1qhus9w3fu,1,51.6,34.6,2025-06-22T00:14:32.039Z,2025-06-22T00:14:39Z,5uv1a9rj5wot3wcgefjoxhkdm,J. Rufe,,5777286949,233,65,5777286871,286,,5777286869,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823739429,65,45,1,5,32,b5l2e3csycjb8twvq9ek0j5gq,0,48.4,65.4,2025-06-22T00:14:32.039Z,2025-06-22T00:14:40Z,6g7v93m80xq6x38o9u3t8y3je,W. Prentice,,5777286987,233,42,5777286685,285,,5777286683,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823739569,44,1,1,5,33,c9xffml4i7ihblp1qhus9w3fu,1,44.9,41.9,2025-06-22T00:14:33.504Z,2025-06-22T00:14:48Z,5uv1a9rj5wot3wcgefjoxhkdm,J. Rufe,,5777287507,140,19.2,5777287505,56,Back,5777287511,212,27.0,5777287513,213,3.11,5777287509,141,43.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823739601,45,1,1,5,48,c9xffml4i7ihblp1qhus9w3fu,1,20.3,44.8,2025-06-22T00:14:48.479Z,2025-06-22T00:14:51Z,dlcxvrsqhiz8ce0nqnh6h6dw5,M. Van Oekel,,5777287705,56,Back,5777287711,212,8.3,5777287707,140,21.7,5777287713,213,4.89,5777287709,141,32.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823739619,46,1,1,5,51,c9xffml4i7ihblp1qhus9w3fu,1,21.7,32.8,2025-06-22T00:14:51.878Z,2025-06-22T00:14:53Z,3yd4f60qwxrbs2rch6uobxqsp,P. Kavita,,5777287783,213,5.06,5777287779,141,15.0,5777287777,140,25.9,5777287781,212,12.9,5777287775,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823739645,47,1,1,5,53,c9xffml4i7ihblp1qhus9w3fu,1,26.4,15.6,2025-06-22T00:14:53.358Z,2025-06-22T02:23:19Z,5uv1a9rj5wot3wcgefjoxhkdm,J. Rufe,,5777287945,213,2.31,5777287941,141,33.3,5777287943,212,16.3,5777287937,56,Back,5777287939,140,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823739733,48,1,1,5,56,c9xffml4i7ihblp1qhus9w3fu,1,16.0,33.3,2025-06-22T00:14:56.310Z,2025-06-22T02:23:52Z,3yd4f60qwxrbs2rch6uobxqsp,P. Kavita,,5777288419,213,1.96,5777288413,140,9.2,5777288417,212,18.9,5777288411,56,Back,5777288415,141,59.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823752421,287,1,1,5,56,c9xffml4i7ihblp1qhus9w3fu,1,4.8,51.9,2025-06-22T00:14:56.698Z,2025-06-22T00:43:04Z,dlcxvrsqhiz8ce0nqnh6h6dw5,M. Van Oekel,,5777361021,212,25.1,5777361017,140,15.8,5777361015,56,Back,5777361023,213,1.09,5777361019,141,84.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823752471,288,1,1,5,56,c9xffml4i7ihblp1qhus9w3fu,1,25.5,92.8,2025-06-22T00:14:56.818Z,2025-06-22T00:43:15Z,9i7vyapra7fjdtv6xd9sms2ne,A. Paterson,,5777361523,141,91.0,5777361525,212,35.6,5777361527,213,6.25,5777361517,157,,5777361521,140,59.4,5777361529,1,,5777361519,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823739723,66,43,1,6,2,b5l2e3csycjb8twvq9ek0j5gq,1,0.0,0.0,2025-06-22T00:15:02.702Z,2025-06-22T00:15:20Z,,,,5777289547,144,79,5777288373,344,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823739739,49,79,1,6,3,c9xffml4i7ihblp1qhus9w3fu,1,0.0,0.0,2025-06-22T00:15:03.380Z,2025-06-22T02:27:00Z,,,,5777288447,344,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823739757,67,79,1,6,5,b5l2e3csycjb8twvq9ek0j5gq,0,0.0,0.0,2025-06-22T00:15:05.266Z,2025-06-22T00:15:05Z,,,,5777288531,344,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823739773,68,79,1,6,6,b5l2e3csycjb8twvq9ek0j5gq,1,0.0,0.0,2025-06-22T00:15:06.618Z,2025-06-22T00:15:07Z,,,,5777288601,344,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823739831,50,4,1,6,10,c9xffml4i7ihblp1qhus9w3fu,1,54.4,86.6,2025-06-22T00:15:10.353Z,2025-06-22T02:30:19Z,2rsduabh7r8i29f9i6znwbfu1,R. Damus,,5777288919,13,,5777288977,233,69,5777288923,152,,5777288927,286,,5777288921,56,Left,5777288925,265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823739823,69,4,1,6,10,b5l2e3csycjb8twvq9ek0j5gq,0,45.6,13.4,2025-06-22T00:15:10.354Z,2025-06-22T02:28:59Z,ei30dsbb51ri88sr7aku2t13p,G. Margvelashvili,,5777289009,233,50,5777288889,56,Back,5777288895,285,,5777288891,152,,5777288887,13,,5777288893,265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823739879,51,1,1,6,12,c9xffml4i7ihblp1qhus9w3fu,1,55.3,88.7,2025-06-22T00:15:12.231Z,2025-06-22T02:27:03Z,bxlh35ww96wgrsgfc8blou50p,M. Mensah,,5777289165,213,3.62,5777289161,141,70.8,5777289163,212,26.2,5777289159,140,33.2,5777289153,5,,5777289157,56,Back,5777289155,152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823739891,52,1,1,6,14,c9xffml4i7ihblp1qhus9w3fu,1,32.5,66.7,2025-06-22T00:15:14.247Z,2025-06-22T00:15:15Z,9i7vyapra7fjdtv6xd9sms2ne,A. Paterson,,5777289243,140,29.5,5777289245,141,42.4,5777289241,56,Back,5777289247,212,16.8,5777289249,213,4.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823739903,53,1,1,6,15,c9xffml4i7ihblp1qhus9w3fu,1,29.5,42.4,2025-06-22T00:15:15.526Z,2025-06-22T00:15:16Z,3yd4f60qwxrbs2rch6uobxqsp,P. Kavita,,5777289309,141,23.4,5777289311,212,12.9,5777289305,56,Back,5777289307,140,29.6,5777289313,213,4.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
