id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/10/value,qualifier/11/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/12/value,qualifier/14/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value
2788889911,38,1,1,4,30,87c66ubwpzykovmkaf1t46bis,1,37.1,69.0,2025-03-16T00:41:13.830Z,2025-03-16T00:41:16Z,ks7omik17xov44i4hhjrldyh,M. Taintor,,,5584759165,140,57.6,5584759171,213,0.54,5584759167,141,88.1,5584759169,212,25.1,5584759163,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2788889945,39,1,1,4,32,87c66ubwpzykovmkaf1t46bis,1,57.6,88.1,2025-03-16T00:41:16.062Z,2025-03-16T00:41:17Z,61rlxmejof8zjv8uw3sk1l045,J. Medranda,,,5584759291,141,79.4,5584759289,140,60.3,5584759293,212,6.6,5584759287,56,Left,5584759297,213,5.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2788889981,40,1,1,4,36,87c66ubwpzykovmkaf1t46bis,1,62.9,75.3,2025-03-16T00:41:19.663Z,2025-03-16T00:41:20Z,2ug51dfg4oerpnbudnkw497je,J. LaCava,,,5584759513,212,9.8,5584759503,56,Left,5584759505,140,56.7,5584759517,213,2.30,5584759507,141,86.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2788889995,41,1,1,4,37,87c66ubwpzykovmkaf1t46bis,0,56.7,86.0,2025-03-16T00:41:20.622Z,2025-03-16T02:45:17Z,61rlxmejof8zjv8uw3sk1l045,J. Medranda,,,5584759559,56,Left,5584759565,212,22.6,5584759561,140,77.8,5584759563,141,79.4,5584759567,213,6.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2788890033,28,1,1,4,39,224tl8u2smnbyliroayk69nt0,1,8.0,26.1,2025-03-16T00:41:22.674Z,2025-03-16T00:41:23Z,c8nk2hg1xy4h4646ajpq65dnu,I. Osumanu,,,5584759749,56,Back,5584759753,140,3.9,5584759763,213,2.14,5584759761,212,8.0,5584759757,141,36.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2788890107,29,1,1,4,40,224tl8u2smnbyliroayk69nt0,0,3.9,36.0,2025-03-16T00:41:23.642Z,2025-03-16T00:41:28Z,a9lytq2ddavywxo7ib8uzbj6x,E. Dick,,,5584760161,157,,5584760163,56,Back,5584760169,212,47.3,5584760165,140,41.8,5584760173,1,,5584760167,141,0.0,5584760171,213,5.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2788890111,30,5,1,4,45,224tl8u2smnbyliroayk69nt0,0,42.0,-1.6,2025-03-16T00:41:28.350Z,2025-03-16T03:08:21Z,a9lytq2ddavywxo7ib8uzbj6x,E. Dick,,,5584760191,347,,5584760429,233,42,5584760189,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2788890147,42,5,1,4,45,87c66ubwpzykovmkaf1t46bis,1,58.0,101.6,2025-03-16T00:41:28.350Z,2025-03-16T00:41:32Z,61rlxmejof8zjv8uw3sk1l045,J. Medranda,,,5584760411,233,30,5584760377,56,Left,5584760379,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2788890177,43,1,1,4,47,87c66ubwpzykovmkaf1t46bis,1,57.6,100.0,2025-03-16T00:41:30.934Z,2025-03-16T00:41:33Z,61rlxmejof8zjv8uw3sk1l045,J. Medranda,,,5584760559,141,80.0,5584760553,107,,5584760565,1,,5584760555,56,Back,5584760557,140,41.2,5584760563,213,3.84,5584760561,212,22.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2788890259,44,1,1,4,49,87c66ubwpzykovmkaf1t46bis,1,41.2,80.0,2025-03-16T00:41:32.846Z,2025-03-16T00:41:38Z,ks7omik17xov44i4hhjrldyh,M. Taintor,,,5584760957,212,32.0,5584760959,213,4.47,5584760953,140,34.0,5584760955,141,34.2,5584760951,56,Back,5584760961,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2788890309,45,1,1,4,54,87c66ubwpzykovmkaf1t46bis,1,34.0,34.2,2025-03-16T00:41:38.103Z,2025-03-16T00:41:41Z,4o1ryjpzoxzpi3ex53cmayui1,A. Crognale,,,5584761219,213,5.03,5584761213,140,38.8,5584761211,56,Back,5584761217,212,16.3,5584761215,141,11.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2788890387,46,1,1,4,58,87c66ubwpzykovmkaf1t46bis,1,38.8,11.4,2025-03-16T00:41:41.473Z,2025-03-16T00:41:46Z,5ynru0652guk8hl45ltxo0dwq,R. Buckmaster,,,5584761649,212,13.8,5584761639,56,Back,5584761645,141,25.6,5584761641,140,29.4,5584761651,213,2.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2788890427,47,1,1,5,2,87c66ubwpzykovmkaf1t46bis,1,34.4,30.9,2025-03-16T00:41:45.990Z,2025-03-16T00:41:48Z,4o1ryjpzoxzpi3ex53cmayui1,A. Crognale,,,5584761901,213,5.36,5584761895,140,43.6,5584761897,141,12.3,5584761899,212,15.9,5584761893,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2788890461,48,1,1,5,5,87c66ubwpzykovmkaf1t46bis,1,43.6,12.3,2025-03-16T00:41:48.573Z,2025-03-16T00:41:51Z,5ynru0652guk8hl45ltxo0dwq,R. Buckmaster,,,5584762097,56,Back,5584762105,213,2.64,5584762103,212,11.3,5584762099,140,34.2,5584762101,141,20.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2788890481,49,1,1,5,8,87c66ubwpzykovmkaf1t46bis,0,36.4,21.2,2025-03-16T00:41:51.566Z,2025-03-16T00:41:53Z,4o1ryjpzoxzpi3ex53cmayui1,A. Crognale,,,5584762215,141,47.6,5584762211,56,Center,5584762219,213,0.69,5584762213,140,57.1,5584762217,212,28.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2788890565,32,1,1,5,14,224tl8u2smnbyliroayk69nt0,1,57.2,67.2,2025-03-16T00:41:58.105Z,2025-03-16T01:35:24Z,1445ppxg007udzcj6t20ceyju,R. Ydrach,,,5584762681,213,5.33,5584762677,141,30.1,5584762675,140,74.1,5584762673,56,Center,5584762679,212,30.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2788890569,33,61,1,5,17,224tl8u2smnbyliroayk69nt0,0,78.8,26.8,2025-03-16T00:42:00.920Z,2025-03-16T01:35:51Z,2d1vmwon9o35lzpkdwxgv12lm,J. Bouregy,,,5584762705,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2788890675,50,12,1,5,17,87c66ubwpzykovmkaf1t46bis,1,14.4,65.4,2025-03-16T00:42:00.921Z,2025-03-16T01:36:05Z,ks7omik17xov44i4hhjrldyh,M. Taintor,,,5584979435,213,0.86,5584979429,140,18.4,5584979431,141,72.6,5584763199,56,Back,5584979615,397,,5584979433,212,6.5,5584979617,233,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2788890939,35,74,1,5,17,224tl8u2smnbyliroayk69nt0,1,80.1,23.7,2025-03-16T00:42:00.922Z,2025-03-16T03:31:33Z,2d1vmwon9o35lzpkdwxgv12lm,J. Bouregy,,,5584979603,397,,5584764757,56,Center,5584979637,233,50,5584979503,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2788890583,34,5,1,5,18,224tl8u2smnbyliroayk69nt0,0,100.8,45.8,2025-03-16T00:42:01.847Z,2025-03-16T03:08:22Z,2d1vmwon9o35lzpkdwxgv12lm,J. Bouregy,,,5584766033,346,,5584762889,56,Center,5584980323,233,52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2788890877,52,5,1,5,18,87c66ubwpzykovmkaf1t46bis,1,-0.8,54.2,2025-03-16T00:42:01.847Z,2025-03-16T03:08:21Z,ks7omik17xov44i4hhjrldyh,M. Taintor,,,5584764379,346,,5584764377,56,Back,5584980269,233,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2788890713,51,43,1,5,24,87c66ubwpzykovmkaf1t46bis,1,0.0,0.0,2025-03-16T00:42:07.678Z,2025-03-16T00:45:06Z,ks7omik17xov44i4hhjrldyh,M. Taintor,,,5584776641,144,6,5584763455,56,Back,5584763457,73,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2788890897,53,1,1,5,42,87c66ubwpzykovmkaf1t46bis,1,5.0,52.5,2025-03-16T00:42:25.797Z,2025-03-16T00:42:27Z,h4nbagq5dsdltn9x62oi0t05,R. Sánchez,,,5584764513,213,1.16,5584764501,56,Back,5584764503,140,10.9,5584764517,237,,5584764505,141,73.6,5584764507,212,15.6,5584764499,124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2788890907,54,1,1,5,44,87c66ubwpzykovmkaf1t46bis,1,10.9,73.6,2025-03-16T00:42:27.399Z,2025-03-16T00:42:28Z,ks7omik17xov44i4hhjrldyh,M. Taintor,,,5584764579,213,6.14,5584764573,141,69.0,5584764565,56,Back,5584764575,212,21.3,5584764569,140,31.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2788890923,55,1,1,5,45,87c66ubwpzykovmkaf1t46bis,1,31.0,69.0,2025-03-16T00:42:28.806Z,2025-03-16T00:42:30Z,bzu3rjr0r2qmxluguyseq5sdl,A. Soto,,,5584764705,156,,5584764655,141,73.6,5584764651,56,Back,5584764657,212,20.3,5584764659,213,2.99,5584764653,140,11.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2788890957,56,1,1,5,47,87c66ubwpzykovmkaf1t46bis,1,11.9,73.6,2025-03-16T00:42:30.757Z,2025-03-16T00:42:32Z,ks7omik17xov44i4hhjrldyh,M. Taintor,,,5584764859,141,96.8,5584764863,213,1.09,5584764861,212,17.8,5584764855,56,Back,5584764857,140,19.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2788890967,57,1,1,5,49,87c66ubwpzykovmkaf1t46bis,1,19.7,96.8,2025-03-16T00:42:32.568Z,2025-03-16T00:42:33Z,61rlxmejof8zjv8uw3sk1l045,J. Medranda,,,5584764947,213,4.17,5584764939,56,Back,5584764945,212,11.3,5584764943,141,82.6,5584764941,140,14.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2788890997,58,1,1,5,50,87c66ubwpzykovmkaf1t46bis,1,14.2,82.6,2025-03-16T00:42:33.789Z,2025-03-16T00:42:36Z,ks7omik17xov44i4hhjrldyh,M. Taintor,,,5584765171,56,Back,5584765173,140,29.0,5584765179,213,5.97,5584765175,141,75.1,5584765177,212,16.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2788891015,59,4,1,5,52,87c66ubwpzykovmkaf1t46bis,1,26.8,70.5,2025-03-16T00:42:36.134Z,2025-03-16T03:07:25Z,2ug51dfg4oerpnbudnkw497je,J. LaCava,,,5584765263,285,,5584765261,265,,5584765255,13,,5584765257,56,Back,5584765449,233,36,5584765259,152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2788891025,36,4,1,5,52,224tl8u2smnbyliroayk69nt0,0,73.2,29.5,2025-03-16T00:42:36.135Z,2025-03-16T03:07:25Z,c8nk2hg1xy4h4646ajpq65dnu,I. Osumanu,,,5584765425,13,,5584765427,56,Center,5584765429,152,,5584765433,286,,5584765491,233,59,5584765431,265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2788891123,60,1,1,6,1,87c66ubwpzykovmkaf1t46bis,1,29.4,75.1,2025-03-16T00:42:44.533Z,2025-03-16T00:42:46Z,bzu3rjr0r2qmxluguyseq5sdl,A. Soto,,,5584765859,213,4.85,5584765853,140,34.4,5584765851,56,Back,5584765849,152,,5584765857,212,39.0,5584765855,141,18.3,5584765847,155,,5584765861,1,,5584765845,5,,,,,,,,,,,,,,,,,,,,,,,,,
2788891143,61,1,1,6,2,87c66ubwpzykovmkaf1t46bis,1,34.4,18.3,2025-03-16T00:42:46.165Z,2025-03-16T02:46:07Z,5ynru0652guk8hl45ltxo0dwq,R. Buckmaster,,,5585143327,189,,5584765995,141,7.6,5584765997,212,13.4,5584765991,56,Back,5584765999,213,5.71,5584765993,140,45.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2788891197,62,1,1,6,4,87c66ubwpzykovmkaf1t46bis,1,45.1,7.6,2025-03-16T00:42:47.957Z,2025-03-16T02:46:17Z,8pg5wiwxujx3hnir5wie9xgfe,Diogo Pacheco,,,5584766295,212,14.3,5584766297,213,2.80,5584766291,140,32.3,5584766293,141,14.6,5584766289,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2788891243,63,1,1,6,9,87c66ubwpzykovmkaf1t46bis,1,32.3,14.6,2025-03-16T00:42:53.061Z,2025-03-16T00:42:56Z,4o1ryjpzoxzpi3ex53cmayui1,A. Crognale,,,5584766533,212,34.5,5584766531,141,65.2,5584766529,140,30.6,5584766537,1,,5584766535,213,1.62,5584766527,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2788891303,64,1,1,6,13,87c66ubwpzykovmkaf1t46bis,1,30.6,65.2,2025-03-16T00:42:56.509Z,2025-03-16T00:43:00Z,ks7omik17xov44i4hhjrldyh,M. Taintor,,,5584766801,140,32.0,5584766803,141,30.0,5584766799,56,Back,5584766805,212,24.0,5584766807,213,4.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2788891375,65,1,1,6,17,87c66ubwpzykovmkaf1t46bis,1,32.8,28.6,2025-03-16T00:43:00.342Z,2025-03-16T00:43:04Z,4o1ryjpzoxzpi3ex53cmayui1,A. Crognale,,,5584767203,212,15.1,5584767197,56,Back,5584767199,140,37.7,5584767205,213,5.06,5584767201,141,7.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2788891435,66,1,1,6,20,87c66ubwpzykovmkaf1t46bis,1,37.7,7.7,2025-03-16T00:43:04.197Z,2025-03-16T00:43:09Z,5ynru0652guk8hl45ltxo0dwq,R. Buckmaster,,,5584767561,213,6.25,5584767557,141,6.2,5584767555,140,68.5,5584767565,1,,5584767553,56,Right,5584767559,212,32.4,5584767551,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2788891439,67,3,1,6,24,87c66ubwpzykovmkaf1t46bis,0,73.8,9.2,2025-03-16T00:43:08.231Z,2025-03-16T02:46:33Z,8pg5wiwxujx3hnir5wie9xgfe,Diogo Pacheco,,,5584767585,56,Right,5584767587,286,,5584767675,233,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2788891447,37,7,1,6,24,224tl8u2smnbyliroayk69nt0,1,26.2,90.8,2025-03-16T00:43:08.232Z,2025-03-16T00:43:14Z,3g0rdzkjns986gn34vg3umiqy,S. Suber,,,5584767609,56,Back,5584767655,233,67,5584767613,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2788891529,39,12,1,6,28,224tl8u2smnbyliroayk69nt0,1,12.0,90.2,2025-03-16T00:43:11.656Z,2025-03-16T03:13:09Z,3g0rdzkjns986gn34vg3umiqy,S. Suber,,,5584768033,141,100.0,5584768037,213,0.47,5585196815,167,,5584768031,140,26.2,5584768035,212,16.7,5584768029,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2788891535,40,5,1,6,28,224tl8u2smnbyliroayk69nt0,0,30.4,101.4,2025-03-16T00:43:12.247Z,2025-03-16T03:08:23Z,3g0rdzkjns986gn34vg3umiqy,S. Suber,,,5584768059,56,Back,5584768461,233,68,5584768061,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2788891591,68,5,1,6,28,87c66ubwpzykovmkaf1t46bis,1,69.6,-1.4,2025-03-16T00:43:12.247Z,2025-03-16T03:08:22Z,8pg5wiwxujx3hnir5wie9xgfe,Diogo Pacheco,,,5584768387,56,Right,5584768389,347,,5584768395,233,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2788891623,69,1,1,6,36,87c66ubwpzykovmkaf1t46bis,1,62.4,0.0,2025-03-16T00:43:20.261Z,2025-03-16T00:43:22Z,5ynru0652guk8hl45ltxo0dwq,R. Buckmaster,,,5584768561,140,60.3,5584768563,141,3.2,5584768557,107,,5584768565,212,3.9,5584768567,213,2.16,5584768559,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2788891631,70,50,1,6,38,87c66ubwpzykovmkaf1t46bis,1,61.6,9.2,2025-03-16T00:43:22.164Z,2025-03-16T03:07:45Z,bzu3rjr0r2qmxluguyseq5sdl,A. Soto,,,5584768595,56,Right,5584768597,286,,5584985133,233,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2788891667,41,7,1,6,38,224tl8u2smnbyliroayk69nt0,0,38.4,90.8,2025-03-16T00:43:22.165Z,2025-03-16T03:31:37Z,e8rbnbqkrxia3lgt7agaid4kq,R. Mertz,,,5584985097,233,70,5584985065,285,,5584768817,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2788931061,307,50,1,6,42,224tl8u2smnbyliroayk69nt0,1,35.8,86.4,2025-03-16T00:43:26.306Z,2025-03-16T01:38:31Z,e8rbnbqkrxia3lgt7agaid4kq,R. Mertz,,,5584987383,233,371,5584986485,286,,5584986483,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2788931191,371,7,1,6,43,87c66ubwpzykovmkaf1t46bis,1,64.2,13.6,2025-03-16T00:43:26.307Z,2025-03-16T01:38:30Z,zd582wgzhdcz8n6oipywt3vt,J. Hernández,,,5584987361,233,307,5584987329,285,,5584987327,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2788891707,71,1,1,6,43,87c66ubwpzykovmkaf1t46bis,1,60.8,12.2,2025-03-16T00:43:26.581Z,2025-03-16T00:43:29Z,zd582wgzhdcz8n6oipywt3vt,J. Hernández,,,5584769007,212,18.1,5584769005,141,20.7,5584769003,140,44.5,5584769009,213,2.82,5584769001,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2788891743,72,1,1,6,45,87c66ubwpzykovmkaf1t46bis,1,44.5,20.7,2025-03-16T00:43:29.085Z,2025-03-16T00:43:33Z,4o1ryjpzoxzpi3ex53cmayui1,A. Crognale,,,5584769211,213,4.67,5584769203,56,Back,5584769209,212,10.3,5584769205,140,44.1,5584769207,141,5.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2788891759,73,1,1,6,49,87c66ubwpzykovmkaf1t46bis,1,44.5,6.1,2025-03-16T00:43:33.029Z,2025-03-16T00:43:35Z,5ynru0652guk8hl45ltxo0dwq,R. Buckmaster,,,5584769295,213,6.11,5584769287,56,Right,5584769291,141,3.5,5584769293,212,10.4,5584769289,140,54.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2788891767,74,1,1,6,52,87c66ubwpzykovmkaf1t46bis,0,54.3,3.5,2025-03-16T00:43:35.349Z,2025-03-16T02:47:17Z,8pg5wiwxujx3hnir5wie9xgfe,Diogo Pacheco,,,5584769347,56,Right,5584769349,140,59.0,5584769355,213,0.61,5584769351,141,8.6,5584769353,212,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2788891803,42,1,1,6,54,224tl8u2smnbyliroayk69nt0,1,34.9,81.7,2025-03-16T00:43:37.663Z,2025-03-16T01:39:04Z,3g0rdzkjns986gn34vg3umiqy,S. Suber,,,5584988979,1,,5584988977,157,,5584769575,56,Back,5584769583,212,15.1,5584769585,213,3.65,5584769579,140,22.3,5584769581,141,70.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2788891815,43,44,1,6,55,224tl8u2smnbyliroayk69nt0,1,21.7,69.4,2025-03-16T00:43:39.306Z,2025-03-16T03:07:58Z,1445ppxg007udzcj6t20ceyju,R. Ydrach,,,5584989681,233,372,5584769621,285,,5584769619,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2788931591,372,44,1,6,56,87c66ubwpzykovmkaf1t46bis,0,78.3,30.6,2025-03-16T00:43:39.307Z,2025-03-16T03:07:58Z,zd582wgzhdcz8n6oipywt3vt,J. Hernández,,,5584989675,56,Center,5584989693,233,43,5584989677,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2788891823,44,12,1,6,56,224tl8u2smnbyliroayk69nt0,1,22.4,70.3,2025-03-16T00:43:39.823Z,2025-03-16T03:13:48Z,1445ppxg007udzcj6t20ceyju,R. Ydrach,,,5584769659,56,Back,5584769927,15,,5584769661,140,34.4,5584769665,212,12.8,5584769663,141,73.9,5584769667,213,0.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2788891865,75,1,1,6,57,87c66ubwpzykovmkaf1t46bis,1,63.8,17.4,2025-03-16T00:43:40.765Z,2025-03-16T00:43:42Z,8pg5wiwxujx3hnir5wie9xgfe,Diogo Pacheco,,,5584769897,140,63.3,5584769903,213,4.59,5584769901,212,4.4,5584769895,56,Right,5584769899,141,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2788891877,76,1,1,6,59,87c66ubwpzykovmkaf1t46bis,1,63.3,11.0,2025-03-16T00:43:42.589Z,2025-03-16T00:43:43Z,4695nvcz8lcrklltxvalcizmd,J. Agudelo,,,5584769955,212,5.4,5584769957,213,4.27,5584769949,56,Right,5584769951,140,61.1,5584769953,141,3.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2788891881,77,1,1,7,0,87c66ubwpzykovmkaf1t46bis,1,61.1,3.8,2025-03-16T00:43:43.612Z,2025-03-16T00:43:44Z,5ynru0652guk8hl45ltxo0dwq,R. Buckmaster,,,5584770027,213,2.66,5584770025,212,11.0,5584770023,141,11.3,5584770019,56,Right,5584770021,140,51.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2788891905,78,1,1,7,1,87c66ubwpzykovmkaf1t46bis,1,51.8,11.3,2025-03-16T00:43:44.765Z,2025-03-16T02:47:33Z,4o1ryjpzoxzpi3ex53cmayui1,A. Crognale,,,5584770173,140,43.6,5584770171,56,Back,5584770177,212,16.8,5584770181,213,2.11,5584770175,141,32.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2788891947,79,1,1,7,5,87c66ubwpzykovmkaf1t46bis,1,43.6,32.4,2025-03-16T00:43:48.372Z,2025-03-16T00:43:50Z,ks7omik17xov44i4hhjrldyh,M. Taintor,,,5584770469,213,1.18,5584770463,212,25.0,5584770451,56,Center,5584770455,140,52.7,5584770459,141,66.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2788891995,80,1,1,7,7,87c66ubwpzykovmkaf1t46bis,1,53.6,70.2,2025-03-16T00:43:50.415Z,2025-03-16T00:43:53Z,bfdes5ft117ggu7ue5tnu5hm2,N. Hernandez,,,5584770731,213,1.03,5584770719,140,62.3,5584770723,141,92.6,5584770717,56,Left,5584770727,212,17.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2788892047,81,1,1,7,9,87c66ubwpzykovmkaf1t46bis,1,62.4,92.4,2025-03-16T00:43:52.893Z,2025-03-16T00:43:58Z,61rlxmejof8zjv8uw3sk1l045,J. Medranda,,,5584771023,140,44.9,5584771029,213,3.55,5584771027,212,20.1,5584771025,141,80.6,5584771021,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2788892093,82,1,1,7,14,87c66ubwpzykovmkaf1t46bis,1,43.8,79.4,2025-03-16T00:43:57.821Z,2025-03-16T00:44:00Z,bfdes5ft117ggu7ue5tnu5hm2,N. Hernandez,,,5584771249,141,40.6,5584771251,212,35.5,5584771253,213,3.98,5584771245,56,Back,5584771247,140,21.2,5584771255,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2788892125,83,1,1,7,17,87c66ubwpzykovmkaf1t46bis,1,21.2,40.6,2025-03-16T00:44:00.405Z,2025-03-16T00:44:03Z,h4nbagq5dsdltn9x62oi0t05,R. Sánchez,,,5584771441,56,Back,5584771445,141,21.6,5584771443,140,27.4,5584771449,212,14.5,5584771453,213,5.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2788892201,84,1,1,7,20,87c66ubwpzykovmkaf1t46bis,1,27.4,21.6,2025-03-16T00:44:03.773Z,2025-03-16T00:44:09Z,4o1ryjpzoxzpi3ex53cmayui1,A. Crognale,,,5584771843,212,29.5,5584771837,56,Right,5584771841,141,10.1,5584771835,155,,5584771839,140,54.5,5584771845,213,6.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2788892219,85,1,1,7,25,87c66ubwpzykovmkaf1t46bis,1,51.7,10.4,2025-03-16T00:44:09.044Z,2025-03-16T00:44:54Z,4695nvcz8lcrklltxvalcizmd,J. Agudelo,,,5584771965,140,43.3,5584771967,141,18.0,5584771971,213,2.61,5584771969,212,10.2,5584771963,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2788892235,86,1,1,7,27,87c66ubwpzykovmkaf1t46bis,1,43.3,18.0,2025-03-16T00:44:10.764Z,2025-03-16T00:44:12Z,bzu3rjr0r2qmxluguyseq5sdl,A. Soto,,,5584772073,212,6.6,5584772067,56,Back,5584772075,213,5.25,5584772069,140,46.5,5584772071,141,9.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2788892257,87,1,1,7,28,87c66ubwpzykovmkaf1t46bis,1,46.6,9.5,2025-03-16T00:44:12.076Z,2025-03-16T01:41:02Z,4695nvcz8lcrklltxvalcizmd,J. Agudelo,,,5584772245,213,2.81,5584772239,140,33.5,5584772241,141,16.4,5584772237,56,Back,5584772243,212,14.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2788892281,88,1,1,7,30,87c66ubwpzykovmkaf1t46bis,1,33.5,16.4,2025-03-16T00:44:13.644Z,2025-03-16T01:41:03Z,4o1ryjpzoxzpi3ex53cmayui1,A. Crognale,,,5584772353,213,0.49,5584772351,212,5.8,5584772349,141,20.4,5584772347,140,38.4,5584772345,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
