id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/13/value,qualifier/10/value,qualifier/11/value,qualifier/12/value,qualifier/15/value,qualifier/16/value
2800388195,30,44,1,3,28,kfq8fhwnmycbtad1u0fyefx0,0,31.5,88.9,2025-04-13T02:10:12.300Z,2025-04-13T04:09:17Z,6d45ccicyo6dregi9cm4ad4kq,I. Paul,,,5647932967,56,Back,5647932969,285,,5647933021,233,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800388189,30,1,1,3,28,ak0rmms5xl49w57i2rvid1tk9,0,70.8,7.2,2025-04-13T02:10:12.635Z,2025-04-13T04:09:23Z,dqekbs06e79n3vapj437pwyc,G. Metusala,,,5647932923,56,Right,5647932931,213,3.24,5647932927,141,4.9,5647932929,212,16.3,5647932921,3,,5647932925,140,55.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800388217,31,1,1,3,32,ak0rmms5xl49w57i2rvid1tk9,0,44.8,10.9,2025-04-13T02:10:15.996Z,2025-04-13T04:09:39Z,dqekbs06e79n3vapj437pwyc,G. Metusala,,,5647933075,140,48.3,5647933077,141,24.9,5647933079,212,10.2,5647933071,3,,5647933073,56,Back,5647933081,213,1.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800388231,31,1,1,3,32,kfq8fhwnmycbtad1u0fyefx0,0,39.6,85.4,2025-04-13T02:10:16.161Z,2025-04-13T02:10:18Z,f2nxaemhqi8kbtbejnqekgd4a,J. Garcia,,,5647933125,141,68.8,5647933119,3,,5647933129,213,5.49,5647933123,140,50.2,5647933127,212,15.9,5647933121,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800388257,32,1,1,3,35,kfq8fhwnmycbtad1u0fyefx0,0,56.3,61.7,2025-04-13T02:10:19.653Z,2025-04-13T02:56:44Z,5gc4aouty93b7kbin9cpgrdre,A. Søjberg,,,5647933221,213,5.28,5647933217,141,52.1,5647933213,56,Center,5648043375,236,,5647933215,140,60.3,5647933219,212,7.8,5648043383,286,,5648043379,233,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800388259,32,74,1,3,35,ak0rmms5xl49w57i2rvid1tk9,1,56.6,3.3,2025-04-13T02:10:19.654Z,2025-04-13T04:26:24Z,dqekbs06e79n3vapj437pwyc,G. Metusala,,,5647933227,56,Right,5647933229,285,,5648043397,233,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800388261,33,61,1,3,36,kfq8fhwnmycbtad1u0fyefx0,1,60.3,52.1,2025-04-13T02:10:20.360Z,2025-04-13T02:10:21Z,5gc4aouty93b7kbin9cpgrdre,A. Søjberg,,,5647933231,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800388339,36,1,1,3,42,kfq8fhwnmycbtad1u0fyefx0,1,65.7,75.6,2025-04-13T02:10:25.821Z,2025-04-13T02:49:24Z,djz5cm1g7ouen2y4o7w35jbl6,L. Ivanovic,1.0,,5647933603,141,27.6,5647933601,140,89.8,5647933607,213,5.37,5648025681,154,,5648025679,210,15,5647933597,155,,5647933609,1,,5647933605,212,41.3,5647933599,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800388345,33,45,1,3,44,ak0rmms5xl49w57i2rvid1tk9,0,8.9,65.8,2025-04-13T02:10:28.509Z,2025-04-13T04:19:58Z,6oj55tf7cdnnnft350f9fyhnt,M. Real,,,5647933643,56,Back,5647933789,233,37,5647933645,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800388353,37,3,1,3,44,kfq8fhwnmycbtad1u0fyefx0,1,91.1,34.2,2025-04-13T02:10:28.509Z,2025-04-13T04:19:58Z,a8ngovgs2qfu5udzb97kelg16,E. Bryant,,,5647933691,56,Center,5647933693,286,,5647933761,233,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800388359,38,15,1,3,45,kfq8fhwnmycbtad1u0fyefx0,1,93.1,41.3,2025-04-13T02:10:29.539Z,2025-04-13T05:01:47Z,a8ngovgs2qfu5udzb97kelg16,E. Bryant,,,5648024211,17,,5648025687,154,,5648211833,76,,5648025703,230,96.2,5648025693,102,52.1,5647933711,56,Center,5648024217,82,,5648025699,146,99.0,5648025695,103,12.5,5648025705,231,43.7,5648211835,214,5647933707,22,5648211837,215,5648024209,72,5648025717,233,34,5648025697,100,5648025685,29,5648025701,147,50.2,5648025689,55,36,5648179383,101,,,,,,
2800388365,34,10,1,3,45,ak0rmms5xl49w57i2rvid1tk9,1,0.5,50.7,2025-04-13T02:10:29.639Z,2025-04-13T04:10:37Z,7i29w1zl3m6xdnurdll08jsvd,M. Mahoney,,,5647943363,14,,5647933751,56,Back,5648025739,233,38,5647933749,94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800388441,35,12,1,3,50,ak0rmms5xl49w57i2rvid1tk9,1,7.3,14.1,2025-04-13T02:10:33.690Z,2025-04-13T04:11:11Z,rtca480n5ehey5ffvt8nudck,H. Endeley,,,5647934103,140,42.8,5647934107,212,37.7,5647934109,213,6.13,5647934101,56,Back,5647934105,141,5.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800388431,39,1,1,3,58,kfq8fhwnmycbtad1u0fyefx0,1,53.4,84.4,2025-04-13T02:10:42.100Z,2025-04-13T04:23:10Z,9x7teazvqgbnj3pnam6rf2xgp,W. Fonguck,,,5647934085,212,10.1,5647934089,213,0.66,5647934071,56,Left,5647934077,140,61.0,5647934081,141,93.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800388453,40,1,1,4,0,kfq8fhwnmycbtad1u0fyefx0,1,61.0,93.6,2025-04-13T02:10:43.927Z,2025-04-13T04:23:14Z,f2nxaemhqi8kbtbejnqekgd4a,J. Garcia,,,5647934163,56,Back,5647934167,141,83.3,5647934169,212,20.1,5647934165,140,43.1,5647934171,213,3.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800388493,41,1,1,4,1,kfq8fhwnmycbtad1u0fyefx0,1,43.1,83.3,2025-04-13T02:10:45.482Z,2025-04-13T04:23:16Z,b32tamno8dpk5te2oq7d9a6t,C. Guzmán,,,5647934287,212,37.2,5647934281,56,Center,5647934283,140,51.1,5647934289,213,4.94,5647934285,141,30.0,5647934291,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800388537,42,1,1,4,5,kfq8fhwnmycbtad1u0fyefx0,1,51.9,26.1,2025-04-13T02:10:48.724Z,2025-04-13T04:23:21Z,a8ngovgs2qfu5udzb97kelg16,E. Bryant,,,5647934511,213,0.59,5647934503,56,Center,5647934507,141,38.9,5647934505,140,64.3,5647934509,212,15.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800388575,43,1,1,4,8,kfq8fhwnmycbtad1u0fyefx0,1,65.0,38.3,2025-04-13T02:10:52.002Z,2025-04-13T02:57:58Z,9ij293r1mbtygl6v3u2s43i3u,M. Lyons,,,5647934723,140,43.3,5647934721,56,Back,5647934729,213,3.19,5647934727,212,22.8,5647934725,141,36.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800388595,44,1,1,4,13,kfq8fhwnmycbtad1u0fyefx0,1,57.0,27.9,2025-04-13T02:10:57.475Z,2025-04-13T02:58:06Z,ewibb8s7p2l6f5sekvkqu4a5m,A. Rebollar,,,5647934849,56,Right,5647934851,140,69.0,5647934857,213,5.55,5647934853,141,11.3,5647934855,212,16.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800388597,45,1,1,4,17,kfq8fhwnmycbtad1u0fyefx0,1,35.0,21.3,2025-04-13T02:11:00.723Z,2025-04-13T02:58:44Z,1j010cibh247p8kjchww6ny3u,N. Gordon,,,5647934865,56,Right,5648046497,141,5.6,5648046499,212,21.3,5648046495,140,52.6,5648046501,213,5.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800410017,352,61,1,4,18,kfq8fhwnmycbtad1u0fyefx0,0,43.8,16.5,2025-04-13T02:11:01.670Z,2025-04-13T02:59:02Z,9ij293r1mbtygl6v3u2s43i3u,M. Lyons,,,5648046971,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800388621,37,1,1,4,19,ak0rmms5xl49w57i2rvid1tk9,1,36.5,83.0,2025-04-13T02:11:02.818Z,2025-04-13T02:11:04Z,4ccmn07kk0thmg6apfxgivmc5,J. Dhillon,,,5647934975,140,34.6,5647934979,141,74.8,5647934983,212,5.9,5647934987,213,4.37,5647934973,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800388651,38,1,1,4,20,ak0rmms5xl49w57i2rvid1tk9,1,34.6,74.8,2025-04-13T02:11:03.834Z,2025-04-13T02:11:06Z,6eqvj5hboqw5c21ofhsgo4p9l,M. Micaletto,,,5647935123,140,32.1,5647935129,213,4.59,5647935127,212,21.6,5647935121,56,Back,5647935125,141,43.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800388689,39,1,1,4,22,ak0rmms5xl49w57i2rvid1tk9,1,32.1,43.3,2025-04-13T02:11:06.458Z,2025-04-13T02:11:12Z,cnqxbvy77blk2ulx06t65it49,A. Fontana,,,5647935319,56,Back,5647935325,212,23.9,5647935321,140,10.1,5647935327,213,2.89,5647935323,141,52.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800388725,40,1,1,4,28,ak0rmms5xl49w57i2rvid1tk9,1,14.2,49.7,2025-04-13T02:11:12.114Z,2025-04-13T02:11:17Z,8m19c2e0raanzp3dzf7aaf6jt,A. Romero,,,5647935509,213,1.23,5647935505,141,76.0,5647935503,140,20.3,5647935501,56,Back,5647935507,212,19.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800388735,41,1,1,4,33,ak0rmms5xl49w57i2rvid1tk9,0,27.4,78.7,2025-04-13T02:11:17.107Z,2025-04-13T02:11:18Z,7i29w1zl3m6xdnurdll08jsvd,M. Mahoney,,,5647935547,212,26.5,5647935549,213,6.19,5647935541,56,Center,5647935543,140,52.5,5647935545,141,75.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800388771,47,1,1,4,35,kfq8fhwnmycbtad1u0fyefx0,1,35.9,32.1,2025-04-13T02:11:19.491Z,2025-04-13T02:11:22Z,1j010cibh247p8kjchww6ny3u,N. Gordon,,,5647935713,141,38.0,5647935717,213,0.18,5647935711,140,57.4,5647935715,212,22.9,5647935709,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800388775,48,1,1,4,38,kfq8fhwnmycbtad1u0fyefx0,0,58.3,37.9,2025-04-13T02:11:22.652Z,2025-04-13T02:11:23Z,9x7teazvqgbnj3pnam6rf2xgp,W. Fonguck,,,5647935749,141,32.2,5647935747,140,70.5,5647935751,212,13.4,5647935753,213,5.99,5647935745,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800388785,42,1,1,4,41,ak0rmms5xl49w57i2rvid1tk9,0,27.7,69.6,2025-04-13T02:11:24.915Z,2025-04-13T02:11:25Z,7i29w1zl3m6xdnurdll08jsvd,M. Mahoney,,,5647935805,141,65.8,5647935809,213,6.14,5647935799,157,,5647935801,56,Back,5647935807,212,18.1,5647935811,1,,5647935803,140,44.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800388801,49,1,1,4,42,kfq8fhwnmycbtad1u0fyefx0,1,39.6,34.9,2025-04-13T02:11:26.356Z,2025-04-13T02:11:27Z,1j010cibh247p8kjchww6ny3u,N. Gordon,,,5647935869,140,47.8,5647935871,141,44.3,5647935873,212,10.7,5647935867,56,Back,5647935875,213,0.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800388811,50,1,1,4,44,kfq8fhwnmycbtad1u0fyefx0,1,47.8,44.3,2025-04-13T02:11:27.721Z,2025-04-13T02:11:28Z,9x7teazvqgbnj3pnam6rf2xgp,W. Fonguck,,,5647935925,141,33.1,5647935929,213,3.92,5647935927,212,10.8,5647935921,56,Back,5647935923,140,40.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800388841,51,1,1,4,45,kfq8fhwnmycbtad1u0fyefx0,1,40.5,33.1,2025-04-13T02:11:28.685Z,2025-04-13T02:11:32Z,1j010cibh247p8kjchww6ny3u,N. Gordon,,,5647936095,213,5.85,5647936087,56,Right,5647936089,140,65.8,5647936091,141,15.0,5647936093,212,29.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800388859,52,1,1,4,48,kfq8fhwnmycbtad1u0fyefx0,0,70.4,10.6,2025-04-13T02:11:32.222Z,2025-04-13T02:11:33Z,9ij293r1mbtygl6v3u2s43i3u,M. Lyons,,,5647936155,155,,5647936159,140,79.4,5647936161,141,58.1,5647936167,1,,5647936163,212,33.7,5647936165,213,1.29,5647936157,56,Center,5647936153,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800388865,43,12,1,4,50,ak0rmms5xl49w57i2rvid1tk9,1,9.9,42.1,2025-04-13T02:11:33.722Z,2025-04-13T02:11:42Z,dqekbs06e79n3vapj437pwyc,G. Metusala,,,5647936185,140,26.7,5647936191,213,0.35,5647936189,212,18.8,5647936207,15,,5647936187,141,51.5,5647936183,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800388881,53,1,1,4,51,kfq8fhwnmycbtad1u0fyefx0,1,65.1,33.7,2025-04-13T02:11:35.004Z,2025-04-13T02:11:36Z,9x7teazvqgbnj3pnam6rf2xgp,W. Fonguck,,,5647936279,140,77.3,5647936283,141,21.2,5647936287,213,5.70,5647936277,56,Center,5647936285,212,15.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800388897,54,1,1,4,52,kfq8fhwnmycbtad1u0fyefx0,1,77.3,21.2,2025-04-13T02:11:36.356Z,2025-04-13T02:11:42Z,ewibb8s7p2l6f5sekvkqu4a5m,A. Rebollar,,,5647936389,213,3.31,5647936385,141,16.5,5647936383,140,59.4,5647936381,56,Right,5647936387,212,19.1,5647936537,156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800388913,55,1,1,4,54,kfq8fhwnmycbtad1u0fyefx0,1,59.4,16.5,2025-04-13T02:11:38.371Z,2025-04-13T02:11:39Z,a8ngovgs2qfu5udzb97kelg16,E. Bryant,,,5647936433,56,Center,5647936439,212,12.0,5647936437,141,31.2,5647936441,213,2.16,5647936435,140,53.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800388941,56,1,1,4,55,kfq8fhwnmycbtad1u0fyefx0,1,53.1,31.2,2025-04-13T02:11:39.619Z,2025-04-13T02:11:44Z,1j010cibh247p8kjchww6ny3u,N. Gordon,,,5647936575,141,17.3,5647936573,140,68.1,5647936577,212,18.4,5647936579,213,5.74,5647936571,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800388965,57,1,1,5,0,kfq8fhwnmycbtad1u0fyefx0,1,68.8,18.5,2025-04-13T02:11:44.327Z,2025-04-13T02:11:47Z,a8ngovgs2qfu5udzb97kelg16,E. Bryant,,,5647936673,212,10.3,5647936671,141,7.3,5647936669,140,75.4,5647936675,213,5.45,5647936667,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800388995,58,1,1,5,3,kfq8fhwnmycbtad1u0fyefx0,1,73.1,8.9,2025-04-13T02:11:47.119Z,2025-04-13T02:11:50Z,9ij293r1mbtygl6v3u2s43i3u,M. Lyons,,,5647936823,212,16.6,5647936821,141,12.5,5647936817,56,Right,5647936825,213,2.99,5647936819,140,57.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800389013,59,1,1,5,6,kfq8fhwnmycbtad1u0fyefx0,1,53.5,16.5,2025-04-13T02:11:50.188Z,2025-04-13T02:11:53Z,1j010cibh247p8kjchww6ny3u,N. Gordon,,,5647936917,140,27.9,5647936921,212,33.2,5647936923,213,2.51,5647936919,141,45.2,5647936925,1,,5647936915,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800389039,60,1,1,5,9,kfq8fhwnmycbtad1u0fyefx0,1,27.9,45.2,2025-04-13T02:11:53.138Z,2025-04-13T02:11:56Z,isauuse3yqdwymvfne6ci385,Nico Campuzano,,,5647937025,140,37.1,5647937023,56,Back,5647937031,213,1.08,5647937027,141,72.1,5647937029,212,20.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800389065,61,1,1,5,12,kfq8fhwnmycbtad1u0fyefx0,1,43.0,69.4,2025-04-13T02:11:56.591Z,2025-04-13T02:11:59Z,b32tamno8dpk5te2oq7d9a6t,C. Guzmán,,,5647937175,141,91.8,5647937177,212,25.1,5647937179,213,0.65,5647937171,56,Left,5647937173,140,62.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800389099,62,1,1,5,15,kfq8fhwnmycbtad1u0fyefx0,1,62.0,91.8,2025-04-13T02:11:59.187Z,2025-04-13T02:12:04Z,f2nxaemhqi8kbtbejnqekgd4a,J. Garcia,,,5647937405,140,84.2,5647937409,212,23.6,5647937407,141,86.5,5647937403,56,Left,5647937411,213,6.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800389129,63,1,1,5,20,kfq8fhwnmycbtad1u0fyefx0,1,90.8,81.8,2025-04-13T02:12:04.403Z,2025-04-13T04:18:35Z,djz5cm1g7ouen2y4o7w35jbl6,L. Ivanovic,1.0,,5647937573,2,,5647937577,56,Center,5647938621,210,14,5647937585,213,4.75,5647938623,154,,5647937581,141,30.7,5647937587,1,,5647937579,140,92.2,5647937583,212,34.8,5647937575,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800389133,64,14,1,5,24,kfq8fhwnmycbtad1u0fyefx0,1,91.7,43.8,2025-04-13T02:12:08.058Z,2025-04-13T05:00:24Z,ewibb8s7p2l6f5sekvkqu4a5m,A. Rebollar,,,5647937607,22,,5648210303,108,,5647938663,103,38.6,5647938667,230,98.5,5647938653,154,,5647938657,55,63,5647938311,17,,5648171665,74,,5647937611,56,Center,5647938661,102,50.4,5647938665,328,5647938309,20,5647938649,29,5647938669,231,,,,,,,,,,,,,,,,47.5,,,,,
2800389321,44,5,1,5,28,ak0rmms5xl49w57i2rvid1tk9,1,-1.2,45.6,2025-04-13T02:12:12.290Z,2025-04-13T05:16:04Z,8m19c2e0raanzp3dzf7aaf6jt,A. Romero,,,5647938483,346,,5647938535,233,65,5647938481,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800389165,65,5,1,5,28,kfq8fhwnmycbtad1u0fyefx0,0,101.2,54.4,2025-04-13T02:12:12.290Z,2025-04-13T05:16:05Z,ewibb8s7p2l6f5sekvkqu4a5m,A. Rebollar,,,5647937761,56,Center,5647937763,346,,5647938561,233,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800389429,45,1,1,6,5,ak0rmms5xl49w57i2rvid1tk9,1,2.4,44.9,2025-04-13T02:12:48.754Z,2025-04-13T02:12:52Z,8m19c2e0raanzp3dzf7aaf6jt,A. Romero,,,5647939107,213,5.89,5647939113,74,,5647939101,140,59.6,5647939103,141,7.9,5647939099,56,Right,5647939109,1,,5647939097,124,,5647939105,212,65.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800389433,46,44,1,6,9,ak0rmms5xl49w57i2rvid1tk9,1,65.6,23.0,2025-04-13T02:12:52.729Z,2025-04-13T04:19:59Z,4ccmn07kk0thmg6apfxgivmc5,J. Dhillon,,,5647939133,56,Center,5647939195,233,67,5647939135,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800389445,67,44,1,6,9,kfq8fhwnmycbtad1u0fyefx0,0,34.4,77.0,2025-04-13T02:12:52.730Z,2025-04-13T04:19:59Z,b32tamno8dpk5te2oq7d9a6t,C. Guzmán,,,5647939199,233,46,5647939177,56,Back,5647939179,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800389443,47,1,1,6,9,ak0rmms5xl49w57i2rvid1tk9,0,59.6,7.9,2025-04-13T02:12:52.986Z,2025-04-13T02:12:53Z,4ccmn07kk0thmg6apfxgivmc5,J. Dhillon,,,5647939163,3,,5647939175,213,6.27,5647939167,56,Right,5647939173,212,11.2,5647939165,168,,5647939171,141,7.6,5647939169,140,70.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800389439,66,43,1,6,9,kfq8fhwnmycbtad1u0fyefx0,1,0.0,0.0,2025-04-13T02:12:53.490Z,2025-04-13T04:19:56Z,f2nxaemhqi8kbtbejnqekgd4a,J. Garcia,,,5648173207,144,44,5647939155,56,Back,5647939157,285,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800389479,68,1,1,6,11,kfq8fhwnmycbtad1u0fyefx0,1,31.3,75.1,2025-04-13T02:12:55.424Z,2025-04-13T02:12:58Z,f2nxaemhqi8kbtbejnqekgd4a,J. Garcia,,,5647939353,141,69.9,5647939351,140,41.2,5647939357,213,5.96,5647939349,56,Back,5647939355,212,11.0,5647939347,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800389491,69,1,1,6,14,kfq8fhwnmycbtad1u0fyefx0,1,41.2,69.9,2025-04-13T02:12:58.504Z,2025-04-13T02:12:59Z,9x7teazvqgbnj3pnam6rf2xgp,W. Fonguck,,,5647939419,212,7.6,5647939415,140,35.0,5647939413,56,Back,5647939417,141,75.7,5647939421,213,2.60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800389515,71,1,1,6,16,kfq8fhwnmycbtad1u0fyefx0,1,35.0,75.7,2025-04-13T02:12:59.841Z,2025-04-13T02:13:03Z,b32tamno8dpk5te2oq7d9a6t,C. Guzmán,,,5647939521,212,29.1,5647939523,213,3.67,5647939515,56,Back,5647939517,140,11.0,5647939519,141,54.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800389533,72,1,1,6,19,kfq8fhwnmycbtad1u0fyefx0,1,11.0,53.4,2025-04-13T02:13:02.835Z,2025-04-13T02:13:05Z,isauuse3yqdwymvfne6ci385,Nico Campuzano,,,5647939585,141,43.9,5647939589,213,5.14,5647939587,212,7.1,5647939581,56,Back,5647939583,140,13.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800389555,73,1,1,6,21,kfq8fhwnmycbtad1u0fyefx0,1,14.2,41.3,2025-04-13T02:13:05.551Z,2025-04-13T02:13:09Z,1j010cibh247p8kjchww6ny3u,N. Gordon,,,5647939675,141,12.8,5647939679,213,5.53,5647939671,56,Back,5647939677,212,28.3,5647939673,140,33.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800389597,74,1,1,6,25,kfq8fhwnmycbtad1u0fyefx0,1,33.8,12.8,2025-04-13T02:13:09.641Z,2025-04-13T02:13:15Z,9ij293r1mbtygl6v3u2s43i3u,M. Lyons,,,5647939833,56,Center,5647939837,141,34.9,5647939835,140,66.2,5647939841,213,0.42,5647939843,1,,5647939839,212,37.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800389603,75,50,1,6,31,kfq8fhwnmycbtad1u0fyefx0,1,70.0,16.0,2025-04-13T02:13:15.585Z,2025-04-13T02:13:21Z,5gc4aouty93b7kbin9cpgrdre,A. Søjberg,,,5647939923,233,48,5647939859,56,Right,5647939861,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800389611,48,7,1,6,31,ak0rmms5xl49w57i2rvid1tk9,0,30.0,84.0,2025-04-13T02:13:15.586Z,2025-04-13T02:13:20Z,7i29w1zl3m6xdnurdll08jsvd,M. Mahoney,,,5647939915,233,75,5647939891,56,Back,5647939893,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800389711,49,5,1,6,33,ak0rmms5xl49w57i2rvid1tk9,0,29.8,101.0,2025-04-13T02:13:16.970Z,2025-04-13T05:16:06Z,7i29w1zl3m6xdnurdll08jsvd,M. Mahoney,,,5647940329,56,Back,5647940331,347,,5647947523,233,76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800389615,76,5,1,6,33,kfq8fhwnmycbtad1u0fyefx0,1,70.2,-1.0,2025-04-13T02:13:16.970Z,2025-04-13T05:16:05Z,5gc4aouty93b7kbin9cpgrdre,A. Søjberg,,,5647939925,56,Right,5647939927,347,,5647947493,233,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800389653,77,1,1,6,33,kfq8fhwnmycbtad1u0fyefx0,1,73.5,0.0,2025-04-13T02:13:17.604Z,2025-04-13T03:01:56Z,5gc4aouty93b7kbin9cpgrdre,A. Søjberg,,,5647940065,212,17.3,5647940057,107,,5647940067,213,0.90,5647940061,140,83.8,5647940059,56,Right,5647940063,141,18.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
