id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/15/value,qualifier/11/value,qualifier/13/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId
2822657763,37,1,1,1,40,8cpjplodpphtkbt0hq8sr8mqs,1,31.7,95.3,2025-06-14T23:08:10.139Z,2025-06-14T23:08:13Z,2pka62t1zg04jwkcx6zbc4wlw,F. McRobb,,,5771212779,213,6.02,5771212773,140,60.3,5771212777,212,31.1,5771212775,141,83.5,5771212771,56,Left,5771212769,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822657765,38,1,1,1,41,8cpjplodpphtkbt0hq8sr8mqs,0,58.5,82.6,2025-06-14T23:08:11.731Z,2025-06-14T23:15:56Z,9tispdm7tc3te31awsfcmd905,A. Quinn,,,5771212785,56,Center,5771226999,3,,5771226917,212,13.2,5771226915,141,72.4,5771226913,140,69.2,5771226919,213,5.73,5771226911,168,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822657779,22,1,1,1,42,224tl8u2smnbyliroayk69nt0,1,31.0,26.1,2025-06-14T23:08:12.393Z,2025-06-14T23:08:16Z,3g0rdzkjns986gn34vg3umiqy,S. Suber,,,5771212863,212,25.4,5771212865,213,2.70,5771212861,141,42.2,5771212857,56,Back,5771212859,140,9.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822657783,23,1,1,1,46,224tl8u2smnbyliroayk69nt0,0,9.2,42.2,2025-06-14T23:08:16.497Z,2025-06-14T23:08:17Z,a9lytq2ddavywxo7ib8uzbj6x,E. Dick,,,5771212871,157,,5771212875,140,30.1,5771212887,213,6.21,5771212889,1,,5771212873,56,Back,5771212879,141,39.8,5771212883,212,22.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822657799,39,1,1,1,48,8cpjplodpphtkbt0hq8sr8mqs,1,62.7,54.2,2025-06-14T23:08:18.419Z,2025-06-14T23:08:19Z,blts89a19itip4gjeagcwc1xx,C. Lindley,,,5771212961,212,13.7,5771212963,213,5.48,5771212957,140,71.7,5771212955,56,Center,5771212959,141,39.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822657831,41,1,1,1,49,8cpjplodpphtkbt0hq8sr8mqs,1,71.7,39.7,2025-06-14T23:08:19.651Z,2025-06-14T23:08:22Z,2co6fedrz8anjzy9ise76dplh,J. Blake,,,5771213097,141,15.9,5771213095,140,74.0,5771213101,213,4.86,5771213099,212,16.4,5771213093,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822657847,42,1,1,1,52,8cpjplodpphtkbt0hq8sr8mqs,1,59.4,25.9,2025-06-14T23:08:22.547Z,2025-06-14T23:08:24Z,1lk61nwcvayf0ep21p31xcfzd,B. Rendón,,,5771213191,213,5.86,5771213189,212,26.4,5771213183,56,Right,5771213187,141,10.0,5771213185,140,82.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822657859,43,1,1,1,54,8cpjplodpphtkbt0hq8sr8mqs,1,82.2,6.8,2025-06-14T23:08:24.698Z,2025-06-14T23:08:26Z,2co6fedrz8anjzy9ise76dplh,J. Blake,,,5771213243,141,5.0,5771213247,213,3.25,5771213245,212,11.7,5771213239,56,Right,5771213241,140,71.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822657865,44,1,1,1,56,8cpjplodpphtkbt0hq8sr8mqs,1,75.5,3.5,2025-06-14T23:08:26.498Z,2025-06-14T23:08:28Z,arxprecroj7kqwx1tmkhhfsdm,B. Ofeimu,,,5771213291,213,2.69,5771213289,212,11.5,5771213283,56,Right,5771213287,141,10.9,5771213285,140,65.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822657891,45,1,1,1,58,8cpjplodpphtkbt0hq8sr8mqs,1,65.6,10.3,2025-06-14T23:08:28.178Z,2025-06-14T23:08:31Z,blts89a19itip4gjeagcwc1xx,C. Lindley,,,5771213373,140,68.3,5771213389,213,1.29,5771213383,212,10.3,5771213379,141,24.9,5771213369,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822657909,46,1,1,2,1,8cpjplodpphtkbt0hq8sr8mqs,1,62.3,16.8,2025-06-14T23:08:31.067Z,2025-06-14T23:08:32Z,e93nozniig2wriw9doit6a4tl,J. Murphy,,,5771213449,212,8.4,5771213451,213,2.59,5771213443,56,Center,5771213447,141,23.3,5771213445,140,55.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822657925,47,1,1,2,2,8cpjplodpphtkbt0hq8sr8mqs,1,60.1,22.1,2025-06-14T23:08:32.530Z,2025-06-14T23:08:34Z,2co6fedrz8anjzy9ise76dplh,J. Blake,,,5771213531,140,54.9,5771213529,56,Center,5771213535,212,11.3,5771213537,213,2.08,5771213533,141,36.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822657937,48,1,1,2,4,8cpjplodpphtkbt0hq8sr8mqs,1,52.1,38.2,2025-06-14T23:08:34.762Z,2025-06-14T23:08:37Z,97d0drjb3zqkh5ozfufg17nys,P. Hogan,,,5771213605,213,4.87,5771213603,212,11.5,5771213599,140,53.8,5771213597,56,Center,5771213601,141,21.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822657951,49,1,1,2,7,8cpjplodpphtkbt0hq8sr8mqs,1,55.0,19.2,2025-06-14T23:08:37.123Z,2025-06-14T23:08:40Z,blts89a19itip4gjeagcwc1xx,C. Lindley,,,5771213691,213,2.38,5771213689,212,16.3,5771213683,56,Back,5771213687,141,35.7,5771213685,140,43.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822657963,50,1,1,2,10,8cpjplodpphtkbt0hq8sr8mqs,1,45.3,41.2,2025-06-14T23:08:40.451Z,2025-06-14T23:08:44Z,97d0drjb3zqkh5ozfufg17nys,P. Hogan,,,5771213757,212,23.4,5771213755,141,75.0,5771213753,140,41.3,5771213759,213,1.75,5771213751,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822657985,51,1,1,2,14,8cpjplodpphtkbt0hq8sr8mqs,0,35.3,75.3,2025-06-14T23:08:44.147Z,2025-06-14T23:08:47Z,54yx5xkqrktd2hp0sxjx6hm8l,J. Musa,,,5771213891,141,76.3,5771213893,212,60.0,5771213885,155,,5771213887,56,Center,5771213889,140,92.4,5771213895,213,0.01,5771213897,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822657991,24,52,1,2,18,224tl8u2smnbyliroayk69nt0,1,12.6,27.6,2025-06-14T23:08:48.289Z,2025-06-15T22:39:33Z,a9lytq2ddavywxo7ib8uzbj6x,E. Dick,,,5772889135,377,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822658117,25,1,1,2,35,224tl8u2smnbyliroayk69nt0,0,11.1,34.8,2025-06-14T23:09:05.410Z,2025-06-14T23:09:10Z,a9lytq2ddavywxo7ib8uzbj6x,E. Dick,,,5771214581,212,78.6,5771214575,56,Center,5771214585,1,,5771214577,140,85.9,5771214583,213,0.04,5771214573,199,,5771214579,141,40.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822658135,52,52,1,2,43,8cpjplodpphtkbt0hq8sr8mqs,1,9.6,51.2,2025-06-14T23:09:12.987Z,2025-06-15T22:39:44Z,d38osra1p83cgtmrwqt6w60yy,H. Sulte,,,5772889299,377,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822658151,53,1,1,2,44,8cpjplodpphtkbt0hq8sr8mqs,1,11.9,50.9,2025-06-14T23:09:14.442Z,2025-06-14T23:09:17Z,d38osra1p83cgtmrwqt6w60yy,H. Sulte,,,5771214765,213,5.34,5771214763,212,7.9,5771214759,140,16.3,5771214755,123,,5771214757,56,Back,5771214761,141,41.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822658161,54,1,1,2,47,8cpjplodpphtkbt0hq8sr8mqs,1,17.6,44.8,2025-06-14T23:09:16.902Z,2025-06-14T23:09:19Z,97d0drjb3zqkh5ozfufg17nys,P. Hogan,,,5771214831,56,Back,5771214837,212,13.0,5771214835,141,25.8,5771214839,213,4.62,5771214833,140,16.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822658179,55,1,1,2,49,8cpjplodpphtkbt0hq8sr8mqs,1,15.8,21.3,2025-06-14T23:09:19.225Z,2025-06-14T23:09:20Z,arxprecroj7kqwx1tmkhhfsdm,B. Ofeimu,,,5771214921,141,5.3,5771214923,212,11.9,5771214925,213,5.13,5771214919,140,20.4,5771214917,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822658209,56,1,1,2,50,8cpjplodpphtkbt0hq8sr8mqs,1,20.4,3.4,2025-06-14T23:09:20.825Z,2025-06-14T23:09:27Z,1lk61nwcvayf0ep21p31xcfzd,B. Rendón,,,5771215133,212,20.5,5771215135,213,2.51,5771215129,140,4.7,5771215131,141,21.2,5771215127,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822658211,57,1,1,2,57,8cpjplodpphtkbt0hq8sr8mqs,0,3.0,15.9,2025-06-14T23:09:27.258Z,2025-06-15T01:32:42Z,arxprecroj7kqwx1tmkhhfsdm,B. Ofeimu,,,5771215153,213,5.81,5771215145,56,Back,5771230679,1,,5771215147,140,24.9,5771230677,157,,5771215149,141,0.0,5771215151,212,25.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822658231,26,5,1,2,58,224tl8u2smnbyliroayk69nt0,1,77.0,101.8,2025-06-14T23:09:28.025Z,2025-06-15T00:08:53Z,a9lytq2ddavywxo7ib8uzbj6x,E. Dick,,,5771215265,56,Left,5771215267,347,,5771215285,233,58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822658217,58,5,1,2,58,8cpjplodpphtkbt0hq8sr8mqs,0,23.0,-1.8,2025-06-14T23:09:28.025Z,2025-06-15T00:08:53Z,arxprecroj7kqwx1tmkhhfsdm,B. Ofeimu,,,5771215165,347,,5771215163,56,Back,5771215301,233,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822658241,27,1,1,3,1,224tl8u2smnbyliroayk69nt0,1,80.1,100.0,2025-06-14T23:09:30.880Z,2025-06-14T23:17:23Z,69pe2d0b9ughzcn3iqarracr8,L. Biasi,,,5771215333,141,93.2,5771215335,212,9.9,5771215337,213,5.63,5771215331,140,87.6,5771215329,56,Left,5771215327,107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822658243,28,1,1,3,2,224tl8u2smnbyliroayk69nt0,1,87.6,93.2,2025-06-14T23:09:32.144Z,2025-06-14T23:09:32Z,e8rbnbqkrxia3lgt7agaid4kq,R. Mertz,,,5771215347,141,93.3,5771215345,140,75.7,5771215351,213,3.14,5771215343,56,Left,5771215349,212,12.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822658253,29,1,1,3,2,224tl8u2smnbyliroayk69nt0,1,75.7,93.3,2025-06-14T23:09:32.849Z,2025-06-14T23:09:36Z,69pe2d0b9ughzcn3iqarracr8,L. Biasi,,,5771215397,212,9.9,5771215395,141,93.5,5771215393,140,66.3,5771215399,213,3.13,5771215391,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822658261,30,1,1,3,6,224tl8u2smnbyliroayk69nt0,1,61.6,87.4,2025-06-14T23:09:36.136Z,2025-06-14T23:09:38Z,6omt3lirajdcqxcbhzk9sobmx,G. Vacter,,,5771215445,213,4.65,5771215447,1,,5771215443,212,38.7,5771215439,140,59.3,5771215437,56,Center,5771215441,141,30.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822658275,31,1,1,3,8,224tl8u2smnbyliroayk69nt0,1,59.3,30.6,2025-06-14T23:09:38.128Z,2025-06-14T23:09:41Z,8pli7fk5kjmt0f9pl6sjsltuy,P. Barnes,,,5771215511,141,41.6,5771215515,213,2.59,5771215507,56,Back,5771215509,140,47.7,5771215513,212,14.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822658289,32,1,1,3,11,224tl8u2smnbyliroayk69nt0,1,47.7,47.3,2025-06-14T23:09:41.008Z,2025-06-14T23:09:44Z,c8nk2hg1xy4h4646ajpq65dnu,I. Osumanu,,,5771215581,140,43.6,5771215585,212,13.1,5771215587,213,1.91,5771215579,56,Back,5771215583,141,65.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822658315,33,1,1,3,14,224tl8u2smnbyliroayk69nt0,1,42.6,75.1,2025-06-14T23:09:44.577Z,2025-06-14T23:09:49Z,3g0rdzkjns986gn34vg3umiqy,S. Suber,,,5771215743,140,40.6,5771215749,213,1.75,5771215745,141,92.4,5771215747,212,11.9,5771215741,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822658323,34,1,1,3,19,224tl8u2smnbyliroayk69nt0,0,44.1,89.6,2025-06-14T23:09:49.345Z,2025-06-15T22:40:42Z,6omt3lirajdcqxcbhzk9sobmx,G. Vacter,,,5771215813,140,91.5,5771215819,213,6.00,5772890251,157,,5771215815,141,68.1,5771215817,212,51.9,5771215821,1,,5771215811,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822658349,59,52,1,3,24,8cpjplodpphtkbt0hq8sr8mqs,1,2.3,28.0,2025-06-14T23:09:53.954Z,2025-06-15T22:40:47Z,d38osra1p83cgtmrwqt6w60yy,H. Sulte,,,5772890293,376,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822658461,60,1,1,3,50,8cpjplodpphtkbt0hq8sr8mqs,0,10.9,54.6,2025-06-14T23:10:20.065Z,2025-06-14T23:10:23Z,d38osra1p83cgtmrwqt6w60yy,H. Sulte,,,5771216681,141,74.4,5771216679,140,66.2,5771216683,212,59.6,5771216677,56,Center,5771216687,1,,5771216675,199,,5771216685,213,0.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822658467,35,44,1,3,53,224tl8u2smnbyliroayk69nt0,1,33.3,27.8,2025-06-14T23:10:23.032Z,2025-06-15T00:12:44Z,3g0rdzkjns986gn34vg3umiqy,S. Suber,,,5771216697,285,,5771216695,56,Back,5771216701,233,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822658463,61,44,1,3,53,8cpjplodpphtkbt0hq8sr8mqs,0,66.7,72.2,2025-06-14T23:10:23.033Z,2025-06-15T00:12:45Z,5fhb206czgy2ul5j0tsqeo7ah,E. Amoh,,,5771216691,56,Center,5771216705,233,35,5771216693,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822658469,36,61,1,3,53,224tl8u2smnbyliroayk69nt0,1,32.3,31.6,2025-06-14T23:10:23.149Z,2025-06-15T01:47:21Z,3g0rdzkjns986gn34vg3umiqy,S. Suber,,,5771216699,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822658477,38,1,1,3,55,224tl8u2smnbyliroayk69nt0,1,25.4,40.3,2025-06-14T23:10:25.792Z,2025-06-14T23:10:28Z,c8nk2hg1xy4h4646ajpq65dnu,I. Osumanu,,,5771216745,213,1.61,5771216743,212,12.2,5771216739,140,25.0,5771216737,56,Back,5771216741,141,58.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822658481,39,1,1,3,58,224tl8u2smnbyliroayk69nt0,1,25.0,60.2,2025-06-14T23:10:27.952Z,2025-06-14T23:10:30Z,69pe2d0b9ughzcn3iqarracr8,L. Biasi,,,5771216791,212,24.3,5771216789,141,24.6,5771216785,56,Back,5771216787,140,23.3,5771216793,213,4.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822658493,40,1,1,4,0,224tl8u2smnbyliroayk69nt0,1,25.2,20.9,2025-06-14T23:10:30.304Z,2025-06-14T23:10:33Z,c8nk2hg1xy4h4646ajpq65dnu,I. Osumanu,,,5771216855,213,5.71,5771216853,212,13.1,5771216847,56,Back,5771216849,140,35.7,5771216851,141,10.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822658497,41,61,1,4,3,224tl8u2smnbyliroayk69nt0,0,37.1,9.8,2025-06-14T23:10:33.128Z,2025-06-14T23:10:33Z,8pli7fk5kjmt0f9pl6sjsltuy,P. Barnes,,,5771216877,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822658503,42,5,1,4,4,224tl8u2smnbyliroayk69nt0,0,40.6,-2.0,2025-06-14T23:10:33.970Z,2025-06-15T00:08:54Z,8pli7fk5kjmt0f9pl6sjsltuy,P. Barnes,,,5771217151,233,62,5771216929,347,,5771216927,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822658539,62,5,1,4,4,8cpjplodpphtkbt0hq8sr8mqs,1,59.4,102.0,2025-06-14T23:10:33.970Z,2025-06-15T00:08:54Z,5fhb206czgy2ul5j0tsqeo7ah,E. Amoh,,,5771217129,56,Left,5771217131,347,,5771217143,233,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822658549,63,1,1,4,13,8cpjplodpphtkbt0hq8sr8mqs,1,66.8,100.0,2025-06-14T23:10:43.049Z,2025-06-14T23:10:46Z,2pka62t1zg04jwkcx6zbc4wlw,F. McRobb,,,5771217245,140,64.1,5771217247,141,82.9,5771217249,212,13.3,5771217243,56,Left,5771217251,213,4.50,5771217241,107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822658571,64,1,1,4,16,8cpjplodpphtkbt0hq8sr8mqs,1,67.5,85.7,2025-06-14T23:10:46.009Z,2025-06-14T23:10:48Z,blts89a19itip4gjeagcwc1xx,C. Lindley,,,5771217325,140,46.7,5771217327,141,93.5,5771217331,213,2.90,5771217323,56,Back,5771217329,212,22.5,5771217321,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822658579,65,1,1,4,18,8cpjplodpphtkbt0hq8sr8mqs,1,46.7,93.5,2025-06-14T23:10:48.073Z,2025-06-14T23:10:50Z,54yx5xkqrktd2hp0sxjx6hm8l,J. Musa,,,5771217391,56,Left,5771217395,141,97.2,5771217397,212,19.4,5771217389,3,,5771217399,213,0.13,5771217393,140,65.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822658583,66,1,1,4,20,8cpjplodpphtkbt0hq8sr8mqs,0,65.0,97.2,2025-06-14T23:10:50.136Z,2025-06-14T23:10:50Z,2pka62t1zg04jwkcx6zbc4wlw,F. McRobb,,,5771217407,56,Left,5771217415,213,5.72,5771217413,212,4.2,5771217409,140,68.4,5771217411,141,93.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822658587,43,61,1,4,21,224tl8u2smnbyliroayk69nt0,1,40.1,18.2,2025-06-14T23:10:51.657Z,2025-06-14T23:26:30Z,8pli7fk5kjmt0f9pl6sjsltuy,P. Barnes,,,5771217433,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822658593,67,1,1,4,22,8cpjplodpphtkbt0hq8sr8mqs,0,59.3,84.7,2025-06-14T23:10:52.434Z,2025-06-14T23:20:18Z,e93nozniig2wriw9doit6a4tl,J. Murphy,,,5771217475,212,28.8,5771217477,213,0.42,5771217473,141,100.0,5771218393,155,,5771217471,140,84.3,5771217469,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822658599,44,5,1,4,22,224tl8u2smnbyliroayk69nt0,1,23.8,-2.0,2025-06-14T23:10:52.730Z,2025-06-15T00:08:54Z,8pli7fk5kjmt0f9pl6sjsltuy,P. Barnes,,,5771217499,347,,5771217527,233,68,5771217497,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822658595,68,5,1,4,22,8cpjplodpphtkbt0hq8sr8mqs,0,76.2,102.0,2025-06-14T23:10:52.730Z,2025-06-15T00:08:55Z,blts89a19itip4gjeagcwc1xx,C. Lindley,,,5771217531,233,44,5771217483,347,,5771217481,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822658659,45,1,1,4,37,224tl8u2smnbyliroayk69nt0,0,39.4,0.0,2025-06-14T23:11:07.712Z,2025-06-14T23:11:09Z,8pli7fk5kjmt0f9pl6sjsltuy,P. Barnes,,,5771217881,212,20.9,5771217873,107,,5771217883,213,0.37,5771217879,141,9.4,5771217875,56,Right,5771217877,140,58.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822658671,69,8,1,4,40,8cpjplodpphtkbt0hq8sr8mqs,1,53.7,92.0,2025-06-14T23:11:10.216Z,2025-06-15T22:42:33Z,9tispdm7tc3te31awsfcmd905,A. Quinn,,,5771217955,56,Left,5772891195,385,,5771219249,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822658689,46,1,1,4,40,224tl8u2smnbyliroayk69nt0,0,49.5,21.5,2025-06-14T23:11:10.697Z,2025-06-14T23:11:12Z,8pli7fk5kjmt0f9pl6sjsltuy,P. Barnes,,,5771218043,213,0.27,5771218035,56,Center,5771218037,140,59.0,5771218041,212,10.4,5771218033,3,,5771218039,141,25.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822658705,47,4,1,4,45,224tl8u2smnbyliroayk69nt0,1,52.8,15.8,2025-06-14T23:11:15.058Z,2025-06-14T23:11:20Z,9jfh2t3w4aqc4o4rvjfk7xey1,A. Williams,,,5771218291,233,70,5771218281,56,Right,5771218277,13,,5771218285,286,,5771218279,294,,5771218283,152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822658701,70,4,1,4,45,8cpjplodpphtkbt0hq8sr8mqs,0,47.2,84.2,2025-06-14T23:11:15.059Z,2025-06-14T23:11:59Z,blts89a19itip4gjeagcwc1xx,C. Lindley,,,5771218219,13,,5771218313,233,47,5771218223,56,Back,5771218227,285,,5771218225,152,,5771218221,294,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822658937,48,27,1,5,19,224tl8u2smnbyliroayk69nt0,1,0.0,0.0,2025-06-14T23:11:49.817Z,2025-06-15T00:09:13Z,,,,,5771343037,233,71,5771219437,41,Injury,5771219439,53,9jfh2t3w4aqc4o4rvjfk7xey1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822659049,71,27,1,5,19,8cpjplodpphtkbt0hq8sr8mqs,1,0.0,0.0,2025-06-14T23:11:49.817Z,2025-06-15T00:09:12Z,,,,,5771342991,233,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822658943,49,28,1,5,23,224tl8u2smnbyliroayk69nt0,1,0.0,0.0,2025-06-14T23:11:53.104Z,2025-06-15T00:09:13Z,,,,,5771343067,233,72,5771219469,55,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822659055,72,28,1,5,23,8cpjplodpphtkbt0hq8sr8mqs,1,0.0,0.0,2025-06-14T23:11:53.104Z,2025-06-15T00:09:13Z,,,,,5771343047,233,49,5771220003,55,71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822659075,50,1,1,5,39,224tl8u2smnbyliroayk69nt0,1,49.4,14.9,2025-06-14T23:12:09.672Z,2025-06-14T23:12:12Z,8pli7fk5kjmt0f9pl6sjsltuy,P. Barnes,,,5771220121,213,1.88,5771220111,152,,5771220113,56,Back,5771220119,212,40.8,5771220109,5,,5771220115,140,37.6,5771220117,141,72.1,5771220123,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822659105,51,1,1,5,42,224tl8u2smnbyliroayk69nt0,1,39.6,68.5,2025-06-14T23:12:12.335Z,2025-06-14T23:12:17Z,6omt3lirajdcqxcbhzk9sobmx,G. Vacter,,,5771220301,56,Back,5771220307,212,14.1,5771220305,141,52.4,5771220309,213,4.03,5771220303,140,31.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822659109,52,1,1,5,47,224tl8u2smnbyliroayk69nt0,0,31.5,41.6,2025-06-14T23:12:17.688Z,2025-06-14T23:12:18Z,3g0rdzkjns986gn34vg3umiqy,S. Suber,,,5771220341,1,,5771220329,155,,5771220331,56,Right,5771220335,141,9.1,5771220337,212,41.5,5771220339,213,5.72,5771220333,140,65.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822659115,73,12,1,5,49,8cpjplodpphtkbt0hq8sr8mqs,1,19.5,93.2,2025-06-14T23:12:19.744Z,2025-06-14T23:12:21Z,2pka62t1zg04jwkcx6zbc4wlw,F. McRobb,,,5771220415,167,,5771220371,140,31.1,5771220369,56,Back,5771220379,15,,5771220373,141,100.0,5771220375,212,13.6,5771220377,213,0.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
