id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/14/value,qualifier/12/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value
2800294149,33,1,1,2,52,e3k8yw2rbmphyfu5htn4yi5jk,1,33.7,88.6,2025-04-12T23:40:20.090Z,2025-04-12T23:40:22Z,5tyrfuxsp7s9thsmhfqevuoyx,A. Molloy,,,5647405273,56,Back,5647405277,141,82.1,5647405275,140,20.9,5647405281,213,3.46,5647405279,212,14.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800294197,34,1,1,2,54,e3k8yw2rbmphyfu5htn4yi5jk,1,20.9,82.1,2025-04-12T23:40:22.322Z,2025-04-12T23:40:27Z,3s1a50dskuehneuuy9b1nxg4,J. Akpunonu,,,5647405599,213,4.24,5647405591,140,10.1,5647405593,141,49.6,5647405595,212,24.8,5647405589,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800294221,35,1,1,3,0,e3k8yw2rbmphyfu5htn4yi5jk,1,11.4,49.7,2025-04-12T23:40:27.595Z,2025-04-12T23:40:30Z,ect3pxkbjycux4simxmzp9jze,L. Zamudio,,,5647405731,141,31.3,5647405729,140,14.8,5647405733,212,13.0,5647405727,56,Back,5647405735,213,4.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800294281,36,1,1,3,2,e3k8yw2rbmphyfu5htn4yi5jk,1,14.8,31.3,2025-04-12T23:40:30.090Z,2025-04-12T23:40:36Z,ani26vxlo22iw1u9oexptml05,L. Archer,,,5647406019,56,Back,5647406025,212,30.8,5647406023,141,2.5,5647406027,213,5.60,5647406021,140,37.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800294287,37,50,1,3,8,e3k8yw2rbmphyfu5htn4yi5jk,1,51.0,17.2,2025-04-12T23:40:35.716Z,2025-04-13T01:47:37Z,dmbqkvvaray373vy9eiq4l1ck,J. Torres,,,5647406123,233,26,5647406053,286,,5647406051,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800294285,26,7,1,3,8,224tl8u2smnbyliroayk69nt0,0,49.0,82.8,2025-04-12T23:40:35.717Z,2025-04-13T01:47:37Z,cxrjwzo1fmvgcw8i820hwn07p,J. Etou,,,5647406047,285,,5647406043,56,Back,5647406093,233,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800294305,38,61,1,3,10,e3k8yw2rbmphyfu5htn4yi5jk,1,43.8,10.0,2025-04-12T23:40:37.626Z,2025-04-12T23:40:37Z,dmbqkvvaray373vy9eiq4l1ck,J. Torres,,,5647406137,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800294329,28,3,1,3,11,224tl8u2smnbyliroayk69nt0,1,42.0,89.2,2025-04-12T23:40:38.565Z,2025-04-13T01:47:56Z,e8rbnbqkrxia3lgt7agaid4kq,R. Mertz,,,5647406261,286,,5647406259,56,Back,5647406313,233,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800294337,39,45,1,3,11,e3k8yw2rbmphyfu5htn4yi5jk,0,58.0,10.8,2025-04-12T23:40:38.565Z,2025-04-13T01:50:38Z,caoq1dpq6lz1btrd75s9xuz56,C. Jennings,,,5647406279,56,Right,5647406283,285,,5647406329,233,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800294351,29,1,1,3,11,224tl8u2smnbyliroayk69nt0,1,34.0,88.1,2025-04-12T23:40:39.381Z,2025-04-12T23:40:41Z,e8rbnbqkrxia3lgt7agaid4kq,R. Mertz,,,5647406373,141,87.5,5647406377,213,3.17,5647406371,140,18.2,5647406369,56,Back,5647406375,212,16.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800294401,30,1,1,3,13,224tl8u2smnbyliroayk69nt0,1,18.9,87.1,2025-04-12T23:40:41.070Z,2025-04-12T23:40:44Z,3g0rdzkjns986gn34vg3umiqy,S. Suber,,,5647406585,212,17.1,5647406579,56,Back,5647406587,213,4.17,5647406583,141,65.6,5647406581,140,10.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800294489,31,1,1,3,17,224tl8u2smnbyliroayk69nt0,1,10.8,63.5,2025-04-12T23:40:45.349Z,2025-04-12T23:40:50Z,a9lytq2ddavywxo7ib8uzbj6x,E. Dick,,,5647407019,212,15.0,5647407015,140,20.0,5647407017,141,80.4,5647407021,213,0.87,5647407013,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800294495,32,1,1,3,22,224tl8u2smnbyliroayk69nt0,0,19.3,82.2,2025-04-12T23:40:49.821Z,2025-04-12T23:40:50Z,3g0rdzkjns986gn34vg3umiqy,S. Suber,,,5647407055,213,5.48,5647407047,56,Back,5647407049,140,28.0,5647407053,212,13.2,5647407051,141,68.2,5647407045,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800294529,40,8,1,3,25,e3k8yw2rbmphyfu5htn4yi5jk,1,59.4,40.0,2025-04-12T23:40:52.610Z,2025-04-12T23:40:52Z,14oq6mvlh5e51d9y20nbpok4p,C. Allan,,,5647407247,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800294589,42,1,1,3,27,e3k8yw2rbmphyfu5htn4yi5jk,1,58.0,23.9,2025-04-12T23:40:55.010Z,2025-04-12T23:40:56Z,5tyrfuxsp7s9thsmhfqevuoyx,A. Molloy,,,5647407611,212,16.1,5647407603,56,Back,5647407607,141,34.9,5647407605,140,44.4,5647407615,213,2.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800294633,43,1,1,3,28,e3k8yw2rbmphyfu5htn4yi5jk,1,44.4,34.9,2025-04-12T23:40:56.242Z,2025-04-12T23:40:58Z,ani26vxlo22iw1u9oexptml05,L. Archer,,,5647407845,141,29.7,5647407849,213,5.95,5647407847,212,10.7,5647407843,140,54.0,5647407841,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800294639,44,4,1,3,29,e3k8yw2rbmphyfu5htn4yi5jk,1,58.2,30.0,2025-04-12T23:40:57.444Z,2025-04-12T23:41:03Z,5tyrfuxsp7s9thsmhfqevuoyx,A. Molloy,,,5647407915,13,,5647407921,265,,5647407917,56,Center,5647407923,286,,5647407919,152,,5647407971,233,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800294607,33,4,1,3,29,224tl8u2smnbyliroayk69nt0,0,41.8,70.0,2025-04-12T23:40:57.445Z,2025-04-12T23:41:04Z,e8rbnbqkrxia3lgt7agaid4kq,R. Mertz,,,5647407815,56,Back,5647408017,233,44,5647407821,285,,5647407817,152,,5647407819,265,,5647407813,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800294755,45,1,1,3,38,e3k8yw2rbmphyfu5htn4yi5jk,1,46.9,30.3,2025-04-12T23:41:05.706Z,2025-04-13T01:50:41Z,ani26vxlo22iw1u9oexptml05,L. Archer,,,5647408531,212,26.0,5647408529,141,68.5,5647408533,213,1.60,5647408523,152,,5647408521,5,,5647408525,56,Back,5647408527,140,46.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800294787,47,1,1,3,39,e3k8yw2rbmphyfu5htn4yi5jk,1,38.3,78.5,2025-04-12T23:41:06.706Z,2025-04-12T23:54:59Z,3s1a50dskuehneuuy9b1nxg4,J. Akpunonu,,,5647408749,141,87.9,5647408753,212,27.5,5647408747,140,63.8,5647408743,56,Left,5647408755,213,0.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800294773,46,1,1,3,41,e3k8yw2rbmphyfu5htn4yi5jk,1,55.3,87.7,2025-04-12T23:41:09.498Z,2025-04-12T23:55:09Z,aur71sievd8d2fnrumu3xf6c,N. Dossantos,,,5647408671,212,24.1,5647408669,141,68.1,5647408673,213,3.73,5647408665,56,Back,5647408667,140,36.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800294819,48,1,1,3,45,e3k8yw2rbmphyfu5htn4yi5jk,1,35.3,70.3,2025-04-12T23:41:13.506Z,2025-04-12T23:55:24Z,3s1a50dskuehneuuy9b1nxg4,J. Akpunonu,,,5647408895,56,Back,5647408899,141,31.5,5647408901,212,26.4,5647408897,140,35.8,5647408903,213,4.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800294855,50,1,1,3,50,e3k8yw2rbmphyfu5htn4yi5jk,1,31.2,34.0,2025-04-12T23:41:17.658Z,2025-04-12T23:55:51Z,ani26vxlo22iw1u9oexptml05,L. Archer,,,5647409151,56,Back,5647409153,140,34.8,5647409159,213,4.90,5647409157,212,20.7,5647409155,141,4.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800294829,49,1,1,3,51,e3k8yw2rbmphyfu5htn4yi5jk,1,34.1,19.2,2025-04-12T23:41:18.642Z,2025-04-13T00:06:35Z,5tyrfuxsp7s9thsmhfqevuoyx,A. Molloy,,,5647408969,213,2.02,5647408961,56,Back,5647408963,140,29.5,5647408965,141,34.0,5647408967,212,11.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800306103,221,1,1,3,51,e3k8yw2rbmphyfu5htn4yi5jk,1,34.5,39.3,2025-04-12T23:41:19.374Z,2025-04-12T23:57:58Z,ani26vxlo22iw1u9oexptml05,L. Archer,,,5647474675,56,Back,5647474681,212,26.2,5647474679,141,7.6,5647474683,213,5.32,5647474677,140,48.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800294875,51,1,1,3,54,e3k8yw2rbmphyfu5htn4yi5jk,1,42.2,4.7,2025-04-12T23:41:21.610Z,2025-04-12T23:41:23Z,dmbqkvvaray373vy9eiq4l1ck,J. Torres,,,5647409279,212,8.7,5647409275,141,15.2,5647409281,213,0.96,5647409269,56,Back,5647409271,140,47.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800294887,52,1,1,3,55,e3k8yw2rbmphyfu5htn4yi5jk,1,47.0,15.2,2025-04-12T23:41:23.163Z,2025-04-12T23:41:23Z,94zkjopy373mgso15ljxmhd04,N. Houssou,,,5647409341,140,39.6,5647409343,141,23.0,5647409347,213,2.54,5647409339,56,Back,5647409345,212,9.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800294907,53,1,1,3,56,e3k8yw2rbmphyfu5htn4yi5jk,1,39.6,23.0,2025-04-12T23:41:23.770Z,2025-04-12T23:41:25Z,5tyrfuxsp7s9thsmhfqevuoyx,A. Molloy,,,5647409435,213,4.02,5647409427,56,Back,5647409429,140,31.2,5647409433,212,13.8,5647409431,141,7.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800294975,54,1,1,3,57,e3k8yw2rbmphyfu5htn4yi5jk,1,31.2,7.3,2025-04-12T23:41:25.114Z,2025-04-12T23:41:30Z,dmbqkvvaray373vy9eiq4l1ck,J. Torres,,,5647409833,140,29.8,5647409843,213,1.68,5647409831,56,Back,5647409839,212,13.9,5647409835,141,27.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800295023,55,1,1,4,3,e3k8yw2rbmphyfu5htn4yi5jk,1,31.8,33.4,2025-04-12T23:41:30.786Z,2025-04-12T23:41:36Z,ani26vxlo22iw1u9oexptml05,L. Archer,,,5647410189,56,Back,5647410197,213,5.94,5647410193,141,29.5,5647410191,140,38.8,5647410195,212,7.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800295063,56,1,1,4,8,e3k8yw2rbmphyfu5htn4yi5jk,1,31.7,49.4,2025-04-12T23:41:36.269Z,2025-04-12T23:41:39Z,5tyrfuxsp7s9thsmhfqevuoyx,A. Molloy,,,5647410441,141,95.6,5647410437,56,Back,5647410443,212,31.9,5647410439,140,36.7,5647410445,213,1.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800295139,57,1,1,4,11,e3k8yw2rbmphyfu5htn4yi5jk,1,37.8,94.1,2025-04-12T23:41:39.122Z,2025-04-12T23:41:46Z,aur71sievd8d2fnrumu3xf6c,N. Dossantos,,,5647410831,141,64.2,5647410829,140,28.1,5647410833,212,22.7,5647410827,56,Back,5647410835,213,4.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800295167,58,1,1,4,18,e3k8yw2rbmphyfu5htn4yi5jk,1,27.9,55.5,2025-04-12T23:41:46.043Z,2025-04-12T23:41:47Z,5tyrfuxsp7s9thsmhfqevuoyx,A. Molloy,,,5647410991,213,0.61,5647410985,140,37.8,5647410989,212,12.6,5647410987,141,66.1,5647410981,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800295189,59,1,1,4,20,e3k8yw2rbmphyfu5htn4yi5jk,1,37.8,66.1,2025-04-12T23:41:47.723Z,2025-04-12T23:41:49Z,14oq6mvlh5e51d9y20nbpok4p,C. Allan,,,5647411077,140,29.6,5647411075,56,Back,5647411081,212,10.0,5647411083,213,2.61,5647411079,141,73.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800295281,60,1,1,4,21,e3k8yw2rbmphyfu5htn4yi5jk,1,29.6,73.6,2025-04-12T23:41:49.186Z,2025-04-12T23:41:54Z,3s1a50dskuehneuuy9b1nxg4,J. Akpunonu,,,5647411541,56,Back,5647411543,140,37.1,5647411547,212,15.0,5647411549,213,1.02,5647411545,141,92.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800295319,61,1,1,4,27,e3k8yw2rbmphyfu5htn4yi5jk,0,37.1,92.3,2025-04-12T23:41:54.730Z,2025-04-12T23:42:04Z,aur71sievd8d2fnrumu3xf6c,N. Dossantos,,,5647411781,141,80.8,5647411783,212,67.9,5647411779,140,100.0,5647411777,56,Left,5647412349,155,,5647411785,213,6.17,5647411787,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800295443,34,5,1,4,29,224tl8u2smnbyliroayk69nt0,1,-1.2,19.8,2025-04-12T23:41:57.399Z,2025-04-13T01:46:43Z,3g0rdzkjns986gn34vg3umiqy,S. Suber,,,5647412439,233,62,5647412413,56,Back,5647412417,346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800295425,62,5,1,4,29,e3k8yw2rbmphyfu5htn4yi5jk,0,101.2,80.2,2025-04-12T23:41:57.399Z,2025-04-13T01:46:43Z,aur71sievd8d2fnrumu3xf6c,N. Dossantos,,,5647412487,233,34,5647412311,56,Left,5647412315,346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800295507,35,1,1,4,37,224tl8u2smnbyliroayk69nt0,1,3.9,47.2,2025-04-12T23:42:05.029Z,2025-04-12T23:42:10Z,a9lytq2ddavywxo7ib8uzbj6x,E. Dick,,,5647412851,140,13.0,5647412853,141,33.3,5647412847,124,,5647412857,213,5.50,5647412849,56,Back,5647412861,237,,5647412855,212,13.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800295517,36,1,1,4,43,224tl8u2smnbyliroayk69nt0,0,14.4,18.6,2025-04-12T23:42:10.677Z,2025-04-12T23:42:11Z,c8nk2hg1xy4h4646ajpq65dnu,I. Osumanu,,,5647412919,212,31.6,5647412913,56,Back,5647412911,155,,5647412915,140,40.8,5647412921,213,0.50,5647412917,141,41.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800295563,64,1,1,4,45,e3k8yw2rbmphyfu5htn4yi5jk,1,57.9,53.6,2025-04-12T23:42:13.242Z,2025-04-12T23:42:14Z,5tyrfuxsp7s9thsmhfqevuoyx,A. Molloy,,,5647413175,140,62.8,5647413181,213,1.29,5647413179,212,18.8,5647413173,56,Left,5647413177,141,80.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800295575,65,1,1,4,46,e3k8yw2rbmphyfu5htn4yi5jk,1,62.8,80.2,2025-04-12T23:42:14.178Z,2025-04-12T23:42:15Z,aur71sievd8d2fnrumu3xf6c,N. Dossantos,,,5647413247,56,Center,5647413255,213,5.38,5647413251,141,67.6,5647413253,212,10.9,5647413249,140,69.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800295627,66,1,1,4,47,e3k8yw2rbmphyfu5htn4yi5jk,1,69.2,67.6,2025-04-12T23:42:15.171Z,2025-04-12T23:42:18Z,ecjt2cd0xn1qyeyboapqwxbvu,E. Ycaza,,,5647413549,213,2.31,5647413545,141,83.8,5647413541,56,Left,5647413543,140,59.6,5647413547,212,14.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800295693,67,1,1,4,51,e3k8yw2rbmphyfu5htn4yi5jk,1,56.7,71.7,2025-04-12T23:42:18.578Z,2025-04-12T23:42:23Z,aur71sievd8d2fnrumu3xf6c,N. Dossantos,,,5647413881,141,48.5,5647413879,140,31.9,5647413883,212,30.4,5647413877,56,Back,5647413885,213,3.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800295805,68,1,1,4,55,e3k8yw2rbmphyfu5htn4yi5jk,1,31.9,48.5,2025-04-12T23:42:23.146Z,2025-04-12T23:42:30Z,3s1a50dskuehneuuy9b1nxg4,J. Akpunonu,,,5647414427,140,33.7,5647414431,212,11.5,5647414425,56,Back,5647414433,213,4.88,5647414429,141,31.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800295833,69,1,1,5,2,e3k8yw2rbmphyfu5htn4yi5jk,1,44.9,31.2,2025-04-12T23:42:30.522Z,2025-04-12T23:42:33Z,ani26vxlo22iw1u9oexptml05,L. Archer,,,5647414593,213,5.43,5647414589,141,7.6,5647414591,212,21.3,5647414585,56,Right,5647414587,140,58.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800295849,70,1,1,5,6,e3k8yw2rbmphyfu5htn4yi5jk,1,59.4,7.6,2025-04-12T23:42:33.802Z,2025-04-12T23:42:35Z,94zkjopy373mgso15ljxmhd04,N. Houssou,,,5647414713,213,0.71,5647414711,212,16.7,5647414709,141,23.6,5647414707,140,71.5,5647414705,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800295857,71,1,1,5,7,e3k8yw2rbmphyfu5htn4yi5jk,0,71.5,23.6,2025-04-12T23:42:34.842Z,2025-04-12T23:42:35Z,dmbqkvvaray373vy9eiq4l1ck,J. Torres,,,5647414757,141,37.6,5647414753,56,Center,5647414759,212,11.5,5647414761,213,2.16,5647414755,140,65.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800295899,38,1,1,5,9,224tl8u2smnbyliroayk69nt0,1,24.2,71.5,2025-04-12T23:42:36.989Z,2025-04-12T23:42:39Z,1445ppxg007udzcj6t20ceyju,R. Ydrach,,,5647415011,213,0.95,5647415003,56,Back,5647415009,212,9.1,5647415007,141,82.4,5647415005,140,29.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800295903,39,50,1,5,11,224tl8u2smnbyliroayk69nt0,1,31.0,75.1,2025-04-12T23:42:39.293Z,2025-04-13T01:47:38Z,e8rbnbqkrxia3lgt7agaid4kq,R. Mertz,,,5647415027,56,Back,5647415637,233,72,5647415029,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800295985,72,7,1,5,11,e3k8yw2rbmphyfu5htn4yi5jk,1,69.0,24.9,2025-04-12T23:42:39.294Z,2025-04-13T01:47:38Z,5tyrfuxsp7s9thsmhfqevuoyx,A. Molloy,,,5647415489,56,Center,5647415589,286,,5647415585,233,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800296017,74,1,1,5,18,e3k8yw2rbmphyfu5htn4yi5jk,0,60.4,22.5,2025-04-12T23:42:45.594Z,2025-04-12T23:42:47Z,5tyrfuxsp7s9thsmhfqevuoyx,A. Molloy,,,5647415711,213,5.50,5647415703,56,Right,5647415707,141,0.0,5647415709,212,23.6,5647415705,140,76.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800296147,40,5,1,5,18,224tl8u2smnbyliroayk69nt0,1,23.2,102.0,2025-04-12T23:42:45.958Z,2025-04-13T01:46:44Z,e8rbnbqkrxia3lgt7agaid4kq,R. Mertz,,,5647416523,233,75,5647416497,347,,5647416495,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800296021,75,5,1,5,18,e3k8yw2rbmphyfu5htn4yi5jk,0,76.8,-2.0,2025-04-12T23:42:45.958Z,2025-04-13T01:57:33Z,5tyrfuxsp7s9thsmhfqevuoyx,A. Molloy,,,5647415729,347,,5647415727,56,Right,5647416527,233,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800296177,41,1,1,5,32,224tl8u2smnbyliroayk69nt0,1,23.2,100.0,2025-04-12T23:43:00.438Z,2025-04-12T23:43:03Z,cxrjwzo1fmvgcw8i820hwn07p,J. Etou,,,5647416681,140,25.6,5647416679,56,Back,5647416683,141,85.5,5647416677,107,,5647416685,212,11.1,5647416687,213,4.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800296193,42,1,1,5,35,224tl8u2smnbyliroayk69nt0,1,25.6,85.5,2025-04-12T23:43:03.125Z,2025-04-12T23:44:39Z,1445ppxg007udzcj6t20ceyju,R. Ydrach,,,5647416813,168,,5647416811,3,,5647416819,141,81.4,5647416821,212,3.6,5647416817,140,27.8,5647416823,213,5.40,5647416815,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800296199,43,44,1,5,37,224tl8u2smnbyliroayk69nt0,1,31.4,81.8,2025-04-12T23:43:04.837Z,2025-04-13T00:02:38Z,c4va4gt5g10zm05qtucgyt889,D. Griffin,,,5647416857,285,,5647416855,56,Back,5647417053,233,76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800296237,76,44,1,5,37,e3k8yw2rbmphyfu5htn4yi5jk,0,68.6,18.2,2025-04-12T23:43:04.838Z,2025-04-13T02:00:48Z,14oq6mvlh5e51d9y20nbpok4p,C. Allan,,,5647417021,286,,5647417019,56,Right,5647417113,233,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800296227,44,1,1,5,37,224tl8u2smnbyliroayk69nt0,0,27.6,81.8,2025-04-12T23:43:05.118Z,2025-04-12T23:44:51Z,c4va4gt5g10zm05qtucgyt889,D. Griffin,,,5647416975,3,,5647416987,213,0.77,5647416977,168,,5647416985,212,19.7,5647416981,140,41.1,5647416979,56,Back,5647416983,141,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800296231,45,5,1,5,39,224tl8u2smnbyliroayk69nt0,0,39.4,101.8,2025-04-12T23:43:07.091Z,2025-04-13T01:46:45Z,c4va4gt5g10zm05qtucgyt889,D. Griffin,,,5647417673,233,77,5647416999,56,Back,5647417001,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800296337,77,5,1,5,39,e3k8yw2rbmphyfu5htn4yi5jk,1,60.6,-1.8,2025-04-12T23:43:07.091Z,2025-04-13T01:46:44Z,3s1a50dskuehneuuy9b1nxg4,J. Akpunonu,,,5647417603,56,Right,5647417647,233,45,5647417605,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800296345,78,1,1,5,49,e3k8yw2rbmphyfu5htn4yi5jk,1,58.4,0.0,2025-04-12T23:43:16.667Z,2025-04-12T23:43:18Z,94zkjopy373mgso15ljxmhd04,N. Houssou,,,5647417713,56,Back,5647417711,107,,5647417719,212,16.0,5647417717,141,14.4,5647417721,213,2.41,5647417715,140,47.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800296349,79,1,1,5,50,e3k8yw2rbmphyfu5htn4yi5jk,1,47.1,14.4,2025-04-12T23:43:18.075Z,2025-04-12T23:43:18Z,5tyrfuxsp7s9thsmhfqevuoyx,A. Molloy,,,5647417743,141,6.1,5647417747,213,5.76,5647417741,140,56.4,5647417739,56,Right,5647417745,212,11.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800296359,80,43,1,5,51,e3k8yw2rbmphyfu5htn4yi5jk,1,0.0,0.0,2025-04-12T23:43:18.585Z,2025-04-12T23:43:38Z,21y2ogvprtdai47j36w9m22cq,M. Myers,,,5647417777,285,0,5647419041,144,7,5647417775,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800296375,81,1,1,5,51,e3k8yw2rbmphyfu5htn4yi5jk,0,56.4,6.1,2025-04-12T23:43:19.459Z,2025-04-12T23:43:20Z,94zkjopy373mgso15ljxmhd04,N. Houssou,,,5647417847,140,51.5,5647417849,141,14.7,5647417853,213,2.29,5647417851,212,7.8,5647417845,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800296371,46,61,1,5,52,224tl8u2smnbyliroayk69nt0,1,49.1,77.1,2025-04-12T23:43:19.803Z,2025-04-12T23:43:20Z,c4va4gt5g10zm05qtucgyt889,D. Griffin,,,5647417833,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800296389,47,1,1,5,53,224tl8u2smnbyliroayk69nt0,0,25.6,88.8,2025-04-12T23:43:21.358Z,2025-04-12T23:43:21Z,cxrjwzo1fmvgcw8i820hwn07p,J. Etou,,,5647417921,56,Center,5647417923,140,63.0,5647417929,213,5.99,5647417931,1,,5647417927,212,41.0,5647417925,141,71.6,5647417919,157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
