id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,assist,keyPass,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/11/value,qualifier/9/value,qualifier/13/value,qualifier/14/value,qualifier/16/value
2790979481,33,1,1,3,13,5qfq6cwtrgzd2szijivns7rjl,1,64.3,94.7,2025-03-22T23:10:46.577Z,2025-03-22T23:10:48Z,8vcytrkvxzki08gxqpulol3hl,B. Bodily,,,5596240217,141,96.6,5596240213,56,Left,5596240219,212,11.4,5596240221,213,0.11,5596240215,140,75.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2790979503,34,1,1,3,15,5qfq6cwtrgzd2szijivns7rjl,1,75.1,96.9,2025-03-22T23:10:48.041Z,2025-03-22T23:10:51Z,7ao58e6608lb8eu3dmk17jisp,O. Bassett,,,5596240297,213,3.07,5596240293,141,98.3,5596240291,140,62.3,5596240289,56,Left,5596240295,212,13.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2790979517,35,1,1,3,19,5qfq6cwtrgzd2szijivns7rjl,1,61.7,97.8,2025-03-22T23:10:51.769Z,2025-03-22T23:10:55Z,5s5sc7zxuw8cr7vyzeofb8hnu,D. Crisostomo,,,5596240367,213,4.00,5596240357,140,52.0,5596240363,212,15.5,5596240359,141,80.6,5596240355,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2790979523,36,1,1,3,22,5qfq6cwtrgzd2szijivns7rjl,1,53.2,66.9,2025-03-22T23:10:55.234Z,2025-03-22T23:10:56Z,du5dg5x7as3ub1iemjuwdd6uh,R. Castellanos,,,5596240397,140,51.1,5596240395,56,Center,5596240401,212,13.9,5596240399,141,46.7,5596240403,213,4.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2790979531,37,1,1,3,23,5qfq6cwtrgzd2szijivns7rjl,1,51.1,46.7,2025-03-22T23:10:56.361Z,2025-03-22T23:10:58Z,2wufroeor0e7k6hvatj1ltwfe,L. Wyke,,,5596240443,56,Back,5596240451,213,1.84,5596240447,141,68.2,5596240449,212,15.2,5596240445,140,47.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2790979539,38,1,1,3,26,5qfq6cwtrgzd2szijivns7rjl,1,48.1,68.1,2025-03-22T23:10:58.753Z,2025-03-22T23:11:01Z,du5dg5x7as3ub1iemjuwdd6uh,R. Castellanos,,,5596240481,212,8.2,5596240475,56,Center,5596240477,140,55.8,5596240483,213,6.09,5596240479,141,65.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2790979553,39,1,1,3,28,5qfq6cwtrgzd2szijivns7rjl,1,55.8,65.8,2025-03-22T23:11:01.017Z,2025-03-22T23:11:06Z,5s5sc7zxuw8cr7vyzeofb8hnu,D. Crisostomo,,,5596240575,213,1.36,5596240569,140,60.2,5596240571,141,97.2,5596240567,56,Left,5596240573,212,21.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2790979577,40,1,1,3,34,5qfq6cwtrgzd2szijivns7rjl,1,83.2,93.6,2025-03-22T23:11:06.761Z,2025-03-24T06:07:44Z,8vcytrkvxzki08gxqpulol3hl,B. Bodily,,1.0,5596241077,154,,5596240711,212,35.5,5596240715,1,,5596240709,141,45.2,5598545151,72,,5596240703,155,,5596241075,210,13,5598545149,224,,5596240705,56,Center,5596240701,2,5596240713,213,5.09,5596240707,140,,,,,,,,,,,,,,,,,,,,95.8,,,,
2790979581,41,44,1,3,36,5qfq6cwtrgzd2szijivns7rjl,1,97.1,39.4,2025-03-22T23:11:08.862Z,2025-03-23T01:12:27Z,c08hvq1hplcct8kxrxucfpqp6,W. Pacius,,,5596259657,233,24,5596240733,286,,5596240731,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2790979565,24,44,1,3,36,bu5w8wprynlj9mvphvy8sd94f,0,2.9,60.6,2025-03-22T23:11:08.863Z,2025-03-23T01:12:28Z,cvi9u3v3krlkbvwcwjqztzvca,A. Mitrano,,,5596240639,285,,5596259689,233,41,5596240637,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2790979571,25,43,1,3,36,bu5w8wprynlj9mvphvy8sd94f,1,0.0,0.0,2025-03-22T23:11:09.226Z,2025-03-22T23:24:52Z,cvi9u3v3krlkbvwcwjqztzvca,A. Mitrano,,,5596240667,56,Back,5596240671,141,68.2,5596240669,140,7.2,5596260039,144,12,5596240675,213,0.49,5596240673,212,6.1,5596240679,15,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2790979583,42,13,1,3,37,5qfq6cwtrgzd2szijivns7rjl,1,94.0,43.2,2025-03-22T23:11:09.673Z,2025-03-24T06:09:10Z,c08hvq1hplcct8kxrxucfpqp6,W. Pacius,,,5596241097,55,40,5596240735,22,,5596241101,102,42.9,5596241105,230,98.2,5598545549,17,,5596241107,231,48.2,5596241095,154,,5598545551,81,,5596240861,328,,5596241093,29,5596240857,15,,5596241103,103,5596240739,56,Center,,,,,,,,,,,,,,,,,81.9,,,,
2790979655,26,5,1,3,42,bu5w8wprynlj9mvphvy8sd94f,1,-1.1,57.9,2025-03-22T23:11:14.774Z,2025-03-23T01:15:04Z,9q3w4j10qfsq94svbmyxa879x,B. Hamid,,,5596260153,233,43,5596260507,346,,5596241071,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2790979589,43,5,1,3,42,5qfq6cwtrgzd2szijivns7rjl,0,101.1,42.1,2025-03-22T23:11:14.774Z,2025-03-22T23:25:04Z,c08hvq1hplcct8kxrxucfpqp6,W. Pacius,,,5596260499,346,,5596260181,233,26,5596240773,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2790979667,27,1,1,3,55,bu5w8wprynlj9mvphvy8sd94f,1,4.2,55.1,2025-03-22T23:11:28.578Z,2025-03-22T23:11:32Z,9q3w4j10qfsq94svbmyxa879x,B. Hamid,,,5596241161,213,5.07,5596241151,124,,5596241165,237,,5596241155,140,9.6,5596241153,56,Back,5596241157,141,33.0,5596241159,212,16.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2790979683,28,1,1,3,59,bu5w8wprynlj9mvphvy8sd94f,0,9.8,28.6,2025-03-22T23:11:32.050Z,2025-03-22T23:11:35Z,96qlwmkrab9h7xt93jzgl384p,J. Ricketts,,,5596241261,140,75.4,5596241265,212,69.3,5596241267,213,6.17,5596241257,157,,5596241263,141,17.0,5596241269,1,,5596241259,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2790979693,44,1,1,4,3,5qfq6cwtrgzd2szijivns7rjl,0,24.0,83.3,2025-03-22T23:11:36.529Z,2025-03-24T12:10:23Z,du5dg5x7as3ub1iemjuwdd6uh,R. Castellanos,,,5596241325,212,12.7,5596241321,140,34.6,5598545813,3,,5596241319,56,Back,5596241327,213,0.50,5596241323,141,92.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2790979711,29,1,1,4,6,bu5w8wprynlj9mvphvy8sd94f,1,67.8,13.5,2025-03-22T23:11:39.146Z,2025-03-22T23:29:18Z,bzs1s1yntau3dvzyvn6t7t785,L. Melano,,,5596241441,213,0.10,5596241439,212,11.4,5596241437,141,15.2,5596241433,56,Right,5596241435,140,78.6,5596241431,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2790983465,153,3,1,4,8,bu5w8wprynlj9mvphvy8sd94f,0,73.6,20.4,2025-03-22T23:11:41.562Z,2025-03-24T07:12:08Z,am7umg00yxt40mndzo6e0u3o4,F. Bonfiglio,,,5598546197,465,,5598545985,286,,5598575757,233,207,5596265939,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2790983893,207,7,1,4,8,5qfq6cwtrgzd2szijivns7rjl,0,26.4,79.6,2025-03-22T23:11:41.563Z,2025-03-24T07:12:08Z,du5dg5x7as3ub1iemjuwdd6uh,R. Castellanos,,,5596266165,56,Back,5598546245,178,,5596266167,285,,5598575749,233,153,5598546243,385,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2790979715,30,61,1,4,9,bu5w8wprynlj9mvphvy8sd94f,1,73.2,13.1,2025-03-22T23:11:42.586Z,2025-03-22T23:29:11Z,am7umg00yxt40mndzo6e0u3o4,F. Bonfiglio,,,5596241451,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2790979723,31,5,1,4,11,bu5w8wprynlj9mvphvy8sd94f,0,78.6,-1.3,2025-03-22T23:11:43.705Z,2025-03-23T01:15:04Z,am7umg00yxt40mndzo6e0u3o4,F. Bonfiglio,,,5596241477,347,,5596241645,233,45,5596241475,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2790979753,45,5,1,4,11,5qfq6cwtrgzd2szijivns7rjl,1,21.4,101.3,2025-03-22T23:11:43.705Z,2025-03-23T01:15:04Z,du5dg5x7as3ub1iemjuwdd6uh,R. Castellanos,,,5596241635,56,Back,5596241639,233,31,5596241637,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2790979755,46,1,1,4,24,5qfq6cwtrgzd2szijivns7rjl,1,17.8,100.0,2025-03-22T23:11:57.337Z,2025-03-22T23:11:59Z,8vcytrkvxzki08gxqpulol3hl,B. Bodily,,,5596241653,140,17.8,5596241657,212,7.3,5596241659,213,4.71,5596241651,56,Back,5596241649,107,,5596241655,141,90.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2790979759,47,1,1,4,25,5qfq6cwtrgzd2szijivns7rjl,1,17.8,90.0,2025-03-22T23:11:58.156Z,2025-03-22T23:12:00Z,56txiyhvsvhudyr1b21rznmjt,L. Hilton,,,5596241673,212,4.7,5596241667,56,Back,5596241671,141,96.3,5596241669,140,19.6,5596241675,213,1.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2790979765,48,1,1,4,27,5qfq6cwtrgzd2szijivns7rjl,1,19.6,96.3,2025-03-22T23:12:00.249Z,2025-03-22T23:12:02Z,8vcytrkvxzki08gxqpulol3hl,B. Bodily,,,5596241691,140,13.1,5596241687,155,,5596241695,212,28.6,5596241689,56,Back,5596241693,141,55.4,5596241697,213,4.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2790979769,49,1,1,4,29,5qfq6cwtrgzd2szijivns7rjl,0,13.1,55.4,2025-03-22T23:12:02.049Z,2025-03-22T23:12:02Z,cbbip5xc4xfipnk6aal6cfywa,N. Moon,,,5596241721,212,23.0,5596241725,1,,5596241715,56,Back,5596241717,140,33.8,5596241713,157,,5596241723,213,0.33,5596241719,141,66.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2790979787,33,1,1,4,32,bu5w8wprynlj9mvphvy8sd94f,1,67.1,48.5,2025-03-22T23:12:05.246Z,2025-03-22T23:12:23Z,cyignmjprj3whvban361mclm2,D. Mercado,,,5596241799,56,Center,5596241797,155,,5596241803,141,54.6,5596241807,213,1.12,5596241805,212,4.6,5596241801,140,69.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2790979793,34,1,1,4,34,bu5w8wprynlj9mvphvy8sd94f,1,69.7,55.4,2025-03-22T23:12:06.795Z,2025-03-22T23:30:44Z,e5nj82ezbq0x6zdzdh4quyxn9,S. Blanco,,,5596241841,213,1.25,5596241839,212,15.5,5596241835,140,74.4,5596241837,141,77.0,5596241833,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2790979805,35,1,1,4,35,bu5w8wprynlj9mvphvy8sd94f,0,76.1,85.4,2025-03-22T23:12:08.066Z,2025-03-24T06:16:34Z,1xkff6cxd8zycnd3n3odmvai1,C. Vázquez,,,5596241919,141,85.7,5596241915,56,Left,5596241917,140,100.0,5596241921,212,26.9,5596241923,213,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2791396457,832,56,1,4,39,5qfq6cwtrgzd2szijivns7rjl,1,4.0,17.9,2025-03-22T23:12:11.967Z,2025-03-24T06:16:30Z,2wufroeor0e7k6hvatj1ltwfe,L. Wyke,,,5598549101,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2790979815,36,5,1,4,40,bu5w8wprynlj9mvphvy8sd94f,0,100.9,83.0,2025-03-22T23:12:13.105Z,2025-03-23T01:15:05Z,am7umg00yxt40mndzo6e0u3o4,F. Bonfiglio,,,5596241971,346,,5596241969,56,Left,5596242249,233,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2790979857,50,5,1,4,40,5qfq6cwtrgzd2szijivns7rjl,1,-0.9,17.0,2025-03-22T23:12:13.105Z,2025-03-23T01:15:05Z,cbbip5xc4xfipnk6aal6cfywa,N. Moon,,,5596242225,56,Back,5596242227,346,,5596242245,233,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2790979863,51,1,1,4,50,5qfq6cwtrgzd2szijivns7rjl,1,4.4,48.9,2025-03-22T23:12:22.832Z,2025-03-24T06:31:36Z,dp8j7znd4eavuoy3faqpamoa2,N. Campisi,,,5596242267,237,,5596270657,189,,5596242253,124,,5596242263,213,0.38,5596242257,140,13.0,5596242259,141,54.2,5596242261,212,9.7,5596242255,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2790979871,52,1,1,4,55,5qfq6cwtrgzd2szijivns7rjl,1,24.7,59.6,2025-03-22T23:12:28.297Z,2025-03-22T23:12:29Z,5s5sc7zxuw8cr7vyzeofb8hnu,D. Crisostomo,,,5596242319,213,1.38,5596242313,140,28.9,5596242317,212,22.7,5596242315,141,92.3,5596242311,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2790979879,53,1,1,4,57,5qfq6cwtrgzd2szijivns7rjl,1,28.9,92.3,2025-03-22T23:12:29.697Z,2025-03-22T23:12:30Z,8vcytrkvxzki08gxqpulol3hl,B. Bodily,,,5596242355,141,96.6,5596242351,56,Back,5596242359,213,0.35,5596242353,140,36.5,5596242357,212,8.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2790979887,54,1,1,4,58,5qfq6cwtrgzd2szijivns7rjl,1,36.5,96.6,2025-03-22T23:12:30.777Z,2025-03-22T23:12:32Z,7ao58e6608lb8eu3dmk17jisp,O. Bassett,,,5596242393,213,3.27,5596242391,212,11.5,5596242387,140,25.6,5596242389,141,94.5,5596242385,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2790979897,55,1,1,5,0,5qfq6cwtrgzd2szijivns7rjl,1,25.5,93.9,2025-03-22T23:12:32.761Z,2025-03-22T23:12:35Z,8vcytrkvxzki08gxqpulol3hl,B. Bodily,,,5596242447,213,4.45,5596242443,141,61.8,5596242441,140,19.9,5596242439,56,Back,5596242445,212,22.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2790979907,56,1,1,5,2,5qfq6cwtrgzd2szijivns7rjl,1,19.9,61.8,2025-03-22T23:12:34.913Z,2025-03-22T23:12:37Z,du5dg5x7as3ub1iemjuwdd6uh,R. Castellanos,,,5596242507,140,19.0,5596242513,213,4.66,5596242509,141,36.0,5596242511,212,17.6,5596242505,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2790979913,57,1,1,5,5,5qfq6cwtrgzd2szijivns7rjl,1,21.4,36.0,2025-03-22T23:12:37.729Z,2025-03-24T06:31:53Z,2wufroeor0e7k6hvatj1ltwfe,L. Wyke,,,5596242559,212,29.0,5596242555,140,34.9,5596242557,141,73.2,5596242553,56,Back,5596242561,213,1.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2790979929,58,1,1,5,8,5qfq6cwtrgzd2szijivns7rjl,1,31.1,70.5,2025-03-22T23:12:40.737Z,2025-03-22T23:12:42Z,5s5sc7zxuw8cr7vyzeofb8hnu,D. Crisostomo,,,5596242643,141,54.9,5596242647,213,4.70,5596242641,140,31.0,5596242639,56,Back,5596242645,212,10.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2790979933,59,1,1,5,9,5qfq6cwtrgzd2szijivns7rjl,1,31.3,52.2,2025-03-22T23:12:42.297Z,2025-03-22T23:12:45Z,56txiyhvsvhudyr1b21rznmjt,L. Hilton,,,5596242671,56,Back,5596242677,212,15.1,5596242673,140,43.4,5596242679,213,0.57,5596242675,141,64.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2790979939,60,3,1,5,11,5qfq6cwtrgzd2szijivns7rjl,0,40.0,71.0,2025-03-22T23:12:44.177Z,2025-03-24T06:32:03Z,7ao58e6608lb8eu3dmk17jisp,O. Bassett,,,5596242703,286,,5596242701,56,Back,5596242779,233,37,5598557035,465,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2790979945,37,7,1,5,11,bu5w8wprynlj9mvphvy8sd94f,0,60.0,29.0,2025-03-22T23:12:44.178Z,2025-03-24T06:32:09Z,cyignmjprj3whvban361mclm2,D. Mercado,,,5596242775,233,60,5596242745,285,,5598557077,385,,5596242743,56,Center,5598557079,178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2790985587,256,61,1,5,12,5qfq6cwtrgzd2szijivns7rjl,1,43.2,65.0,2025-03-22T23:12:44.942Z,2025-03-24T06:32:17Z,7ao58e6608lb8eu3dmk17jisp,O. Bassett,,,5596275059,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2791398303,769,61,1,5,12,bu5w8wprynlj9mvphvy8sd94f,1,56.4,35.7,2025-03-22T23:12:45.007Z,2025-03-24T06:32:30Z,cyignmjprj3whvban361mclm2,D. Mercado,,,5598557309,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2791398309,833,61,1,5,12,5qfq6cwtrgzd2szijivns7rjl,1,43.6,64.3,2025-03-22T23:12:45.107Z,2025-03-24T06:32:37Z,7ao58e6608lb8eu3dmk17jisp,O. Bassett,,,5598557327,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2791398357,834,83,1,5,14,5qfq6cwtrgzd2szijivns7rjl,1,41.0,62.5,2025-03-22T23:12:47.007Z,2025-03-24T06:32:52Z,7ao58e6608lb8eu3dmk17jisp,O. Bassett,,,5598557503,399,cyignmjprj3whvban361mclm2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2790979951,38,43,1,5,14,bu5w8wprynlj9mvphvy8sd94f,1,0.0,0.0,2025-03-22T23:12:47.363Z,2025-03-22T23:13:27Z,cyignmjprj3whvban361mclm2,D. Mercado,,,5596242771,56,Center,5596243909,144,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2790979961,39,50,1,5,15,bu5w8wprynlj9mvphvy8sd94f,1,62.4,23.8,2025-03-22T23:12:48.249Z,2025-03-22T23:36:42Z,cyignmjprj3whvban361mclm2,D. Mercado,,,5596242817,286,,5596278847,233,61,5596242815,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2790979965,61,7,1,5,15,5qfq6cwtrgzd2szijivns7rjl,1,37.6,76.2,2025-03-22T23:12:48.250Z,2025-03-24T06:33:03Z,5s5sc7zxuw8cr7vyzeofb8hnu,D. Crisostomo,,,5596242829,285,,5596278865,233,39,5598557579,178,,5596242827,56,Back,5598557577,384,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2791398397,835,61,1,5,16,5qfq6cwtrgzd2szijivns7rjl,1,44.6,66.0,2025-03-22T23:12:49.034Z,2025-03-24T06:33:12Z,5s5sc7zxuw8cr7vyzeofb8hnu,D. Crisostomo,,,5598557657,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2790979977,62,1,1,5,17,5qfq6cwtrgzd2szijivns7rjl,1,36.1,71.4,2025-03-22T23:12:49.753Z,2025-03-22T23:12:51Z,7ao58e6608lb8eu3dmk17jisp,O. Bassett,,,5596242899,213,1.53,5596242893,140,36.7,5596242897,212,15.9,5596242895,141,94.8,5596242891,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2791398461,770,83,1,5,17,bu5w8wprynlj9mvphvy8sd94f,1,60.2,11.5,2025-03-22T23:12:50.512Z,2025-03-24T06:33:38Z,fm9i7pzwi2diu6i18kycmx1x,M. Romero,,,5598557909,399,8vcytrkvxzki08gxqpulol3hl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2790979987,63,1,1,5,18,5qfq6cwtrgzd2szijivns7rjl,1,36.7,94.8,2025-03-22T23:12:51.241Z,2025-03-23T01:16:40Z,8vcytrkvxzki08gxqpulol3hl,B. Bodily,,,5596242965,140,28.8,5596242969,212,15.2,5596242967,141,76.1,5596242963,56,Back,5596242971,213,4.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2790980017,64,1,1,5,25,5qfq6cwtrgzd2szijivns7rjl,1,33.6,51.7,2025-03-22T23:12:57.801Z,2025-03-24T06:33:51Z,du5dg5x7as3ub1iemjuwdd6uh,R. Castellanos,,,5596243111,212,31.6,5596243105,56,Back,5596243109,141,6.8,5596243113,213,4.97,5596243107,140,41.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2790980031,65,1,1,5,27,5qfq6cwtrgzd2szijivns7rjl,1,38.3,7.1,2025-03-22T23:13:00.657Z,2025-03-22T23:13:04Z,cbbip5xc4xfipnk6aal6cfywa,N. Moon,,,5596243173,140,30.1,5596243177,212,19.8,5596243171,56,Back,5596243175,141,33.4,5596243179,213,2.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2790980047,66,1,1,5,31,5qfq6cwtrgzd2szijivns7rjl,1,34.1,31.9,2025-03-22T23:13:04.369Z,2025-03-22T23:13:07Z,2wufroeor0e7k6hvatj1ltwfe,L. Wyke,,,5596243273,140,47.2,5596243271,56,Back,5596243277,212,14.2,5596243275,141,37.3,5596243279,213,0.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2790980077,67,1,1,5,34,5qfq6cwtrgzd2szijivns7rjl,1,53.4,43.0,2025-03-22T23:13:07.009Z,2025-03-22T23:13:12Z,56txiyhvsvhudyr1b21rznmjt,L. Hilton,,,5596243435,141,82.6,5596243431,56,Left,5596243439,213,1.47,5596243437,212,27.1,5596243433,140,55.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2790980089,68,1,1,5,39,5qfq6cwtrgzd2szijivns7rjl,1,61.2,83.5,2025-03-22T23:13:12.313Z,2025-03-22T23:13:15Z,7ao58e6608lb8eu3dmk17jisp,O. Bassett,,,5596243507,141,96.6,5596243503,56,Left,5596243505,140,75.7,5596243511,213,0.53,5596243509,212,17.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2790980109,69,1,1,5,42,5qfq6cwtrgzd2szijivns7rjl,1,77.6,94.1,2025-03-22T23:13:15.081Z,2025-03-24T06:34:08Z,8vcytrkvxzki08gxqpulol3hl,B. Bodily,,1.0,5596243579,213,5.18,5596243573,140,89.2,5596243801,154,,5596243567,2,,5598558173,224,,5598558175,72,,5596243799,210,15,5596243577,212,26.9,5596243569,155,,5596243575,141,5596243571,56,Center,,,,,,,,,,,,,,,,,,,,,,,58.8,,,
2790980111,70,15,1,5,43,5qfq6cwtrgzd2szijivns7rjl,1,91.1,59.5,2025-03-22T23:13:16.217Z,2025-03-24T06:34:29Z,6mrzod8fbjpv5s30eyypfyv2t,M. Arteaga,,,5596243585,22,,5596243833,146,98.0,5596243823,55,69,5596243621,20,,5596243587,17,,5596243829,103,7.0,5596243819,29,,5596243821,154,,5596243853,233,40,5598558429,108,5596243831,328,,5597346225,76,5596243589,56,Center,5596243827,102,5596243835,147,,,,,,,,,,,,,,,53.4,54.3,
2790980113,40,10,1,5,43,bu5w8wprynlj9mvphvy8sd94f,1,3.9,47.9,2025-03-22T23:13:16.317Z,2025-03-24T06:34:35Z,9q3w4j10qfsq94svbmyxa879x,B. Hamid,,,5598558475,174,,5596243601,182,,5596243869,233,70,5598558479,376,,5596243603,56,Back,5598558477,180,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2790980127,41,52,1,5,48,bu5w8wprynlj9mvphvy8sd94f,1,3.9,47.9,2025-03-22T23:13:21.145Z,2025-03-24T06:34:40Z,9q3w4j10qfsq94svbmyxa879x,B. Hamid,,,5598558549,376,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2790980269,42,1,1,6,10,bu5w8wprynlj9mvphvy8sd94f,0,3.6,49.4,2025-03-22T23:13:43.629Z,2025-03-22T23:13:46Z,9q3w4j10qfsq94svbmyxa879x,B. Hamid,,,5596244443,212,68.0,5596244447,1,,5596244441,141,33.0,5596244439,140,67.5,5596244435,199,,5596244445,213,6.12,5596244437,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
