id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/9/value,qualifier/10/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId
2805385489,36,1,1,3,17,bk3zg8yaj5uoqhxzwons3bo8a,1,12.7,47.9,2025-04-24T01:09:42.121Z,2025-04-24T01:09:47Z,zczt4alpawz5522hff8x39p1,A. Tambakis,,5675495585,141,29.8,5675495581,56,Back,5675495587,212,12.7,5675495583,140,15.5,5675495589,213,4.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805385507,37,1,1,3,23,bk3zg8yaj5uoqhxzwons3bo8a,1,17.7,31.3,2025-04-24T01:09:47.661Z,2025-04-24T01:09:49Z,9imj5ig0i01uljnd3gd2cz1m,T. Maples,,5675495683,212,12.2,5675495685,213,1.96,5675495681,141,47.9,5675495677,56,Back,5675495679,140,13.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805385519,38,1,1,3,24,bk3zg8yaj5uoqhxzwons3bo8a,1,13.4,47.9,2025-04-24T01:09:49.559Z,2025-04-24T01:09:51Z,zczt4alpawz5522hff8x39p1,A. Tambakis,,5675495751,212,12.6,5675495753,213,1.62,5675495749,141,66.4,5675495747,140,12.8,5675495745,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805385539,39,1,1,3,26,bk3zg8yaj5uoqhxzwons3bo8a,1,13.4,71.7,2025-04-24T01:09:51.360Z,2025-04-24T01:09:53Z,cvdn34vl3zje5uq54nvg77sut,K. Ryden,,5675495847,213,0.49,5675495845,212,24.2,5675495843,141,88.4,5675495839,140,33.7,5675495837,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805385547,40,1,1,3,28,bk3zg8yaj5uoqhxzwons3bo8a,1,33.7,88.4,2025-04-24T01:09:52.838Z,2025-04-24T01:09:54Z,52rcg38mijjjusfwqxa2l7hex,J. Lindsey,,5675495915,213,3.45,5675495907,56,Back,5675495913,212,20.3,5675495909,140,15.3,5675495911,141,79.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805385605,41,1,1,3,29,bk3zg8yaj5uoqhxzwons3bo8a,1,15.5,79.4,2025-04-24T01:09:54.309Z,2025-04-24T01:10:02Z,cvdn34vl3zje5uq54nvg77sut,K. Ryden,,5675496279,213,6.10,5675496277,212,21.0,5675496273,140,35.2,5675496271,56,Back,5675496275,141,73.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805385615,42,1,1,3,37,bk3zg8yaj5uoqhxzwons3bo8a,1,35.2,73.8,2025-04-24T01:10:02.125Z,2025-04-24T01:10:03Z,caxfn5xu1taewgtxil6ah2rjd,Z. Bailey,,5675496331,141,59.3,5675496335,213,4.31,5675496333,212,10.7,5675496327,56,Back,5675496329,140,31.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805385627,43,1,1,3,38,bk3zg8yaj5uoqhxzwons3bo8a,1,31.2,59.3,2025-04-24T01:10:03.293Z,2025-04-24T04:32:17Z,4fbaxgikw7z9sfhuz6vvnfmxh,G. Zelalem,,5675496401,213,4.47,5675496393,56,Back,5675496395,140,27.0,5675496399,212,18.4,5675496397,141,33.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805385659,44,1,1,3,40,bk3zg8yaj5uoqhxzwons3bo8a,1,27.0,33.1,2025-04-24T01:10:04.887Z,2025-04-24T01:10:08Z,9imj5ig0i01uljnd3gd2cz1m,T. Maples,,5675496573,56,Back,5675496575,140,40.2,5675496579,212,14.3,5675496581,213,0.25,5675496577,141,38.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805385663,45,1,1,3,43,bk3zg8yaj5uoqhxzwons3bo8a,1,40.2,38.3,2025-04-24T01:10:08.595Z,2025-04-24T01:10:09Z,djau5chcmoyiyq28jt9ypzh4a,O. Jabang,,5675496599,213,2.14,5675496591,56,Back,5675496597,212,6.0,5675496593,140,37.1,5675496595,141,45.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805385677,46,1,1,3,44,bk3zg8yaj5uoqhxzwons3bo8a,1,37.1,45.7,2025-04-24T01:10:09.363Z,2025-04-24T04:32:18Z,4fbaxgikw7z9sfhuz6vvnfmxh,G. Zelalem,,5675496689,56,Back,5675496699,213,4.15,5675496693,141,35.4,5675496691,140,32.9,5675496695,212,8.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805385691,47,1,1,3,45,bk3zg8yaj5uoqhxzwons3bo8a,1,32.9,35.4,2025-04-24T01:10:10.622Z,2025-04-24T01:10:12Z,9imj5ig0i01uljnd3gd2cz1m,T. Maples,,5675496783,212,25.1,5675496785,213,1.47,5675496781,141,72.1,5675496777,56,Back,5675496779,140,35.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805385735,48,1,1,3,47,bk3zg8yaj5uoqhxzwons3bo8a,1,35.0,74.5,2025-04-24T01:10:12.599Z,2025-04-24T01:10:18Z,cvdn34vl3zje5uq54nvg77sut,K. Ryden,,5675497031,213,6.11,5675497023,56,Center,5675497025,140,64.4,5675497027,141,66.7,5675497029,212,31.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805385747,49,1,1,3,53,bk3zg8yaj5uoqhxzwons3bo8a,1,64.4,66.7,2025-04-24T01:10:17.979Z,2025-04-24T04:32:20Z,ew8oodr9hiuqve7xlz24xznfu,M. Vargas,,5675497089,141,85.7,5675497091,212,15.7,5675497093,213,0.97,5675497087,140,72.9,5675497085,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805385753,50,1,1,3,54,bk3zg8yaj5uoqhxzwons3bo8a,1,72.9,85.7,2025-04-24T01:10:19.081Z,2025-04-24T01:10:19Z,52rcg38mijjjusfwqxa2l7hex,J. Lindsey,,5675497139,213,3.85,5675497125,56,Center,5675497135,212,9.1,5675497127,140,66.3,5675497131,141,77.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805385805,51,1,1,3,55,bk3zg8yaj5uoqhxzwons3bo8a,1,66.3,77.0,2025-04-24T01:10:19.767Z,2025-04-24T04:32:22Z,4fbaxgikw7z9sfhuz6vvnfmxh,G. Zelalem,,5675497407,212,12.1,5675497403,140,77.8,5675497401,56,Center,5675497405,141,78.8,5675497409,213,0.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805385811,52,1,1,4,2,bk3zg8yaj5uoqhxzwons3bo8a,0,75.7,76.7,2025-04-24T01:10:26.923Z,2025-04-24T01:10:28Z,caxfn5xu1taewgtxil6ah2rjd,Z. Bailey,,5675497455,141,32.2,5675497451,56,Center,5675497457,212,40.5,5675497453,140,100.0,5675497449,155,,5675497461,1,,5675497459,213,5.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805385917,26,5,1,4,3,kfq8fhwnmycbtad1u0fyefx0,1,-1.4,66.6,2025-04-24T01:10:27.888Z,2025-04-24T03:38:05Z,ewibb8s7p2l6f5sekvkqu4a5m,A. Rebollar,,5675498095,233,53,5675498057,346,,5675498055,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805385835,53,5,1,4,3,bk3zg8yaj5uoqhxzwons3bo8a,0,101.4,33.4,2025-04-24T01:10:27.888Z,2025-04-24T03:38:05Z,caxfn5xu1taewgtxil6ah2rjd,Z. Bailey,,5675497591,346,,5675498107,233,26,5675497589,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805386027,27,1,1,4,23,kfq8fhwnmycbtad1u0fyefx0,0,4.4,49.7,2025-04-24T01:10:48.219Z,2025-04-24T01:10:52Z,isauuse3yqdwymvfne6ci385,Nico Campuzano,,5675498611,56,Left,5675498617,212,55.3,5675498619,213,0.38,5675498621,1,,5675498613,140,53.3,5675498607,124,,5675498615,141,80.0,5675498623,74,,5675498609,155,,,,,,,,,,,,,,,,,,,,,,,,
2805386031,54,1,1,4,26,bk3zg8yaj5uoqhxzwons3bo8a,0,47.0,18.2,2025-04-24T01:10:51.415Z,2025-04-24T01:10:52Z,2o86bp6u8hbr8q43mea7srco9,W. Seymore,,5675498645,141,0.0,5675498647,212,13.7,5675498643,140,49.9,5675498639,3,,5675498641,56,Back,5675498649,213,4.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805386093,28,5,1,4,27,kfq8fhwnmycbtad1u0fyefx0,1,51.3,101.4,2025-04-24T01:10:52.328Z,2025-04-24T03:38:06Z,isauuse3yqdwymvfne6ci385,Nico Campuzano,,5675498979,347,,5675498985,233,55,5675498977,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805386037,55,5,1,4,27,bk3zg8yaj5uoqhxzwons3bo8a,0,48.7,-1.4,2025-04-24T01:10:52.328Z,2025-04-24T03:38:06Z,2o86bp6u8hbr8q43mea7srco9,W. Seymore,,5675498663,56,Back,5675498665,347,,5675498999,233,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805386125,29,1,1,4,35,kfq8fhwnmycbtad1u0fyefx0,1,54.5,100.0,2025-04-24T01:11:00.134Z,2025-04-24T01:11:05Z,f2nxaemhqi8kbtbejnqekgd4a,J. Garcia,,5675499171,141,88.9,5675499177,1,,5675499167,56,Back,5675499169,140,35.1,5675499165,107,,5675499173,212,22.1,5675499175,213,3.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805386143,30,1,1,4,40,kfq8fhwnmycbtad1u0fyefx0,1,31.4,88.3,2025-04-24T01:11:04.818Z,2025-04-24T01:11:08Z,b32tamno8dpk5te2oq7d9a6t,C. Guzmán,,5675499271,140,10.7,5675499273,141,58.2,5675499275,212,29.9,5675499279,213,3.90,5675499269,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805386149,31,1,1,4,43,kfq8fhwnmycbtad1u0fyefx0,1,10.7,58.2,2025-04-24T01:11:07.952Z,2025-04-24T01:11:09Z,isauuse3yqdwymvfne6ci385,Nico Campuzano,,5675499313,140,21.2,5675499317,141,33.6,5675499323,213,5.30,5675499321,212,20.0,5675499309,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805386171,32,1,1,4,44,kfq8fhwnmycbtad1u0fyefx0,1,21.5,33.6,2025-04-24T01:11:09.500Z,2025-04-24T01:11:12Z,1j010cibh247p8kjchww6ny3u,N. Gordon,,5675499435,56,Back,5675499441,141,52.2,5675499445,213,2.23,5675499439,140,12.2,5675499443,212,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805386187,33,1,1,4,47,kfq8fhwnmycbtad1u0fyefx0,1,13.0,46.1,2025-04-24T01:11:12.407Z,2025-04-24T01:11:15Z,isauuse3yqdwymvfne6ci385,Nico Campuzano,,5675499525,140,32.7,5675499523,56,Back,5675499531,213,5.82,5675499527,141,30.9,5675499529,212,23.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805386199,34,1,1,4,50,kfq8fhwnmycbtad1u0fyefx0,0,31.5,28.2,2025-04-24T01:11:15.002Z,2025-04-24T01:11:16Z,b0zo05bu61v32nw35mriue0yy,P. Gallaway,,5675499595,212,12.1,5675499587,56,Back,5675499591,141,20.6,5675499597,213,5.84,5675499589,140,41.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805386215,56,8,1,4,52,bk3zg8yaj5uoqhxzwons3bo8a,1,73.9,75.1,2025-04-24T01:11:17.212Z,2025-04-24T01:11:17Z,52rcg38mijjjusfwqxa2l7hex,J. Lindsey,,5675499637,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805386259,58,4,1,4,58,bk3zg8yaj5uoqhxzwons3bo8a,1,70.8,55.8,2025-04-24T01:11:23.300Z,2025-04-24T03:11:47Z,7b346y8ad54mkc0h1343ybs2x,Luiz Fernando,,5675499927,56,Center,5675499933,286,,5675499931,265,,5675499925,13,,5675499929,152,,5675499985,233,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805386263,35,4,1,4,58,kfq8fhwnmycbtad1u0fyefx0,0,29.2,44.2,2025-04-24T01:11:23.301Z,2025-04-24T03:11:47Z,ewibb8s7p2l6f5sekvkqu4a5m,A. Rebollar,,5675499953,56,Back,5675500013,233,58,5675499955,152,,5675499959,285,,5675499951,13,,5675499957,265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805386659,59,1,1,5,49,bk3zg8yaj5uoqhxzwons3bo8a,0,74.0,64.8,2025-04-24T01:12:13.905Z,2025-04-24T04:32:25Z,ew8oodr9hiuqve7xlz24xznfu,M. Vargas,,5675502057,140,100.0,5675502051,155,,5675502059,141,40.0,5675502065,1,,5675502063,213,5.75,5675502049,5,,5675502053,152,,5675502055,56,Center,5675502061,212,33.3,,,,,,,,,,,,,,,,,,,,,,,
2805386805,36,5,1,5,51,kfq8fhwnmycbtad1u0fyefx0,1,-1.4,59.7,2025-04-24T01:12:16.271Z,2025-04-24T03:38:06Z,ewibb8s7p2l6f5sekvkqu4a5m,A. Rebollar,,5675502889,346,,5675502927,233,60,5675502887,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805386673,60,5,1,5,51,bk3zg8yaj5uoqhxzwons3bo8a,0,101.4,40.3,2025-04-24T01:12:16.271Z,2025-04-24T03:38:07Z,ew8oodr9hiuqve7xlz24xznfu,M. Vargas,,5675502129,56,Center,5675502131,346,,5675502943,233,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805386845,37,1,1,6,11,kfq8fhwnmycbtad1u0fyefx0,0,4.4,50.3,2025-04-24T01:12:36.103Z,2025-04-24T01:12:42Z,isauuse3yqdwymvfne6ci385,Nico Campuzano,,5675503115,124,,5675503123,212,75.0,5675503125,213,0.48,5675503129,74,,5675503117,56,Left,5675503127,1,,5675503121,141,100.0,5675503119,140,67.7,,,,,,,,,,,,,,,,,,,,,,,,,,
2805386847,38,5,1,6,16,kfq8fhwnmycbtad1u0fyefx0,0,67.8,101.4,2025-04-24T01:12:40.897Z,2025-04-24T03:38:07Z,isauuse3yqdwymvfne6ci385,Nico Campuzano,,5675503135,56,Left,5675503137,347,,5675504215,233,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805387025,61,5,1,6,16,bk3zg8yaj5uoqhxzwons3bo8a,1,32.2,-1.4,2025-04-24T01:12:40.897Z,2025-04-24T01:13:08Z,ew8oodr9hiuqve7xlz24xznfu,M. Vargas,,5675504205,233,38,5675504161,56,Back,5675504163,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805387053,62,1,1,6,41,bk3zg8yaj5uoqhxzwons3bo8a,1,29.5,0.0,2025-04-24T01:13:06.331Z,2025-04-24T01:13:10Z,2o86bp6u8hbr8q43mea7srco9,W. Seymore,,5675504379,141,50.9,5675504377,140,10.2,5675504381,212,40.9,5675504385,1,,5675504375,56,Back,5675504373,107,,5675504383,213,2.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805387071,63,1,1,6,45,bk3zg8yaj5uoqhxzwons3bo8a,1,10.2,50.9,2025-04-24T01:13:10.415Z,2025-04-24T01:13:12Z,zczt4alpawz5522hff8x39p1,A. Tambakis,,5675504495,213,1.11,5675504485,140,22.1,5675504487,141,88.0,5675504483,56,Back,5675504491,212,28.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805387141,64,1,1,6,48,bk3zg8yaj5uoqhxzwons3bo8a,1,23.1,88.6,2025-04-24T01:13:12.711Z,2025-04-24T01:13:22Z,52rcg38mijjjusfwqxa2l7hex,J. Lindsey,,5675504869,212,14.7,5675504871,213,3.99,5675504867,141,72.4,5675504861,56,Back,5675504865,140,13.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805387181,65,1,1,6,57,bk3zg8yaj5uoqhxzwons3bo8a,1,17.5,72.7,2025-04-24T01:13:22.144Z,2025-04-24T01:13:31Z,cvdn34vl3zje5uq54nvg77sut,K. Ryden,,5675505159,141,53.1,5675505161,212,14.1,5675505163,213,4.39,5675505157,140,13.2,5675505155,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805387203,66,1,1,7,6,bk3zg8yaj5uoqhxzwons3bo8a,1,18.1,51.3,2025-04-24T01:13:31.244Z,2025-04-24T01:13:34Z,zczt4alpawz5522hff8x39p1,A. Tambakis,,5675505321,213,0.93,5675505319,212,19.6,5675505317,141,74.5,5675505315,140,29.2,5675505313,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805387221,67,1,1,7,9,bk3zg8yaj5uoqhxzwons3bo8a,1,29.4,74.4,2025-04-24T01:13:34.162Z,2025-04-24T01:13:36Z,cvdn34vl3zje5uq54nvg77sut,K. Ryden,,5675505421,212,21.9,5675505423,213,3.98,5675505419,141,50.4,5675505415,56,Back,5675505417,140,15.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805387251,68,1,1,7,12,bk3zg8yaj5uoqhxzwons3bo8a,1,15.5,50.3,2025-04-24T01:13:36.745Z,2025-04-24T01:13:39Z,zczt4alpawz5522hff8x39p1,A. Tambakis,,5675505563,140,26.7,5675505567,212,21.2,5675505561,56,Back,5675505565,141,76.3,5675505569,213,0.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805387285,69,1,1,7,14,bk3zg8yaj5uoqhxzwons3bo8a,1,26.7,76.3,2025-04-24T01:13:39.167Z,2025-04-24T01:13:44Z,cvdn34vl3zje5uq54nvg77sut,K. Ryden,,5675505735,212,29.0,5675505737,213,4.77,5675505733,141,33.7,5675505727,56,Back,5675505731,140,28.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805387317,70,1,1,7,19,bk3zg8yaj5uoqhxzwons3bo8a,1,28.6,32.7,2025-04-24T01:13:43.995Z,2025-04-24T01:13:47Z,2o86bp6u8hbr8q43mea7srco9,W. Seymore,,5675505897,212,13.8,5675505891,56,Back,5675505893,140,30.6,5675505895,141,52.7,5675505899,213,1.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805387371,71,1,1,7,22,bk3zg8yaj5uoqhxzwons3bo8a,1,31.3,52.2,2025-04-24T01:13:47.395Z,2025-04-24T01:13:53Z,4fbaxgikw7z9sfhuz6vvnfmxh,G. Zelalem,,5675506155,212,16.7,5675506157,213,1.27,5675506149,56,Back,5675506153,141,75.6,5675506151,140,36.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805387383,72,1,1,7,28,bk3zg8yaj5uoqhxzwons3bo8a,0,39.1,79.0,2025-04-24T01:13:53.176Z,2025-04-24T01:13:55Z,cvdn34vl3zje5uq54nvg77sut,K. Ryden,,5675506251,212,41.2,5675506259,1,,5675506243,155,,5675506245,56,Center,5675506249,141,75.7,5675506253,213,6.23,5675506247,140,78.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805387411,39,12,1,7,33,kfq8fhwnmycbtad1u0fyefx0,1,32.7,46.4,2025-04-24T01:13:57.738Z,2025-04-24T01:22:30Z,b32tamno8dpk5te2oq7d9a6t,C. Guzmán,,5675506447,167,,5675506373,141,0.0,5675506377,213,4.89,5675506371,140,38.4,5675506375,212,33.5,5675506369,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805387421,40,5,1,7,33,kfq8fhwnmycbtad1u0fyefx0,0,34.0,-2.0,2025-04-24T01:13:58.435Z,2025-04-24T03:38:08Z,1j010cibh247p8kjchww6ny3u,N. Gordon,,5675506417,56,Back,5675506523,233,73,5675506419,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805387429,73,5,1,7,33,bk3zg8yaj5uoqhxzwons3bo8a,1,66.0,102.0,2025-04-24T01:13:58.435Z,2025-04-24T03:38:08Z,cvdn34vl3zje5uq54nvg77sut,K. Ryden,,5675506465,347,,5675506495,233,40,5675506463,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805387483,74,1,1,7,35,bk3zg8yaj5uoqhxzwons3bo8a,1,73.1,100.0,2025-04-24T01:14:00.487Z,2025-04-24T01:14:07Z,52rcg38mijjjusfwqxa2l7hex,J. Lindsey,,5675506783,212,13.3,5675506775,107,,5675506785,213,3.61,5675506779,140,61.8,5675506781,141,93.2,5675506777,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805387511,75,1,1,7,42,bk3zg8yaj5uoqhxzwons3bo8a,1,60.3,86.9,2025-04-24T01:14:07.616Z,2025-04-24T01:14:09Z,cvdn34vl3zje5uq54nvg77sut,K. Ryden,,5675506921,213,4.20,5675506919,212,26.9,5675506917,141,52.4,5675506915,140,47.8,5675506913,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805387515,76,1,1,7,44,bk3zg8yaj5uoqhxzwons3bo8a,1,47.8,52.4,2025-04-24T01:14:09.385Z,2025-04-24T01:14:10Z,9imj5ig0i01uljnd3gd2cz1m,T. Maples,,5675506953,141,75.7,5675506957,213,1.64,5675506951,140,46.7,5675506949,56,Back,5675506955,212,15.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805387527,77,1,1,7,45,bk3zg8yaj5uoqhxzwons3bo8a,1,46.7,75.7,2025-04-24T01:14:10.547Z,2025-04-24T01:14:12Z,cvdn34vl3zje5uq54nvg77sut,K. Ryden,,5675507019,212,12.3,5675507021,213,0.93,5675507017,141,90.2,5675507013,56,Left,5675507015,140,53.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805387555,78,1,1,7,47,bk3zg8yaj5uoqhxzwons3bo8a,1,53.8,90.2,2025-04-24T01:14:12.144Z,2025-04-24T01:14:16Z,52rcg38mijjjusfwqxa2l7hex,J. Lindsey,,5675507155,213,5.46,5675507153,212,12.5,5675507149,140,61.9,5675507147,56,Center,5675507151,141,76.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805387571,79,1,1,7,51,bk3zg8yaj5uoqhxzwons3bo8a,0,62.5,73.6,2025-04-24T01:14:16.360Z,2025-04-24T01:14:19Z,4fbaxgikw7z9sfhuz6vvnfmxh,G. Zelalem,,5675507267,212,30.6,5675507261,56,Center,5675507263,140,91.6,5675507271,213,6.22,5675507265,141,70.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805387617,42,1,1,8,1,kfq8fhwnmycbtad1u0fyefx0,0,8.4,14.0,2025-04-24T01:14:25.747Z,2025-04-24T01:23:25Z,9ij293r1mbtygl6v3u2s43i3u,M. Lyons,,5675507523,141,13.4,5675507525,212,3.0,5675507515,56,Back,5675507563,233,80,5675507519,140,11.2,5675507569,286,,5675507529,213,6.15,5675507559,236,,5675507533,1,,5675507511,157,,,,,,,,,,,,,,,,,,,,,
2805387609,80,74,1,8,1,bk3zg8yaj5uoqhxzwons3bo8a,1,94.3,90.3,2025-04-24T01:14:25.748Z,2025-04-24T01:14:27Z,caxfn5xu1taewgtxil6ah2rjd,Z. Bailey,,5675507465,56,Left,5675507577,233,42,5675507469,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805387655,43,5,1,8,1,kfq8fhwnmycbtad1u0fyefx0,1,-0.8,21.6,2025-04-24T01:14:26.467Z,2025-04-24T03:38:08Z,9ij293r1mbtygl6v3u2s43i3u,M. Lyons,,5675507717,346,,5675507715,56,Back,5675507741,233,81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805387619,81,5,1,8,1,bk3zg8yaj5uoqhxzwons3bo8a,0,100.8,78.4,2025-04-24T01:14:26.467Z,2025-04-24T03:38:09Z,caxfn5xu1taewgtxil6ah2rjd,Z. Bailey,,5675507767,233,43,5675507543,346,,5675507541,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805387821,44,1,1,8,21,kfq8fhwnmycbtad1u0fyefx0,1,4.5,59.3,2025-04-24T01:14:45.966Z,2025-04-24T01:14:49Z,b32tamno8dpk5te2oq7d9a6t,C. Guzmán,,5675508589,56,Back,5675508601,237,,5675508587,124,,5675508593,141,47.8,5675508595,212,7.8,5675508597,213,4.63,5675508591,140,3.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805387873,45,1,1,8,26,kfq8fhwnmycbtad1u0fyefx0,1,16.3,49.0,2025-04-24T01:14:51.015Z,2025-04-24T01:14:56Z,isauuse3yqdwymvfne6ci385,Nico Campuzano,,5675508909,1,,5675508901,140,54.3,5675508907,213,0.22,5675508897,155,,5675508903,141,62.1,5675508905,212,40.9,5675508899,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805390995,101,44,1,8,29,kfq8fhwnmycbtad1u0fyefx0,1,57.6,75.8,2025-04-24T01:14:53.661Z,2025-04-24T03:12:20Z,6d45ccicyo6dregi9cm4ad4kq,I. Paul,,5675526083,233,82,5675526061,56,Center,5675526063,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805387867,82,44,1,8,29,bk3zg8yaj5uoqhxzwons3bo8a,0,42.4,24.2,2025-04-24T01:14:53.662Z,2025-04-24T03:12:21Z,52rcg38mijjjusfwqxa2l7hex,J. Lindsey,,5675508859,285,,5675508857,56,Back,5675526095,233,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805387875,46,50,1,8,29,kfq8fhwnmycbtad1u0fyefx0,1,50.8,72.0,2025-04-24T01:14:53.862Z,2025-04-24T01:25:07Z,6d45ccicyo6dregi9cm4ad4kq,I. Paul,,5675508913,56,Center,5675508915,286,,5675509019,233,83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805387883,83,7,1,8,29,bk3zg8yaj5uoqhxzwons3bo8a,1,49.2,28.0,2025-04-24T01:14:53.863Z,2025-04-24T03:12:03Z,9imj5ig0i01uljnd3gd2cz1m,T. Maples,,5675508941,285,,5675508939,56,Back,5675508961,233,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
