id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,assist,keyPass,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/11/value,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value
2816196095,43,1,1,3,36,ak0rmms5xl49w57i2rvid1tk9,1,70.6,55.2,2025-05-18T01:10:38.593Z,2025-05-18T01:13:09Z,3djjepgynp4qnhgvvqh9oa1ka,A. Rocha,,,5735163027,56,Left,5735163031,141,85.4,5735163033,212,20.9,5735163035,213,1.39,5735163025,3,,5735163029,140,74.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816196137,44,1,1,3,38,ak0rmms5xl49w57i2rvid1tk9,1,74.1,85.4,2025-05-18T01:10:41.354Z,2025-05-18T01:10:45Z,6oj55tf7cdnnnft350f9fyhnt,M. Real,,,5735163303,141,89.9,5735163295,56,Left,5735163307,212,8.8,5735163299,140,82.0,5735163309,213,0.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816196159,45,1,1,3,42,ak0rmms5xl49w57i2rvid1tk9,1,82.0,89.9,2025-05-18T01:10:45.154Z,2025-05-18T01:10:46Z,cfx7vo0kbjvcly2nf1b7papsk,Y. Hanya,,,5735163447,141,89.1,5735163451,213,6.15,5735163443,56,Left,5735163449,212,4.1,5735163445,140,85.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816196179,23,45,1,3,44,224tl8u2smnbyliroayk69nt0,0,12.6,8.5,2025-05-18T01:10:46.634Z,2025-05-18T03:20:38Z,8pli7fk5kjmt0f9pl6sjsltuy,P. Barnes,,,5735163641,233,46,5735163583,56,Back,5735163585,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816196177,46,3,1,3,44,ak0rmms5xl49w57i2rvid1tk9,1,87.4,91.5,2025-05-18T01:10:46.634Z,2025-05-18T03:20:37Z,6oj55tf7cdnnnft350f9fyhnt,M. Real,,,5735163557,286,,5735163615,233,23,5735163555,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816196205,47,1,1,3,44,ak0rmms5xl49w57i2rvid1tk9,0,86.7,92.1,2025-05-18T01:10:47.249Z,2025-05-18T01:10:51Z,6oj55tf7cdnnnft350f9fyhnt,M. Real,,,5735163753,212,9.5,5735163749,140,77.7,5735163755,213,3.06,5735163751,141,93.2,5735163747,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816196213,24,8,1,3,49,224tl8u2smnbyliroayk69nt0,1,21.2,28.8,2025-05-18T01:10:51.898Z,2025-05-18T01:18:33Z,1l26kd7tulii6x999b3fdxi0a,B. Sample,,,5735163799,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816196243,25,12,1,3,52,224tl8u2smnbyliroayk69nt0,1,16.4,50.7,2025-05-18T01:10:54.657Z,2025-05-18T01:18:36Z,6jsu34146kbtoeco3ue1a7ok4,J. Wälti,,,5735164059,213,0.85,5735164055,141,65.5,5735164053,140,24.8,5735164081,15,,5735164051,56,Back,5735164057,212,13.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816196295,48,1,1,3,54,ak0rmms5xl49w57i2rvid1tk9,1,71.9,23.1,2025-05-18T01:10:56.553Z,2025-05-18T01:11:00Z,cnqxbvy77blk2ulx06t65it49,A. Fontana,,,5735164359,213,2.77,5735164355,141,28.2,5735164353,140,63.5,5735164357,212,9.5,5735164351,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816196261,26,43,1,3,54,224tl8u2smnbyliroayk69nt0,1,0.0,0.0,2025-05-18T01:10:56.842Z,2025-05-18T01:11:02Z,6jsu34146kbtoeco3ue1a7ok4,J. Wälti,,,5735164139,56,Back,5735164227,189,0,5735164485,144,56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816196317,49,1,1,3,58,ak0rmms5xl49w57i2rvid1tk9,1,63.5,28.2,2025-05-18T01:11:00.633Z,2025-05-18T01:11:01Z,dqekbs06e79n3vapj437pwyc,G. Metusala,,,5735164455,212,16.2,5735164449,56,Right,5735164453,141,8.3,5735164457,213,5.29,5735164451,140,71.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816196363,50,1,1,3,59,ak0rmms5xl49w57i2rvid1tk9,1,71.9,8.3,2025-05-18T01:11:01.769Z,2025-05-18T01:11:05Z,7i29w1zl3m6xdnurdll08jsvd,M. Mahoney,,,5735164683,213,0.42,5735164675,56,Right,5735164681,212,7.6,5735164679,141,12.9,5735164677,140,78.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816196365,51,61,1,4,1,ak0rmms5xl49w57i2rvid1tk9,0,78.5,12.9,2025-05-18T01:11:04.057Z,2025-05-18T03:42:56Z,rtca480n5ehey5ffvt8nudck,H. Endeley,,,5735164691,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816196409,27,5,1,4,2,224tl8u2smnbyliroayk69nt0,1,25.8,100.8,2025-05-18T01:11:04.936Z,2025-05-18T04:09:02Z,6jsu34146kbtoeco3ue1a7ok4,J. Wälti,,,5735164905,233,52,5735164885,347,,5735164883,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816196369,52,5,1,4,2,ak0rmms5xl49w57i2rvid1tk9,0,74.2,-0.8,2025-05-18T01:11:04.936Z,2025-05-18T04:09:02Z,rtca480n5ehey5ffvt8nudck,H. Endeley,,,5735164709,347,,5735164955,233,27,5735164707,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816196571,28,1,1,4,17,224tl8u2smnbyliroayk69nt0,0,22.6,100.0,2025-05-18T01:11:19.928Z,2025-05-18T01:11:21Z,69pe2d0b9ughzcn3iqarracr8,L. Biasi,,,5735165765,141,83.3,5735165769,213,5.59,5735165759,107,,5735165763,140,36.8,5735165767,212,19.3,5735165761,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816196599,29,83,1,4,21,224tl8u2smnbyliroayk69nt0,0,31.2,73.2,2025-05-18T01:11:24.003Z,2025-05-18T01:11:36Z,1l26kd7tulii6x999b3fdxi0a,B. Sample,,,5735166273,399,3djjepgynp4qnhgvvqh9oa1ka,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816196647,54,3,1,4,26,ak0rmms5xl49w57i2rvid1tk9,0,85.0,8.0,2025-05-18T01:11:29.097Z,2025-05-18T01:11:36Z,3djjepgynp4qnhgvvqh9oa1ka,A. Rocha,,,5735166141,286,,5735166277,233,30,5735166139,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816196671,30,7,1,4,26,224tl8u2smnbyliroayk69nt0,1,15.0,92.0,2025-05-18T01:11:29.098Z,2025-05-18T01:11:34Z,69pe2d0b9ughzcn3iqarracr8,L. Biasi,,,5735166245,285,,5735166243,56,Back,5735166251,233,54,5735166241,167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816196701,31,5,1,4,27,224tl8u2smnbyliroayk69nt0,0,18.1,101.2,2025-05-18T01:11:30.073Z,2025-05-18T04:09:03Z,69pe2d0b9ughzcn3iqarracr8,L. Biasi,,,5735166433,56,Back,5735166461,233,55,5735166435,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816196673,55,5,1,4,27,ak0rmms5xl49w57i2rvid1tk9,1,81.9,-1.2,2025-05-18T01:11:30.073Z,2025-05-18T04:09:03Z,3djjepgynp4qnhgvvqh9oa1ka,A. Rocha,,,5735166249,347,,5735166453,233,31,5735166247,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816196711,56,1,1,4,30,ak0rmms5xl49w57i2rvid1tk9,1,80.5,0.0,2025-05-18T01:11:32.897Z,2025-05-18T01:11:37Z,7i29w1zl3m6xdnurdll08jsvd,M. Mahoney,,,5735166495,141,10.0,5735166499,213,2.76,5735166493,140,61.1,5735166491,56,Right,5735166497,212,21.9,5735166489,107,,5735166501,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816196753,57,1,1,4,34,ak0rmms5xl49w57i2rvid1tk9,1,58.4,14.3,2025-05-18T01:11:36.593Z,2025-05-18T01:11:43Z,dqekbs06e79n3vapj437pwyc,G. Metusala,,,5735166795,212,36.7,5735166799,1,,5735166793,141,67.6,5735166789,56,Center,5735166797,213,1.73,5735166791,140,53.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816196767,58,1,1,4,41,ak0rmms5xl49w57i2rvid1tk9,1,55.1,75.1,2025-05-18T01:11:43.553Z,2025-05-18T01:11:46Z,6oj55tf7cdnnnft350f9fyhnt,M. Real,,,5735166947,141,62.7,5735166951,212,12.7,5735166955,213,3.86,5735166943,140,46.0,5735166939,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816196795,59,1,1,4,43,ak0rmms5xl49w57i2rvid1tk9,1,45.9,62.1,2025-05-18T01:11:46.409Z,2025-05-18T01:11:49Z,b9lt0sfts2zxf2ali8vpf0pn9,D. Lacroix,,,5735167101,212,23.5,5735167097,140,44.1,5735167095,56,Back,5735167099,141,27.7,5735167103,213,4.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816196815,60,1,1,4,46,ak0rmms5xl49w57i2rvid1tk9,1,43.5,19.1,2025-05-18T01:11:48.961Z,2025-05-18T01:11:51Z,dqekbs06e79n3vapj437pwyc,G. Metusala,,,5735167223,140,56.7,5735167229,213,5.97,5735167225,141,12.6,5735167227,212,14.5,5735167221,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816196829,61,1,1,4,48,ak0rmms5xl49w57i2rvid1tk9,1,56.7,12.6,2025-05-18T01:11:50.792Z,2025-05-18T01:11:52Z,7i29w1zl3m6xdnurdll08jsvd,M. Mahoney,,,5735167285,141,20.0,5735167283,140,58.4,5735167289,213,1.23,5735167281,56,Right,5735167287,212,5.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816196865,62,1,1,4,49,ak0rmms5xl49w57i2rvid1tk9,1,58.4,20.0,2025-05-18T01:11:52.153Z,2025-05-18T01:11:56Z,rtca480n5ehey5ffvt8nudck,H. Endeley,,,5735167471,140,63.4,5735167477,213,5.58,5735167469,56,Right,5735167473,141,13.4,5735167475,212,6.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816196905,63,2,1,4,53,ak0rmms5xl49w57i2rvid1tk9,1,65.1,14.1,2025-05-18T01:11:56.048Z,2025-05-18T01:12:01Z,6oj55tf7cdnnnft350f9fyhnt,M. Real,,,5735167741,56,Left,5735167737,7,cfx7vo0kbjvcly2nf1b7papsk,5735167727,140,80.9,5735167729,141,81.7,5735167739,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816196929,33,43,1,5,0,224tl8u2smnbyliroayk69nt0,1,0.0,0.0,2025-05-18T01:12:03.233Z,2025-05-18T01:12:05Z,1445ppxg007udzcj6t20ceyju,R. Ydrach,,,5735167849,56,Back,5735167959,144,56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816197051,34,1,1,5,12,224tl8u2smnbyliroayk69nt0,1,21.8,29.5,2025-05-18T01:12:15.209Z,2025-05-18T01:12:20Z,1445ppxg007udzcj6t20ceyju,R. Ydrach,,,5735168599,56,Back,5735168595,5,,5735168605,212,8.9,5735168607,213,2.37,5735168601,140,15.7,5735168597,241,,5735168603,141,38.6,,,,,,,,,,,,,,,,,,,,,,,,,,
2816197065,35,1,1,5,18,224tl8u2smnbyliroayk69nt0,1,21.9,35.4,2025-05-18T01:12:20.745Z,2025-05-18T01:12:23Z,3g0rdzkjns986gn34vg3umiqy,S. Suber,,,5735168669,212,11.1,5735168671,213,5.98,5735168665,140,32.0,5735168663,56,Back,5735168667,141,30.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816197103,36,1,1,5,20,224tl8u2smnbyliroayk69nt0,1,30.3,29.1,2025-05-18T01:12:22.936Z,2025-05-18T01:12:26Z,1l26kd7tulii6x999b3fdxi0a,B. Sample,,,5735168883,141,7.3,5735168881,140,37.6,5735168887,213,5.19,5735168879,56,Back,5735168885,212,16.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816197143,37,1,1,5,23,224tl8u2smnbyliroayk69nt0,1,39.4,5.3,2025-05-18T01:12:26.336Z,2025-05-18T01:12:31Z,8pli7fk5kjmt0f9pl6sjsltuy,P. Barnes,,,5735169117,141,35.5,5735169121,213,2.06,5735169113,56,Back,5735169119,212,23.3,5735169115,140,29.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816197153,38,1,1,5,28,224tl8u2smnbyliroayk69nt0,1,25.0,41.2,2025-05-18T01:12:31.136Z,2025-05-18T01:12:32Z,3g0rdzkjns986gn34vg3umiqy,S. Suber,,,5735169177,141,35.5,5735169175,140,39.0,5735169181,213,6.03,5735169173,56,Back,5735169179,212,15.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816197187,39,1,1,5,29,224tl8u2smnbyliroayk69nt0,1,39.0,35.5,2025-05-18T01:12:32.304Z,2025-05-18T01:12:36Z,1l26kd7tulii6x999b3fdxi0a,B. Sample,,,5735169397,212,10.5,5735169391,56,Back,5735169399,213,3.85,5735169393,140,31.4,5735169395,141,25.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816197229,40,1,1,5,33,224tl8u2smnbyliroayk69nt0,1,33.5,23.4,2025-05-18T01:12:36.377Z,2025-05-18T01:12:39Z,1445ppxg007udzcj6t20ceyju,R. Ydrach,,,5735169631,155,,5735169637,140,63.0,5735169641,212,52.4,5735169643,213,0.94,5735169633,196,,5735169639,141,85.6,5735169635,56,Left,5735169645,1,,,,,,,,,,,,,,,,,,,,,,,,
2816197257,41,1,1,5,37,224tl8u2smnbyliroayk69nt0,1,60.9,85.9,2025-05-18T01:12:39.624Z,2025-05-18T01:12:43Z,69pe2d0b9ughzcn3iqarracr8,L. Biasi,,,5735169787,213,3.31,5735169781,140,40.9,5735169779,56,Back,5735169783,141,80.6,5735169785,212,21.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816197303,42,1,1,5,40,224tl8u2smnbyliroayk69nt0,1,43.2,79.7,2025-05-18T01:12:42.944Z,2025-05-18T01:12:47Z,6omt3lirajdcqxcbhzk9sobmx,G. Vacter,,,5735170039,141,59.3,5735170033,56,Back,5735170043,213,4.17,5735170037,140,35.3,5735170041,212,16.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816197365,43,1,1,5,44,224tl8u2smnbyliroayk69nt0,1,33.8,57.0,2025-05-18T01:12:47.216Z,2025-05-18T01:12:52Z,3g0rdzkjns986gn34vg3umiqy,S. Suber,,,5735170351,213,5.70,5735170347,141,11.0,5735170341,155,,5735170353,1,,5735170345,140,78.9,5735170349,212,56.8,5735170343,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,
2816197369,44,50,1,5,49,224tl8u2smnbyliroayk69nt0,1,78.2,13.2,2025-05-18T01:12:51.872Z,2025-05-18T01:13:09Z,8pli7fk5kjmt0f9pl6sjsltuy,P. Barnes,,,5735170393,286,,5735170595,233,64,5735170391,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816197385,64,7,1,5,49,ak0rmms5xl49w57i2rvid1tk9,1,21.8,86.8,2025-05-18T01:12:51.873Z,2025-05-18T01:13:07Z,6oj55tf7cdnnnft350f9fyhnt,M. Real,,,5735170453,285,,5735170449,167,,5735170451,56,Back,5735170465,233,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816197399,45,5,1,5,51,224tl8u2smnbyliroayk69nt0,1,76.9,-1.6,2025-05-18T01:12:53.887Z,2025-05-18T04:09:03Z,8pli7fk5kjmt0f9pl6sjsltuy,P. Barnes,,,5735170515,56,Right,5735170815,233,65,5735170517,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816197463,65,5,1,5,51,ak0rmms5xl49w57i2rvid1tk9,0,23.1,101.6,2025-05-18T01:12:53.887Z,2025-05-18T04:09:04Z,6oj55tf7cdnnnft350f9fyhnt,M. Real,,,5735170809,347,,5735170837,233,45,5735170807,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816197567,46,1,1,6,12,224tl8u2smnbyliroayk69nt0,1,79.4,0.0,2025-05-18T01:13:14.896Z,2025-05-18T01:13:16Z,8pli7fk5kjmt0f9pl6sjsltuy,P. Barnes,,,5735171393,140,90.0,5735171391,56,Right,5735171397,212,16.6,5735171395,141,16.1,5735171387,107,,5735171399,213,0.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816197599,47,1,1,6,13,224tl8u2smnbyliroayk69nt0,0,90.0,16.1,2025-05-18T01:13:16.120Z,2025-05-18T01:13:19Z,9jfh2t3w4aqc4o4rvjfk7xey1,A. Williams,,,5735171611,56,Right,5735171617,212,5.4,5735171615,141,8.3,5735171619,213,4.91,5735171613,140,91.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816197595,66,1,1,6,14,ak0rmms5xl49w57i2rvid1tk9,1,17.6,86.0,2025-05-18T01:13:17.352Z,2025-05-18T01:13:19Z,6oj55tf7cdnnnft350f9fyhnt,M. Real,,,5735171591,1,,5735171589,213,0.14,5735171585,141,89.0,5735171581,56,Back,5735171587,212,14.5,5735171579,157,,5735171583,140,31.3,,,,,,,,,,,,,,,,,,,,,,,,,,
2816197647,68,1,1,6,16,ak0rmms5xl49w57i2rvid1tk9,1,31.3,89.0,2025-05-18T01:13:19.346Z,2025-05-18T01:13:23Z,cfx7vo0kbjvcly2nf1b7papsk,Y. Hanya,,,5735171825,140,33.4,5735171829,212,4.2,5735171823,56,Back,5735171831,213,5.27,5735171827,141,83.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816197653,69,3,1,6,21,ak0rmms5xl49w57i2rvid1tk9,0,37.8,91.4,2025-05-18T01:13:23.655Z,2025-05-18T01:13:30Z,3ljxfq84ubqzlooixppmpfdd6,J. Tejada,,,5735172011,233,48,5735171869,286,,5735171867,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816197673,48,7,1,6,21,224tl8u2smnbyliroayk69nt0,0,62.2,8.6,2025-05-18T01:13:23.656Z,2025-05-18T01:13:30Z,8pli7fk5kjmt0f9pl6sjsltuy,P. Barnes,,,5735171967,167,,5735171997,233,69,5735171969,56,Right,5735171971,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816197683,70,61,1,6,22,ak0rmms5xl49w57i2rvid1tk9,1,37.7,88.1,2025-05-18T01:13:24.704Z,2025-05-18T03:42:53Z,3ljxfq84ubqzlooixppmpfdd6,J. Tejada,,,5735172031,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816197713,49,5,1,6,23,224tl8u2smnbyliroayk69nt0,1,62.2,-2.0,2025-05-18T01:13:25.880Z,2025-05-18T04:09:04Z,8pli7fk5kjmt0f9pl6sjsltuy,P. Barnes,,,5735172199,56,Right,5735172235,233,71,5735172201,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816197697,71,5,1,6,23,ak0rmms5xl49w57i2rvid1tk9,0,37.8,102.0,2025-05-18T01:13:25.880Z,2025-05-18T04:09:05Z,3ljxfq84ubqzlooixppmpfdd6,J. Tejada,,,5735172113,347,,5735172111,56,Back,5735172271,233,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816197805,50,1,1,6,32,224tl8u2smnbyliroayk69nt0,1,63.4,0.0,2025-05-18T01:13:35.416Z,2025-05-18T01:13:39Z,8pli7fk5kjmt0f9pl6sjsltuy,P. Barnes,,,5735172775,213,2.84,5735172767,56,Back,5735172763,107,,5735172773,212,24.7,5735172771,141,8.8,5735172769,140,40.9,5735172777,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816197841,51,1,1,6,36,224tl8u2smnbyliroayk69nt0,1,38.5,16.5,2025-05-18T01:13:39.128Z,2025-05-18T01:13:43Z,1445ppxg007udzcj6t20ceyju,R. Ydrach,,,5735173007,140,36.9,5735173011,212,19.6,5735173013,213,1.66,5735173009,141,45.2,5735173005,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816197849,52,3,1,6,40,224tl8u2smnbyliroayk69nt0,0,37.7,54.7,2025-05-18T01:13:42.904Z,2025-05-18T03:19:01Z,3g0rdzkjns986gn34vg3umiqy,S. Suber,,,5735173053,286,,5735173051,56,Back,5735173183,233,72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816197865,72,7,1,6,40,ak0rmms5xl49w57i2rvid1tk9,1,62.3,45.3,2025-05-18T01:13:42.905Z,2025-05-18T03:19:01Z,3ljxfq84ubqzlooixppmpfdd6,J. Tejada,,,5735173177,233,52,5735173157,285,,5735173155,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816197885,74,1,1,6,44,ak0rmms5xl49w57i2rvid1tk9,0,63.5,37.1,2025-05-18T01:13:47.104Z,2025-05-18T01:13:48Z,rtca480n5ehey5ffvt8nudck,H. Endeley,,,5735173281,56,Center,5735173287,141,52.8,5735173289,212,13.0,5735173291,213,0.97,5735173285,140,70.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816197929,54,1,1,6,49,224tl8u2smnbyliroayk69nt0,0,29.2,31.9,2025-05-18T01:13:51.917Z,2025-05-18T01:17:46Z,1445ppxg007udzcj6t20ceyju,R. Ydrach,,,5735173547,212,3.1,5735173541,56,Back,5735173543,140,32.1,5735173593,236,,5735173549,213,0.07,5735173599,286,,5735173595,233,75,5735173545,141,32.2,,,,,,,,,,,,,,,,,,,,,,,
2816197913,75,74,1,6,49,ak0rmms5xl49w57i2rvid1tk9,1,63.2,68.2,2025-05-18T01:13:51.918Z,2025-05-18T01:13:54Z,drbcpa8qvrgin42q3it10nieh,Z. Zandi,,,5735173471,285,,5735173469,56,Center,5735173603,233,54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816197997,77,13,1,6,56,ak0rmms5xl49w57i2rvid1tk9,1,83.2,66.1,2025-05-18T01:13:59.204Z,2025-05-18T01:14:31Z,drbcpa8qvrgin42q3it10nieh,Z. Zandi,,,5735173927,64,,5735175627,230,97.8,5735175631,231,50.7,5735175625,458,,5735173925,22,,5735175617,75,,5735175623,215,,5735175527,20,,5735175619,102,26.9,5735175621,103,16.7,5735173929,56,Center,,,,,,,,,,,,,,
2816198019,55,5,1,6,57,224tl8u2smnbyliroayk69nt0,1,-0.6,59.8,2025-05-18T01:13:59.624Z,2025-05-18T04:09:05Z,1445ppxg007udzcj6t20ceyju,R. Ydrach,,,5735174077,346,,5735174075,56,Back,5735175495,233,78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816198293,78,5,1,6,57,ak0rmms5xl49w57i2rvid1tk9,0,100.6,40.2,2025-05-18T01:13:59.624Z,2025-05-18T04:09:05Z,drbcpa8qvrgin42q3it10nieh,Z. Zandi,,,5735175461,346,,5735175549,233,55,5735175459,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816198393,56,1,1,7,32,224tl8u2smnbyliroayk69nt0,0,3.5,43.4,2025-05-18T01:14:35.288Z,2025-05-18T01:14:37Z,a9lytq2ddavywxo7ib8uzbj6x,E. Dick,,,5735176103,124,,5735176115,1,,5735176107,140,72.6,5735176113,213,6.26,5735176109,141,40.4,5735176105,56,Center,5735176111,212,72.6,5735176117,74,,,,,,,,,,,,,,,,,,,,,,,,
2816198607,80,1,1,7,47,ak0rmms5xl49w57i2rvid1tk9,1,14.7,63.6,2025-05-18T01:14:49.557Z,2025-05-18T01:14:53Z,duuhalibp64gdz6nub5ub0ovd,C. Herrera,,,5735177257,212,10.5,5735177251,56,Back,5735177253,140,15.1,5735177249,123,,5735177259,213,1.53,5735177255,141,79.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816198639,81,1,1,7,50,ak0rmms5xl49w57i2rvid1tk9,1,15.1,79.0,2025-05-18T01:14:52.976Z,2025-05-18T01:14:55Z,b9lt0sfts2zxf2ali8vpf0pn9,D. Lacroix,,,5735177445,56,Back,5735177453,141,85.7,5735177461,213,0.81,5735177457,212,6.3,5735177447,140,19.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816198647,82,1,1,7,52,ak0rmms5xl49w57i2rvid1tk9,0,19.2,85.7,2025-05-18T01:14:55.138Z,2025-05-18T01:14:55Z,6oj55tf7cdnnnft350f9fyhnt,M. Real,,,5735177497,212,4.0,5735177491,56,Back,5735177501,213,0.03,5735177489,155,,5735177493,140,23.0,5735177495,141,85.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816199091,60,61,1,7,53,224tl8u2smnbyliroayk69nt0,1,78.3,8.0,2025-05-18T01:14:56.040Z,2025-05-18T01:15:39Z,8pli7fk5kjmt0f9pl6sjsltuy,P. Barnes,,,5735179951,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816198689,83,44,1,7,55,ak0rmms5xl49w57i2rvid1tk9,1,34.8,93.0,2025-05-18T01:14:58.439Z,2025-05-18T03:35:13Z,cfx7vo0kbjvcly2nf1b7papsk,Y. Hanya,,,5735177731,233,58,5735177679,56,Back,5735177681,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816198693,58,44,1,7,55,224tl8u2smnbyliroayk69nt0,0,65.2,7.0,2025-05-18T01:14:58.440Z,2025-05-18T03:35:13Z,1445ppxg007udzcj6t20ceyju,R. Ydrach,,,5735177709,286,,5735177757,233,83,5735177707,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816198713,84,1,1,7,56,ak0rmms5xl49w57i2rvid1tk9,0,31.8,90.2,2025-05-18T01:14:58.569Z,2025-05-18T01:15:00Z,cfx7vo0kbjvcly2nf1b7papsk,Y. Hanya,,,5735177825,168,,5735177829,140,43.1,5735177827,56,Back,5735177831,141,86.5,5735177837,213,6.07,5735177833,212,12.1,5735177823,3,,,,,,,,,,,,,,,,,,,,,,,,,,,
