id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/10/value,qualifier/12/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/14/value,qualifier/15/value
2789635279,28,1,1,2,55,c9xffml4i7ihblp1qhus9w3fu,1,51.1,57.0,2025-03-16T20:41:31.911Z,2025-03-16T21:06:38Z,8t6b8q53ovws370a1b27s85jo,Roman Torres,,,5588856367,141,46.6,5588856371,213,3.97,5588856363,56,Back,5588856365,140,44.9,5588856369,212,9.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789635285,29,1,1,2,56,c9xffml4i7ihblp1qhus9w3fu,0,43.2,49.5,2025-03-16T20:41:33.087Z,2025-03-16T21:17:14Z,e6uww9a9ssp0n20ksoolesa8l,E. Martínez,,,5588860699,141,61.7,5588860703,213,0.53,5588860701,212,16.3,5588860695,56,Center,5588860693,157,,5588860697,140,56.6,5588860705,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789635235,29,61,1,2,57,83cpn99fh7ulkwe8nezy8a3mx,1,45.4,44.3,2025-03-16T20:41:33.672Z,2025-03-16T20:41:33Z,869lv47g5aohwwzeyzx9xmt7u,Z. Duncan,,,5588774399,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789650123,252,1,1,2,58,83cpn99fh7ulkwe8nezy8a3mx,1,54.4,53.6,2025-03-16T20:41:34.964Z,2025-03-16T21:08:45Z,cxscznjyygtsgbajv08q04sq2,R. Serrano,,,5588865133,189,,5588864797,56,Back,5588864801,141,73.8,5588864803,212,22.9,5588864799,140,37.0,5588864805,213,2.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789635259,30,1,1,2,59,83cpn99fh7ulkwe8nezy8a3mx,0,42.9,69.6,2025-03-16T20:41:36.062Z,2025-03-16T22:54:47Z,cla0i94uyddjw7jzqoyfsplre,A. McFadden,,,5588774533,213,6.19,5588774527,140,45.0,5588774531,212,2.2,5588774529,141,69.3,5588774525,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789635287,30,8,1,2,59,c9xffml4i7ihblp1qhus9w3fu,1,44.4,20.5,2025-03-16T20:41:36.231Z,2025-03-16T21:10:56Z,272w5ezobn1o53b3yxnbgjckq,K. Hernández-Foster,,,5588873627,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789635291,31,1,1,3,1,c9xffml4i7ihblp1qhus9w3fu,1,55.3,18.6,2025-03-16T20:41:38.343Z,2025-03-16T21:11:06Z,272w5ezobn1o53b3yxnbgjckq,K. Hernández-Foster,,,5588874269,141,9.6,5588874265,56,Right,5588874275,213,6.04,5588874271,212,25.4,5588874267,140,78.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789635323,32,1,1,3,5,c9xffml4i7ihblp1qhus9w3fu,0,95.1,8.2,2025-03-16T20:41:42.264Z,2025-03-16T20:41:52Z,dglf4uhg5wnc68cg8ijovfmy1,T. Preston,,,5588774809,56,Center,5588774815,212,23.5,5588774807,155,,5588774817,213,1.60,5588774813,141,42.7,5588774805,2,,5588774811,140,94.5,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789635355,31,12,1,3,8,83cpn99fh7ulkwe8nezy8a3mx,1,4.6,56.9,2025-03-16T20:41:45.022Z,2025-03-16T22:54:49Z,42hi96pvzz8f69ixlcncn0549,K. Adams,,,5588774999,212,9.6,5588775035,15,,5588775079,167,,5588775001,213,2.25,5588774995,140,0.0,5588774993,56,Back,5588774997,141,67.9,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789635369,32,6,1,3,10,83cpn99fh7ulkwe8nezy8a3mx,0,1.4,63.9,2025-03-16T20:41:47.319Z,2025-03-16T22:43:09Z,42hi96pvzz8f69ixlcncn0549,K. Adams,,,5588775121,56,Back,5588775123,73,,5588875415,233,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789635439,33,6,1,3,10,c9xffml4i7ihblp1qhus9w3fu,1,98.6,36.1,2025-03-16T20:41:47.319Z,2025-03-16T23:46:58Z,dglf4uhg5wnc68cg8ijovfmy1,T. Preston,,,5588775587,56,Center,5588875391,233,32,5588775589,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789635661,34,1,1,3,40,c9xffml4i7ihblp1qhus9w3fu,0,99.5,0.5,2025-03-16T20:42:17.062Z,2025-03-16T20:42:19Z,272w5ezobn1o53b3yxnbgjckq,K. Hernández-Foster,,,5588776707,140,93.0,5588776703,223,,5588776701,155,,5588776713,213,1.80,5588776711,212,30.0,5588776697,2,,5588776705,56,Center,5588776699,6,,5588776709,141,43.4,,,,,,,,,,,,,,,,,,,,,
2789635685,33,12,1,3,43,83cpn99fh7ulkwe8nezy8a3mx,1,7.3,56.0,2025-03-16T20:42:20.558Z,2025-03-16T22:54:51Z,e2rv433ve4ytatjl94dcz1hm2,Arturo Ordóñez,,,5588776823,140,0.0,5588776837,15,,5588776821,56,Back,5588776827,212,22.9,5588776845,167,,5588776825,141,25.3,5588776829,213,4.29,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789635689,34,6,1,3,44,83cpn99fh7ulkwe8nezy8a3mx,0,1.6,37.1,2025-03-16T20:42:21.550Z,2025-03-16T22:54:54Z,e2rv433ve4ytatjl94dcz1hm2,Arturo Ordóñez,,,5588776885,56,Back,5588776909,233,35,5588776887,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789635683,35,6,1,3,44,c9xffml4i7ihblp1qhus9w3fu,1,98.4,62.9,2025-03-16T20:42:21.550Z,2025-03-16T22:43:09Z,272w5ezobn1o53b3yxnbgjckq,K. Hernández-Foster,,,5588776901,233,34,5588776841,56,Center,5588776843,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789636149,36,1,1,4,12,c9xffml4i7ihblp1qhus9w3fu,0,99.5,99.5,2025-03-16T20:42:48.989Z,2025-03-16T20:43:10Z,8t6b8q53ovws370a1b27s85jo,Roman Torres,,,5588779153,155,,5588779151,6,,5588779157,56,Center,5588779155,223,,5588779167,1,,5588779149,2,,5588779163,212,32.6,5588779161,141,51.6,5588779159,140,100.0,5588779165,213,4.75,,,,,,,,,,,,,,,,,,
2789636375,35,5,1,4,15,83cpn99fh7ulkwe8nezy8a3mx,1,-0.6,46.0,2025-03-16T20:42:51.670Z,2025-03-16T23:57:45Z,e2rv433ve4ytatjl94dcz1hm2,Arturo Ordóñez,,,5588780361,56,Back,5588780363,346,,5588876245,233,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789636187,37,5,1,4,15,c9xffml4i7ihblp1qhus9w3fu,0,100.6,54.0,2025-03-16T20:42:51.670Z,2025-03-16T23:57:45Z,8t6b8q53ovws370a1b27s85jo,Roman Torres,,,5588876249,233,35,5588779321,346,,5588779319,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789636383,36,1,1,4,59,83cpn99fh7ulkwe8nezy8a3mx,0,4.4,49.0,2025-03-16T20:43:36.438Z,2025-03-16T20:43:38Z,a3k4grlhkn63p3xfb2rzslkdm,D. Las,,,5588780427,213,0.45,5588780421,140,54.4,5588780417,124,,5588780423,141,86.0,5588780425,212,58.2,5588780419,56,Left,5588780429,1,,5588780435,74,,,,,,,,,,,,,,,,,,,,,,,,,
2789636387,37,44,1,5,1,83cpn99fh7ulkwe8nezy8a3mx,1,57.2,87.8,2025-03-16T20:43:37.899Z,2025-03-16T23:58:20Z,cla0i94uyddjw7jzqoyfsplre,A. McFadden,,,5588780449,56,Left,5588780451,286,,5588780509,233,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789636393,38,44,1,5,1,c9xffml4i7ihblp1qhus9w3fu,0,42.8,12.2,2025-03-16T20:43:37.900Z,2025-03-16T21:13:16Z,272w5ezobn1o53b3yxnbgjckq,K. Hernández-Foster,,,5588780487,285,,5588780491,233,37,5588780485,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789653581,278,1,1,5,1,83cpn99fh7ulkwe8nezy8a3mx,0,55.7,91.0,2025-03-16T20:43:38.023Z,2025-03-16T22:45:48Z,cla0i94uyddjw7jzqoyfsplre,A. McFadden,,,5588885553,212,5.1,5588885545,3,,5588885551,141,89.7,5588885549,140,60.5,5588885547,56,Left,5588885555,213,6.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789636429,39,61,1,5,2,c9xffml4i7ihblp1qhus9w3fu,1,39.0,9.7,2025-03-16T20:43:39.068Z,2025-03-16T21:40:30Z,272w5ezobn1o53b3yxnbgjckq,K. Hernández-Foster,,,5588780661,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789656793,261,44,1,5,3,c9xffml4i7ihblp1qhus9w3fu,1,41.7,30.9,2025-03-16T20:43:39.609Z,2025-03-16T23:58:20Z,e6uww9a9ssp0n20ksoolesa8l,E. Martínez,,,5588904475,285,,5588904473,56,Back,5588904759,233,314,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789656991,314,44,1,5,3,83cpn99fh7ulkwe8nezy8a3mx,0,58.3,69.1,2025-03-16T20:43:39.610Z,2025-03-16T23:58:21Z,d2ny0huv78m4m6p65y8eou7oq,T. Davila,,,5588904165,56,Center,5588904783,233,261,5588904167,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789657537,268,61,1,5,3,c9xffml4i7ihblp1qhus9w3fu,1,45.6,28.2,2025-03-16T20:43:40.566Z,2025-03-16T21:19:35Z,e6uww9a9ssp0n20ksoolesa8l,E. Martínez,,,5588907021,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789658219,277,1,1,5,5,c9xffml4i7ihblp1qhus9w3fu,1,51.1,39.9,2025-03-16T20:43:41.651Z,2025-03-16T21:20:58Z,8t6b8q53ovws370a1b27s85jo,Roman Torres,,,5588910549,141,55.2,5588910551,212,10.5,5588910545,56,Center,5588910553,213,1.42,5588910547,140,52.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789658211,276,1,1,5,5,c9xffml4i7ihblp1qhus9w3fu,1,44.4,42.5,2025-03-16T20:43:42.508Z,2025-03-16T21:21:14Z,dlhfyk6fgvqt3zrr5qfj7c6w9,D. McCartney,1.0,,5588912453,154,,5588912079,212,43.8,5588912451,210,13,5588912069,155,,5588912077,141,27.2,5588912083,1,,5588912081,213,6.04,5588912073,56,Center,5588912075,140,84.9,,,,,,,,,,,,,,,,,,,,,
2789636449,41,13,1,5,7,c9xffml4i7ihblp1qhus9w3fu,1,81.3,26.4,2025-03-16T20:43:44.429Z,2025-03-17T00:36:24Z,2rsduabh7r8i29f9i6znwbfu1,R. Damus,,,5588780773,18,,5588781169,103,86.1,5589362471,328,,5589362469,108,,5588781177,230,99.4,5588780989,20,,5588912483,29,,5588780777,56,Center,5588781179,231,48.0,5589362467,23,,5588912485,154,5588781165,102,57.6,5588781159,77,5588912487,55,276,,,,,,,,
2789636671,38,5,1,5,10,83cpn99fh7ulkwe8nezy8a3mx,1,-1.0,42.3,2025-03-16T20:43:46.580Z,2025-03-16T23:57:46Z,e2rv433ve4ytatjl94dcz1hm2,Arturo Ordóñez,,,5588781985,56,Back,5588782033,233,42,5588781987,346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789636473,42,5,1,5,10,c9xffml4i7ihblp1qhus9w3fu,0,101.0,57.7,2025-03-16T20:43:46.580Z,2025-03-16T23:57:46Z,2rsduabh7r8i29f9i6znwbfu1,R. Damus,,,5588782073,233,38,5588780931,56,Center,5588780933,346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789636705,39,1,1,5,33,83cpn99fh7ulkwe8nezy8a3mx,1,3.8,45.4,2025-03-16T20:44:10.566Z,2025-03-16T20:44:15Z,a3k4grlhkn63p3xfb2rzslkdm,D. Las,,,5588782187,56,Left,5588782185,124,,5588782197,1,,5588782193,212,71.8,5588782191,141,90.2,5588782201,74,,5588782195,213,0.44,5588782189,140,65.7,,,,,,,,,,,,,,,,,,,,,,,,
2789636711,40,44,1,5,37,83cpn99fh7ulkwe8nezy8a3mx,1,63.1,86.4,2025-03-16T20:44:14.243Z,2025-03-16T23:58:21Z,cla0i94uyddjw7jzqoyfsplre,A. McFadden,,,5588782275,233,43,5588782237,56,Left,5588782239,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789636699,43,44,1,5,37,c9xffml4i7ihblp1qhus9w3fu,0,36.9,13.6,2025-03-16T20:44:14.244Z,2025-03-16T23:58:22Z,beq6yluq1raxsrvxo77qlrf56,S. Turnbull,,,5588782283,233,40,5588782165,285,,5588782163,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789636717,41,1,1,5,37,83cpn99fh7ulkwe8nezy8a3mx,0,65.7,90.2,2025-03-16T20:44:14.466Z,2025-03-16T23:57:20Z,cla0i94uyddjw7jzqoyfsplre,A. McFadden,,,5588782267,140,69.7,5588782263,56,Left,5588782271,212,4.3,5588782261,3,,5588782273,213,6.04,5588782269,141,88.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789636731,44,12,1,5,40,c9xffml4i7ihblp1qhus9w3fu,1,27.1,15.6,2025-03-16T20:44:17.404Z,2025-03-16T21:40:46Z,5uv1a9rj5wot3wcgefjoxhkdm,J. Rufe,,,5588782351,141,11.4,5588782353,212,9.2,5588782347,140,35.4,5588782355,213,5.97,5588782343,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789636775,45,12,1,5,44,c9xffml4i7ihblp1qhus9w3fu,1,26.9,26.7,2025-03-16T20:44:21.388Z,2025-03-16T20:44:24Z,5uv1a9rj5wot3wcgefjoxhkdm,J. Rufe,,,5588782641,212,46.7,5588782643,213,6.20,5588782637,140,71.2,5588782639,141,21.0,5588782635,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789636777,46,61,1,5,47,c9xffml4i7ihblp1qhus9w3fu,0,70.9,20.4,2025-03-16T20:44:24.204Z,2025-03-16T20:44:24Z,2rsduabh7r8i29f9i6znwbfu1,R. Damus,,,5588782649,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789636795,42,43,1,5,48,83cpn99fh7ulkwe8nezy8a3mx,1,0.0,0.0,2025-03-16T20:44:25.398Z,2025-03-16T20:44:33Z,e2rv433ve4ytatjl94dcz1hm2,Arturo Ordóñez,,,5588782719,56,Back,5588783237,144,44,5588782721,285,0,5588782737,233,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789636793,47,43,1,5,48,c9xffml4i7ihblp1qhus9w3fu,1,0.0,0.0,2025-03-16T20:44:25.399Z,2025-03-16T20:44:56Z,2rsduabh7r8i29f9i6znwbfu1,R. Damus,,,5588782703,56,Right,5588784431,144,44,5588782705,286,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789636853,43,4,1,5,50,83cpn99fh7ulkwe8nezy8a3mx,1,28.0,82.8,2025-03-16T20:44:27.373Z,2025-03-16T22:42:54Z,e2rv433ve4ytatjl94dcz1hm2,Arturo Ordóñez,,,5588783061,152,,5588783065,285,,5588783059,56,Back,5588913279,294,,5588783057,13,,5588783091,233,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789636857,48,4,1,5,50,c9xffml4i7ihblp1qhus9w3fu,0,72.0,17.2,2025-03-16T20:44:27.374Z,2025-03-16T20:44:59Z,2rsduabh7r8i29f9i6znwbfu1,R. Damus,,,5588783071,152,,5588783067,13,,5588784577,294,,5588783075,286,,5588783131,233,43,5588783069,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789637185,44,1,1,6,25,83cpn99fh7ulkwe8nezy8a3mx,0,23.6,88.9,2025-03-16T20:45:01.854Z,2025-03-16T20:45:05Z,e2rv433ve4ytatjl94dcz1hm2,Arturo Ordóñez,,,5588785021,213,6.21,5588785023,1,,5588785009,157,,5588785019,212,45.4,5588785013,56,Left,5588785011,152,,5588785017,141,83.8,5588785007,5,,5588785015,140,66.7,,,,,,,,,,,,,,,,,,,,,
2789637193,49,44,1,6,28,c9xffml4i7ihblp1qhus9w3fu,1,35.9,9.7,2025-03-16T20:45:04.869Z,2025-03-16T23:58:22Z,beq6yluq1raxsrvxo77qlrf56,S. Turnbull,,,5588785067,56,Back,5588793157,233,45,5588785069,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789637189,45,44,1,6,28,83cpn99fh7ulkwe8nezy8a3mx,0,64.1,90.3,2025-03-16T20:45:04.870Z,2025-03-16T23:58:22Z,cla0i94uyddjw7jzqoyfsplre,A. McFadden,,,5588785053,56,Left,5588785055,286,,5588793135,233,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789659803,304,12,1,6,28,c9xffml4i7ihblp1qhus9w3fu,1,34.2,2.3,2025-03-16T20:45:05.197Z,2025-03-16T21:41:42Z,beq6yluq1raxsrvxo77qlrf56,S. Turnbull,,,5588917493,141,2.3,5588917491,140,36.9,5588917497,213,0.00,5588917489,56,Back,5588981201,15,,5588917495,212,2.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789637209,46,61,1,6,29,83cpn99fh7ulkwe8nezy8a3mx,1,66.7,83.8,2025-03-16T20:45:05.989Z,2025-03-16T21:22:18Z,cla0i94uyddjw7jzqoyfsplre,A. McFadden,,,5588785145,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789637253,50,1,1,6,32,c9xffml4i7ihblp1qhus9w3fu,0,38.6,28.8,2025-03-16T20:45:09.051Z,2025-03-16T21:23:22Z,e6uww9a9ssp0n20ksoolesa8l,E. Martínez,,,5588785421,213,0.33,5588785423,1,,5588785419,212,11.3,5588785413,56,Back,5588785411,157,,5588785417,141,34.2,5588785415,140,48.8,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789661063,357,1,1,6,34,83cpn99fh7ulkwe8nezy8a3mx,1,50.3,62.6,2025-03-16T20:45:11.323Z,2025-03-16T21:26:33Z,d2ny0huv78m4m6p65y8eou7oq,T. Davila,,,5588930045,212,13.4,5588930039,56,Center,5588930037,3,,5588930047,213,5.50,5588930043,141,48.7,5588930041,140,59.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789637241,47,1,1,6,35,83cpn99fh7ulkwe8nezy8a3mx,0,64.6,59.9,2025-03-16T20:45:12.421Z,2025-03-16T21:25:05Z,achy1l1rfq2d4ftn6l1esht9m,A. Pérez,,,5588785345,141,65.1,5588785347,212,7.3,5588785343,140,70.7,5588785341,56,Center,5588785349,213,0.50,5588925249,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789637277,51,1,1,6,36,c9xffml4i7ihblp1qhus9w3fu,0,33.9,22.2,2025-03-16T20:45:13.195Z,2025-03-16T21:25:12Z,5uv1a9rj5wot3wcgefjoxhkdm,J. Rufe,,,5588785559,140,43.4,5588785565,213,0.16,5588785563,212,10.1,5588785561,141,24.6,5588785555,3,,5588785557,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789637273,48,1,1,6,37,83cpn99fh7ulkwe8nezy8a3mx,1,50.4,76.1,2025-03-16T20:45:13.670Z,2025-03-16T23:47:08Z,869lv47g5aohwwzeyzx9xmt7u,Z. Duncan,,,5588785543,141,68.1,5588785541,140,51.5,5588785537,3,,5588785547,213,4.92,5588785545,212,5.6,5588785539,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789661089,358,1,1,6,38,83cpn99fh7ulkwe8nezy8a3mx,0,60.1,67.1,2025-03-16T20:45:15.458Z,2025-03-16T21:27:49Z,achy1l1rfq2d4ftn6l1esht9m,A. Pérez,,,5588934107,140,67.4,5588934103,168,,5588934113,213,5.87,5588934105,56,Center,5588934111,212,8.4,5588934109,141,62.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789637329,52,1,1,6,40,c9xffml4i7ihblp1qhus9w3fu,0,36.7,33.0,2025-03-16T20:45:17.027Z,2025-03-16T20:45:17Z,e6uww9a9ssp0n20ksoolesa8l,E. Martínez,,,5588785839,56,Center,5588785849,1,,5588785845,212,24.1,5588785843,141,52.7,5588785841,140,55.8,5588785837,157,,5588785847,213,0.59,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789637389,49,1,1,6,44,83cpn99fh7ulkwe8nezy8a3mx,1,46.9,30.3,2025-03-16T20:45:21.429Z,2025-03-16T20:45:25Z,9gvsswyf0gzxekrjdkpuqrh0p,S. Totsch,,,5588786141,56,Right,5588786143,140,61.9,5588786189,213,5.60,5588786175,141,11.3,5588786187,212,20.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789637405,50,1,1,6,47,83cpn99fh7ulkwe8nezy8a3mx,1,58.4,12.9,2025-03-16T20:45:24.558Z,2025-03-16T20:45:26Z,aomjkj5s52jkzgk3ljsz0osiy,E. Perez,,,5588786249,212,13.7,5588786245,140,46.1,5588786251,213,2.81,5588786243,56,Back,5588786247,141,19.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789637437,51,1,1,6,50,83cpn99fh7ulkwe8nezy8a3mx,1,48.7,12.8,2025-03-16T20:45:26.717Z,2025-03-16T20:45:30Z,9gvsswyf0gzxekrjdkpuqrh0p,S. Totsch,,,5588786453,213,6.21,5588786445,56,Right,5588786451,212,16.4,5588786449,141,11.1,5588786447,140,64.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789637439,52,61,1,6,53,83cpn99fh7ulkwe8nezy8a3mx,0,66.3,17.4,2025-03-16T20:45:30.325Z,2025-03-16T20:45:30Z,achy1l1rfq2d4ftn6l1esht9m,A. Pérez,,,5588786463,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789637455,53,1,1,6,54,c9xffml4i7ihblp1qhus9w3fu,1,35.7,85.0,2025-03-16T20:45:31.035Z,2025-03-16T20:45:32Z,dlhfyk6fgvqt3zrr5qfj7c6w9,D. McCartney,,,5588786553,56,Back,5588786561,213,2.27,5588786557,141,92.4,5588786559,212,6.6,5588786555,140,31.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789637471,55,1,1,6,55,c9xffml4i7ihblp1qhus9w3fu,1,30.3,93.2,2025-03-16T20:45:32.308Z,2025-03-16T20:45:33Z,e6uww9a9ssp0n20ksoolesa8l,E. Martínez,,,5588786629,56,Back,5588786635,212,10.0,5588786633,141,87.4,5588786631,140,39.0,5588786637,213,5.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789637501,56,1,1,6,56,c9xffml4i7ihblp1qhus9w3fu,1,39.0,87.4,2025-03-16T20:45:33.083Z,2025-03-16T20:45:35Z,8t6b8q53ovws370a1b27s85jo,Roman Torres,,,5588786803,141,70.2,5588786801,140,31.2,5588786807,213,4.10,5588786799,56,Back,5588786805,212,14.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789637521,57,1,1,6,58,c9xffml4i7ihblp1qhus9w3fu,1,32.5,67.5,2025-03-16T20:45:34.978Z,2025-03-16T20:45:37Z,272w5ezobn1o53b3yxnbgjckq,K. Hernández-Foster,,,5588786903,213,2.53,5588786901,212,14.2,5588786897,140,21.4,5588786899,141,79.4,5588786895,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789637533,58,1,1,7,0,c9xffml4i7ihblp1qhus9w3fu,0,24.0,80.5,2025-03-16T20:45:37.010Z,2025-03-16T20:45:38Z,ece6sffb02drwz4brwndn0rh0,R. Hamouda,,,5588786975,140,45.9,5588786977,141,91.2,5588786971,155,,5588786973,56,Back,5588786981,213,0.31,5588786979,212,24.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789637567,53,1,1,7,2,83cpn99fh7ulkwe8nezy8a3mx,1,50.6,17.1,2025-03-16T20:45:39.261Z,2025-03-16T20:45:41Z,9gvsswyf0gzxekrjdkpuqrh0p,S. Totsch,,,5588787175,56,Right,5588787179,141,11.4,5588787177,140,57.0,5588787181,212,7.8,5588787173,3,,5588787183,213,5.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789637561,59,83,1,7,4,c9xffml4i7ihblp1qhus9w3fu,0,34.8,90.0,2025-03-16T20:45:40.674Z,2025-03-16T20:45:48Z,e6uww9a9ssp0n20ksoolesa8l,E. Martínez,,,5588787557,399,aomjkj5s52jkzgk3ljsz0osiy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789637595,56,4,1,7,6,83cpn99fh7ulkwe8nezy8a3mx,1,60.6,12.9,2025-03-16T20:45:43.313Z,2025-03-16T22:42:54Z,aomjkj5s52jkzgk3ljsz0osiy,E. Perez,,,5588787355,152,,5588787351,13,,5588787353,56,Right,5588787359,286,,5588787431,233,60,5588934887,295,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789637587,60,4,1,7,6,c9xffml4i7ihblp1qhus9w3fu,0,39.4,87.1,2025-03-16T20:45:43.314Z,2025-03-16T22:42:54Z,e6uww9a9ssp0n20ksoolesa8l,E. Martínez,,,5588787387,13,,5588787393,152,,5588787391,56,Back,5588787389,295,,5588787449,233,56,5588787395,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789637917,57,1,1,7,42,83cpn99fh7ulkwe8nezy8a3mx,0,63.9,14.1,2025-03-16T20:46:18.877Z,2025-03-16T20:46:19Z,cxscznjyygtsgbajv08q04sq2,R. Serrano,,,5588789195,141,38.0,5588789185,5,,5588789199,213,0.66,5588789189,152,,5588789197,212,26.6,5588789187,155,,5588789191,56,Center,5588789183,2,,5588789193,140,84.0,,,,,,,,,,,,,,,,,,,,,
2789638113,61,12,1,7,42,c9xffml4i7ihblp1qhus9w3fu,1,12.1,63.3,2025-03-16T20:46:19.378Z,2025-03-16T20:46:39Z,8t6b8q53ovws370a1b27s85jo,Roman Torres,,,5588790423,56,Back,5588790433,213,0.22,5588790431,212,21.8,5588790429,141,70.2,5588790425,140,32.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
