id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/11/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value
2818484863,35,1,1,2,29,224tl8u2smnbyliroayk69nt0,0,32.3,37.4,2025-05-24T20:09:00.979Z,2025-05-24T21:08:25Z,c4va4gt5g10zm05qtucgyt889,D. Griffin,,5747853797,56,Back,5747853795,157,,5747853807,1,,5747853805,213,3.86,5747853803,212,15.2,5747853799,140,21.4,5747853801,141,22.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818484855,27,15,1,2,33,daicfonrbj124lu2la2rctxck,1,73.6,66.1,2025-05-24T20:09:05.006Z,2025-05-24T20:09:18Z,8pqvmz8g1yhe7hqqc1d68c4mi,C. Holstad,,5747854361,458,,5747854359,215,,5747854403,233,36,5747854363,146,98.8,5747854011,20,,5747853749,18,,5747854365,147,50.4,5747854353,76,,5747853751,56,Center,5747854357,103,4.4,5747854355,102,54.0,5747853747,22,,,,,,,,,,,,,,,,,,,
2818484867,36,10,1,2,33,224tl8u2smnbyliroayk69nt0,1,2.3,46.4,2025-05-24T20:09:05.106Z,2025-05-24T20:09:18Z,a9lytq2ddavywxo7ib8uzbj6x,E. Dick,,5747853831,56,Back,5747853829,182,,5747853827,178,,5747854449,233,27,5747853891,177,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818484977,38,1,1,2,48,224tl8u2smnbyliroayk69nt0,0,8.2,44.3,2025-05-24T20:09:20.037Z,2025-05-24T21:10:46Z,a9lytq2ddavywxo7ib8uzbj6x,E. Dick,,5747854555,56,Center,5747854557,140,87.6,5747854559,141,36.7,5747854561,212,83.5,5747854553,199,,5747854565,1,,5747854563,213,6.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818485081,29,1,1,3,0,daicfonrbj124lu2la2rctxck,1,14.4,56.1,2025-05-24T20:09:32.350Z,2025-05-24T20:09:34Z,arrnspfznjcs9fmng4finp87p,Koke Vegas,,5747855071,213,0.17,5747855061,123,,5747855063,56,Back,5747855067,141,59.7,5747855065,140,27.6,5747855069,212,14.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818485125,30,1,1,3,2,daicfonrbj124lu2la2rctxck,1,27.6,59.7,2025-05-24T20:09:33.870Z,2025-05-24T20:09:40Z,8pqvmz8g1yhe7hqqc1d68c4mi,C. Holstad,,5747855343,140,13.1,5747855347,212,15.3,5747855345,141,56.9,5747855349,213,3.27,5747855341,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818485141,31,1,1,3,8,daicfonrbj124lu2la2rctxck,1,13.8,47.5,2025-05-24T20:09:39.830Z,2025-05-24T20:09:43Z,arrnspfznjcs9fmng4finp87p,Koke Vegas,,5747855427,56,Back,5747855435,213,5.22,5747855431,141,18.5,5747855433,212,22.6,5747855429,140,24.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818485161,32,1,1,3,11,daicfonrbj124lu2la2rctxck,1,24.5,17.6,2025-05-24T20:09:43.462Z,2025-05-24T20:09:46Z,9txqixk3uycvort3ntzkva1g5,Z. Herivaux,,5747855523,140,23.6,5747855529,213,4.61,5747855525,141,3.4,5747855527,212,9.7,5747855521,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818485195,33,1,1,3,14,daicfonrbj124lu2la2rctxck,1,23.6,3.4,2025-05-24T20:09:45.886Z,2025-05-24T20:09:49Z,f472o0229a6xev8qudf1tyf6y,F. Nodarse,,5747855691,141,12.8,5747855693,212,7.9,5747855689,140,19.2,5747855695,213,2.20,5747855687,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818485223,34,1,1,3,17,daicfonrbj124lu2la2rctxck,1,20.1,13.2,2025-05-24T20:09:49.118Z,2025-05-24T20:09:52Z,couplbg5c1wzrb14ycd8f7h0p,G. Stoneman,,5747855843,56,Back,5747855849,212,23.3,5747855847,141,45.2,5747855845,140,12.1,5747855851,213,1.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818485261,35,1,1,3,20,daicfonrbj124lu2la2rctxck,1,13.1,54.0,2025-05-24T20:09:51.958Z,2025-05-24T20:09:56Z,arrnspfznjcs9fmng4finp87p,Koke Vegas,,5747856075,213,0.93,5747856067,56,Back,5747856073,212,15.3,5747856069,140,21.8,5747856071,141,72.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818485285,36,1,1,3,24,daicfonrbj124lu2la2rctxck,1,26.1,71.7,2025-05-24T20:09:56.670Z,2025-05-24T20:10:00Z,3tb7ycl6z32sevjo8rxa590,A. Mabika,,5747856171,140,10.7,5747856177,213,3.77,5747856175,212,20.0,5747856169,56,Back,5747856173,141,54.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818485315,37,1,1,3,28,daicfonrbj124lu2la2rctxck,1,12.4,45.4,2025-05-24T20:10:00.374Z,2025-05-24T20:10:03Z,arrnspfznjcs9fmng4finp87p,Koke Vegas,,5747856291,213,5.07,5747856289,212,30.6,5747856283,56,Back,5747856287,141,3.2,5747856285,140,22.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818485331,38,1,1,3,31,daicfonrbj124lu2la2rctxck,1,22.6,3.2,2025-05-24T20:10:03.470Z,2025-05-24T20:10:05Z,f472o0229a6xev8qudf1tyf6y,F. Nodarse,,5747856437,56,Back,5747856439,140,10.0,5747856441,141,14.4,5747856443,212,15.3,5747856447,213,2.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818485367,39,1,1,3,33,daicfonrbj124lu2la2rctxck,1,10.0,14.4,2025-05-24T20:10:05.318Z,2025-05-24T20:10:08Z,couplbg5c1wzrb14ycd8f7h0p,G. Stoneman,,5747856641,56,Back,5747856647,212,27.4,5747856645,141,30.4,5747856649,213,0.41,5747856643,140,33.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818485371,40,61,1,3,36,daicfonrbj124lu2la2rctxck,0,33.9,30.4,2025-05-24T20:10:08.062Z,2025-05-24T20:10:08Z,711t32tk6qwl567dngcldfw15,M. Rodriguez,,5747856657,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818485393,40,50,1,3,38,224tl8u2smnbyliroayk69nt0,1,61.5,75.0,2025-05-24T20:10:10.565Z,2025-05-24T21:22:02Z,c4va4gt5g10zm05qtucgyt889,D. Griffin,,5747856809,56,Center,5747856811,286,,5747856899,233,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818485407,41,7,1,3,38,daicfonrbj124lu2la2rctxck,1,38.5,25.0,2025-05-24T20:10:10.566Z,2025-05-24T21:22:01Z,711t32tk6qwl567dngcldfw15,M. Rodriguez,,5747856881,285,,5747856879,56,Back,5747856893,233,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818485421,42,1,1,3,41,daicfonrbj124lu2la2rctxck,1,48.8,33.4,2025-05-24T20:10:12.911Z,2025-05-24T20:10:14Z,dltmx3e4llkcszs22cbfz92xg,J. Kwizera,,5747856963,141,45.5,5747856965,212,10.0,5747856967,213,0.97,5747856959,56,Center,5747856961,140,54.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818485427,44,1,1,3,42,daicfonrbj124lu2la2rctxck,1,54.2,45.5,2025-05-24T20:10:14.262Z,2025-05-24T20:10:15Z,449e2muutlpvx9lhv1t2tcsmh,A. Dikwa,,5747857029,140,45.9,5747857033,212,9.4,5747857031,141,50.7,5747857035,213,2.76,5747857025,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818485435,45,1,1,3,44,daicfonrbj124lu2la2rctxck,1,45.9,50.7,2025-05-24T20:10:15.774Z,2025-05-24T20:10:17Z,8pqvmz8g1yhe7hqqc1d68c4mi,C. Holstad,,5747857115,213,0.66,5747857107,56,Center,5747857111,141,72.1,5747857113,212,23.8,5747857109,140,63.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818485487,46,1,1,3,45,daicfonrbj124lu2la2rctxck,1,63.8,72.1,2025-05-24T20:10:17.693Z,2025-05-24T20:10:24Z,9ch7zgxlcjiio0xbo2hhl2yvo,N. Fuson,,5747857421,141,78.8,5747857419,140,57.8,5747857423,212,7.8,5747857425,213,2.52,5747857417,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818485495,47,1,1,3,52,daicfonrbj124lu2la2rctxck,0,67.8,88.1,2025-05-24T20:10:24.662Z,2025-05-24T20:10:26Z,eg5pbxm7emj77mdcub4xp6m3u,A. Sanchez,,5747857463,212,5.3,5747857465,213,4.26,5747857457,56,Left,5747857459,140,65.6,5747857461,141,81.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818485491,41,61,1,3,53,224tl8u2smnbyliroayk69nt0,1,24.8,20.4,2025-05-24T20:10:25.712Z,2025-05-24T20:10:32Z,aqqbh1ugeh2f8jjiq8fu2qwru,B. Jacquesson,,5747857441,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818485555,48,1,1,3,57,daicfonrbj124lu2la2rctxck,1,64.7,68.7,2025-05-24T20:10:29.598Z,2025-05-24T20:10:32Z,8pqvmz8g1yhe7hqqc1d68c4mi,C. Holstad,,5747857709,213,3.98,5747857705,141,49.3,5747857707,212,17.7,5747857703,140,53.5,5747857701,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818485567,49,1,1,4,0,daicfonrbj124lu2la2rctxck,1,53.5,49.3,2025-05-24T20:10:32.614Z,2025-05-24T20:10:34Z,couplbg5c1wzrb14ycd8f7h0p,G. Stoneman,,5747857781,140,61.3,5747857779,56,Center,5747857785,212,8.2,5747857787,213,0.00,5747857783,141,49.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818485603,50,1,1,4,2,daicfonrbj124lu2la2rctxck,1,61.3,49.3,2025-05-24T20:10:34.294Z,2025-05-24T20:10:37Z,9txqixk3uycvort3ntzkva1g5,Z. Herivaux,,5747857961,213,3.99,5747857959,212,13.5,5747857957,141,34.5,5747857955,140,52.8,5747857953,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818485641,51,1,1,4,5,daicfonrbj124lu2la2rctxck,1,55.0,27.0,2025-05-24T20:10:37.494Z,2025-05-24T20:10:41Z,couplbg5c1wzrb14ycd8f7h0p,G. Stoneman,,5747858207,141,77.3,5747858205,140,70.5,5747858213,1,,5747858209,212,37.9,5747858203,56,Center,5747858201,155,,5747858211,213,1.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818485643,52,44,1,4,8,daicfonrbj124lu2la2rctxck,1,72.4,73.4,2025-05-24T20:10:40.514Z,2025-05-24T22:05:21Z,9ch7zgxlcjiio0xbo2hhl2yvo,N. Fuson,,5747858217,56,Center,5747858219,286,,5747858323,233,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818485635,42,44,1,4,8,224tl8u2smnbyliroayk69nt0,0,27.6,26.6,2025-05-24T20:10:40.515Z,2025-05-24T22:05:22Z,8pli7fk5kjmt0f9pl6sjsltuy,P. Barnes,,5747858173,285,,5747858357,233,52,5747858171,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818485651,53,1,1,4,9,daicfonrbj124lu2la2rctxck,0,70.5,77.3,2025-05-24T20:10:40.838Z,2025-05-24T22:11:32Z,9ch7zgxlcjiio0xbo2hhl2yvo,N. Fuson,,5747858263,56,Left,5747858265,140,76.5,5747858267,141,82.1,5747858269,212,7.1,5747858271,213,0.48,5747858259,3,,5747858261,168,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818485679,43,1,1,4,12,224tl8u2smnbyliroayk69nt0,1,23.8,21.6,2025-05-24T20:10:43.867Z,2025-05-24T20:10:45Z,1445ppxg007udzcj6t20ceyju,R. Ydrach,,5747858445,212,16.6,5747858447,213,6.05,5747858443,141,15.9,5747858441,140,39.2,5747858439,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818485717,45,1,1,4,14,224tl8u2smnbyliroayk69nt0,0,40.5,13.4,2025-05-24T20:10:46.532Z,2025-05-24T20:10:49Z,aqqbh1ugeh2f8jjiq8fu2qwru,B. Jacquesson,,5747858611,140,79.3,5747858617,213,0.65,5747858615,212,51.1,5747858619,1,,5747858613,141,58.7,5747858609,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818485825,55,1,1,4,22,daicfonrbj124lu2la2rctxck,1,21.5,36.6,2025-05-24T20:10:54.566Z,2025-05-24T20:11:01Z,arrnspfznjcs9fmng4finp87p,Koke Vegas,,5747859201,56,Back,5747859209,213,1.27,5747859207,212,17.3,5747859205,141,60.9,5747859203,140,26.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818485845,56,1,1,4,29,daicfonrbj124lu2la2rctxck,1,26.3,46.7,2025-05-24T20:11:01.286Z,2025-05-24T20:11:04Z,couplbg5c1wzrb14ycd8f7h0p,G. Stoneman,,5747859337,56,Back,5747859345,213,4.59,5747859341,141,12.0,5747859339,140,23.6,5747859343,212,23.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818485875,57,1,1,4,32,daicfonrbj124lu2la2rctxck,1,24.3,11.7,2025-05-24T20:11:04.174Z,2025-05-24T20:11:09Z,f472o0229a6xev8qudf1tyf6y,F. Nodarse,,5747859543,212,24.6,5747859541,141,32.1,5747859539,140,5.0,5747859545,213,2.54,5747859537,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818485891,58,1,1,4,37,daicfonrbj124lu2la2rctxck,0,4.9,30.6,2025-05-24T20:11:09.718Z,2025-05-24T20:11:11Z,arrnspfznjcs9fmng4finp87p,Koke Vegas,,5747859641,212,42.0,5747859639,141,29.4,5747859635,140,44.9,5747859629,155,,5747859633,56,Back,5747859645,1,,5747859643,213,6.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818485917,46,1,1,4,40,224tl8u2smnbyliroayk69nt0,0,54.5,76.7,2025-05-24T20:11:11.883Z,2025-05-24T21:17:59Z,3g0rdzkjns986gn34vg3umiqy,S. Suber,,5747859769,212,15.3,5747859765,140,69.1,5747859767,141,77.6,5747859763,56,Center,5747859761,3,,5747859771,213,0.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818485931,59,1,1,4,41,daicfonrbj124lu2la2rctxck,0,28.8,28.0,2025-05-24T20:11:13.407Z,2025-05-24T20:11:15Z,8pqvmz8g1yhe7hqqc1d68c4mi,C. Holstad,,5747859849,213,0.76,5747859847,212,18.0,5747859845,141,46.3,5747859841,140,41.2,5747859837,56,Back,5747859835,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818485939,47,1,1,4,43,224tl8u2smnbyliroayk69nt0,0,53.1,70.3,2025-05-24T20:11:15.508Z,2025-05-24T20:11:16Z,6jsu34146kbtoeco3ue1a7ok4,J. Wälti,,5747859879,56,Center,5747859885,212,7.2,5747859887,213,0.00,5747859877,3,,5747859881,140,60.0,5747859883,141,70.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818485981,60,1,1,4,45,daicfonrbj124lu2la2rctxck,1,36.0,42.4,2025-05-24T20:11:17.029Z,2025-05-24T20:11:20Z,9txqixk3uycvort3ntzkva1g5,Z. Herivaux,,5747860111,56,Back,5747860113,140,37.2,5747860109,3,,5747860115,141,57.5,5747860117,212,10.3,5747860119,213,1.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818486001,61,1,1,4,48,daicfonrbj124lu2la2rctxck,1,39.0,69.0,2025-05-24T20:11:20.061Z,2025-05-24T20:11:22Z,eg5pbxm7emj77mdcub4xp6m3u,A. Sanchez,,5747860231,212,17.3,5747860229,141,91.1,5747860225,56,Back,5747860233,213,1.05,5747860227,140,47.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818486037,62,1,1,4,50,daicfonrbj124lu2la2rctxck,1,47.2,91.2,2025-05-24T20:11:22.671Z,2025-05-24T20:11:26Z,9ch7zgxlcjiio0xbo2hhl2yvo,N. Fuson,,5747860431,56,Left,5747860439,213,0.25,5747860433,140,64.2,5747860437,212,18.4,5747860435,141,98.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818486043,63,1,1,4,54,daicfonrbj124lu2la2rctxck,0,64.2,98.0,2025-05-24T20:11:26.326Z,2025-05-24T20:11:28Z,eg5pbxm7emj77mdcub4xp6m3u,A. Sanchez,,5747860561,233,48,5747860559,236,,5747860465,140,69.2,5747860467,141,96.8,5747860471,213,6.13,5747860469,212,5.3,5747860565,286,,5747860463,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818486051,48,74,1,4,54,224tl8u2smnbyliroayk69nt0,1,31.4,5.8,2025-05-24T20:11:26.327Z,2025-05-24T21:22:09Z,1445ppxg007udzcj6t20ceyju,R. Ydrach,,5747860583,233,63,5747860511,285,,5747860509,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818486065,49,5,1,4,55,224tl8u2smnbyliroayk69nt0,0,35.7,-1.8,2025-05-24T20:11:27.710Z,2025-05-24T22:12:08Z,1445ppxg007udzcj6t20ceyju,R. Ydrach,,5747860915,233,64,5747860611,347,,5747860609,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818486103,64,5,1,4,55,daicfonrbj124lu2la2rctxck,1,64.3,101.8,2025-05-24T20:11:27.710Z,2025-05-24T22:12:07Z,eg5pbxm7emj77mdcub4xp6m3u,A. Sanchez,,5747860873,347,,5747860887,233,49,5747860871,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818486505,51,17,1,5,30,224tl8u2smnbyliroayk69nt0,1,0.0,0.0,2025-05-24T20:12:01.947Z,2025-05-24T22:33:12Z,1445ppxg007udzcj6t20ceyju,R. Ydrach,,5747866339,189,,5747863261,31,,5748299627,184,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818486569,65,1,1,5,52,daicfonrbj124lu2la2rctxck,1,68.3,100.0,2025-05-24T20:12:24.333Z,2025-05-24T20:12:28Z,eg5pbxm7emj77mdcub4xp6m3u,A. Sanchez,,5747863603,213,5.41,5747863589,56,Left,5747863599,212,14.0,5747863591,140,76.9,5747863585,107,,5747863595,141,85.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818486577,66,61,1,5,56,daicfonrbj124lu2la2rctxck,1,76.9,85.6,2025-05-24T20:12:27.863Z,2025-05-24T20:12:28Z,9txqixk3uycvort3ntzkva1g5,Z. Herivaux,,5747863631,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818486587,67,61,1,5,56,daicfonrbj124lu2la2rctxck,0,76.1,89.0,2025-05-24T20:12:28.718Z,2025-05-24T21:06:27Z,9ch7zgxlcjiio0xbo2hhl2yvo,N. Fuson,,5747863653,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818486617,53,1,1,5,57,224tl8u2smnbyliroayk69nt0,1,23.7,12.5,2025-05-24T20:12:29.339Z,2025-05-24T21:21:40Z,1445ppxg007udzcj6t20ceyju,R. Ydrach,,5747863833,213,1.02,5747863827,140,30.8,5747863825,56,Back,5747863829,141,30.4,5747863831,212,14.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818486597,52,61,1,5,58,224tl8u2smnbyliroayk69nt0,1,21.3,15.3,2025-05-24T20:12:30.022Z,2025-05-24T20:12:30Z,69pe2d0b9ughzcn3iqarracr8,L. Biasi,,5747863727,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818486633,68,1,1,6,0,daicfonrbj124lu2la2rctxck,1,68.6,76.7,2025-05-24T20:12:32.549Z,2025-05-24T20:12:34Z,711t32tk6qwl567dngcldfw15,M. Rodriguez,,5747863911,140,65.3,5747863917,213,3.89,5747863915,212,4.7,5747863909,56,Center,5747863913,141,72.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818486647,69,1,1,6,2,daicfonrbj124lu2la2rctxck,1,66.0,73.9,2025-05-24T20:12:33.942Z,2025-05-24T20:12:35Z,8pqvmz8g1yhe7hqqc1d68c4mi,C. Holstad,,5747863983,56,Left,5747863987,141,95.1,5747863985,140,69.1,5747863989,212,14.8,5747863991,213,1.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818486669,70,1,1,6,3,daicfonrbj124lu2la2rctxck,1,69.1,95.1,2025-05-24T20:12:35.414Z,2025-05-24T20:12:38Z,eg5pbxm7emj77mdcub4xp6m3u,A. Sanchez,,5747864121,141,81.2,5747864123,212,10.4,5747864119,140,73.3,5747864125,213,5.15,5747864117,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818486711,71,1,1,6,6,daicfonrbj124lu2la2rctxck,1,75.6,63.1,2025-05-24T20:12:38.533Z,2025-05-24T20:13:04Z,9txqixk3uycvort3ntzkva1g5,Z. Herivaux,1.0,5747864381,141,55.7,5747864377,56,Center,5747865197,154,,5747865195,210,15,5747864383,212,5.0,5747864379,140,75.7,5747864385,213,4.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818486829,54,43,1,6,9,224tl8u2smnbyliroayk69nt0,1,0.0,0.0,2025-05-24T20:12:41.361Z,2025-05-24T20:13:06Z,aqqbh1ugeh2f8jjiq8fu2qwru,B. Jacquesson,,5747865301,144,5,5747865083,56,Back,5747865085,346,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818486717,72,15,1,6,9,daicfonrbj124lu2la2rctxck,1,76.6,55.7,2025-05-24T20:12:41.735Z,2025-05-24T22:17:07Z,711t32tk6qwl567dngcldfw15,M. Rodriguez,,5747865219,55,71,5747865229,328,,5748078737,233,55,5747864415,56,Center,5747864411,22,,5747865069,82,,5748254017,78,,5747864413,18,,5747865065,20,,5747865213,154,,5747865233,147,53.6,5747865209,29,5747865231,146,88.1,5747865235,230,97.7,5747865237,231,52.5,5747865227,103,19,5747865225,102,51.5,,,,
2818486831,55,10,1,6,10,224tl8u2smnbyliroayk69nt0,1,15.0,47.5,2025-05-24T20:12:41.835Z,2025-05-24T21:22:00Z,6omt3lirajdcqxcbhzk9sobmx,G. Vacter,,5748078749,233,72,5747865089,56,Back,5747865087,94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818486841,56,6,1,6,12,224tl8u2smnbyliroayk69nt0,0,14.5,47.4,2025-05-24T20:12:44.419Z,2025-05-24T21:21:55Z,6omt3lirajdcqxcbhzk9sobmx,G. Vacter,,5747865191,56,Back,5747872475,233,73,5747865193,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818486721,73,6,1,6,12,daicfonrbj124lu2la2rctxck,1,85.5,52.6,2025-05-24T20:12:44.419Z,2025-05-24T21:21:55Z,711t32tk6qwl567dngcldfw15,M. Rodriguez,,5747864533,56,Center,5747864535,73,,5747872443,233,56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818486927,74,1,1,6,39,daicfonrbj124lu2la2rctxck,0,99.5,99.5,2025-05-24T20:13:11.029Z,2025-05-24T20:13:13Z,eg5pbxm7emj77mdcub4xp6m3u,A. Sanchez,,5747865673,56,Center,5747865669,224,,5747865679,212,31.7,5747865661,6,,5747865681,213,4.45,5747865677,141,54.5,5747865675,140,91.6,5747865665,155,,5747865657,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818486933,57,12,1,6,42,224tl8u2smnbyliroayk69nt0,1,11.7,40.0,2025-05-24T20:13:14.244Z,2025-05-24T22:15:13Z,6omt3lirajdcqxcbhzk9sobmx,G. Vacter,,5747865731,212,34.2,5747865721,56,Back,5747865923,167,,5747865733,213,5.31,5747865729,141,0.0,5747865771,15,,5747865725,140,30.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818486961,58,5,1,6,45,224tl8u2smnbyliroayk69nt0,0,32.0,-1.4,2025-05-24T20:13:16.789Z,2025-05-24T22:12:08Z,6omt3lirajdcqxcbhzk9sobmx,G. Vacter,,5747865901,56,Back,5747866001,233,75,5747865903,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818486975,75,5,1,6,45,daicfonrbj124lu2la2rctxck,1,68.0,101.4,2025-05-24T20:13:16.789Z,2025-05-24T20:13:23Z,eg5pbxm7emj77mdcub4xp6m3u,A. Sanchez,,5747865957,347,,5747865955,56,Left,5747865979,233,58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818487157,76,1,1,7,2,daicfonrbj124lu2la2rctxck,0,67.5,100.0,2025-05-24T20:13:34.613Z,2025-05-24T20:13:37Z,eg5pbxm7emj77mdcub4xp6m3u,A. Sanchez,,5747866929,213,4.74,5747866921,140,68.2,5747866931,1,,5747866911,107,,5747866927,212,22.9,5747866925,141,67.9,5747866915,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818487187,60,4,1,7,9,224tl8u2smnbyliroayk69nt0,1,32.4,9.9,2025-05-24T20:13:41.379Z,2025-05-24T21:21:42Z,e8rbnbqkrxia3lgt7agaid4kq,R. Mertz,,5747867131,56,Back,5747867263,233,77,5747867129,13,,5747867133,152,,5747867267,285,,5747867135,265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
