id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/8/value,qualifier/9/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value
2793239235,134,8,1,2,40,bu5w8wprynlj9mvphvy8sd94f,1,54.1,86.9,2025-03-29T23:10:25.169Z,2025-03-29T23:27:32Z,1xkff6cxd8zycnd3n3odmvai1,C. Vázquez,,,5608600179,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793223755,29,1,1,2,41,bu5w8wprynlj9mvphvy8sd94f,1,61.9,83.3,2025-03-29T23:10:26.320Z,2025-03-29T23:10:29Z,1xkff6cxd8zycnd3n3odmvai1,C. Vázquez,,,5608511089,56,Center,5608511097,213,4.86,5608511093,141,72.0,5608511095,212,7.8,5608511091,140,63.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793223779,30,1,1,2,44,bu5w8wprynlj9mvphvy8sd94f,0,63.0,72.0,2025-03-29T23:10:29.026Z,2025-03-29T23:27:49Z,bzs1s1yntau3dvzyvn6t7t785,L. Melano,,,5608511209,140,58.9,5608511207,56,Center,5608511213,212,5.9,5608511215,213,2.39,5608511211,141,77.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793223805,37,1,1,2,46,bk3zg8yaj5uoqhxzwons3bo8a,1,46.0,39.2,2025-03-29T23:10:30.985Z,2025-03-29T23:10:32Z,4fbaxgikw7z9sfhuz6vvnfmxh,G. Zelalem,,,5608511365,140,50.7,5608511361,56,Center,5608511373,213,0.93,5608511369,141,49.0,5608511371,212,8.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793223929,38,1,1,2,48,bk3zg8yaj5uoqhxzwons3bo8a,1,50.7,49.0,2025-03-29T23:10:32.370Z,2025-03-29T23:10:48Z,ew8oodr9hiuqve7xlz24xznfu,M. Vargas,1.0,,5608512737,210,13,5608512113,140,67.2,5608512111,56,Center,5608512115,141,78.4,5608512117,212,26.5,5608512119,213,0.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793223933,39,13,1,2,56,bk3zg8yaj5uoqhxzwons3bo8a,1,76.2,66.7,2025-03-29T23:10:40.554Z,2025-03-30T01:34:35Z,3nvijn3ctkplajtt1dd23wycp,M. Gaines,,,5608512779,231,51.3,5608512771,102,58.7,5608512139,22,,5608512775,215,,5608512395,20,,5608512143,56,Center,5608512765,29,,5608512777,230,97.2,5608512763,83,5608512141,18,5608512767,55,38,5608512773,103,27.8,,,,,,,,,,,,,,,,,
2793224463,31,5,1,2,58,bu5w8wprynlj9mvphvy8sd94f,1,-1.2,41.7,2025-03-29T23:10:42.423Z,2025-03-30T02:13:22Z,8gnvbaqsuet4v3x6orkm20b56,A. Acloque,,,5608515193,233,40,5608515157,56,Back,5608515159,346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793223971,40,5,1,2,58,bk3zg8yaj5uoqhxzwons3bo8a,0,101.2,58.3,2025-03-29T23:10:42.423Z,2025-03-30T02:13:22Z,3nvijn3ctkplajtt1dd23wycp,M. Gaines,,,5608512363,346,,5608515201,233,31,5608512361,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793224507,32,1,1,3,28,bu5w8wprynlj9mvphvy8sd94f,0,4.3,47.9,2025-03-29T23:11:13.099Z,2025-03-29T23:11:17Z,9q3w4j10qfsq94svbmyxa879x,B. Hamid,,,5608515413,1,,5608515403,56,Center,5608515401,124,,5608515411,213,0.17,5608515405,140,63.6,5608515409,212,63.2,5608515417,74,,5608515407,141,63.9,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793224513,41,44,1,3,31,bk3zg8yaj5uoqhxzwons3bo8a,1,39.6,42.1,2025-03-29T23:11:16.049Z,2025-03-30T02:15:57Z,9imj5ig0i01uljnd3gd2cz1m,T. Maples,,,5608515451,56,Back,5608515453,285,,5608515583,233,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793224519,33,44,1,3,31,bu5w8wprynlj9mvphvy8sd94f,0,60.4,57.9,2025-03-29T23:11:16.050Z,2025-03-30T02:15:57Z,bzs1s1yntau3dvzyvn6t7t785,L. Melano,,,5608515481,56,Center,5608515619,233,41,5608515483,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793224523,42,1,1,3,32,bk3zg8yaj5uoqhxzwons3bo8a,0,45.0,52.1,2025-03-29T23:11:16.826Z,2025-03-30T01:31:43Z,9imj5ig0i01uljnd3gd2cz1m,T. Maples,,,5608515503,56,Back,5608515505,140,49.1,5608515501,3,,5608515511,213,0.69,5608515507,141,57.3,5608515509,212,5.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793224549,34,1,1,3,34,bu5w8wprynlj9mvphvy8sd94f,1,54.5,49.0,2025-03-29T23:11:18.635Z,2025-03-29T23:11:19Z,fm9i7pzwi2diu6i18kycmx1x,M. Romero,,,5608515661,56,Center,5608515665,141,43.0,5608515669,213,5.88,5608515667,212,10.3,5608515663,140,63.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793224575,35,1,1,3,35,bu5w8wprynlj9mvphvy8sd94f,1,63.5,43.0,2025-03-29T23:11:19.627Z,2025-03-29T23:11:22Z,bolmgcfvbdizfyh6n9oz4xjsa,A. Gavilanes,,,5608515823,141,55.8,5608515819,56,Center,5608515827,213,1.09,5608515821,140,67.8,5608515825,212,9.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793248621,189,61,1,3,36,bu5w8wprynlj9mvphvy8sd94f,1,64.7,42.2,2025-03-29T23:11:20.419Z,2025-03-29T23:38:36Z,fm9i7pzwi2diu6i18kycmx1x,M. Romero,,,5608651657,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793248449,187,61,1,3,36,bu5w8wprynlj9mvphvy8sd94f,1,66.3,40.9,2025-03-29T23:11:20.734Z,2025-03-29T23:38:17Z,bzs1s1yntau3dvzyvn6t7t785,L. Melano,,,5608650755,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793251461,206,61,1,3,37,bu5w8wprynlj9mvphvy8sd94f,0,65.2,33.7,2025-03-29T23:11:21.917Z,2025-03-29T23:42:42Z,fm9i7pzwi2diu6i18kycmx1x,M. Romero,,,5608666799,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793224583,36,43,1,3,37,bu5w8wprynlj9mvphvy8sd94f,1,0.0,0.0,2025-03-29T23:11:22.236Z,2025-03-29T23:42:46Z,fm9i7pzwi2diu6i18kycmx1x,M. Romero,,,5608515857,213,4.24,5608515931,286,0,5608667511,144,1,5608515925,236,0,5608515853,141,47.8,5608515855,212,4.0,5608515851,140,67.4,5608515849,56,Center,5608515927,233,,,,,,,,,43,,,,,,,,,,,,,,,,
2793224591,43,1,1,3,38,bk3zg8yaj5uoqhxzwons3bo8a,1,40.2,58.7,2025-03-29T23:11:22.802Z,2025-03-30T01:31:41Z,4fbaxgikw7z9sfhuz6vvnfmxh,G. Zelalem,,,5608677895,212,11.4,5608515909,56,Back,5608677891,140,33.6,5608677897,213,4.06,5608677893,141,45.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793224649,45,1,1,3,40,bk3zg8yaj5uoqhxzwons3bo8a,0,41.4,46.6,2025-03-29T23:11:24.467Z,2025-03-29T23:11:28Z,djau5chcmoyiyq28jt9ypzh4a,O. Jabang,,,5608516245,140,70.2,5608516251,213,5.81,5608516249,212,34.0,5608516247,141,23.6,5608516243,56,Center,5608516253,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793224715,38,1,1,3,45,bu5w8wprynlj9mvphvy8sd94f,1,26.1,86.9,2025-03-29T23:11:29.717Z,2025-03-29T23:11:32Z,96qlwmkrab9h7xt93jzgl384p,J. Ricketts,,,5608516691,141,67.5,5608516695,213,3.75,5608516689,140,8.1,5608516687,56,Back,5608516693,212,23.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793224865,39,1,1,3,47,bu5w8wprynlj9mvphvy8sd94f,1,5.1,65.1,2025-03-29T23:11:32.188Z,2025-03-29T23:11:40Z,9q3w4j10qfsq94svbmyxa879x,B. Hamid,,,5608517603,56,Left,5608517613,213,0.30,5608517609,141,93.2,5608517607,140,63.1,5608517611,212,63.8,5608517601,157,,5608517615,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793224891,40,1,1,3,56,bu5w8wprynlj9mvphvy8sd94f,0,63.1,93.2,2025-03-29T23:11:40.587Z,2025-03-30T02:32:39Z,am7umg00yxt40mndzo6e0u3o4,F. Bonfiglio,,,5608517803,213,2.64,5608517799,141,100.0,5608517797,140,53.1,5608517801,212,12.0,5608517791,3,,5608517795,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793224897,41,5,1,3,57,bu5w8wprynlj9mvphvy8sd94f,0,53.6,101.7,2025-03-29T23:11:41.649Z,2025-03-30T02:13:23Z,1xkff6cxd8zycnd3n3odmvai1,C. Vázquez,,,5608517839,56,Left,5608518119,233,46,5608517841,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793224941,46,5,1,3,57,bk3zg8yaj5uoqhxzwons3bo8a,1,46.4,-1.7,2025-03-29T23:11:41.649Z,2025-03-30T02:13:22Z,2o86bp6u8hbr8q43mea7srco9,W. Seymore,,,5608518115,233,41,5608518091,347,,5608518089,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793225107,47,1,1,4,10,bk3zg8yaj5uoqhxzwons3bo8a,1,54.7,0.0,2025-03-29T23:11:54.697Z,2025-03-29T23:11:56Z,2o86bp6u8hbr8q43mea7srco9,W. Seymore,,,5608519035,141,11.3,5608519031,56,Right,5608519037,212,9.2,5608519039,213,1.97,5608519029,107,,5608519033,140,51.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793225129,48,1,1,4,12,bk3zg8yaj5uoqhxzwons3bo8a,1,51.3,11.3,2025-03-29T23:11:56.538Z,2025-03-30T01:29:09Z,7b346y8ad54mkc0h1343ybs2x,Luiz Fernando,,,5608519157,56,Back,5608519165,213,2.48,5608519159,140,35.0,5608519161,141,31.0,5608519163,212,21.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793225219,49,1,1,4,16,bk3zg8yaj5uoqhxzwons3bo8a,1,28.4,53.6,2025-03-29T23:12:01.329Z,2025-03-29T23:12:05Z,cvdn34vl3zje5uq54nvg77sut,K. Ryden,,,5608519661,213,0.70,5608519659,212,37.5,5608519657,141,89.1,5608519655,140,55.7,5608519653,56,Left,5608519663,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793225223,50,4,1,4,21,bk3zg8yaj5uoqhxzwons3bo8a,1,44.7,94.9,2025-03-29T23:12:05.658Z,2025-03-30T01:44:43Z,3nvijn3ctkplajtt1dd23wycp,M. Gaines,,,5608519709,152,,5608519707,56,Back,5608519711,265,,5608519705,13,,5608519713,286,,5608519931,233,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793225227,42,4,1,4,21,bu5w8wprynlj9mvphvy8sd94f,0,55.3,5.1,2025-03-29T23:12:05.659Z,2025-03-30T01:44:43Z,8gnvbaqsuet4v3x6orkm20b56,A. Acloque,,,5608519877,152,,5608519881,285,,5608519879,265,,5608519997,233,50,5608519873,56,Right,5608519869,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793225615,51,1,1,4,36,bk3zg8yaj5uoqhxzwons3bo8a,1,44.8,92.6,2025-03-29T23:12:20.977Z,2025-03-29T23:12:27Z,52rcg38mijjjusfwqxa2l7hex,J. Lindsey,,,5608521887,141,55.5,5608521889,212,25.3,5608521883,56,Back,5608521885,140,47.0,5608521891,213,4.80,5608521879,5,,5608521881,152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793225715,52,1,1,4,42,bk3zg8yaj5uoqhxzwons3bo8a,1,62.6,61.5,2025-03-29T23:12:26.993Z,2025-03-29T23:12:33Z,9imj5ig0i01uljnd3gd2cz1m,T. Maples,,,5608522467,213,0.69,5608522461,141,88.6,5608522459,140,83.7,5608522457,56,Left,5608522463,212,28.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793225733,53,1,1,4,48,bk3zg8yaj5uoqhxzwons3bo8a,0,85.5,70.9,2025-03-29T23:12:32.842Z,2025-03-29T23:12:33Z,3nvijn3ctkplajtt1dd23wycp,M. Gaines,,,5608522553,140,91.8,5608522557,212,21.2,5608522559,213,5.03,5608522551,56,Center,5608522555,141,41.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793225799,43,12,1,4,49,bu5w8wprynlj9mvphvy8sd94f,1,4.8,49.3,2025-03-29T23:12:34.268Z,2025-03-29T23:12:36Z,96qlwmkrab9h7xt93jzgl384p,J. Ricketts,,,5608522863,213,5.35,5608522853,56,Back,5608522861,212,12.3,5608522859,141,34.8,5608522857,140,11.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793225821,44,12,1,4,52,bu5w8wprynlj9mvphvy8sd94f,1,11.8,34.8,2025-03-29T23:12:36.404Z,2025-03-29T23:12:44Z,fm9i7pzwi2diu6i18kycmx1x,M. Romero,,,5608522963,213,0.17,5608522955,56,Back,5608522961,212,19.8,5608522959,141,39.7,5608522957,140,30.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793225865,54,1,1,4,54,bk3zg8yaj5uoqhxzwons3bo8a,0,68.8,48.8,2025-03-29T23:12:39.113Z,2025-03-29T23:12:39Z,9imj5ig0i01uljnd3gd2cz1m,T. Maples,,,5608523221,56,Center,5608523225,141,41.2,5608523223,140,58.9,5608523229,213,3.60,5608523227,212,11.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793225999,46,1,1,4,59,bu5w8wprynlj9mvphvy8sd94f,1,39.4,52.4,2025-03-29T23:12:44.128Z,2025-03-30T02:32:32Z,am7umg00yxt40mndzo6e0u3o4,F. Bonfiglio,,,5608523971,213,5.10,5608523963,56,Back,5608523965,140,46.0,5608523969,212,18.2,5608523967,141,27.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793226077,47,1,1,5,6,bu5w8wprynlj9mvphvy8sd94f,1,67.3,41.8,2025-03-29T23:12:51.245Z,2025-03-29T23:12:54Z,bzs1s1yntau3dvzyvn6t7t785,L. Melano,,,5608524429,141,45.2,5608524427,140,60.7,5608524433,213,2.82,5608524425,56,Center,5608524431,212,7.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793226109,48,1,1,5,9,bu5w8wprynlj9mvphvy8sd94f,1,64.2,54.3,2025-03-29T23:12:53.861Z,2025-03-29T23:12:56Z,d539xjkdwt1i77f0czbvo8ull,B. Akinyode,,,5608524667,155,,5608524669,56,Center,5608524673,141,68.2,5608524675,212,36.6,5608524671,140,97.9,5608524677,213,0.26,5608524679,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793226137,49,1,1,5,12,bu5w8wprynlj9mvphvy8sd94f,1,97.9,68.2,2025-03-29T23:12:56.533Z,2025-03-29T23:13:21Z,cvi9u3v3krlkbvwcwjqztzvca,A. Mitrano,1.0,,5608524833,212,9.5,5608524829,141,56.1,5608526771,210,15,5608524821,56,Center,5608524825,140,93.4,5608526773,154,,5608524837,213,4.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793226145,50,15,1,5,13,bu5w8wprynlj9mvphvy8sd94f,1,91.5,55.4,2025-03-29T23:12:57.372Z,2025-03-30T01:59:18Z,bolmgcfvbdizfyh6n9oz4xjsa,A. Gavilanes,,,5608526833,328,,5608526819,55,49,5608526941,233,55,5608524883,56,Center,5608526815,29,,5608526837,147,51.4,5608526437,72,,5608524879,22,,5608526817,154,5608526829,103,5608526825,102,52.2,5609145725,76,,,14.6,5608526835,146,98.1,5608524881,17,,,,,,,,,,
2793226169,55,10,1,5,13,bk3zg8yaj5uoqhxzwons3bo8a,1,2.2,47.3,2025-03-29T23:12:57.472Z,2025-03-29T23:14:02Z,zczt4alpawz5522hff8x39p1,A. Tambakis,,,5608525009,173,,5608525011,178,,5608525015,56,Back,5608525013,182,,5608526967,233,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793226233,51,15,1,5,18,bu5w8wprynlj9mvphvy8sd94f,1,88.2,48.5,2025-03-29T23:13:03.141Z,2025-03-29T23:13:58Z,am7umg00yxt40mndzo6e0u3o4,F. Bonfiglio,,,5608525363,56,Center,5608530189,102,50.0,5608530197,146,99.4,5608529813,15,,5608530193,215,,5608530195,458,,5608530191,103,14.6,5608530209,233,56,5608530199,147,5608530187,78,5608525361,17,,5608529819,328,,50.4,,5608525359,22,,,,,,,,,,,,,
2793226225,56,10,1,5,18,bk3zg8yaj5uoqhxzwons3bo8a,1,5.2,50.9,2025-03-29T23:13:03.241Z,2025-03-29T23:13:59Z,zczt4alpawz5522hff8x39p1,A. Tambakis,,,5608530235,233,51,5608525337,178,,5608525339,182,,5608525341,56,Back,5608525335,173,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793226253,52,6,1,5,20,bu5w8wprynlj9mvphvy8sd94f,1,87.7,45.5,2025-03-29T23:13:04.647Z,2025-03-30T01:44:57Z,am7umg00yxt40mndzo6e0u3o4,F. Bonfiglio,,,5608525837,233,57,5608525735,56,Center,5608525737,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793226305,57,6,1,5,20,bk3zg8yaj5uoqhxzwons3bo8a,0,12.3,54.5,2025-03-29T23:13:04.647Z,2025-03-30T01:44:57Z,zczt4alpawz5522hff8x39p1,A. Tambakis,,,5608525843,233,52,5608525825,56,Back,5608525827,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793226541,53,1,1,5,39,bu5w8wprynlj9mvphvy8sd94f,1,99.5,0.5,2025-03-29T23:13:23.510Z,2025-03-29T23:13:27Z,bolmgcfvbdizfyh6n9oz4xjsa,A. Gavilanes,,,5608527061,56,Right,5608527059,6,,5608527065,141,4.6,5608527067,212,5.0,5608527069,213,2.56,5608527063,140,95.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793226579,54,1,1,5,39,bu5w8wprynlj9mvphvy8sd94f,1,95.5,4.6,2025-03-29T23:13:24.350Z,2025-03-29T23:13:26Z,fm9i7pzwi2diu6i18kycmx1x,M. Romero,,,5608527285,56,Right,5608527291,212,8.7,5608527287,140,87.5,5608527289,141,7.9,5608527293,213,2.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793226585,55,3,1,5,42,bu5w8wprynlj9mvphvy8sd94f,0,86.0,16.8,2025-03-29T23:13:26.469Z,2025-03-30T02:15:40Z,bolmgcfvbdizfyh6n9oz4xjsa,A. Gavilanes,,,5608527333,56,Right,5608527559,233,58,5608527335,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793226603,58,7,1,5,42,bk3zg8yaj5uoqhxzwons3bo8a,1,14.0,83.2,2025-03-29T23:13:26.470Z,2025-03-30T02:15:40Z,7b346y8ad54mkc0h1343ybs2x,Luiz Fernando,,,5608527425,285,,5608527513,233,55,5608527423,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793226657,60,1,1,5,45,bk3zg8yaj5uoqhxzwons3bo8a,0,31.5,70.5,2025-03-29T23:13:29.993Z,2025-03-29T23:13:30Z,ew8oodr9hiuqve7xlz24xznfu,M. Vargas,,,5608527701,213,3.80,5608527695,140,26.0,5608527693,56,Back,5608527699,212,7.3,5608527697,141,63.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793226763,57,1,1,5,50,bu5w8wprynlj9mvphvy8sd94f,1,69.8,30.6,2025-03-29T23:13:35.054Z,2025-03-30T02:32:35Z,96qlwmkrab9h7xt93jzgl384p,J. Ricketts,,,5608528283,56,Right,5608528287,141,16.4,5608528289,212,10.8,5608528291,213,5.17,5608528285,140,74.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793226803,58,1,1,5,53,bu5w8wprynlj9mvphvy8sd94f,0,81.0,12.3,2025-03-29T23:13:38.069Z,2025-03-30T02:32:24Z,fm9i7pzwi2diu6i18kycmx1x,M. Romero,,,5608528565,56,Center,5608528561,2,,5608528567,140,93.9,5608528569,141,54.8,5608528573,213,1.13,5608528571,212,31.9,5608528563,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793226809,61,12,1,5,55,bk3zg8yaj5uoqhxzwons3bo8a,1,10.1,40.3,2025-03-29T23:13:39.689Z,2025-03-29T23:13:41Z,2o86bp6u8hbr8q43mea7srco9,W. Seymore,,,5608528603,212,11.9,5608528599,140,0.0,5608528597,56,Back,5608528605,213,3.09,5608528601,141,41.2,5608528713,167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793226819,59,6,1,5,56,bu5w8wprynlj9mvphvy8sd94f,1,98.5,57.3,2025-03-29T23:13:40.429Z,2025-03-30T01:44:57Z,fm9i7pzwi2diu6i18kycmx1x,M. Romero,,,5608528753,56,Center,5608528803,233,62,5608528755,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793226823,62,6,1,5,56,bk3zg8yaj5uoqhxzwons3bo8a,0,1.5,42.7,2025-03-29T23:13:40.429Z,2025-03-30T01:44:58Z,2o86bp6u8hbr8q43mea7srco9,W. Seymore,,,5608528849,233,59,5608528763,73,,5608528761,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793227345,60,1,1,6,29,bu5w8wprynlj9mvphvy8sd94f,1,99.5,99.5,2025-03-29T23:14:13.846Z,2025-03-29T23:14:36Z,fm9i7pzwi2diu6i18kycmx1x,M. Romero,1.0,,5608531791,2,,5608531795,155,,5608531799,56,Center,5608531807,213,4.54,5608533085,154,,5608531803,141,42.7,5608531801,140,93.2,5608531805,212,39.2,5608531809,1,5608531797,223,5608533079,210,15,5608531793,6,,,,,,,,,,,,,,,,,,
2793227353,61,15,1,6,34,bu5w8wprynlj9mvphvy8sd94f,1,90.1,38.7,2025-03-29T23:14:18.365Z,2025-03-30T02:00:04Z,1xkff6cxd8zycnd3n3odmvai1,C. Vázquez,,,5608533143,328,,5608531835,17,,5608533129,78,,5608533147,147,47.8,5608533131,29,,5608532055,72,,5608533135,55,60,5608533139,102,48.5,5608533133,154,5608531837,56,5608533127,25,,5608533145,146,99.0,,Center,5608533141,103,7.0,5608533179,233,63,,,,,,,,,
2793227327,63,10,1,6,34,bk3zg8yaj5uoqhxzwons3bo8a,1,3.2,51.2,2025-03-29T23:14:18.465Z,2025-03-29T23:14:37Z,zczt4alpawz5522hff8x39p1,A. Tambakis,,,5608531825,177,,5608531703,182,,5608533213,233,61,5608531705,56,Back,5608531701,178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793227497,65,1,1,6,46,bk3zg8yaj5uoqhxzwons3bo8a,1,11.0,53.0,2025-03-29T23:14:30.689Z,2025-03-29T23:14:32Z,zczt4alpawz5522hff8x39p1,A. Tambakis,,,5608532681,123,,5608532691,213,5.20,5608532685,140,16.5,5608532683,56,Back,5608532689,212,12.4,5608532687,141,36.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793227541,66,1,1,6,47,bk3zg8yaj5uoqhxzwons3bo8a,1,16.5,36.9,2025-03-29T23:14:31.921Z,2025-03-29T23:14:34Z,9imj5ig0i01uljnd3gd2cz1m,T. Maples,,,5608532935,56,Back,5608532979,189,,5608532939,141,14.3,5608532941,212,19.0,5608532937,140,27.2,5608532943,213,5.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793227643,67,1,1,6,51,bk3zg8yaj5uoqhxzwons3bo8a,1,31.3,17.3,2025-03-29T23:14:36.097Z,2025-03-29T23:14:43Z,2o86bp6u8hbr8q43mea7srco9,W. Seymore,,,5608533623,56,Back,5608533627,141,58.5,5608533629,212,28.0,5608533631,213,1.56,5608533625,140,31.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793227713,68,1,1,6,58,bk3zg8yaj5uoqhxzwons3bo8a,1,38.3,80.0,2025-03-29T23:14:42.945Z,2025-03-29T23:14:48Z,cvdn34vl3zje5uq54nvg77sut,K. Ryden,,,5608534055,212,20.6,5608534051,140,34.9,5608534049,56,Back,5608534057,213,4.54,5608534053,141,50.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793227765,69,1,1,7,3,bk3zg8yaj5uoqhxzwons3bo8a,1,37.5,43.0,2025-03-29T23:14:47.849Z,2025-03-29T23:14:51Z,9imj5ig0i01uljnd3gd2cz1m,T. Maples,,,5608534311,212,12.1,5608534305,56,Back,5608534309,141,60.8,5608534307,140,36.6,5608534313,213,1.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793227811,70,1,1,7,6,bk3zg8yaj5uoqhxzwons3bo8a,1,37.0,64.5,2025-03-29T23:14:50.872Z,2025-03-29T23:14:54Z,cvdn34vl3zje5uq54nvg77sut,K. Ryden,,,5608534537,141,49.4,5608534539,212,10.4,5608534541,213,4.54,5608534535,140,35.3,5608534533,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793227885,71,1,1,7,9,bk3zg8yaj5uoqhxzwons3bo8a,1,35.0,41.6,2025-03-29T23:14:54.344Z,2025-03-29T23:14:59Z,9imj5ig0i01uljnd3gd2cz1m,T. Maples,,,5608534989,56,Back,5608534997,213,1.74,5608534993,141,68.8,5608534995,212,18.8,5608534991,140,31.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793227971,72,1,1,7,14,bk3zg8yaj5uoqhxzwons3bo8a,1,36.6,70.3,2025-03-29T23:14:59.265Z,2025-03-29T23:15:06Z,cvdn34vl3zje5uq54nvg77sut,K. Ryden,,,5608535483,140,79.9,5608535477,155,,5608535491,1,,5608535481,56,Right,5608535479,196,,5608535485,141,9.1,5608535487,212,61.6,5608535489,213,5.54,,,,,,,,,,,,,,,,,,,,,,,,,,,
