id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/9/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/11/value,qualifier/13/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value
2809334407,27,1,1,2,40,8eab5wbcnttsiosd1o8c71gmk,1,43.7,35.1,2025-05-03T14:03:39.438Z,2025-05-03T14:03:42Z,dlxtr9p8d7k733qhpq9qyydey,J. Yli-Kokko,,,5697293879,213,0.48,5697293863,157,,5697293869,141,45.5,5697293865,56,Center,5697293867,140,56.7,5697293885,1,,5697293871,212,15.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809334473,28,1,1,2,43,8eab5wbcnttsiosd1o8c71gmk,1,56.7,45.5,2025-05-03T14:03:42.429Z,2025-05-03T14:03:44Z,c1f7vp2u7fndbs1q67yhze1hw,A. Kouame,,,5697294201,213,2.18,5697294193,141,55.7,5697294187,140,52.1,5697294197,212,8.5,5697294183,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809334631,30,1,1,2,46,8eab5wbcnttsiosd1o8c71gmk,1,58.7,70.0,2025-05-03T14:03:45.533Z,2025-05-03T14:03:48Z,98u2encce9933qd4y2kukej85,B. Straalman,,,5697295021,213,1.84,5697295013,56,Left,5697295017,141,91.4,5697295015,140,54.9,5697295019,212,15.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809334759,31,1,1,2,49,8eab5wbcnttsiosd1o8c71gmk,1,54.7,91.8,2025-05-03T14:03:48.814Z,2025-05-03T14:03:52Z,arxu3yjspsjmmobkj92c79ze2,J. Niska,,,5697295681,56,Center,5697295683,140,54.5,5697295689,213,4.69,5697295685,141,78.4,5697295687,212,9.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809334899,32,1,1,2,53,8eab5wbcnttsiosd1o8c71gmk,1,55.5,83.3,2025-05-03T14:03:52.206Z,2025-05-03T14:03:56Z,c1f7vp2u7fndbs1q67yhze1hw,A. Kouame,,,5697296403,141,72.4,5697296407,213,3.72,5697296405,212,13.5,5697296399,56,Back,5697296401,140,44.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809335021,33,1,1,2,57,8eab5wbcnttsiosd1o8c71gmk,1,47.0,56.6,2025-05-03T14:03:56.317Z,2025-05-03T14:04:00Z,d39zrjj1sao1lkkzief35sctl,F. Krebs,,,5697296993,141,15.9,5697297003,213,4.68,5697296999,212,27.7,5697296987,56,Back,5697296989,140,46.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809335109,34,1,1,3,1,8eab5wbcnttsiosd1o8c71gmk,1,52.1,13.5,2025-05-03T14:04:00.142Z,2025-05-03T14:04:02Z,a9234jafv17dcvbu54expih91,A. Granlund,,,5697297443,213,1.31,5697297437,140,55.1,5697297439,141,31.2,5697297435,56,Center,5697297441,212,12.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809335193,35,1,1,3,3,8eab5wbcnttsiosd1o8c71gmk,0,57.0,30.7,2025-05-03T14:04:02.445Z,2025-05-03T14:04:05Z,d39zrjj1sao1lkkzief35sctl,F. Krebs,,,5697297863,140,80.4,5697297869,213,0.87,5697297865,141,73.8,5697297867,212,38.2,5697297861,56,Center,5697297859,155,,5697297871,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809335249,32,1,1,3,5,303582z192rnbr2x28o2t7u38,1,20.8,23.1,2025-05-03T14:04:04.638Z,2025-05-03T14:04:07Z,19xsgxk4g4gf1ickmbc92uzu,M. Ylitolva,,,5697298141,56,Back,5697298153,212,21.8,5697298159,213,1.37,5697298139,3,,5697298149,141,54.6,5697298145,140,24.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809335329,33,1,1,3,7,303582z192rnbr2x28o2t7u38,0,24.4,56.9,2025-05-03T14:04:06.707Z,2025-05-03T14:04:09Z,5j2hy92q8f17nppznxrp8kxxx,A. Ring,,,5697298571,141,50.6,5697298567,56,Back,5697298573,212,15.7,5697298565,3,,5697298569,140,38.8,5697298575,213,6.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809335375,36,43,1,3,11,8eab5wbcnttsiosd1o8c71gmk,1,0.0,0.0,2025-05-03T14:04:10.125Z,2025-05-03T14:18:01Z,d39zrjj1sao1lkkzief35sctl,F. Krebs,,,5697305875,233,39,5697298811,56,Center,5697298815,286,0,5697457521,144,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809336655,39,43,1,3,11,303582z192rnbr2x28o2t7u38,1,0.0,0.0,2025-05-03T14:04:10.126Z,2025-05-03T14:18:03Z,7mn880d3dieg0qb49tlzx1mfp,L. Lingman,,,5697305585,285,0,5697305577,56,Back,5697457939,144,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809335485,37,1,1,3,11,8eab5wbcnttsiosd1o8c71gmk,1,67.2,48.4,2025-05-03T14:04:10.558Z,2025-05-03T14:04:14Z,d39zrjj1sao1lkkzief35sctl,F. Krebs,,,5697299435,213,1.04,5697299425,3,,5697299433,212,15.0,5697299429,140,74.4,5697299427,56,Center,5697299431,141,67.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809335509,38,1,1,3,14,8eab5wbcnttsiosd1o8c71gmk,0,73.6,73.5,2025-05-03T14:04:13.933Z,2025-05-03T14:18:23Z,50pntfz4g78co2q68kno332z9,J. Tuominen,,,5697299561,56,Center,5697299563,140,75.2,5697299565,141,76.7,5697299569,213,0.91,5697299567,212,2.7,5697462073,236,,5697462075,233,34,5697462079,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809335515,34,74,1,3,14,303582z192rnbr2x28o2t7u38,1,27.7,23.3,2025-05-03T14:04:13.934Z,2025-05-03T14:18:57Z,bas4d4drvf8kefls9tszu0oic,P. Mentu,,,5697461985,285,,5697462135,233,38,5697299595,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809335605,35,5,1,3,18,303582z192rnbr2x28o2t7u38,0,41.0,-1.8,2025-05-03T14:04:17.164Z,2025-05-03T14:04:22Z,19xsgxk4g4gf1ickmbc92uzu,M. Ylitolva,,,5697300487,233,39,5697300015,56,Back,5697300017,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809335671,39,5,1,3,18,8eab5wbcnttsiosd1o8c71gmk,1,59.0,101.8,2025-05-03T14:04:17.164Z,2025-05-03T14:05:08Z,50pntfz4g78co2q68kno332z9,J. Tuominen,,,5697300399,233,35,5697300345,56,Left,5697300347,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809336233,40,1,1,3,31,8eab5wbcnttsiosd1o8c71gmk,0,58.6,100.0,2025-05-03T14:04:30.173Z,2025-05-03T14:21:32Z,arxu3yjspsjmmobkj92c79ze2,J. Niska,,,5697303241,141,96.2,5697303235,107,,5697303239,140,72.2,5697303237,56,Left,5697303245,213,6.01,5697303243,212,14.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809367915,173,8,1,3,32,303582z192rnbr2x28o2t7u38,1,22.2,4.1,2025-05-03T14:04:31.385Z,2025-05-03T14:21:34Z,19xsgxk4g4gf1ickmbc92uzu,M. Ylitolva,,,5697478833,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809336285,36,1,1,3,33,303582z192rnbr2x28o2t7u38,0,26.7,8.8,2025-05-03T14:04:32.917Z,2025-05-03T14:21:37Z,19xsgxk4g4gf1ickmbc92uzu,M. Ylitolva,,,5697303667,286,,5697303561,141,8.8,5697303559,140,26.3,5697303555,56,Back,5697303563,212,0.4,5697303565,213,3.14,5697303661,233,41,5697303657,236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809336295,41,74,1,3,33,8eab5wbcnttsiosd1o8c71gmk,1,66.4,96.0,2025-05-03T14:04:32.918Z,2025-05-03T14:21:39Z,dlxtr9p8d7k733qhpq9qyydey,J. Yli-Kokko,,,5697303753,233,36,5697303605,56,Left,5697303609,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809370769,188,61,1,3,34,303582z192rnbr2x28o2t7u38,1,32.5,3.3,2025-05-03T14:04:33.817Z,2025-05-03T14:22:09Z,19xsgxk4g4gf1ickmbc92uzu,M. Ylitolva,,,5697499195,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809370757,187,61,1,3,35,303582z192rnbr2x28o2t7u38,1,31.1,5.4,2025-05-03T14:04:34.673Z,2025-05-03T14:22:11Z,5j2hy92q8f17nppznxrp8kxxx,A. Ring,,,5697500197,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809374919,223,50,1,3,36,303582z192rnbr2x28o2t7u38,1,27.9,7.2,2025-05-03T14:04:35.083Z,2025-05-03T15:23:52Z,19xsgxk4g4gf1ickmbc92uzu,M. Ylitolva,,,5697517351,56,Back,5697517523,233,194,5697517353,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809370889,194,7,1,3,36,8eab5wbcnttsiosd1o8c71gmk,0,72.1,92.8,2025-05-03T14:04:35.084Z,2025-05-03T15:23:52Z,50pntfz4g78co2q68kno332z9,J. Tuominen,,,5697517469,233,223,5697515491,56,Left,5697515493,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809336457,37,61,1,3,38,303582z192rnbr2x28o2t7u38,1,23.2,6.5,2025-05-03T14:04:37.950Z,2025-05-03T14:24:00Z,19xsgxk4g4gf1ickmbc92uzu,M. Ylitolva,,,5697304499,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809336509,38,5,1,3,41,303582z192rnbr2x28o2t7u38,0,25.4,-1.7,2025-05-03T14:04:40.381Z,2025-05-03T14:05:09Z,19xsgxk4g4gf1ickmbc92uzu,M. Ylitolva,,,5697304895,233,42,5697304775,347,,5697304773,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809336443,42,5,1,3,41,8eab5wbcnttsiosd1o8c71gmk,1,74.6,101.7,2025-05-03T14:04:40.381Z,2025-05-03T14:05:08Z,dlxtr9p8d7k733qhpq9qyydey,J. Yli-Kokko,,,5697304827,233,38,5697304397,56,Left,5697304399,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809336831,43,1,1,3,52,8eab5wbcnttsiosd1o8c71gmk,1,67.7,100.0,2025-05-03T14:04:51.709Z,2025-05-03T14:04:54Z,arxu3yjspsjmmobkj92c79ze2,J. Niska,,,5697306481,107,,5697306491,213,5.81,5697306487,141,97.8,5697306485,140,73.0,5697306489,212,6.3,5697306483,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809336843,44,50,1,3,53,8eab5wbcnttsiosd1o8c71gmk,1,69.2,97.0,2025-05-03T14:04:52.877Z,2025-05-03T14:05:05Z,dlxtr9p8d7k733qhpq9qyydey,J. Yli-Kokko,,,5697307233,233,40,5697306539,286,,5697306537,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809336963,40,7,1,3,53,303582z192rnbr2x28o2t7u38,0,30.8,3.0,2025-05-03T14:04:52.878Z,2025-05-03T14:24:31Z,19xsgxk4g4gf1ickmbc92uzu,M. Ylitolva,,,5697307145,56,Back,5697307185,233,44,5697307147,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809336999,46,61,1,3,54,8eab5wbcnttsiosd1o8c71gmk,1,68.4,96.9,2025-05-03T14:04:53.429Z,2025-05-03T14:05:06Z,dlxtr9p8d7k733qhpq9qyydey,J. Yli-Kokko,,,5697307361,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809337059,41,5,1,3,55,303582z192rnbr2x28o2t7u38,1,31.8,-2.0,2025-05-03T14:04:54.413Z,2025-05-03T14:05:09Z,19xsgxk4g4gf1ickmbc92uzu,M. Ylitolva,,,5697307769,233,45,5697307705,56,Back,5697307709,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809336867,45,5,1,3,55,8eab5wbcnttsiosd1o8c71gmk,0,68.2,102.0,2025-05-03T14:04:54.413Z,2025-05-03T14:05:02Z,dlxtr9p8d7k733qhpq9qyydey,J. Yli-Kokko,,,5697306645,56,Left,5697306647,347,,5697307797,233,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809337255,42,1,1,4,4,303582z192rnbr2x28o2t7u38,1,32.1,0.0,2025-05-03T14:05:03.113Z,2025-05-03T14:05:06Z,19xsgxk4g4gf1ickmbc92uzu,M. Ylitolva,,,5697308741,213,2.58,5697308733,56,Back,5697308739,212,15.9,5697308735,140,19.3,5697308737,141,10.4,5697308731,107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809337359,43,1,1,4,6,303582z192rnbr2x28o2t7u38,1,18.1,9.4,2025-05-03T14:05:05.863Z,2025-05-03T14:05:09Z,95h8ci71qugckn045d3rumlm1,G. Antzoulas,,,5697309301,212,26.3,5697309305,213,2.13,5697309297,140,4.8,5697309295,56,Back,5697309299,141,42.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809337477,44,1,1,4,9,303582z192rnbr2x28o2t7u38,1,7.3,41.5,2025-05-03T14:05:08.796Z,2025-05-03T14:05:12Z,ebqj8v33xv3otev2pycc6xomh,T. Nijhuis,,,5697309843,56,Back,5697309847,141,68.2,5697309849,212,18.9,5697309845,140,12.3,5697309851,213,1.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809337751,45,2,1,4,12,303582z192rnbr2x28o2t7u38,1,11.8,67.9,2025-05-03T14:05:11.526Z,2025-05-03T14:26:32Z,18p445rm69t2xc13vggv5oueh,V. Tikkanen,,,5697311761,7,8jb026oewf17pg61vdstcgj4l,5697311765,56,Center,5697311329,141,47.9,5697311763,1,,5697311327,140,50.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809338081,48,1,1,4,26,8eab5wbcnttsiosd1o8c71gmk,1,47.4,60.8,2025-05-03T14:05:25.661Z,2025-05-03T14:05:28Z,98u2encce9933qd4y2kukej85,B. Straalman,,,5697313013,212,13.4,5697313015,213,4.17,5697313007,56,Back,5697313005,241,,5697313009,140,40.8,5697313003,5,,5697313011,141,43.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809338249,49,1,1,4,29,8eab5wbcnttsiosd1o8c71gmk,1,43.6,44.5,2025-05-03T14:05:28.654Z,2025-05-03T14:05:32Z,2fw3pz0v22kdbiognam8zsvoq,L. Kuittinen,,,5697313901,56,Left,5697313899,155,,5697313911,1,,5697313903,140,73.1,5697313909,213,0.82,5697313905,141,93.6,5697313907,212,45.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809338257,50,44,1,4,32,8eab5wbcnttsiosd1o8c71gmk,1,72.6,92.9,2025-05-03T14:05:31.910Z,2025-05-03T14:14:58Z,9618hk1lq7i6see347k7plkyy,M. Sarr,,,5697314133,233,46,5697313959,286,,5697313957,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809338253,46,44,1,4,32,303582z192rnbr2x28o2t7u38,0,27.4,7.1,2025-05-03T14:05:31.911Z,2025-05-03T14:14:58Z,19xsgxk4g4gf1ickmbc92uzu,M. Ylitolva,,,5697314189,233,50,5697313933,285,,5697313929,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809338267,51,61,1,4,33,8eab5wbcnttsiosd1o8c71gmk,0,73.3,93.6,2025-05-03T14:05:32.813Z,2025-05-03T14:05:33Z,9618hk1lq7i6see347k7plkyy,M. Sarr,,,5697314009,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809338309,47,5,1,4,34,303582z192rnbr2x28o2t7u38,1,18.8,-2.0,2025-05-03T14:05:33.741Z,2025-05-03T15:03:59Z,19xsgxk4g4gf1ickmbc92uzu,M. Ylitolva,,,5697314291,233,52,5697314241,347,,5697314239,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809338279,52,5,1,4,34,8eab5wbcnttsiosd1o8c71gmk,0,81.2,102.0,2025-05-03T14:05:33.741Z,2025-05-03T14:05:38Z,9618hk1lq7i6see347k7plkyy,M. Sarr,,,5697314383,233,47,5697314077,56,Left,5697314079,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809338631,48,1,1,4,41,303582z192rnbr2x28o2t7u38,1,21.9,0.0,2025-05-03T14:05:40.262Z,2025-05-03T14:05:44Z,19xsgxk4g4gf1ickmbc92uzu,M. Ylitolva,,,5697315925,140,9.5,5697315929,141,5.0,5697315919,56,Back,5697315935,212,13.8,5697315939,213,2.80,5697315913,107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809338659,49,1,1,4,44,303582z192rnbr2x28o2t7u38,0,12.7,2.2,2025-05-03T14:05:43.684Z,2025-05-03T14:05:45Z,95h8ci71qugckn045d3rumlm1,G. Antzoulas,,,5697316075,213,0.47,5697316073,212,1.1,5697316069,140,13.6,5697316067,56,Back,5697316115,236,,5697316071,141,2.9,5697316117,233,53,5697316121,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809338645,53,74,1,4,44,8eab5wbcnttsiosd1o8c71gmk,1,81.0,98.1,2025-05-03T14:05:43.685Z,2025-05-03T14:05:46Z,9618hk1lq7i6see347k7plkyy,M. Sarr,,,5697316191,233,49,5697316001,285,,5697315999,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809338709,50,61,1,4,45,303582z192rnbr2x28o2t7u38,1,13.6,2.9,2025-05-03T14:05:44.820Z,2025-05-03T14:05:45Z,95h8ci71qugckn045d3rumlm1,G. Antzoulas,,,5697316335,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809338723,51,5,1,4,46,303582z192rnbr2x28o2t7u38,0,17.6,-2.0,2025-05-03T14:05:45.133Z,2025-05-03T15:03:59Z,95h8ci71qugckn045d3rumlm1,G. Antzoulas,,,5697316541,233,54,5697316409,347,,5697316401,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809338703,54,5,1,4,46,8eab5wbcnttsiosd1o8c71gmk,1,82.4,102.0,2025-05-03T14:05:45.133Z,2025-05-03T15:03:59Z,9618hk1lq7i6see347k7plkyy,M. Sarr,,,5697316289,56,Left,5697316499,233,51,5697316291,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809338939,55,1,1,4,52,8eab5wbcnttsiosd1o8c71gmk,1,80.4,100.0,2025-05-03T14:05:51.182Z,2025-05-03T14:05:52Z,9618hk1lq7i6see347k7plkyy,M. Sarr,,,5697317589,140,78.1,5697317585,56,Left,5697317591,141,93.5,5697317597,212,6.3,5697317599,213,4.32,5697317581,107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809339057,56,1,1,4,53,8eab5wbcnttsiosd1o8c71gmk,1,78.1,93.5,2025-05-03T14:05:52.301Z,2025-05-03T14:05:55Z,d39zrjj1sao1lkkzief35sctl,F. Krebs,,,5697318183,212,4.8,5697318171,56,Left,5697318187,213,1.04,5697318175,140,80.4,5697318179,141,99.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809384275,276,83,1,4,55,303582z192rnbr2x28o2t7u38,0,28.2,9.0,2025-05-03T14:05:54.391Z,2025-05-03T14:29:00Z,7mn880d3dieg0qb49tlzx1mfp,L. Lingman,,,5697566491,399,9618hk1lq7i6see347k7plkyy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809339069,57,61,1,4,55,8eab5wbcnttsiosd1o8c71gmk,0,82.3,98.6,2025-05-03T14:05:54.925Z,2025-05-03T14:28:37Z,9618hk1lq7i6see347k7plkyy,M. Sarr,,,5697318255,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809339181,52,1,1,4,57,303582z192rnbr2x28o2t7u38,1,12.9,11.3,2025-05-03T14:05:56.189Z,2025-05-03T14:05:58Z,19xsgxk4g4gf1ickmbc92uzu,M. Ylitolva,,,5697318831,140,18.3,5697318843,213,5.82,5697318825,56,Back,5697318841,212,6.3,5697318837,141,7.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809339205,53,1,1,4,58,303582z192rnbr2x28o2t7u38,1,18.3,7.1,2025-05-03T14:05:57.844Z,2025-05-03T14:29:59Z,7mn880d3dieg0qb49tlzx1mfp,L. Lingman,,,5697318983,213,0.86,5697318977,140,24.9,5697318981,212,10.6,5697318979,141,18.9,5697318975,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809339231,54,1,1,4,59,303582z192rnbr2x28o2t7u38,1,26.6,21.3,2025-05-03T14:05:58.605Z,2025-05-03T14:31:05Z,bas4d4drvf8kefls9tszu0oic,P. Mentu,,,5697319101,141,28.4,5697319103,212,17.5,5697319099,140,42.6,5697319109,213,0.28,5697319097,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809387511,300,1,1,5,0,303582z192rnbr2x28o2t7u38,0,29.6,25.8,2025-05-03T14:05:59.750Z,2025-05-03T14:31:02Z,8jb026oewf17pg61vdstcgj4l,T. Pukki,,,5697585545,212,4.0,5697585547,213,0.31,5697585543,141,27.6,5697585539,56,Back,5697585537,168,,5697585541,140,33.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809339417,58,1,1,5,1,8eab5wbcnttsiosd1o8c71gmk,1,61.8,92.3,2025-05-03T14:06:00.590Z,2025-05-03T14:31:37Z,d39zrjj1sao1lkkzief35sctl,F. Krebs,,,5697319991,141,80.0,5697319997,213,3.56,5697319985,56,Back,5697319993,212,20.6,5697319987,140,43.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809339563,59,1,1,5,5,8eab5wbcnttsiosd1o8c71gmk,1,43.2,79.4,2025-05-03T14:06:04.798Z,2025-05-03T14:06:08Z,2fw3pz0v22kdbiognam8zsvoq,L. Kuittinen,,,5697320705,213,3.60,5697320687,56,Back,5697320697,141,67.3,5697320691,140,27.5,5697320701,212,18.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809339625,60,1,1,5,8,8eab5wbcnttsiosd1o8c71gmk,1,26.7,65.4,2025-05-03T14:06:07.852Z,2025-05-03T14:06:09Z,7oxxp38dxp40lby1kwg4xpn56,E. Huuhtanen,,,5697321021,141,58.7,5697321019,140,30.9,5697321023,212,6.3,5697321017,56,Back,5697321025,213,5.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809339681,61,1,1,5,10,8eab5wbcnttsiosd1o8c71gmk,1,30.9,58.2,2025-05-03T14:06:09.518Z,2025-05-03T14:06:11Z,2fw3pz0v22kdbiognam8zsvoq,L. Kuittinen,,,5697321401,56,Back,5697321403,140,22.8,5697321409,213,2.58,5697321405,141,66.1,5697321407,212,10.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809339773,62,1,1,5,11,8eab5wbcnttsiosd1o8c71gmk,1,22.8,66.1,2025-05-03T14:06:10.942Z,2025-05-03T14:06:14Z,7oxxp38dxp40lby1kwg4xpn56,E. Huuhtanen,,,5697321911,212,11.4,5697321907,140,28.0,5697321913,213,1.07,5697321905,56,Back,5697321909,141,80.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809339829,63,1,1,5,15,8eab5wbcnttsiosd1o8c71gmk,1,28.0,75.9,2025-05-03T14:06:14.270Z,2025-05-03T14:06:16Z,98u2encce9933qd4y2kukej85,B. Straalman,,,5697322199,56,Back,5697322201,140,23.6,5697322207,213,4.51,5697322205,212,22.4,5697322203,141,43.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809339935,64,1,1,5,17,8eab5wbcnttsiosd1o8c71gmk,1,23.6,43.6,2025-05-03T14:06:16.079Z,2025-05-03T14:06:18Z,2fw3pz0v22kdbiognam8zsvoq,L. Kuittinen,,,5697322733,141,57.5,5697322739,213,2.57,5697322737,212,17.6,5697322729,56,Back,5697322731,140,9.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809340031,65,1,1,5,19,8eab5wbcnttsiosd1o8c71gmk,1,9.5,57.5,2025-05-03T14:06:18.333Z,2025-05-03T14:06:20Z,7oxxp38dxp40lby1kwg4xpn56,E. Huuhtanen,,,5697323221,212,20.4,5697323219,141,83.6,5697323215,56,Back,5697323223,213,1.06,5697323217,140,19.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809340129,66,1,1,5,21,8eab5wbcnttsiosd1o8c71gmk,1,19.0,83.6,2025-05-03T14:06:20.750Z,2025-05-03T14:06:22Z,98u2encce9933qd4y2kukej85,B. Straalman,,,5697323697,56,Back,5697323703,212,13.6,5697323699,140,31.9,5697323705,213,6.25,5697323701,141,83.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809340181,67,1,1,5,23,8eab5wbcnttsiosd1o8c71gmk,1,31.9,83.0,2025-05-03T14:06:22.813Z,2025-05-03T14:33:10Z,dlxtr9p8d7k733qhpq9qyydey,J. Yli-Kokko,,,5697323959,212,9.9,5697323955,140,32.9,5697323957,141,97.5,5697323953,56,Back,5697323961,213,1.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
