id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/10/value,qualifier/12/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/14/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/16/value
2817964929,31,2,1,3,16,5qxgilg61hlwxzfpdn2nhcayd,1,28.3,4.9,2025-05-23T15:03:40.398Z,2025-05-23T15:14:28Z,1utcfk5giq7ghp8b2z3u9b27d,J. Houston,,5744954733,56,Center,5744954731,1,,5744954723,140,67.0,5744954729,7,czl632fkj2mhbgu4jie3bug9h,5744954725,141,26.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817964927,29,55,1,3,16,8sy0cxovuxo76tuoas3uo55xj,1,37.6,51.7,2025-05-23T15:03:40.399Z,2025-05-23T15:14:52Z,c5oixwvc8sk4fxliorsk7a311,J. Toivio,,5744958237,189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817964931,30,1,1,3,24,8sy0cxovuxo76tuoas3uo55xj,1,22.8,84.5,2025-05-23T15:03:48.355Z,2025-05-23T15:03:49Z,9bd4vf4tdzfipobqzp2r7gbft,M. Paavola,,5744954747,212,11.4,5744954739,241,,5744954737,5,,5744954749,213,4.57,5744954741,56,Back,5744954743,140,21.3,5744954745,141,67.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817964933,31,1,1,3,25,8sy0cxovuxo76tuoas3uo55xj,1,21.3,67.9,2025-05-23T15:03:49.396Z,2025-05-23T15:03:52Z,8igk37zt3ixjxdtr1t9kwfnit,T. Manga,,5744954761,213,1.33,5744954757,141,82.3,5744954759,212,10.1,5744954753,56,Back,5744954755,140,23.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817964937,32,1,1,3,28,8sy0cxovuxo76tuoas3uo55xj,1,26.7,84.7,2025-05-23T15:03:52.259Z,2025-05-23T15:03:57Z,9bd4vf4tdzfipobqzp2r7gbft,M. Paavola,,5744954789,140,29.2,5744954795,213,1.14,5744954787,56,Back,5744954793,212,6.3,5744954791,141,93.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817964941,33,1,1,3,33,8sy0cxovuxo76tuoas3uo55xj,1,28.9,83.9,2025-05-23T15:03:57.340Z,2025-05-23T15:04:00Z,byudescfxvi1kxlpncbv0mymt,M. Sumusalo,,5744954825,212,22.7,5744954821,140,25.6,5744954823,141,50.9,5744954819,56,Back,5744954827,213,4.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817964943,34,1,1,3,36,8sy0cxovuxo76tuoas3uo55xj,1,28.4,36.1,2025-05-23T15:04:00.724Z,2025-05-23T15:04:02Z,8igk37zt3ixjxdtr1t9kwfnit,T. Manga,,5744954837,212,14.8,5744954833,140,41.7,5744954831,56,Back,5744954839,213,5.95,5744954835,141,28.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817964945,35,1,1,3,38,8sy0cxovuxo76tuoas3uo55xj,1,41.7,28.9,2025-05-23T15:04:01.956Z,2025-05-23T15:15:21Z,ro21tqqaeslyebto6ukon5zo,A. Wilson,,5744954847,141,17.0,5744954851,213,3.88,5744958475,156,,5744954845,140,33.3,5744954849,212,12.0,5744954843,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817964947,36,1,1,3,41,8sy0cxovuxo76tuoas3uo55xj,1,34.3,15.8,2025-05-23T15:04:05.060Z,2025-05-23T15:04:08Z,c5oixwvc8sk4fxliorsk7a311,J. Toivio,,5744954857,56,Center,5744954861,141,41.8,5744954863,212,35.9,5744954865,213,0.51,5744954867,1,,5744954859,140,64.1,5744954855,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817964949,37,1,1,3,42,8sy0cxovuxo76tuoas3uo55xj,0,64.1,41.9,2025-05-23T15:04:05.852Z,2025-05-23T15:04:10Z,c538ewmcaz4z73gcftzedbob9,A. Tanaka,,5744954877,140,75.2,5744954883,213,5.97,5744954881,212,12.3,5744954871,3,,5744954873,168,,5744954879,141,36.3,5744954875,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817964953,32,8,1,3,44,5qxgilg61hlwxzfpdn2nhcayd,1,28.8,70.3,2025-05-23T15:04:08.669Z,2025-05-23T15:04:08Z,eexcxuea18xbokvkko1erdffu,M. Almén,,5744954891,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817964957,33,12,1,3,46,5qxgilg61hlwxzfpdn2nhcayd,1,29.8,65.4,2025-05-23T15:04:10.106Z,2025-05-23T15:04:48Z,e7cov36din7hwsjxovwr5smlm,Nícolas,,5744954911,212,9.6,5744954913,213,0.32,5744954905,56,Back,5744954907,140,38.5,5744954909,141,69.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817964979,37,1,1,3,47,5qxgilg61hlwxzfpdn2nhcayd,1,34.0,77.2,2025-05-23T15:04:11.209Z,2025-05-23T15:04:42Z,818ngmk0u0iqzv4j93yj97aad,R. Selander,,5744955045,3,,5744955049,140,39.0,5744955055,213,5.49,5744955051,141,69.4,5744955053,212,7.5,5744955047,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817964961,35,1,1,3,49,5qxgilg61hlwxzfpdn2nhcayd,0,45.9,55.8,2025-05-23T15:04:13.699Z,2025-05-23T15:04:14Z,49br3gmn71y8pd5wqkfkvrbah,Lucas Falcão,,5744954925,212,31.3,5744954919,56,Center,5744954923,141,43.6,5744954921,140,74.6,5744954927,213,6.01,5744954917,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817964963,38,1,1,3,51,8sy0cxovuxo76tuoas3uo55xj,1,24.6,62.1,2025-05-23T15:04:15.507Z,2025-05-23T15:04:18Z,8igk37zt3ixjxdtr1t9kwfnit,T. Manga,,5744954931,56,Back,5744954933,140,7.7,5744954939,213,3.32,5744954935,141,57.5,5744954937,212,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817964967,40,1,1,3,56,8sy0cxovuxo76tuoas3uo55xj,1,11.0,43.2,2025-05-23T15:04:20.804Z,2025-05-23T15:04:26Z,5wtugxjwq7fvbeqcak5j5l5nt,M. Larsen,,5744954947,140,14.5,5744954953,213,5.10,5744954951,212,9.8,5744954945,56,Back,5744954957,189,,5744954949,141,29.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817964969,41,1,1,4,3,8sy0cxovuxo76tuoas3uo55xj,0,20.4,27.0,2025-05-23T15:04:27.124Z,2025-05-23T15:04:31Z,c5oixwvc8sk4fxliorsk7a311,J. Toivio,,5744954969,56,Right,5744954975,212,62.0,5744954967,155,,5744954977,213,6.05,5744954973,141,5.9,5744954971,140,77.8,5744954979,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817964975,36,4,1,4,9,5qxgilg61hlwxzfpdn2nhcayd,1,23.8,95.2,2025-05-23T15:04:33.202Z,2025-05-23T15:13:15Z,amdo0gvq5yaascwon92mhyaga,E. Mömmö,,5744955005,56,Back,5744955001,13,,5744955003,294,,5744955009,285,,5744955025,233,42,5744955007,152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817964971,42,4,1,4,9,8sy0cxovuxo76tuoas3uo55xj,0,76.2,4.8,2025-05-23T15:04:33.203Z,2025-05-23T15:13:15Z,5wtugxjwq7fvbeqcak5j5l5nt,M. Larsen,,5744955017,56,Right,5744955151,294,,5744955023,286,,5744955019,152,,5744955029,233,36,5744955015,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817964985,38,1,1,4,28,5qxgilg61hlwxzfpdn2nhcayd,1,30.4,93.3,2025-05-23T15:04:51.827Z,2025-05-23T15:04:54Z,eexcxuea18xbokvkko1erdffu,M. Almén,,5744955099,141,69.9,5744955093,152,,5744955091,5,,5744955095,56,Back,5744955097,140,11.4,5744955101,212,25.5,5744955103,213,3.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817964989,39,1,1,4,30,5qxgilg61hlwxzfpdn2nhcayd,1,11.5,66.6,2025-05-23T15:04:54.780Z,2025-05-23T15:04:59Z,5auce3x81f1kwok1aq7m4o2y1,L. Hughes,,5744955125,140,13.6,5744955131,213,4.82,5744955123,56,Back,5744955129,212,20.2,5744955127,141,37.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817964991,40,1,1,4,35,5qxgilg61hlwxzfpdn2nhcayd,1,14.7,32.4,2025-05-23T15:04:59.263Z,2025-05-23T15:05:01Z,e7cov36din7hwsjxovwr5smlm,Nícolas,,5744955145,212,16.0,5744955141,140,8.5,5744955143,141,53.9,5744955139,56,Back,5744955147,213,1.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817964995,41,1,1,4,37,5qxgilg61hlwxzfpdn2nhcayd,1,8.1,51.8,2025-05-23T15:05:01.138Z,2025-05-23T15:05:05Z,5auce3x81f1kwok1aq7m4o2y1,L. Hughes,,5744955165,213,5.10,5744955157,56,Back,5744955161,141,18.0,5744955163,212,24.8,5744955159,140,17.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817964997,42,1,1,4,41,5qxgilg61hlwxzfpdn2nhcayd,1,26.9,15.6,2025-05-23T15:05:05.699Z,2025-05-23T15:05:07Z,e7cov36din7hwsjxovwr5smlm,Nícolas,,5744955177,213,0.73,5744955171,140,36.4,5744955173,141,28.6,5744955169,56,Back,5744955175,212,13.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817964999,43,1,1,4,43,5qxgilg61hlwxzfpdn2nhcayd,1,36.8,30.3,2025-05-23T15:05:07.261Z,2025-05-23T15:05:08Z,49br3gmn71y8pd5wqkfkvrbah,Lucas Falcão,,5744955185,140,30.6,5744955183,56,Back,5744955189,212,8.6,5744955191,213,2.43,5744955187,141,38.5,5744955195,156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817965001,44,1,1,4,46,5qxgilg61hlwxzfpdn2nhcayd,1,31.3,38.5,2025-05-23T15:05:09.808Z,2025-05-23T15:05:11Z,818ngmk0u0iqzv4j93yj97aad,R. Selander,,5744955197,56,Back,5744955205,213,5.37,5744955199,140,35.1,5744955201,141,30.9,5744955203,212,6.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817965003,45,1,1,4,47,5qxgilg61hlwxzfpdn2nhcayd,1,34.9,22.8,2025-05-23T15:05:11.526Z,2025-05-23T15:05:14Z,49br3gmn71y8pd5wqkfkvrbah,Lucas Falcão,,5744955223,212,12.7,5744955221,141,4.9,5744955219,140,38.2,5744955225,213,4.99,5744955217,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817965005,46,1,1,4,50,5qxgilg61hlwxzfpdn2nhcayd,0,37.8,8.6,2025-05-23T15:05:14.088Z,2025-05-23T15:05:15Z,1utcfk5giq7ghp8b2z3u9b27d,J. Houston,,5744955235,212,16.4,5744955237,213,1.04,5744955229,56,Back,5744955233,141,29.4,5744955231,140,45.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817965009,43,1,1,4,53,8sy0cxovuxo76tuoas3uo55xj,1,53.5,68.5,2025-05-23T15:05:17.683Z,2025-05-23T15:05:19Z,ro21tqqaeslyebto6ukon5zo,A. Wilson,,5744955255,141,80.0,5744955251,56,Left,5744955253,140,51.8,5744955259,213,1.80,5744955257,212,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817965015,45,1,1,4,55,8sy0cxovuxo76tuoas3uo55xj,1,51.7,80.8,2025-05-23T15:05:19.411Z,2025-05-23T15:05:20Z,9bd4vf4tdzfipobqzp2r7gbft,M. Paavola,,5744955271,212,24.5,5744955273,213,0.38,5744955265,56,Left,5744955267,140,73.4,5744955269,141,94.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817965017,46,1,1,4,56,8sy0cxovuxo76tuoas3uo55xj,0,73.4,94.2,2025-05-23T15:05:20.603Z,2025-05-23T15:05:22Z,c538ewmcaz4z73gcftzedbob9,A. Tanaka,,5744955285,212,9.7,5744955287,213,5.61,5744955277,155,,5744955283,141,85.3,5744955281,140,80.6,5744955279,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817965019,47,12,1,4,59,5qxgilg61hlwxzfpdn2nhcayd,1,19.6,12.9,2025-05-23T15:05:23.055Z,2025-05-23T15:05:24Z,818ngmk0u0iqzv4j93yj97aad,R. Selander,,5744955297,212,10.1,5744955291,56,Back,5744955293,140,21.7,5744955299,213,4.93,5744955305,167,,5744955295,141,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817965023,47,5,1,4,59,8sy0cxovuxo76tuoas3uo55xj,1,81.2,101.8,2025-05-23T15:05:23.632Z,2025-05-23T15:13:11Z,c538ewmcaz4z73gcftzedbob9,A. Tanaka,,5744955317,347,,5744955319,233,48,5744955315,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817965021,48,5,1,4,59,5qxgilg61hlwxzfpdn2nhcayd,0,18.8,-1.8,2025-05-23T15:05:23.632Z,2025-05-23T15:05:31Z,818ngmk0u0iqzv4j93yj97aad,R. Selander,,5744955301,56,Back,5744955303,347,,5744955325,233,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817965029,48,1,1,5,19,8sy0cxovuxo76tuoas3uo55xj,1,85.4,100.0,2025-05-23T15:05:42.852Z,2025-05-23T15:05:44Z,byudescfxvi1kxlpncbv0mymt,M. Sumusalo,,5744955367,213,5.66,5744955359,56,Left,5744955357,107,,5744955361,140,96.5,5744955363,141,89.6,5744955365,212,14.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817965033,49,1,1,5,20,8sy0cxovuxo76tuoas3uo55xj,1,96.5,90.3,2025-05-23T15:05:44.403Z,2025-05-23T15:05:45Z,c538ewmcaz4z73gcftzedbob9,A. Tanaka,,5744955395,213,2.48,5744955389,140,91.5,5744955387,56,Left,5744955391,141,96.3,5744955393,212,6.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817965035,50,1,1,5,21,8sy0cxovuxo76tuoas3uo55xj,1,91.3,96.3,2025-05-23T15:05:45.755Z,2025-05-23T15:05:48Z,byudescfxvi1kxlpncbv0mymt,M. Sumusalo,,5744955407,212,13.3,5744955401,56,Center,5744955403,140,88.3,5744955409,213,4.47,5744955405,141,77.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817965037,51,1,1,5,24,8sy0cxovuxo76tuoas3uo55xj,1,88.3,77.3,2025-05-23T15:05:47.930Z,2025-05-23T15:05:50Z,ro21tqqaeslyebto6ukon5zo,A. Wilson,,5744955417,140,91.4,5744955415,56,Left,5744955423,213,0.50,5744955421,212,3.7,5744955419,141,79.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817965039,52,1,1,5,26,8sy0cxovuxo76tuoas3uo55xj,1,91.4,79.9,2025-05-23T15:05:50.091Z,2025-05-23T15:05:51Z,5wtugxjwq7fvbeqcak5j5l5nt,M. Larsen,,5744955435,213,2.09,5744955429,140,89.4,5744955433,212,4.2,5744955427,56,Left,5744955431,141,85.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817965041,53,50,1,5,27,8sy0cxovuxo76tuoas3uo55xj,1,88.0,83.6,2025-05-23T15:05:51.084Z,2025-05-23T15:13:16Z,c538ewmcaz4z73gcftzedbob9,A. Tanaka,,5744955509,233,49,5744955453,286,,5744955451,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817965045,49,7,1,5,27,5qxgilg61hlwxzfpdn2nhcayd,0,12.0,16.4,2025-05-23T15:05:51.085Z,2025-05-23T15:13:16Z,2kbiramhoa1b8k51wtfk5raei,J. Da Sylva,,5744955475,56,Back,5744955499,233,53,5744955477,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817965043,54,1,1,5,28,8sy0cxovuxo76tuoas3uo55xj,0,76.5,78.8,2025-05-23T15:05:52.634Z,2025-05-23T15:05:56Z,9bd4vf4tdzfipobqzp2r7gbft,M. Paavola,,5744955465,141,77.5,5744955485,236,,5744955463,140,78.4,5744955461,56,Center,5744955469,213,5.87,5744955487,233,50,5744955491,286,,5744955467,212,2.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817965047,50,74,1,5,28,5qxgilg61hlwxzfpdn2nhcayd,1,23.3,31.8,2025-05-23T15:05:52.635Z,2025-05-23T15:13:16Z,49br3gmn71y8pd5wqkfkvrbah,Lucas Falcão,,5744955481,285,,5744955479,56,Back,5744955503,233,54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817965049,51,61,1,5,32,5qxgilg61hlwxzfpdn2nhcayd,1,23.3,31.8,2025-05-23T15:05:56.797Z,2025-05-23T15:05:57Z,49br3gmn71y8pd5wqkfkvrbah,Lucas Falcão,,5744955513,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817965051,52,1,1,5,34,5qxgilg61hlwxzfpdn2nhcayd,1,23.3,37.1,2025-05-23T15:05:57.875Z,2025-05-23T15:05:59Z,5nhh1n77us1h2z5wvx7mt2gpg,A. Okyere,,5744955517,56,Back,5744955525,213,4.88,5744955515,155,,5744955519,140,26.5,5744955523,212,19.7,5744955521,141,8.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817965053,53,3,1,5,35,5qxgilg61hlwxzfpdn2nhcayd,1,27.1,8.1,2025-05-23T15:05:58.874Z,2025-05-23T15:19:32Z,2kbiramhoa1b8k51wtfk5raei,J. Da Sylva,,5744955549,233,55,5744955533,285,,5744955531,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817965057,55,45,1,5,35,8sy0cxovuxo76tuoas3uo55xj,0,72.9,91.9,2025-05-23T15:05:58.874Z,2025-05-23T15:19:32Z,byudescfxvi1kxlpncbv0mymt,M. Sumusalo,,5744955553,233,53,5744955541,56,Left,5744955543,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817965059,55,1,1,5,35,5qxgilg61hlwxzfpdn2nhcayd,1,23.6,8.5,2025-05-23T15:05:59.499Z,2025-05-23T15:06:01Z,2kbiramhoa1b8k51wtfk5raei,J. Da Sylva,,5744955569,141,12.5,5744955567,140,6.4,5744955565,56,Back,5744955571,212,18.3,5744955573,213,2.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817965061,56,1,1,5,36,5qxgilg61hlwxzfpdn2nhcayd,1,4.2,14.4,2025-05-23T15:06:00.702Z,2025-05-23T15:06:02Z,1utcfk5giq7ghp8b2z3u9b27d,J. Houston,,5744955587,56,Back,5744955595,213,1.70,5744955589,140,2.6,5744955591,141,33.9,5744955593,212,13.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817965063,57,1,1,5,38,5qxgilg61hlwxzfpdn2nhcayd,0,2.6,33.9,2025-05-23T15:06:02.499Z,2025-05-23T15:18:35Z,5auce3x81f1kwok1aq7m4o2y1,L. Hughes,,5744955615,1,,5744955609,141,42.5,5744955603,157,,5744955613,213,0.11,5744955611,212,52.2,5744955605,56,Center,5744955607,140,52.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817965067,56,1,1,5,44,8sy0cxovuxo76tuoas3uo55xj,1,50.8,54.2,2025-05-23T15:06:07.971Z,2025-05-23T15:18:42Z,c5oixwvc8sk4fxliorsk7a311,J. Toivio,,5744955625,212,8.4,5744955623,141,44.9,5744955621,140,56.0,5744955619,56,Center,5744955617,3,,5744955627,213,5.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817965071,58,1,1,5,45,8sy0cxovuxo76tuoas3uo55xj,1,55.7,44.6,2025-05-23T15:06:09.425Z,2025-05-23T15:18:46Z,ro21tqqaeslyebto6ukon5zo,A. Wilson,,5744955637,140,45.1,5744955641,212,12.8,5744955643,213,3.65,5744960053,155,,5744955639,141,35.4,5744955635,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817965073,59,1,1,5,52,8sy0cxovuxo76tuoas3uo55xj,1,44.4,35.7,2025-05-23T15:06:15.883Z,2025-05-23T15:18:50Z,8bk1u1zlolcgphg6dwdezdre,J. Lehtiranta,,5744955657,141,40.3,5744955661,213,3.03,5744955659,212,29.3,5744955653,56,Back,5744955655,140,16.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817965077,60,1,1,5,54,8sy0cxovuxo76tuoas3uo55xj,1,15.6,41.3,2025-05-23T15:06:18.435Z,2025-05-23T15:06:20Z,dl6lfojhwzis2gboqxonxu904,M. Zhuk,,5744955685,213,1.18,5744955677,56,Back,5744955681,141,57.0,5744955683,212,11.6,5744955679,140,19.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817965079,61,1,1,5,57,8sy0cxovuxo76tuoas3uo55xj,1,21.6,57.6,2025-05-23T15:06:21.748Z,2025-05-23T15:06:24Z,8igk37zt3ixjxdtr1t9kwfnit,T. Manga,,5744955701,213,4.89,5744955695,140,25.3,5744955699,212,22.2,5744955693,56,Back,5744955697,141,25.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817965081,62,1,1,6,0,8sy0cxovuxo76tuoas3uo55xj,1,26.5,26.4,2025-05-23T15:06:24.123Z,2025-05-23T15:06:26Z,c5oixwvc8sk4fxliorsk7a311,J. Toivio,,5744955709,141,38.2,5744955711,212,9.9,5744955713,213,0.94,5744955705,56,Back,5744955707,140,32.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817965083,63,1,1,6,2,8sy0cxovuxo76tuoas3uo55xj,1,32.1,38.2,2025-05-23T15:06:26.659Z,2025-05-23T15:06:28Z,ro21tqqaeslyebto6ukon5zo,A. Wilson,,5744955717,56,Back,5744955725,213,2.22,5744955721,141,60.0,5744955723,212,18.6,5744955729,156,,5744955719,140,21.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817965085,64,1,1,6,6,8sy0cxovuxo76tuoas3uo55xj,1,31.9,69.6,2025-05-23T15:06:30.755Z,2025-05-23T15:06:33Z,8igk37zt3ixjxdtr1t9kwfnit,T. Manga,,5744955743,1,,5744955741,213,0.51,5744955737,141,95.6,5744955735,140,61.7,5744955733,56,Left,5744955739,212,35.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817965087,65,1,1,6,9,8sy0cxovuxo76tuoas3uo55xj,0,62.5,95.7,2025-05-23T15:06:32.954Z,2025-05-23T15:06:34Z,byudescfxvi1kxlpncbv0mymt,M. Sumusalo,,5744955757,213,5.74,5744955749,56,Left,5744955755,212,20.5,5744955753,141,80.2,5744955751,140,79.3,5744955747,157,,5744955759,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817965091,58,44,1,6,11,5qxgilg61hlwxzfpdn2nhcayd,1,22.6,19.4,2025-05-23T15:06:35.562Z,2025-05-23T15:13:18Z,e7cov36din7hwsjxovwr5smlm,Nícolas,,5744955771,233,66,5744955769,285,,5744955767,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817965089,66,44,1,6,11,8sy0cxovuxo76tuoas3uo55xj,0,77.4,80.6,2025-05-23T15:06:35.563Z,2025-05-23T15:13:19Z,5wtugxjwq7fvbeqcak5j5l5nt,M. Larsen,,5744955765,286,,5744955775,233,58,5744955763,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817965093,59,12,1,6,12,5qxgilg61hlwxzfpdn2nhcayd,1,25.6,18.5,2025-05-23T15:06:35.975Z,2025-05-23T15:06:38Z,e7cov36din7hwsjxovwr5smlm,Nícolas,,5744955803,167,,5744955793,15,,5744955787,213,5.14,5744955779,56,Back,5744955785,212,15.3,5744955783,141,0.0,5744955781,140,31.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817965097,60,5,1,6,13,5qxgilg61hlwxzfpdn2nhcayd,0,27.6,-1.7,2025-05-23T15:06:36.899Z,2025-05-23T15:13:12Z,e7cov36din7hwsjxovwr5smlm,Nícolas,,5744955797,347,,5744955809,233,67,5744955795,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817965095,67,5,1,6,13,8sy0cxovuxo76tuoas3uo55xj,1,72.4,101.7,2025-05-23T15:06:36.899Z,2025-05-23T15:13:12Z,5wtugxjwq7fvbeqcak5j5l5nt,M. Larsen,,5744955789,56,Left,5744955791,347,,5744955799,233,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817965101,68,1,1,6,18,8sy0cxovuxo76tuoas3uo55xj,1,78.6,100.0,2025-05-23T15:06:41.851Z,2025-05-23T15:06:44Z,byudescfxvi1kxlpncbv0mymt,M. Sumusalo,,5744955817,56,Left,5744955815,107,,5744955825,213,4.91,5744955819,140,81.2,5744955823,212,13.8,5744955821,141,81.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817965105,69,1,1,6,19,8sy0cxovuxo76tuoas3uo55xj,0,81.2,81.1,2025-05-23T15:06:42.939Z,2025-05-23T15:06:45Z,4m7qbjhm8zl0z7px053siv6j9,P. Forsell,,5744955829,3,,5744955831,168,,5744955833,56,Center,5744955839,212,7.0,5744955835,140,82.4,5744955837,141,70.9,5744955841,213,4.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
