id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/8/value,qualifier/10/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/15/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/14/value,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/20/id,qualifier/20/qualifierId,qualifier/20/value
2806123081,34,5,1,2,6,8eab5wbcnttsiosd1o8c71gmk,1,33.7,101.0,2025-04-26T12:09:04.894Z,2025-04-26T12:51:22Z,50pntfz4g78co2q68kno332z9,J. Tuominen,,,5679581491,347,,5679581489,56,Back,5679585963,233,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2806123273,35,1,1,2,15,8eab5wbcnttsiosd1o8c71gmk,1,28.1,100.0,2025-04-26T12:09:14.157Z,2025-04-26T12:09:15Z,arxu3yjspsjmmobkj92c79ze2,J. Niska,,,5679582527,56,Back,5679582523,107,,5679582531,140,13.0,5679582535,212,17.6,5679582533,141,89.6,5679582537,213,3.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2806123321,36,1,1,2,16,8eab5wbcnttsiosd1o8c71gmk,1,12.3,87.5,2025-04-26T12:09:15.533Z,2025-04-26T12:09:18Z,98u2encce9933qd4y2kukej85,B. Straalman,,,5679582811,213,4.21,5679582805,140,6.0,5679582803,56,Back,5679582809,212,13.8,5679582807,141,69.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2806123335,37,1,1,2,19,8eab5wbcnttsiosd1o8c71gmk,0,3.6,79.0,2025-04-26T12:09:17.933Z,2025-04-26T12:09:29Z,7oxxp38dxp40lby1kwg4xpn56,E. Huuhtanen,,,5679582867,1,,5679582863,212,4.0,5679582859,140,7.3,5679582857,56,Back,5679583611,233,30,5679582861,141,80.5,5679582855,157,,5679583615,286,,5679582865,213,5679583609,236,,,,,,,,,,0.26,,,,,,,,,,,,,,,,,,,,,,,,
2806123437,30,74,1,2,19,cy6zs39z79dcfbr4xzkp38z7q,1,87.1,6.2,2025-04-26T12:09:17.934Z,2025-04-26T12:09:28Z,j4mqmt0lccgzq4nf87ljkoyy,J. Rennicks,,,5679583301,285,,5679583299,56,Right,5679583643,233,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2806123451,31,5,1,2,26,cy6zs39z79dcfbr4xzkp38z7q,0,86.6,-1.4,2025-04-26T12:09:24.669Z,2025-04-26T12:09:25Z,j4mqmt0lccgzq4nf87ljkoyy,J. Rennicks,,,5679583441,233,38,5679583379,347,,5679583377,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2806123453,38,5,1,2,26,8eab5wbcnttsiosd1o8c71gmk,1,13.4,101.4,2025-04-26T12:09:24.669Z,2025-04-26T12:51:22Z,7oxxp38dxp40lby1kwg4xpn56,E. Huuhtanen,,,5679583421,233,31,5679583397,347,,5679583395,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2806123611,39,1,1,2,34,8eab5wbcnttsiosd1o8c71gmk,0,13.5,100.0,2025-04-26T12:09:33.501Z,2025-04-26T12:09:35Z,arxu3yjspsjmmobkj92c79ze2,J. Niska,,,5679584145,212,18.6,5679584137,56,Back,5679584139,140,30.3,5679584149,213,5.96,5679584135,107,,5679584141,141,92.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2806123631,32,1,1,2,36,cy6zs39z79dcfbr4xzkp38z7q,1,64.3,11.3,2025-04-26T12:09:35.246Z,2025-04-26T12:09:36Z,a1dhi0sqw2yeffewd34n6z7fu,A. Dumbuya,,,5679584255,141,14.4,5679584251,56,Right,5679584249,3,,5679584257,212,8.9,5679584253,140,72.5,5679584259,213,0.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2806123635,33,61,1,2,37,cy6zs39z79dcfbr4xzkp38z7q,0,72.5,14.4,2025-04-26T12:09:36.430Z,2025-04-26T12:09:36Z,9rle4eqj5q7d4y7hgu570vgfd,N. Jokelainen,,,5679584271,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2806123731,40,1,1,2,39,8eab5wbcnttsiosd1o8c71gmk,1,29.1,84.8,2025-04-26T12:09:38.110Z,2025-04-26T12:14:48Z,arxu3yjspsjmmobkj92c79ze2,J. Niska,,,5679584803,1,,5679584799,212,35.2,5679584797,141,33.1,5679584793,56,Back,5679610809,157,,5679584795,140,30.8,5679584801,213,4.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2806123739,41,50,1,2,44,8eab5wbcnttsiosd1o8c71gmk,1,36.4,13.8,2025-04-26T12:09:43.565Z,2025-04-26T12:51:39Z,d34pugygez0vtpx1t8p5bnq0a,S. Sipola,,,5679612125,233,34,5679584897,286,,5679584843,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2806123737,34,7,1,2,44,cy6zs39z79dcfbr4xzkp38z7q,1,63.6,86.2,2025-04-26T12:09:43.566Z,2025-04-26T12:51:39Z,3tpjeq8mn2sy9v6a8hcesp9wq,T. Kaukua,,,5679584841,285,,5679612101,233,41,5679584839,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2806123781,35,3,1,2,46,cy6zs39z79dcfbr4xzkp38z7q,1,54.8,94.1,2025-04-26T12:09:45.198Z,2025-04-26T12:51:47Z,3tpjeq8mn2sy9v6a8hcesp9wq,T. Kaukua,,,5679585389,233,42,5679585069,286,,5679585067,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2806123827,42,45,1,2,46,8eab5wbcnttsiosd1o8c71gmk,0,45.2,5.9,2025-04-26T12:09:45.198Z,2025-04-26T12:51:47Z,bwn0e8pjrikjcpold20o2os2c,A. Essomba,,,5679585317,285,,5679585315,56,Back,5679585425,233,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2806123983,37,1,1,2,49,cy6zs39z79dcfbr4xzkp38z7q,1,39.7,93.2,2025-04-26T12:09:47.950Z,2025-04-26T12:09:58Z,3tpjeq8mn2sy9v6a8hcesp9wq,T. Kaukua,,,5679586137,140,28.9,5679586139,141,82.1,5679586135,56,Back,5679586143,213,3.73,5679586141,212,13.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2806123995,38,1,1,2,59,cy6zs39z79dcfbr4xzkp38z7q,0,35.3,55.8,2025-04-26T12:09:58.654Z,2025-04-26T12:09:59Z,3ajk1fh1r7rxjmsljdm5zs639,M. Pitkänen,,,5679586211,56,Center,5679586213,140,57.9,5679586219,213,6.25,5679586217,212,23.7,5679586215,141,54.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2806124079,44,1,1,3,1,8eab5wbcnttsiosd1o8c71gmk,1,42.6,29.2,2025-04-26T12:09:59.678Z,2025-04-26T12:10:04Z,d39zrjj1sao1lkkzief35sctl,F. Krebs,,,5679586649,56,Right,5679586653,141,19.5,5679586657,213,5.81,5679586651,140,54.9,5679586655,212,14.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2806124071,39,83,1,3,5,cy6zs39z79dcfbr4xzkp38z7q,0,47.5,70.2,2025-04-26T12:10:03.694Z,2025-04-26T12:10:07Z,4votdnyh0srvboatz6a20d5p0,J. Paananen,,,5679586811,399,bwn0e8pjrikjcpold20o2os2c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2806124093,45,1,1,3,5,8eab5wbcnttsiosd1o8c71gmk,1,54.6,23.0,2025-04-26T12:10:04.270Z,2025-04-26T12:10:05Z,bwn0e8pjrikjcpold20o2os2c,A. Essomba,,,5679586719,56,Back,5679586727,213,3.29,5679586723,141,21.5,5679586725,212,7.0,5679586721,140,48.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2806124129,46,1,1,3,7,8eab5wbcnttsiosd1o8c71gmk,1,48.0,21.5,2025-04-26T12:10:05.744Z,2025-04-26T12:10:08Z,d39zrjj1sao1lkkzief35sctl,F. Krebs,,,5679586917,141,31.2,5679586913,56,Center,5679586919,212,31.0,5679586915,140,76.8,5679586921,213,0.21,5679586911,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2806124167,47,1,1,3,9,8eab5wbcnttsiosd1o8c71gmk,1,76.3,30.7,2025-04-26T12:10:08.222Z,2025-04-26T12:10:10Z,50pntfz4g78co2q68kno332z9,J. Tuominen,,,5679587135,212,16.4,5679587127,155,,5679587129,56,Right,5679587131,140,88.3,5679587137,213,5.59,5679587133,141,15.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2806124191,48,1,1,3,12,8eab5wbcnttsiosd1o8c71gmk,0,93.1,21.9,2025-04-26T12:10:10.702Z,2025-04-26T12:10:12Z,c1f7vp2u7fndbs1q67yhze1hw,A. Kouame,,,5679587251,213,1.50,5679587249,212,1.4,5679587243,56,Center,5679587247,141,24.0,5679587245,140,93.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2806124173,40,61,1,3,12,cy6zs39z79dcfbr4xzkp38z7q,1,14.4,70.9,2025-04-26T12:10:11.294Z,2025-04-26T12:10:11Z,3ajk1fh1r7rxjmsljdm5zs639,M. Pitkänen,,,5679587173,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2806124499,49,1,1,3,21,8eab5wbcnttsiosd1o8c71gmk,1,85.7,18.2,2025-04-26T12:10:19.806Z,2025-04-26T12:10:30Z,c1f7vp2u7fndbs1q67yhze1hw,A. Kouame,,,5679588825,212,9.5,5679588815,56,Right,5679588819,140,91.6,5679588827,213,5.42,5679588823,141,7.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2806124505,50,61,1,3,30,8eab5wbcnttsiosd1o8c71gmk,0,96.8,14.2,2025-04-26T12:10:29.629Z,2025-04-26T12:10:36Z,d39zrjj1sao1lkkzief35sctl,F. Krebs,,,5679588863,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2806124521,41,56,1,3,30,cy6zs39z79dcfbr4xzkp38z7q,1,3.2,85.8,2025-04-26T12:10:29.630Z,2025-04-26T12:11:19Z,4votdnyh0srvboatz6a20d5p0,J. Paananen,,,5679588933,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2806124537,42,5,1,3,32,cy6zs39z79dcfbr4xzkp38z7q,1,-1.3,78.1,2025-04-26T12:10:30.783Z,2025-04-26T12:16:42Z,4votdnyh0srvboatz6a20d5p0,J. Paananen,,,5679589265,56,Back,5679589621,233,51,5679589637,346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2806124555,51,5,1,3,32,8eab5wbcnttsiosd1o8c71gmk,0,101.3,21.9,2025-04-26T12:10:30.783Z,2025-04-26T12:51:22Z,d39zrjj1sao1lkkzief35sctl,F. Krebs,,,5679621547,346,,5679589145,56,Center,5679589627,233,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2806124917,43,1,1,3,57,cy6zs39z79dcfbr4xzkp38z7q,1,3.8,57.2,2025-04-26T12:10:56.335Z,2025-04-26T12:11:01Z,91fm2241o9p5nxo84p43tedhx,W. Eskelinen,,,5679591065,141,58.7,5679591061,56,Center,5679591059,124,,5679591075,74,,5679591071,1,,5679591069,213,0.01,5679591063,140,69.0,5679591067,212,68.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2806124923,44,1,1,4,2,cy6zs39z79dcfbr4xzkp38z7q,0,69.0,58.7,2025-04-26T12:11:00.975Z,2025-04-26T12:11:01Z,j4mqmt0lccgzq4nf87ljkoyy,J. Rennicks,,,5679591103,212,6.5,5679591099,141,60.6,5679591091,56,Center,5679591087,168,,5679591083,3,,5679591105,213,0.20,5679591095,140,75.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2806124973,53,1,1,4,4,8eab5wbcnttsiosd1o8c71gmk,0,30.6,29.1,2025-04-26T12:11:03.470Z,2025-04-26T12:11:05Z,2fw3pz0v22kdbiognam8zsvoq,L. Kuittinen,,,5679591387,212,35.5,5679591389,213,0.04,5679591383,140,64.4,5679591379,157,,5679591391,1,,5679591381,56,Center,5679591385,141,31.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2806124971,45,8,1,4,6,cy6zs39z79dcfbr4xzkp38z7q,1,32.2,68.8,2025-04-26T12:11:05.487Z,2025-04-26T12:11:05Z,3ajk1fh1r7rxjmsljdm5zs639,M. Pitkänen,,,5679591375,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2806125081,47,4,1,4,13,cy6zs39z79dcfbr4xzkp38z7q,1,45.9,47.7,2025-04-26T12:11:11.805Z,2025-04-26T12:20:29Z,a1dhi0sqw2yeffewd34n6z7fu,A. Dumbuya,,,5679591893,56,Back,5679591899,286,,5679591951,233,54,5679591895,152,,5679640069,295,,5679591891,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2806125071,54,4,1,4,13,8eab5wbcnttsiosd1o8c71gmk,0,54.1,52.3,2025-04-26T12:11:11.806Z,2025-04-26T12:20:27Z,50pntfz4g78co2q68kno332z9,J. Tuominen,,,5679591979,233,47,5679591915,13,,5679591923,285,,5679639943,295,,5679591919,152,,5679591917,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2806125263,48,1,1,4,27,cy6zs39z79dcfbr4xzkp38z7q,1,47.7,48.7,2025-04-26T12:11:26.654Z,2025-04-26T12:11:31Z,2iff45qvldope3itiwthnvgx6,O. Tiihonen,,,5679592967,212,18.4,5679592969,213,1.20,5679592963,140,54.1,5679592959,152,,5679592955,5,,5679592961,56,Center,5679593145,189,,5679592965,141,73.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2806125309,49,1,1,4,29,cy6zs39z79dcfbr4xzkp38z7q,1,55.9,75.7,2025-04-26T12:11:28.126Z,2025-04-26T12:11:31Z,3ajk1fh1r7rxjmsljdm5zs639,M. Pitkänen,,,5679593195,141,86.2,5679593191,56,Left,5679593199,213,0.46,5679593193,140,69.7,5679593197,212,16.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2806135145,121,83,1,4,31,8eab5wbcnttsiosd1o8c71gmk,0,38.9,20.0,2025-04-26T12:11:30.618Z,2025-04-26T12:21:38Z,d34pugygez0vtpx1t8p5bnq0a,S. Sipola,,,5679644629,399,3tpjeq8mn2sy9v6a8hcesp9wq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2806125315,50,50,1,4,33,cy6zs39z79dcfbr4xzkp38z7q,1,64.4,75.5,2025-04-26T12:11:31.759Z,2025-04-26T12:51:40Z,3tpjeq8mn2sy9v6a8hcesp9wq,T. Kaukua,,,5679593485,233,56,5679593221,286,,5679593219,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2806125347,56,7,1,4,33,8eab5wbcnttsiosd1o8c71gmk,0,35.6,24.5,2025-04-26T12:11:31.760Z,2025-04-26T12:51:40Z,d34pugygez0vtpx1t8p5bnq0a,S. Sipola,,,5679593417,233,50,5679593405,285,,5679593403,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2806125319,55,43,1,4,33,8eab5wbcnttsiosd1o8c71gmk,1,0.0,0.0,2025-04-26T12:11:32.126Z,2025-04-26T12:11:38Z,d34pugygez0vtpx1t8p5bnq0a,S. Sipola,,,5679593571,144,83,5679593323,399,3tpjeq8mn2sy9v6a8hcesp9wq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2806125329,51,3,1,4,34,cy6zs39z79dcfbr4xzkp38z7q,1,61.9,78.4,2025-04-26T12:11:32.974Z,2025-04-26T12:51:47Z,3tpjeq8mn2sy9v6a8hcesp9wq,T. Kaukua,,,5679593449,233,57,5679593307,56,Center,5679593309,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2806125351,57,45,1,4,34,8eab5wbcnttsiosd1o8c71gmk,0,38.1,21.6,2025-04-26T12:11:32.974Z,2025-04-26T12:51:48Z,50pntfz4g78co2q68kno332z9,J. Tuominen,,,5679593413,56,Back,5679593491,233,51,5679593415,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2806125367,52,1,1,4,35,cy6zs39z79dcfbr4xzkp38z7q,1,58.7,66.6,2025-04-26T12:11:34.526Z,2025-04-26T12:11:37Z,3tpjeq8mn2sy9v6a8hcesp9wq,T. Kaukua,,,5679593535,212,16.2,5679593539,213,3.77,5679593527,140,46.2,5679593523,56,Back,5679593531,141,52.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2806125393,53,1,1,4,38,cy6zs39z79dcfbr4xzkp38z7q,1,47.5,44.0,2025-04-26T12:11:37.166Z,2025-04-26T12:11:39Z,9p03mfw1a51fwu8fklock97je,M. Koskela,,,5679593709,212,10.3,5679593703,56,Back,5679593707,141,28.9,5679593705,140,47.5,5679593711,213,4.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2806125421,54,3,1,4,40,cy6zs39z79dcfbr4xzkp38z7q,1,48.5,23.8,2025-04-26T12:11:38.942Z,2025-04-26T12:51:48Z,a1dhi0sqw2yeffewd34n6z7fu,A. Dumbuya,,,5679593815,56,Back,5679593819,286,,5679593865,233,58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2806125417,58,45,1,4,40,8eab5wbcnttsiosd1o8c71gmk,0,51.5,76.2,2025-04-26T12:11:38.942Z,2025-04-26T12:51:48Z,9618hk1lq7i6see347k7plkyy,M. Sarr,,,5679593889,233,54,5679593797,285,,5679593795,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2806125501,55,1,1,4,42,cy6zs39z79dcfbr4xzkp38z7q,1,67.6,26.4,2025-04-26T12:11:41.214Z,2025-04-26T12:11:46Z,a1dhi0sqw2yeffewd34n6z7fu,A. Dumbuya,,,5679594277,213,5.97,5679594273,141,13.5,5679594275,212,28.2,5679594271,140,93.1,5679594269,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2806125519,56,1,1,4,47,cy6zs39z79dcfbr4xzkp38z7q,0,90.9,10.9,2025-04-26T12:11:46.511Z,2025-04-26T12:11:48Z,9rle4eqj5q7d4y7hgu570vgfd,N. Jokelainen,,,5679594387,2,,5679594393,140,89.9,5679594399,213,1.62,5679594397,212,21.6,5679594391,56,Center,5679594395,141,42.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2806125579,60,1,1,4,51,8eab5wbcnttsiosd1o8c71gmk,1,10.4,64.3,2025-04-26T12:11:49.838Z,2025-04-26T12:11:51Z,dlxtr9p8d7k733qhpq9qyydey,J. Yli-Kokko,,,5679594691,140,10.5,5679594695,212,10.9,5679594693,141,80.3,5679594697,213,1.56,5679594689,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2806125607,61,1,1,4,52,8eab5wbcnttsiosd1o8c71gmk,1,10.5,80.3,2025-04-26T12:11:51.022Z,2025-04-26T12:11:52Z,arxu3yjspsjmmobkj92c79ze2,J. Niska,,,5679594833,56,Back,5679594839,212,5.3,5679594837,141,76.3,5679594841,213,5.74,5679594835,140,14.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2806125631,62,1,1,4,53,8eab5wbcnttsiosd1o8c71gmk,1,14.8,76.3,2025-04-26T12:11:52.429Z,2025-04-26T12:11:53Z,dlxtr9p8d7k733qhpq9qyydey,J. Yli-Kokko,,,5679594955,213,1.89,5679594951,141,90.8,5679594949,140,11.7,5679594947,56,Back,5679594953,212,10.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2806125647,63,1,1,4,54,8eab5wbcnttsiosd1o8c71gmk,1,11.7,90.8,2025-04-26T12:11:53.423Z,2025-04-26T12:11:54Z,98u2encce9933qd4y2kukej85,B. Straalman,,,5679595061,140,8.3,5679595065,212,3.6,5679595063,141,90.5,5679595067,213,3.20,5679595059,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2806125703,64,1,1,4,56,8eab5wbcnttsiosd1o8c71gmk,0,8.3,90.5,2025-04-26T12:11:54.704Z,2025-04-26T12:11:58Z,arxu3yjspsjmmobkj92c79ze2,J. Niska,,,5679595345,157,,5679595355,213,6.23,5679595351,141,86.5,5679595347,56,Left,5679595349,140,58.0,5679595357,1,,5679595353,212,52.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2806125761,57,61,1,5,3,cy6zs39z79dcfbr4xzkp38z7q,0,39.7,13.5,2025-04-26T12:12:01.662Z,2025-04-26T12:12:01Z,3ajk1fh1r7rxjmsljdm5zs639,M. Pitkänen,,,5679595713,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2806125769,58,43,1,5,3,cy6zs39z79dcfbr4xzkp38z7q,1,0.0,0.0,2025-04-26T12:12:02.383Z,2025-04-26T12:22:51Z,3ajk1fh1r7rxjmsljdm5zs639,M. Pitkänen,,,5679649301,144,45,5679595761,285,0,5679595757,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2806125921,65,43,1,5,3,8eab5wbcnttsiosd1o8c71gmk,1,0.0,0.0,2025-04-26T12:12:02.383Z,2025-04-26T12:22:49Z,9618hk1lq7i6see347k7plkyy,M. Sarr,,,5679596597,56,Left,5679596599,286,0,5679649185,144,3,5679596689,233,58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2806125869,59,83,1,5,9,cy6zs39z79dcfbr4xzkp38z7q,0,9.0,27.0,2025-04-26T12:12:08.383Z,2025-04-26T12:12:14Z,9p03mfw1a51fwu8fklock97je,M. Koskela,,,5679596813,399,9618hk1lq7i6see347k7plkyy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2806125933,66,61,1,5,13,8eab5wbcnttsiosd1o8c71gmk,0,99.0,75.2,2025-04-26T12:12:11.727Z,2025-04-26T12:12:15Z,9618hk1lq7i6see347k7plkyy,M. Sarr,,,5679596659,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2806125953,60,5,1,5,13,cy6zs39z79dcfbr4xzkp38z7q,1,-0.8,31.8,2025-04-26T12:12:12.323Z,2025-04-26T12:51:23Z,9p03mfw1a51fwu8fklock97je,M. Koskela,,,5679596797,233,67,5679596751,56,Back,5679596753,346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2806125957,67,5,1,5,13,8eab5wbcnttsiosd1o8c71gmk,0,100.8,68.2,2025-04-26T12:12:12.323Z,2025-04-26T12:51:23Z,9618hk1lq7i6see347k7plkyy,M. Sarr,,,5679596871,233,60,5679596771,346,,5679596769,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2806126435,61,1,1,5,41,cy6zs39z79dcfbr4xzkp38z7q,0,3.2,55.2,2025-04-26T12:12:40.319Z,2025-04-26T12:12:43Z,91fm2241o9p5nxo84p43tedhx,W. Eskelinen,,,5679599399,1,,5679599393,212,63.7,5679599389,140,63.4,5679599387,56,Center,5679599401,74,,5679599391,141,66.7,5679599395,213,0.12,5679599385,124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2806126425,68,61,1,5,44,8eab5wbcnttsiosd1o8c71gmk,1,38.8,29.8,2025-04-26T12:12:42.761Z,2025-04-26T12:12:42Z,d39zrjj1sao1lkkzief35sctl,F. Krebs,,,5679599339,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2806126581,62,1,1,5,48,cy6zs39z79dcfbr4xzkp38z7q,1,58.1,95.7,2025-04-26T12:12:47.566Z,2025-04-26T12:13:20Z,j4mqmt0lccgzq4nf87ljkoyy,J. Rennicks,,,5679600079,141,85.9,5679600077,140,47.3,5679600083,213,3.67,5679600075,56,Back,5679600081,212,13.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2806126601,63,1,1,5,52,cy6zs39z79dcfbr4xzkp38z7q,1,47.9,73.9,2025-04-26T12:12:50.814Z,2025-04-26T12:12:51Z,2iff45qvldope3itiwthnvgx6,O. Tiihonen,,,5679600201,141,65.1,5679600197,56,Back,5679600199,140,38.9,5679600205,213,3.71,5679600203,212,11.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
