id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/10/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/18/value
2806218531,30,5,1,3,21,8sy0cxovuxo76tuoas3uo55xj,1,43.0,101.6,2025-04-26T14:03:40.950Z,2025-04-26T14:57:05Z,11xqkd2im28nwotbqeuhflcd1,J. Mäkelä,,,5680072639,233,25,5680072589,56,Back,5680072591,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2806218911,31,1,1,3,34,8sy0cxovuxo76tuoas3uo55xj,0,48.3,100.0,2025-04-26T14:03:54.051Z,2025-04-26T14:03:55Z,byudescfxvi1kxlpncbv0mymt,M. Sumusalo,,,5680074667,141,96.5,5680074665,140,67.1,5680074765,189,,5680074671,213,6.14,5680074661,107,,5680074669,212,19.9,5680074663,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2806219045,26,1,1,3,37,7efqk7uh63928il0yffxijnv7,0,35.7,5.8,2025-04-26T14:03:57.099Z,2025-04-26T14:03:59Z,80115v2kkgjym3ubywmkz654a,M. Kusu,,,5680075345,140,79.7,5680075351,213,0.38,5680075353,1,,5680075341,157,,5680075343,56,Center,5680075347,141,32.8,5680075349,212,49.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2806219087,32,43,1,3,40,8sy0cxovuxo76tuoas3uo55xj,1,0.0,0.0,2025-04-26T14:04:00.181Z,2025-04-26T14:04:34Z,c5oixwvc8sk4fxliorsk7a311,J. Toivio,,,5680081135,144,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2806219175,33,1,1,3,40,8sy0cxovuxo76tuoas3uo55xj,1,18.0,62.4,2025-04-26T14:04:00.261Z,2025-04-26T14:04:03Z,c5oixwvc8sk4fxliorsk7a311,J. Toivio,,,5680076029,56,Back,5680076037,213,4.09,5680076035,212,17.5,5680076033,141,41.5,5680076031,140,8.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2806219257,34,1,1,3,43,8sy0cxovuxo76tuoas3uo55xj,0,10.2,34.9,2025-04-26T14:04:03.253Z,2025-04-26T14:04:06Z,eomg9p2mo39ce40d1elkxerpx,J. Koski,,,5680076501,157,,5680076509,212,51.5,5680076503,56,Right,5680076511,213,5.97,5680076513,1,,5680076505,140,56.8,5680076507,141,11.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2806219319,27,1,1,3,46,7efqk7uh63928il0yffxijnv7,0,44.6,90.0,2025-04-26T14:04:06.445Z,2025-04-26T14:04:08Z,dtdqh03syykiv1cjstn2lhkvd,J. Myrevik,,,5680076821,212,11.6,5680076823,213,0.04,5680076815,56,Left,5680076813,3,,5680076817,140,55.6,5680076819,141,90.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2806219365,35,61,1,3,50,8sy0cxovuxo76tuoas3uo55xj,0,39.1,6.4,2025-04-26T14:04:10.101Z,2025-04-26T14:27:43Z,9bd4vf4tdzfipobqzp2r7gbft,M. Paavola,,,5680077051,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2806219359,28,5,1,3,51,7efqk7uh63928il0yffxijnv7,1,59.9,101.6,2025-04-26T14:04:10.870Z,2025-04-26T14:57:06Z,dtdqh03syykiv1cjstn2lhkvd,J. Myrevik,,,5680077025,56,Left,5680077167,233,36,5680077027,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2806219383,36,5,1,3,51,8sy0cxovuxo76tuoas3uo55xj,0,40.1,-1.6,2025-04-26T14:04:10.870Z,2025-04-26T14:18:07Z,9bd4vf4tdzfipobqzp2r7gbft,M. Paavola,,,5680077113,56,Back,5680077259,233,28,5680077117,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2806219971,29,1,1,4,5,7efqk7uh63928il0yffxijnv7,1,58.1,100.0,2025-04-26T14:04:25.111Z,2025-04-26T14:04:28Z,dtdqh03syykiv1cjstn2lhkvd,J. Myrevik,,,5680080223,141,87.7,5680080215,107,,5680080231,213,5.66,5680080217,56,Left,5680080227,212,16.6,5680080219,140,70.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2806219991,30,44,1,4,9,7efqk7uh63928il0yffxijnv7,1,74.5,79.4,2025-04-26T14:04:28.731Z,2025-04-26T14:57:39Z,4y7niu1b8drpeccb84s2e9wwl,S. Eremenko,,,5680080319,56,Left,5680080321,286,,5680080429,233,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2806219997,37,44,1,4,9,8sy0cxovuxo76tuoas3uo55xj,0,25.5,20.6,2025-04-26T14:04:28.732Z,2025-04-26T14:57:39Z,ro21tqqaeslyebto6ukon5zo,A. Wilson,,,5680080487,233,30,5680080335,285,,5680080333,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2806220069,31,1,1,4,9,7efqk7uh63928il0yffxijnv7,1,70.9,87.7,2025-04-26T14:04:28.877Z,2025-04-26T14:04:31Z,4y7niu1b8drpeccb84s2e9wwl,S. Eremenko,,,5680080707,212,16.3,5680080693,168,,5680080689,3,,5680080695,56,Left,5680080709,213,6.05,5680080699,140,86.0,5680080703,141,82.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2806220081,32,61,1,4,11,7efqk7uh63928il0yffxijnv7,0,85.5,81.7,2025-04-26T14:04:31.445Z,2025-04-26T14:04:31Z,a3elaln9izarzlwqkwc4ynpey,K. Cissoko,,,5680080745,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2806220095,38,12,1,4,12,8sy0cxovuxo76tuoas3uo55xj,1,2.8,18.2,2025-04-26T14:04:31.828Z,2025-04-26T14:04:33Z,9bd4vf4tdzfipobqzp2r7gbft,M. Paavola,,,5680080827,141,0.0,5680080833,213,5.20,5680080831,212,15.5,5680080819,56,Back,5680080823,140,9.7,5680080905,167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2806220125,33,5,1,4,12,7efqk7uh63928il0yffxijnv7,1,87.4,102.0,2025-04-26T14:04:32.430Z,2025-04-26T14:57:06Z,a3elaln9izarzlwqkwc4ynpey,K. Cissoko,,,5680080945,56,Left,5680080947,347,,5680081003,233,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2806220103,39,5,1,4,12,8sy0cxovuxo76tuoas3uo55xj,0,12.6,-2.0,2025-04-26T14:04:32.430Z,2025-04-26T14:04:37Z,9bd4vf4tdzfipobqzp2r7gbft,M. Paavola,,,5680081033,233,33,5680080881,56,Back,5680080883,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2806220903,34,1,1,4,34,7efqk7uh63928il0yffxijnv7,0,89.5,100.0,2025-04-26T14:04:53.950Z,2025-04-26T14:04:56Z,4y7niu1b8drpeccb84s2e9wwl,S. Eremenko,,,5680084893,140,92.7,5680084889,56,Center,5680084895,141,62.1,5680084887,107,,5680084899,212,27.3,5680084903,1,,5680084901,213,4.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2806220953,40,12,1,4,37,8sy0cxovuxo76tuoas3uo55xj,1,8.4,37.0,2025-04-26T14:04:56.678Z,2025-04-26T14:04:57Z,8igk37zt3ixjxdtr1t9kwfnit,T. Manga,,,5680085099,141,15.9,5680085111,213,5.17,5680085095,140,15.2,5680085105,212,16.0,5680085157,15,,5680085091,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2806221035,35,1,1,4,38,7efqk7uh63928il0yffxijnv7,0,79.3,89.0,2025-04-26T14:04:58.238Z,2025-04-26T14:05:01Z,4y7niu1b8drpeccb84s2e9wwl,S. Eremenko,,,5680085625,141,55.4,5680085613,2,,5680085631,213,5.23,5680085621,140,91.8,5680085615,155,,5680085619,56,Center,5680085629,212,26.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2806221065,41,44,1,4,41,8sy0cxovuxo76tuoas3uo55xj,1,8.0,45.6,2025-04-26T14:05:00.668Z,2025-04-26T14:57:39Z,ro21tqqaeslyebto6ukon5zo,A. Wilson,,,5680085763,285,,5680085759,56,Back,5680085919,233,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2806221053,36,44,1,4,41,7efqk7uh63928il0yffxijnv7,0,92.0,54.4,2025-04-26T14:05:00.669Z,2025-04-26T14:57:39Z,7e8irrii6ddjjaex00kq8cand,A. Vidjeskog,,,5680085703,56,Center,5680085971,233,41,5680085705,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2806221075,42,12,1,4,41,8sy0cxovuxo76tuoas3uo55xj,1,7.6,47.3,2025-04-26T14:05:00.961Z,2025-04-26T14:05:02Z,ro21tqqaeslyebto6ukon5zo,A. Wilson,,,5680085791,141,45.8,5680085787,140,10.3,5680085795,212,3.0,5680085887,15,,5680085783,56,Back,5680085797,213,5.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2806221137,37,61,1,4,42,7efqk7uh63928il0yffxijnv7,1,96.2,47.5,2025-04-26T14:05:02.257Z,2025-04-26T14:05:05Z,7e8irrii6ddjjaex00kq8cand,A. Vidjeskog,,,5680086127,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2806221229,43,12,1,4,44,8sy0cxovuxo76tuoas3uo55xj,1,15.5,62.6,2025-04-26T14:05:03.900Z,2025-04-26T14:05:05Z,23yj26f5kapxyx90glndxs3kk,M. Glasson,,,5680086621,213,0.04,5680086615,141,64.5,5680086607,56,Back,5680086611,140,45.1,5680086619,212,31.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2806221471,45,1,1,4,48,8sy0cxovuxo76tuoas3uo55xj,1,53.4,68.2,2025-04-26T14:05:07.541Z,2025-04-26T14:05:11Z,c538ewmcaz4z73gcftzedbob9,A. Tanaka,,,5680087835,212,25.8,5680087831,140,64.4,5680087833,141,34.2,5680087837,213,5.18,5680087829,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2806221599,46,1,1,4,51,8sy0cxovuxo76tuoas3uo55xj,1,69.1,34.8,2025-04-26T14:05:11.461Z,2025-04-26T14:05:14Z,5wtugxjwq7fvbeqcak5j5l5nt,M. Larsen,,,5680088467,213,1.08,5680088465,212,27.3,5680088461,140,81.3,5680088463,141,70.3,5680088459,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2806221649,47,1,1,4,55,8sy0cxovuxo76tuoas3uo55xj,0,81.6,69.4,2025-04-26T14:05:14.581Z,2025-04-26T14:29:30Z,c538ewmcaz4z73gcftzedbob9,A. Tanaka,,,5680088741,140,87.1,5680088733,155,,5680088757,213,5.04,5680088745,141,44.0,5680088751,212,18.2,5680088737,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2806221665,48,43,1,4,56,8sy0cxovuxo76tuoas3uo55xj,1,0.0,0.0,2025-04-26T14:05:16.199Z,2025-04-26T14:05:24Z,5wtugxjwq7fvbeqcak5j5l5nt,M. Larsen,,,5680090111,144,61,5680088835,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2806221767,38,4,1,4,57,7efqk7uh63928il0yffxijnv7,1,9.8,56.2,2025-04-26T14:05:16.540Z,2025-04-26T14:29:41Z,,,,,5680090055,233,49,5680089977,285,,5680089973,152,,5680089969,56,Back,5680091829,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2806221745,49,4,1,4,57,8sy0cxovuxo76tuoas3uo55xj,0,90.2,43.8,2025-04-26T14:05:16.541Z,2025-04-26T14:29:43Z,5wtugxjwq7fvbeqcak5j5l5nt,M. Larsen,,,5680090137,233,38,5680089301,152,,5680091675,10,,5680089299,56,Center,5680089305,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2806222895,39,1,1,5,30,7efqk7uh63928il0yffxijnv7,0,12.0,47.0,2025-04-26T14:05:49.997Z,2025-04-26T14:05:53Z,66zsjkvxs4cbh9u63hk273t1x,Miguel Santos,,,5680095169,141,12.6,5680095153,157,,5680095171,212,52.0,5680095173,213,5.82,5680095155,152,,5680095175,1,,5680095161,56,Right,5680095147,5,,5680095165,140,56.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2806222939,50,8,1,5,35,8sy0cxovuxo76tuoas3uo55xj,1,40.4,91.2,2025-04-26T14:05:54.998Z,2025-04-26T14:05:55Z,23yj26f5kapxyx90glndxs3kk,M. Glasson,,,5680095535,15,,5680095435,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2806222983,40,5,1,5,36,7efqk7uh63928il0yffxijnv7,1,68.0,-2.0,2025-04-26T14:05:55.532Z,2025-04-26T14:05:57Z,66zsjkvxs4cbh9u63hk273t1x,Miguel Santos,,,5680095619,347,,5680095821,233,51,5680095617,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2806223011,51,5,1,5,36,8sy0cxovuxo76tuoas3uo55xj,0,32.0,102.0,2025-04-26T14:05:55.532Z,2025-04-26T14:57:06Z,23yj26f5kapxyx90glndxs3kk,M. Glasson,,,5680095755,56,Back,5680095757,347,,5680095883,233,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2806223643,41,1,1,5,53,7efqk7uh63928il0yffxijnv7,1,66.6,0.0,2025-04-26T14:06:13.139Z,2025-04-26T14:06:16Z,5pa2n5nlvexr6z7nu65uz0qqy,R. Polley,,,5680099037,140,71.5,5680099039,141,9.1,5680099035,56,Right,5680099041,212,9.1,5680099033,107,,5680099043,213,0.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2806223735,42,1,1,5,56,7efqk7uh63928il0yffxijnv7,1,74.1,8.6,2025-04-26T14:06:16.246Z,2025-04-26T14:06:19Z,4y7niu1b8drpeccb84s2e9wwl,S. Eremenko,,,5680099489,56,Right,5680099493,141,14.9,5680099491,140,68.1,5680099495,212,7.6,5680099497,213,2.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2806223795,43,1,1,5,59,7efqk7uh63928il0yffxijnv7,0,68.5,20.7,2025-04-26T14:06:19.092Z,2025-04-26T14:06:21Z,cbceals9gkfqlywg94zzzlgb9,F. Valenčič,,,5680099853,155,,5680099855,56,Center,5680099861,212,31.2,5680099859,141,55.8,5680099863,213,0.87,5680099857,140,87.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2806223825,52,12,1,6,1,8sy0cxovuxo76tuoas3uo55xj,1,6.9,42.2,2025-04-26T14:06:21.253Z,2025-04-26T14:06:26Z,9bd4vf4tdzfipobqzp2r7gbft,M. Paavola,,,5680100015,140,0.0,5680100021,213,4.18,5680100013,56,Back,5680100113,167,,5680100673,15,,5680100017,141,22.4,5680100019,212,15.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2806223843,44,6,1,6,2,7efqk7uh63928il0yffxijnv7,1,95.8,69.4,2025-04-26T14:06:22.167Z,2025-04-26T14:57:25Z,cbceals9gkfqlywg94zzzlgb9,F. Valenčič,,,5680100149,73,,5680100455,233,53,5680100145,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2806223835,53,6,1,6,2,8sy0cxovuxo76tuoas3uo55xj,0,4.2,30.6,2025-04-26T14:06:22.167Z,2025-04-26T14:57:25Z,9bd4vf4tdzfipobqzp2r7gbft,M. Paavola,,,5680100377,56,Back,5680100379,73,,5680100515,233,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2806224763,45,1,1,6,26,7efqk7uh63928il0yffxijnv7,0,99.5,99.5,2025-04-26T14:06:46.444Z,2025-04-26T14:06:48Z,4y7niu1b8drpeccb84s2e9wwl,S. Eremenko,,,5680104739,223,,5680104757,212,26.2,5680104761,213,4.57,5680104747,140,95.9,5680104729,2,,5680104743,56,Center,5680104733,6,,5680104735,155,,5680104751,141,61.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2806225019,54,12,1,6,30,8sy0cxovuxo76tuoas3uo55xj,1,4.8,35.5,2025-04-26T14:06:49.846Z,2025-04-26T14:30:39Z,btr893a8ljoe8av97ji8kwr11,A. Tarvonen,,,5680106015,56,Back,5680106017,140,22.6,5680106021,141,46.3,5680106027,213,0.37,5680106025,212,20.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2806225273,46,2,1,6,31,7efqk7uh63928il0yffxijnv7,1,73.9,56.0,2025-04-26T14:06:51.211Z,2025-04-26T14:31:17Z,80115v2kkgjym3ubywmkz654a,M. Kusu,,,5680107241,140,86.5,5680107239,56,Left,5680107243,141,93.8,5680107237,7,4y7niu1b8drpeccb84s2e9wwl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2806226325,56,1,1,7,10,8sy0cxovuxo76tuoas3uo55xj,0,11.0,13.2,2025-04-26T14:07:29.605Z,2025-04-26T14:07:32Z,eomg9p2mo39ce40d1elkxerpx,J. Koski,,,5680112515,1,,5680112507,140,59.8,5680112509,141,15.5,5680112499,5,,5680112513,213,0.03,5680112511,212,51.3,5680112505,56,Right,5680112503,241,,5680112501,157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2806226411,47,1,1,7,13,7efqk7uh63928il0yffxijnv7,0,34.6,78.4,2025-04-26T14:07:33.109Z,2025-04-26T14:07:33Z,3cmp95fpjtqoc5njb5p7c9g8a,E. Gunnarsson,,,5680112903,3,,5680112909,141,90.5,5680112913,213,0.36,5680112911,212,23.3,5680112905,56,Left,5680112907,140,55.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2806226501,57,1,1,7,15,8sy0cxovuxo76tuoas3uo55xj,1,45.0,6.8,2025-04-26T14:07:34.661Z,2025-04-26T14:07:36Z,8igk37zt3ixjxdtr1t9kwfnit,T. Manga,,,5680113391,141,4.7,5680113393,212,14.4,5680113389,140,58.6,5680113395,213,6.18,5680113387,56,Right,5680113385,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2806226525,58,1,1,7,16,8sy0cxovuxo76tuoas3uo55xj,0,58.8,4.4,2025-04-26T14:07:36.326Z,2025-04-26T14:32:19Z,9bd4vf4tdzfipobqzp2r7gbft,M. Paavola,,,5680113535,213,6.28,5680113523,3,,5680113533,212,10.5,5680113531,141,4.3,5680113525,168,,5680113529,140,68.8,5680113527,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2806226579,49,1,1,7,18,7efqk7uh63928il0yffxijnv7,0,36.8,94.2,2025-04-26T14:07:37.782Z,2025-04-26T14:07:38Z,dtdqh03syykiv1cjstn2lhkvd,J. Myrevik,,,5680113767,213,6.18,5680113769,1,,5680113765,212,25.1,5680113757,157,,5680113761,140,60.6,5680113759,56,Left,5680113763,141,90.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2806226687,59,61,1,7,20,8sy0cxovuxo76tuoas3uo55xj,0,34.4,5.0,2025-04-26T14:07:40.021Z,2025-04-26T14:11:20Z,8igk37zt3ixjxdtr1t9kwfnit,T. Manga,,,5680114371,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2806226641,50,5,1,7,20,7efqk7uh63928il0yffxijnv7,1,65.5,101.4,2025-04-26T14:07:40.232Z,2025-04-26T14:57:07Z,dtdqh03syykiv1cjstn2lhkvd,J. Myrevik,,,5680114573,233,60,5680114083,347,,5680114079,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2806226711,60,5,1,7,20,8sy0cxovuxo76tuoas3uo55xj,0,34.5,-1.4,2025-04-26T14:07:40.232Z,2025-04-26T14:57:07Z,8igk37zt3ixjxdtr1t9kwfnit,T. Manga,,,5680114675,233,50,5680114491,347,,5680114489,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2806227079,51,1,1,7,31,7efqk7uh63928il0yffxijnv7,0,65.4,100.0,2025-04-26T14:07:51.086Z,2025-04-26T14:07:52Z,4y7niu1b8drpeccb84s2e9wwl,S. Eremenko,,,5680116439,107,,5680116449,213,6.07,5680116447,212,23.0,5680116443,140,86.8,5680116441,56,Left,5680116451,1,,5680116445,141,95.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2806227183,61,1,1,7,34,8sy0cxovuxo76tuoas3uo55xj,0,10.9,5.9,2025-04-26T14:07:53.684Z,2025-04-26T14:07:55Z,9bd4vf4tdzfipobqzp2r7gbft,M. Paavola,,,5680116995,212,8.7,5680116987,3,,5680116997,213,0.00,5680116991,140,19.2,5680116993,141,5.9,5680116989,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2806227177,52,44,1,7,34,7efqk7uh63928il0yffxijnv7,1,80.4,93.2,2025-04-26T14:07:54.174Z,2025-04-26T14:57:40Z,7x14tbg2brvxi5g9jdbovp8gk,A. Björkskog,,,5680116947,56,Left,5680116949,286,,5680117237,233,62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2806227193,62,44,1,7,34,8sy0cxovuxo76tuoas3uo55xj,0,19.6,6.8,2025-04-26T14:07:54.175Z,2025-04-26T14:57:40Z,ro21tqqaeslyebto6ukon5zo,A. Wilson,,,5680117263,233,52,5680117045,285,,5680117043,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2806227223,53,1,1,7,35,7efqk7uh63928il0yffxijnv7,1,83.4,94.7,2025-04-26T14:07:55.079Z,2025-04-26T14:07:56Z,7x14tbg2brvxi5g9jdbovp8gk,A. Björkskog,,,5680117185,141,90.9,5680117181,56,Left,5680117183,140,78.8,5680117179,3,,5680117187,212,5.5,5680117189,213,3.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2806227269,54,1,1,7,36,7efqk7uh63928il0yffxijnv7,1,78.8,90.9,2025-04-26T14:07:56.124Z,2025-04-26T14:07:57Z,4y7niu1b8drpeccb84s2e9wwl,S. Eremenko,,,5680117389,140,87.3,5680117391,141,94.1,5680117393,212,9.2,5680117395,213,0.24,5680117387,56,Left,5680117385,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2806227309,55,1,1,7,37,7efqk7uh63928il0yffxijnv7,0,87.0,94.1,2025-04-26T14:07:57.031Z,2025-04-26T14:07:59Z,7x14tbg2brvxi5g9jdbovp8gk,A. Björkskog,,,5680117615,141,92.4,5680117611,56,Left,5680117613,140,86.9,5680117881,236,,5680117883,233,63,5680117887,286,,5680117617,212,1.2,5680117619,213,4.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2806227353,63,74,1,7,37,8sy0cxovuxo76tuoas3uo55xj,1,12.4,3.1,2025-04-26T14:07:57.032Z,2025-04-26T14:57:30Z,9bd4vf4tdzfipobqzp2r7gbft,M. Paavola,,,5680117823,56,Back,5680117917,233,55,5680117825,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2806227385,56,5,1,7,40,7efqk7uh63928il0yffxijnv7,1,88.4,101.6,2025-04-26T14:07:59.522Z,2025-04-26T14:57:07Z,7x14tbg2brvxi5g9jdbovp8gk,A. Björkskog,,,5680118001,347,,5680118087,233,64,5680117997,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2806227389,64,5,1,7,40,8sy0cxovuxo76tuoas3uo55xj,0,11.6,-1.6,2025-04-26T14:07:59.522Z,2025-04-26T14:57:07Z,9bd4vf4tdzfipobqzp2r7gbft,M. Paavola,,,5680118163,233,56,5680118021,56,Back,5680118023,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2806228041,57,1,1,7,55,7efqk7uh63928il0yffxijnv7,0,86.8,100.0,2025-04-26T14:08:15.366Z,2025-04-26T14:08:18Z,4y7niu1b8drpeccb84s2e9wwl,S. Eremenko,,,5680121321,212,28.9,5680121323,213,4.89,5680121315,56,Center,5680121325,1,,5680121313,107,,5680121317,140,91.6,5680121319,141,60.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2806228097,65,12,1,7,58,8sy0cxovuxo76tuoas3uo55xj,1,6.9,33.4,2025-04-26T14:08:18.181Z,2025-04-26T14:08:19Z,8igk37zt3ixjxdtr1t9kwfnit,T. Manga,,,5680121669,213,6.27,5680121661,141,33.1,5680121659,140,20.1,5680121665,212,13.9,5680121747,15,,5680121657,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2806228127,66,1,1,8,0,8sy0cxovuxo76tuoas3uo55xj,0,20.1,33.1,2025-04-26T14:08:20.461Z,2025-04-26T14:08:21Z,c538ewmcaz4z73gcftzedbob9,A. Tanaka,,,5680121905,140,15.7,5680121907,141,27.9,5680121903,56,Back,5680121909,212,5.8,5680121901,3,,5680121911,213,3.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
