id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/8/value,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/12/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId
2803027983,28,7,1,3,31,5qxgilg61hlwxzfpdn2nhcayd,1,20.8,50.2,2025-04-19T14:05:22.533Z,2025-04-19T14:32:20Z,7pnmkd2s7cca2p00x7ny98st1,N. Friberg,,,5662551261,56,Back,5662759083,233,251,5662756077,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803065609,256,61,1,3,36,5qxgilg61hlwxzfpdn2nhcayd,1,16.5,50.9,2025-04-19T14:05:27.994Z,2025-04-19T14:32:26Z,2kbiramhoa1b8k51wtfk5raei,J. Da Sylva,,,5662759897,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803027967,31,43,1,3,36,cy6zs39z79dcfbr4xzkp38z7q,1,0.0,0.0,2025-04-19T14:05:28.053Z,2025-04-19T14:30:23Z,7wd41kdu78udzrxi9feh2drhm,M. Ndione,,,5662551151,56,Center,5662746105,144,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803028013,29,50,1,3,38,5qxgilg61hlwxzfpdn2nhcayd,1,24.2,64.4,2025-04-19T14:05:29.676Z,2025-04-19T14:32:45Z,5nhh1n77us1h2z5wvx7mt2gpg,A. Okyere,,,5662551409,56,Back,5662552011,233,32,5662551411,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803028093,32,7,1,3,38,cy6zs39z79dcfbr4xzkp38z7q,1,75.8,35.6,2025-04-19T14:05:29.677Z,2025-04-19T14:32:46Z,4votdnyh0srvboatz6a20d5p0,J. Paananen,,,5662551933,233,29,5662551853,286,,5662551851,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803028101,33,50,1,3,40,cy6zs39z79dcfbr4xzkp38z7q,1,79.2,49.8,2025-04-19T14:05:31.532Z,2025-04-19T14:32:44Z,4accnmk8l7khcvpzibgdxjl04,J. Körkkö,,,5662552081,233,30,5662551899,56,Center,5662551901,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803028055,30,7,1,3,40,5qxgilg61hlwxzfpdn2nhcayd,0,20.8,50.2,2025-04-19T14:05:31.533Z,2025-04-19T14:32:49Z,5nhh1n77us1h2z5wvx7mt2gpg,A. Okyere,,,5662551627,56,Back,5662551957,233,33,5662551629,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803028279,34,1,1,3,44,cy6zs39z79dcfbr4xzkp38z7q,1,59.6,23.6,2025-04-19T14:05:36.213Z,2025-04-19T14:05:41Z,an77jbrily6wipsqhwliubhsl,A. Paananen,,,5662552847,141,6.1,5662552849,212,15.1,5662552843,56,Right,5662552853,213,5.37,5662552845,140,68.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803028359,35,1,1,3,51,cy6zs39z79dcfbr4xzkp38z7q,1,68.5,11.9,2025-04-19T14:05:43.077Z,2025-04-19T14:05:44Z,33va022bhya45v496wz8usn6y,O. Kemppainen,,,5662553241,56,Right,5662553251,213,3.54,5662553247,141,6.1,5662553249,212,10.2,5662553245,140,59.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803028421,36,1,1,3,53,cy6zs39z79dcfbr4xzkp38z7q,1,56.6,7.3,2025-04-19T14:05:44.756Z,2025-04-19T14:33:25Z,4votdnyh0srvboatz6a20d5p0,J. Paananen,,,5662553581,56,Right,5662553609,141,13.8,5662553613,212,5.4,5662553617,213,0.95,5662553583,140,59.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803028455,37,1,1,3,55,cy6zs39z79dcfbr4xzkp38z7q,1,59.4,14.1,2025-04-19T14:05:47.301Z,2025-04-19T14:05:49Z,an77jbrily6wipsqhwliubhsl,A. Paananen,,,5662553795,56,Right,5662553803,213,4.01,5662553799,141,6.2,5662553851,156,,5662553801,212,7.0,5662553797,140,55.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803028501,38,1,1,3,57,cy6zs39z79dcfbr4xzkp38z7q,1,54.9,5.6,2025-04-19T14:05:49.397Z,2025-04-19T14:33:27Z,4votdnyh0srvboatz6a20d5p0,J. Paananen,,,5662554107,213,6.19,5662554103,141,4.1,5662554101,140,65.2,5662554099,56,Right,5662554105,212,10.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803028513,39,4,1,3,59,cy6zs39z79dcfbr4xzkp38z7q,1,68.4,3.4,2025-04-19T14:05:50.612Z,2025-04-19T14:05:54Z,33va022bhya45v496wz8usn6y,O. Kemppainen,,,5662554235,233,31,5662554195,13,,5662554201,265,,5662554197,56,Right,5662554203,286,,5662554199,152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803028497,31,4,1,3,59,5qxgilg61hlwxzfpdn2nhcayd,0,31.6,96.6,2025-04-19T14:05:50.613Z,2025-04-19T14:05:54Z,1utcfk5giq7ghp8b2z3u9b27d,J. Houston,,,5662554155,152,,5662554159,265,,5662554149,13,,5662554161,285,,5662554301,233,39,5662554151,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803028807,40,1,1,4,15,cy6zs39z79dcfbr4xzkp38z7q,1,63.7,2.8,2025-04-19T14:06:06.550Z,2025-04-19T14:06:08Z,9rle4eqj5q7d4y7hgu570vgfd,N. Jokelainen,,,5662555851,213,2.36,5662555847,141,6.8,5662555849,212,3.9,5662555843,56,Right,5662555841,152,,5662555839,5,,5662555845,140,61.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803028905,41,1,1,4,16,cy6zs39z79dcfbr4xzkp38z7q,1,60.5,10.0,2025-04-19T14:06:08.052Z,2025-04-19T14:06:12Z,4votdnyh0srvboatz6a20d5p0,J. Paananen,,,5662556413,213,2.30,5662556409,141,25.8,5662556407,140,51.3,5662556405,56,Center,5662556411,212,14.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803028981,42,1,1,4,20,cy6zs39z79dcfbr4xzkp38z7q,1,57.4,15.5,2025-04-19T14:06:12.373Z,2025-04-19T14:06:15Z,9p03mfw1a51fwu8fklock97je,M. Koskela,,,5662556813,56,Right,5662556825,212,10.9,5662556819,140,67.4,5662556827,213,6.02,5662556823,141,11.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803029103,43,1,1,4,23,cy6zs39z79dcfbr4xzkp38z7q,1,69.5,16.8,2025-04-19T14:06:14.951Z,2025-04-19T14:06:21Z,4votdnyh0srvboatz6a20d5p0,J. Paananen,,,5662557543,212,53.3,5662557549,213,1.41,5662557529,56,Left,5662557537,141,94.1,5662557553,1,,5662557521,155,,5662557533,140,77.8,5662557525,196,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803029147,44,1,1,4,29,cy6zs39z79dcfbr4xzkp38z7q,0,93.1,84.2,2025-04-19T14:06:21.205Z,2025-04-19T14:33:57Z,61ib1kknf11ab4v4f1magyu39,D. Barrow,,,5662557759,141,30.0,5662771779,345,,5662557763,213,4.95,5662557757,140,100.0,5662557755,56,Center,5662557749,2,,5662557765,1,,5662557761,212,37.9,5662557751,155,,,,,,,,,,,,,,,,,,,,,,,,
2803029143,32,5,1,4,31,5qxgilg61hlwxzfpdn2nhcayd,1,-1.6,68.6,2025-04-19T14:06:23.334Z,2025-04-19T14:53:08Z,2fj3f2zy80nbu8p3ryblmioes,V. Purosalo,,,5662557745,56,Back,5662557949,233,45,5662557747,346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803029181,45,5,1,4,31,cy6zs39z79dcfbr4xzkp38z7q,0,101.6,31.4,2025-04-19T14:06:23.334Z,2025-04-19T14:53:08Z,61ib1kknf11ab4v4f1magyu39,D. Barrow,,,5662557929,346,,5662557927,56,Center,5662558029,233,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803029747,33,1,1,4,53,5qxgilg61hlwxzfpdn2nhcayd,1,5.4,51.2,2025-04-19T14:06:45.253Z,2025-04-19T14:06:48Z,5auce3x81f1kwok1aq7m4o2y1,L. Hughes,,,5662560869,237,,5662560863,213,4.94,5662560845,124,,5662560859,141,22.8,5662560849,56,Back,5662560855,140,9.7,5662560861,212,19.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803029791,34,1,1,4,56,5qxgilg61hlwxzfpdn2nhcayd,1,9.7,22.8,2025-04-19T14:06:48.182Z,2025-04-19T14:06:50Z,7pnmkd2s7cca2p00x7ny98st1,N. Friberg,,,5662561149,213,1.99,5662561143,141,44.2,5662561145,212,15.9,5662561137,56,Back,5662561139,140,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803029879,35,1,1,4,59,5qxgilg61hlwxzfpdn2nhcayd,1,3.2,45.2,2025-04-19T14:06:50.486Z,2025-04-19T14:06:54Z,5auce3x81f1kwok1aq7m4o2y1,L. Hughes,,,5662561677,140,7.3,5662561681,212,23.3,5662561685,213,1.38,5662561679,141,78.8,5662561675,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803030021,36,1,1,5,2,5qxgilg61hlwxzfpdn2nhcayd,0,10.0,91.0,2025-04-19T14:06:54.005Z,2025-04-19T14:07:01Z,eexcxuea18xbokvkko1erdffu,M. Almén,,,5662562419,140,27.2,5662562425,213,0.39,5662562423,212,19.5,5662562421,141,100.0,5662562417,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803030035,37,5,1,5,3,5qxgilg61hlwxzfpdn2nhcayd,0,26.4,101.4,2025-04-19T14:06:55.400Z,2025-04-19T14:53:09Z,1utcfk5giq7ghp8b2z3u9b27d,J. Houston,,,5662562615,233,46,5662562519,347,,5662562517,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803029929,46,5,1,5,3,cy6zs39z79dcfbr4xzkp38z7q,1,73.6,-1.4,2025-04-19T14:06:55.400Z,2025-04-19T14:53:08Z,7wd41kdu78udzrxi9feh2drhm,M. Ndione,,,5662562573,233,37,5662561915,347,,5662561913,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803030245,47,1,1,5,13,cy6zs39z79dcfbr4xzkp38z7q,1,72.5,0.0,2025-04-19T14:07:04.837Z,2025-04-19T14:07:07Z,33va022bhya45v496wz8usn6y,O. Kemppainen,,,5662563539,140,75.4,5662563541,141,14.3,5662563545,213,1.29,5662563537,56,Right,5662563535,107,,5662563543,212,10.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803030289,38,83,1,5,13,5qxgilg61hlwxzfpdn2nhcayd,0,19.9,83.9,2025-04-19T14:07:05.325Z,2025-04-19T14:07:21Z,eexcxuea18xbokvkko1erdffu,M. Almén,,,5662565497,399,7wd41kdu78udzrxi9feh2drhm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803030263,48,50,1,5,15,cy6zs39z79dcfbr4xzkp38z7q,1,73.4,15.8,2025-04-19T14:07:07.413Z,2025-04-19T14:32:50Z,7wd41kdu78udzrxi9feh2drhm,M. Ndione,,,5662563643,286,,5662563637,56,Right,5662564321,233,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803030395,39,7,1,5,15,5qxgilg61hlwxzfpdn2nhcayd,1,26.6,84.2,2025-04-19T14:07:07.414Z,2025-04-19T14:32:50Z,5nhh1n77us1h2z5wvx7mt2gpg,A. Okyere,,,5662564211,56,Back,5662564213,285,,5662564287,233,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803030405,40,61,1,5,16,5qxgilg61hlwxzfpdn2nhcayd,0,21.7,76.9,2025-04-19T14:07:07.638Z,2025-04-19T14:13:58Z,eexcxuea18xbokvkko1erdffu,M. Almén,,,5662564251,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803030461,49,1,1,5,20,cy6zs39z79dcfbr4xzkp38z7q,1,69.8,34.9,2025-04-19T14:07:12.101Z,2025-04-19T14:07:13Z,9rle4eqj5q7d4y7hgu570vgfd,N. Jokelainen,,,5662564525,212,18.8,5662564529,213,1.47,5662564519,141,62.4,5662564513,140,71.6,5662564507,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803030513,50,1,1,5,22,cy6zs39z79dcfbr4xzkp38z7q,0,76.6,67.3,2025-04-19T14:07:13.461Z,2025-04-19T14:07:20Z,cn6gncw8nbyds83xx6cxbzrpw,S. Silander,,,5662564811,140,100.0,5662564807,56,Center,5662564813,141,74.4,5662564819,213,0.18,5662564815,212,26.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803030535,41,5,1,5,25,5qxgilg61hlwxzfpdn2nhcayd,1,-0.7,28.7,2025-04-19T14:07:16.678Z,2025-04-19T14:53:09Z,818ngmk0u0iqzv4j93yj97aad,R. Selander,,,5662564929,346,,5662564927,56,Back,5662564959,233,51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803030539,51,5,1,5,25,cy6zs39z79dcfbr4xzkp38z7q,0,100.7,71.3,2025-04-19T14:07:16.678Z,2025-04-19T14:53:09Z,cn6gncw8nbyds83xx6cxbzrpw,S. Silander,,,5662565009,233,41,5662564941,346,,5662564939,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803031039,42,1,1,5,44,5qxgilg61hlwxzfpdn2nhcayd,1,4.5,51.5,2025-04-19T14:07:35.844Z,2025-04-19T14:07:38Z,5auce3x81f1kwok1aq7m4o2y1,L. Hughes,,,5662567507,212,17.1,5662567513,237,,5662567499,124,,5662567509,213,4.83,5662567503,140,6.4,5662567501,56,Back,5662567505,141,26.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803031093,43,1,1,5,47,5qxgilg61hlwxzfpdn2nhcayd,1,6.8,25.2,2025-04-19T14:07:38.469Z,2025-04-19T14:07:41Z,7pnmkd2s7cca2p00x7ny98st1,N. Friberg,,,5662567775,212,13.7,5662567771,140,9.5,5662567769,56,Back,5662567773,141,5.5,5662567777,213,4.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803031199,44,1,1,5,49,5qxgilg61hlwxzfpdn2nhcayd,1,9.7,5.6,2025-04-19T14:07:41.189Z,2025-04-19T14:07:44Z,2fj3f2zy80nbu8p3ryblmioes,V. Purosalo,,,5662568199,213,0.37,5662568193,140,40.0,5662568197,212,34.1,5662568195,141,23.7,5662568201,1,,5662568191,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803031257,45,1,1,5,52,5qxgilg61hlwxzfpdn2nhcayd,1,54.6,19.7,2025-04-19T14:07:44.085Z,2025-04-19T14:07:47Z,d7fbq3piag375ujo9q9njqq6s,D. Bulgakov,,,5662568485,212,19.1,5662568481,140,71.9,5662568477,56,Right,5662568483,141,11.0,5662568487,213,5.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803031317,46,1,1,5,55,5qxgilg61hlwxzfpdn2nhcayd,1,76.2,11.7,2025-04-19T14:07:46.918Z,2025-04-19T14:07:55Z,2kbiramhoa1b8k51wtfk5raei,J. Da Sylva,1.0,,5662569785,154,,5662568747,56,Center,5662568751,141,36.0,5662569781,210,15,5662568755,213,1.10,5662568749,140,84.3,5662568753,212,18.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803031331,47,15,1,5,57,5qxgilg61hlwxzfpdn2nhcayd,1,87.2,41.1,2025-04-19T14:07:48.597Z,2025-04-19T14:08:03Z,2shgmz0kct6m0wphe28gq04ix,S. Lindholm,,,5662569827,103,5.7,5662569819,154,,5662569825,102,49.9,5662569833,147,47.7,5662568801,56,Center,5662569815,78,,5662569829,214,,5662569095,72,,5662570947,17,5662569927,233,52,5662569831,146,98.8,5662569817,29,,,5662568793,22,5662569821,55,46,,,,,,,,,
2803031375,52,10,1,5,57,cy6zs39z79dcfbr4xzkp38z7q,1,3.8,52.4,2025-04-19T14:07:48.697Z,2025-04-19T14:07:56Z,91fm2241o9p5nxo84p43tedhx,W. Eskelinen,,,5662569327,174,,5662569011,56,Back,5662569943,233,47,5662569329,381,,5662569007,178,,5662569009,182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803031467,53,43,1,6,1,cy6zs39z79dcfbr4xzkp38z7q,1,0.0,0.0,2025-04-19T14:07:53.398Z,2025-04-19T14:09:04Z,91fm2241o9p5nxo84p43tedhx,W. Eskelinen,,,5662579273,144,1,5662569469,123,0,5662569473,140,3.8,5662569481,213,3.14,5662569477,212,0,5662569475,141,52.4,5662569471,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803031619,55,1,1,6,4,cy6zs39z79dcfbr4xzkp38z7q,1,7.5,48.8,2025-04-19T14:07:56.007Z,2025-04-19T14:07:58Z,91fm2241o9p5nxo84p43tedhx,W. Eskelinen,,,5662570277,141,17.4,5662570271,123,,5662570281,213,5.23,5662570273,56,Back,5662570279,212,24.5,5662570275,140,19.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803031683,56,1,1,6,7,cy6zs39z79dcfbr4xzkp38z7q,1,21.6,14.1,2025-04-19T14:07:58.726Z,2025-04-19T14:08:00Z,4votdnyh0srvboatz6a20d5p0,J. Paananen,,,5662570495,140,29.5,5662570499,212,8.5,5662570493,56,Back,5662570497,141,11.4,5662570501,213,6.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803031723,57,1,1,6,9,cy6zs39z79dcfbr4xzkp38z7q,1,32.7,14.6,2025-04-19T14:08:00.549Z,2025-04-19T14:14:32Z,4accnmk8l7khcvpzibgdxjl04,J. Körkkö,,,5662570697,141,25.3,5662570701,213,1.50,5662570695,140,33.2,5662570699,212,7.3,5662570693,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803031801,58,1,1,6,10,cy6zs39z79dcfbr4xzkp38z7q,1,42.4,35.5,2025-04-19T14:08:01.765Z,2025-04-19T14:08:04Z,4votdnyh0srvboatz6a20d5p0,J. Paananen,,,5662571079,213,1.32,5662571073,140,46.4,5662571075,141,59.7,5662571077,212,17.0,5662571071,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803031893,59,1,1,6,13,cy6zs39z79dcfbr4xzkp38z7q,1,54.0,67.0,2025-04-19T14:08:04.469Z,2025-04-19T14:14:44Z,9rle4eqj5q7d4y7hgu570vgfd,N. Jokelainen,,,5662571533,212,23.7,5662571535,213,0.70,5662571529,141,89.3,5662571525,140,71.3,5662571523,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803031929,60,1,1,6,16,cy6zs39z79dcfbr4xzkp38z7q,0,76.9,69.4,2025-04-19T14:08:07.766Z,2025-04-19T14:08:09Z,61ib1kknf11ab4v4f1magyu39,D. Barrow,,,5662571729,213,5.66,5662571723,140,87.4,5662571725,141,57.8,5662571719,56,Center,5662571727,212,13.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803031949,48,8,1,6,18,5qxgilg61hlwxzfpdn2nhcayd,1,11.1,41.3,2025-04-19T14:08:09.668Z,2025-04-19T14:09:12Z,7pnmkd2s7cca2p00x7ny98st1,N. Friberg,,,5662571819,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803031965,61,61,1,6,18,cy6zs39z79dcfbr4xzkp38z7q,0,87.8,57.8,2025-04-19T14:08:10.071Z,2025-04-19T14:14:55Z,4votdnyh0srvboatz6a20d5p0,J. Paananen,,,5662571889,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803032061,49,12,1,6,20,5qxgilg61hlwxzfpdn2nhcayd,1,9.9,34.2,2025-04-19T14:08:11.780Z,2025-04-19T14:08:13Z,2fj3f2zy80nbu8p3ryblmioes,V. Purosalo,,,5662572355,212,17.4,5662572353,141,42.4,5662572349,56,Back,5662572357,213,0.33,5662572351,140,25.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803032081,50,1,1,6,22,5qxgilg61hlwxzfpdn2nhcayd,0,25.6,42.4,2025-04-19T14:08:13.671Z,2025-04-19T14:08:14Z,d7fbq3piag375ujo9q9njqq6s,D. Bulgakov,,,5662572429,212,27.6,5662572425,140,51.7,5662572423,56,Center,5662572433,1,,5662572427,141,47.2,5662572431,213,0.12,5662572421,157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803032171,62,1,1,6,24,cy6zs39z79dcfbr4xzkp38z7q,1,43.5,51.8,2025-04-19T14:08:16.357Z,2025-04-19T14:08:17Z,9p03mfw1a51fwu8fklock97je,M. Koskela,,,5662572867,56,Back,5662572871,141,56.1,5662572869,140,43.2,5662572875,213,1.68,5662572873,212,2.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803032213,63,1,1,6,25,cy6zs39z79dcfbr4xzkp38z7q,1,43.2,56.1,2025-04-19T14:08:17.189Z,2025-04-19T14:08:18Z,7r2ifipuieqiar5n00o2j5uj9,L. Bergsma,,,5662573051,56,Back,5662573055,141,33.4,5662573057,212,15.9,5662573053,140,39.5,5662573059,213,4.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803032303,64,1,1,6,27,cy6zs39z79dcfbr4xzkp38z7q,1,40.0,28.0,2025-04-19T14:08:18.613Z,2025-04-19T14:08:21Z,9p03mfw1a51fwu8fklock97je,M. Koskela,,,5662573375,56,Back,5662573383,213,5.28,5662573377,140,45.8,5662573381,212,11.2,5662573379,141,14.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803032443,65,1,1,6,29,cy6zs39z79dcfbr4xzkp38z7q,1,40.5,19.4,2025-04-19T14:08:20.981Z,2025-04-19T14:08:25Z,33va022bhya45v496wz8usn6y,O. Kemppainen,,,5662574029,140,28.0,5662574041,213,2.75,5662574025,56,Back,5662574035,141,27.4,5662574037,212,14.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803032661,66,1,1,6,33,cy6zs39z79dcfbr4xzkp38z7q,1,28.8,29.8,2025-04-19T14:08:25.350Z,2025-04-19T14:08:32Z,9p03mfw1a51fwu8fklock97je,M. Koskela,,,5662574969,141,60.6,5662574967,140,27.4,5662574997,213,1.64,5662574965,56,Back,5662574995,212,21.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803032737,67,1,1,6,41,cy6zs39z79dcfbr4xzkp38z7q,1,46.9,72.1,2025-04-19T14:08:32.597Z,2025-04-19T14:08:35Z,7r2ifipuieqiar5n00o2j5uj9,L. Bergsma,,,5662575303,56,Back,5662575319,213,2.02,5662575307,140,39.6,5662575315,212,17.6,5662575311,141,95.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803032959,68,1,1,6,43,cy6zs39z79dcfbr4xzkp38z7q,1,37.4,92.0,2025-04-19T14:08:35.302Z,2025-04-19T14:08:43Z,cn6gncw8nbyds83xx6cxbzrpw,S. Silander,,,5662576377,56,Back,5662576411,212,25.0,5662576379,140,28.3,5662576409,141,58.1,5662576413,213,4.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803033029,69,1,1,6,52,cy6zs39z79dcfbr4xzkp38z7q,0,28.8,55.5,2025-04-19T14:08:43.495Z,2025-04-19T14:08:46Z,91fm2241o9p5nxo84p43tedhx,W. Eskelinen,,,5662576771,155,,5662576783,213,5.45,5662576781,212,47.5,5662576777,140,59.4,5662576779,141,4.0,5662576773,56,Right,5662576785,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803033037,51,8,1,6,54,5qxgilg61hlwxzfpdn2nhcayd,1,34.5,96.5,2025-04-19T14:08:46.260Z,2025-04-19T14:08:46Z,1utcfk5giq7ghp8b2z3u9b27d,J. Houston,,,5662576827,15,,5662576803,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803033063,52,5,1,6,55,5qxgilg61hlwxzfpdn2nhcayd,0,42.2,101.4,2025-04-19T14:08:46.711Z,2025-04-19T14:53:10Z,1utcfk5giq7ghp8b2z3u9b27d,J. Houston,,,5662576891,56,Back,5662576893,347,,5662576919,233,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803033053,70,5,1,6,55,cy6zs39z79dcfbr4xzkp38z7q,1,57.8,-1.4,2025-04-19T14:08:46.711Z,2025-04-19T14:53:10Z,91fm2241o9p5nxo84p43tedhx,W. Eskelinen,,,5662576863,56,Right,5662576909,233,52,5662576867,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803033723,71,1,1,7,19,cy6zs39z79dcfbr4xzkp38z7q,1,58.7,0.0,2025-04-19T14:09:11.269Z,2025-04-19T14:09:27Z,33va022bhya45v496wz8usn6y,O. Kemppainen,,,5662582411,189,,5662580275,56,Back,5662580283,213,2.53,5662580281,212,27.4,5662580277,140,37.4,5662580279,141,21.2,5662580273,107,,5662580285,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803033735,72,61,1,7,21,cy6zs39z79dcfbr4xzkp38z7q,1,37.5,21.3,2025-04-19T14:09:13.026Z,2025-04-19T14:09:25Z,9p03mfw1a51fwu8fklock97je,M. Koskela,,,5662580337,56,Back,5662582027,189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803033857,53,61,1,7,22,5qxgilg61hlwxzfpdn2nhcayd,1,44.4,89.0,2025-04-19T14:09:14.183Z,2025-04-19T14:09:23Z,1utcfk5giq7ghp8b2z3u9b27d,J. Houston,,,5662581115,189,,5662580887,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803034161,74,1,1,7,27,cy6zs39z79dcfbr4xzkp38z7q,1,10.3,47.6,2025-04-19T14:09:19.079Z,2025-04-19T14:09:27Z,91fm2241o9p5nxo84p43tedhx,W. Eskelinen,,,5662582257,140,12.3,5662582263,213,1.38,5662582253,123,,5662582259,141,63.9,5662582261,212,11.3,5662582255,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
