id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/9/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId
2738554975,25,52,1,2,40,8cfkisxf1fkxdqtt6tx1tup48,1,9.0,70.2,2024-10-25T17:03:02.008Z,2024-10-28T17:45:29Z,dqqswfn9s1tdxjoslts8ks6xg,B. Bayrak,,,5323032067,378,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2738555159,27,1,1,2,54,8cfkisxf1fkxdqtt6tx1tup48,0,10.9,54.6,2024-10-25T17:03:15.431Z,2024-10-25T17:03:17Z,dqqswfn9s1tdxjoslts8ks6xg,B. Bayrak,,,5310783979,140,56.2,5310783973,157,,5310783987,1,,5310783975,198,,5310783985,213,5.92,5310783977,56,Center,5310783981,141,28.0,5310783983,212,50.9,,,,,,,,,,,,,,,,,,,,,,,,,,
2738555203,37,1,1,2,58,b8oqgvx1ijeyn6y1cn6929ix4,0,36.7,75.9,2024-10-25T17:03:19.369Z,2024-10-25T17:03:20Z,8ewvm6ux4yvpwgrzjkc1chqwa,A. Nørager,,,5310784199,140,62.4,5310784195,3,,5310784205,213,0.40,5310784197,56,Left,5310784203,212,29.3,5310784201,141,92.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2738555249,28,1,1,3,1,8cfkisxf1fkxdqtt6tx1tup48,0,32.7,5.6,2024-10-25T17:03:22.999Z,2024-10-25T17:03:23Z,4m7gr5z6b40dj02yrmlwgeluc,S. Larsen,,,5310784427,213,6.10,5310784415,157,,5310784429,1,,5310784423,141,0.0,5310784421,140,58.4,5310784425,212,27.4,5310784419,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2738555251,29,5,1,3,2,8cfkisxf1fkxdqtt6tx1tup48,0,58.2,-1.6,2024-10-25T17:03:23.419Z,2024-10-25T17:10:34Z,4m7gr5z6b40dj02yrmlwgeluc,S. Larsen,,,5310785531,233,38,5310784443,347,,5310784441,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2738555451,38,5,1,3,2,b8oqgvx1ijeyn6y1cn6929ix4,1,41.8,101.6,2024-10-25T17:03:23.419Z,2024-10-25T19:24:30Z,8ewvm6ux4yvpwgrzjkc1chqwa,A. Nørager,,,5310785447,56,Back,5310785479,233,29,5310785449,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2738555485,39,1,1,3,16,b8oqgvx1ijeyn6y1cn6929ix4,1,42.1,100.0,2024-10-25T17:03:37.793Z,2024-10-25T17:03:39Z,8ewvm6ux4yvpwgrzjkc1chqwa,A. Nørager,,,5310785617,141,88.1,5310785613,56,Back,5310785611,107,,5310785619,212,20.8,5310785615,140,24.1,5310785621,213,3.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2738555571,40,1,1,3,18,b8oqgvx1ijeyn6y1cn6929ix4,1,27.5,85.4,2024-10-25T17:03:39.361Z,2024-10-25T17:03:48Z,dqssvdpt2iwg8qn9wto3miind,A. Leifsson,,,5310786045,56,Back,5310786049,141,45.7,5310786053,213,4.54,5310786047,140,23.0,5310786051,212,27.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2738555585,41,1,1,3,26,b8oqgvx1ijeyn6y1cn6929ix4,1,26.1,43.9,2024-10-25T17:03:48.058Z,2024-10-25T17:03:49Z,52vwj2s29n7wngablotd7pboq,J. Ægidius,,,5310786125,56,Back,5310786129,141,23.6,5310786133,213,4.92,5310786131,212,14.1,5310786127,140,28.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2738555623,42,1,1,3,28,b8oqgvx1ijeyn6y1cn6929ix4,1,28.9,23.6,2024-10-25T17:03:49.241Z,2024-10-25T17:03:54Z,3xz0h3d6r2qgmv9egms8yaz56,C. Vestergaard,,,5310786305,213,2.07,5310786297,56,Back,5310786303,212,20.5,5310786301,141,50.0,5310786299,140,19.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2738555637,43,1,1,3,32,b8oqgvx1ijeyn6y1cn6929ix4,1,21.9,52.7,2024-10-25T17:03:53.913Z,2024-10-25T17:03:55Z,52vwj2s29n7wngablotd7pboq,J. Ægidius,,,5310786409,141,66.9,5310786407,140,23.7,5310786405,56,Back,5310786411,212,9.8,5310786413,213,1.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2738555665,44,1,1,3,33,b8oqgvx1ijeyn6y1cn6929ix4,1,23.7,66.9,2024-10-25T17:03:55.105Z,2024-10-25T17:03:58Z,dqssvdpt2iwg8qn9wto3miind,A. Leifsson,,,5310786599,140,27.0,5310786605,213,1.36,5310786597,56,Back,5310786601,141,90.6,5310786603,212,16.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2738555703,45,1,1,3,37,b8oqgvx1ijeyn6y1cn6929ix4,0,27.4,90.5,2024-10-25T17:03:58.448Z,2024-10-25T17:04:01Z,8ewvm6ux4yvpwgrzjkc1chqwa,A. Nørager,,,5310786767,56,Center,5310786775,213,6.09,5310786765,155,,5310786771,141,78.5,5310786773,212,43.4,5310786769,140,68.0,5310786779,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2738555729,30,1,1,3,39,8cfkisxf1fkxdqtt6tx1tup48,1,26.8,21.9,2024-10-25T17:04:00.591Z,2024-10-25T17:04:02Z,am3509ake84cde1xhb9264i22,M. Gudmann,,,5310786911,56,Back,5310786913,140,34.1,5310786919,213,0.53,5310786915,141,28.5,5310786909,3,,5310786917,212,8.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2738555765,31,1,1,3,41,8cfkisxf1fkxdqtt6tx1tup48,1,34.3,28.5,2024-10-25T17:04:02.600Z,2024-10-25T17:04:06Z,3mgrufy83uhzs9liw8pwxi784,G. Larsen,,,5310787091,3,,5310787097,141,14.4,5310787093,56,Back,5310787099,212,10.7,5310787095,140,29.7,5310787101,213,4.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2738555771,33,61,1,3,44,8cfkisxf1fkxdqtt6tx1tup48,0,30.7,15.8,2024-10-25T17:04:05.560Z,2024-10-28T17:53:10Z,4m7gr5z6b40dj02yrmlwgeluc,S. Larsen,,,5310787139,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2738555787,46,43,1,3,44,b8oqgvx1ijeyn6y1cn6929ix4,1,0.0,0.0,2024-10-25T17:04:05.561Z,2024-10-28T17:53:12Z,ekx0wotp433tuaw4g93nybjmc,S. Jalal,,,5310787271,233,33,5310787221,56,Left,5323056083,144,7,5310787223,286,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2738555769,32,43,1,3,44,8cfkisxf1fkxdqtt6tx1tup48,1,0.0,0.0,2024-10-25T17:04:05.863Z,2024-10-25T17:04:24Z,4m7gr5z6b40dj02yrmlwgeluc,S. Larsen,,,5310788267,144,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2738555791,47,43,1,3,46,b8oqgvx1ijeyn6y1cn6929ix4,1,0.0,0.0,2024-10-25T17:04:07.833Z,2024-10-25T17:04:17Z,9ircna8pbskreztmy1wiqwx9m,S. Yatéké,,,5310787247,56,Center,5310787249,286,0,5310787833,144,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2738555819,48,4,1,3,48,b8oqgvx1ijeyn6y1cn6929ix4,1,72.8,81.7,2024-10-25T17:04:09.783Z,2024-10-25T19:23:14Z,9ircna8pbskreztmy1wiqwx9m,S. Yatéké,,,5310787445,56,Left,5310787503,233,34,5310787443,13,,5310787449,265,,5310787447,152,,5310787451,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2738555811,34,4,1,3,48,8cfkisxf1fkxdqtt6tx1tup48,0,27.2,18.3,2024-10-25T17:04:09.784Z,2024-10-25T19:23:14Z,4m7gr5z6b40dj02yrmlwgeluc,S. Larsen,,,5310787549,233,48,5310787483,152,,5310787481,56,Back,5310787485,265,,5310787487,285,,5310787479,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2738556289,49,1,1,4,24,b8oqgvx1ijeyn6y1cn6929ix4,0,67.1,87.4,2024-10-25T17:04:45.657Z,2024-10-28T17:53:39Z,dyzzo6n83rg4fpvmqqa69moes,A. Beck,,,5310789607,141,42.8,5310789595,2,,5310789619,1,,5310789599,155,,5323057289,20,,5310789597,5,,5310789601,152,,5310789615,213,5.16,5310789603,56,Center,5323057287,223,5310789611,212,33.7,5310789605,140,81.1,,,,,,,,,,,,,,,
2738556367,35,12,1,4,29,8cfkisxf1fkxdqtt6tx1tup48,1,19.3,63.9,2024-10-25T17:04:50.814Z,2024-10-25T19:37:09Z,1icurh5jrnw1e6jdgqxjnhdnu,G. Çulhacı,,,5310789977,141,17.1,5310789967,56,Back,5310789973,140,37.6,5310789985,213,5.26,5310789997,15,,5310789981,212,37.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2738556423,50,1,1,4,29,b8oqgvx1ijeyn6y1cn6929ix4,1,67.9,78.4,2024-10-25T17:04:51.136Z,2024-10-25T17:04:56Z,dyzzo6n83rg4fpvmqqa69moes,A. Beck,,,5310790275,140,80.5,5310790279,141,90.0,5310790273,56,Left,5310790283,212,15.4,5310790285,213,0.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2738556387,36,43,1,4,32,8cfkisxf1fkxdqtt6tx1tup48,1,0.0,0.0,2024-10-25T17:04:53.454Z,2024-10-25T17:05:08Z,1icurh5jrnw1e6jdgqxjnhdnu,G. Çulhacı,,,5310791243,144,56,5310790113,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2738556457,37,45,1,4,35,8cfkisxf1fkxdqtt6tx1tup48,0,6.6,15.2,2024-10-25T17:04:56.631Z,2024-10-25T19:23:50Z,4m7gr5z6b40dj02yrmlwgeluc,S. Larsen,,,5310790489,233,51,5310790431,285,,5310790429,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2738556439,51,3,1,4,35,b8oqgvx1ijeyn6y1cn6929ix4,1,93.4,84.8,2024-10-25T17:04:56.631Z,2024-10-28T17:54:14Z,ekx0wotp433tuaw4g93nybjmc,S. Jalal,,,5310790351,286,,5310790349,56,Left,5323058945,465,,5310790469,233,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2738556495,52,1,1,4,35,b8oqgvx1ijeyn6y1cn6929ix4,1,95.1,83.5,2024-10-25T17:04:56.935Z,2024-10-25T17:05:01Z,ekx0wotp433tuaw4g93nybjmc,S. Jalal,,,5310790717,141,74.8,5310790713,56,Center,5310790719,212,7.8,5310790715,140,90.3,5310790721,213,4.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2738556503,53,1,1,4,40,b8oqgvx1ijeyn6y1cn6929ix4,0,98.2,71.2,2024-10-25T17:05:01.303Z,2024-10-25T17:05:02Z,9fvf8z6p8ok0n5vu999ysfywa,C. Jørgensen,,,5310790747,212,1.4,5310790743,140,98.8,5310790773,236,,5310790741,56,Center,5310790749,213,5.17,5310790779,286,,5310790775,233,38,5310790745,141,69.3,,,,,,,,,,,,,,,,,,,,,,,,,,
2738556499,38,74,1,4,40,8cfkisxf1fkxdqtt6tx1tup48,1,1.8,30.0,2024-10-25T17:05:01.304Z,2024-10-25T17:05:03Z,74m58jsznzu8l89b8h7rkh1bd,C. Jensen,,,5310790727,285,,5310790725,56,Back,5310790797,233,53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2738556515,39,6,1,4,41,8cfkisxf1fkxdqtt6tx1tup48,0,0.0,23.8,2024-10-25T17:05:02.384Z,2024-10-28T17:54:33Z,74m58jsznzu8l89b8h7rkh1bd,C. Jensen,,,5310790921,73,,5310791023,233,54,5310790919,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2738556523,54,6,1,4,41,b8oqgvx1ijeyn6y1cn6929ix4,1,100.0,76.2,2024-10-25T17:05:02.384Z,2024-10-25T17:05:08Z,9fvf8z6p8ok0n5vu999ysfywa,C. Jørgensen,,,5310790965,56,Center,5310790995,233,39,5310790967,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2738556985,55,1,1,5,15,b8oqgvx1ijeyn6y1cn6929ix4,1,99.5,99.5,2024-10-25T17:05:36.991Z,2024-10-28T17:54:37Z,dyzzo6n83rg4fpvmqqa69moes,A. Beck,,,5310793415,141,50.4,5310793403,2,,5310793413,140,95.3,5310793411,56,Center,5310793405,6,,5323060271,20,,5310793407,155,,5310793417,212,33.7,5310793409,223,,5310793421,1,5310793419,213,4.58,,,,,,,,,,,,,,,,,,
2738556989,56,61,1,5,16,b8oqgvx1ijeyn6y1cn6929ix4,1,95.3,50.4,2024-10-25T17:05:37.773Z,2024-10-25T17:05:48Z,9618hk1lq7i6see347k7plkyy,M. Sarr,1.0,,5310793429,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2738557015,57,44,1,5,20,b8oqgvx1ijeyn6y1cn6929ix4,1,94.0,53.1,2024-10-25T17:05:41.278Z,2024-10-25T19:28:06Z,9ircna8pbskreztmy1wiqwx9m,S. Yatéké,,,5310793587,233,40,5310793555,56,Center,5310793557,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2738556987,40,44,1,5,20,8cfkisxf1fkxdqtt6tx1tup48,0,6.0,46.9,2024-10-25T17:05:41.279Z,2024-10-25T19:28:06Z,am3509ake84cde1xhb9264i22,M. Gudmann,,,5310793427,285,,5310793425,56,Back,5310793611,233,57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2738557039,58,15,1,5,20,b8oqgvx1ijeyn6y1cn6929ix4,1,92.3,51.3,2024-10-25T17:05:41.539Z,2024-10-25T19:57:58Z,9ircna8pbskreztmy1wiqwx9m,S. Yatéké,,,5310796357,103,24.1,5310793677,17,,5310795937,328,,5310796359,146,98.4,5310793679,56,Center,5310795931,25,,5310796349,29,,5310795933,15,,5310796361,147,50,5310796375,233,5310796351,55,56,5310796347,79,,41,5310796355,102,48.7,,,,,,,,,,,
2738557007,41,10,1,5,20,8cfkisxf1fkxdqtt6tx1tup48,1,2.1,49.9,2024-10-25T17:05:41.639Z,2024-10-28T17:55:18Z,dqqswfn9s1tdxjoslts8ks6xg,B. Bayrak,,,5323062329,378,,5310793515,56,Back,5310793509,173,,5310793511,178,,5310793513,182,,5310796007,233,58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2738557021,42,52,1,5,23,8cfkisxf1fkxdqtt6tx1tup48,1,2.1,49.9,2024-10-25T17:05:44.762Z,2024-10-28T17:55:22Z,dqqswfn9s1tdxjoslts8ks6xg,B. Bayrak,,,5323062533,378,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2738557191,43,1,1,5,31,8cfkisxf1fkxdqtt6tx1tup48,1,7.5,36.0,2024-10-25T17:05:52.927Z,2024-10-28T17:56:24Z,dqqswfn9s1tdxjoslts8ks6xg,B. Bayrak,,,5310794407,140,15.5,5323064525,123,,5323064775,189,,5310794409,141,13.5,5310794413,213,5.21,5310794405,56,Back,5310794411,212,17.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2740821107,813,1,1,5,33,8cfkisxf1fkxdqtt6tx1tup48,1,13.3,6.9,2024-10-25T17:05:54.692Z,2024-10-28T17:56:42Z,4m7gr5z6b40dj02yrmlwgeluc,S. Larsen,,,5323066255,56,Right,5323066259,141,14.1,5323066253,157,,5323066265,1,,5323066603,189,,5323066263,213,0.13,5323066257,140,50.2,5323066261,212,39.1,,,,,,,,,,,,,,,,,,,,,,,,,,
2738557217,44,1,1,5,38,8cfkisxf1fkxdqtt6tx1tup48,1,55.8,25.0,2024-10-25T17:06:00.087Z,2024-10-25T17:06:02Z,3mcj3wypzq3lno1ehc0vif1sl,J. Arias,,,5310794565,140,54.7,5310794569,141,35.7,5310794573,213,1.73,5310794563,56,Center,5310794571,212,7.4,5310794561,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2738557279,45,1,1,5,41,8cfkisxf1fkxdqtt6tx1tup48,1,54.7,34.0,2024-10-25T17:06:02.686Z,2024-10-25T17:06:08Z,3mgrufy83uhzs9liw8pwxi784,G. Larsen,,,5310794881,141,22.1,5310794883,212,21.4,5310794877,56,Center,5310794885,213,5.90,5310794879,140,73.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2738557303,46,1,1,5,47,8cfkisxf1fkxdqtt6tx1tup48,1,69.7,24.7,2024-10-25T17:06:08.542Z,2024-10-25T19:37:07Z,3mcj3wypzq3lno1ehc0vif1sl,J. Arias,,,5310795019,213,4.08,5310795011,56,Right,5310795013,140,64.9,5310795017,212,8.5,5310795015,141,14.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2738557397,47,1,1,5,49,8cfkisxf1fkxdqtt6tx1tup48,1,64.9,14.6,2024-10-25T17:06:10.712Z,2024-10-25T17:06:15Z,4m7gr5z6b40dj02yrmlwgeluc,S. Larsen,,,5310795473,56,Right,5310795485,213,2.91,5310795477,140,51.5,5310795483,212,14.4,5310795481,141,19.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2738557497,48,1,1,5,54,8cfkisxf1fkxdqtt6tx1tup48,1,53.8,25.5,2024-10-25T17:06:15.623Z,2024-10-25T17:06:22Z,am3509ake84cde1xhb9264i22,M. Gudmann,,,5310795993,213,2.08,5310795991,212,15.5,5310795989,141,45.4,5310795987,140,46.6,5310795985,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2738557549,49,1,1,6,1,8cfkisxf1fkxdqtt6tx1tup48,1,48.4,51.2,2024-10-25T17:06:22.551Z,2024-10-25T17:06:26Z,5nved2kta2hk8103hkyhq33hm,M. Jakobsen,,,5310796281,212,20.2,5310796275,140,54.0,5310796285,213,1.28,5310796273,56,Left,5310796277,141,79.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2738557559,50,1,1,6,5,8cfkisxf1fkxdqtt6tx1tup48,1,54.0,79.6,2024-10-25T17:06:26.799Z,2024-10-25T19:37:05Z,2pm5oqzyonn0dysa5nszgq3xm,H. Bonnesen,,,5310796325,141,74.2,5310796321,56,Center,5310796323,140,61.2,5310796327,212,8.4,5310796329,213,5.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2738557585,51,1,1,6,6,8cfkisxf1fkxdqtt6tx1tup48,1,61.2,74.2,2024-10-25T17:06:27.431Z,2024-10-25T17:06:29Z,3mcj3wypzq3lno1ehc0vif1sl,J. Arias,,,5310796459,140,70.5,5310796461,141,84.1,5310796457,56,Left,5310796463,212,11.9,5310796465,213,0.60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2740822353,814,50,1,6,6,8cfkisxf1fkxdqtt6tx1tup48,1,66.9,82.2,2024-10-25T17:06:27.560Z,2024-10-28T19:39:30Z,1icurh5jrnw1e6jdgqxjnhdnu,G. Çulhacı,,,5323379747,233,59,5323073487,286,,5323073485,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2738557577,59,7,1,6,6,b8oqgvx1ijeyn6y1cn6929ix4,0,33.1,17.8,2024-10-25T17:06:27.561Z,2024-10-28T19:39:30Z,3xz0h3d6r2qgmv9egms8yaz56,C. Vestergaard,,,5323072817,56,Back,5323072915,384,,5323072819,285,,5323379731,233,814,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2738557623,52,1,1,6,8,8cfkisxf1fkxdqtt6tx1tup48,1,70.1,84.1,2024-10-25T17:06:29.646Z,2024-10-25T17:07:27Z,1icurh5jrnw1e6jdgqxjnhdnu,G. Çulhacı,,,5310796637,140,57.6,5310796639,141,88.1,5310796643,213,2.94,5310796641,212,13.4,5310796635,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2738557671,53,43,1,6,12,8cfkisxf1fkxdqtt6tx1tup48,1,0.0,0.0,2024-10-25T17:06:33.614Z,2024-10-25T17:06:35Z,67p0s4o54xcmiustgy8k5gljo,S. Hald,,,5310796885,141,88.1,5310796883,140,57.6,5310796881,56,Left,5310796889,213,0.00,5310796887,212,0,5310796969,144,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2738557739,54,1,1,6,15,8cfkisxf1fkxdqtt6tx1tup48,1,45.6,81.1,2024-10-25T17:06:36.622Z,2024-10-25T19:37:03Z,2pm5oqzyonn0dysa5nszgq3xm,H. Bonnesen,,,5310797269,56,Back,5310797279,141,66.1,5310797275,140,32.1,5310797283,212,17.5,5310797287,213,3.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2738557759,55,1,1,6,19,8cfkisxf1fkxdqtt6tx1tup48,1,31.2,63.9,2024-10-25T17:06:40.230Z,2024-10-25T17:06:41Z,dqqswfn9s1tdxjoslts8ks6xg,B. Bayrak,,,5310797385,212,17.1,5310797379,56,Back,5310797383,141,80.8,5310797381,140,43.3,5310797389,213,0.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2738557831,56,1,1,6,20,8cfkisxf1fkxdqtt6tx1tup48,1,43.3,80.8,2024-10-25T17:06:41.702Z,2024-10-25T17:06:46Z,67p0s4o54xcmiustgy8k5gljo,S. Hald,,,5310797693,140,37.2,5310797691,56,Back,5310797699,212,9.6,5310797695,141,70.3,5310797701,213,3.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2738557861,57,1,1,6,22,8cfkisxf1fkxdqtt6tx1tup48,1,37.3,70.3,2024-10-25T17:06:43.278Z,2024-10-28T18:00:03Z,5nved2kta2hk8103hkyhq33hm,M. Jakobsen,,,5310797879,140,78.4,5310797875,155,,5310797887,1,,5310797877,56,Left,5310797885,213,0.24,5310797883,212,44.4,5310797881,141,85.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2738557879,58,1,1,6,28,8cfkisxf1fkxdqtt6tx1tup48,1,80.8,86.2,2024-10-25T17:06:49.278Z,2024-10-28T18:00:06Z,1icurh5jrnw1e6jdgqxjnhdnu,G. Çulhacı,1.0,,5310798027,141,49.6,5323074995,72,,5310798031,212,26.3,5310798719,154,,5310798039,213,5.04,5310798017,56,Center,5323074993,224,,5310798021,140,88.9,5310798015,155,,5310798717,210,5310798013,2,,,,,13,,,,,,,,,,,,,,
2738557885,59,13,1,6,29,8cfkisxf1fkxdqtt6tx1tup48,1,92.9,47.9,2024-10-25T17:06:50.437Z,2024-10-28T18:00:29Z,3mcj3wypzq3lno1ehc0vif1sl,J. Arias,,,5310798771,102,43.0,5310798773,103,20.8,5310798763,29,,5310798229,20,,5310798765,154,,5310798775,328,,5310798069,22,,5310798779,231,49.5,5310837825,214,,5310798777,230,5310798767,55,58,5310798071,17,,99.3,5310798759,84,,5310798073,56,Center,,,,,,,,
2738557891,60,5,1,6,30,8cfkisxf1fkxdqtt6tx1tup48,0,100.4,41.0,2024-10-25T17:06:52.135Z,2024-10-25T19:24:31Z,3mcj3wypzq3lno1ehc0vif1sl,J. Arias,,,5310798107,346,,5310799445,233,60,5310798105,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2738558119,60,5,1,6,30,b8oqgvx1ijeyn6y1cn6929ix4,1,-0.4,59.0,2024-10-25T17:06:52.135Z,2024-10-25T19:24:30Z,3xz0h3d6r2qgmv9egms8yaz56,C. Vestergaard,,,5310799423,233,60,5310799371,56,Back,5310799373,346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2738558259,61,1,1,6,49,b8oqgvx1ijeyn6y1cn6929ix4,1,5.2,61.5,2024-10-25T17:07:10.301Z,2024-10-25T17:07:21Z,8ewvm6ux4yvpwgrzjkc1chqwa,A. Nørager,,,5310800045,124,,5310800065,237,,5310800049,56,Back,5310800061,213,4.61,5310800055,141,50.6,5310800059,212,7.4,5310800053,140,4.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2738558273,62,1,1,7,0,b8oqgvx1ijeyn6y1cn6929ix4,1,16.4,50.6,2024-10-25T17:07:21.484Z,2024-10-25T17:07:22Z,52vwj2s29n7wngablotd7pboq,J. Ægidius,,,5310800133,213,0.05,5310800131,212,13.2,5310800127,140,29.0,5310800125,56,Back,5310800129,141,51.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2738558315,63,1,1,7,1,b8oqgvx1ijeyn6y1cn6929ix4,1,29.0,51.6,2024-10-25T17:07:22.653Z,2024-10-25T17:07:26Z,f58yr2jmfp8kpgprfxbokt1t6,M. Vestergård,,,5310800331,212,26.2,5310800325,140,26.6,5310800327,141,13.2,5310800335,213,4.62,5310800323,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2738558335,64,1,1,7,4,b8oqgvx1ijeyn6y1cn6929ix4,1,26.6,13.2,2024-10-25T17:07:26.069Z,2024-10-25T17:17:37Z,dqssvdpt2iwg8qn9wto3miind,A. Leifsson,,,5310800417,213,5.96,5310800413,141,7.4,5310800411,140,38.0,5310800415,212,12.6,5310800409,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2738558365,65,1,1,7,6,b8oqgvx1ijeyn6y1cn6929ix4,1,38.0,7.4,2024-10-25T17:07:27.660Z,2024-10-25T17:19:51Z,9618hk1lq7i6see347k7plkyy,M. Sarr,,,5310800549,56,Back,5310800557,213,2.12,5310800555,212,14.3,5310800553,141,25.3,5310800551,140,30.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2738558395,66,1,1,7,8,b8oqgvx1ijeyn6y1cn6929ix4,0,30.9,25.3,2024-10-25T17:07:29.989Z,2024-10-25T17:07:32Z,3xz0h3d6r2qgmv9egms8yaz56,C. Vestergaard,,,5310800659,212,39.0,5310800653,56,Right,5310800651,155,,5310800655,140,63.7,5310800663,1,,5310800657,141,0.0,5310800661,213,5.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
