id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/10/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/12/value,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/14/value,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/16/value
2802137795,26,1,1,2,7,b8oqgvx1ijeyn6y1cn6929ix4,1,40.8,33.7,2025-04-17T11:02:29.215Z,2025-04-17T12:23:16Z,b6l4m6bmqgil9bjjov4tnuivo,C. Palm,,,5657606201,56,Center,5657606207,212,28.9,5657606209,213,5.99,5657606205,141,21.3,5657606199,155,,5657606203,140,67.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802137799,27,1,1,2,10,b8oqgvx1ijeyn6y1cn6929ix4,1,64.6,30.3,2025-04-17T11:02:32.071Z,2025-04-17T11:02:34Z,9ircna8pbskreztmy1wiqwx9m,S. Yatéké,,,5657606239,56,Center,5657606245,212,10.6,5657606243,141,44.6,5657606247,213,1.15,5657606241,140,68.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802137807,28,3,1,2,12,b8oqgvx1ijeyn6y1cn6929ix4,1,64.2,36.4,2025-04-17T11:02:34.264Z,2025-04-18T11:32:03Z,b6l4m6bmqgil9bjjov4tnuivo,C. Palm,,,5657606289,286,,5658824483,464,,5657606301,233,33,5657606287,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802137805,33,45,1,2,12,dbl7ir1qugqz8nvp1vzn8im50,0,35.8,63.6,2025-04-17T11:02:34.264Z,2025-04-17T11:02:41Z,2uw6m0yavlvkkiob73hoywb56,G. Grubbe,,,5657606283,56,Back,5657606285,285,,5657606319,233,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802137823,29,1,1,2,13,b8oqgvx1ijeyn6y1cn6929ix4,1,67.3,35.7,2025-04-17T11:02:35.559Z,2025-04-17T11:02:41Z,b6l4m6bmqgil9bjjov4tnuivo,C. Palm,,,5657606371,56,Right,5657606373,140,67.6,5657606377,212,10.9,5657606375,141,19.7,5657606379,213,4.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802137827,30,1,1,2,18,b8oqgvx1ijeyn6y1cn6929ix4,0,80.4,12.3,2025-04-17T11:02:40.183Z,2025-04-17T11:02:41Z,9fvf8z6p8ok0n5vu999ysfywa,C. Jørgensen,,,5657606393,213,0.28,5657606387,140,88.6,5657606391,212,9.0,5657606385,56,Right,5657606389,141,15.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802137833,34,1,1,2,20,dbl7ir1qugqz8nvp1vzn8im50,0,20.8,79.4,2025-04-17T11:02:42.602Z,2025-04-17T11:02:43Z,bxamae8lo647u6k3kruigir8q,A. Sørensen,,,5657606413,140,22.2,5657606445,236,,5657606421,1,,5657606415,141,79.9,5657606409,157,,5657606419,213,0.23,5657606417,212,1.5,5657606411,56,Back,5657606447,233,31,5657606451,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802137835,31,74,1,2,20,b8oqgvx1ijeyn6y1cn6929ix4,1,85.8,15.3,2025-04-17T11:02:42.603Z,2025-04-17T11:02:44Z,9fvf8z6p8ok0n5vu999ysfywa,C. Jørgensen,,,5657606425,285,,5657606467,233,34,5657606423,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802137849,35,1,1,2,24,dbl7ir1qugqz8nvp1vzn8im50,0,13.0,98.1,2025-04-17T11:02:46.682Z,2025-04-18T11:32:21Z,bxamae8lo647u6k3kruigir8q,A. Sørensen,,,5657606519,213,0.21,5657606515,141,100.0,5657606513,140,22.8,5657606517,212,10.5,5657606511,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802137857,32,5,1,2,25,b8oqgvx1ijeyn6y1cn6929ix4,1,72.9,-1.5,2025-04-17T11:02:47.728Z,2025-04-17T13:12:07Z,9fvf8z6p8ok0n5vu999ysfywa,C. Jørgensen,,,5657606551,347,,5657606557,233,36,5657606549,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802137851,36,5,1,2,25,dbl7ir1qugqz8nvp1vzn8im50,0,27.1,101.5,2025-04-17T11:02:47.728Z,2025-04-17T13:12:08Z,bxamae8lo647u6k3kruigir8q,A. Sørensen,,,5657606525,56,Back,5657606561,233,32,5657606527,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802137903,33,1,1,2,53,b8oqgvx1ijeyn6y1cn6929ix4,0,80.6,0.0,2025-04-17T11:03:15.231Z,2025-04-17T11:03:17Z,3xz0h3d6r2qgmv9egms8yaz56,C. Vestergaard,,,5657606801,107,,5657606811,213,1.12,5657606807,141,45.8,5657606805,140,95.5,5657606809,212,35.7,5657606803,56,Center,5657606813,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802137905,37,52,1,2,55,dbl7ir1qugqz8nvp1vzn8im50,1,4.2,57.9,2025-04-17T11:03:17.946Z,2025-04-18T11:32:34Z,2g019dl7zougqjo7usig0rf11,M. Hansen,,,5658825237,378,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802137923,39,1,1,3,8,dbl7ir1qugqz8nvp1vzn8im50,1,12.6,44.2,2025-04-17T11:03:30.210Z,2025-04-17T11:03:33Z,2g019dl7zougqjo7usig0rf11,M. Hansen,,,5657606905,212,17.0,5657606901,140,24.5,5657606907,213,0.74,5657606903,141,61.1,5657606899,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802137927,40,1,1,3,11,dbl7ir1qugqz8nvp1vzn8im50,1,25.9,63.3,2025-04-17T11:03:33.241Z,2025-04-17T11:03:36Z,auk14ut8cwaqop549u2zmfgt1,N. Bürgy,,,5657606933,141,52.5,5657606937,213,3.56,5657606931,140,10.3,5657606929,56,Back,5657606935,212,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802137929,41,1,1,3,13,dbl7ir1qugqz8nvp1vzn8im50,1,10.3,52.5,2025-04-17T11:03:35.963Z,2025-04-17T11:03:37Z,2g019dl7zougqjo7usig0rf11,M. Hansen,,,5657606947,141,49.7,5657606943,56,Back,5657606951,213,6.13,5657606945,140,21.7,5657606949,212,12.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802137933,42,1,1,3,14,dbl7ir1qugqz8nvp1vzn8im50,1,21.7,49.7,2025-04-17T11:03:36.969Z,2025-04-17T11:03:40Z,2uw6m0yavlvkkiob73hoywb56,G. Grubbe,,,5657606981,156,,5657606975,212,17.9,5657606973,141,27.7,5657606977,213,4.13,5657606971,140,12.3,5657606969,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802137945,43,1,1,3,18,dbl7ir1qugqz8nvp1vzn8im50,1,19.7,14.7,2025-04-17T11:03:40.546Z,2025-04-17T11:03:44Z,dqtarwrqvkopmzbt2ovp2dln9,B. Paulsen,,,5657607041,213,0.50,5657607037,141,29.7,5657607033,56,Back,5657607039,212,21.1,5657607035,140,37.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802137975,44,1,1,3,22,dbl7ir1qugqz8nvp1vzn8im50,1,41.4,37.4,2025-04-17T11:03:44.393Z,2025-04-17T11:03:50Z,2z8u8kyv91shp0la8alkn6kus,M. Ejdum,,,5657607183,213,1.04,5657607177,140,54.3,5657607181,212,26.8,5657607179,141,71.4,5657607175,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802137977,45,1,1,3,28,dbl7ir1qugqz8nvp1vzn8im50,1,62.2,71.4,2025-04-17T11:03:50.425Z,2025-04-17T11:03:52Z,15jhbyn4wsbd865fd9djcwaok,W. Martin,,,5657607197,140,70.6,5657607201,212,15.5,5657607195,56,Left,5657607199,141,90.2,5657607203,213,0.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802137985,46,1,1,3,29,dbl7ir1qugqz8nvp1vzn8im50,1,70.6,90.2,2025-04-17T11:03:51.906Z,2025-04-17T11:03:54Z,bxamae8lo647u6k3kruigir8q,A. Sørensen,,,5657607223,140,87.8,5657607225,141,84.8,5657607229,213,6.08,5657607227,212,18.4,5657607221,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802137987,47,1,1,3,32,dbl7ir1qugqz8nvp1vzn8im50,0,87.8,84.8,2025-04-17T11:03:54.777Z,2025-04-18T11:33:22Z,2z8u8kyv91shp0la8alkn6kus,M. Ejdum,,,5658825925,72,,5657607279,236,,5657607259,213,4.97,5657607255,141,77.9,5657607281,233,34,5658825923,386,,5657607243,2,,5657607257,212,4.9,5658825921,225,,5657607251,140,89.0,5657607285,286,5657607247,56,Center,,,,,,,,,,,,,,,,,,,,,,
2802137991,34,12,1,3,32,b8oqgvx1ijeyn6y1cn6929ix4,1,9.4,25.8,2025-04-17T11:03:54.877Z,2025-04-17T11:03:57Z,423hv4unq5vvnp7kecv6wp3is,M. Saaby,,,5657607277,56,Back,5657607287,233,47,5657607275,185,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802137995,35,6,1,3,34,b8oqgvx1ijeyn6y1cn6929ix4,0,10.0,24.4,2025-04-17T11:03:56.738Z,2025-04-18T11:35:44Z,423hv4unq5vvnp7kecv6wp3is,M. Saaby,,,5657607297,73,,5657607295,56,Back,5657607315,233,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802137989,48,6,1,3,34,dbl7ir1qugqz8nvp1vzn8im50,1,90.0,75.6,2025-04-17T11:03:56.738Z,2025-04-17T13:05:21Z,2z8u8kyv91shp0la8alkn6kus,M. Ejdum,,,5657607291,56,Center,5657607293,73,,5657607299,233,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802138059,49,1,1,4,7,dbl7ir1qugqz8nvp1vzn8im50,1,99.5,99.5,2025-04-17T11:04:29.122Z,2025-04-18T11:38:15Z,1mml4inucvyomv1dcog3c1pt5,N. Mickelson,1.0,,5658829397,386,,5657607675,213,4.61,5658828539,20,,5657677291,154,,5657607663,155,,5657607659,2,,5657677289,210,15,5657607661,6,,5657607667,56,Center,5657607669,140,95.2,5657607673,212,5657607671,141,36.6,43.0,5657607677,1,5658829395,225,,,,,,,,,,,,,,,,,
2802138149,52,15,1,4,10,dbl7ir1qugqz8nvp1vzn8im50,1,96.2,36.8,2025-04-17T11:04:32.305Z,2025-04-18T11:38:12Z,dqtarwrqvkopmzbt2ovp2dln9,B. Paulsen,,,5657608419,25,,5657608589,80,,5657608593,154,,5657608605,328,,5657608609,147,45.8,5657608159,56,Center,5657608591,29,,5657608613,233,47,5657608599,102,46.4,5657608421,20,,5657608595,55,5657608157,62,,49,5657608601,103,5657608607,146,1.9,98.9,5658830677,114,5657608603,108,,,,,,,,,,,
2802138179,47,10,1,4,10,b8oqgvx1ijeyn6y1cn6929ix4,1,1.0,54.6,2025-04-17T11:04:32.405Z,2025-04-18T11:38:09Z,6sdv4s8oz558wfhx72vwlpvu2,L. Moser,,,5657608297,178,,5657608299,182,,5657608399,177,,5657608635,233,52,5658830529,376,,5657608301,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802138067,36,52,1,4,12,b8oqgvx1ijeyn6y1cn6929ix4,1,2.3,51.6,2025-04-17T11:04:34.813Z,2025-04-18T11:37:27Z,6sdv4s8oz558wfhx72vwlpvu2,L. Moser,,,5658830859,376,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802138079,37,1,1,4,14,b8oqgvx1ijeyn6y1cn6929ix4,1,14.3,53.3,2025-04-17T11:04:36.926Z,2025-04-17T11:04:39Z,6sdv4s8oz558wfhx72vwlpvu2,L. Moser,,,5657607771,213,1.10,5657607767,141,87.5,5657607761,123,,5657607765,140,25.6,5657607769,212,26.1,5657607763,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802138081,38,3,1,4,17,b8oqgvx1ijeyn6y1cn6929ix4,0,30.0,90.4,2025-04-17T11:04:39.549Z,2025-04-18T11:38:37Z,4zpmxlmdfa5wx79cr0q14pfx1,M. Olsen,,,5657607777,285,,5658832025,464,,5657607863,233,50,5657607775,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802138095,50,7,1,4,17,dbl7ir1qugqz8nvp1vzn8im50,1,70.0,9.6,2025-04-17T11:04:39.550Z,2025-04-18T11:38:39Z,15jhbyn4wsbd865fd9djcwaok,W. Martin,,,5657607825,167,,5657607829,286,,5657607827,56,Right,5658832069,385,,5657607843,233,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802138103,39,5,1,4,18,b8oqgvx1ijeyn6y1cn6929ix4,1,28.9,102.0,2025-04-17T11:04:40.781Z,2025-04-17T13:12:08Z,4zpmxlmdfa5wx79cr0q14pfx1,M. Olsen,,,5657607893,347,,5657607943,233,51,5657607891,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802138111,51,5,1,4,18,dbl7ir1qugqz8nvp1vzn8im50,0,71.1,-2.0,2025-04-17T11:04:40.781Z,2025-04-17T13:12:08Z,15jhbyn4wsbd865fd9djcwaok,W. Martin,,,5657607941,347,,5657607939,56,Right,5657607949,233,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802138135,40,1,1,4,24,b8oqgvx1ijeyn6y1cn6929ix4,1,29.2,100.0,2025-04-17T11:04:46.325Z,2025-04-17T11:04:55Z,8ewvm6ux4yvpwgrzjkc1chqwa,A. Nørager,,,5657608081,140,15.0,5657608079,56,Back,5657608087,213,3.55,5657608083,141,91.2,5657608085,212,16.3,5657608077,107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802138141,41,1,1,4,33,b8oqgvx1ijeyn6y1cn6929ix4,1,19.8,68.5,2025-04-17T11:04:55.758Z,2025-04-17T11:04:58Z,b55jtl3ixolidn6cvc4t90efo,J. Vadstrup,,,5657608113,212,13.2,5657608115,213,4.73,5657608109,140,20.0,5657608111,141,49.1,5657608107,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802138145,42,1,1,4,35,b8oqgvx1ijeyn6y1cn6929ix4,1,26.1,44.6,2025-04-17T11:04:57.902Z,2025-04-17T11:04:59Z,5u9zrgsm6wycfcbk04m64wd1w,N. Morberg,,,5657608133,140,22.1,5657608137,212,18.8,5657608131,56,Back,5657608139,213,4.49,5657608135,141,17.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802138147,43,1,1,4,37,b8oqgvx1ijeyn6y1cn6929ix4,1,22.9,18.3,2025-04-17T11:04:59.453Z,2025-04-17T11:05:02Z,3xz0h3d6r2qgmv9egms8yaz56,C. Vestergaard,,,5657608151,213,2.43,5657608147,141,42.5,5657608143,56,Back,5657608149,212,25.2,5657608145,140,4.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802138157,44,1,1,4,40,b8oqgvx1ijeyn6y1cn6929ix4,1,4.7,42.5,2025-04-17T11:05:02.294Z,2025-04-17T11:05:05Z,6sdv4s8oz558wfhx72vwlpvu2,L. Moser,,,5657608203,140,9.3,5657608209,213,4.93,5657608205,141,10.0,5657608207,212,22.6,5657608201,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802138165,45,1,1,4,42,b8oqgvx1ijeyn6y1cn6929ix4,1,8.7,10.7,2025-04-17T11:05:04.949Z,2025-04-17T11:05:08Z,3xz0h3d6r2qgmv9egms8yaz56,C. Vestergaard,,,5657608229,140,32.3,5657608231,141,20.3,5657608235,213,0.26,5657608227,56,Back,5657608233,212,25.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802349759,849,83,1,4,45,dbl7ir1qugqz8nvp1vzn8im50,1,70.1,83.3,2025-04-17T11:05:07.185Z,2025-04-18T11:39:30Z,2uw6m0yavlvkkiob73hoywb56,G. Grubbe,,,5658833123,399,9fvf8z6p8ok0n5vu999ysfywa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802138167,46,3,1,4,46,b8oqgvx1ijeyn6y1cn6929ix4,0,34.1,21.6,2025-04-17T11:05:08.494Z,2025-04-18T11:39:07Z,9fvf8z6p8ok0n5vu999ysfywa,C. Jørgensen,,,5658832667,464,,5657608239,56,Back,5657608241,286,,5657608243,211,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802138189,54,1,1,4,48,dbl7ir1qugqz8nvp1vzn8im50,1,57.0,75.3,2025-04-17T11:05:10.321Z,2025-04-17T11:05:16Z,bxamae8lo647u6k3kruigir8q,A. Sørensen,,,5657608345,212,22.7,5657608339,56,Back,5657608341,140,35.4,5657608343,141,75.0,5657608347,213,3.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802138219,48,27,1,4,54,b8oqgvx1ijeyn6y1cn6929ix4,1,0.0,0.0,2025-04-17T11:05:16.100Z,2025-04-18T16:19:32Z,,,,,5658833739,41,Injury,5659817643,233,55,5658833741,53,9fvf8z6p8ok0n5vu999ysfywa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802138193,55,27,1,4,54,dbl7ir1qugqz8nvp1vzn8im50,1,0.0,0.0,2025-04-17T11:05:16.100Z,2025-04-18T16:19:32Z,,,,,5659817627,233,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802138255,49,28,1,5,18,b8oqgvx1ijeyn6y1cn6929ix4,1,0.0,0.0,2025-04-17T11:05:40.121Z,2025-04-17T11:05:41Z,,,,,5657608753,55,48,5657608763,233,56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802138249,56,28,1,5,18,dbl7ir1qugqz8nvp1vzn8im50,1,0.0,0.0,2025-04-17T11:05:40.121Z,2025-04-17T11:05:41Z,,,,,5657608757,233,49,5657608725,55,55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802138267,58,1,1,5,20,dbl7ir1qugqz8nvp1vzn8im50,1,36.8,70.2,2025-04-17T11:05:43.009Z,2025-04-17T11:06:04Z,auk14ut8cwaqop549u2zmfgt1,N. Bürgy,,,5657608837,140,34.3,5657608841,212,25.2,5657608843,213,4.61,5657608835,56,Back,5657608839,141,33.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802138271,59,1,1,5,22,dbl7ir1qugqz8nvp1vzn8im50,1,34.3,33.4,2025-04-17T11:05:44.664Z,2025-04-17T11:05:46Z,1mml4inucvyomv1dcog3c1pt5,N. Mickelson,,,5657608861,141,42.5,5657608857,56,Back,5657608859,140,33.8,5657608863,212,6.2,5657608865,213,1.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802138283,60,1,1,5,23,dbl7ir1qugqz8nvp1vzn8im50,1,33.8,42.5,2025-04-17T11:05:45.912Z,2025-04-17T11:05:49Z,dqtarwrqvkopmzbt2ovp2dln9,B. Paulsen,,,5657608905,140,42.0,5657608909,212,30.6,5657608913,213,1.29,5657608903,56,Back,5657608907,141,85.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802138289,61,1,1,5,27,dbl7ir1qugqz8nvp1vzn8im50,0,42.0,85.7,2025-04-17T11:05:49.177Z,2025-04-17T11:05:51Z,bxamae8lo647u6k3kruigir8q,A. Sørensen,,,5657608953,141,100.0,5657608957,213,0.44,5657608951,140,64.4,5657608949,56,Left,5657608955,212,26.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802138331,51,5,1,5,29,b8oqgvx1ijeyn6y1cn6929ix4,1,38.8,-1.8,2025-04-17T11:05:51.149Z,2025-04-17T13:12:09Z,6sdv4s8oz558wfhx72vwlpvu2,L. Moser,,,5657609179,347,,5657609185,233,62,5657609177,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802138293,62,5,1,5,29,dbl7ir1qugqz8nvp1vzn8im50,0,61.2,101.8,2025-04-17T11:05:51.149Z,2025-04-17T13:12:09Z,bxamae8lo647u6k3kruigir8q,A. Sørensen,,,5657608973,56,Left,5657609215,233,51,5657608975,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802138341,52,1,1,5,41,b8oqgvx1ijeyn6y1cn6929ix4,1,44.6,0.0,2025-04-17T11:06:04.044Z,2025-04-17T11:06:05Z,3xz0h3d6r2qgmv9egms8yaz56,C. Vestergaard,,,5657609225,56,Back,5657609229,141,9.8,5657609227,140,48.2,5657609231,212,8.8,5657609223,107,,5657609233,213,1.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802138343,53,1,1,5,43,b8oqgvx1ijeyn6y1cn6929ix4,1,48.2,9.8,2025-04-17T11:06:05.052Z,2025-04-17T11:06:07Z,423hv4unq5vvnp7kecv6wp3is,M. Saaby,,,5657609247,140,40.9,5657609251,212,9.0,5657609253,213,3.70,5657609245,56,Back,5657609249,141,2.8,5657609263,156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802138361,54,1,1,5,44,b8oqgvx1ijeyn6y1cn6929ix4,1,40.9,2.8,2025-04-17T11:06:06.228Z,2025-04-17T11:06:11Z,3xz0h3d6r2qgmv9egms8yaz56,C. Vestergaard,,,5657609349,212,11.0,5657609345,140,30.4,5657609351,213,3.09,5657609343,56,Back,5657609347,141,3.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802138363,55,1,1,5,49,b8oqgvx1ijeyn6y1cn6929ix4,0,28.4,10.1,2025-04-17T11:06:11.093Z,2025-04-17T11:06:13Z,b55jtl3ixolidn6cvc4t90efo,J. Vadstrup,,,5657609367,56,Back,5657609371,141,14.3,5657609385,236,,5657609387,233,63,5657609391,286,,5657609375,213,0.83,5657609369,140,30.9,5657609373,212,3.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802138367,63,74,1,5,49,dbl7ir1qugqz8nvp1vzn8im50,1,88.1,73.5,2025-04-17T11:06:11.094Z,2025-04-17T13:04:08Z,5vwzliaibdlhfm38g8v5z0r8p,J. Grot,,,5657609381,56,Center,5657609393,233,55,5657609383,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802350343,867,51,1,5,50,b8oqgvx1ijeyn6y1cn6929ix4,1,28.1,16.4,2025-04-17T11:06:12.134Z,2025-04-18T11:42:13Z,b55jtl3ixolidn6cvc4t90efo,J. Vadstrup,,,5658836609,169,65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802138379,65,15,1,5,53,dbl7ir1qugqz8nvp1vzn8im50,1,90.1,62.4,2025-04-17T11:06:15.288Z,2025-04-18T11:43:33Z,5vwzliaibdlhfm38g8v5z0r8p,J. Grot,,,5658836619,468,867,5657609441,56,Center,5657609437,22,,5657609639,103,3.8,5657609635,78,,5657609651,147,54.7,5657609647,146,96.5,5657609641,458,,5657609637,102,51.8,5657609977,233,59,5657609625,72,5658838143,214,,,5657779113,17,,,,,,,,,,,,,,,,,,,
2802138407,59,10,1,5,53,b8oqgvx1ijeyn6y1cn6929ix4,1,2.5,46.4,2025-04-17T11:06:15.388Z,2025-04-18T11:43:45Z,6sdv4s8oz558wfhx72vwlpvu2,L. Moser,,,5658838391,174,,5658838397,376,,5657610003,233,65,5657609609,56,Back,5658838393,389,,5658838395,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802138377,56,43,1,5,53,b8oqgvx1ijeyn6y1cn6929ix4,1,0.0,0.0,2025-04-17T11:06:15.813Z,2025-04-18T11:44:42Z,b55jtl3ixolidn6cvc4t90efo,J. Vadstrup,,,5658839489,144,83,5657610125,399,15jhbyn4wsbd865fd9djcwaok,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802138401,66,44,1,5,54,dbl7ir1qugqz8nvp1vzn8im50,1,85.7,51.0,2025-04-17T11:06:16.216Z,2025-04-17T11:07:13Z,15jhbyn4wsbd865fd9djcwaok,W. Martin,,,5657609575,56,Center,5657609591,233,58,5657609577,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802138397,58,44,1,5,54,b8oqgvx1ijeyn6y1cn6929ix4,0,14.3,49.0,2025-04-17T11:06:16.217Z,2025-04-17T12:25:35Z,5u9zrgsm6wycfcbk04m64wd1w,N. Morberg,,,5657609571,285,,5657609569,56,Back,5657609599,233,66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802138403,67,15,1,5,54,dbl7ir1qugqz8nvp1vzn8im50,1,88.6,56.4,2025-04-17T11:06:16.672Z,2025-04-18T11:46:18Z,15jhbyn4wsbd865fd9djcwaok,W. Martin,,,5657609581,17,,5657609769,15,,5657609811,147,51.6,5657609579,22,,5657609773,328,,5657609809,146,98.8,5657609805,103,14.6,5657609583,56,Center,5657610041,233,57,5657609807,458,,5657609801,78,5657609803,102,50.7,,,,,,,,,,,,,,,,,,,,,,
2802138391,57,10,1,5,54,b8oqgvx1ijeyn6y1cn6929ix4,1,1.4,48.6,2025-04-17T11:06:16.772Z,2025-04-18T11:46:30Z,6sdv4s8oz558wfhx72vwlpvu2,L. Moser,,,5657610059,233,67,5658841447,178,,5657609523,56,Back,5657610033,21,,5657610029,174,,5658841449,377,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
