id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/8/value,qualifier/10/value,qualifier/11/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value
2711907227,31,1,1,2,11,aqtkb4mgrz8c6iqfufj6qjbv9,1,35.9,60.2,2024-08-23T17:02:45.513Z,2024-08-23T17:11:02Z,7l7f98nn8gohmdacsdb2labkk,A. Alicino,,5164965431,56,Back,5164965437,212,8.2,5164965435,141,70.9,5164965439,213,1.08,5164965433,140,39.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711907245,32,1,1,2,11,aqtkb4mgrz8c6iqfufj6qjbv9,1,39.6,70.9,2024-08-23T17:02:46.248Z,2024-08-23T17:03:50Z,uiyol728wan4mxco2foplknp,A. Justinussen,,5164965559,140,43.8,5164965565,213,5.43,5164965563,212,6.7,5164965557,56,Back,5164965561,141,63.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711907249,33,1,1,2,13,aqtkb4mgrz8c6iqfufj6qjbv9,0,43.8,63.4,2024-08-23T17:02:47.968Z,2024-08-23T17:11:13Z,bop31qof3lon7u6rvmb68ktzp,M. Bay,,5164965577,213,0.55,5164965571,140,50.2,5164965569,56,Center,5164965573,141,69.4,5164965575,212,7.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711910975,107,1,1,2,20,ajtb177oqwawkdwbqhldmq6mx,1,33.0,10.3,2024-08-23T17:02:54.610Z,2024-08-23T17:12:10Z,e8vt8711wb40afht2v13omket,M. Wohlgemuth,,5164986481,140,19.9,5164986479,56,Back,5164986485,212,23.9,5164986487,213,2.18,5164986483,141,39.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711907329,32,1,1,2,23,ajtb177oqwawkdwbqhldmq6mx,1,19.8,41.7,2024-08-23T17:02:57.528Z,2024-08-23T17:12:20Z,b2gkyjq8emj9pywryc3rycogl,M. Falkesgaard,,5164965977,141,71.4,5164965979,212,20.9,5164965973,56,Back,5164965975,140,24.9,5164965981,213,1.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711907349,33,1,1,2,24,ajtb177oqwawkdwbqhldmq6mx,1,25.1,72.2,2024-08-23T17:02:58.720Z,2024-08-23T17:12:42Z,8xe0fufxfgf5cuwgysz3r2j85,E. Christensen,,5164966111,140,21.6,5164966109,56,Back,5164966115,212,17.5,5164966117,213,4.50,5164966113,141,47.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711911511,115,1,1,2,26,ajtb177oqwawkdwbqhldmq6mx,1,19.4,46.4,2024-08-23T17:03:01.153Z,2024-08-23T17:12:53Z,b2gkyjq8emj9pywryc3rycogl,M. Falkesgaard,,5164988077,141,30.7,5164988075,140,20.1,5164988079,212,10.7,5164988073,56,Back,5164988081,213,4.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711907363,34,1,1,2,28,ajtb177oqwawkdwbqhldmq6mx,0,23.1,38.2,2024-08-23T17:03:02.792Z,2024-08-23T17:03:06Z,2uellcocrvapu7o70g5zdcmad,J. Egeris,,5164966197,155,,5164966209,1,,5164966203,141,16.2,5164966207,213,6.08,5164966199,56,Right,5164966205,212,74.4,5164966201,140,92.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711911787,140,59,1,2,30,aqtkb4mgrz8c6iqfufj6qjbv9,1,10.0,82.0,2024-08-23T17:03:05.427Z,2024-08-23T17:13:32Z,8mswl5vzza12hylodrrsq3zvu,A. Kappenberger,,5164989235,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711907383,34,12,1,2,31,aqtkb4mgrz8c6iqfufj6qjbv9,1,8.4,82.2,2024-08-23T17:03:06.217Z,2024-08-23T17:13:21Z,8mswl5vzza12hylodrrsq3zvu,A. Kappenberger,,5164966303,140,23.9,5164966309,213,0.68,5164966369,167,,5164966307,212,21.0,5164966305,141,100.0,5164966301,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711907387,35,5,1,2,34,aqtkb4mgrz8c6iqfufj6qjbv9,0,25.9,101.6,2024-08-23T17:03:08.552Z,2024-08-23T18:58:55Z,8mswl5vzza12hylodrrsq3zvu,A. Kappenberger,,5164966325,56,Back,5164966483,233,35,5164966327,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711907421,35,5,1,2,34,ajtb177oqwawkdwbqhldmq6mx,1,74.1,-1.6,2024-08-23T17:03:08.552Z,2024-08-23T18:58:54Z,2uellcocrvapu7o70g5zdcmad,J. Egeris,,5164966479,233,35,5164966475,56,Right,5164966477,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711907429,36,1,1,2,38,ajtb177oqwawkdwbqhldmq6mx,0,69.8,0.0,2024-08-23T17:03:12.728Z,2024-08-23T17:13:59Z,6g671k5lvgoo2bgub2516q1w4,L. Henriksen,,5164966517,107,,5164966523,141,10.0,5164966525,212,11.6,5164966527,213,0.77,5164990327,189,,5164966519,56,Right,5164966521,140,77.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711907433,37,83,1,2,40,ajtb177oqwawkdwbqhldmq6mx,0,77.7,9.8,2024-08-23T17:03:14.833Z,2024-08-23T17:03:19Z,8i0o1b8rjsab9se3v6vteqmfo,E. Nnamani,,5164966751,399,uiyol728wan4mxco2foplknp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711907459,36,1,1,2,41,aqtkb4mgrz8c6iqfufj6qjbv9,1,28.5,91.1,2024-08-23T17:03:16.201Z,2024-08-23T17:03:17Z,uiyol728wan4mxco2foplknp,A. Justinussen,,5164966645,141,80.3,5164966649,213,4.61,5164966643,140,27.8,5164966641,56,Back,5164966647,212,7.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711907463,37,1,1,2,42,aqtkb4mgrz8c6iqfufj6qjbv9,1,28.3,78.3,2024-08-23T17:03:17.312Z,2024-08-23T17:06:35Z,bpldj4qdzfdm1n739atcadbmc,B. Kücükylidiz,,5164966661,140,22.8,5164966665,212,7.4,5164966667,213,3.82,5164966659,56,Back,5164966663,141,71.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711907477,39,1,1,2,43,aqtkb4mgrz8c6iqfufj6qjbv9,1,17.0,69.7,2024-08-23T17:03:18.089Z,2024-08-23T17:03:22Z,5i6n6yne6fh410vk7p7kkokmi,G. Arndal-Lauritzen,,5164966745,212,16.2,5164966741,140,4.7,5164966739,56,Back,5164966743,141,55.2,5164966747,213,3.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711907503,40,1,1,2,47,aqtkb4mgrz8c6iqfufj6qjbv9,0,2.8,52.2,2024-08-23T17:03:22.465Z,2024-08-23T17:03:24Z,8mswl5vzza12hylodrrsq3zvu,A. Kappenberger,,5164966897,140,55.5,5164966903,213,0.13,5164966899,141,62.6,5164966893,157,,5164966905,1,,5164966901,212,55.8,5164966895,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711907535,38,1,1,2,53,ajtb177oqwawkdwbqhldmq6mx,0,40.2,36.8,2024-08-23T17:03:28.425Z,2024-08-23T19:04:10Z,2uellcocrvapu7o70g5zdcmad,J. Egeris,,5164967075,1,,5164967065,56,Right,5164967071,212,46.4,5164967067,140,76.9,5164967073,213,5.69,5164967069,141,0.0,5164967063,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711907539,39,5,1,2,55,ajtb177oqwawkdwbqhldmq6mx,0,67.7,-1.5,2024-08-23T17:03:29.522Z,2024-08-23T18:58:55Z,2uellcocrvapu7o70g5zdcmad,J. Egeris,,5164967079,56,Right,5164967413,233,41,5164967081,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711907593,41,5,1,2,55,aqtkb4mgrz8c6iqfufj6qjbv9,1,32.3,101.5,2024-08-23T17:03:29.522Z,2024-08-23T18:58:55Z,8mswl5vzza12hylodrrsq3zvu,A. Kappenberger,,5164967385,233,39,5164967365,56,Back,5164967367,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711907655,42,1,1,3,5,aqtkb4mgrz8c6iqfufj6qjbv9,0,40.9,100.0,2024-08-23T17:03:39.817Z,2024-08-23T17:03:43Z,elsygne5tjybbxrqgehtovnro,L. Bøje-Larsen,,5164967649,213,5.89,5164967643,140,55.6,5164967647,212,16.7,5164967645,141,92.4,5164967639,107,,5164967641,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711907669,40,44,1,3,7,ajtb177oqwawkdwbqhldmq6mx,1,40.6,7.0,2024-08-23T17:03:42.457Z,2024-08-23T18:58:32Z,6g671k5lvgoo2bgub2516q1w4,L. Henriksen,,5164967673,56,Back,5164967675,285,,5164967711,233,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711907663,43,44,1,3,7,aqtkb4mgrz8c6iqfufj6qjbv9,0,59.4,93.0,2024-08-23T17:03:42.458Z,2024-08-23T18:58:33Z,uiyol728wan4mxco2foplknp,A. Justinussen,,5164967667,286,,5164967747,233,40,5164967665,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711907693,41,1,1,3,8,ajtb177oqwawkdwbqhldmq6mx,1,35.3,4.9,2024-08-23T17:03:43.089Z,2024-08-23T17:15:11Z,6g671k5lvgoo2bgub2516q1w4,L. Henriksen,,5164967801,3,,5164967807,141,4.5,5164967803,56,Back,5164967809,212,11.4,5164967805,140,46.2,5164967811,213,6.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711907703,42,1,1,3,9,ajtb177oqwawkdwbqhldmq6mx,1,43.7,7.8,2024-08-23T17:03:44.073Z,2024-08-23T17:15:46Z,86mx27krl6c613x6e3t9g3cic,F. Isaki,,5164967867,3,,5164967875,212,12.4,5164967873,141,24.6,5164967877,213,1.96,5164967871,140,39.2,5164967869,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711907737,44,44,1,3,9,ajtb177oqwawkdwbqhldmq6mx,1,43.6,15.4,2024-08-23T17:03:44.361Z,2024-08-23T17:15:38Z,e8vt8711wb40afht2v13omket,M. Wohlgemuth,,5164968041,56,Back,5164968043,285,,5164972501,233,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711907689,44,44,1,3,9,aqtkb4mgrz8c6iqfufj6qjbv9,0,56.4,84.6,2024-08-23T17:03:44.362Z,2024-08-23T17:15:32Z,bop31qof3lon7u6rvmb68ktzp,M. Bay,,5164967795,56,Left,5164972517,233,44,5164967797,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711907715,43,1,1,3,10,ajtb177oqwawkdwbqhldmq6mx,0,38.7,22.9,2024-08-23T17:03:45.281Z,2024-08-23T17:16:00Z,e8vt8711wb40afht2v13omket,M. Wohlgemuth,,5164967931,3,,5164967937,141,18.4,5164967941,213,6.04,5164967939,212,13.0,5164967935,140,50.7,5164967933,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711907705,45,1,1,3,11,aqtkb4mgrz8c6iqfufj6qjbv9,1,52.8,86.3,2024-08-23T17:03:45.858Z,2024-08-23T17:15:59Z,7l7f98nn8gohmdacsdb2labkk,A. Alicino,,5164967887,141,77.6,5164967889,212,11.1,5164967883,56,Center,5164967891,213,5.72,5164967881,3,,5164967885,140,61.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711907725,46,1,1,3,12,aqtkb4mgrz8c6iqfufj6qjbv9,1,61.8,77.6,2024-08-23T17:03:46.665Z,2024-08-23T17:03:48Z,1fjkjzsei9slx2t4zhsqdkve1,M. Etim,,5164967975,3,,5164967983,212,9.4,5164967979,140,64.3,5164967981,141,90.9,5164967985,213,1.29,5164967977,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711907755,47,1,1,3,13,aqtkb4mgrz8c6iqfufj6qjbv9,0,64.3,90.9,2024-08-23T17:03:48.250Z,2024-08-23T17:03:52Z,uiyol728wan4mxco2foplknp,A. Justinussen,,5164968131,157,,5164968143,212,21.0,5164968135,56,Left,5164968147,1,,5164968145,213,6.27,5164968139,140,84.3,5164968141,141,90.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711907775,45,4,1,3,19,ajtb177oqwawkdwbqhldmq6mx,1,13.4,9.8,2024-08-23T17:03:53.816Z,2024-08-23T17:16:32Z,2uellcocrvapu7o70g5zdcmad,J. Egeris,,5164997013,294,,5164968333,285,,5164968325,13,,5164968327,56,Back,5164968349,233,48,5164968329,152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711907769,48,4,1,3,19,aqtkb4mgrz8c6iqfufj6qjbv9,0,86.6,90.2,2024-08-23T17:03:53.817Z,2024-08-23T17:16:34Z,1fjkjzsei9slx2t4zhsqdkve1,M. Etim,,5164968273,56,Left,5164968279,286,,5164968275,152,,5164968373,233,45,5164997067,294,,5164968271,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711907859,46,1,1,3,33,ajtb177oqwawkdwbqhldmq6mx,1,23.0,10.7,2024-08-23T17:04:08.114Z,2024-08-23T17:04:09Z,2uellcocrvapu7o70g5zdcmad,J. Egeris,,5164968687,5,,5164968697,212,29.4,5164968693,140,10.6,5164968699,213,2.03,5164968703,189,,5164968689,152,,5164968691,56,Back,5164968695,141,49.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711907871,47,1,1,3,35,ajtb177oqwawkdwbqhldmq6mx,1,10.6,49.4,2024-08-23T17:04:10.185Z,2024-08-23T17:04:11Z,b2gkyjq8emj9pywryc3rycogl,M. Falkesgaard,,5164968755,141,64.9,5164968751,56,Back,5164968759,213,1.29,5164968753,140,13.5,5164968757,212,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711907909,48,1,1,3,37,ajtb177oqwawkdwbqhldmq6mx,1,13.5,64.9,2024-08-23T17:04:11.705Z,2024-08-23T17:04:19Z,8xe0fufxfgf5cuwgysz3r2j85,E. Christensen,,5164968957,56,Back,5164968961,141,48.7,5164968959,140,10.1,5164968963,212,11.6,5164968965,213,4.40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711907917,49,1,1,3,44,ajtb177oqwawkdwbqhldmq6mx,1,23.3,47.9,2024-08-23T17:04:19.402Z,2024-08-23T17:04:21Z,b2gkyjq8emj9pywryc3rycogl,M. Falkesgaard,,5164968999,141,25.9,5164968997,140,18.8,5164969003,213,4.41,5164969001,212,15.7,5164968995,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711907923,50,1,1,3,46,ajtb177oqwawkdwbqhldmq6mx,1,18.8,25.9,2024-08-23T17:04:21.297Z,2024-08-23T17:04:23Z,2uellcocrvapu7o70g5zdcmad,J. Egeris,,5164969047,140,40.0,5164969049,141,9.8,5164969053,213,5.83,5164969051,212,24.8,5164969045,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711907927,51,1,1,3,48,ajtb177oqwawkdwbqhldmq6mx,1,40.0,9.8,2024-08-23T17:04:22.938Z,2024-08-23T17:04:24Z,86mx27krl6c613x6e3t9g3cic,F. Isaki,,5164969073,140,29.0,5164969079,213,2.38,5164969077,212,15.9,5164969075,141,25.9,5164969097,156,,5164969071,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711907941,52,1,1,3,52,ajtb177oqwawkdwbqhldmq6mx,0,29.0,25.9,2024-08-23T17:04:27.057Z,2024-08-23T17:17:34Z,ezbixgm2km8iapnsl57bn4wkp,M. Mouritz,,5164969169,141,0.0,5164969167,140,63.8,5164999065,155,,5164969173,213,5.81,5164969165,56,Right,5164969171,212,41.1,5164969175,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711908025,49,5,1,3,53,aqtkb4mgrz8c6iqfufj6qjbv9,1,37.0,101.8,2024-08-23T17:04:27.785Z,2024-08-23T18:58:56Z,1fjkjzsei9slx2t4zhsqdkve1,M. Etim,,5164969645,233,53,5164969619,56,Back,5164969621,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711907949,53,5,1,3,53,ajtb177oqwawkdwbqhldmq6mx,0,63.0,-1.8,2024-08-23T17:04:27.785Z,2024-08-23T18:58:56Z,e8vt8711wb40afht2v13omket,M. Wohlgemuth,,5164969649,233,49,5164969209,347,,5164969207,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711908061,50,1,1,4,6,aqtkb4mgrz8c6iqfufj6qjbv9,1,42.5,100.0,2024-08-23T17:04:41.385Z,2024-08-23T17:04:46Z,elsygne5tjybbxrqgehtovnro,L. Bøje-Larsen,,5164969785,141,77.8,5164969781,56,Center,5164969779,107,,5164969791,1,,5164969789,213,5.47,5164969783,140,56.7,5164969787,212,21.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711908083,51,1,1,4,11,aqtkb4mgrz8c6iqfufj6qjbv9,1,46.0,63.1,2024-08-23T17:04:46.137Z,2024-08-23T17:04:48Z,1fjkjzsei9slx2t4zhsqdkve1,M. Etim,,5164969901,141,33.3,5164969905,213,4.25,5164969899,140,36.4,5164969897,56,Back,5164969903,212,22.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711908101,52,1,1,4,13,aqtkb4mgrz8c6iqfufj6qjbv9,1,35.9,33.1,2024-08-23T17:04:48.256Z,2024-08-23T17:04:51Z,khqldwfq14b7giakss24l9t5,K. Enghardt,,5164969999,212,14.6,5164970001,213,5.00,5164969997,141,12.5,5164969995,140,39.8,5164969991,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711908105,53,1,1,4,16,aqtkb4mgrz8c6iqfufj6qjbv9,1,39.8,11.4,2024-08-23T17:04:51.401Z,2024-08-23T17:18:37Z,9lsylzgf7e3i5zb0fshnxo6xg,S. Sharif,,5164970019,140,56.1,5164970021,141,13.4,5164970017,56,Right,5164970023,212,17.2,5164970025,213,0.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711908121,54,1,1,4,17,aqtkb4mgrz8c6iqfufj6qjbv9,1,56.1,13.4,2024-08-23T17:04:52.129Z,2024-08-23T17:19:04Z,1n4eldqa7h9jvcx1693zqu06i,T. Arndal,,5164970089,140,39.0,5165001325,156,,5164970095,213,3.07,5164970093,212,18.0,5164970087,56,Back,5164970091,141,15.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711908139,55,1,1,4,20,aqtkb4mgrz8c6iqfufj6qjbv9,1,38.4,14.1,2024-08-23T17:04:55.305Z,2024-08-23T17:18:52Z,9lsylzgf7e3i5zb0fshnxo6xg,S. Sharif,,5164970221,213,2.64,5164970219,212,16.6,5164970213,56,Back,5164970215,140,24.5,5164970217,141,25.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711908151,56,1,1,4,25,aqtkb4mgrz8c6iqfufj6qjbv9,1,22.2,24.9,2024-08-23T17:05:00.097Z,2024-08-23T17:05:01Z,khqldwfq14b7giakss24l9t5,K. Enghardt,,5164970293,213,2.13,5164970289,141,59.3,5164970287,140,8.2,5164970285,56,Back,5164970291,212,27.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711908189,57,1,1,4,27,aqtkb4mgrz8c6iqfufj6qjbv9,1,8.2,59.3,2024-08-23T17:05:01.569Z,2024-08-23T17:05:07Z,8mswl5vzza12hylodrrsq3zvu,A. Kappenberger,,5164970485,141,82.9,5164970481,56,Back,5164970489,213,0.99,5164970483,140,18.3,5164970487,212,19.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711908211,58,1,1,4,32,aqtkb4mgrz8c6iqfufj6qjbv9,0,18.9,85.6,2024-08-23T17:05:07.186Z,2024-08-23T17:05:09Z,5i6n6yne6fh410vk7p7kkokmi,G. Arndal-Lauritzen,,5164970561,141,73.0,5164970555,155,,5164970565,213,6.08,5164970567,1,,5164970557,56,Center,5164970559,140,59.2,5164970563,212,43.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711908207,54,44,1,4,33,ajtb177oqwawkdwbqhldmq6mx,1,38.4,30.6,2024-08-23T17:05:07.650Z,2024-08-23T18:58:33Z,2uellcocrvapu7o70g5zdcmad,J. Egeris,,5164970637,233,59,5164970553,285,,5164970551,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711908215,59,44,1,4,33,aqtkb4mgrz8c6iqfufj6qjbv9,0,61.6,69.4,2024-08-23T17:05:07.651Z,2024-08-23T18:58:34Z,1fjkjzsei9slx2t4zhsqdkve1,M. Etim,,5164970595,286,,5164970593,56,Center,5164970649,233,54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711908229,55,1,1,4,33,ajtb177oqwawkdwbqhldmq6mx,1,34.6,36.7,2024-08-23T17:05:08.058Z,2024-08-23T17:05:11Z,2uellcocrvapu7o70g5zdcmad,J. Egeris,,5164970669,3,,5164970677,212,18.8,5164970673,140,40.4,5164970679,213,5.04,5164970671,56,Back,5164970675,141,10.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711908253,57,1,1,4,37,ajtb177oqwawkdwbqhldmq6mx,0,37.2,8.8,2024-08-23T17:05:11.650Z,2024-08-23T17:20:23Z,86mx27krl6c613x6e3t9g3cic,F. Isaki,,5164970749,140,31.9,5164970753,212,13.6,5164970755,213,1.99,5164970747,56,Back,5164970751,141,27.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711914581,226,1,1,4,38,aqtkb4mgrz8c6iqfufj6qjbv9,0,69.9,78.5,2024-08-23T17:05:12.945Z,2024-08-23T17:20:42Z,uiyol728wan4mxco2foplknp,A. Justinussen,,5165004625,141,73.0,5165004967,233,172,5165004621,56,Center,5165004629,213,4.49,5165004623,140,69.1,5165004965,236,,5165004971,286,,5165004627,212,3.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711914569,172,74,1,4,38,ajtb177oqwawkdwbqhldmq6mx,1,33.0,26.6,2024-08-23T17:05:12.946Z,2024-08-23T18:58:48Z,2uellcocrvapu7o70g5zdcmad,J. Egeris,,5165004951,285,,5165004949,56,Back,5165004995,233,226,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711908261,58,1,1,4,39,ajtb177oqwawkdwbqhldmq6mx,1,27.7,22.8,2024-08-23T17:05:13.810Z,2024-08-23T17:05:15Z,2uellcocrvapu7o70g5zdcmad,J. Egeris,,5164970807,56,Back,5164970813,212,13.2,5164970815,213,4.43,5164970809,140,24.2,5164970811,141,4.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711908287,59,1,1,4,40,ajtb177oqwawkdwbqhldmq6mx,0,24.2,4.1,2024-08-23T17:05:15.154Z,2024-08-23T17:05:18Z,6g671k5lvgoo2bgub2516q1w4,L. Henriksen,,5164970907,141,36.1,5164970903,56,Back,5164970909,212,25.6,5164970905,140,37.0,5164970911,213,1.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711908325,61,1,1,4,44,aqtkb4mgrz8c6iqfufj6qjbv9,1,72.7,67.3,2024-08-23T17:05:18.564Z,2024-08-23T17:05:24Z,1fjkjzsei9slx2t4zhsqdkve1,M. Etim,,5164971105,56,Center,5164971113,213,4.72,5164971109,141,21.8,5164971111,212,30.9,5164971107,140,73.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711908335,62,1,1,4,50,aqtkb4mgrz8c6iqfufj6qjbv9,1,79.7,6.2,2024-08-23T17:05:24.497Z,2024-08-23T17:05:25Z,9lsylzgf7e3i5zb0fshnxo6xg,S. Sharif,,5164971159,140,71.0,5164971165,213,2.37,5164971163,212,12.7,5164971157,56,Right,5164971161,141,19.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711908349,63,1,1,4,51,aqtkb4mgrz8c6iqfufj6qjbv9,1,71.0,19.2,2024-08-23T17:05:25.697Z,2024-08-23T17:05:27Z,7l7f98nn8gohmdacsdb2labkk,A. Alicino,,5164971253,141,33.3,5164971249,56,Center,5164971257,213,2.53,5164971255,212,16.7,5164971251,140,58.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711908373,64,1,1,4,53,aqtkb4mgrz8c6iqfufj6qjbv9,1,58.0,33.3,2024-08-23T17:05:27.642Z,2024-08-23T17:05:30Z,khqldwfq14b7giakss24l9t5,K. Enghardt,,5164971359,140,63.8,5164971365,213,5.16,5164971363,212,14.0,5164971361,141,14.7,5164971357,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711908383,65,1,1,4,55,aqtkb4mgrz8c6iqfufj6qjbv9,1,63.5,14.7,2024-08-23T17:05:30.385Z,2024-08-23T17:05:32Z,bpldj4qdzfdm1n739atcadbmc,B. Kücükylidiz,,5164971415,213,1.24,5164971413,212,4.2,5164971407,56,Right,5164971409,140,64.8,5164971411,141,20.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711908413,66,1,1,4,57,aqtkb4mgrz8c6iqfufj6qjbv9,1,64.8,20.6,2024-08-23T17:05:32.081Z,2024-08-23T17:05:37Z,7l7f98nn8gohmdacsdb2labkk,A. Alicino,,5164971625,56,Right,5164971633,213,3.28,5164971631,212,13.0,5164971627,140,52.5,5164971629,141,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
