id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/14/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/11/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/16/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/19/id,qualifier/19/qualifierId,qualifier/20/id,qualifier/20/qualifierId
2799105093,30,1,1,2,22,b2vft81kyjurzbmekvgrqwr64,1,42.1,90.3,2025-04-11T16:32:42.555Z,2025-04-11T16:32:43Z,ea2x4o6ufsqoz2zz7tqcnvo16,L. Klitten,,5640983099,56,Back,5640983101,140,27.1,5640983105,212,18.7,5640983103,141,75.4,5640983107,213,3.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799105113,31,1,1,2,23,b2vft81kyjurzbmekvgrqwr64,1,27.1,75.4,2025-04-11T16:32:43.611Z,2025-04-11T16:32:45Z,ebd3uvtt54wkdsahc2127j02c,F. Dietz,,5640983211,212,8.5,5640983209,141,81.2,5640983207,140,34.3,5640983205,56,Back,5640983213,213,0.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799105123,32,1,1,2,25,b2vft81kyjurzbmekvgrqwr64,1,34.3,81.2,2025-04-11T16:32:45.435Z,2025-04-11T19:59:31Z,b0yv1pcxifawqx6r1cfqq3otm,Z. Hyltoft,,5640983261,213,1.57,5640983259,212,9.7,5640983255,140,34.3,5640983253,56,Back,5640983257,141,95.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799105173,33,1,1,2,27,b2vft81kyjurzbmekvgrqwr64,1,34.3,95.4,2025-04-11T16:32:47.155Z,2025-04-11T16:32:50Z,ea2x4o6ufsqoz2zz7tqcnvo16,L. Klitten,,5640983529,141,79.7,5640983527,140,33.8,5640983531,212,10.7,5640983533,213,4.66,5640983525,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799105221,34,1,1,2,30,b2vft81kyjurzbmekvgrqwr64,1,37.6,72.6,2025-04-11T16:32:50.348Z,2025-04-11T16:32:54Z,b0yv1pcxifawqx6r1cfqq3otm,Z. Hyltoft,,5640983845,1,,5640983843,213,4.85,5640983837,140,43.6,5640983841,212,46.0,5640983833,196,,5640983835,56,Back,5640983839,141,5.6,5640983831,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799105251,35,1,1,2,34,b2vft81kyjurzbmekvgrqwr64,1,39.9,5.6,2025-04-11T16:32:54.355Z,2025-04-11T16:32:57Z,e19g5bz7s9wqcvj8mttztxi0a,O. Klitten,,5640984013,140,39.4,5640984015,141,23.7,5640984017,212,12.3,5640984019,213,1.61,5640984011,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799105277,36,1,1,2,37,b2vft81kyjurzbmekvgrqwr64,1,39.4,23.7,2025-04-11T16:32:57.539Z,2025-04-11T16:33:00Z,cflwegqpzch8y30pb3dhigqnd,E. Søgaard,,5640984141,213,5.63,5640984137,141,5.2,5640984139,212,20.7,5640984135,140,55.0,5640984133,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799105367,37,1,1,2,40,b2vft81kyjurzbmekvgrqwr64,1,57.6,4.7,2025-04-11T16:33:00.348Z,2025-04-11T16:33:10Z,e19g5bz7s9wqcvj8mttztxi0a,O. Klitten,,5640984581,141,65.1,5640984585,213,1.15,5640984577,56,Center,5640984583,212,44.9,5640984573,155,,5640984587,1,,5640984575,196,,5640984579,140,74.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799105317,28,4,1,2,45,ajtb177oqwawkdwbqhldmq6mx,1,24.7,30.1,2025-04-11T16:33:05.206Z,2025-04-11T18:54:56Z,6g671k5lvgoo2bgub2516q1w4,L. Henriksen,,5640984389,13,,5640984397,285,,5640984395,265,,5640985251,233,38,5640984393,152,,5640984391,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799105375,38,4,1,2,45,b2vft81kyjurzbmekvgrqwr64,0,75.3,69.9,2025-04-11T16:33:05.207Z,2025-04-11T23:47:42Z,ea2x4o6ufsqoz2zz7tqcnvo16,L. Klitten,,5642541859,55,39,5640985221,233,28,5640984933,13,,5640984935,56,Center,5640984939,265,,5640984937,152,,5640984941,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799105719,39,17,1,3,18,b2vft81kyjurzbmekvgrqwr64,1,0.0,0.0,2025-04-11T16:33:38.093Z,2025-04-11T23:47:41Z,ea2x4o6ufsqoz2zz7tqcnvo16,L. Klitten,,5640986701,13,243,5640986697,31,,5640986699,392,,5642541841,55,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799106459,30,27,1,4,37,ajtb177oqwawkdwbqhldmq6mx,1,0.0,0.0,2025-04-11T16:34:57.135Z,2025-04-11T16:35:13Z,,,,5640991303,53,6g671k5lvgoo2bgub2516q1w4,5640991301,41,Injury,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799106497,31,43,1,4,40,ajtb177oqwawkdwbqhldmq6mx,1,0.0,0.0,2025-04-11T16:35:00.279Z,2025-04-11T16:36:07Z,,,,5640994389,144,28,5640990503,55,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799107263,32,28,1,5,45,ajtb177oqwawkdwbqhldmq6mx,1,0.0,0.0,2025-04-11T16:36:05.110Z,2025-04-11T16:36:09Z,,,,5640994461,55,30,5640994493,233,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799107231,42,28,1,5,45,b2vft81kyjurzbmekvgrqwr64,1,0.0,0.0,2025-04-11T16:36:05.110Z,2025-04-11T16:36:08Z,,,,5640994481,233,32,5640994233,55,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799107557,33,1,1,6,9,ajtb177oqwawkdwbqhldmq6mx,0,26.3,25.8,2025-04-11T16:36:29.838Z,2025-04-11T16:36:32Z,9y3vs6l0mjj38z0kw062jlh3p,A. Vaporakis,,5640995889,157,,5640995897,140,74.1,5640995909,213,0.11,5640995901,141,33.6,5640995905,212,50.5,5640995885,5,,5640995911,1,,5640995895,56,Center,5640995893,152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799107661,44,44,1,6,10,b2vft81kyjurzbmekvgrqwr64,1,48.6,40.4,2025-04-11T16:36:30.078Z,2025-04-11T18:40:37Z,b0yv1pcxifawqx6r1cfqq3otm,Z. Hyltoft,,5640996545,233,35,5640996435,285,,5640996433,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799107657,35,44,1,6,10,ajtb177oqwawkdwbqhldmq6mx,0,51.4,59.6,2025-04-11T16:36:30.079Z,2025-04-11T16:51:22Z,8i0o1b8rjsab9se3v6vteqmfo,E. Nnamani,,5640996529,233,44,5640996415,56,Center,5640996417,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799107609,43,1,1,6,10,b2vft81kyjurzbmekvgrqwr64,0,28.5,62.7,2025-04-11T16:36:30.168Z,2025-04-11T16:51:52Z,b0yv1pcxifawqx6r1cfqq3otm,Z. Hyltoft,,5640996161,141,40.0,5640996159,140,52.9,5640996157,56,Center,5640996163,212,29.9,5640996155,3,,5640996165,213,5.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799107645,34,1,1,6,14,ajtb177oqwawkdwbqhldmq6mx,1,46.9,52.2,2025-04-11T16:36:34.326Z,2025-04-11T16:36:38Z,6dki65mdd3letfjjj51i0w3c9,A. Heimer,,5640996355,3,,5640996363,212,10.8,5640996365,213,0.93,5640996361,141,64.9,5640996359,140,53.0,5640996357,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799107785,37,44,1,6,17,ajtb177oqwawkdwbqhldmq6mx,1,53.4,74.2,2025-04-11T16:36:37.167Z,2025-04-11T16:54:47Z,e8vt8711wb40afht2v13omket,M. Wohlgemuth,,5640997139,233,46,5640997075,56,Center,5640997143,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799107737,46,44,1,6,17,b2vft81kyjurzbmekvgrqwr64,0,46.6,25.8,2025-04-11T16:36:37.168Z,2025-04-11T19:59:32Z,9xub4z9b3bog8wqhn5yfihecp,M. Pedersen,,5640996839,285,,5640996837,56,Back,5640997185,233,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799107669,36,1,1,6,17,ajtb177oqwawkdwbqhldmq6mx,0,53.0,64.9,2025-04-11T16:36:37.622Z,2025-04-11T16:55:14Z,e8vt8711wb40afht2v13omket,M. Wohlgemuth,,5640996465,140,66.1,5640996477,213,0.10,5640996473,212,13.8,5640996457,3,,5640996461,56,Center,5640996469,141,66.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799107735,45,1,1,6,20,b2vft81kyjurzbmekvgrqwr64,0,42.4,30.0,2025-04-11T16:36:39.959Z,2025-04-11T16:36:44Z,e19g5bz7s9wqcvj8mttztxi0a,O. Klitten,,5640996817,212,10.0,5640996809,157,,5640996815,141,22.5,5640996813,140,50.6,5640996811,56,Center,5640996819,213,5.75,5640996821,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799111609,100,44,1,6,25,ajtb177oqwawkdwbqhldmq6mx,1,60.5,82.5,2025-04-11T16:36:45.069Z,2025-04-11T18:40:38Z,e8vt8711wb40afht2v13omket,M. Wohlgemuth,,5641073581,233,175,5641073559,56,Left,5641073561,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799121139,175,44,1,6,25,b2vft81kyjurzbmekvgrqwr64,0,39.5,17.5,2025-04-11T16:36:45.070Z,2025-04-11T18:40:38Z,b0yv1pcxifawqx6r1cfqq3otm,Z. Hyltoft,,5641072491,285,,5641072489,56,Back,5641073591,233,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799111607,99,61,1,6,25,ajtb177oqwawkdwbqhldmq6mx,1,62.1,82.0,2025-04-11T16:36:45.102Z,2025-04-11T16:57:38Z,e8vt8711wb40afht2v13omket,M. Wohlgemuth,,5641074903,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799107791,38,61,1,6,27,ajtb177oqwawkdwbqhldmq6mx,1,58.3,61.1,2025-04-11T16:36:47.122Z,2025-04-11T16:36:47Z,8i0o1b8rjsab9se3v6vteqmfo,E. Nnamani,,5640997103,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799107815,39,1,1,6,29,ajtb177oqwawkdwbqhldmq6mx,1,58.6,62.9,2025-04-11T16:36:49.159Z,2025-04-11T16:36:49Z,e3n8xatusmgu7ttqpfdjanp3p,V. Hammershøy-Mistrati,,5640997225,56,Left,5640997237,213,1.87,5640997235,212,13.8,5640997227,140,54.7,5640997231,141,82.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799107843,40,1,1,6,29,ajtb177oqwawkdwbqhldmq6mx,1,54.7,82.3,2025-04-11T16:36:49.782Z,2025-04-11T16:36:51Z,e8vt8711wb40afht2v13omket,M. Wohlgemuth,,5640997383,141,94.2,5640997381,140,39.8,5640997379,56,Back,5640997387,212,17.6,5640997391,213,2.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799107879,41,1,1,6,31,ajtb177oqwawkdwbqhldmq6mx,1,39.8,94.2,2025-04-11T16:36:51.327Z,2025-04-11T18:54:51Z,ezbixgm2km8iapnsl57bn4wkp,M. Mouritz,,5640997565,140,29.5,5640997563,56,Back,5640997571,213,3.87,5640997569,212,14.5,5640997567,141,80.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799107907,42,1,1,6,35,ajtb177oqwawkdwbqhldmq6mx,1,28.4,78.4,2025-04-11T16:36:54.870Z,2025-04-11T16:36:56Z,6dki65mdd3letfjjj51i0w3c9,A. Heimer,,5640997733,212,10.2,5640997727,56,Back,5640997731,141,91.1,5640997729,140,33.5,5640997737,213,1.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799107941,43,1,1,6,36,ajtb177oqwawkdwbqhldmq6mx,1,33.5,91.1,2025-04-11T16:36:56.375Z,2025-04-11T16:36:58Z,ezbixgm2km8iapnsl57bn4wkp,M. Mouritz,,5640997903,213,4.26,5640997897,140,26.6,5640997901,212,16.6,5640997895,56,Back,5640997899,141,69.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799107979,44,1,1,6,38,ajtb177oqwawkdwbqhldmq6mx,1,24.5,67.5,2025-04-11T16:36:58.438Z,2025-04-11T16:37:02Z,6dki65mdd3letfjjj51i0w3c9,A. Heimer,,5640998145,140,14.2,5640998143,56,Back,5640998149,212,19.9,5640998153,213,4.14,5640998147,141,43.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799108015,45,1,1,6,42,ajtb177oqwawkdwbqhldmq6mx,1,15.8,42.4,2025-04-11T16:37:01.934Z,2025-04-11T16:37:04Z,9y3vs6l0mjj38z0kw062jlh3p,A. Vaporakis,,5640998351,140,34.2,5640998355,212,19.7,5640998353,141,36.9,5640998357,213,6.09,5640998349,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799108047,46,1,1,6,44,ajtb177oqwawkdwbqhldmq6mx,1,27.3,31.9,2025-04-11T16:37:04.678Z,2025-04-11T16:37:07Z,e8vt8711wb40afht2v13omket,M. Wohlgemuth,,5640998531,212,18.8,5640998527,140,21.5,5640998529,141,5.8,5640998525,56,Back,5640998533,213,4.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799108065,47,1,1,6,47,ajtb177oqwawkdwbqhldmq6mx,1,21.5,5.8,2025-04-11T16:37:07.030Z,2025-04-11T16:37:09Z,eyvv6b94feknnp1uew6n0ytat,N. Mouritsen,,5640998651,212,10.7,5640998639,56,Back,5640998655,213,2.43,5640998647,141,16.1,5640998643,140,13.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799108099,48,1,1,6,49,ajtb177oqwawkdwbqhldmq6mx,0,13.6,13.5,2025-04-11T16:37:08.902Z,2025-04-11T16:37:11Z,8xe0fufxfgf5cuwgysz3r2j85,E. Christensen,,5640998807,141,20.4,5640998809,212,59.0,5640998801,157,,5640998811,213,0.08,5640998813,1,,5640998803,56,Right,5640998805,140,69.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799108145,47,1,1,6,54,b2vft81kyjurzbmekvgrqwr64,0,27.3,73.6,2025-04-11T16:37:14.367Z,2025-04-11T16:37:16Z,ebd3uvtt54wkdsahc2127j02c,F. Dietz,,5640999095,213,5.72,5640999093,212,9.9,5640999085,3,,5640999089,140,35.3,5640999087,56,Back,5640999091,141,65.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799108201,49,1,1,7,0,ajtb177oqwawkdwbqhldmq6mx,0,84.3,27.0,2025-04-11T16:37:20.758Z,2025-04-11T16:37:21Z,kqj7nh6pqmqbt0abyyu0fcpg,O. Addo,,5640999369,212,1.3,5640999367,141,28.6,5640999371,213,0.98,5640999363,56,Center,5640999365,140,85.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799124937,235,61,1,7,1,b2vft81kyjurzbmekvgrqwr64,1,13.8,63.6,2025-04-11T16:37:21.078Z,2025-04-11T17:02:50Z,b0yv1pcxifawqx6r1cfqq3otm,Z. Hyltoft,,5641092479,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799108235,50,1,1,7,2,ajtb177oqwawkdwbqhldmq6mx,1,83.3,29.1,2025-04-11T16:37:22.054Z,2025-04-11T16:58:45Z,kqj7nh6pqmqbt0abyyu0fcpg,O. Addo,1.0,5641077697,210,15,5640999569,140,89.7,5641077699,154,,5640999571,141,56.9,5640999567,56,Center,5640999575,213,1.23,5640999573,212,20.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799108247,51,15,1,7,4,ajtb177oqwawkdwbqhldmq6mx,1,86.2,44.4,2025-04-11T16:37:24.039Z,2025-04-11T19:11:32Z,e3n8xatusmgu7ttqpfdjanp3p,V. Hammershøy-Mistrati,,5640999615,22,,5641077733,231,49.1,5641077731,230,98.9,5641821117,76,,5641077715,29,,5641077723,102,53.2,5641077725,103,19,5641077727,146,87.3,5641000509,20,,5641077717,154,,5640999619,56,Center,5641000515,82,5641077729,147,45.1,5641077719,55,50,5640999617,17,5641077771,233,49,,,,,,,,,,,,,
2799108279,49,10,1,7,4,b2vft81kyjurzbmekvgrqwr64,1,11.0,51.3,2025-04-11T16:37:24.139Z,2025-04-11T18:57:01Z,6bv0j0ezhh9u5u5hqz64p790q,M. Jacobsen,,5640999817,56,Back,5641077781,233,51,5640999815,94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799108241,48,43,1,7,4,b2vft81kyjurzbmekvgrqwr64,1,0.0,0.0,2025-04-11T16:37:24.451Z,2025-04-11T16:59:04Z,b0yv1pcxifawqx6r1cfqq3otm,Z. Hyltoft,,5641078473,144,61,5640999593,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799108417,52,5,1,7,7,ajtb177oqwawkdwbqhldmq6mx,1,65.7,102.0,2025-04-11T16:37:27.064Z,2025-04-11T17:03:17Z,ezbixgm2km8iapnsl57bn4wkp,M. Mouritz,,5641094213,233,50,5641000485,56,Left,5641000487,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799108461,50,5,1,7,7,b2vft81kyjurzbmekvgrqwr64,0,34.5,-2.0,2025-04-11T16:37:27.152Z,2025-04-11T17:03:16Z,6bv0j0ezhh9u5u5hqz64p790q,M. Jacobsen,,5641000713,347,,5641000711,56,Back,5641094251,233,52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799109247,58,18,1,7,8,ajtb177oqwawkdwbqhldmq6mx,1,0.0,0.0,2025-04-11T16:37:27.906Z,2025-04-11T16:40:10Z,6g671k5lvgoo2bgub2516q1w4,L. Henriksen,,5641005241,44,Defender,5641010401,41,,5641005243,59,2,5641005307,55,59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799109251,59,19,1,7,8,ajtb177oqwawkdwbqhldmq6mx,1,0.0,0.0,2025-04-11T16:37:27.907Z,2025-04-11T18:46:34Z,ab3nxxoj7bxlnhot9htoex1xw,G. Højbjerg,,5641005279,55,58,5641005275,59,21,5641005273,145,2,5641667523,292,3,5641010381,41,,5641005277,44,Defender,5641005901,293,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799108787,53,1,1,7,45,ajtb177oqwawkdwbqhldmq6mx,1,70.5,100.0,2025-04-11T16:38:05.590Z,2025-04-11T18:54:45Z,ab3nxxoj7bxlnhot9htoex1xw,G. Højbjerg,,5641002407,107,,5641002411,140,80.7,5641002413,141,89.7,5641002415,212,13.2,5641002409,56,Left,5641002417,213,5.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799108853,54,1,1,7,47,ajtb177oqwawkdwbqhldmq6mx,1,80.7,89.7,2025-04-11T16:38:07.534Z,2025-04-11T16:38:12Z,8i0o1b8rjsab9se3v6vteqmfo,E. Nnamani,,5641002863,212,13.4,5641002865,213,2.88,5641002861,141,94.7,5641002859,140,68.4,5641002857,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799128559,321,1,1,7,48,ajtb177oqwawkdwbqhldmq6mx,0,67.8,94.0,2025-04-11T16:38:08.681Z,2025-04-11T17:06:56Z,ab3nxxoj7bxlnhot9htoex1xw,G. Højbjerg,,5641112881,212,16.1,5641112875,56,Left,5641112883,213,2.81,5641112879,141,100.0,5641112877,140,53.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799128729,263,5,1,7,52,b2vft81kyjurzbmekvgrqwr64,1,46.5,-1.1,2025-04-11T16:38:12.128Z,2025-04-11T17:07:33Z,,,,5641116569,233,55,5641116513,56,Back,5641116515,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799108857,55,5,1,7,52,ajtb177oqwawkdwbqhldmq6mx,0,52.8,100.9,2025-04-11T16:38:12.742Z,2025-04-11T17:07:33Z,9y3vs6l0mjj38z0kw062jlh3p,A. Vaporakis,,5641116577,233,263,5641002873,56,Left,5641002877,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799108879,51,1,1,7,54,b2vft81kyjurzbmekvgrqwr64,1,54.4,0.0,2025-04-11T16:38:14.048Z,2025-04-11T17:05:50Z,8gqvlydur0v4cpmz1ozqkejh0,M. Bruhn,,5641107431,56,Right,5641107439,213,1.05,5641107435,141,11.5,5641107433,140,59.1,5641107429,107,,5641107437,212,9.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799108941,52,1,1,7,55,b2vft81kyjurzbmekvgrqwr64,1,54.5,15.9,2025-04-11T16:38:15.808Z,2025-04-11T16:38:20Z,4qyfoq5fjiochtj89w426lm21,S. Andreasen,,5641003323,212,10.3,5641003325,213,5.17,5641003321,141,2.3,5641003319,140,58.8,5641003317,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799108959,53,1,1,8,0,b2vft81kyjurzbmekvgrqwr64,0,68.5,3.1,2025-04-11T16:38:20.200Z,2025-04-11T16:38:22Z,9xub4z9b3bog8wqhn5yfihecp,M. Pedersen,,5641003459,56,Center,5641003469,1,,5641003461,140,90.6,5641003465,212,46.0,5641003463,141,61.5,5641003455,2,,5641003457,155,,5641003467,213,1.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799108987,56,12,1,8,1,ajtb177oqwawkdwbqhldmq6mx,1,8.2,33.0,2025-04-11T16:38:21.414Z,2025-04-11T17:04:10Z,eyvv6b94feknnp1uew6n0ytat,N. Mouritsen,,5641003617,141,24.3,5641003619,212,11.4,5641003621,213,3.69,5641003651,167,,5641003613,56,Back,5641003615,140,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799108971,54,6,1,8,3,b2vft81kyjurzbmekvgrqwr64,1,97.1,70.4,2025-04-11T16:38:23.847Z,2025-04-11T18:40:08Z,9xub4z9b3bog8wqhn5yfihecp,M. Pedersen,,5641003625,73,,5641003623,56,Center,5641003749,233,57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799108993,57,6,1,8,3,ajtb177oqwawkdwbqhldmq6mx,0,2.9,29.6,2025-04-11T16:38:23.847Z,2025-04-11T18:40:08Z,eyvv6b94feknnp1uew6n0ytat,N. Mouritsen,,5641003719,73,,5641003717,56,Back,5641003791,233,54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799109431,55,1,1,8,47,b2vft81kyjurzbmekvgrqwr64,0,99.5,99.5,2025-04-11T16:39:06.953Z,2025-04-11T16:39:09Z,9xub4z9b3bog8wqhn5yfihecp,M. Pedersen,,5641006209,140,93.8,5641006201,6,,5641006217,1,,5641006203,155,,5641006205,223,,5641006207,56,Center,5641006197,2,,5641006211,141,52.2,5641006215,213,4.53,5641006213,212,32.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799109433,60,12,1,8,48,ajtb177oqwawkdwbqhldmq6mx,1,3.1,55.4,2025-04-11T16:39:08.430Z,2025-04-11T18:54:43Z,e8vt8711wb40afht2v13omket,M. Wohlgemuth,,5641006227,213,5.84,5641006223,141,42.2,5641006225,212,21.1,5641006257,15,,5641006221,140,21.3,5641006219,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799109475,56,44,1,8,50,b2vft81kyjurzbmekvgrqwr64,1,84.2,60.0,2025-04-11T16:39:10.390Z,2025-04-11T18:40:38Z,dwuxps3jv2852642q000wep6,V. Rasmussen,,5641006407,286,,5641006423,233,61,5641006405,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799109465,61,44,1,8,50,ajtb177oqwawkdwbqhldmq6mx,0,15.8,40.0,2025-04-11T16:39:10.391Z,2025-04-11T18:40:39Z,e3n8xatusmgu7ttqpfdjanp3p,V. Hammershøy-Mistrati,,5641006375,56,Back,5641006445,233,56,5641006377,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799109489,57,1,1,8,51,b2vft81kyjurzbmekvgrqwr64,1,86.9,63.1,2025-04-11T16:39:11.136Z,2025-04-11T16:39:32Z,dwuxps3jv2852642q000wep6,V. Rasmussen,1.0,5641006487,141,82.7,5641006491,213,1.90,5641006481,3,,5641006489,212,14.1,5641007813,210,15,5641006483,56,Left,5641006485,140,82.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
