id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/8/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/11/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/10/value,qualifier/12/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/20/id,qualifier/20/qualifierId,qualifier/16/value
2711316509,29,5,1,2,49,bd4qakf7j0wwie8wke9km7uj8,1,84.4,-1.2,2024-08-20T16:02:55.360Z,2024-08-20T18:03:18Z,bwozpgcm48s08t1glxfgjajmd,N. Halse,,,5161618109,347,,5161618107,56,Right,5161618151,233,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711316481,32,5,1,2,49,a9vw7ikerpr4cuweeeka5aneg,0,15.6,101.2,2024-08-20T16:02:55.360Z,2024-08-20T18:03:18Z,bdz03qovxerzrv12lgljae1p0,C. Tapé,,,5161618159,233,29,5161618067,56,Back,5161618069,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711316533,30,1,1,2,55,bd4qakf7j0wwie8wke9km7uj8,1,81.7,0.0,2024-08-20T16:03:01.282Z,2024-08-20T16:03:07Z,duvhbifjh37mvlm46akiy431m,M. Juhl,,,5161618249,140,90.9,5161618245,107,,5161618251,141,7.4,5161618255,213,0.55,5161618247,56,Right,5161618253,212,11.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711316535,31,1,1,3,2,bd4qakf7j0wwie8wke9km7uj8,0,88.1,5.3,2024-08-20T16:03:07.512Z,2024-08-20T16:03:09Z,7h02v4ymnko5fh01iylbh34es,R. Arabaci,,,5161618263,140,83.2,5161618265,141,14.0,5161618261,56,Right,5161618267,212,7.8,5161618269,213,2.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711316537,33,8,1,3,4,a9vw7ikerpr4cuweeeka5aneg,1,20.1,82.3,2024-08-20T16:03:10.337Z,2024-08-20T16:03:10Z,61vr9xr91fr4g6ayzga5vn9w5,A. Ludwig,,,5161618271,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711316541,34,1,1,3,6,a9vw7ikerpr4cuweeeka5aneg,0,20.1,82.3,2024-08-20T16:03:11.569Z,2024-08-20T16:03:12Z,61vr9xr91fr4g6ayzga5vn9w5,A. Ludwig,,,5161618297,1,,5161618287,56,Back,5161618293,212,25.3,5161618285,157,,5161618295,213,6.19,5161618291,141,79.0,5161618289,140,44.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711316547,32,1,1,3,9,bd4qakf7j0wwie8wke9km7uj8,1,57.7,14.5,2024-08-20T16:03:15.160Z,2024-08-20T19:30:38Z,99tm7b6ux9s4qocz0y4pcahas,V. Montell,,,5161618331,213,6.00,5161618327,141,5.2,5161618323,56,Right,5161618321,3,,5161618325,140,78.2,5161618329,212,22.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711316549,33,1,1,3,10,bd4qakf7j0wwie8wke9km7uj8,0,78.2,5.2,2024-08-20T16:03:16.200Z,2024-08-20T16:03:17Z,duvhbifjh37mvlm46akiy431m,M. Juhl,,,5161618343,213,0.93,5161618339,141,26.0,5161618341,212,17.6,5161618337,140,88.2,5161618335,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711316553,35,12,1,3,11,a9vw7ikerpr4cuweeeka5aneg,1,19.2,65.4,2024-08-20T16:03:17.258Z,2024-08-20T16:03:22Z,5lu7bn7uec3zjqpoi1x81gbu1,S. Hausner,,,5161618369,213,1.00,5161618367,212,28.9,5161618365,141,100.0,5161618361,56,Back,5161618375,167,,5161618363,140,34.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711316569,34,5,1,3,15,bd4qakf7j0wwie8wke9km7uj8,1,67.9,-1.3,2024-08-20T16:03:21.377Z,2024-08-20T18:03:19Z,duvhbifjh37mvlm46akiy431m,M. Juhl,,,5161618451,56,Right,5161618455,233,36,5161618453,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711316555,36,5,1,3,15,a9vw7ikerpr4cuweeeka5aneg,0,32.1,101.3,2024-08-20T16:03:21.377Z,2024-08-20T18:03:19Z,5lu7bn7uec3zjqpoi1x81gbu1,S. Hausner,,,5161618371,56,Back,5161618459,233,34,5161618373,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711316571,35,1,1,3,26,bd4qakf7j0wwie8wke9km7uj8,0,71.3,0.0,2024-08-20T16:03:31.449Z,2024-08-20T16:03:33Z,duvhbifjh37mvlm46akiy431m,M. Juhl,,,5161618473,212,16.0,5161618467,56,Right,5161618471,141,5.8,5161618475,213,0.31,5161618465,107,,5161618469,140,85.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711316573,37,8,1,3,27,a9vw7ikerpr4cuweeeka5aneg,1,27.8,88.6,2024-08-20T16:03:33.346Z,2024-08-20T16:03:33Z,bdz03qovxerzrv12lgljae1p0,C. Tapé,,,5161618477,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711316599,36,5,1,3,29,bd4qakf7j0wwie8wke9km7uj8,1,73.3,-1.4,2024-08-20T16:03:34.793Z,2024-08-20T18:03:19Z,duvhbifjh37mvlm46akiy431m,M. Juhl,,,5161618605,233,38,5161618589,347,,5161618587,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711316583,38,5,1,3,29,a9vw7ikerpr4cuweeeka5aneg,0,26.7,101.4,2024-08-20T16:03:34.793Z,2024-08-20T18:03:20Z,bdz03qovxerzrv12lgljae1p0,C. Tapé,,,5161618509,56,Back,5161618609,233,36,5161618511,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711316609,37,1,1,3,36,bd4qakf7j0wwie8wke9km7uj8,1,80.9,0.0,2024-08-20T16:03:41.712Z,2024-08-20T16:03:45Z,duvhbifjh37mvlm46akiy431m,M. Juhl,,,5161618661,213,1.07,5161618657,141,32.2,5161618663,1,,5161618655,140,92.8,5161618651,107,,5161618659,212,26.2,5161618653,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711316611,38,50,1,3,40,bd4qakf7j0wwie8wke9km7uj8,1,91.4,32.0,2024-08-20T16:03:45.553Z,2024-08-20T17:00:30Z,7pnxa8wzxx5qxevcckxdd62tx,E. Nielsen,,,5161627983,286,,5161618667,56,Center,5161628083,233,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711316617,39,7,1,3,40,a9vw7ikerpr4cuweeeka5aneg,1,8.6,68.0,2024-08-20T16:03:45.554Z,2024-08-20T17:00:30Z,9dh7cnu4uzbraeck0t5iqlj4k,A. Herdonsson,,,5161618697,56,Back,5161628063,285,,5161628079,233,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711316647,41,1,1,3,48,a9vw7ikerpr4cuweeeka5aneg,1,7.5,46.1,2024-08-20T16:03:53.849Z,2024-08-20T16:04:03Z,8uhv14rin2znrr0wqgvcc2f2t,M. Delač,,,5161618863,213,5.07,5161618861,212,9.4,5161618857,140,10.6,5161618853,123,,5161618859,141,33.1,5161618855,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711316651,42,1,1,3,57,a9vw7ikerpr4cuweeeka5aneg,1,32.8,28.8,2024-08-20T16:04:03.153Z,2024-08-20T16:04:04Z,5lu7bn7uec3zjqpoi1x81gbu1,S. Hausner,,,5161618875,213,1.58,5161618871,141,47.0,5161618873,212,12.4,5161618869,140,32.7,5161618867,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711316663,43,1,1,3,58,a9vw7ikerpr4cuweeeka5aneg,1,32.7,47.0,2024-08-20T16:04:04.026Z,2024-08-20T16:04:09Z,61vr9xr91fr4g6ayzga5vn9w5,A. Ludwig,,,5161618931,212,10.3,5161618927,140,37.3,5161618933,213,1.08,5161618925,56,Back,5161618929,141,60.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711316675,44,1,1,4,3,a9vw7ikerpr4cuweeeka5aneg,1,38.4,63.3,2024-08-20T16:04:09.377Z,2024-08-20T16:04:13Z,5lu7bn7uec3zjqpoi1x81gbu1,S. Hausner,,,5161618993,212,24.5,5161618995,213,5.72,5161618987,56,Center,5161618991,141,44.2,5161618989,140,58.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711316681,45,1,1,4,7,a9vw7ikerpr4cuweeeka5aneg,1,58.2,44.2,2024-08-20T16:04:13.073Z,2024-08-20T16:04:14Z,cl4xl80n4gew1ox03r3ooshrd,O. Kjærgaard,,,5161619021,141,35.2,5161619025,213,5.81,5161619023,212,13.4,5161619017,56,Center,5161619019,140,69.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711316687,46,1,1,4,8,a9vw7ikerpr4cuweeeka5aneg,1,69.5,35.2,2024-08-20T16:04:13.976Z,2024-08-20T16:04:15Z,81w1fqi66z0ibawynhraybaxg,S. Ngabo,,,5161619053,56,Right,5161619055,140,83.3,5161619059,212,21.7,5161619057,141,11.4,5161619061,213,5.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711316705,47,1,1,4,10,a9vw7ikerpr4cuweeeka5aneg,1,83.3,11.4,2024-08-20T16:04:15.722Z,2024-08-20T16:04:19Z,a6ymx4wkrn260rtpb360nsiqd,M. Kallesøe,,,5161619141,56,Right,5161619145,141,9.4,5161619147,212,10.5,5161619149,213,3.27,5161619143,140,73.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711316707,48,4,1,4,13,a9vw7ikerpr4cuweeeka5aneg,1,72.0,12.2,2024-08-20T16:04:18.768Z,2024-08-20T17:00:22Z,81w1fqi66z0ibawynhraybaxg,S. Ngabo,,,5161619185,233,39,5161619169,286,,5161619167,265,,5161619161,13,,5161619165,152,,5161619163,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711316703,39,4,1,4,13,bd4qakf7j0wwie8wke9km7uj8,0,28.0,87.8,2024-08-20T16:04:18.769Z,2024-08-20T17:00:22Z,m031ocyfq011rual3olkegdm,A. Taranis,,,5161619181,265,,5161619183,285,,5161619179,152,,5161619175,13,,5161619209,233,48,5161619177,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711316751,49,1,1,4,39,a9vw7ikerpr4cuweeeka5aneg,0,72.3,9.4,2024-08-20T16:04:44.881Z,2024-08-20T16:04:47Z,81w1fqi66z0ibawynhraybaxg,S. Ngabo,,,5161619495,2,,5161619499,155,,5161619507,141,41.6,5161619503,56,Center,5161619497,5,,5161619511,213,0.73,5161619513,1,,5161619509,212,32.8,5161619501,152,5161619505,140,95.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711316769,41,1,1,4,46,bd4qakf7j0wwie8wke9km7uj8,1,13.7,53.0,2024-08-20T16:04:52.234Z,2024-08-20T16:04:57Z,8r9iqig43yjty7l1oq6yg73mc,M. Brylov,,,5161619625,199,,5161619629,140,72.2,5161619637,1,,5161619633,212,63.7,5161619635,213,0.27,5161619631,141,77.6,5161619627,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711316779,50,4,1,4,51,a9vw7ikerpr4cuweeeka5aneg,1,31.4,22.8,2024-08-20T16:04:56.976Z,2024-08-20T16:05:06Z,eso2tbbpnxu9qvx6zy07m5jx0,J. Madsen,,,5161619703,56,Back,5161619715,285,,5161619751,294,,5161619711,233,42,5161619701,13,,5161619705,152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711316771,42,4,1,4,51,bd4qakf7j0wwie8wke9km7uj8,0,68.6,77.2,2024-08-20T16:04:56.977Z,2024-08-20T16:05:06Z,7h02v4ymnko5fh01iylbh34es,R. Arabaci,,,5161619681,152,,5161619675,13,,5161619719,233,50,5161619679,56,Center,5161619683,286,,5161619677,294,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711316809,51,1,1,5,3,a9vw7ikerpr4cuweeeka5aneg,1,40.4,22.8,2024-08-20T16:05:09.122Z,2024-08-20T16:05:11Z,5lu7bn7uec3zjqpoi1x81gbu1,S. Hausner,,,5161619877,212,4.6,5161619869,152,,5161619875,141,27.1,5161619871,56,Back,5161619879,213,0.69,5161619867,5,,5161619873,140,43.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711316811,52,1,1,5,6,a9vw7ikerpr4cuweeeka5aneg,1,43.8,27.1,2024-08-20T16:05:11.497Z,2024-08-20T16:05:13Z,9dh7cnu4uzbraeck0t5iqlj4k,A. Herdonsson,,,5161619887,140,40.1,5161619889,141,20.4,5161619891,212,6.0,5161619885,56,Back,5161619893,213,4.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711316815,53,1,1,5,7,a9vw7ikerpr4cuweeeka5aneg,1,40.1,20.4,2024-08-20T16:05:12.952Z,2024-08-20T16:05:15Z,5lu7bn7uec3zjqpoi1x81gbu1,S. Hausner,,,5161619923,212,10.6,5161619917,56,Back,5161619919,140,46.2,5161619921,141,8.0,5161619925,213,5.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711316829,54,1,1,5,9,a9vw7ikerpr4cuweeeka5aneg,1,46.2,8.0,2024-08-20T16:05:15.137Z,2024-08-20T16:05:18Z,a6ymx4wkrn260rtpb360nsiqd,M. Kallesøe,,,5161619977,140,42.4,5161619981,212,5.2,5161619975,56,Back,5161619983,213,2.46,5161619979,141,12.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711316839,55,1,1,5,13,a9vw7ikerpr4cuweeeka5aneg,1,45.4,12.3,2024-08-20T16:05:18.697Z,2024-08-20T16:05:20Z,5lu7bn7uec3zjqpoi1x81gbu1,S. Hausner,,,5161620033,213,5.99,5161620031,212,13.8,5161620027,140,58.0,5161620025,56,Right,5161620029,141,6.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711316845,56,3,1,5,15,a9vw7ikerpr4cuweeeka5aneg,0,57.6,5.4,2024-08-20T16:05:20.570Z,2024-08-20T16:05:26Z,a6ymx4wkrn260rtpb360nsiqd,M. Kallesøe,,,5161620061,286,,5161620089,233,43,5161620059,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711316851,43,7,1,5,15,bd4qakf7j0wwie8wke9km7uj8,1,42.4,94.6,2024-08-20T16:05:20.571Z,2024-08-20T16:05:25Z,m031ocyfq011rual3olkegdm,A. Taranis,,,5161620081,285,,5161620079,56,Back,5161620083,233,56,5161620077,167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711316859,44,5,1,5,16,bd4qakf7j0wwie8wke9km7uj8,0,45.2,101.5,2024-08-20T16:05:22.345Z,2024-08-20T18:03:20Z,m031ocyfq011rual3olkegdm,A. Taranis,,,5161620129,233,57,5161620121,347,,5161620119,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711316855,57,5,1,5,16,a9vw7ikerpr4cuweeeka5aneg,1,54.8,-1.5,2024-08-20T16:05:22.345Z,2024-08-20T18:03:20Z,a6ymx4wkrn260rtpb360nsiqd,M. Kallesøe,,,5161620101,347,,5161620125,233,44,5161620099,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711316865,58,1,1,5,18,a9vw7ikerpr4cuweeeka5aneg,1,57.0,0.0,2024-08-20T16:05:24.329Z,2024-08-20T16:05:29Z,a6ymx4wkrn260rtpb360nsiqd,M. Kallesøe,,,5161620163,212,16.9,5161620165,213,2.61,5161620161,141,10.6,5161620157,56,Back,5161620159,140,43.1,5161620155,107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711316883,59,1,1,5,24,a9vw7ikerpr4cuweeeka5aneg,1,42.2,15.3,2024-08-20T16:05:29.770Z,2024-08-20T16:05:33Z,5lu7bn7uec3zjqpoi1x81gbu1,S. Hausner,,,5161620231,140,34.4,5161620235,212,21.5,5161620233,141,44.5,5161620229,56,Back,5161620237,213,1.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711316903,60,1,1,5,27,a9vw7ikerpr4cuweeeka5aneg,1,34.1,45.2,2024-08-20T16:05:33.001Z,2024-08-20T16:05:40Z,61vr9xr91fr4g6ayzga5vn9w5,A. Ludwig,,,5161620313,56,Back,5161620321,213,4.49,5161620317,141,11.3,5161620319,212,23.6,5161620315,140,29.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711316905,61,1,1,5,35,a9vw7ikerpr4cuweeeka5aneg,0,39.8,15.0,2024-08-20T16:05:40.816Z,2024-08-20T16:05:42Z,5lu7bn7uec3zjqpoi1x81gbu1,S. Hausner,,,5161620343,56,Center,5161620351,213,0.43,5161620345,140,56.0,5161620349,212,18.7,5161620347,141,26.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711316915,46,1,1,5,37,bd4qakf7j0wwie8wke9km7uj8,1,43.2,80.4,2024-08-20T16:05:43.269Z,2024-08-20T16:05:47Z,4rhxehi019n7z1z1m7a39w1sk,K. Nyegaard,,,5161620423,212,8.1,5161620419,140,45.7,5161620417,56,Back,5161620421,141,91.7,5161620425,213,1.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711316917,47,4,1,5,41,bd4qakf7j0wwie8wke9km7uj8,1,45.1,89.9,2024-08-20T16:05:47.218Z,2024-08-20T17:00:23Z,m031ocyfq011rual3olkegdm,A. Taranis,,,5161620481,233,62,5161620465,152,,5161620461,13,,5161620469,286,,5161620467,265,,5161620463,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711316921,62,4,1,5,41,a9vw7ikerpr4cuweeeka5aneg,0,54.9,10.1,2024-08-20T16:05:47.219Z,2024-08-20T17:00:23Z,a6ymx4wkrn260rtpb360nsiqd,M. Kallesøe,,,5161620487,233,47,5161620477,265,,5161620473,56,Right,5161620471,13,,5161620475,152,,5161620479,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711316941,48,1,1,5,52,bd4qakf7j0wwie8wke9km7uj8,1,42.3,92.7,2024-08-20T16:05:57.394Z,2024-08-20T16:05:58Z,aejgqvdw1jftxaa538kaa15w4,O. Juul,,,5161620609,213,3.97,5161620601,56,Back,5161620605,141,76.4,5161620597,5,,5161620603,140,32.7,5161620607,212,15.0,5161620599,152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711316943,49,1,1,5,53,bd4qakf7j0wwie8wke9km7uj8,1,32.7,76.4,2024-08-20T16:05:58.522Z,2024-08-20T16:06:01Z,81c40rn7lrb39qu0sam8kv6dw,O. Skolnik,,,5161620627,212,11.1,5161620629,213,1.21,5161620625,141,91.7,5161620621,56,Back,5161620623,140,36.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711316959,50,1,1,5,55,bd4qakf7j0wwie8wke9km7uj8,1,39.0,90.5,2024-08-20T16:06:01.051Z,2024-08-20T16:06:05Z,bwozpgcm48s08t1glxfgjajmd,N. Halse,,,5161620703,212,15.9,5161620701,141,74.0,5161620705,213,3.93,5161620699,140,28.3,5161620697,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711316963,51,1,1,5,59,bd4qakf7j0wwie8wke9km7uj8,1,28.4,74.0,2024-08-20T16:06:04.898Z,2024-08-20T16:06:06Z,81c40rn7lrb39qu0sam8kv6dw,O. Skolnik,,,5161620727,212,9.6,5161620723,140,37.5,5161620729,213,0.04,5161620725,141,74.6,5161620721,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711316969,52,1,1,6,0,bd4qakf7j0wwie8wke9km7uj8,1,37.5,74.6,2024-08-20T16:06:06.130Z,2024-08-20T16:06:09Z,4rhxehi019n7z1z1m7a39w1sk,K. Nyegaard,,,5161620771,56,Back,5161620775,141,71.7,5161620777,212,10.6,5161620779,213,3.33,5161620773,140,27.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711316973,53,1,1,6,4,bd4qakf7j0wwie8wke9km7uj8,1,27.6,71.7,2024-08-20T16:06:09.754Z,2024-08-20T16:06:14Z,81c40rn7lrb39qu0sam8kv6dw,O. Skolnik,,,5161620825,140,25.1,5161620829,212,28.7,5161620823,56,Back,5161620831,213,4.62,5161620827,141,29.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711316977,54,1,1,6,8,bd4qakf7j0wwie8wke9km7uj8,1,31.1,18.1,2024-08-20T16:06:14.242Z,2024-08-20T16:06:15Z,99tm7b6ux9s4qocz0y4pcahas,V. Montell,,,5161620853,212,8.8,5161620849,140,34.7,5161620847,56,Back,5161620851,141,6.4,5161620855,213,5.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711316985,55,1,1,6,9,bd4qakf7j0wwie8wke9km7uj8,1,34.7,6.4,2024-08-20T16:06:15.282Z,2024-08-20T16:06:20Z,duvhbifjh37mvlm46akiy431m,M. Juhl,,,5161620895,141,32.8,5161620891,56,Back,5161620899,213,2.25,5161620897,212,23.1,5161620893,140,20.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711316989,56,1,1,6,14,bd4qakf7j0wwie8wke9km7uj8,0,21.0,32.6,2024-08-20T16:06:20.083Z,2024-08-20T16:06:22Z,8r9iqig43yjty7l1oq6yg73mc,M. Brylov,,,5161620913,212,59.0,5161620909,140,77.0,5161620905,157,,5161620911,141,38.8,5161620915,213,0.07,5161620907,56,Center,5161620917,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711316999,63,4,1,6,19,a9vw7ikerpr4cuweeeka5aneg,1,28.2,55.9,2024-08-20T16:06:25.081Z,2024-08-20T19:26:26Z,5lu7bn7uec3zjqpoi1x81gbu1,S. Hausner,,,5161620971,152,,5161620975,285,,5161620967,13,,5161620973,265,,5161621045,233,57,5161620969,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711316995,57,4,1,6,19,bd4qakf7j0wwie8wke9km7uj8,0,71.8,44.1,2024-08-20T16:06:25.082Z,2024-08-20T17:00:24Z,cf6zq49y8v1ekw07e7yi3uac,A. Maarup,,,5161621019,152,,5161621015,13,,5161621049,233,63,5161621021,265,,5161621017,56,Center,5161621023,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711317011,64,1,1,6,26,a9vw7ikerpr4cuweeeka5aneg,1,32.9,49.7,2024-08-20T16:06:32.096Z,2024-08-20T16:06:33Z,61vr9xr91fr4g6ayzga5vn9w5,A. Ludwig,,,5161621033,56,Back,5161621035,140,30.9,5161621031,152,,5161621039,212,6.3,5161621037,141,40.9,5161621041,213,4.37,5161621029,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711317017,65,1,1,6,27,a9vw7ikerpr4cuweeeka5aneg,1,30.9,40.9,2024-08-20T16:06:33.072Z,2024-08-20T16:06:35Z,5lu7bn7uec3zjqpoi1x81gbu1,S. Hausner,,,5161621073,140,40.7,5161621079,213,5.15,5161621077,212,24.1,5161621075,141,8.9,5161621071,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711317025,66,1,1,6,30,a9vw7ikerpr4cuweeeka5aneg,1,40.8,8.8,2024-08-20T16:06:35.721Z,2024-08-20T16:06:43Z,a6ymx4wkrn260rtpb360nsiqd,M. Kallesøe,,,5161621139,140,51.1,5161621145,213,6.25,5161621141,141,8.3,5161621137,56,Right,5161621143,212,10.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711317029,67,1,1,6,38,a9vw7ikerpr4cuweeeka5aneg,0,59.2,14.0,2024-08-20T16:06:43.528Z,2024-08-20T16:17:33Z,cl4xl80n4gew1ox03r3ooshrd,O. Kjærgaard,,,5161621161,56,Right,5161621165,141,18.2,5161621167,212,6.3,5161621169,213,0.47,5161621163,140,64.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711317159,65,50,1,6,38,bd4qakf7j0wwie8wke9km7uj8,1,32.5,76.9,2024-08-20T16:06:44.092Z,2024-08-20T17:00:31Z,cf6zq49y8v1ekw07e7yi3uac,A. Maarup,,,5161630259,56,Back,5161630261,285,,5161630275,233,69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711317039,69,7,1,6,38,a9vw7ikerpr4cuweeeka5aneg,1,67.5,23.1,2024-08-20T16:06:44.093Z,2024-08-20T17:00:31Z,3epwf56ozg73hueacwmckk0r9,S. Pingel,,,5161630265,233,65,5161630269,286,,5161621211,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
