id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/10/value,qualifier/14/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value
2714964101,35,15,1,2,13,aqtkb4mgrz8c6iqfufj6qjbv9,1,71.3,63.4,2024-08-30T18:03:59.354Z,2024-08-30T20:45:25Z,1fjkjzsei9slx2t4zhsqdkve1,M. Etim,,,5181798803,29,,5181731745,22,,5181797357,82,,5181798813,215,,5181731749,56,Center,5181731747,18,,5181798883,233,92,5181798821,231,51.6,5181798805,55,34,5181798819,230,99.1,5181797341,20,5181798815,146,83.0,5181798809,102,51.0,5181798811,103,19,5181798801,78,5181798817,147,58.3,,,,,,,
2714975363,92,10,1,2,13,b8oqgvx1ijeyn6y1cn6929ix4,1,17.0,41.7,2024-08-30T18:03:59.454Z,2024-08-30T21:10:41Z,8ewvm6ux4yvpwgrzjkc1chqwa,A. Nørager,,,5181796585,94,,5181798921,233,35,5181796587,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2714964231,36,61,1,2,14,aqtkb4mgrz8c6iqfufj6qjbv9,1,86.4,48.1,2024-08-30T18:04:01.015Z,2024-08-30T21:15:13Z,1n4eldqa7h9jvcx1693zqu06i,T. Arndal,,,5181732307,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2714964249,24,1,1,2,16,b8oqgvx1ijeyn6y1cn6929ix4,0,16.5,63.0,2024-08-30T18:04:03.121Z,2024-08-30T18:04:07Z,8ewvm6ux4yvpwgrzjkc1chqwa,A. Nørager,,,5181732419,1,,5181732407,56,Center,5181732709,157,,5181732411,141,75.3,5181732409,140,67.5,5181732415,212,54.2,5181732417,213,0.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2714964409,38,1,1,2,22,aqtkb4mgrz8c6iqfufj6qjbv9,1,36.7,32.1,2024-08-30T18:04:09.186Z,2024-08-30T18:04:10Z,khqldwfq14b7giakss24l9t5,K. Enghardt,,,5181733165,56,Right,5181733169,141,12.3,5181733171,212,22.5,5181733173,213,5.64,5181733167,140,53.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2714964547,39,1,1,2,23,aqtkb4mgrz8c6iqfufj6qjbv9,1,53.9,12.3,2024-08-30T18:04:10.089Z,2024-08-30T18:04:15Z,2tcdx5rp7vujnlid4oqqxdogk,M. Due Grandt,,,5181733973,56,Back,5181733975,140,37.7,5181733979,212,20.5,5181733981,213,2.55,5181733977,141,29.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2714964575,40,1,1,2,28,aqtkb4mgrz8c6iqfufj6qjbv9,1,27.3,36.4,2024-08-30T18:04:15.322Z,2024-08-30T18:04:16Z,khqldwfq14b7giakss24l9t5,K. Enghardt,,,5181734177,213,2.59,5181734173,141,49.0,5181734175,212,16.3,5181734169,56,Back,5181734171,140,14.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2714964643,41,1,1,2,30,aqtkb4mgrz8c6iqfufj6qjbv9,1,14.1,49.1,2024-08-30T18:04:16.586Z,2024-08-30T18:04:19Z,8mswl5vzza12hylodrrsq3zvu,A. Kappenberger,,,5181734513,141,87.4,5181734501,56,Back,5181734517,212,29.9,5181734519,213,1.06,5181734507,140,28.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2714964725,42,1,1,2,32,aqtkb4mgrz8c6iqfufj6qjbv9,1,27.7,87.4,2024-08-30T18:04:18.994Z,2024-08-30T18:04:22Z,9350utk4onh2hv5jznxqpkd7t,R. Møller,,,5181735009,141,93.6,5181735013,213,0.80,5181735007,140,31.6,5181735011,212,5.9,5181735005,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2714964783,43,1,1,2,35,aqtkb4mgrz8c6iqfufj6qjbv9,0,31.2,92.9,2024-08-30T18:04:22.186Z,2024-08-30T18:04:25Z,elsygne5tjybbxrqgehtovnro,L. Bøje-Larsen,,,5181735299,141,88.0,5181735303,213,6.19,5181735305,1,,5181735293,155,,5181735295,56,Left,5181735301,212,34.9,5181735297,140,64.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2714964801,25,44,1,2,37,b8oqgvx1ijeyn6y1cn6929ix4,1,34.4,18.2,2024-08-30T18:04:24.305Z,2024-08-30T21:09:41Z,dqssvdpt2iwg8qn9wto3miind,A. Leifsson,,,5181735391,285,,5181735389,56,Back,5181735581,233,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2714964795,44,44,1,2,37,aqtkb4mgrz8c6iqfufj6qjbv9,0,65.6,81.8,2024-08-30T18:04:24.306Z,2024-08-30T21:09:41Z,1fjkjzsei9slx2t4zhsqdkve1,M. Etim,,,5181735613,233,25,5181735363,56,Left,5181735365,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2714964821,26,1,1,2,38,b8oqgvx1ijeyn6y1cn6929ix4,0,32.2,28.6,2024-08-30T18:04:24.857Z,2024-08-30T18:04:25Z,dqssvdpt2iwg8qn9wto3miind,A. Leifsson,,,5181735491,140,45.8,5181735497,213,5.31,5181735489,56,Back,5181735495,212,25.2,5181735487,3,,5181735493,141,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2714964829,27,5,1,2,39,b8oqgvx1ijeyn6y1cn6929ix4,0,45.2,-1.6,2024-08-30T18:04:25.338Z,2024-08-30T20:23:39Z,dqssvdpt2iwg8qn9wto3miind,A. Leifsson,,,5181735537,347,,5181735535,56,Back,5181736165,233,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2714964947,45,5,1,2,39,aqtkb4mgrz8c6iqfufj6qjbv9,1,54.8,101.6,2024-08-30T18:04:25.338Z,2024-08-30T20:23:39Z,1fjkjzsei9slx2t4zhsqdkve1,M. Etim,,,5181736039,56,Left,5181736143,233,27,5181736043,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2714965031,46,1,1,2,47,aqtkb4mgrz8c6iqfufj6qjbv9,0,55.5,100.0,2024-08-30T18:04:33.642Z,2024-08-30T18:04:34Z,elsygne5tjybbxrqgehtovnro,L. Bøje-Larsen,,,5181736519,56,Left,5181736525,212,15.7,5181736523,141,87.1,5181736527,213,5.61,5181736517,107,,5181736521,140,67.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2714965049,29,43,1,2,49,b8oqgvx1ijeyn6y1cn6929ix4,1,0.0,0.0,2024-08-30T18:04:35.520Z,2024-08-30T18:04:43Z,3xz0h3d6r2qgmv9egms8yaz56,C. Vestergaard,,,5181736593,56,Back,5181737495,144,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2714965051,47,43,1,2,49,aqtkb4mgrz8c6iqfufj6qjbv9,1,0.0,0.0,2024-08-30T18:04:35.562Z,2024-08-30T18:04:48Z,1fjkjzsei9slx2t4zhsqdkve1,M. Etim,,,5181736617,213,3.40,5181736611,140,65.8,5181738357,144,1,5181736615,212,10.2,5181736609,56,Left,5181736613,141,80.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2714980611,162,1,1,2,49,aqtkb4mgrz8c6iqfufj6qjbv9,0,64.8,87.9,2024-08-30T18:04:36.174Z,2024-08-30T18:16:17Z,uiyol728wan4mxco2foplknp,A. Justinussen,,,5181825725,140,71.4,5181825733,213,0.02,5181825729,141,88.1,5181825723,56,Left,5181825731,212,6.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2714982197,113,61,1,2,50,b8oqgvx1ijeyn6y1cn6929ix4,1,28.8,7.2,2024-08-30T18:04:36.736Z,2024-08-30T18:16:13Z,3xz0h3d6r2qgmv9egms8yaz56,C. Vestergaard,,,5181833113,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2714965211,48,4,1,2,52,aqtkb4mgrz8c6iqfufj6qjbv9,1,65.2,84.0,2024-08-30T18:04:38.839Z,2024-08-30T20:52:07Z,uiyol728wan4mxco2foplknp,A. Justinussen,,,5181737539,152,,5181737535,13,,5181737605,233,30,5181737537,56,Left,5181812915,295,,5181737543,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2714965129,30,4,1,2,52,b8oqgvx1ijeyn6y1cn6929ix4,0,34.8,16.0,2024-08-30T18:04:38.840Z,2024-08-30T20:52:04Z,3xz0h3d6r2qgmv9egms8yaz56,C. Vestergaard,,,5181737243,295,,5181737655,233,48,5181737245,56,Back,5181737241,13,,5181737253,285,,5181737249,152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2714965413,49,1,1,3,2,aqtkb4mgrz8c6iqfufj6qjbv9,1,68.3,91.7,2024-08-30T18:04:49.298Z,2024-08-30T21:15:09Z,uiyol728wan4mxco2foplknp,A. Justinussen,,,5181738591,141,75.0,5181738589,140,54.0,5181738595,213,3.79,5181738587,56,Center,5181738593,212,18.8,5181738583,5,,5181738585,152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2714965457,50,1,1,3,4,aqtkb4mgrz8c6iqfufj6qjbv9,1,53.8,75.0,2024-08-30T18:04:51.178Z,2024-08-30T18:04:53Z,9350utk4onh2hv5jznxqpkd7t,R. Møller,,,5181738829,140,55.3,5181738841,213,4.77,5181738833,141,34.6,5181738825,56,Center,5181738839,212,27.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2714965559,51,1,1,3,7,aqtkb4mgrz8c6iqfufj6qjbv9,1,54.9,34.5,2024-08-30T18:04:53.539Z,2024-08-30T18:04:58Z,khqldwfq14b7giakss24l9t5,K. Enghardt,,,5181739317,140,63.1,5181739321,212,18.5,5181739323,213,5.20,5181739319,141,10.4,5181739315,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2714965615,52,1,1,3,12,aqtkb4mgrz8c6iqfufj6qjbv9,1,63.1,10.4,2024-08-30T18:04:58.482Z,2024-08-30T18:05:01Z,81gka3mi69fh8gyehyy8xo9as,C. Allen,,,5181739675,1,,5181739667,212,34.2,5181739657,140,34.7,5181739661,141,34.9,5181739671,213,2.63,5181739655,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2714965691,53,1,1,3,15,aqtkb4mgrz8c6iqfufj6qjbv9,1,34.7,34.9,2024-08-30T18:05:01.402Z,2024-08-30T18:05:04Z,khqldwfq14b7giakss24l9t5,K. Enghardt,,,5181740103,141,63.9,5181740105,212,20.0,5181740099,56,Back,5181740107,213,1.42,5181740101,140,37.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2714965797,54,1,1,3,17,aqtkb4mgrz8c6iqfufj6qjbv9,1,36.6,64.3,2024-08-30T18:05:04.195Z,2024-08-30T18:05:09Z,9350utk4onh2hv5jznxqpkd7t,R. Møller,,,5181740671,141,87.1,5181740667,140,42.1,5181740675,212,16.5,5181740665,56,Back,5181740677,213,1.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2714965821,55,1,1,3,23,aqtkb4mgrz8c6iqfufj6qjbv9,1,51.5,90.5,2024-08-30T18:05:09.403Z,2024-08-30T18:05:10Z,7l7f98nn8gohmdacsdb2labkk,A. Alicino,,,5181740759,56,Left,5181740763,141,94.2,5181740765,212,6.3,5181740767,213,0.41,5181740761,140,57.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2714965835,56,1,1,3,23,aqtkb4mgrz8c6iqfufj6qjbv9,0,57.0,94.2,2024-08-30T18:05:10.259Z,2024-08-30T18:05:13Z,elsygne5tjybbxrqgehtovnro,L. Bøje-Larsen,,,5181740835,56,Left,5181741231,236,,5181740843,213,5.87,5181740837,140,62.4,5181741239,286,,5181740839,141,90.5,5181740841,212,6.2,5181741235,233,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2714965915,31,74,1,3,23,b8oqgvx1ijeyn6y1cn6929ix4,1,36.7,6.1,2024-08-30T18:05:10.260Z,2024-08-30T20:05:49Z,9618hk1lq7i6see347k7plkyy,M. Sarr,,,5181741159,285,,5181741265,233,56,5181741157,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2714965939,32,5,1,3,28,b8oqgvx1ijeyn6y1cn6929ix4,0,36.2,-1.6,2024-08-30T18:05:14.499Z,2024-08-30T18:16:40Z,9618hk1lq7i6see347k7plkyy,M. Sarr,,,5181741343,56,Back,5181741425,233,57,5181741345,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2714965937,57,5,1,3,28,aqtkb4mgrz8c6iqfufj6qjbv9,1,63.8,101.6,2024-08-30T18:05:14.499Z,2024-08-30T20:23:39Z,elsygne5tjybbxrqgehtovnro,L. Bøje-Larsen,,,5181741393,233,32,5181741341,347,,5181741339,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2714966147,58,1,1,3,35,aqtkb4mgrz8c6iqfufj6qjbv9,1,62.7,100.0,2024-08-30T18:05:21.371Z,2024-08-30T18:05:23Z,elsygne5tjybbxrqgehtovnro,L. Bøje-Larsen,,,5181742517,56,Left,5181742521,141,87.8,5181742523,212,11.2,5181742519,140,68.1,5181742515,107,,5181742525,213,5.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2714979975,109,83,1,3,36,b8oqgvx1ijeyn6y1cn6929ix4,0,42.1,22.2,2024-08-30T18:05:22.623Z,2024-08-30T18:14:31Z,f58yr2jmfp8kpgprfxbokt1t6,M. Vestergård,,,5181818947,399,3rok7i8nrt4yzx2melj4qiuqc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2714966165,59,50,1,3,37,aqtkb4mgrz8c6iqfufj6qjbv9,1,66.2,84.4,2024-08-30T18:05:23.779Z,2024-08-30T18:18:19Z,3rok7i8nrt4yzx2melj4qiuqc,S. Opoku,,,5181742597,56,Left,5181742599,286,,5181850363,233,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2714966207,34,7,1,3,37,b8oqgvx1ijeyn6y1cn6929ix4,0,33.8,15.6,2024-08-30T18:05:23.780Z,2024-08-30T21:15:06Z,9fvf8z6p8ok0n5vu999ysfywa,C. Jørgensen,,,5181742815,56,Back,5181742819,285,,5181742831,233,59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2714966159,33,61,1,3,37,b8oqgvx1ijeyn6y1cn6929ix4,1,35.9,20.1,2024-08-30T18:05:24.073Z,2024-08-30T18:19:39Z,9fvf8z6p8ok0n5vu999ysfywa,C. Jørgensen,,,5181742581,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2714966181,60,83,1,3,39,aqtkb4mgrz8c6iqfufj6qjbv9,1,68.1,87.8,2024-08-30T18:05:25.382Z,2024-08-30T21:15:04Z,elsygne5tjybbxrqgehtovnro,L. Bøje-Larsen,,,5181864175,399,f58yr2jmfp8kpgprfxbokt1t6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2714966269,35,3,1,3,40,b8oqgvx1ijeyn6y1cn6929ix4,1,34.4,17.6,2024-08-30T18:05:27.250Z,2024-08-30T21:15:03Z,f58yr2jmfp8kpgprfxbokt1t6,M. Vestergård,,,5181743191,56,Back,5181743435,233,61,5181743193,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2714966279,61,45,1,3,40,aqtkb4mgrz8c6iqfufj6qjbv9,0,65.6,82.4,2024-08-30T18:05:27.250Z,2024-08-30T21:15:01Z,uiyol728wan4mxco2foplknp,A. Justinussen,,,5181743235,56,Left,5181743405,285,,5181864899,233,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2714981985,112,1,1,3,43,b8oqgvx1ijeyn6y1cn6929ix4,0,34.1,5.0,2024-08-30T18:05:29.432Z,2024-08-30T18:17:36Z,f58yr2jmfp8kpgprfxbokt1t6,M. Vestergård,,,5181829167,141,6.2,5181829165,140,28.3,5181829169,212,6.1,5181829163,56,Back,5181829171,213,3.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2714966311,62,3,1,3,43,aqtkb4mgrz8c6iqfufj6qjbv9,0,72.3,86.2,2024-08-30T18:05:30.265Z,2024-08-30T21:14:59Z,3rok7i8nrt4yzx2melj4qiuqc,S. Opoku,,,5181743455,233,36,5181743389,286,,5181743385,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2714966297,36,7,1,3,43,b8oqgvx1ijeyn6y1cn6929ix4,0,27.7,13.8,2024-08-30T18:05:30.266Z,2024-08-30T20:05:26Z,3xz0h3d6r2qgmv9egms8yaz56,C. Vestergaard,,,5181743417,233,62,5181743329,285,,5181743325,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2714966325,37,43,1,3,46,b8oqgvx1ijeyn6y1cn6929ix4,1,0.0,0.0,2024-08-30T18:05:32.543Z,2024-08-30T18:05:40Z,3xz0h3d6r2qgmv9egms8yaz56,C. Vestergaard,,,5181744293,144,45,5181743507,56,Back,5181743757,233,63,5181743509,285,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2714966353,63,3,1,3,48,aqtkb4mgrz8c6iqfufj6qjbv9,0,70.4,94.2,2024-08-30T18:05:34.595Z,2024-08-30T21:15:30Z,uiyol728wan4mxco2foplknp,A. Justinussen,,,5181743659,286,,5181743657,56,Left,5181743705,211,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2714966373,38,12,1,3,49,b8oqgvx1ijeyn6y1cn6929ix4,1,23.6,10.1,2024-08-30T18:05:35.514Z,2024-08-30T18:05:37Z,9fvf8z6p8ok0n5vu999ysfywa,C. Jørgensen,,,5181743805,213,5.02,5181743799,141,0.0,5181743795,56,Back,5181743801,212,8.4,5181743871,167,,5181743797,140,26.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2714966381,39,5,1,3,49,b8oqgvx1ijeyn6y1cn6929ix4,0,26.9,-1.8,2024-08-30T18:05:36.139Z,2024-08-30T20:23:40Z,9fvf8z6p8ok0n5vu999ysfywa,C. Jørgensen,,,5181743851,56,Back,5181744223,233,64,5181743853,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2714966393,64,5,1,3,49,aqtkb4mgrz8c6iqfufj6qjbv9,1,73.1,101.8,2024-08-30T18:05:36.139Z,2024-08-30T21:14:57Z,uiyol728wan4mxco2foplknp,A. Justinussen,,,5181743915,347,,5181744187,233,39,5181743913,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2714966515,65,1,1,3,56,aqtkb4mgrz8c6iqfufj6qjbv9,1,72.7,100.0,2024-08-30T18:05:42.435Z,2024-08-30T18:05:43Z,elsygne5tjybbxrqgehtovnro,L. Bøje-Larsen,,,5181744645,212,9.7,5181744643,141,88.6,5181744637,107,,5181744647,213,5.08,5181744641,140,76.0,5181744639,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2714966565,66,2,1,3,57,aqtkb4mgrz8c6iqfufj6qjbv9,1,76.0,88.6,2024-08-30T18:05:43.452Z,2024-08-30T20:56:22Z,3rok7i8nrt4yzx2melj4qiuqc,S. Opoku,,,5181745251,7,uiyol728wan4mxco2foplknp,5181744929,141,93.3,5181744923,140,84.9,5181745253,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2714966581,40,43,1,3,59,b8oqgvx1ijeyn6y1cn6929ix4,1,0.0,0.0,2024-08-30T18:05:46.249Z,2024-08-30T18:05:49Z,9618hk1lq7i6see347k7plkyy,M. Sarr,,,5181745417,144,83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2714967339,42,1,1,4,27,b8oqgvx1ijeyn6y1cn6929ix4,0,15.5,10.7,2024-08-30T18:06:13.866Z,2024-08-30T18:25:45Z,52vwj2s29n7wngablotd7pboq,J. Ægidius,,,5181749311,241,,5181749307,5,,5181749319,212,56.1,5181749317,141,21.9,5181749309,157,,5181749315,140,68.4,5181749325,1,,5181749313,56,Center,5181749323,213,0.14,,,,,,,,,,,,,,,,,,,,,,,,,,
2714967327,67,44,1,4,31,aqtkb4mgrz8c6iqfufj6qjbv9,1,31.4,82.2,2024-08-30T18:06:17.466Z,2024-08-30T21:09:41Z,9350utk4onh2hv5jznxqpkd7t,R. Møller,,,5181749257,56,Back,5181749551,233,43,5181749259,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2714967355,43,44,1,4,31,b8oqgvx1ijeyn6y1cn6929ix4,0,68.6,17.8,2024-08-30T18:06:17.467Z,2024-08-30T21:09:42Z,9ircna8pbskreztmy1wiqwx9m,S. Yatéké,,,5181749465,233,67,5181749383,286,,5181749381,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2714996215,280,1,1,4,31,aqtkb4mgrz8c6iqfufj6qjbv9,1,33.6,78.7,2024-08-30T18:06:18.305Z,2024-08-30T18:26:31Z,9350utk4onh2hv5jznxqpkd7t,R. Møller,,,5181908967,212,9.5,5181908965,141,79.3,5181908959,3,,5181908963,140,24.6,5181908961,56,Back,5181908969,213,3.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2714967363,44,43,1,4,32,b8oqgvx1ijeyn6y1cn6929ix4,1,0.0,0.0,2024-08-30T18:06:18.412Z,2024-08-30T18:26:36Z,9ircna8pbskreztmy1wiqwx9m,S. Yatéké,,,5181749421,212,6.5,5181749411,168,0,5181749409,3,0,5181749415,140,74.5,5181749423,213,0.21,5181909533,144,1,5181749413,56,Center,5181749417,141,23.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2714967413,68,1,1,4,33,aqtkb4mgrz8c6iqfufj6qjbv9,0,27.6,80.0,2024-08-30T18:06:20.100Z,2024-08-30T18:06:21Z,elsygne5tjybbxrqgehtovnro,L. Bøje-Larsen,,,5181749735,141,58.8,5181749729,157,,5181749733,140,39.3,5181749737,212,18.9,5181749739,213,5.42,5181749741,1,,5181749731,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2714967525,45,1,1,4,37,b8oqgvx1ijeyn6y1cn6929ix4,0,60.5,38.3,2024-08-30T18:06:23.514Z,2024-08-30T18:26:55Z,8ewvm6ux4yvpwgrzjkc1chqwa,A. Nørager,,,5181750247,140,74.9,5181911789,1,,5181750251,212,22.7,5181750245,56,Right,5181911781,157,,5181750249,141,13.4,5181750255,213,5.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2714967507,69,44,1,4,37,aqtkb4mgrz8c6iqfufj6qjbv9,1,25.8,86.0,2024-08-30T18:06:24.268Z,2024-08-30T21:09:42Z,elsygne5tjybbxrqgehtovnro,L. Bøje-Larsen,,,5181750527,233,46,5181750155,285,,5181750153,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2714967543,46,44,1,4,37,b8oqgvx1ijeyn6y1cn6929ix4,0,74.2,14.0,2024-08-30T18:06:24.269Z,2024-08-30T21:09:42Z,9618hk1lq7i6see347k7plkyy,M. Sarr,,,5181750365,286,,5181750363,56,Right,5181750653,233,69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2714967549,70,1,1,4,38,aqtkb4mgrz8c6iqfufj6qjbv9,0,27.1,85.1,2024-08-30T18:06:24.493Z,2024-08-30T18:06:26Z,elsygne5tjybbxrqgehtovnro,L. Bøje-Larsen,,,5181750385,3,,5181750389,140,34.2,5181750391,141,100.0,5181750393,212,13.4,5181750387,56,Back,5181750395,213,0.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2714968039,47,5,1,4,39,b8oqgvx1ijeyn6y1cn6929ix4,1,67.4,-1.2,2024-08-30T18:06:25.909Z,2024-08-30T20:23:41Z,9618hk1lq7i6see347k7plkyy,M. Sarr,,,5181753105,347,,5181753173,233,71,5181753103,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2714967565,71,5,1,4,39,aqtkb4mgrz8c6iqfufj6qjbv9,0,32.6,101.2,2024-08-30T18:06:25.909Z,2024-08-30T20:23:41Z,elsygne5tjybbxrqgehtovnro,L. Bøje-Larsen,,,5181750477,347,,5181753281,233,47,5181750473,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2714968153,48,1,1,5,1,b8oqgvx1ijeyn6y1cn6929ix4,0,80.0,0.0,2024-08-30T18:06:48.252Z,2024-08-30T18:06:53Z,3xz0h3d6r2qgmv9egms8yaz56,C. Vestergaard,,,5181753719,107,,5181753729,213,1.19,5181753721,56,Center,5181753723,140,91.9,5181753725,141,44.6,5181753731,1,,5181753727,212,33.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2714968467,75,12,1,5,4,aqtkb4mgrz8c6iqfufj6qjbv9,1,15.7,69.3,2024-08-30T18:06:50.645Z,2024-08-30T21:14:55Z,1n4eldqa7h9jvcx1693zqu06i,T. Arndal,,,5181755389,140,22.3,5181755391,141,65.5,5181755469,15,,5181755393,212,7.4,5181755387,56,Back,5181755395,213,5.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2714968133,72,44,1,5,4,aqtkb4mgrz8c6iqfufj6qjbv9,1,9.3,59.5,2024-08-30T18:06:51.029Z,2024-08-30T18:09:06Z,khqldwfq14b7giakss24l9t5,K. Enghardt,,,5181753633,285,,5181754061,233,49,5181753631,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
