id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/9/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/10/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/14/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/16/value
2711518125,30,15,1,2,9,dbl7ir1qugqz8nvp1vzn8im50,1,84.2,27.2,2024-08-21T16:33:45.743Z,2024-08-21T16:33:55Z,5wmik73cqursg7sv3w14ue5pm,L. Deedson,,,5162760487,146,99.1,5162760477,55,29,5162760473,78,,5162760489,147,49.3,5162760485,215,,5162760483,103,3.2,5162760475,29,,5162760383,22,,5162760481,102,49.5,5162760387,56,5162760433,72,5162760435,63,,Center,5162760493,233,30,,,,,,,,,,,,,,,,,,
2711518127,30,10,1,2,9,6wwwud48qahpwrfxs20334qk5,1,1.9,51.2,2024-08-21T16:33:45.843Z,2024-08-21T16:33:51Z,eiy7fhqxdx3ypg4dq4454hpbe,V. Birksø,,,5162760399,178,,5162760443,233,30,5162760407,177,,5162760403,56,Back,5162760401,182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711518147,32,1,1,2,16,6wwwud48qahpwrfxs20334qk5,1,14.6,38.2,2024-08-21T16:33:52.361Z,2024-08-21T16:34:03Z,eiy7fhqxdx3ypg4dq4454hpbe,V. Birksø,,,5162760557,123,,5162760561,140,29.0,5162760565,212,23.0,5162760563,141,12.8,5162760559,56,Back,5162760567,213,5.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711518151,33,1,1,2,26,6wwwud48qahpwrfxs20334qk5,1,40.4,7.9,2024-08-21T16:34:02.928Z,2024-08-21T17:30:12Z,65g5cfsdr10378yvmkpm19444,A. Dahl,,,5162760585,56,Right,5162795751,189,,5162760589,141,11.6,5162760591,212,11.7,5162760593,213,0.22,5162760587,140,51.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711518155,34,1,1,2,29,6wwwud48qahpwrfxs20334qk5,1,51.3,11.6,2024-08-21T16:34:05.272Z,2024-08-21T17:30:27Z,23sc7wc7my7wes6cuaxw1v0no,J. Lindekilde,,,5162760617,213,0.23,5162795837,189,,5162760613,141,17.3,5162760609,56,Right,5162760611,140,67.3,5162760615,212,17.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711518157,35,1,1,2,31,6wwwud48qahpwrfxs20334qk5,1,69.2,17.0,2024-08-21T16:34:07.064Z,2024-08-21T16:34:08Z,y4dl1rer075c9wz6zhx7skbt,O. Buch,,,5162760627,212,12.8,5162760623,140,58.7,5162760621,56,Right,5162760625,141,7.3,5162760629,213,3.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711518159,36,1,1,2,32,6wwwud48qahpwrfxs20334qk5,1,58.5,7.3,2024-08-21T16:34:08.161Z,2024-08-21T16:34:10Z,65g5cfsdr10378yvmkpm19444,A. Dahl,,,5162760653,213,2.98,5162760647,140,35.7,5162760651,212,24.2,5162760645,56,Back,5162760649,141,12.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711518161,37,1,1,2,34,6wwwud48qahpwrfxs20334qk5,1,36.6,11.9,2024-08-21T16:34:10.511Z,2024-08-21T17:30:38Z,3od63zrf6cay4d6ync9i2iuqc,F. Rieper,,,5162760657,56,Back,5162760659,140,43.1,5162760665,213,0.70,5162760661,141,20.4,5162760663,212,8.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711518163,38,1,1,2,35,6wwwud48qahpwrfxs20334qk5,1,43.1,20.4,2024-08-21T16:34:11.984Z,2024-08-21T16:34:13Z,7ztdirfvd9d0x2yw1v051xzbo,W. Madsen,,,5162760677,140,56.5,5162760675,56,Right,5162760679,141,7.9,5162760683,213,5.74,5162760681,212,16.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711518171,39,1,1,2,37,6wwwud48qahpwrfxs20334qk5,1,58.2,7.7,2024-08-21T16:34:13.447Z,2024-08-21T16:34:19Z,65g5cfsdr10378yvmkpm19444,A. Dahl,,,5162760719,56,Back,5162760727,213,2.82,5162760723,141,12.5,5162760725,212,10.4,5162760721,140,48.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711518167,31,83,1,2,41,dbl7ir1qugqz8nvp1vzn8im50,0,32.6,79.9,2024-08-21T16:34:17.087Z,2024-08-21T16:34:21Z,2z8u8kyv91shp0la8alkn6kus,M. Ejdum,,,5162760749,399,7ztdirfvd9d0x2yw1v051xzbo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711518173,40,1,1,2,43,6wwwud48qahpwrfxs20334qk5,0,57.4,20.1,2024-08-21T16:34:19.112Z,2024-08-21T16:34:22Z,7ztdirfvd9d0x2yw1v051xzbo,W. Madsen,,,5162760741,212,37.2,5162760737,140,69.2,5162760745,1,,5162760743,213,1.23,5162760739,141,71.7,5162760735,56,Center,5162760733,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711518183,41,83,1,2,47,6wwwud48qahpwrfxs20334qk5,0,70.0,79.3,2024-08-21T16:34:23.208Z,2024-08-21T17:31:09Z,289rctmvd5ppy9zqn98jbe4et,A. Muçolli,,,5162760825,399,e42jh6bbwn4aybdnysonrvutx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711518185,33,1,1,2,47,dbl7ir1qugqz8nvp1vzn8im50,1,26.9,18.5,2024-08-21T16:34:23.952Z,2024-08-21T16:34:25Z,e42jh6bbwn4aybdnysonrvutx,L. Owusu,,,5162760797,56,Back,5162760803,212,6.3,5162760799,140,26.6,5162760805,213,1.62,5162760801,141,27.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711518187,34,1,1,2,49,dbl7ir1qugqz8nvp1vzn8im50,1,26.6,27.7,2024-08-21T16:34:25.254Z,2024-08-21T16:34:28Z,e9o7q10wnhex4e8eo47mobbvt,J. Bonde,,,5162760819,212,8.9,5162760817,141,14.9,5162760815,140,24.7,5162760821,213,4.49,5162760813,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711518191,35,1,1,2,54,dbl7ir1qugqz8nvp1vzn8im50,1,33.9,16.7,2024-08-21T16:34:30.406Z,2024-08-21T16:34:31Z,e42jh6bbwn4aybdnysonrvutx,L. Owusu,,,5162760835,140,48.0,5162760839,212,15.0,5162760841,213,0.16,5162760837,141,20.3,5162760833,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711518189,42,83,1,2,54,6wwwud48qahpwrfxs20334qk5,0,57.1,82.0,2024-08-21T16:34:30.935Z,2024-08-21T16:34:34Z,289rctmvd5ppy9zqn98jbe4et,A. Muçolli,,,5162760855,399,axyrfq1u8nwcj2ss5498u8qhg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711518193,36,61,1,2,55,dbl7ir1qugqz8nvp1vzn8im50,0,48.0,20.3,2024-08-21T16:34:31.471Z,2024-08-21T16:34:32Z,axyrfq1u8nwcj2ss5498u8qhg,L. Kjerrumgaard,,,5162760845,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711518197,37,45,1,2,56,dbl7ir1qugqz8nvp1vzn8im50,0,52.1,21.9,2024-08-21T16:34:32.928Z,2024-08-21T17:26:05Z,axyrfq1u8nwcj2ss5498u8qhg,L. Kjerrumgaard,,,5162760861,233,43,5162760851,56,Center,5162760853,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711518195,43,3,1,2,56,6wwwud48qahpwrfxs20334qk5,1,47.9,78.1,2024-08-21T16:34:32.928Z,2024-08-21T17:26:05Z,6wfu6s6xo5zjeke21fgbouql0,J. Jessen,,,5162760857,233,37,5162760849,286,,5162760847,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711518201,45,1,1,2,59,6wwwud48qahpwrfxs20334qk5,1,54.5,66.1,2024-08-21T16:34:35.640Z,2024-08-21T16:34:41Z,6wfu6s6xo5zjeke21fgbouql0,J. Jessen,,,5162760871,140,55.8,5162760875,212,26.4,5162760873,141,27.3,5162760877,213,4.76,5162760869,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711518215,46,1,1,3,4,6wwwud48qahpwrfxs20334qk5,1,57.0,13.4,2024-08-21T16:34:40.824Z,2024-08-21T16:34:46Z,65g5cfsdr10378yvmkpm19444,A. Dahl,,,5162760945,56,Right,5162760949,141,8.0,5162760951,212,14.7,5162760953,213,6.03,5162760947,140,70.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711518217,47,1,1,3,10,6wwwud48qahpwrfxs20334qk5,1,70.3,6.7,2024-08-21T16:34:46.384Z,2024-08-21T16:34:47Z,7ztdirfvd9d0x2yw1v051xzbo,W. Madsen,,,5162760961,141,8.6,5162760965,213,2.99,5162760957,56,Right,5162760959,140,62.5,5162760963,212,8.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711518219,48,1,1,3,11,6wwwud48qahpwrfxs20334qk5,1,62.5,8.6,2024-08-21T16:34:47.103Z,2024-08-21T17:31:43Z,65g5cfsdr10378yvmkpm19444,A. Dahl,,,5162760969,56,Right,5162760977,213,2.54,5162760973,141,20.3,5162760971,140,51.4,5162760975,212,14.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711518223,49,1,1,3,12,6wwwud48qahpwrfxs20334qk5,0,51.4,20.3,2024-08-21T16:34:48.760Z,2024-08-21T16:34:50Z,3od63zrf6cay4d6ync9i2iuqc,F. Rieper,,,5162761003,141,66.7,5162760999,56,Center,5162761009,1,,5162761005,212,47.4,5162761001,140,85.1,5162760997,155,,5162761007,213,0.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711518227,38,1,1,3,14,dbl7ir1qugqz8nvp1vzn8im50,1,14.5,27.9,2024-08-21T16:34:50.551Z,2024-08-21T16:34:52Z,e42jh6bbwn4aybdnysonrvutx,L. Owusu,,,5162761015,141,35.7,5162761011,56,Back,5162761017,212,8.2,5162761019,213,2.43,5162761013,140,8.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711518235,40,1,1,3,16,dbl7ir1qugqz8nvp1vzn8im50,1,8.6,35.7,2024-08-21T16:34:52.198Z,2024-08-21T16:34:55Z,4clmd8g8jogdfvauhijd7n55h,V. Myhra,,,5162761057,140,48.4,5162761061,212,42.5,5162761065,1,,5162761063,213,6.10,5162761055,56,Back,5162761059,141,24.1,5162761053,157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711518237,41,44,1,3,19,dbl7ir1qugqz8nvp1vzn8im50,1,51.0,24.4,2024-08-21T16:34:55.518Z,2024-08-21T17:26:14Z,axyrfq1u8nwcj2ss5498u8qhg,L. Kjerrumgaard,,,5162761093,286,,5162761069,56,Center,5162761089,233,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711518241,50,44,1,3,19,6wwwud48qahpwrfxs20334qk5,0,49.0,75.6,2024-08-21T16:34:55.519Z,2024-08-21T17:26:14Z,6wfu6s6xo5zjeke21fgbouql0,J. Jessen,,,5162761085,56,Back,5162761087,285,,5162761095,233,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711518247,42,1,1,3,19,dbl7ir1qugqz8nvp1vzn8im50,0,48.4,24.1,2024-08-21T16:34:55.742Z,2024-08-21T16:34:57Z,axyrfq1u8nwcj2ss5498u8qhg,L. Kjerrumgaard,,,5162761133,212,20.5,5162761131,141,38.3,5162761135,213,0.49,5162761127,56,Center,5162761123,3,,5162761125,168,,5162761129,140,65.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711518257,52,1,1,3,22,6wwwud48qahpwrfxs20334qk5,1,29.0,62.0,2024-08-21T16:34:58.056Z,2024-08-21T16:35:03Z,3od63zrf6cay4d6ync9i2iuqc,F. Rieper,,,5162761197,212,16.9,5162761193,140,13.1,5162761199,213,2.99,5162761195,141,65.7,5162761191,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711518269,53,1,1,3,25,6wwwud48qahpwrfxs20334qk5,1,12.8,61.8,2024-08-21T16:35:01.911Z,2024-08-21T16:54:32Z,eiy7fhqxdx3ypg4dq4454hpbe,V. Birksø,,,5162761243,140,30.6,5162761241,56,Back,5162761245,141,44.6,5162761249,213,5.72,5162761247,212,22.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711518271,54,61,1,3,26,6wwwud48qahpwrfxs20334qk5,0,30.6,44.6,2024-08-21T16:35:02.456Z,2024-08-21T16:55:18Z,7ztdirfvd9d0x2yw1v051xzbo,W. Madsen,,,5162761253,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711520345,232,43,1,3,26,6wwwud48qahpwrfxs20334qk5,1,0.0,0.0,2024-08-21T16:35:03.021Z,2024-08-21T16:55:15Z,7ztdirfvd9d0x2yw1v051xzbo,W. Madsen,,,5162773413,56,Back,5162773419,212,9.9,5162773523,144,1,5162773415,140,34.9,5162773421,213,1.10,5162773417,141,61.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711518275,44,3,1,3,32,dbl7ir1qugqz8nvp1vzn8im50,1,66.3,30.6,2024-08-21T16:35:08.352Z,2024-08-21T17:33:00Z,97xbmht3t4t1p9iu6598oq7l5,A. Manneh,,,5162761269,286,,5162761267,56,Center,5162761289,233,55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711518277,55,45,1,3,32,6wwwud48qahpwrfxs20334qk5,0,33.7,69.4,2024-08-21T16:35:08.352Z,2024-08-21T19:40:30Z,ayxi2m0g0pm6rl1ba5pto66z9,G. Marcussen,,,5162761271,56,Back,5162761297,233,44,5162761273,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711518289,45,1,1,3,36,dbl7ir1qugqz8nvp1vzn8im50,1,59.6,40.6,2024-08-21T16:35:12.190Z,2024-08-21T16:35:20Z,97xbmht3t4t1p9iu6598oq7l5,A. Manneh,,,5162761343,140,65.1,5162761349,213,5.15,5162761347,212,13.6,5162761341,56,Center,5162761345,141,22.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711518291,46,1,1,3,39,dbl7ir1qugqz8nvp1vzn8im50,0,64.2,28.2,2024-08-21T16:35:15.815Z,2024-08-21T16:35:20Z,e9o7q10wnhex4e8eo47mobbvt,J. Bonde,,,5162761361,212,25.3,5162761359,141,41.9,5162761357,140,86.6,5162761355,56,Center,5162761353,155,,5162761363,213,0.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711518315,58,1,1,3,50,6wwwud48qahpwrfxs20334qk5,1,13.9,49.4,2024-08-21T16:35:26.511Z,2024-08-21T16:35:32Z,eiy7fhqxdx3ypg4dq4454hpbe,V. Birksø,,,5162761483,56,Back,5162761485,140,15.7,5162761487,141,34.9,5162761491,213,4.90,5162761489,212,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711518317,59,1,1,3,56,6wwwud48qahpwrfxs20334qk5,1,20.5,31.8,2024-08-21T16:35:32.391Z,2024-08-21T16:35:37Z,3od63zrf6cay4d6ync9i2iuqc,F. Rieper,,,5162761499,56,Back,5162761507,213,2.47,5162761503,141,49.0,5162761505,212,18.7,5162761501,140,6.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711518331,60,1,1,4,0,6wwwud48qahpwrfxs20334qk5,0,5.6,56.9,2024-08-21T16:35:36.935Z,2024-08-21T16:35:41Z,eiy7fhqxdx3ypg4dq4454hpbe,V. Birksø,,,5162761577,155,,5162761587,213,0.10,5162761583,141,65.2,5162761579,56,Center,5162761585,212,57.3,5162761581,140,59.9,5162761589,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711518325,47,44,1,4,4,dbl7ir1qugqz8nvp1vzn8im50,1,38.6,35.6,2024-08-21T16:35:40.167Z,2024-08-21T17:26:15Z,e9o7q10wnhex4e8eo47mobbvt,J. Bonde,,,5162761551,285,,5162761615,233,61,5162761549,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711518337,61,44,1,4,4,6wwwud48qahpwrfxs20334qk5,0,61.4,64.4,2024-08-21T16:35:40.168Z,2024-08-21T17:26:15Z,9jqox80arzpytv1b136jobhpm,A. Bøndergaard,,,5162761611,56,Center,5162761613,286,,5162761621,233,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711518335,48,1,1,4,4,dbl7ir1qugqz8nvp1vzn8im50,0,36.1,37.0,2024-08-21T16:35:40.407Z,2024-08-21T16:35:41Z,e9o7q10wnhex4e8eo47mobbvt,J. Bonde,,,5162761607,213,6.11,5162761605,212,5.8,5162761601,140,41.5,5162761603,141,35.5,5162761597,3,,5162761599,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711518339,62,61,1,4,5,6wwwud48qahpwrfxs20334qk5,1,59.9,65.2,2024-08-21T16:35:41.365Z,2024-08-21T16:35:42Z,9jqox80arzpytv1b136jobhpm,A. Bøndergaard,,,5162761619,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711518345,49,1,1,4,6,dbl7ir1qugqz8nvp1vzn8im50,1,42.5,29.8,2024-08-21T16:35:42.422Z,2024-08-21T16:35:43Z,e9o7q10wnhex4e8eo47mobbvt,J. Bonde,,,5162761649,155,,5162761657,212,17.6,5162761653,140,58.9,5162761659,213,0.21,5162761655,141,35.2,5162761651,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711518353,51,1,1,4,7,dbl7ir1qugqz8nvp1vzn8im50,1,58.9,35.2,2024-08-21T16:35:43.222Z,2024-08-21T16:35:46Z,97xbmht3t4t1p9iu6598oq7l5,A. Manneh,,,5162761707,213,3.50,5162761703,141,31.0,5162761699,56,Center,5162761705,212,8.2,5162761701,140,51.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711518359,52,1,1,4,9,dbl7ir1qugqz8nvp1vzn8im50,1,49.0,27.1,2024-08-21T16:35:45.894Z,2024-08-21T16:35:49Z,e9o7q10wnhex4e8eo47mobbvt,J. Bonde,,,5162761743,212,14.9,5162761745,213,5.54,5162761741,141,12.2,5162761739,140,59.4,5162761737,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711518361,53,61,1,4,12,dbl7ir1qugqz8nvp1vzn8im50,0,61.0,7.9,2024-08-21T16:35:48.990Z,2024-08-21T16:35:49Z,97xbmht3t4t1p9iu6598oq7l5,A. Manneh,,,5162761749,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711518369,54,5,1,4,13,dbl7ir1qugqz8nvp1vzn8im50,0,64.0,-1.7000000000000002,2024-08-21T16:35:49.288Z,2024-08-21T17:26:22Z,97xbmht3t4t1p9iu6598oq7l5,A. Manneh,,,5162761773,347,,5162761771,56,Right,5162761805,233,63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711518377,63,5,1,4,13,6wwwud48qahpwrfxs20334qk5,1,36.0,101.7,2024-08-21T16:35:49.288Z,2024-08-21T17:26:22Z,7ztdirfvd9d0x2yw1v051xzbo,W. Madsen,,,5162761801,233,54,5162761795,56,Back,5162761799,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711518381,64,1,1,4,18,6wwwud48qahpwrfxs20334qk5,1,32.6,100.0,2024-08-21T16:35:54.599Z,2024-08-21T16:57:02Z,ayxi2m0g0pm6rl1ba5pto66z9,G. Marcussen,,,5162761829,56,Back,5162761837,213,3.87,5162761857,189,,5162761831,140,28.5,5162761835,212,5.8,5162761827,107,,5162761833,141,95.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711518391,65,1,1,4,19,6wwwud48qahpwrfxs20334qk5,1,29.3,92.7,2024-08-21T16:35:55.943Z,2024-08-21T16:35:57Z,6wfu6s6xo5zjeke21fgbouql0,J. Jessen,,,5162761893,212,9.6,5162761891,141,84.1,5162761895,213,3.80,5162761887,56,Back,5162761889,140,22.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711518393,66,1,1,4,21,6wwwud48qahpwrfxs20334qk5,1,22.1,83.5,2024-08-21T16:35:57.782Z,2024-08-21T16:58:53Z,b1kyjkhaaiw32cb4bubbpm7tg,J. Kudsk,,,5162761911,213,5.70,5162761903,56,Back,5162761909,212,5.8,5162761907,141,78.8,5162761905,140,26.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711518397,67,1,1,4,22,6wwwud48qahpwrfxs20334qk5,1,27.2,78.5,2024-08-21T16:35:58.775Z,2024-08-21T16:36:00Z,7ztdirfvd9d0x2yw1v051xzbo,W. Madsen,,,5162761937,212,8.9,5162761933,140,29.3,5162761931,56,Back,5162761935,141,91.2,5162761939,213,1.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711518405,68,1,1,4,23,6wwwud48qahpwrfxs20334qk5,1,29.6,91.7,2024-08-21T16:35:59.887Z,2024-08-21T16:36:04Z,6wfu6s6xo5zjeke21fgbouql0,J. Jessen,,,5162761971,141,81.2,5162761975,213,4.48,5162761969,140,28.0,5162761967,56,Back,5162761973,212,7.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711518411,69,1,1,4,28,6wwwud48qahpwrfxs20334qk5,1,36.6,75.3,2024-08-21T16:36:04.783Z,2024-08-21T16:36:06Z,7ztdirfvd9d0x2yw1v051xzbo,W. Madsen,,,5162762005,140,55.9,5162762007,141,66.3,5162762009,212,21.2,5162762003,56,Center,5162762011,213,5.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711518415,70,1,1,4,30,6wwwud48qahpwrfxs20334qk5,1,57.9,65.7,2024-08-21T16:36:06.782Z,2024-08-21T16:36:09Z,9jqox80arzpytv1b136jobhpm,A. Bøndergaard,,,5162762029,212,5.3,5162762025,140,59.8,5162762023,56,Center,5162762027,141,73.0,5162762031,213,1.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711518419,71,1,1,4,31,6wwwud48qahpwrfxs20334qk5,0,59.9,73.6,2024-08-21T16:36:07.813Z,2024-08-21T19:40:29Z,289rctmvd5ppy9zqn98jbe4et,A. Muçolli,,,5162762051,141,72.7,5162762055,213,5.76,5162762071,233,55,5162762075,286,,5162762053,212,1.2,5162762047,56,Center,5162762069,236,,5162762049,140,60.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711518413,55,74,1,4,31,dbl7ir1qugqz8nvp1vzn8im50,1,36.3,32.7,2024-08-21T16:36:07.814Z,2024-08-21T16:36:10Z,dqtarwrqvkopmzbt2ovp2dln9,B. Paulsen,,,5162762017,56,Back,5162762019,285,,5162762083,233,71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711518429,57,1,1,4,37,dbl7ir1qugqz8nvp1vzn8im50,0,67.4,13.7,2024-08-21T16:36:13.606Z,2024-08-21T16:36:15Z,axyrfq1u8nwcj2ss5498u8qhg,L. Kjerrumgaard,,,5162762111,213,1.72,5162762103,56,Center,5162762109,212,14.4,5162762107,141,34.6,5162762105,140,65.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711518431,72,8,1,4,40,6wwwud48qahpwrfxs20334qk5,1,29.7,64.0,2024-08-21T16:36:16.239Z,2024-08-21T17:00:18Z,23sc7wc7my7wes6cuaxw1v0no,J. Lindekilde,,,5162762137,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711518439,74,1,1,4,45,6wwwud48qahpwrfxs20334qk5,1,53.2,53.9,2024-08-21T16:36:21.544Z,2024-08-21T16:36:23Z,9jqox80arzpytv1b136jobhpm,A. Bøndergaard,,,5162762215,140,53.6,5162762219,212,8.7,5162762217,141,66.7,5162762213,56,Center,5162762221,213,1.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711518447,75,1,1,4,47,6wwwud48qahpwrfxs20334qk5,1,53.6,66.7,2024-08-21T16:36:23.606Z,2024-08-21T17:00:36Z,ayxi2m0g0pm6rl1ba5pto66z9,G. Marcussen,,,5162762261,141,45.8,5162762265,213,5.47,5162762259,140,66.3,5162762257,56,Center,5162762263,212,19.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711518451,76,1,1,4,50,6wwwud48qahpwrfxs20334qk5,0,66.8,45.2,2024-08-21T16:36:26.287Z,2024-08-21T16:36:27Z,23sc7wc7my7wes6cuaxw1v0no,J. Lindekilde,,,5162762293,213,0.06,5162762285,56,Center,5162762289,141,47.3,5162762291,212,24.1,5162762287,140,89.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711518453,58,12,1,4,50,dbl7ir1qugqz8nvp1vzn8im50,1,12.6,64.5,2024-08-21T16:36:26.798Z,2024-08-21T16:36:28Z,ev2s21ogvpjtata4fndi868ve,J. Gomez,,,5162762299,141,67.3,5162762297,140,23.1,5162762301,212,11.2,5162762295,56,Back,5162762303,213,0.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
