id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/10/value,qualifier/11/value,qualifier/14/value,qualifier/15/value
2734792339,28,83,1,3,18,b2vft81kyjurzbmekvgrqwr64,0,13.0,69.4,2024-10-18T17:05:01.836Z,2024-10-18T17:05:06Z,ebd3uvtt54wkdsahc2127j02c,F. Dietz,,,5290236457,399,abhfq12njxxutqjtb9zvcusyc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2734792393,31,50,1,3,21,8cfkisxf1fkxdqtt6tx1tup48,1,91.8,29.9,2024-10-18T17:05:04.788Z,2024-10-18T19:03:34Z,abhfq12njxxutqjtb9zvcusyc,Mohamad Al Naser,,,5290236389,56,Center,5290236391,286,,5290236729,233,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2734792447,29,7,1,3,21,b2vft81kyjurzbmekvgrqwr64,1,8.2,70.1,2024-10-18T17:05:04.789Z,2024-10-18T19:03:34Z,ebd3uvtt54wkdsahc2127j02c,F. Dietz,,,5290236691,233,31,5290236623,285,,5290236621,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2734792453,30,1,1,3,25,b2vft81kyjurzbmekvgrqwr64,0,12.1,81.5,2024-10-18T17:05:08.860Z,2024-10-18T17:05:11Z,dwuxps3jv2852642q000wep6,V. Rasmussen,,,5290236769,286,,5290236661,212,4.7,5290236655,56,Back,5290236653,157,,5290236663,213,0.35,5290236665,1,,5290236657,140,16.3,5290236765,233,32,5290236763,236,,5290236659,141,83.9,,,,,,,,,,,,,,,,,,,,,,,,,,,
2734792461,32,74,1,3,25,8cfkisxf1fkxdqtt6tx1tup48,1,91.0,13.2,2024-10-18T17:05:08.861Z,2024-10-18T19:03:29Z,4m7gr5z6b40dj02yrmlwgeluc,S. Larsen,,,5290236695,56,Right,5290236815,233,30,5290236697,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2734792549,31,1,1,3,31,b2vft81kyjurzbmekvgrqwr64,1,13.2,83.8,2024-10-18T17:05:14.388Z,2024-10-18T19:48:42Z,ea2x4o6ufsqoz2zz7tqcnvo16,L. Klitten,,,5290237229,212,23.9,5290237233,213,5.92,5290237221,140,34.4,5290237219,56,Back,5290237217,157,,5290237237,1,,5290237225,141,71.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2734792563,32,1,1,3,33,b2vft81kyjurzbmekvgrqwr64,1,34.4,71.2,2024-10-18T17:05:16.028Z,2024-10-18T19:48:32Z,8gqvlydur0v4cpmz1ozqkejh0,M. Bruhn,,,5290237297,3,,5290237353,156,,5290237309,213,3.67,5290237299,56,Back,5290237303,141,68.2,5290237305,212,4.0,5290237301,140,31.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2734792605,33,1,1,3,35,b2vft81kyjurzbmekvgrqwr64,0,31.1,68.2,2024-10-18T17:05:18.052Z,2024-10-18T19:48:45Z,b0yv1pcxifawqx6r1cfqq3otm,Z. Hyltoft,,,5290237513,213,0.02,5290237515,1,,5290237507,140,77.3,5290237509,141,69.7,5290237511,212,48.5,5290237503,157,,5290237505,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2734792639,34,1,1,3,36,8cfkisxf1fkxdqtt6tx1tup48,1,26.5,36.0,2024-10-18T17:05:19.762Z,2024-10-18T17:05:21Z,dqqswfn9s1tdxjoslts8ks6xg,B. Bayrak,,,5290237709,140,32.4,5290237711,141,54.6,5290237715,213,1.12,5290237713,212,14.1,5290237707,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2734792679,35,1,1,3,38,8cfkisxf1fkxdqtt6tx1tup48,0,32.4,54.6,2024-10-18T17:05:21.347Z,2024-10-18T17:05:23Z,2pm5oqzyonn0dysa5nszgq3xm,H. Bonnesen,,,5290237887,56,Center,5290237893,212,36.0,5290237895,213,5.62,5290237891,141,22.2,5290237889,140,59.5,5290237897,1,,5290237885,157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2734792775,35,1,1,3,45,b2vft81kyjurzbmekvgrqwr64,1,59.8,91.4,2024-10-18T17:05:28.852Z,2024-10-18T17:05:31Z,ea2x4o6ufsqoz2zz7tqcnvo16,L. Klitten,,,5290238437,141,81.8,5290238433,56,Back,5290238441,213,3.56,5290238435,140,45.7,5290238439,212,16.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2734792833,36,1,1,3,47,b2vft81kyjurzbmekvgrqwr64,1,45.7,81.8,2024-10-18T17:05:30.828Z,2024-10-18T17:05:35Z,ebd3uvtt54wkdsahc2127j02c,F. Dietz,,,5290238713,141,50.6,5290238715,212,23.8,5290238711,140,35.4,5290238709,56,Back,5290238717,213,4.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2734792901,37,1,1,3,52,b2vft81kyjurzbmekvgrqwr64,1,35.4,50.6,2024-10-18T17:05:35.036Z,2024-10-18T17:05:37Z,6bv0j0ezhh9u5u5hqz64p790q,M. Jacobsen,,,5290239011,141,79.6,5290239007,140,35.7,5290239015,213,1.55,5290239013,212,19.7,5290239005,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2734793021,38,1,1,3,57,b2vft81kyjurzbmekvgrqwr64,1,38.1,77.6,2024-10-18T17:05:40.252Z,2024-10-18T17:05:45Z,ebd3uvtt54wkdsahc2127j02c,F. Dietz,,,5290239627,140,37.8,5290239633,213,4.70,5290239625,56,Back,5290239629,141,46.4,5290239631,212,21.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2734793093,39,1,1,4,2,b2vft81kyjurzbmekvgrqwr64,1,39.0,47.5,2024-10-18T17:05:45.548Z,2024-10-18T17:05:51Z,6bv0j0ezhh9u5u5hqz64p790q,M. Jacobsen,,,5290240111,140,56.7,5290240107,56,Left,5290240117,213,0.92,5290240115,212,30.7,5290240113,141,83.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2734793111,40,1,1,4,8,b2vft81kyjurzbmekvgrqwr64,1,60.6,82.3,2024-10-18T17:05:51.124Z,2024-10-18T17:05:52Z,dwuxps3jv2852642q000wep6,V. Rasmussen,,,5290240207,141,94.1,5290240211,213,2.01,5290240209,212,8.9,5290240205,140,57.0,5290240203,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2734793161,41,1,1,4,9,b2vft81kyjurzbmekvgrqwr64,1,57.0,94.1,2024-10-18T17:05:52.603Z,2024-10-18T17:05:56Z,ea2x4o6ufsqoz2zz7tqcnvo16,L. Klitten,,,5290240489,141,75.9,5290240493,212,23.8,5290240495,213,3.69,5290240487,140,37.6,5290240483,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2734793215,42,1,1,4,12,b2vft81kyjurzbmekvgrqwr64,1,37.6,75.9,2024-10-18T17:05:55.916Z,2024-10-18T17:06:01Z,ebd3uvtt54wkdsahc2127j02c,F. Dietz,,,5290240847,212,28.7,5290240843,140,63.0,5290240845,141,91.5,5290240851,213,0.38,5290240841,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2734793253,43,1,1,4,17,b2vft81kyjurzbmekvgrqwr64,1,70.1,80.2,2024-10-18T17:06:00.811Z,2024-10-18T17:06:03Z,ea2x4o6ufsqoz2zz7tqcnvo16,L. Klitten,,,5290240971,140,73.4,5290240975,212,7.8,5290240973,141,70.0,5290240969,56,Center,5290240977,213,5.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2734793259,44,50,1,4,20,b2vft81kyjurzbmekvgrqwr64,1,73.8,61.8,2024-10-18T17:06:03.267Z,2024-10-18T19:48:35Z,dwuxps3jv2852642q000wep6,V. Rasmussen,,,5290241003,286,,5290241227,233,36,5290241001,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2734793289,36,7,1,4,20,8cfkisxf1fkxdqtt6tx1tup48,0,26.2,38.2,2024-10-18T17:06:03.268Z,2024-10-18T17:06:11Z,5nved2kta2hk8103hkyhq33hm,M. Jakobsen,,,5290241159,56,Back,5290241167,233,44,5290241161,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2734800705,99,1,1,4,21,8cfkisxf1fkxdqtt6tx1tup48,1,22.8,28.0,2024-10-18T17:06:04.812Z,2024-10-18T17:16:00Z,74m58jsznzu8l89b8h7rkh1bd,C. Jensen,,,5290282627,213,4.32,5290282625,212,8.0,5290282623,141,17.2,5290282619,56,Back,5290282621,140,19.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2734793423,38,1,1,4,24,8cfkisxf1fkxdqtt6tx1tup48,1,9.9,12.0,2024-10-18T17:06:07.489Z,2024-10-18T17:06:13Z,4m7gr5z6b40dj02yrmlwgeluc,S. Larsen,,,5290241809,157,,5290241811,56,Back,5290241815,141,12.2,5290241813,140,41.1,5290241821,1,,5290241819,213,0.00,5290241817,212,32.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2734793469,39,1,1,4,30,8cfkisxf1fkxdqtt6tx1tup48,1,41.1,12.2,2024-10-18T17:06:13.081Z,2024-10-18T17:06:17Z,3mcj3wypzq3lno1ehc0vif1sl,J. Arias,,,5290242027,140,41.5,5290242035,212,12.2,5290242041,213,1.54,5290242023,56,Back,5290242031,141,30.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2734793481,40,1,1,4,34,8cfkisxf1fkxdqtt6tx1tup48,0,57.7,26.2,2024-10-18T17:06:17.281Z,2024-10-18T17:06:19Z,abhfq12njxxutqjtb9zvcusyc,Mohamad Al Naser,,,5290242091,212,14.2,5290242089,141,39.5,5290242087,140,68.1,5290242085,56,Center,5290242093,213,0.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2734793477,45,8,1,4,35,b2vft81kyjurzbmekvgrqwr64,1,32.7,60.2,2024-10-18T17:06:18.939Z,2024-10-18T17:06:19Z,e19g5bz7s9wqcvj8mttztxi0a,O. Klitten,,,5290242081,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2734793581,47,1,1,4,39,b2vft81kyjurzbmekvgrqwr64,1,32.8,49.3,2024-10-18T17:06:22.227Z,2024-10-18T17:06:27Z,cflwegqpzch8y30pb3dhigqnd,E. Søgaard,,,5290242599,141,72.7,5290242597,140,26.6,5290242603,213,1.96,5290242595,56,Back,5290242601,212,17.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2734793671,48,1,1,4,43,b2vft81kyjurzbmekvgrqwr64,1,27.5,74.1,2024-10-18T17:06:26.923Z,2024-10-18T17:06:33Z,ebd3uvtt54wkdsahc2127j02c,F. Dietz,,,5290243005,56,Back,5290243007,140,24.6,5290243013,213,4.53,5290243011,212,17.1,5290243009,141,49.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2734793743,49,1,1,4,50,b2vft81kyjurzbmekvgrqwr64,1,30.8,44.9,2024-10-18T17:06:33.578Z,2024-10-18T17:06:39Z,6bv0j0ezhh9u5u5hqz64p790q,M. Jacobsen,,,5290243417,213,5.19,5290243411,140,43.9,5290243409,56,Back,5290243413,141,6.2,5290243415,212,29.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2734793791,50,1,1,4,55,b2vft81kyjurzbmekvgrqwr64,1,51.4,14.3,2024-10-18T17:06:38.787Z,2024-10-18T17:06:42Z,e19g5bz7s9wqcvj8mttztxi0a,O. Klitten,,,5290243653,212,18.0,5290243645,56,Center,5290243655,213,0.31,5290243649,141,22.5,5290243647,140,67.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2734793799,51,1,1,4,56,b2vft81kyjurzbmekvgrqwr64,0,67.7,22.5,2024-10-18T17:06:39.802Z,2024-10-18T19:48:33Z,8gqvlydur0v4cpmz1ozqkejh0,M. Bruhn,,,5290243677,141,27.0,5290243675,140,75.5,5290243673,56,Center,5290243681,213,0.36,5290243679,212,8.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2734793807,42,1,1,4,58,8cfkisxf1fkxdqtt6tx1tup48,1,27.2,77.8,2024-10-18T17:06:41.841Z,2024-10-18T17:06:43Z,am3509ake84cde1xhb9264i22,M. Gudmann,,,5290243727,213,1.85,5290243723,141,90.5,5290243725,212,9.0,5290243721,140,24.8,5290243719,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2734793881,43,1,1,5,0,8cfkisxf1fkxdqtt6tx1tup48,0,24.8,90.8,2024-10-18T17:06:43.258Z,2024-10-18T17:06:48Z,2pm5oqzyonn0dysa5nszgq3xm,H. Bonnesen,,,5290244095,140,55.0,5290244093,56,Center,5290244091,157,,5290244097,141,73.9,5290244103,1,,5290244101,213,5.94,5290244099,212,33.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2734793937,52,1,1,5,5,b2vft81kyjurzbmekvgrqwr64,1,54.6,35.7,2024-10-18T17:06:48.475Z,2024-10-18T17:06:50Z,6bv0j0ezhh9u5u5hqz64p790q,M. Jacobsen,,,5290244377,212,13.9,5290244369,56,Center,5290244367,3,,5290244379,213,0.03,5290244373,141,36.4,5290244371,140,67.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2734793949,53,61,1,5,7,b2vft81kyjurzbmekvgrqwr64,0,67.8,36.4,2024-10-18T17:06:50.666Z,2024-10-18T17:06:51Z,4qyfoq5fjiochtj89w426lm21,S. Andreasen,,,5290244425,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2734794021,44,1,1,5,8,8cfkisxf1fkxdqtt6tx1tup48,1,36.0,74.1,2024-10-18T17:06:51.425Z,2024-10-18T17:06:56Z,4ti8pdx03j8dh4mdb626ltmvo,N. Jakobsen,,,5290244775,56,Left,5290244779,141,79.9,5290244781,212,15.9,5290244777,140,50.7,5290244783,213,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2734794029,45,3,1,5,12,8cfkisxf1fkxdqtt6tx1tup48,0,47.0,77.6,2024-10-18T17:06:55.281Z,2024-10-18T19:03:35Z,1icurh5jrnw1e6jdgqxjnhdnu,G. Çulhacı,,,5290244817,56,Back,5290244819,286,,5290244987,233,54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2734794049,54,7,1,5,12,b2vft81kyjurzbmekvgrqwr64,1,53.0,22.4,2024-10-18T17:06:55.282Z,2024-10-18T19:03:35Z,cflwegqpzch8y30pb3dhigqnd,E. Søgaard,,,5290244965,233,45,5290244895,56,Center,5290244897,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2734794037,46,83,1,5,14,8cfkisxf1fkxdqtt6tx1tup48,0,50.8,80.0,2024-10-18T17:06:57.274Z,2024-10-18T19:48:48Z,1icurh5jrnw1e6jdgqxjnhdnu,G. Çulhacı,,,5290245135,399,cflwegqpzch8y30pb3dhigqnd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2734794079,56,1,1,5,15,b2vft81kyjurzbmekvgrqwr64,1,50.9,14.9,2024-10-18T17:06:58.074Z,2024-10-18T17:07:00Z,cflwegqpzch8y30pb3dhigqnd,E. Søgaard,,,5290245055,56,Back,5290245061,212,19.4,5290245057,140,33.9,5290245059,141,26.2,5290245063,213,2.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2734794085,57,1,1,5,16,b2vft81kyjurzbmekvgrqwr64,1,33.9,26.2,2024-10-18T17:06:59.802Z,2024-10-18T17:07:01Z,6bv0j0ezhh9u5u5hqz64p790q,M. Jacobsen,,,5290245105,141,12.2,5290245103,140,36.9,5290245101,56,Back,5290245107,212,10.0,5290245109,213,5.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2734794145,58,1,1,5,20,b2vft81kyjurzbmekvgrqwr64,1,37.0,12.2,2024-10-18T17:07:03.739Z,2024-10-18T17:07:05Z,cflwegqpzch8y30pb3dhigqnd,E. Søgaard,,,5290245459,212,14.5,5290245457,141,20.7,5290245461,213,0.41,5290245455,140,49.7,5290245453,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2734794153,59,1,1,5,22,b2vft81kyjurzbmekvgrqwr64,1,49.7,20.7,2024-10-18T17:07:05.057Z,2024-10-18T17:07:06Z,4qyfoq5fjiochtj89w426lm21,S. Andreasen,,,5290245507,212,7.0,5290245511,213,4.16,5290245503,140,46.2,5290245505,141,12.0,5290245501,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2734794235,60,1,1,5,23,b2vft81kyjurzbmekvgrqwr64,1,46.2,12.0,2024-10-18T17:07:06.171Z,2024-10-18T19:48:29Z,e19g5bz7s9wqcvj8mttztxi0a,O. Klitten,,,5290245915,155,,5290245925,213,1.23,5290245923,212,12.8,5290245917,56,Center,5290245919,140,50.3,5290245921,141,29.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2734794259,61,1,1,5,27,b2vft81kyjurzbmekvgrqwr64,0,49.9,25.5,2024-10-18T17:07:10.417Z,2024-10-18T17:07:12Z,b0yv1pcxifawqx6r1cfqq3otm,Z. Hyltoft,,,5290246031,140,84.3,5290246029,56,Right,5290246039,1,,5290246037,213,6.04,5290246033,141,12.6,5290246035,212,37.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2734794311,48,1,1,5,31,8cfkisxf1fkxdqtt6tx1tup48,1,15.3,93.6,2024-10-18T17:07:14.033Z,2024-10-18T17:07:15Z,2pm5oqzyonn0dysa5nszgq3xm,H. Bonnesen,,,5290246277,212,17.1,5290246279,213,4.20,5290246273,140,7.3,5290246275,141,71.7,5290246271,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2734794373,49,1,1,5,32,8cfkisxf1fkxdqtt6tx1tup48,0,7.3,71.7,2024-10-18T17:07:15.482Z,2024-10-18T17:07:21Z,dqqswfn9s1tdxjoslts8ks6xg,B. Bayrak,,,5290246577,1,,5290246569,140,43.1,5290246567,56,Back,5290246573,212,40.1,5290246575,213,0.36,5290246565,157,,5290246571,141,92.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2734794369,62,44,1,5,36,b2vft81kyjurzbmekvgrqwr64,1,52.2,12.4,2024-10-18T17:07:19.842Z,2024-10-18T19:03:51Z,cflwegqpzch8y30pb3dhigqnd,E. Søgaard,,,5290246549,56,Right,5290246747,286,,5290246743,233,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2734794381,50,44,1,5,36,8cfkisxf1fkxdqtt6tx1tup48,0,47.8,87.6,2024-10-18T17:07:19.843Z,2024-10-18T19:03:51Z,1icurh5jrnw1e6jdgqxjnhdnu,G. Çulhacı,,,5290246613,285,,5290246755,233,62,5290246611,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2734794387,63,1,1,5,37,b2vft81kyjurzbmekvgrqwr64,0,44.4,20.6,2024-10-18T17:07:20.290Z,2024-10-18T17:07:21Z,cflwegqpzch8y30pb3dhigqnd,E. Søgaard,,,5290246643,140,62.0,5290246645,141,16.8,5290246639,3,,5290246647,212,18.7,5290246649,213,6.14,5290246641,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2734794407,51,1,1,5,39,8cfkisxf1fkxdqtt6tx1tup48,0,41.4,83.3,2024-10-18T17:07:22.280Z,2024-10-18T17:07:23Z,619s1phj5bkgkug3aszc1y9cl,M. Jensen,,,5290246761,140,43.4,5290246765,212,2.1,5290246763,141,83.0,5290246767,213,6.19,5290246759,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2734794469,65,1,1,5,43,b2vft81kyjurzbmekvgrqwr64,1,62.6,21.2,2024-10-18T17:07:26.297Z,2024-10-18T17:07:27Z,bp232fgjrfyok2471ec7u1tcl,M. Kristensen,,,5290247029,140,42.8,5290247031,141,31.6,5290247035,213,2.81,5290247033,212,22.0,5290247027,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2734794487,66,1,1,5,44,b2vft81kyjurzbmekvgrqwr64,1,42.8,31.8,2024-10-18T17:07:27.657Z,2024-10-18T17:07:30Z,6bv0j0ezhh9u5u5hqz64p790q,M. Jacobsen,,,5290247163,140,42.5,5290247165,141,13.8,5290247161,56,Back,5290247167,212,12.2,5290247169,213,4.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2734794497,67,1,1,5,47,b2vft81kyjurzbmekvgrqwr64,1,42.2,13.5,2024-10-18T17:07:30.033Z,2024-10-18T17:07:31Z,cflwegqpzch8y30pb3dhigqnd,E. Søgaard,,,5290247231,212,12.0,5290247229,141,29.7,5290247225,56,Back,5290247233,213,1.16,5290247227,140,46.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2734794523,68,1,1,5,48,b2vft81kyjurzbmekvgrqwr64,1,46.8,29.7,2024-10-18T17:07:31.545Z,2024-10-18T17:07:33Z,bp232fgjrfyok2471ec7u1tcl,M. Kristensen,,,5290247359,140,38.2,5290247357,56,Back,5290247365,213,2.33,5290247363,212,13.1,5290247361,141,43.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2734794565,69,1,1,5,50,b2vft81kyjurzbmekvgrqwr64,1,39.1,40.6,2024-10-18T17:07:33.449Z,2024-10-18T17:07:37Z,b0yv1pcxifawqx6r1cfqq3otm,Z. Hyltoft,,,5290247637,56,Center,5290247649,212,21.3,5290247641,140,51.7,5290247653,213,0.90,5290247645,141,65.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2734794587,70,1,1,5,53,b2vft81kyjurzbmekvgrqwr64,1,50.5,66.4,2024-10-18T17:07:36.865Z,2024-10-18T17:07:38Z,dwuxps3jv2852642q000wep6,V. Rasmussen,,,5290247751,212,18.7,5290247753,213,0.65,5290247745,56,Left,5290247749,141,82.9,5290247747,140,64.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2734794623,71,1,1,5,54,b2vft81kyjurzbmekvgrqwr64,1,64.7,82.9,2024-10-18T17:07:37.961Z,2024-10-18T17:07:40Z,ea2x4o6ufsqoz2zz7tqcnvo16,L. Klitten,,,5290247921,140,47.8,5290247931,213,3.35,5290247929,212,18.1,5290247925,141,77.3,5290247917,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2734794671,72,1,1,5,57,b2vft81kyjurzbmekvgrqwr64,1,53.3,86.5,2024-10-18T17:07:40.370Z,2024-10-18T17:07:46Z,dwuxps3jv2852642q000wep6,V. Rasmussen,,,5290248233,56,Back,5290248235,140,33.3,5290248241,213,3.76,5290248237,141,64.5,5290248239,212,25.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2734794703,73,1,1,6,3,b2vft81kyjurzbmekvgrqwr64,1,37.5,60.5,2024-10-18T17:07:46.657Z,2024-10-18T17:07:49Z,ebd3uvtt54wkdsahc2127j02c,F. Dietz,,,5290248397,212,17.2,5290248399,213,4.74,5290248393,140,38.0,5290248395,141,35.2,5290248391,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2734794743,74,1,1,6,6,b2vft81kyjurzbmekvgrqwr64,1,38.6,35.2,2024-10-18T17:07:49.593Z,2024-10-18T17:07:53Z,6bv0j0ezhh9u5u5hqz64p790q,M. Jacobsen,,,5290248615,140,55.5,5290248613,56,Right,5290248621,213,5.59,5290248619,212,23.0,5290248617,141,13.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2734794781,75,1,1,6,9,b2vft81kyjurzbmekvgrqwr64,1,55.1,12.2,2024-10-18T17:07:52.761Z,2024-10-18T17:07:55Z,cflwegqpzch8y30pb3dhigqnd,E. Søgaard,,,5290248839,140,48.3,5290248837,56,Back,5290248845,213,2.20,5290248843,212,12.2,5290248841,141,26.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2734794787,76,1,1,6,12,b2vft81kyjurzbmekvgrqwr64,0,48.3,26.7,2024-10-18T17:07:55.713Z,2024-10-18T17:07:56Z,bp232fgjrfyok2471ec7u1tcl,M. Kristensen,,,5290248877,212,19.1,5290248873,140,66.1,5290248875,141,32.8,5290248871,56,Center,5290248879,213,0.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2734794823,52,8,1,6,15,8cfkisxf1fkxdqtt6tx1tup48,1,27.9,48.2,2024-10-18T17:07:58.490Z,2024-10-18T17:08:42Z,5nved2kta2hk8103hkyhq33hm,M. Jakobsen,,,5290249083,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2734794911,77,1,1,6,20,b2vft81kyjurzbmekvgrqwr64,1,28.5,22.1,2024-10-18T17:08:03.131Z,2024-10-18T17:08:05Z,9yxhg70gpwi3e9s84c8qwg0yx,J. Dakir,,,5290249509,212,13.8,5290249511,213,0.37,5290249507,141,29.4,5290249503,56,Back,5290249505,140,40.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
