id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/8/value,qualifier/10/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId
2815028905,28,1,1,2,31,f1h34qp5zbfl489q8vnkhiq9s,1,41.2,86.2,2025-05-15T17:03:59.135Z,2025-05-15T17:04:02Z,1se7wkenvs4elrapvdw9mdnje,L. Montano,,,5728752627,212,24.2,5728752621,56,Back,5728752629,213,3.17,5728752623,140,18.2,5728752625,141,85.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815028943,29,1,1,2,34,f1h34qp5zbfl489q8vnkhiq9s,1,19.6,81.5,2025-05-15T17:04:02.368Z,2025-05-15T17:04:06Z,37mo55lynu3blqnb8k9ln8k16,P. Tjørnelund,,,5728752835,212,16.5,5728752833,141,58.4,5728752827,56,Back,5728752831,140,14.8,5728752839,213,4.40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815028971,30,1,1,2,38,f1h34qp5zbfl489q8vnkhiq9s,1,15.0,57.6,2025-05-15T17:04:06.087Z,2025-05-15T17:04:09Z,45bcgucg627rhrdgt8tn9hd9m,K. Kristensen,,,5728752971,141,93.3,5728752967,56,Back,5728752969,140,41.0,5728752975,213,0.73,5728752973,212,36.5,5728752977,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815028975,31,61,1,2,41,f1h34qp5zbfl489q8vnkhiq9s,0,41.2,93.2,2025-05-15T17:04:09.054Z,2025-05-15T17:04:09Z,1se7wkenvs4elrapvdw9mdnje,L. Montano,,,5728753011,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815029021,33,4,1,2,49,8gxd9ry2580pu1b1dd5ny9ymy,1,65.9,11.4,2025-05-15T17:04:17.808Z,2025-05-15T19:03:01Z,4oxf446ya7jwulq6hxlp8r36d,J. Gemmer,,,5728753449,233,32,5728753879,286,,5728753417,152,,5728753413,13,,5728753415,56,Right,5728753419,265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815029029,32,4,1,2,49,f1h34qp5zbfl489q8vnkhiq9s,0,34.1,88.6,2025-05-15T17:04:17.809Z,2025-05-15T19:03:01Z,1se7wkenvs4elrapvdw9mdnje,L. Montano,,,5728753405,265,,5728753403,152,,5728753433,233,33,5728753401,56,Back,5728753455,285,,5728753399,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815029191,34,1,1,3,17,8gxd9ry2580pu1b1dd5ny9ymy,0,69.6,7.4,2025-05-15T17:04:45.834Z,2025-05-15T17:04:48Z,db671oj1jx2uknf12t8b3s7x0,M. Coşkun,,,5728754421,213,0.97,5728754417,141,51.9,5728754405,2,,5728754409,155,,5728754423,1,,5728754415,140,89.3,5728754407,5,,5728754413,56,Center,5728754411,152,5728754419,212,36.7,,,,,,,,,,,,,,,,,,,,,,,,,,
2815029197,33,12,1,3,20,f1h34qp5zbfl489q8vnkhiq9s,1,13.3,42.1,2025-05-15T17:04:48.910Z,2025-05-15T19:29:23Z,4jve632xnmqujh4ioaxpaovai,T. Freriks,,,5728754459,140,28.1,5728754461,141,57.0,5728754457,56,Back,5728754463,212,18.6,5728754465,213,0.58,5728754483,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815029209,35,15,1,3,22,8gxd9ry2580pu1b1dd5ny9ymy,1,81.8,41.9,2025-05-15T17:04:50.233Z,2025-05-15T19:30:27Z,4oxf446ya7jwulq6hxlp8r36d,J. Gemmer,,,5728754653,20,,5728754725,78,,5728754729,103,8.2,5728754651,24,,5728754521,18,,5728754523,56,Center,5728754735,147,50.7,5728754733,146,98.9,5728754731,458,5728754727,102,51.3,5728754755,233,,,,,34,,,,,,,,,,,,,,,,,,,
2815029221,34,10,1,3,22,f1h34qp5zbfl489q8vnkhiq9s,1,2.2,51.5,2025-05-15T17:04:50.333Z,2025-05-15T17:05:23Z,45bcgucg627rhrdgt8tn9hd9m,K. Kristensen,,,5728754599,56,Back,5728754779,233,35,5728754669,177,,5728754597,182,,5728754595,178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815029259,36,1,1,3,28,f1h34qp5zbfl489q8vnkhiq9s,1,10.8,48.4,2025-05-15T17:04:56.425Z,2025-05-15T17:04:58Z,45bcgucg627rhrdgt8tn9hd9m,K. Kristensen,,,5728754847,140,23.1,5728754843,123,,5728754845,56,Back,5728754851,212,22.8,5728754855,213,0.97,5728754849,141,76.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815029271,37,1,1,3,30,f1h34qp5zbfl489q8vnkhiq9s,1,23.6,76.3,2025-05-15T17:04:58.382Z,2025-05-15T17:05:01Z,1se7wkenvs4elrapvdw9mdnje,L. Montano,,,5728754923,213,3.76,5728754917,140,13.5,5728754921,212,13.1,5728754919,141,65.1,5728754915,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815029295,38,1,1,3,33,f1h34qp5zbfl489q8vnkhiq9s,1,13.8,65.1,2025-05-15T17:05:00.975Z,2025-05-15T17:05:05Z,37mo55lynu3blqnb8k9ln8k16,P. Tjørnelund,,,5728755073,213,4.93,5728755069,141,36.7,5728755065,56,Back,5728755071,212,19.8,5728755067,140,17.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815029343,39,1,1,3,36,f1h34qp5zbfl489q8vnkhiq9s,1,22.2,44.2,2025-05-15T17:05:04.878Z,2025-05-15T17:05:11Z,aqc0qritba195wf770gyd1149,A. Skipper,,,5728755319,212,25.5,5728755321,213,1.29,5728755315,140,28.9,5728755313,56,Back,5728755317,141,80.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815029359,40,1,1,3,43,f1h34qp5zbfl489q8vnkhiq9s,0,33.8,85.7,2025-05-15T17:05:11.238Z,2025-05-15T17:05:13Z,1se7wkenvs4elrapvdw9mdnje,L. Montano,,,5728755413,56,Center,5728755415,140,80.6,5728755417,141,63.6,5728755423,213,5.99,5728755427,1,,5728755411,155,,5728755419,212,51.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815029409,37,1,1,3,48,8gxd9ry2580pu1b1dd5ny9ymy,1,12.4,40.6,2025-05-15T17:05:16.403Z,2025-05-15T17:05:21Z,bl9em2c9quspd4afzwqn81xxw,T. Sander,,,5728755709,213,5.30,5728755701,56,Back,5728755705,141,11.3,5728755703,140,25.0,5728755707,212,23.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815029425,38,1,1,3,53,8gxd9ry2580pu1b1dd5ny9ymy,1,21.7,17.9,2025-05-15T17:05:21.066Z,2025-05-15T19:29:29Z,3pk6hii2s8tbv2zux8mvbapec,N. Jungvig,,,5728755781,212,14.8,5728755777,140,32.1,5728755783,213,0.74,5728755775,56,Back,5728755779,141,32.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815029427,39,43,1,3,55,8gxd9ry2580pu1b1dd5ny9ymy,1,0.0,0.0,2025-05-15T17:05:23.529Z,2025-05-15T17:05:26Z,4oxf446ya7jwulq6hxlp8r36d,J. Gemmer,,,5728755921,144,56,5728755791,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815029487,40,1,1,4,1,8gxd9ry2580pu1b1dd5ny9ymy,1,30.6,38.6,2025-05-15T17:05:29.097Z,2025-05-15T17:05:33Z,4oxf446ya7jwulq6hxlp8r36d,J. Gemmer,,,5728756127,212,19.4,5728756125,141,67.0,5728756123,140,29.0,5728756121,56,Back,5728756129,213,1.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815029501,41,1,1,4,5,8gxd9ry2580pu1b1dd5ny9ymy,1,28.9,66.9,2025-05-15T17:05:33.345Z,2025-05-15T17:05:36Z,a30gduuv9d1s4pkthgu2jhyol,D. Stenderup,,,5728756213,213,1.35,5728756207,140,32.6,5728756211,212,17.4,5728756205,56,Back,5728756209,141,91.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815029539,42,1,1,4,8,8gxd9ry2580pu1b1dd5ny9ymy,1,32.6,91.8,2025-05-15T17:05:36.241Z,2025-05-15T17:05:42Z,db671oj1jx2uknf12t8b3s7x0,M. Coşkun,,,5728756395,56,Back,5728756399,141,64.2,5728756397,140,29.8,5728756403,213,4.56,5728756401,212,19.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815029567,43,1,1,4,13,8gxd9ry2580pu1b1dd5ny9ymy,1,42.4,36.6,2025-05-15T17:05:41.897Z,2025-05-15T17:05:44Z,4oxf446ya7jwulq6hxlp8r36d,J. Gemmer,,,5728756511,140,26.7,5728756509,56,Back,5728756517,213,3.06,5728756515,212,16.5,5728756513,141,38.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815029579,44,1,1,4,16,8gxd9ry2580pu1b1dd5ny9ymy,1,23.0,46.7,2025-05-15T17:05:44.153Z,2025-05-15T17:05:47Z,3pk6hii2s8tbv2zux8mvbapec,N. Jungvig,,,5728756599,140,25.2,5728756601,141,68.5,5728756597,56,Back,5728756605,213,1.42,5728756603,212,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815029591,45,1,1,4,19,8gxd9ry2580pu1b1dd5ny9ymy,1,25.2,68.5,2025-05-15T17:05:47.265Z,2025-05-15T19:27:36Z,a30gduuv9d1s4pkthgu2jhyol,D. Stenderup,,,5728756671,141,88.9,5728756667,56,Back,5728756675,213,0.61,5728756669,140,44.1,5728756673,212,24.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815029605,41,83,1,4,25,f1h34qp5zbfl489q8vnkhiq9s,0,41.4,5.2,2025-05-15T17:05:53.534Z,2025-05-15T17:05:58Z,5sha6xhovfmuzd7rolx1om39w,J. Lucena,,,5728757015,399,7ymn0ytcqi6l43nqraxt9s1zo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815029625,46,1,1,4,26,8gxd9ry2580pu1b1dd5ny9ymy,0,68.5,86.6,2025-05-15T17:05:54.889Z,2025-05-15T17:39:01Z,7ymn0ytcqi6l43nqraxt9s1zo,A. Johansen,,,5728756913,141,69.3,5728756915,212,12.8,5728756917,213,5.12,5728756909,56,Center,5728756911,140,73.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815029645,42,8,1,4,27,f1h34qp5zbfl489q8vnkhiq9s,1,20.0,16.5,2025-05-15T17:05:55.903Z,2025-05-15T17:38:47Z,aqc0qritba195wf770gyd1149,A. Skipper,,,5728757009,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815029635,47,1,1,4,28,8gxd9ry2580pu1b1dd5ny9ymy,1,71.2,78.8,2025-05-15T17:05:56.696Z,2025-05-15T19:27:34Z,9r07ooissj5mz15g87x5rmbx1,C. Jakobsen,,,5728756965,141,82.3,5728756963,140,84.4,5728756967,212,14.1,5728756961,56,Left,5728756969,213,0.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815029739,48,2,1,4,33,8gxd9ry2580pu1b1dd5ny9ymy,1,88.1,91.5,2025-05-15T17:06:01.273Z,2025-05-15T17:38:21Z,dm6xpphbyyooqriwaambi7njd,F. Krogstad,,,5728758987,7,7ymn0ytcqi6l43nqraxt9s1zo,5728757549,141,62.0,5728757547,140,92.7,5728757545,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815029805,44,1,1,4,51,f1h34qp5zbfl489q8vnkhiq9s,1,14.4,26.2,2025-05-15T17:06:19.525Z,2025-05-15T17:06:22Z,aqc0qritba195wf770gyd1149,A. Skipper,,,5728757927,241,,5728757937,213,2.15,5728757935,212,13.2,5728757933,141,42.5,5728757925,5,,5728757929,56,Back,5728757931,140,7.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815029811,45,1,1,4,54,f1h34qp5zbfl489q8vnkhiq9s,0,7.1,40.9,2025-05-15T17:06:22.510Z,2025-05-15T17:06:24Z,45bcgucg627rhrdgt8tn9hd9m,K. Kristensen,,,5728757957,141,20.3,5728757955,140,39.9,5728757963,1,,5728757959,212,37.2,5728757961,213,5.90,5728757951,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815029815,50,8,1,4,57,8gxd9ry2580pu1b1dd5ny9ymy,1,85.2,93.0,2025-05-15T17:06:25.520Z,2025-05-15T17:06:25Z,9r07ooissj5mz15g87x5rmbx1,C. Jakobsen,,,5728757979,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815029833,52,1,1,4,59,8gxd9ry2580pu1b1dd5ny9ymy,0,90.6,90.9,2025-05-15T17:06:27.392Z,2025-05-15T17:06:32Z,9r07ooissj5mz15g87x5rmbx1,C. Jakobsen,,,5728758331,236,,5728758133,141,84.8,5728758135,212,5.0,5728758129,56,Left,5728758131,140,88.0,5728758333,233,46,5728758137,213,4.13,5728758337,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815029871,46,74,1,4,59,f1h34qp5zbfl489q8vnkhiq9s,1,13.4,17.6,2025-05-15T17:06:27.393Z,2025-05-15T19:03:34Z,s8c0oxnoqt6zi7pi88rwawvd,J. Buus,,,5728758353,233,52,5728758329,285,,5728758327,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815029877,47,6,1,5,5,f1h34qp5zbfl489q8vnkhiq9s,0,12.9,16.7,2025-05-15T17:06:33.545Z,2025-05-15T19:03:17Z,s8c0oxnoqt6zi7pi88rwawvd,J. Buus,,,5728758445,56,Back,5728823043,233,53,5728758447,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815029843,53,6,1,5,5,8gxd9ry2580pu1b1dd5ny9ymy,1,87.1,83.3,2025-05-15T17:06:33.545Z,2025-05-15T19:03:17Z,9r07ooissj5mz15g87x5rmbx1,C. Jakobsen,,,5728823025,233,47,5728758203,73,,5728758199,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815030095,54,1,1,5,28,8gxd9ry2580pu1b1dd5ny9ymy,0,99.5,99.5,2025-05-15T17:06:56.601Z,2025-05-15T17:07:22Z,4oxf446ya7jwulq6hxlp8r36d,J. Gemmer,,,5728759437,56,Center,5728759441,141,61.2,5728759439,140,100.0,5728759431,6,,5728759429,2,,5728759433,155,,5728759435,223,,5728759445,213,4.75,5728759443,212,,,,,,,,,26.1,,,,,,,,,,,,,,,,,,,,
2815030203,48,5,1,5,31,f1h34qp5zbfl489q8vnkhiq9s,1,-0.6,46.3,2025-05-15T17:06:59.820Z,2025-05-15T18:52:15Z,s8c0oxnoqt6zi7pi88rwawvd,J. Buus,,,5728760015,56,Back,5728760017,346,,5728760245,233,55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815030237,55,5,1,5,31,8gxd9ry2580pu1b1dd5ny9ymy,0,100.6,53.7,2025-05-15T17:06:59.820Z,2025-05-15T18:52:16Z,dm6xpphbyyooqriwaambi7njd,F. Krogstad,,,5728760259,233,48,5728760201,56,Center,5728760203,346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815030209,49,1,1,5,47,f1h34qp5zbfl489q8vnkhiq9s,1,3.8,52.4,2025-05-15T17:07:15.437Z,2025-05-15T17:07:16Z,45bcgucg627rhrdgt8tn9hd9m,K. Kristensen,,,5728760049,213,0.80,5728760041,56,Back,5728760039,124,,5728760043,140,14.3,5728760045,141,69.0,5728760053,237,,5728760047,212,15.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815030227,50,1,1,5,48,f1h34qp5zbfl489q8vnkhiq9s,1,12.3,66.6,2025-05-15T17:07:16.278Z,2025-05-15T17:07:19Z,37mo55lynu3blqnb8k9ln8k16,P. Tjørnelund,,,5728760153,1,,5728760147,141,89.1,5728760151,213,0.46,5728760149,212,34.4,5728760145,140,41.6,5728760143,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815030239,51,1,1,5,51,f1h34qp5zbfl489q8vnkhiq9s,0,42.2,89.1,2025-05-15T17:07:19.117Z,2025-05-15T17:07:21Z,1se7wkenvs4elrapvdw9mdnje,L. Montano,,,5728760209,141,90.8,5728760205,56,Left,5728760211,212,47.5,5728760215,1,,5728760207,140,87.4,5728760213,213,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815030263,57,1,1,5,57,8gxd9ry2580pu1b1dd5ny9ymy,1,10.7,7.6,2025-05-15T17:07:25.583Z,2025-05-15T17:07:27Z,3pk6hii2s8tbv2zux8mvbapec,N. Jungvig,,,5728760375,213,1.56,5728760359,56,Back,5728760367,141,34.6,5728760371,212,18.4,5728760363,140,10.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815030277,58,1,1,5,58,8gxd9ry2580pu1b1dd5ny9ymy,0,9.8,34.6,2025-05-15T17:07:26.864Z,2025-05-15T17:07:29Z,bl9em2c9quspd4afzwqn81xxw,T. Sander,,,5728760457,140,86.9,5728760461,212,82.4,5728760459,141,11.7,5728760463,213,6.09,5728760465,1,,5728760453,157,,5728760455,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815030317,53,1,1,6,5,f1h34qp5zbfl489q8vnkhiq9s,1,31.5,63.4,2025-05-15T17:07:33.237Z,2025-05-15T17:07:35Z,aqc0qritba195wf770gyd1149,A. Skipper,,,5728760653,213,1.41,5728760651,212,9.7,5728760649,141,77.5,5728760641,56,Back,5728760645,140,33.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815030339,54,1,1,6,6,f1h34qp5zbfl489q8vnkhiq9s,1,31.0,77.8,2025-05-15T17:07:34.853Z,2025-05-15T17:07:37Z,37mo55lynu3blqnb8k9ln8k16,P. Tjørnelund,,,5728760785,56,Back,5728760797,213,4.84,5728760793,212,12.4,5728760787,140,32.5,5728760789,141,59.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815030355,55,1,1,6,9,f1h34qp5zbfl489q8vnkhiq9s,1,29.7,56.6,2025-05-15T17:07:37.397Z,2025-05-15T17:07:39Z,aqc0qritba195wf770gyd1149,A. Skipper,,,5728760911,212,13.0,5728760907,140,30.4,5728760913,213,1.51,5728760909,141,75.7,5728760905,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815030373,56,1,1,6,11,f1h34qp5zbfl489q8vnkhiq9s,1,30.3,76.4,2025-05-15T17:07:39.340Z,2025-05-15T17:07:41Z,37mo55lynu3blqnb8k9ln8k16,P. Tjørnelund,,,5728760993,56,Back,5728761001,141,93.8,5728761007,212,19.0,5728760997,140,44.5,5728761011,213,0.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815030391,57,1,1,6,13,f1h34qp5zbfl489q8vnkhiq9s,1,45.6,93.3,2025-05-15T17:07:41.708Z,2025-05-15T17:07:46Z,1se7wkenvs4elrapvdw9mdnje,L. Montano,,,5728761121,212,22.1,5728761117,140,27.0,5728761123,213,3.63,5728761115,56,Back,5728761119,141,78.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815030395,58,1,1,6,18,f1h34qp5zbfl489q8vnkhiq9s,1,29.0,78.5,2025-05-15T17:07:46.292Z,2025-05-15T17:07:47Z,37mo55lynu3blqnb8k9ln8k16,P. Tjørnelund,,,5728761135,212,43.9,5728761133,141,85.6,5728761137,213,0.11,5728761129,56,Left,5728761131,140,70.6,5728761139,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815030399,59,1,1,6,19,f1h34qp5zbfl489q8vnkhiq9s,1,70.6,85.6,2025-05-15T17:07:47.653Z,2025-05-15T17:07:48Z,5sha6xhovfmuzd7rolx1om39w,J. Lucena,,,5728761149,56,Center,5728761185,156,,5728761157,213,4.15,5728761155,212,9.0,5728761153,141,74.4,5728761151,140,66.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815030421,60,1,1,6,22,f1h34qp5zbfl489q8vnkhiq9s,1,62.3,65.7,2025-05-15T17:07:50.685Z,2025-05-15T17:07:54Z,ate1ymumg2iwzn8uyyf3ts222,A. Lausen,,,5728761267,213,0.47,5728761259,56,Left,5728761261,140,79.6,5728761263,141,79.3,5728761265,212,20.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815030435,61,1,1,6,26,f1h34qp5zbfl489q8vnkhiq9s,1,80.6,82.7,2025-05-15T17:07:54.637Z,2025-05-15T17:07:57Z,5sha6xhovfmuzd7rolx1om39w,J. Lucena,,,5728761347,212,21.5,5728761343,140,67.5,5728761345,141,58.4,5728761349,213,4.02,5728761341,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815030455,62,1,1,6,29,f1h34qp5zbfl489q8vnkhiq9s,1,67.9,59.3,2025-05-15T17:07:57.364Z,2025-05-15T17:08:00Z,bmkwmf5f2ssnw2cq7uga7yd5g,A. Troelsen,,,5728761449,213,0.76,5728761441,56,Left,5728761447,212,28.3,5728761443,140,87.4,5728761445,141,88.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815030461,63,1,1,6,32,f1h34qp5zbfl489q8vnkhiq9s,0,87.7,91.2,2025-05-15T17:08:00.108Z,2025-05-15T17:08:01Z,1se7wkenvs4elrapvdw9mdnje,L. Montano,,,5728761481,213,4.82,5728761473,56,Center,5728761475,140,90.0,5728761469,2,,5728761477,141,58.5,5728761479,212,22.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815030485,59,12,1,6,35,8gxd9ry2580pu1b1dd5ny9ymy,1,11.7,31.3,2025-05-15T17:08:03.247Z,2025-05-15T17:10:14Z,3pk6hii2s8tbv2zux8mvbapec,N. Jungvig,,,5728761657,56,Back,5728761665,213,5.78,5728761663,212,31.1,5728761659,140,37.6,5728761661,141,9.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815030509,64,61,1,6,42,f1h34qp5zbfl489q8vnkhiq9s,0,63.2,80.6,2025-05-15T17:08:10.037Z,2025-05-15T17:08:10Z,1se7wkenvs4elrapvdw9mdnje,L. Montano,,,5728761777,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815030575,60,4,1,6,43,8gxd9ry2580pu1b1dd5ny9ymy,1,37.0,22.8,2025-05-15T17:08:11.223Z,2025-05-15T19:03:02Z,9r07ooissj5mz15g87x5rmbx1,C. Jakobsen,,,5728762201,56,Back,5728762199,13,,5728762203,152,,5728762205,265,,5728762527,233,65,5728762207,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815030517,65,4,1,6,43,f1h34qp5zbfl489q8vnkhiq9s,0,63.0,77.2,2025-05-15T17:08:11.224Z,2025-05-15T19:03:02Z,1se7wkenvs4elrapvdw9mdnje,L. Montano,,,5728762015,13,,5728762019,152,,5728762021,265,,5728762533,233,60,5728762017,56,Center,5728762023,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815030721,61,1,1,7,10,8gxd9ry2580pu1b1dd5ny9ymy,1,38.0,16.5,2025-05-15T17:08:38.582Z,2025-05-15T19:27:27Z,9r07ooissj5mz15g87x5rmbx1,C. Jakobsen,,,5728763097,56,Back,5728763101,141,48.8,5728763095,152,,5728763093,5,,5728763099,140,32.3,5728763103,212,22.8,5728763105,213,1.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815030771,62,1,1,7,13,8gxd9ry2580pu1b1dd5ny9ymy,1,32.3,48.8,2025-05-15T17:08:41.070Z,2025-05-15T17:08:46Z,3pk6hii2s8tbv2zux8mvbapec,N. Jungvig,,,5728763373,213,1.50,5728763369,141,67.9,5728763371,212,13.0,5728763365,56,Back,5728763367,140,33.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815030809,63,1,1,7,18,8gxd9ry2580pu1b1dd5ny9ymy,0,40.2,69.3,2025-05-15T17:08:46.055Z,2025-05-15T17:08:50Z,a30gduuv9d1s4pkthgu2jhyol,D. Stenderup,,,5728763609,56,Right,5728763611,140,90.7,5728763619,1,,5728763615,212,62.8,5728763607,155,,5728763613,141,19.8,5728763617,213,5.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815030823,64,5,1,7,25,8gxd9ry2580pu1b1dd5ny9ymy,0,101.2,13.6,2025-05-15T17:08:53.080Z,2025-05-15T18:52:17Z,a30gduuv9d1s4pkthgu2jhyol,D. Stenderup,,,5728763705,346,,5728763703,56,Right,5728764165,233,67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815030943,67,5,1,7,25,f1h34qp5zbfl489q8vnkhiq9s,1,-1.2,86.4,2025-05-15T17:08:53.080Z,2025-05-15T18:52:16Z,37mo55lynu3blqnb8k9ln8k16,P. Tjørnelund,,,5728764161,233,64,5728764155,56,Back,5728764157,346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815030825,66,43,1,7,26,f1h34qp5zbfl489q8vnkhiq9s,1,0.0,0.0,2025-05-15T17:08:53.974Z,2025-05-15T17:08:58Z,37mo55lynu3blqnb8k9ln8k16,P. Tjørnelund,,,5728763857,144,56,5728763707,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
