id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/8/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/10/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value
2722769019,30,1,1,2,54,7gkglopz9cjsysn2u6sbhuvc5,1,15.4,9.1,2024-09-20T17:03:51.278Z,2024-09-20T17:03:56Z,a7eramyy1bd8msxmg84ctc8ut,A. Simon Okosun,,,5224460227,141,6.7,5224460231,213,6.04,5224460225,140,21.7,5224460229,212,6.8,5224460223,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2722769059,31,61,1,2,59,7gkglopz9cjsysn2u6sbhuvc5,0,31.4,7.3,2024-09-20T17:03:56.022Z,2024-09-20T17:58:37Z,duahzgqspyuy2gu31u3s8ky96,M. Lassen,,,5224460405,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2722769149,30,5,1,3,3,8cfkisxf1fkxdqtt6tx1tup48,1,52.3,101.0,2024-09-20T17:04:00.289Z,2024-09-20T19:40:03Z,e0u730to91qqtvvx16uhajz10,S. Jalaei,,,5224460857,347,,5224460855,56,Left,5224460863,233,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2722769063,32,5,1,3,3,7gkglopz9cjsysn2u6sbhuvc5,0,47.7,-1.0,2024-09-20T17:04:00.289Z,2024-09-20T19:40:03Z,duahzgqspyuy2gu31u3s8ky96,M. Lassen,,,5224460427,347,,5224460885,233,30,5224460425,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2722769181,31,1,1,3,13,8cfkisxf1fkxdqtt6tx1tup48,1,68.8,100.0,2024-09-20T17:04:09.971Z,2024-09-20T17:49:54Z,4ti8pdx03j8dh4mdb626ltmvo,N. Jakobsen,,,5224460985,107,,5224460991,141,84.1,5224460993,212,13.3,5224460987,56,Left,5224460989,140,74.4,5224460995,213,5.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2722800751,345,83,1,3,17,7gkglopz9cjsysn2u6sbhuvc5,0,35.6,4.0,2024-09-20T17:04:13.658Z,2024-09-20T19:21:26Z,11cna826ls27ahux2w0ckapqt,K. Kusk,,,5225180337,399,3mcj3wypzq3lno1ehc0vif1sl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2722769191,32,50,1,3,18,8cfkisxf1fkxdqtt6tx1tup48,1,62.6,89.4,2024-09-20T17:04:14.926Z,2024-09-20T19:30:21Z,3mcj3wypzq3lno1ehc0vif1sl,J. Arias,,,5224461023,56,Left,5224461025,286,,5224461053,233,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2722769179,33,7,1,3,18,7gkglopz9cjsysn2u6sbhuvc5,1,37.4,10.6,2024-09-20T17:04:14.927Z,2024-09-20T19:30:20Z,7j35sfip0xb51mpa91wzikrh0,O. Øhlenschlæger,,,5224460983,285,,5224461049,233,32,5224460981,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2722796423,472,61,1,3,19,8cfkisxf1fkxdqtt6tx1tup48,1,64.2,93.3,2024-09-20T17:04:15.658Z,2024-09-20T17:50:14Z,3mcj3wypzq3lno1ehc0vif1sl,J. Arias,,,5224609241,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2722769209,35,1,1,3,19,7gkglopz9cjsysn2u6sbhuvc5,0,43.2,6.8,2024-09-20T17:04:15.815Z,2024-09-20T17:59:16Z,7j35sfip0xb51mpa91wzikrh0,O. Øhlenschlæger,,,5224461131,56,Back,5224461139,213,0.43,5224461137,212,7.8,5224461135,141,11.6,5224461133,140,49.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2722769201,33,8,1,3,20,8cfkisxf1fkxdqtt6tx1tup48,1,62.9,81.4,2024-09-20T17:04:17.117Z,2024-09-20T17:04:17Z,74m58jsznzu8l89b8h7rkh1bd,C. Jensen,,,5224461077,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2722769233,35,1,1,3,23,8cfkisxf1fkxdqtt6tx1tup48,1,59.2,80.9,2024-09-20T17:04:19.703Z,2024-09-20T17:50:21Z,74m58jsznzu8l89b8h7rkh1bd,C. Jensen,,,5224461241,213,2.92,5224461233,56,Back,5224461239,212,18.4,5224461235,140,42.1,5224461237,141,86.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2722769271,36,1,1,3,23,8cfkisxf1fkxdqtt6tx1tup48,1,42.1,86.9,2024-09-20T17:04:20.363Z,2024-09-20T17:04:24Z,2pm5oqzyonn0dysa5nszgq3xm,H. Bonnesen,,,5224461469,213,3.82,5224461461,56,Back,5224461463,140,16.4,5224461471,1,,5224461467,212,34.6,5224461465,141,55.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2722769291,37,1,1,3,28,8cfkisxf1fkxdqtt6tx1tup48,1,13.1,53.4,2024-09-20T17:04:24.691Z,2024-09-20T17:04:27Z,dqqswfn9s1tdxjoslts8ks6xg,B. Bayrak,,,5224461565,140,33.6,5224461563,56,Back,5224461569,212,23.5,5224461571,213,0.41,5224461567,141,67.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2722769323,38,1,1,3,30,8cfkisxf1fkxdqtt6tx1tup48,1,33.5,67.5,2024-09-20T17:04:27.516Z,2024-09-20T17:04:31Z,5nved2kta2hk8103hkyhq33hm,M. Jakobsen,,,5224461735,141,87.4,5224461733,140,33.9,5224461739,213,1.54,5224461731,56,Back,5224461737,212,13.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2722769355,39,1,1,3,34,8cfkisxf1fkxdqtt6tx1tup48,1,33.2,85.7,2024-09-20T17:04:31.178Z,2024-09-20T17:04:34Z,2pm5oqzyonn0dysa5nszgq3xm,H. Bonnesen,,,5224461885,56,Back,5224461891,212,8.8,5224461889,141,76.4,5224461893,213,5.48,5224461887,140,39.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2722769407,40,1,1,3,37,8cfkisxf1fkxdqtt6tx1tup48,1,39.1,72.4,2024-09-20T17:04:34.347Z,2024-09-20T17:04:40Z,619s1phj5bkgkug3aszc1y9cl,M. Jensen,,,5224462139,56,Back,5224462143,141,84.1,5224462141,140,26.7,5224462145,212,15.3,5224462147,213,2.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2722769457,41,1,1,3,43,8cfkisxf1fkxdqtt6tx1tup48,1,8.8,81.4,2024-09-20T17:04:39.859Z,2024-09-20T17:04:46Z,2pm5oqzyonn0dysa5nszgq3xm,H. Bonnesen,,,5224462367,141,61.8,5224462371,213,5.55,5224462369,212,20.0,5224462363,56,Back,5224462365,140,23.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2722769483,42,1,1,3,51,8cfkisxf1fkxdqtt6tx1tup48,1,25.2,52.7,2024-09-20T17:04:47.786Z,2024-09-20T17:04:49Z,5nved2kta2hk8103hkyhq33hm,M. Jakobsen,,,5224462511,141,24.6,5224462507,56,Back,5224462513,212,19.1,5224462509,140,24.9,5224462515,213,4.70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2722769505,43,1,1,3,52,8cfkisxf1fkxdqtt6tx1tup48,1,24.9,24.6,2024-09-20T17:04:49.618Z,2024-09-20T17:04:53Z,am3509ake84cde1xhb9264i22,M. Gudmann,,,5224462637,212,20.1,5224462639,213,2.32,5224462631,56,Back,5224462633,140,11.9,5224462635,141,46.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2722769523,44,1,1,3,56,8cfkisxf1fkxdqtt6tx1tup48,1,12.1,46.7,2024-09-20T17:04:53.338Z,2024-09-20T17:04:56Z,dqqswfn9s1tdxjoslts8ks6xg,B. Bayrak,,,5224462723,56,Back,5224462729,212,19.6,5224462725,140,12.7,5224462727,141,17.9,5224462731,213,4.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2722769563,45,1,1,3,59,8cfkisxf1fkxdqtt6tx1tup48,1,12.2,17.0,2024-09-20T17:04:56.435Z,2024-09-20T17:05:02Z,am3509ake84cde1xhb9264i22,M. Gudmann,,,5224462979,213,0.40,5224462971,56,Center,5224462981,1,,5224462973,140,53.9,5224462969,155,,5224462977,212,47.6,5224462975,141,44.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2722769547,36,83,1,4,3,7gkglopz9cjsysn2u6sbhuvc5,0,54.7,36.9,2024-09-20T17:05:00.270Z,2024-09-20T17:59:30Z,8rn42gm9xm3yunk883yan9vdg,B. Clemmensen,,,5224463101,399,3mcj3wypzq3lno1ehc0vif1sl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2722769567,46,61,1,4,5,8cfkisxf1fkxdqtt6tx1tup48,0,51.7,45.4,2024-09-20T17:05:02.011Z,2024-09-20T17:05:02Z,3mcj3wypzq3lno1ehc0vif1sl,J. Arias,,,5224463001,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2722769591,38,1,1,4,6,7gkglopz9cjsysn2u6sbhuvc5,1,49.7,43.1,2024-09-20T17:05:03.173Z,2024-09-20T17:05:04Z,7j35sfip0xb51mpa91wzikrh0,O. Øhlenschlæger,,,5224463111,213,3.35,5224463105,140,25.7,5224463103,56,Back,5224463109,212,25.8,5224463107,141,35.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2722769629,39,1,1,4,7,7gkglopz9cjsysn2u6sbhuvc5,1,25.7,35.1,2024-09-20T17:05:04.438Z,2024-09-20T17:05:08Z,64vlnkuqfh7rnymg8qku8amwa,L. Schulz,,,5224463295,141,16.2,5224463297,212,15.4,5224463293,140,33.8,5224463291,56,Back,5224463299,213,5.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2722769673,40,1,1,4,11,7gkglopz9cjsysn2u6sbhuvc5,1,37.0,20.1,2024-09-20T17:05:08.446Z,2024-09-20T17:05:11Z,a7eramyy1bd8msxmg84ctc8ut,A. Simon Okosun,,,5224463557,213,2.21,5224463549,141,34.5,5224463545,56,Back,5224463551,212,12.2,5224463547,140,30.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2722769709,41,1,1,4,15,7gkglopz9cjsysn2u6sbhuvc5,0,31.8,33.0,2024-09-20T17:05:11.758Z,2024-09-20T17:59:41Z,8rn42gm9xm3yunk883yan9vdg,B. Clemmensen,,,5224463735,212,46.0,5224463737,213,6.16,5224463729,56,Center,5224463733,141,25.0,5224463739,1,,5224463731,140,75.3,5224463727,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2722769735,47,1,1,4,18,8cfkisxf1fkxdqtt6tx1tup48,1,34.2,73.8,2024-09-20T17:05:15.426Z,2024-09-20T17:05:17Z,2pm5oqzyonn0dysa5nszgq3xm,H. Bonnesen,,,5224463875,141,51.6,5224463881,213,3.76,5224463879,212,26.0,5224463871,140,14.0,5224463867,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2722769769,49,1,1,4,21,8cfkisxf1fkxdqtt6tx1tup48,1,14.0,51.5,2024-09-20T17:05:18.330Z,2024-09-20T17:05:21Z,dqqswfn9s1tdxjoslts8ks6xg,B. Bayrak,,,5224464043,212,20.5,5224464037,56,Back,5224464045,213,1.11,5224464039,140,22.6,5224464041,141,78.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2722769805,50,1,1,4,24,8cfkisxf1fkxdqtt6tx1tup48,1,23.9,78.5,2024-09-20T17:05:21.554Z,2024-09-20T17:05:25Z,2pm5oqzyonn0dysa5nszgq3xm,H. Bonnesen,,,5224464219,213,0.65,5224464211,56,Back,5224464217,212,14.4,5224464215,141,91.4,5224464213,140,34.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2722769827,51,1,1,4,28,8cfkisxf1fkxdqtt6tx1tup48,1,34.8,91.5,2024-09-20T17:05:25.243Z,2024-09-20T17:05:28Z,4ti8pdx03j8dh4mdb626ltmvo,N. Jakobsen,,,5224464427,1,,5224464425,213,6.00,5224464419,140,75.3,5224464421,141,73.2,5224464415,155,,5224464423,212,44.3,5224464417,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2722769871,52,1,1,4,31,8cfkisxf1fkxdqtt6tx1tup48,1,75.3,73.2,2024-09-20T17:05:27.962Z,2024-09-20T17:05:34Z,619s1phj5bkgkug3aszc1y9cl,M. Jensen,,,5224464689,168,,5224464695,141,47.6,5224464697,212,19.1,5224464693,140,82.7,5224464687,3,,5224464691,56,Center,5224464699,213,5.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2722770027,45,45,1,4,35,7gkglopz9cjsysn2u6sbhuvc5,0,12.8,53.7,2024-09-20T17:05:32.437Z,2024-09-20T17:59:57Z,oywgthoxa153nf48la1j8v10,M. Lauritsen,,,5224465623,285,,5224465621,56,Back,5224465849,233,56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2722770063,56,3,1,4,35,8cfkisxf1fkxdqtt6tx1tup48,1,87.2,46.3,2024-09-20T17:05:32.437Z,2024-09-20T17:06:06Z,abhfq12njxxutqjtb9zvcusyc,Mohamad Al Naser,,,5224465823,286,,5224465841,233,45,5224465821,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2722769875,42,12,1,4,36,7gkglopz9cjsysn2u6sbhuvc5,1,11.9,58.5,2024-09-20T17:05:32.830Z,2024-09-20T18:00:03Z,8rn42gm9xm3yunk883yan9vdg,B. Clemmensen,,,5224464723,140,15.4,5224464725,141,61.2,5224464727,212,4.1,5224464729,213,0.46,5224464721,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2722769879,53,43,1,4,37,8cfkisxf1fkxdqtt6tx1tup48,1,0.0,0.0,2024-09-20T17:05:34.323Z,2024-09-20T17:05:51Z,abhfq12njxxutqjtb9zvcusyc,Mohamad Al Naser,,,5224464761,56,Center,5224465359,144,74,5224464763,285,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2722769907,54,1,1,4,40,8cfkisxf1fkxdqtt6tx1tup48,0,90.4,34.8,2024-09-20T17:05:36.698Z,2024-09-20T17:05:37Z,abhfq12njxxutqjtb9zvcusyc,Mohamad Al Naser,,,5224464867,140,86.0,5224464871,212,15.0,5224464869,141,55.8,5224464873,213,1.88,5224464865,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2722769923,43,12,1,4,42,7gkglopz9cjsysn2u6sbhuvc5,1,14.0,49.0,2024-09-20T17:05:38.845Z,2024-09-20T18:00:09Z,7j35sfip0xb51mpa91wzikrh0,O. Øhlenschlæger,,,5224464943,56,Back,5224464949,212,17.9,5224464951,213,3.63,5224464945,140,0.0,5224464961,167,,5224464947,141,36.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2722769927,44,6,1,4,42,7gkglopz9cjsysn2u6sbhuvc5,0,0.0,38.0,2024-09-20T17:05:39.530Z,2024-09-20T19:39:13Z,7j35sfip0xb51mpa91wzikrh0,O. Øhlenschlæger,,,5224465039,233,55,5224465007,56,Back,5224465009,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2722769919,55,6,1,4,42,8cfkisxf1fkxdqtt6tx1tup48,1,100.0,62.0,2024-09-20T17:05:39.530Z,2024-09-20T19:39:12Z,abhfq12njxxutqjtb9zvcusyc,Mohamad Al Naser,,,5224465015,233,44,5224464973,73,,5224464971,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2722770201,57,1,1,5,18,8cfkisxf1fkxdqtt6tx1tup48,0,99.5,99.6,2024-09-20T17:06:15.617Z,2024-09-20T17:06:19Z,619s1phj5bkgkug3aszc1y9cl,M. Jensen,,,5224466487,141,44.0,5224466493,1,,5224466475,2,,5224466485,140,94.7,5224466477,6,,5224466491,213,4.58,5224466489,212,38.1,5224466481,223,,5224466479,155,5224466483,56,Center,,,,,,,,,,,,,,,,,,,,,,,,
2722770207,46,44,1,5,21,7gkglopz9cjsysn2u6sbhuvc5,1,8.4,53.9,2024-09-20T17:06:18.609Z,2024-09-20T19:34:52Z,8rn42gm9xm3yunk883yan9vdg,B. Clemmensen,,,5224466523,285,,5224466563,233,58,5224466521,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2722770211,58,44,1,5,21,8cfkisxf1fkxdqtt6tx1tup48,0,91.6,46.1,2024-09-20T17:06:18.610Z,2024-09-20T19:34:52Z,2pm5oqzyonn0dysa5nszgq3xm,H. Bonnesen,,,5224466583,233,46,5224466529,56,Center,5224466531,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2722770227,47,12,1,5,22,7gkglopz9cjsysn2u6sbhuvc5,1,13.4,50.4,2024-09-20T17:06:18.917Z,2024-09-20T18:00:36Z,8rn42gm9xm3yunk883yan9vdg,B. Clemmensen,,,5224466627,212,17.0,5224466621,56,Back,5224466629,213,0.54,5224466649,15,,5224466623,140,27.3,5224466625,141,63.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2722770239,59,13,1,5,25,8cfkisxf1fkxdqtt6tx1tup48,1,79.0,40.9,2024-09-20T17:06:21.890Z,2024-09-20T20:01:16Z,4ti8pdx03j8dh4mdb626ltmvo,N. Jakobsen,,,5224569137,458,,5224569145,231,49.8,5224466679,56,Center,5224565907,25,,5224466677,18,,5224569143,230,98.6,5224569139,146,87.5,5224565911,72,,5225425603,215,5224569119,83,,5224565915,153,5224569135,328,,5224569127,102,59.0,,5224569133,103,20.8,5224569141,147,55.2,,,,,,,,,
2722770249,60,50,1,5,27,8cfkisxf1fkxdqtt6tx1tup48,1,75.0,51.8,2024-09-20T17:06:24.497Z,2024-09-20T19:30:21Z,am3509ake84cde1xhb9264i22,M. Gudmann,,,5224466757,56,Center,5224636065,233,49,5224612697,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2722770273,49,7,1,5,27,7gkglopz9cjsysn2u6sbhuvc5,1,25.0,48.2,2024-09-20T17:06:24.498Z,2024-09-20T21:22:37Z,78iynnu6cnznv6fxpo4br4mlm,V. Mpindi,,,5224636047,233,60,5224635979,285,,5224466873,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2722770287,61,13,1,5,29,8cfkisxf1fkxdqtt6tx1tup48,1,72.2,62.6,2024-09-20T17:06:26.617Z,2024-09-20T21:26:13Z,74m58jsznzu8l89b8h7rkh1bd,C. Jensen,,,5224593537,153,,5224593545,231,51.3,5225426907,25,,5224593543,230,98.9,5224593531,102,38.7,5224593539,146,82.8,5224593529,75,,5224589417,18,,5224593535,458,5224593527,72,,5224593533,103,5224593541,147,47.3,5224466963,56,Center,,,,,,,,20.8,,,,,,,,
2722770241,48,61,1,5,30,7gkglopz9cjsysn2u6sbhuvc5,1,25.6,59.0,2024-09-20T17:06:27.102Z,2024-09-20T19:39:55Z,duahzgqspyuy2gu31u3s8ky96,M. Lassen,,,5224466709,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2722770301,62,1,1,5,31,8cfkisxf1fkxdqtt6tx1tup48,0,74.1,43.0,2024-09-20T17:06:28.234Z,2024-09-20T17:06:29Z,4ti8pdx03j8dh4mdb626ltmvo,N. Jakobsen,,,5224467053,213,5.67,5224467041,140,91.7,5224467049,212,22.5,5224467037,56,Center,5224467045,141,24.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2722770323,50,8,1,5,35,7gkglopz9cjsysn2u6sbhuvc5,1,29.8,79.0,2024-09-20T17:06:32.236Z,2024-09-20T18:01:11Z,oywgthoxa153nf48la1j8v10,M. Lauritsen,,,5224467131,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2722770369,64,1,1,5,38,8cfkisxf1fkxdqtt6tx1tup48,1,58.1,17.6,2024-09-20T17:06:35.209Z,2024-09-20T17:06:37Z,74m58jsznzu8l89b8h7rkh1bd,C. Jensen,,,5224467335,141,32.2,5224467333,140,38.4,5224467339,213,2.69,5224467331,56,Back,5224467337,212,22.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2722770385,65,1,1,5,40,8cfkisxf1fkxdqtt6tx1tup48,1,36.3,34.6,2024-09-20T17:06:36.985Z,2024-09-20T17:06:38Z,4m7gr5z6b40dj02yrmlwgeluc,S. Larsen,,,5224467407,141,72.0,5224467409,212,25.5,5224467403,56,Back,5224467405,140,38.6,5224467411,213,1.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2722770417,66,1,1,5,41,8cfkisxf1fkxdqtt6tx1tup48,1,42.1,72.6,2024-09-20T17:06:38.329Z,2024-09-20T17:06:42Z,2pm5oqzyonn0dysa5nszgq3xm,H. Bonnesen,,,5224467557,212,13.6,5224467559,213,1.19,5224467551,56,Back,5224467553,140,46.9,5224467555,141,91.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2722770447,67,1,1,5,45,8cfkisxf1fkxdqtt6tx1tup48,0,46.8,90.9,2024-09-20T17:06:41.866Z,2024-09-20T17:06:45Z,619s1phj5bkgkug3aszc1y9cl,M. Jensen,,,5224467747,213,6.02,5224467745,212,49.5,5224467737,155,,5224467749,1,,5224467741,140,92.4,5224467739,56,Center,5224467743,141,72.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2722770575,53,1,1,6,0,7gkglopz9cjsysn2u6sbhuvc5,0,12.8,41.0,2024-09-20T17:06:57.508Z,2024-09-20T21:39:58Z,64vlnkuqfh7rnymg8qku8amwa,L. Schulz,,,5224468363,198,,5224468375,1,,5224468361,157,,5224468369,141,41.3,5224468373,213,0.01,5224468365,56,Back,5224468371,212,33.6,5224468367,140,44.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2722770613,68,44,1,6,5,8cfkisxf1fkxdqtt6tx1tup48,1,59.4,55.2,2024-09-20T17:07:02.066Z,2024-09-20T19:34:53Z,619s1phj5bkgkug3aszc1y9cl,M. Jensen,,,5224468837,233,54,5224468559,286,,5224468557,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2722770669,54,44,1,6,5,7gkglopz9cjsysn2u6sbhuvc5,0,40.6,44.8,2024-09-20T17:07:02.067Z,2024-09-20T21:40:01Z,78iynnu6cnznv6fxpo4br4mlm,V. Mpindi,,,5224468819,285,,5224468817,56,Back,5224468861,233,68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2722770627,69,1,1,6,5,8cfkisxf1fkxdqtt6tx1tup48,0,56.5,61.7,2024-09-20T17:07:02.553Z,2024-09-20T17:07:03Z,619s1phj5bkgkug3aszc1y9cl,M. Jensen,,,5224468627,212,9.4,5224468619,3,,5224468625,141,50.4,5224468621,56,Center,5224468629,213,4.09,5224468623,140,51.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2722770685,55,1,1,6,10,7gkglopz9cjsysn2u6sbhuvc5,1,49.1,46.8,2024-09-20T17:07:07.438Z,2024-09-20T17:48:53Z,ju24rgwcctj5yizl54o91gfe,S. Borgelin,,,5224604995,140,43.9,5224605001,213,4.15,5224604997,141,34.2,5224604993,56,Back,5224604999,212,10.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2722770687,56,1,1,6,10,7gkglopz9cjsysn2u6sbhuvc5,1,46.0,31.5,2024-09-20T17:07:07.565Z,2024-09-20T17:49:03Z,11cna826ls27ahux2w0ckapqt,K. Kusk,,,5224605557,141,46.2,5224605561,213,1.53,5224605559,212,10.0,5224605553,56,Back,5224605555,140,46.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2722770755,58,1,1,6,11,7gkglopz9cjsysn2u6sbhuvc5,1,47.2,62.1,2024-09-20T17:07:08.566Z,2024-09-20T17:07:14Z,78iynnu6cnznv6fxpo4br4mlm,V. Mpindi,,,5224469229,140,61.9,5224469227,56,Left,5224469231,141,80.6,5224469233,212,19.9,5224469235,213,0.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2722770793,59,1,1,6,17,7gkglopz9cjsysn2u6sbhuvc5,1,77.8,73.5,2024-09-20T17:07:14.502Z,2024-09-20T17:07:18Z,9nafz0c0x2qvmo5ldm0djmcq1,M. Kaastrup,,,5224469467,141,60.2,5224469471,213,4.55,5224469469,212,9.2,5224469463,56,Center,5224469465,140,76.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2722770811,60,1,1,6,21,7gkglopz9cjsysn2u6sbhuvc5,0,76.4,60.2,2024-09-20T17:07:18.141Z,2024-09-20T21:40:03Z,11cna826ls27ahux2w0ckapqt,K. Kusk,,,5224469561,213,0.14,5224469559,212,19.3,5224469557,141,64.2,5224469549,56,Center,5224469553,140,94.6,5224606855,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2722770975,72,1,1,6,43,8cfkisxf1fkxdqtt6tx1tup48,1,7.8,44.2,2024-09-20T17:07:40.168Z,2024-09-20T17:07:42Z,dqqswfn9s1tdxjoslts8ks6xg,B. Bayrak,,,5224470463,56,Back,5224470465,140,8.8,5224470471,213,4.80,5224470467,141,26.2,5224470469,212,12.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2722770997,73,1,1,6,46,8cfkisxf1fkxdqtt6tx1tup48,1,8.8,26.2,2024-09-20T17:07:42.801Z,2024-09-20T17:07:45Z,am3509ake84cde1xhb9264i22,M. Gudmann,,,5224470583,213,1.94,5224470579,141,46.7,5224470577,140,3.7,5224470575,56,Back,5224470581,212,14.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
